ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
4230,Blanche's,,"(OC),(N)",447-2 Boundary Ave.,Bars/Clubs,South Farmingdale,NY,,1989,,,6/30/2022 2:36pm
4231,Adult World & Playhouse Cinema,(Cruisy) (Open 24 hrs.),,2870 Erie Blvd. E.,"Theatre,Cruising Areas",Syracuse,NY,,1989,,,6/30/2022 2:37pm
4232,Blue Skies,(Patio) (Some H),"(D),(R),(H)",212 N. Franklin St.,"Hotel,Religious Institution,Bars/Clubs,Restaurant",Syracuse,NY,,1989,,,1/18/2023 10:01am
4233,Bunk House,(Some OC),"(W),(OC),(AH),(*)",306 S. Warren,Bars/Clubs,Syracuse,NY,,1989,,,6/30/2022 2:36pm
4235,Le Paris Bookstore,,,307 W. Fayette,Book Store,Syracuse,NY,,1989,,,6/30/2022 2:36pm
4236,M.C.C.,,(MCC),819 Madison St.,Religious Institution,Syracuse,NY,,1989,,,6/30/2022 2:36pm
4237,Mr. T's,(Some OC),"(D),(V),(OC),(*)",218 N. Franklin St.,Bars/Clubs,Syracuse,NY,,1989,,,6/30/2022 2:36pm
4238,Ryan's Someplace Else,(Disco) ,"(*),(YC),(V)",408-410 Pearl St.,Bars/Clubs,Syracuse,NY,,1989,,,6/30/2022 2:36pm
4244,Dutch Motel ,,(H),488 Montauk Hwy,Hotel,Easthampton,NY,,1989,,,6/30/2022 2:36pm
4245,One-Thirty-Two,North Main (Summer guest house),"(H),(*)",132 N. Main St.,Hotel,Easthampton,NY,,1989,,,6/30/2022 2:35pm
4252,Reflections,(Some L),"(L),(M)",1724 W. Oriskany St.,Bars/Clubs,Utica,NY,,1989,,,6/30/2022 2:37pm
4253,That Place,(Disco),"(*),(YC),(V)",216 Bleecker St.,Bars/Clubs,Utica,NY,,1989,,,6/30/2022 2:36pm
4257,Don Juan,,"(R),(M)",535 Old Country Rd.,Restaurant,"Westbury, L.I.",NY,,1989,,,6/30/2022 2:36pm
4258,Bedrock,(Disco) (Some L),"(YC),(L),(*)",121 Woodfield,Bars/Clubs,"West Hempstead, L.I.",NY,,1989,,,6/30/2022 2:35pm
4260,Goodtime Charlie's,(Peeps) (Cruisy),"(M),(*)",3287 Niagara Falls Blvd.,"Cruising Areas,Bars/Clubs",Wheatfield,NY,,1989,,,6/30/2022 2:37pm
4261,Addie's Secret Garden,,"(R),(*),(D)",359 Mamaroneck Ave.,"Bars/Clubs,Restaurant",White Plains,NY,,1989,,,6/30/2022 2:36pm
4262,Lad's ,,(D),130 West Post Rd.,Bars/Clubs,White Plains,NY,,1989,,,6/30/2022 2:35pm
4263,Stutz,(Disco) ,"(*),(YC),(S)",202 Westchester,Bars/Clubs,White Plains,NY,,1989,,,6/30/2022 2:36pm
4268,Playroom II,,"(D),(E),(S)",590 Nepperham Ave.,Bars/Clubs,Yonkers,NY,,1989,,,6/30/2022 2:36pm
4272,Hitching Post,(Cruisy) (Levi) (Above Trax),(W),38 N. French Broad Ave.,"Bars/Clubs,Cruising Areas",Ashville,NC,,1989,,,6/30/2022 2:35pm
4273,Malaprop's Bookstore,,"(L),(M)",61 Hayward St.,Book Store,Ashville,NC,,1989,,,6/30/2022 2:35pm
4275,Scandals,(Some L),"(R),(L),(D),(N)",11 Grove St.,"Restaurant,Bars/Clubs",Ashville,NC,,1989,,,6/30/2022 2:35pm
4276,Trax,(Disco) (Some W),"(*),(YC),(W)",38 N. French Broad Ave.,Bars/Clubs,Ashville,NC,,1989,,,6/30/2022 2:35pm
4280,Internationalist Books,,,408 W. Rosemary St.,Book Store,Chapel Hill,NC,,1989,,,6/30/2022 2:36pm
4285,Brass Rail,(Levi) (Some OC) (Cruisy),"(P),(W),(PT),(OC),(*)",3703 Wilkinson Blvd.,"Bars/Clubs,Cruising Areas",Charlotte,NC,,1989,,,6/30/2022 2:38pm
4286,Charades ,(Disco) (Patio) (Some L),"(YC),(L),(*)",421 Eastway,Bars/Clubs,Charlotte,NC,,1989,,,6/30/2022 2:36pm
4288,Joy Adult Books,,,1310 E. Independence Blvd.,"Book Store,Erotic Shop",Charlotte,NC,,1989,,,7/19/2022 12:56pm
4289,M.C.C.,(704)563-5810,(MCC),4037 E. Independence Blvd.#726,Religious Institution,Charlotte,NC,,1989,,,6/30/2022 2:38pm
4290,Olean's Lounge,,"(S),(YC),(L),(PT),(*)",1831 South Blvd.,Bars/Clubs,Charlotte,NC,,1989,,,6/30/2022 2:37pm
4291,Scorpio's,(Disco) (Some L) (Patio),"(*),(P),(YC),(L)",2301 Freedom Dr.,Bars/Clubs,Charlotte,NC,,1989,,,6/30/2022 2:37pm
4292,Steve's Cafe & Bar,,"(R),(M)",316 Rensselaer Ave.,Restaurant,Charlotte,NC,,1989,,,6/30/2022 2:36pm
4293,Tags ,(Cruisy),"(PT),(*)",3018 The Plaza ,"Bars/Clubs,Cruising Areas",Charlotte,NC,,1989,,at Sharon,6/30/2022 2:37pm
4299,Lakewood Video & News ,(Cruisy),,502 Lakewood,"Book Store,Cruising Areas",Durham,NC,,1989,,,6/30/2022 2:36pm
4300,Power Company,(Disco),"(*),(P),(YC)",315 W. Main St.,Bars/Clubs,Durham,NC,,1989,,,6/30/2022 2:36pm
4303,Expressions,(Books) (Cruisy),,4326 Bragg Blvd.,"Book Store,Cruising Areas",Fayetteville,NC,,1989,,,6/30/2022 2:38pm
4304,Fountainhead ,(Adult goods),,3712 Bragg Blvd.,Erotic Shop,Fayetteville,NC,,1989,,,6/30/2022 2:38pm
4305,Oz ,(Disco) ,"(*),(YC),(E),(PT)",2540 Gillespie St.,Bars/Clubs,Fayetteville,NC,,1989,,,6/30/2022 2:37pm
4306,Reunion,,"(P),(PT),(SM)",457 W. Russell,Bars/Clubs,Fayetteville,NC,,1989,,,6/30/2022 2:36pm
4310,Gastonia Video & News,(Peeps) (Cruisy),,414 W. Main,"Book Store,Cruising Areas",Gastonia,NC,,1989,,,6/30/2022 2:36pm
4311,Busby's,(Disco),"(P),(YC),(*)",330 Bellermeade St.,Bars/Clubs,Greensboro,NC,,1989,,,6/30/2022 2:36pm
4312,Carolina Coffee Shop,,(R),417 S. Edgeworth St.,Restaurant,Greensboro,NC,,1989,,,6/30/2022 2:36pm
4313,Dudes Book Store,(Peeps) (Cruisy),,3722 High Point Rd.,"Book Store,Cruising Areas",Greensboro,NC,,1989,,,6/30/2022 2:38pm
4314,Encore ,(Disco),"(*),(YC),(S),(AH)",1011 Arnold St.,Bars/Clubs,Greensboro,NC,,1989,,,6/30/2022 2:36pm
4315,Hart's Book Store,,,109 McGee,Book Store,Greensboro,NC,,1989,,,6/30/2022 2:35pm
4316,Matchbox Adult Center,(Cruisy),,1203 E. Beese,"Erotic Shop,Cruising Areas",Greensboro,NC,,1989,,,6/30/2022 2:37pm
4317,St. Mary's M.C.C.,,(MCC),3010 Monterey St.,Religious Institution,Greensboro,NC,,1989,,,6/30/2022 2:37pm
4318,The Palms ,(Some L),"(L),(*),(P),(E),(S)",413 N. Eugene,Bars/Clubs,Greensboro,NC,,1989,,,6/30/2022 2:36pm
4319,White Rabbit Books,,,1833 Spring Garden St.,Book Store,Greensboro,NC,,1989,,,6/30/2022 2:37pm
4320,XTC ,,"(P),(D),(S),(E)",2519 High Point Rd.,Bars/Clubs,Greensboro,NC,,1989,,,6/30/2022 2:37pm
4327,Paddock Club,(Disco) (Some L),"(*),(YC),(L)",1008 Dickinson Ave.,Bars/Clubs,Greenville,NC,,1989,,,6/30/2022 2:36pm
4329,Fantasies,(L-Wed.),"(P),(D),(L),(S),(*)",708 1st Ave. S.W.,Bars/Clubs,Hickory,NC,,1989,,,6/30/2022 2:36pm
4330,Tree Tops Club Cabaret ,(Disco),"(P),(YC),(S),(*)",101 N. Center St.,Bars/Clubs,Hickory,NC,,1989,,,6/30/2022 2:35pm
4331,Parkers News ,(Cruisy),,339 S. Main,"Cruising Areas,Book Store",High Point,NC,,1989,,,1/18/2023 9:47am
4333,Friends,(Disco) (Rear entrance),"(P),(YC),(S),(*)",1551 Lejeune Blvd.,Bars/Clubs,Jacksonville,NC,,1989,,,6/30/2022 2:37pm
4339,Bachelors Books,(Cruisy),(F&S),3411 S. Wilmington St.,"Book Store,Cruising Areas",Raleigh,NC,,1989,,,6/30/2022 2:37pm
4340,Camera's Eye,(Erotica),,1433 S. Wilmington St.,Erotic Shop,Raleigh,NC,,1989,,,6/30/2022 2:37pm
4341,Capital Corral,(Disco) ('Glitter Gultch'),"(*),(W),(PT)",313 W. Hargett,Bars/Clubs,Raleigh,NC,,1989,,,6/30/2022 2:36pm
4342,Chateau Bookstore,,,1210 Downtown Blvd.,Book Store,Raleigh,NC,,1989,,,6/30/2022 2:37pm
4344,Glenwood Park,,"(L),(*),(E)",1622 Glenwood Ave.,Bars/Clubs,Raleigh,NC,,1989,,at Five Points,6/30/2022 2:37pm
4345,Our Place ,(Book Store),,327 W. Hargett,Book Store,Raleigh,NC,,1989,,,6/30/2022 2:36pm
4346,St. John's M.C.C.,(919)834-2611,(MCC),814 Dixie Trail ,Religious Institution,Raleigh,NC,,1989,,,6/30/2022 2:36pm
4355,David's Lounge,(Some L),"(D),(YC),(L),(S),(*)",114 Market St.,Bars/Clubs,Wilmington,NC,,1989,,,6/30/2022 2:35pm
4357,Palladium ,(Disco) (Patio),"(*),(YC),(S)",15 S. Front St.,Bars/Clubs,Wilmington,NC,,1989,,,6/30/2022 2:35pm
4359,Mirrors,"(Some L, W) (Club Haven Shopping Ctr.)","(PT),(L),(W)",5055 Country Club Rd.,Bars/Clubs,Winston-Salem,NC,,1989,,,6/30/2022 2:38pm
4360,N . Liberty Books,,,42 N. Liberty St.,Book Store,Winston-Salem,NC,,1989,,,6/30/2022 2:35pm
4361,Power Company ,(Disco),"(P),(*),(YC),(S)",5045 Country Club Rd.,Bars/Clubs,Winston-Salem,NC,,1989,,at Peacehaven,6/30/2022 2:38pm
4362,Studz Book Store,(Cruisy),,411 N. Liberty St.,"Book Store,Cruising Areas",Winston-Salem,NC,,1989,,,6/30/2022 2:36pm
4367,Adult Books & Cinema X ,(Cruisy),,417 N. 'P' Ave.,"Book Store,Theatre,Cruising Areas,Erotic Shop",Fargo,ND,,1989,,,7/19/2022 12:52pm
4368,Fryn's Pan,,"(R),(AH),(M)",300 Main St.,Restaurant,Fargo,ND,,1989,,,6/30/2022 2:36pm
4370,My Place,(Some L),"(L),(*),(D),(PT)",1001 1st Ave.,Bars/Clubs,Fargo,ND,,1989,,at 10th St.,6/30/2022 2:36pm
4371,Old Broadway,,"(R),(M)",22 Broadway,Restaurant,Fargo,ND,,1989,,,6/30/2022 2:35pm
4372,Pioneer Tavern,,"(OC),(PT),(M)",107 Broadway,Bars/Clubs,Fargo,ND,,1989,,,6/30/2022 2:35pm
4375,Plain Brown Wrapper ,(Books) (Cruisy),,102 S. 3rd St.,"Book Store,Cruising Areas",Grand Forks,ND,,1989,,,6/30/2022 2:35pm
4385,Adams Street Bar,(Disco) (Cocktail hour),"(*),(YC)",77 N. Adams,Bars/Clubs,Akron,OH,,1989,,,6/30/2022 2:35pm
4386,Akron Steam & Sauna ,(Spa),,41 S. Case ,Bathhouses,Akron,OH,,1989,,at River,6/30/2022 2:35pm
4387,Cascade Comm. Church,,,475 W. Market St.,Religious Institution,Akron,OH,,1989,,,1/3/2023 10:56pm
4388,Club Akron ,(Health club) (Spa),,1339 E. Market ,Bathhouses,Akron,OH,,1989,,,6/30/2022 2:37pm
4389,Faces ,(To open the end of '88),(N),416 Kenmore Blvd.,Bars/Clubs,Akron,OH,,1989,,,6/30/2022 2:36pm
4391,Parkside Deli,(Disco) (D-WE),"(*),(YC),(R),(D),(WE)",1433 S. Main ,"Restaurant,Bars/Clubs",Akron,OH,,1989,,,6/30/2022 2:37pm
4392,Parkside Travel,,(IGTA),1431 S. Main,Travel Agency,Akron,OH,,1989,,,6/30/2022 2:37pm
4393,Quest ,(Disco) (Many L) (Sat. only),"(YC),(S),(PT),(L),(*)",1615 S. Arlington Rd.,Bars/Clubs,Akron,OH,,1989,,,6/30/2022 2:37pm
4394,Terry's,,(C&W),116 E. Market ,Bars/Clubs,Akron,OH,,1989,,,6/30/2022 2:35pm
4403,Dar's Bar,(Some L),"(*),(P),(PT),(D),(L)",1120 W. Tuscarawas,Bars/Clubs,Canton,OH,,1989,,,6/30/2022 2:37pm
4404,Five-Forty Club,(Disco) (Cruisy),"(*),(P),(YC)",540 Walnut Ave. N.E.,"Bars/Clubs,Cruising Areas",Canton,OH,,1989,,,6/30/2022 2:36pm
4412,Junction Pub,(Some L),"(L),(PT),(OC),(M)",601 N. High St.,Bars/Clubs,Chillicothe,OH,,1989,,,6/30/2022 2:36pm
4416,Clubhouse,(Punk),"(D),(S),(M)",616 Ruth Lyons Lane,Bars/Clubs,Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4418,Crazy Ladies Bookstore,,,4168 Hamilton Ave.,Book Store,Cincinnati,OH,,1989,,,6/30/2022 2:38pm
4420,Dock ,(Disco) (AH-WE) (Cruisy) (Patio) (Great place!),"(YC),(*),(AH),(WE)",603 W. Pete Rose Wy,"Bars/Clubs,Cruising Areas",Cincinnati,OH,,1989,,(W. 2nd St.),6/30/2022 2:36pm
4422,Golden Lion,,"(OC),(E)",340 Ludlow,Bars/Clubs,Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4424,Integrity ,,,412 Sycamore,Religious Institution,Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4426,Plum St. Pipeline,(Levi) (Cruisy),"(PT),(*)",21 W. Court,"Bars/Clubs,Cruising Areas",Cincinnati,OH,,1989,,at Plum St.,6/30/2022 2:35pm
4427,Rusconi's,(24 hrs.),"(R),(M)",126 W. 6th St.,Restaurant,Cincinnati,OH,,1989,,,6/30/2022 2:35pm
4428,Side Door,(Hustlers),(N),619 Walnut ,Bars/Clubs,Cincinnati,OH,,1989,,at Gano Alley,6/30/2022 2:36pm
4429,Simon Says,(Cocktail hour),"(*),(N)",428 Walnut,Bars/Clubs,Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4430,Spurs,(Levi) (Cruisy),"(*),(W)",326 E. 8th St.,"Bars/Clubs,Cruising Areas",Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4431,Squeeze Inn,,"(N),(PT),(B),(L)",2401 Vine ,Bars/Clubs,Cincinnati,OH,,1989,,at Hollister,6/30/2022 2:37pm
4432,Subway Bar & R,(Hustlers) ,(E),609 Walnut,"Bars/Clubs,Restaurant",Cincinnati,OH,,1989,,,6/30/2022 2:36pm
4434,ZZ's Pizza ,,"(R),(M)",2401 Gilbert,Restaurant,Cincinnati,OH,,1989,,,6/30/2022 2:37pm
4439,Alternative,,(N),5304 Detroit,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4440,Another State of Mind,(Cards & Gifts),,16608 Madison Ave.,Book Store,Lakewood,OH,,1989,,,6/30/2022 2:38pm
4441,Attraxxions,(Disco),(M),6757 W. 130th ,Bars/Clubs,Parma Hts.,OH,,1989,,at Pearl,6/30/2022 2:38pm
4443,Body Language ,"(Leather toys, erotica, etc.)",(*),3291 W. 115th St.,Erotic Shop,Cleveland,OH,,1989,,at Lorain,6/30/2022 2:37pm
4444,Cleveland Playdium Club,,(D),1001 Front St.,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:36pm
4445,Club Body Center,(Spa),"(*),(IGHC)",1448 W. 32nd St.,Bathhouses,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4446,Club Flamingo,,"(R),(OC),(N)",12401 Madison Ave.,Restaurant,Lakewood,OH,,1989,,,6/30/2022 2:38pm
4447,Club Isabella,,"(S),(M)",2025 Abington,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4448,Downtown Books,,,1352 W. 6th St.,Book Store,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4449,Flex Complex ,(Health Club) (Some B),(B),1293 W. 9th ,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4450,Gay Hotline & Comm. Ctr.,(216)522-1999,,1418 W. 29th St.,Hotline,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4452,Hecks,,"(R),(M)",2927 Bridge,Restaurant,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4454,House of Books,,(M),16500 Brookpark,"Book Store,Cruising Areas",Cleveland,OH,,1989,,,6/30/2022 2:38pm
4455,Integrity,,,2021 E. 22nd St.,Religious Institution,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4456,Isis Club,(Disco) (Men on Tues. nights only*),"(L),(*)",1400 W. 6th St.,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4457,Key's ,(Disco) (Cruisy) (Cocktail hour),"(*),(YC)",1028 Prospect Ave.,"Bars/Clubs,Cruising Areas",Cleveland,OH,,1989,,,6/30/2022 2:36pm
4458,Le Cabaret,(Uncle Vinny's) (Some L),"(D),(S),(L),(*)",4153 Lorrain,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4459,Leather Stallion Saloon,(Levi),"(W),(PT)",2205 E. Claire Ave.,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4460,Legends,(Disco) (AH-WE),"(AH),(WE),(*)",11719 Detroit ,Bars/Clubs,Lakewood,OH,,1989,,,6/30/2022 2:38pm
4461,Man's World II,(Some Hustlers),(PT),2909 W. Detroit,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4462,Memoirs,,"(R),(S)",11213 Detroit Ave.,Restaurant,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4463,Numbers,(Disco),"(*),(YC),(V)",620 Frankfort,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:36pm
4464,Over the Rainbow,(Cruisy),"(YC),(N),(*)",9506 Detroit Ave.,"Bars/Clubs,Cruising Areas",Cleveland,OH,,1989,,,6/30/2022 2:38pm
4465,Paradise Inn,,"(L),(M)",4488 State St.,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4466,Park Books,,(M),1813 E. 13th St.,Book Store,Cleveland,OH,,1989,,,1/18/2023 9:42am
4467,R.S.V.P.,(Cards & Gifts),,13200 Shaker Square,Business,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4468,Ritz,(Disco) (Fri. only*),"(YC),(*)",1012 Sumner,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:36pm
4469,Snickers,,"(R),(*),(M)",1261 W. 76th St.,Restaurant,Cleveland,OH,,1989,,,6/30/2022 2:37pm
4470,Tomahawk,,"(OC),(N)",11217 Detroit Ave.,Bars/Clubs,Cleveland,OH,,1989,,,6/30/2022 2:38pm
4475,Adult Book Store,,,3395 E. Main,"Book Store,Erotic Shop",Columbus,OH,,1989,,,7/19/2022 12:51pm
4476,Attic ,(Cruisy) (Above Grotto),(PT),473 N. Hight St.,"Bars/Clubs,Cruising Areas",Columbus,OH,,1989,,,6/30/2022 2:36pm
4477,Club Columbus Health Club,(Spa),(P),1575 E. Livingston,Bathhouses,Columbus,OH,,1989,,,6/30/2022 2:37pm
4478,Columbus Eagle Bar,(Disco) ('Eagle's nest' in back-Cruisy),"(W),(YC),(*)",323 N. 3rd St.,"Bars/Clubs,Cruising Areas",Columbus,OH,,1989,,,11/15/2022 2:43pm
4479,Fan the Flames,(Books),(L),65 S. 4th St.,"Bars/Clubs,Book Store",Columbus,OH,,1989,,,1/18/2023 9:39am
4482,Herby's Tavern,,"(R),(D),(E),(PT)",349 Marconi,"Restaurant,Bars/Clubs",Columbus,OH,,1989,,,6/30/2022 2:36pm
4483,M.C.C.,,(MCC),1253 N. High St.,Religious Institution,Columbus,OH,,1989,,,6/30/2022 2:37pm
4484,Sophie's,,"(R),(L),(N)",785 Bank St.,Restaurant,Columbus,OH,,1989,,,6/30/2022 2:36pm
4485,Summit Station,(L only),"(L),(S),(D)",2210 Summit St.,Bars/Clubs,Columbus,OH,,1989,,,6/30/2022 2:37pm
4486,The Exchange ,"(Leather goods, etc.) (Above the 'Eagles Nest')",,235 N. 3rd,Business,Columbus,OH,,1989,,,6/30/2022 2:36pm
4487,The Grotto,(Cruisy),"(PT),(*)",473 N. High St.,"Cruising Areas,Bars/Clubs",Columbus,OH,,1989,,,6/30/2022 2:36pm
4488,Tradewinds II,(Levi) (Cruisy) ,(PT),117 E. Chestnut,"Bars/Clubs,Cruising Areas",Columbus,OH,,1989,,,6/30/2022 2:35pm
4489,Trends ,(Disco) ('Garage' Disco),"(*),(YC),(E)",40 E. Long St.,Bars/Clubs,Columbus,OH,,1989,,,6/30/2022 2:35pm
4490,Village Junction,,"(R),(AH),(M)",780 S. High St.,Restaurant,Columbus,OH,,1989,,,6/30/2022 2:36pm
4491,Wall Street ,(Disco) (Btw. High & Front Sts),"(YC),(L),(*)",144 N. Wall St.,Bars/Clubs,Columbus,OH,,1989,,,6/30/2022 2:35pm
4492,Zodiac Book Store,(Peeps),,3015 Morse Rd.,Book Store,Columbus,OH,,1989,,,6/30/2022 2:37pm
4500,Dayton Lesbian & Gay Ctr.,,,665 Salem Ave.,Community Center/Support Group,Dayton,OH,,1989,,,1/3/2023 10:57pm
4504,Martinique ,(Some L),"(L),(N)",148 Salem Ave.,Bars/Clubs,Dayton,OH,,1989,,,6/30/2022 2:35pm
4505,Michael's Underground,(Disco) (Some YC),(YC),5339 Far Hills Ave.,Bars/Clubs,Dayton,OH,,1989,,,6/30/2022 2:38pm
4506,Night Scene,,"(*),(D),(V)",5785 Far Hills Ave.,Bars/Clubs,Dayton,OH,,1989,,,6/30/2022 2:38pm
4507,Rustic Cabin Inn,,(PT),2320 Wilmington Pike,Bars/Clubs,Dayton,OH,,1989,,,6/30/2022 2:37pm
4508,Stage Door,(Cruisy),(*),44 N. Jefferson,"Bars/Clubs,Cruising Areas",Dayton,OH,,1989,,,6/30/2022 2:35pm
4514,Springhill Farm,(Cabins & camping) (Some L),(L),5704 Highpoint Rd.,Hotel,Glenford,OH,,1989,,,6/30/2022 2:38pm
4516,Fourteen-Seventy West,(Disco) (Some M),"(*),(YC),(M),(V),(AH)",1470 W. Dorothy Lane,Bars/Clubs,Kettering,OH,,1989,,,6/30/2022 2:37pm
4519,Somewhere in Time,,"(D),(M),(*)",804 W. North St.,Bars/Clubs,Lima,OH,,1989,,,6/30/2022 2:36pm
4521,Johnny's,(Disco) (Some L),"(S),(L)",1090 Park Ave.,Bars/Clubs,Mansfield,OH,,1989,,,6/30/2022 2:36pm
4522,Richard's,(Disco) ,"(YC),(S),(PT),(*)",214 N. Main St.,Bars/Clubs,Mansfield,OH,,1989,,,6/30/2022 2:36pm
4524,Hang Out ,,(N),13 old St.,Bars/Clubs,Monroe,OH,,1989,,,6/30/2022 2:35pm
4525,Antler Grill,(Bar & R),"(R),(M)",55 Park Place,Restaurant,Newark,OH,,1989,,,6/30/2022 2:35pm
4530,Summit Lodge Resort,(Gym) (Camping) (Pool) (614)385-6822 ,"(*),(H),(R)",26500 Wildcat Rd.,"Restaurant,Hotel,Travel Agency",Rockbridge,OH,,1989,,,6/30/2022 2:38pm
4531,Video Movies & More,,,1104 Cleveland Rd.,Theatre,Sandusky,OH,,1989,,,6/30/2022 2:37pm
4532,Your Place or Mine,,"(OC),(D),(N)",402 W. Water St.,Bars/Clubs,Sandusky,OH,,1989,,,6/30/2022 2:36pm
4535,Gaslight Inn,(Some L),"(D),(E),(S),(PT),(V),(L)",638 W. Main St.,Bars/Clubs,Springfield,OH,,1989,,,6/30/2022 2:36pm
4536,Twenty Grand,(Fri. & Sat.),(S),109 W. Main St.,Bars/Clubs,Springfield,OH,,1989,,,6/30/2022 2:35pm
4537,Why Not Cafe,,"(R),(N)",108 W. Washington,Restaurant,Springfield,OH,,1989,,,6/30/2022 2:35pm
4546,Adult Book Store,,(M),3324 Secor Rd.,"Book Store,Erotic Shop",Toledo,OH,,1989,,,7/19/2022 12:51pm
4547,Beverly Hills Cafe,,"(R),(M)",5215 Monroe,Restaurant,Toledo,OH,,1989,,,6/30/2022 2:38pm
4548,Bretz,(Disco) (Cruisy) (AH-WE),"(*),(YC),(V),(AH),(WE)",2012 Adams St.,"Bars/Clubs,Cruising Areas",Toledo,OH,,1989,,,11/15/2022 2:39pm
4549,Caeasr's Palace,,"(D),(S),(YC)",133 N. Erie,Bars/Clubs,Toledo,OH,,1989,,,6/30/2022 2:35pm
4550,Hooterville Station,(Sam Drucker?),"(N),(D),(R)",117 N. Erie,"Restaurant,Bars/Clubs",Toledo,OH,,1989,,,6/30/2022 2:35pm
4552,Open Closet,(AH-WE),"(D),(AH),(WE),(*)",3330 Secor Rd.,Bars/Clubs,Toledo,OH,,1989,,,6/30/2022 2:37pm
4554,Rustler Saloon,(Levi) (Cruisy),"(*),(W)",4023 Monroe,"Bars/Clubs,Cruising Areas",Toledo,OH,,1989,,,11/15/2022 2:39pm
4555,Scenic Bar,,"(N),(D),(S)",702 Monroe,Bars/Clubs,Toledo,OH,,1989,,,6/30/2022 2:36pm
4564,Joshua's II,(Disco) (Cruisy),"(*),(YC),(PT)",2709 Market St.,"Bars/Clubs,Cruising Areas",Youngstown,OH,,1989,,,11/15/2022 2:39pm
4565,Troubadour Lounge ,(Disco) (Cruisy) (Main ent. at back parking lot),"(P),(YC),(S),(*)",2622 Market St.,"Bars/Clubs,Cruising Areas",Youngstown,OH,,1989,,,11/15/2022 2:39pm
4566,Uptown Book Store,(Cruisy),,2597 Market St.,"Book Store,Cruising Areas",Youngstown,OH,,1989,,,6/30/2022 2:37pm
4571,Track Club,,"(N),(M)",1710 Dupont,Bars/Clubs,Claremore,OK,,1989,,,6/30/2022 2:37pm
4574,Pastime Books,,,1814 Ft. Sill Blvd.,Book Store,Lawton,OK,,1989,,,6/30/2022 2:37pm
4576,You and I,(Military),(M),205 S.W. Park,Bars/Clubs,Lawton,OK,,1989,,,6/30/2022 2:36pm
4588,Angles,(Disco) (Great place!),"(*),(YC),(S)",2117 N.W. 39th St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4590,Bunk House,,"(*),(D),(C&W)",2807 N.W. 36th St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4591,Club Burgundy ,(Hustlers),(RT),434 W. Main St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:36pm
4592,D.J.'s,(WE*),"(WE),(*),(D),(L),(P)",2805 N.W. 36th St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4594,Family Diner,,"(R),(*)",2122 N.W. 39th St.,Restaurant,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4596,Habanna Inn,,"(H),(M)",2200 N.W. 39th St.,Hotel,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4597,Herland's Book Store,,,2312 N.W. 39th St.,Book Store,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4598,Hi-Lo Club,,"(N),(E)",1221 N.W. 39th St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4599,K.A.'s Club,,(L),2024 N.W. 11th St.,Bars/Clubs,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4600,M.C.C.,,(MCC),1900 N.W. 12th St.,Religious Institution,Oklahoma City,OK,,1989,,,6/30/2022 2:37pm
4601,Mainline ,(Some W) (Cruisy),"(W),(PT)",4315 N. Western,"Bars/Clubs,Cruising Areas",Oklahoma City,OK,,1989,,,6/30/2022 2:38pm
4602,Oasis Comm. Ctr. & Gay Helpline,(405)525-2437,,2135 N.W. 39th St.,Hotline,Oklahoma City,OK,,1989,,,7/25/2022 1:35pm
