ID2,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
514,Stan's Video,,"467-1640, 24 hrs.",1117 N. Western Ave,Erotica,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
5940,Club Z,(PC),"622-9958 7pm-9:30am, 24 hrs Fri-Sun, call for more info",1117 Pike St.,Gyms/Health Clubs,Seattle,WA,,1992,,,4/25/2023 9:32pm
3855,Connie's News,,344-9813 24hrs,1118 Atlantic Ave.,Erotica,Atlantic City,NJ,,1992,,,4/25/2023 9:32pm
5929,Spag's Tavern,"(NH),(BW),(OC)","322-3232 2pm-2am, noon-2am Sat & Sun",1118 E. Pike ,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
1803,Alexander's Guest House,"(*),(SW),(IGTA)",294-9919,1118 Fleming St.,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
341,Valley Women Books,,"233-3600 10am-6pm Mon-Sat, til 9:30 Fri, 11am-4pm Sun",1118 N. Fulton St.,Bookstore/Retail Shops,Fresno,CA,,1992,,,4/25/2023 9:32pm
1238,Le Salon Book Store,,"673-4492, 8am-1:30am, books, periodicals, videos, erotica",1118 Polk St.,Erotica,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3410,AA Gay/Lesbian,,"321-8781 (AA#) 7:30pm Mon, 6:30pm Fri",1118 S. Harrison St.,Info Lines & Services,Lansing,MI,,1992,,,4/25/2023 9:32pm
2860,New Orleans Guest House,(MW),"566-1177/(800) 654-4092 B & B, private baths, courtyard",1118 Ursuline,Accomodations,New Orleans,LA,,1992,,,4/25/2023 9:32pm
6035,Bookmark Video,,525-6861,1119 4th Ave.,Erotica,Huntington,WV,,1992,,,4/25/2023 9:32pm
2594,"Depot, The","(MW),(D)","742-6645 8pm til closing Tues-Sat, clsd Sun/Mon",1119 Ferry St.,Bars,Lafayette,IN,,1992,,,4/25/2023 9:32pm
3775,MCC,,"384-2325 10am & 6pm Sun, 7:30pm Wed",1119 S. Main St.,Religious Organization,Las Vegas,NV,,1992,,,4/25/2023 9:32pm
3681,MCC,,231-9100 worship 11am & 7pm Sun,1120 Dolman,Religious Organization,St. Louis,MO,,1992,,,4/25/2023 9:32pm
4505,Dars Bar,"(MW),(D)",454-9128 9pm-2:30am,1120 W. Tuscarawas,Bars,Canton,OH,,1992,,,4/25/2023 9:32pm
6032,Driftwood Lounge,"(MW),(YC),(D),(S),(V)",696-9858 2pm-3am,1121 7th Ave.,Bars,Huntington,WV,,1992,,,4/25/2023 9:32pm
1222,P.S.,"(NH),(OC)",885-1448 6am-2am,1121 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1127,Brain Wash,"(MX),(BW),(F)","431-9274 laundromat & bar, 7:30am-11pm, til 12:30am Fri & Sat",1122 Folsom St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
6063,Paradise Books,,"432-9498, 24hrs",1122 Main St.,Erotica,Green Bay,WI,,1992,,,4/25/2023 9:32pm
1148,Julie's Supper Club,(MX),"861-0707 California cuisine, famous for their martinis, 4pm-2am, clsd Sun",1123 Folsom St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1825,La Te Da (La Terraza De Marti),"(MX),(SW),(F)",294-8435 poolside Sun T-dance,1125 Duval St.,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
5165,Opie's,"(AH),(BW),(NH)","6pm-6am, cruise bar",1125 Park St.,"Bars,Cruising Areas",Columbia,SC,,1992,,,4/25/2023 9:32pm
4794,Three Sisters Tavern,"(NH),(D),(F)","228-0486 12:30pm-2:30am Mon-Sat, clsd Sun",1125 S.W. Stark St.,Bars,Portland,OR,,1992,,,4/25/2023 9:32pm
5993,Spokane Arcade,,"747-1621, 24 hrs",1125 W. 1st. ,Erotica,Spokane,WA,,1992,,,4/25/2023 9:32pm
6056,Brandy's II,"(MW),(NH)","432-3917 1pm-2am Mon-Fri, til 2:30am Sat & Sun",1126 Main St.,Bars,Green Bay,WI,,1992,,,4/25/2023 9:32pm
5079,Embassy Guest House,,"(Condado) 725-8284 open year round, private baths",1126 Seaview,Accomodations,San Juan,PR,,1992,,,4/25/2023 9:32pm
5090,Panache ,(F),(Condados) 725-2400,1127 Calle Seaview,Bars,San Juan,PR,,1992,,,4/25/2023 9:32pm
6095,Affirmation Methodist,,(United Methodist Church) 256-2353 (church #),1127 University Ave.,Religious Organization,Madison,WI,,1992,,,4/25/2023 9:32pm
5195,MCC,,St. Francis & St. Clare 332-3966 5:30pm Sun,1129 E. 9th St.,Religious Organization,Sioux Falls,SD,,1992,,,4/25/2023 9:32pm
1821,Island House for Men,"(*),(SW),(F),(IGTA)",294-6284 sauna & gym,1129 Fleming St.,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
686,Monterey Fireside Lodge,(MX),"373-4172/(800)722-2624 (in CA) continental breakfast, hot tub",1131 10th St.,Accomodations,Monterey,CA,,1992,,,4/25/2023 9:32pm
1215,Giraffe Lounge,"(*),(V)",474-1702 11:30-2am,1131 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2850,Bunks by the Bayou,(MW),"525-6028 priv and shared baths, apartments as well",1131 Ursuline,Accomodations,New Orleans,LA,,1992,,,4/25/2023 9:32pm
2853,French Quarter B&B,"(MW),(SW)",525-3390 priv. bath,1132 Ursuline,Accomodations,New Orleans,LA,,1992,,,4/25/2023 9:32pm
5656,MCC San Antonio,,"734-0048, 9:30am & 11:30am Sun, 7:30pm Wed",1136 W. Woodlawn,Religious Organization,San Antonio,TX,,1992,,,4/25/2023 9:32pm
2469,Granville Anvil,"(LV),(L)",973-0006,1137 W. Granville,Bars,Evanston,IL,,1992,,,4/25/2023 9:32pm
2445,Traveller's Rest,(NH),"262-4225 from 7am Mon-Sat, from noon Sun",1138 W. Granville Ave.,Bars,Chicago,IL,,1992,,,4/25/2023 9:32pm
1126,National Hotel,,864-9343 mostly residential,1139 Market St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
295,F St. Bookstore,,"585-3314, 24hrs",1141 3rd Ave.,Erotica,Chula Vista,CA,,1992,,,4/25/2023 9:32pm
2913,Vera Cruz,(MX),"561-8081 Mexican grill, 5:30-10:30pm Tues-Fri, noon-11:30pm Sat & Sun",1141 Decatur St.,Restaurants & Cafes,New Orleans,LA,,1992,,,4/25/2023 9:32pm
6129,Lutherans Concerned,,344-0690 1st Sun 7pm,1144 N. 44 St.,Religious Organization,Milwaukee,WI,,1992,,,4/25/2023 9:32pm
1142,Watering Hole Saloon,"(*),(LV),(L),(F)",864-0309 6:00am-2am,1145 Folsom St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
2793,"Teddy Bear, The",(NH),"589-2619 11am-4am, 1pm-4am Sun",1148 Garvin Pl.,Bars,Louisville,KY,,1992,,,4/25/2023 9:32pm
2135,Petrus,"(*),(MX),(D)",873-6700 Sun & Tues Gay Night,1150-B Peachtree St. NE,Bars,Atlanta,GA,,1992,,,4/25/2023 9:32pm
2241,Gay Community Center,,"Mall Ste.415, 536-6000 info, referrals, support, 10am-7pm Mon-Fri",1154 Fort St.,Info Lines & Services,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
1023,Bayhosts,,337-9632 B & B reservation & referral service for SF Bay area,1155 Bosworth,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
495,Blacklite,"(MW),(NH)",469-0211 6am-2am,1159 N. Western,Bars,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
1224,Reflections,(NH),771-6262 6am-2am,1160 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4866,Green Door,,865-5955 24hrs,1164 Pembroke Rd.,Erotica,Bethlehem,PA,,1992,,,4/25/2023 9:32pm
1422,Surf City Bar & Grill,"(MW),(D),(AH),(V)","830-0715 dinner weekdays, lunch weekends, patio",1175 E. Colfax,Bars,Denver,CO,,1992,,,4/25/2023 9:32pm
385,Midnight Books,,575-5081,1177 Palm Ave.,Erotica,Imperial Beach,CA,,1992,,,4/25/2023 9:32pm
1788,Shotz,"(MW),(D),(E),(V)",Wed-Sun from 6pm,1187 South Edgewood Ave.,Bars,Jacksonville,FL,,1992,,,4/25/2023 9:32pm
4498,Cascade Comm. Church,,773-5298 2pm Sun,1196 Inman St.,Religious Organization,Akron,OH,,1992,,,4/25/2023 9:32pm
1471,Changes Cafe,"(MW),(D)","332-7939, clsd Mon & Tues, call for hours",1199 Main St.,Bars,Bridgeport,CT,,1992,,,4/25/2023 9:32pm
1559,Rumors,"(MW),(D),(F),(S)",678-8805 11am-2am,1199 N. DuPont Hwy,Bars,Dover,DE,,1992,,,4/25/2023 9:32pm
1203,Radio Valencia,"(*),(MX),(E),(BW)",821-0232 cafe,1199 Valencia St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
3724,Readers Choice,,"(2nd fl. The Atrium) 476-8778 general bookstore, some gay magazines",1200 'N' St.,Bookstore/Retail Shops,Lincoln,NE,,1992,,,8/7/2023 2:46pm
2811,Club DV8,"(MW),(D),(S),(E)","443-2545 9pm-3am Tues-Sat, beer garden",1200 N. 8th St.,Bars,Paducah,KY,,1992,,,4/25/2023 9:32pm
440,Sweet Water,"(NH),(*)","popular days, cruisy, 6am-2am",1201 Broadway,"Bars,Cruising Areas",Long Beach,CA,,1992,,,4/25/2023 9:32pm
5896,Pioneer Motel,(MX),"843-9960 12 units, year round",1201 Main St.,Accomodations,Pomeroy,WA,,1992,,,4/25/2023 9:32pm
982,Cinema F,(PC),298-0854 24hrs,1202 University Ave.,Erotica,San Diego,CA,,1992,,,4/25/2023 9:32pm
3986,Tecolote Cafe,(MX),"988-1362 known for their breakfast, 7am-2pm Tues-Sun",1203 Cerrillos Rd.,Restaurants & Cafes,Santa Fe,NM,,1992,,,4/25/2023 9:32pm
4435,Treasurebox Video & News,,373-9849 24hrs,1203 E. Beesemer,Erotica,Greensboro,NC,,1992,,,4/25/2023 9:32pm
680,AA Gay/Lesbian,,"522-1301 (AA#) Thurs, Fri & Sat at 8pm, Sun 7pm",1203 Tully Rd.,Info Lines & Services,Modesto,CA,,1992,,,4/25/2023 9:32pm
39,Vieux Carre,"(MW),(D),(NH),(E)","534-5970 7pm-2am Mon-Sat, 4pm-2am Sun, patio",1204 Posey,Bars,Huntsville,AL,,1992,,,4/25/2023 9:32pm
5824,AA Gay/Lesbian,,"(St. James Episcopal Church) 355-1212 (AA#) meets 5:30pm Wed, 8:30pm Sat",1205 W. Franklin,Info Lines & Services,Richmond,VA,,1992,,,4/25/2023 9:32pm
2883,Jewel's Tavern,"(*),(LV),(L)",523-9237 24hrs,1207 Decatur,Bars,New Orleans,LA,,1992,,,4/25/2023 9:32pm
1321,Book Loft,,"429-1812 gay/lesbian section, mostly used books",1207 Soquel Ave.,Bookstore/Retail Shops,Santa Cruz,CA,,1992,,,4/25/2023 9:32pm
1333,Sun Quest,(IGTA),(800) 444-8300 year round gay cruises & tours,1208 4th St.,Travel & Tour Operators,Santa Rosa,CA,,1992,,,4/25/2023 9:32pm
1850,"Buttery, The","(*),(MX)",294-0717 full bar,1208 Simonton St.,Restaurants & Cafes,Key West,FL,,1992,,,4/25/2023 9:32pm
6002,24th Street Tavern,"(MW),(D),(S)",572-3748 noon-2am,1209 Pacific Ave.,Bars,Tacoma,WA,,1992,,,4/25/2023 9:32pm
4455,Castle Video & News,,836-9189,1210 Downtown Blvd.,Erotica,Raleigh,NC,,1992,,,4/25/2023 9:32pm
6154,Emporium,,265-9726,1210 East F,Erotica,Casper,WY,,1992,,,4/25/2023 9:32pm
5863,Green Apple Cinema,,676-0406,1211 N. State St.,Erotica,Bellingham,WA,,1992,,,4/25/2023 9:32pm
6140,Pure Pleasure,,235-9727,1212 Oshkosh Ave.,Erotica,Oshkosh,WI,,1992,,,4/25/2023 9:32pm
2905,Mona Lisa,(MX),"522-6746 Italian, 11am-11pm",1212 Royal St.,Restaurants & Cafes,New Orleans,LA,,1992,,,4/25/2023 9:32pm
1839,Spindrift Tropical Hideaway,"(MX),(SW)",296-3432,1212 Simonton St,Accomodations,Key West,FL,,1992,,,4/25/2023 9:32pm
2280,Ke Anuenue O Ke Aloha - MCC,,"599-4985, 7pm Sun",1212 University Ave.,Religious Organization,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
491,Gay/Lesbian Community Service Center,,464-7400 9am-10pm,1213 N. Highland Ave,Info Lines & Services,Los Angeles,CA,,1992,,,4/25/2023 9:32pm
2177,Fountain City Yacht Club,"(MW),(D)","322-8682 8pm-2am Mon-Sat, clsd Sun",1214 First Ave.,Bars,Columbus,GA,,1992,,,4/25/2023 9:32pm
5513,Lambda AA Center,,521-9772,1214 JoAnnie,Info Lines & Services,Houston,TX,,1992,,,4/25/2023 9:32pm
5381,Choices,"(MX),(D),(S)","882-0259 2pm-2am, patio",1214 Leopard St.,Bars,Corpus Christi,TX,,1992,,,4/25/2023 9:32pm
3567,Hill City News & Novelty,,638-4435,1214 Washington St.,Erotica,Vicksburg,MS,,1992,,,4/25/2023 9:32pm
1875,MCC Key West,,294-8912 9am & 11am Sun,1215 Petronia St.,Travel & Tour Operators,Key West,FL,,1992,,,4/25/2023 9:32pm
5464,Bedo's,"(MW),(PC),(D),(S)","566-9910 7pm-midnight Mon-Fri, til 1 am Sat, clsd Sun",1215 University Dr. E.,Bars,Denton,TX,,1992,,,4/25/2023 9:32pm
1787,"Phoenix, The","(LV),(L),(V),(CW)","398-0101 3pm-2am Mon-Fr, 8pm-2am Sat, clsd Sun",1216 Kings Ave.,Bars,Jacksonville,FL,,1992,,,4/25/2023 9:32pm
1427,Denver Sandwich Co.,(MX),861-9762 11am-9pm,1217 E. 9th Ave.,Restaurants & Cafes,Denver,CO,,1992,,,4/25/2023 9:32pm
1230,Headlines,,"776-4466 cards, gifts, novelties, 10am-8am Sun-Thurs, til 9pm Fri & Sat",1217 Polk St.,Bookstore/Retail Shops,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4793,Silverado,"(*),(D),(H),(F),(AH)",224-4493 7am-3am,1217 S.W. Stark St.,Bars,Portland,OR,,1992,,,4/25/2023 9:32pm
2572,"Ten, The","(*),(MW),(D),(F),(S),(CW)","(entrance in rear) 638-5802 6pm-3am, Mon-Sat, CW Mon",1218 N. Pennsylvania St. ,Bars,Indianapolis,IN,,1992,,,4/25/2023 9:32pm
5305,Alexander's,"(MW),(NH),(E),(F)",372-7414 11am-2am,1219 W. 10th St.,Bars,Amarillo,TX,,1992,,,4/25/2023 9:32pm
4974,Chancellor Athletic Club,(PC),545-4098 24hr Spa,1220 Chancellor St.,Gyms/Health Clubs,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4964,Uncle's,"(NH),(F),(S)","546-6660 cabaret bar, Sun brunch, 11am-2am",1220 Locust St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
406,Festive Tours,(IGTA),494-9966,1220 N. Coast Hwy.,Travel & Tour Operators,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
1371,Twelve Twenty,"(*),(MW),(D),(YC)","938-4550 4pm-2am Mon-Sat, 3pm-2am Sun",1220 Pine St.,Bars,Walnut Creek,CA,,1992,,,4/25/2023 9:32pm
1779,Hollywood House Resorts/Guest House,(SW),"920-2372 hot tub; daily, weekly, monthly rates",1220 S. 20th Ave.,Accomodations,Hollywood,FL,,1992,,,4/25/2023 9:32pm
4696,Hi-Lo Club,"(MW),(D),(E),(S)","843-1722 piano bar, 3pm-2am",1221 N.W. 50th St.,Bars,Oklahoma City,OK,,1992,,,4/25/2023 9:32pm
4962,Two Four (24) Club,"(MW),(D),(PC),(AH)",732-4377/735-5772,1221 St. James St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4534,All Saints Chapel,,"interdenominational church, 6pm Sun",1222 Ida St.,Religious Organization,Cincinnati,OH,,1992,,,4/25/2023 9:32pm
4535,Dignity,,(All Saint's Chapel) 531-1617 7:30pm 1st Thurs & 3rd Sat,1222 Ida St.,Religious Organization,Cincinnati,OH,,1992,,,4/25/2023 9:32pm
3663,Twist,"(*),(MW),(D),(YC),(AH)",421-0003 9pm-3am Tues-Sat,1224 Washington Ave.,Bars,St. Louis,MO,,1992,,,4/25/2023 9:32pm
1135,My Place,"(L),(LV)",863-2329 noon-2am,1225 Folsom St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
4998,DB's Place,"(*),(MW),(D),(LV),(YC),(V),(E),(S),(F)","682-9869 4pm-2am Mon-Fri, from 2pm Sat & Sun",1226 Herron Ave.,Bars,Pittsburgh,PA,,1992,,,4/25/2023 9:32pm
2861,Rothbone Inn,(MX),"524-3900/(800)776-3901 B & B, cont'l brkfst, priv baths, kitchenettes",1227 Esplanade Ave,Accomodations,New Orleans,LA,,1992,,,4/25/2023 9:32pm
1626,Paramount Steak House,(MX),"Georgetown 333-0393 lunch & dinner, cocktails",1227 Wisconsin NW,Restaurants & Cafes,Washington,DC,,1992,,,5/18/2023 12:25pm
4955,New Kurt's,"(*),(D),(YC),(V)",751-0000,1229 Chestnut St.,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
4077,Common Ground,"(*),(MW),(D),(YC),(F)","273-1505 4pm-1:30am Tues-Sun, til 2am Fri & Sat, dinner nightly",1230 Danby Rd.,Bars,Ithaca,NY,,1992,,,4/25/2023 9:32pm
1692,Lambda South,,"761-9072 12-step clubhouse, call for hours",1231 E. Los Olas Blvd.,Info Lines & Services,Ft. Lauderdale,FL,,1992,,,4/25/2023 9:32pm
453,MCC,,"432-3641 Sun 10am, 6pm, Wed 7pm",1231 Locust Ave.,Religious Organization,Long Beach,CA,,1992,,,4/25/2023 9:32pm
1303,Earthling Bookshop,,"965-0926 gay/lesbian section, 10am-11pm",1236 State St.,Bookstore/Retail Shops,Santa Barbara,CA,,1992,,,4/25/2023 9:32pm
186,"French Quarter
","(*),(M),(E)","882-8224 food service w/piano Thurs-Sun, Sun brunch, patio",1239 N. 6th Ave. ,Bars,Tucson,AZ,,1992,,,4/25/2023 9:32pm
2880,Golden Lantern,"(OC),(NH)","529-2860 24 hrs, conversation bar",1239 Royal St.,Bars,New Orleans,LA,,1992,,,4/25/2023 9:32pm
5003,Jazi's,"(*),(D),(LV),(F)","323-2721 6pm-2am Mon-Sun, opens 2pm Sun (summer), Sun T-dance",1241 Western Ave. N. ,Bars,Pittsburgh,PA,,1992,,,4/25/2023 9:32pm
1400,Gay/Lesbian Community Center,,831-6268/837-1598 comprehensive listings of men's resources/activities,1243 E. Colfax Ave. Ste. 319,Info Lines & Services,Denver,CO,,1992,,,5/18/2023 12:25pm
773,"Bottom Line, The",,323-0552 biweekly magazine,1243 Gene Autry Tr. Suite K,Publication,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
774,Omega Literary Arts Magazine,,323-0552 quarterly magazine,1243 Gene Autry Tr. Suite K,Publication,Palm Springs,CA,,1992,,,4/25/2023 9:32pm
803,"Rex, The","(MW),(D),(YC),(F)","(enter rear) 243-7869 7pm-2am, pasta nightly",1244 California St.,Bars,Redding,CA,,1992,,,4/25/2023 9:32pm
5957,Integrity,,"(Chapel of St. Mark's Cathedral) 523-6657, 7pm Sun",1245 10th Ave. E.,Religious Organization,Seattle,WA,,1992,,,4/25/2023 9:32pm
1504,Red Lantern Book Store,,E. Hartford 289-5000,1247 Main St.,Erotica,Hartford,CT,,1992,,,5/18/2023 12:25pm
415,Silver Shadows Lodge,"(MX),(SW)",541-3575 hot tub,1251 Emerald Bay Rd,Accomodations,Lake Tahoe,CA,,1992,,,4/25/2023 9:32pm
4604,MCC,,"294-3026, 10:30am Sun",1253 N. High St.,Religious Organization,Columbus,OH,,1992,,,4/25/2023 9:32pm
3091,Boston Ramrod,"(*),(LV),(L)",266-2986 noon-2am,1254 Boylston St.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
419,Back Door,"(MW),(D)","""I"", 954-2566 12:30pm-2am Tues-Sun, Sun brunch, Mon 5pm-2am",1255 West Ave.,Bars,Lancaster,CA,,1992,,,4/25/2023 9:32pm
2013,H.G. Rooster's,,346-3000 cruise bar 2pm-2am,1256 Old Stickney Pt. Rd.,"Bars,Cruising Areas",Sarasota,FL,,1992,,,4/25/2023 9:32pm
2740,Appointments By Appointments,,"265-4323 unique apt. rentals, day, week, or month",1257 N. Broadway,Accomodations,Wichita,KS,,1992,,,4/25/2023 9:32pm
3137,Video Expo,,859-8911,1258 Boylston St. ,Erotica,Boston,MA,,1992,,,4/25/2023 9:32pm
1237,Front Lyne Video,,931-9999,1259 Polk St.,Erotica,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1785,Jarviston Junction,"(MW),(NH),(BW)",388-3434 3pm-2am,1261 King Rd.,Bars,Jacksonville,FL,,1992,,,4/25/2023 9:32pm
4564,Snickers,(MX),631-7555,1261 W. 76th St.,Restaurants & Cafes,Cleveland,OH,,1992,,,4/25/2023 9:32pm
5254,Star Search,,"(adjacent to J-Wag's) 272-7827, 11am-9pm Mon-Sat, noon-7pm Sun",1264 Madison,Bookstore/Retail Shops,Memphis,TN,,1992,,,4/25/2023 9:32pm
5253,Men of Leather (Leatherworks),(MW),722-8963 10am-10pm til 1am Fri & Sat,1264 Madison Ave.,Bookstore/Retail Shops,Memphis,TN,,1992,,,4/25/2023 9:32pm
5107,Krash,"(*),(MW),(D),(E)",722-1131,1267 Ponce de Leon,Bars,Santurce,PR,,1992,,,4/25/2023 9:32pm
5247,J-Wag's Bar,"(*),(D),(F),(S),(BW),(BYOB)","725-1909 24hrs, patio",1268 Madison,Bars,Memphis,TN,,1992,,,4/25/2023 9:32pm
3101,Tattoo,"(*),(D),(S),(V)","267-1270 4pm-2am Mon-Fri, 3pm-2am Sat & Sun",1270 Boylston St.,Bars,Boston,MA,,1992,,,4/25/2023 9:32pm
5259,Getwell Book Mart,,454-7765,1275 Getwell ,Erotica,Memphis,TN,,1992,,,4/25/2023 9:32pm
3326,"Food & Booze, Inc. (FBI)","(*),(PC),(D),(LV),(L),(BYOB)",592-2082 10am-midnight,1280 Shoreline Dr.,Bars,Brooklyn,MI,,1992,,,4/25/2023 9:32pm
955,Gigglin' Pig,,299-1887 10am-8pm,1280 University Ave.,Bookstore/Retail Shops,San Diego,CA,,1992,,,4/25/2023 9:32pm
1442,Integrity,,"388-6469, 7pm Sun",1280 Vine St.,Religious Organization,Denver,CO,,1992,,,4/25/2023 9:32pm
5238,Memphis Gay & Lesbian Community Center,,"276-4651 Fri 7pm-midnight, Sat 10am-midnight, Sun 2pm-7pm",1291 Madison Ave.,Info Lines & Services,Memphis,TN,,1992,,,4/25/2023 9:32pm
4566,Flex Complex,(PC),696-0595,1293 W. 9th ,Gyms/Health Clubs,Cleveland,OH,,1992,,,4/25/2023 9:32pm
2794,Carmichael's,,"456-6950 gay/lesbian books, music",1295 Bardstown Rd.,Bookstore/Retail Shops,Louisville,KY,,1992,,,4/25/2023 9:32pm
4803,Old Wives Tales,(MX),238-0470 multi-ethnic vegetarian,1300 E. Burnside St.,Restaurants & Cafes,Portland,OR,,1992,,,4/25/2023 9:32pm
1966,"Cactus Club, The",(P),894-3041 1pm-2am,1300 Mills Ave.,Bars,Orlando,FL,,1992,,,4/25/2023 9:32pm
4438,Stillwell House,,"693-6475 B&B, April-Nov",1300 Pinecrest Dr.,Accomodations,Hendersonville,NC,,1992,,,4/25/2023 9:32pm
2326,Denmark Book Store,,898-9838 24hrs,1300 US Hwy. 30,Erotica,Aurora,IL,,1992,,,4/25/2023 9:32pm
5341,Charlie's,"(D),(YC),(F),(S)",474-6481 2pm-2am,1301 Lavaca ,Bars,Austin,TX,,1992,,,4/25/2023 9:32pm
3320,Community News Center,,"662-6150 gay/lesbian section, 8:30-11pm",1301 S. University,Bookstore/Retail Shops,Ann Arbor,MI,,1992,,,4/25/2023 9:32pm
2732,Town Crier Books,,"Ste. 120 272-5060 9am-9pm Mon-Sat, noon-6pm Sun",1301 SW Gage Blvd.,Bookstore/Retail Shops,Topeka,KS,,1992,,,4/25/2023 9:32pm
661,Roosterfish,"(*),(NH)","Venice 392-2123 11am-2am, patio",1302 Abbot Kinney Blvd.,Bars,Los Angeles,CA,,1992,,,5/18/2023 12:25pm
2896,Xis,"(MW),(D),(NH)","Marrero 340-0049 5pm-? Sat-Mon, 3pm-? Tues-Fri",1302 Allo St.,Bars,New Orleans,LA,,1992,,,5/18/2023 12:26pm
4950,Blue Parrot,"(E),(F)",545-5055 piano bar,1302 Drury Lane,Bars,Philadelphia,PA,,1992,,,4/25/2023 9:32pm
1221,Polk Rendevzous Bar,"(NH),(OC)",673-7934 11am-2am,1303-1305 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1229,Hot 'N Hunky,(*),"(inside entrance to Polk Rendezvous) 931-1004 hamburgers, 11am-midnight",1305 Polk St.,Restaurants & Cafes,San Francisco,CA,,1992,,,4/25/2023 9:32pm
395,Little Shrimp,"(*),(F)","patio, opens at noon, Sun brunch at 11am",1305 S. Coast Hwy.,Bars,Laguna Beach,CA,,1992,,,4/25/2023 9:32pm
2750,Plato's Bookstore,,269-9036 24hrs,1306 E. Harry ,Erotica,Wichita,KS,,1992,,,4/25/2023 9:32pm
5862,Great Northern Book Store,,733-1650,1308 Railroad Ave.,Erotica,Bellingham,WA,,1992,,,4/25/2023 9:32pm
5488,D.J.'s,"(*),(MW),(D),(S),(F),(AH)","927-7321 6pm-2am Wed-Sun, til 3am Fri & Sat",1308 St. Louis St.,Bars,Ft. Worth,TX,,1992,,,4/25/2023 9:32pm
5966,"Crypt, The",,325-3882,1310 E. Union St.,Erotica,Seattle,WA,,1992,,,4/25/2023 9:32pm
4403,Independece News,(AYOR),332-8430 ,1310 Independence Blvd.,Erotica,Charlotte,NC,,1992,,,4/25/2023 9:32pm
5802,AA Gay/Lesbian,,(Triangle Services Center) 622-3701 call for mtg times,1310 Meadow Lake Dr.,Info Lines & Services,Norfolk,VA,,1992,,,4/25/2023 9:32pm
3635,AA Gay/Lesbian,,(First Congregational Church) 862-9264 (AA#) 6pm Sat,1312 N. Benton,Info Lines & Services,Springfield,MO,,1992,,,4/25/2023 9:32pm
1223,Q.T.,"(NH),(H)",885-1114 noon-2am,1312 Polk St.,Bars,San Francisco,CA,,1992,,,4/25/2023 9:32pm
1641,Faith Temple (Evangelical),,(NY Ave. Presbytrn Church) 544-2766 1pm Sun,1313 New York Ave. NW,Religious Organization,Washington,DC,,1992,,,4/25/2023 9:32pm
4882,Eastern Adult Books,,24hrs,1313 State St.,Erotica,Erie,PA,,1992,,,4/25/2023 9:32pm
4582,West 6th Books & News,,861-4119,1313 W. 6th St.,Erotica,Cleveland,OH,,1992,,,4/25/2023 9:32pm
5385,MCC of Corpus Christi,,882-8255 (tape) 10am & 7pm Sun & 7:30 Wed,1315 Craig St.,Religious Organization,Corpus Christi,TX,,1992,,,4/25/2023 9:32pm
5920,Madison Bar & Grill,(NH),325-6537 2pm-2am,1315 E. Madison St.,Bars,Seattle,WA,,1992,,,4/25/2023 9:32pm
2263,Tropical Paradise Lounge,"(MX),(*),(E),(NH)","(lower Maikiki) 947-2387 local favorite, 4pm-2am",1315 Kalakaua Ave.,Bars,"Honolulu, Oahu",HI,,1992,,,4/25/2023 9:32pm
1211,Leland Hotel,(IGTA),441-5141,1315 Polk St.,Accomodations,San Francisco,CA,,1992,,,4/25/2023 9:32pm
5860,Rumors,"(MW),(D)",,1317 N. State St.,Bars,Bellingham,WA,,1992,,,4/25/2023 9:32pm
