ID2,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
2106,"New York, New York ",(Unisex)(Disco),33 E. 52nd St.,Bars/Clubs,"(P),(YC),(M),(D)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2107,Night Shift,(Theatre) at 48th St.,777 8th Ave. ,Theatre,,Midtown,NY,1981,,,,3/17/2022 3:10pm
2108,Ossi Guest House ,,358 W. 30th St.,Hotel,(H),Midtown,NY,1981,,,,3/17/2022 3:10pm
2109,Paradise ,P.C.S. Club (Disco )(3rd floor) ,35 W. 43rd St.,Bars/Clubs,"(P),(M),(D),(PT),(AH)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2110,Pleasure Chest ,"(Leather, 'toys', jewelry, etc.)",939 2nd Ave.,Erotic Shop,(*),Midtown,NY,1981,,,,3/17/2022 3:10pm
2111,Priory ,,224 E. 53rd St.,Bars/Clubs,(E),Midtown,NY,1981,,,,3/17/2022 3:10pm
2112,Ramrod Theatre ,,210 W. 49th St.,Theatre,"(S),(E)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2113,Regency East ,,204 E. 58th St.,Bars/Clubs,,Midtown,NY,1981,,,,3/17/2022 3:10pm
2114,Regent East ,,204 E. 58th St.,Bars/Clubs,(E),Midtown,NY,1981,,,,3/17/2022 3:10pm
2115,Rendezvous Book Store ,,38 W. 28th St.,Book Store,(*),Midtown,NY,1981,,,,3/17/2022 3:10pm
2116,Reverse ,,304 E. 48th St.,Restaurant,"(PE),(R),(S),(*)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2117,Round's,(Cruisy),303 E. 53rd St.,"Restaurant,Cruising Areas","(R),(*)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2118,Sauna Baths ,,300 W. 58th St.,Bathhouses,,Midtown,NY,1981,,,,3/17/2022 3:10pm
2119,Singles ,nr. 53rd St.,951 1st Ave.,Restaurant,"(R),(*)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2120,Solos ,,248 E. 52nd St.,Restaurant,"(M),(PE),(R),(E)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2121,Studio 54,(Best late)  (Very M)(Disco)(Thursdays*),254 W. 54th St.,Bars/Clubs,"(D),(M),(P),(*)",Midtown,NY,1981,,,,3/22/2022 7:57am
2122,Stix ,(Disco)  ,304 E. 39th St.,Bars/Clubs,"(*),(YC),(D)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2123,Tom Cat Book Store ,,38 W. 28th St.,Book Store,(*),Midtown,NY,1981,,,,3/17/2022 3:10pm
2124,Uncle Charlie's Restaurant,at 36th St.,542 3rd Ave. ,Restaurant,"(R),(*)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2125,Uncle Charlie's South ,('Top' lower midtown East Side cruise bar) at 38th St.,581 3rd Ave. ,"Bars/Clubs,Cruising Areas","(*),(YC)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2126,York's Restaurant ,,710 2nd Ave.,Restaurant,"(R),(*)",Midtown,NY,1981,,,,3/17/2022 3:10pm
2130,Andre's ,at 125th St.,8th Ave.,Bars/Clubs,(B),Uptown,NY,1981,,,,3/17/2022 3:10pm
2131,Ansonia Bath & Health Club ,Ansonia Hotel at 73rd,2109 Broadway ,"Bathhouses,Hotel",,Uptown,NY,1981,,,,3/21/2022 8:21am
2132,Bike Stop West ,(Very mixed bag)(WE*),230 W. 75th St.,Bars/Clubs,"(WE),(*)",Uptown,NY,1981,,,,3/21/2022 8:18am
2133,Blue's ,(Small disco) ,264 W. 43rd St.,Bars/Clubs,"(B),(D)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2134,Boot Hill ,"(Some W, YC, SM)(Cruisy) nr. 75th",317 Amsterdam Ave. ,"Bars/Clubs,Cruising Areas","(W),(*),(YC),(SM)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2135,Boxes ,at 83rd,1563 York ,Restaurant,(R),Uptown,NY,1981,,,,3/17/2022 3:10pm
2136,Chap's ,(Top uptown East Side cruise bar) at 87th St.,1558 3rd Ave. ,"Bars/Clubs,Cruising Areas","(PT),(*)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2137,David,at 72nd St.,1007 Lexington Ave.,Bars/Clubs,(*),Uptown,NY,1981,,,,3/17/2022 3:10pm
2138,Fulton's Sidewalk Cafe ,at 71st St.,2061 Broadway,Restaurant,(R),Uptown,NY,1981,,,,3/17/2022 3:10pm
2139,Half Breed,"(Some W, SM) ",168 Amsterdam Ave.,Bars/Clubs,"(*),(W),(SM)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2140,Harry's Back East ,(Disco)(Cruisy) at 80th St.,1422 3rd Ave.,"Bars/Clubs,Cruising Areas","(*),(D)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2141,Hawaiian George's,at 84th St.,1485 3rd Ave. ,Bars/Clubs,,Uptown,NY,1981,,,,3/17/2022 3:10pm
2142,Jasper's ,(Cruisy) ,305 Columbus Ave.,"Cruising Areas,Bars/Clubs",(*),Uptown,NY,1981,,,,3/17/2022 3:10pm
2143,Leather Loft ,"(Gay dept, store - jewelry, clothes, etc.)", 313 Amsterdam Ave.,Business,(*),Uptown,NY,1981,,,,3/17/2022 3:10pm
2144,Le Salon Book Store ,,287 Amsterdam,Book Store,,Uptown,NY,1981,,,,3/17/2022 3:10pm
2145,Les Hommes Book Shop ,at Broadway,217 W. 80th St.,Book Store,(*),Uptown,NY,1981,,,,3/17/2022 3:10pm
2146,Mt. Morris Baths ,at 125th St.,1944 Madison Ave. ,Bathhouses,(B),Uptown,NY,1981,,,,3/17/2022 3:10pm
2147,Nickel Bar ,(Disco) ,127 W. 72nd St.,Bars/Clubs,"(B),(YC),(D),(*)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2148,Numbers ,at 70th,2057 Broadway ,Bars/Clubs,,Uptown,NY,1981,,,,3/17/2022 3:10pm
2149,Peeche,(Many L) at 81st St.,1200 Lexington Ave. ,Bars/Clubs,"(D),(L)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2150,Peechstreet ,,408 E. 64th St.,Restaurant,"(M),(R)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2151,Pershings,(Hamburgers) ,234 Columbus Ave.,Restaurant,"(R),(*)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2152,Rockinghorse ,betw. 70th & 71st,224 Columbus Ave.,Restaurant,(R),Uptown,NY,1981,,,,3/17/2022 3:10pm
2153,Sahara,(Adm. charge)(Disco - D - upstairs),1234 2nd Ave.,Bars/Clubs,"(OC),(L),(E),(D),(*)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2154,Twilight ,(Some Orientals) nr. 82nd St.,1463 3rd Ave. ,Bars/Clubs,,Uptown,NY,1981,,,,3/17/2022 3:10pm
2155,Uncle Charlie's North,(Cruisy) at 75th St.,1049 Lexington Ave.,"Bars/Clubs,Cruising Areas","(*),(YC)",Uptown,NY,1981,,,,3/17/2022 3:10pm
2156,Warehouse Pier 51 ,(Mixed bag - small disco) at 75th,324 Amsterdam Ave.,Bars/Clubs,(YC),Uptown,NY,1981,,,,3/17/2022 3:10pm
2157,Wildwood Tavern,(Cruisy) nr. 74th St.,308 Columbus Ave. ,"Bars/Clubs,Cruising Areas",(*),Uptown,NY,1981,,,,3/17/2022 3:10pm
2158,Womanbooks ,,201 W. 92nd St.,Book Store,(L),Uptown,NY,1981,,,,3/17/2022 3:10pm
2167,Club 71 ,,71 Pineapple St.,Bars/Clubs,,Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2168,Community Book Stores ,(Brooklyn Heights) ,162 Montague St.,Book Store,(M),Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2169,Community Book Stores ,,143 7th Ave.,Book Store,(M),Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2170,Danny's of Brooklyn Heights ,(Disco)(Sun. brunch) (Brooklyn Heights) ,108 Montague St. ,"Bars/Clubs,Restaurant",(D),Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2172,Jaybird Books ,,408 Jay St.,Book Store,,Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2173,Pandora Books,,88 Court St.,Book Store,,Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2174,Sal's Place,(Disco)  (Brooklyn Heights) ,79 Pineapple St.,Bars/Clubs,"(YC),(D),(*)",Brooklyn,NY,1981,,,,3/17/2022 3:10pm
2177,Arck Lane ,(L - 8pm to 2:30am — Guys 4am - ??) (Richmond Hill),130-02 Atlantic Ave. ,Bars/Clubs,"(AH),(L)",Queens,NY,1981,,,,3/17/2022 3:10pm
2178,A Touch of Class ,(Forest Hills),113-24 Queens Blvd.,Bars/Clubs,,Queens,NY,1981,,,,3/17/2022 3:10pm
2179,Betsy Ross ,(Cruisy)(Jackson Heights),73-13 37th Ave.,"Bars/Clubs,Cruising Areas",(D),Queens,NY,1981,,,,3/17/2022 3:10pm
2180,Billy Club ,(3am-8am)(Some L)(Disco)(AH*)(Back room) ,64-04 Roosevelt,Bars/Clubs,"(AH),(D),(P),(L),(YC),(*)",Queens,NY,1981,,,,3/21/2022 7:35am
2181,Billy the Kid ,"76-07 Roosevelt Ave. (Jackson Heights) (Some YC, W , SM)",76-07 Roosevelt Ave. ,Bars/Clubs,"(*),(YC),(W),(SM),(PT)",Queens,NY,1981,,,,3/17/2022 3:10pm
2182,Club Freida's Hideaway , (Elmhurst) (Wed. - Sun.),81-36 Baxter Ave.,Bars/Clubs,(D),Queens,NY,1981,,,,3/17/2022 3:10pm
2183,Fiddlesticks ,(Ridgewood)(Some L) ,205 Cypress Ave.,Restaurant,"(R),(L)",Queens,NY,1981,,,,3/17/2022 3:10pm
2184,Flavors ,(Kew Gardens)(Disco) ,120-31 83rd Ave.,Bars/Clubs,"(YC),(D),(*)",Queens,NY,1981,,,,3/17/2022 3:10pm
2185,Heights (Cabaret)(PE)(E) 76-13 Roosevelt,(Cabaret),76-13 Roosevelt,Bars/Clubs,"(PE),(E)",Queens,NY,1981,,,,3/17/2022 3:10pm
2186,Hide-A-way ,"(Jamaica)(Some B, RT)",96-31 Parsons,Bars/Clubs,"(RT),(PT),(B)",Queens,NY,1981,,,,3/17/2022 3:10pm
2187,Northern Men's Sauna ,(Flushing)(Baths) ,137-08 Northern Blvd.,Bathhouses,,Queens,NY,1981,,,,3/17/2022 3:10pm
2188,Our Place ,(Jackson Heights),77-02 Broadway ,Bars/Clubs,,Queens,NY,1981,,,,3/17/2022 3:10pm
2189,Satin's Alley ,(Many Latins)(Disco) (Jackson Heights),74-05 37th Ave.,Bars/Clubs,"(*),(D)",Queens,NY,1981,,,,3/17/2022 3:10pm
2190,Sparky's,(Richmond Hill),130-04 Atlantic Ave. ,Bars/Clubs,(W),Queens,NY,1981,,,,3/17/2022 3:10pm
2191,Star Wars Disco ,(Ridgewood),79-24 Cypress Ave. ,Bars/Clubs,(L),Queens,NY,1981,,,,3/17/2022 3:10pm
2192,Tavern on the Turn ,(Jamaica),172-22 Hillside Ave.,Bars/Clubs,,Queens,NY,1981,,,,3/17/2022 3:10pm
2197,Apartment ,(Latins)(Disco)(Sat. only - 3rd floor) (Bronx),508 Willis Ave. ,Bars/Clubs,(D),Bronx,NY,1981,,,,3/17/2022 3:10pm
2198,Beach Haven,(Staten Island),901 Father Cappanado Blvd.,Bars/Clubs,"(D),(PT),(L)",Staten Island,NY,1981,,,,3/17/2022 3:10pm
2199,Brazil ,(Many L) (Disco)($2.50 min.)  (South Beach - Staten Island),86 Mills Ave.,Bars/Clubs,"(*),(D),(S),(L)",Staten Island,NY,1981,,,,3/17/2022 3:10pm
2200,El Horoscope,(Disco)(Some Latins) (Bronx),1969 Jerome Ave. ,Bars/Clubs,(D),Bronx,NY,1981,,,,3/17/2022 3:10pm
2201,Ronnie's Thing ,(Many L) nr. Jerome (Bronx),56 E. Mt. Eden Ave.,Bars/Clubs,(L),Bronx,NY,1981,,,,3/17/2022 3:10pm
2202,Itsy Bitsy Lounge,(Disco)(Cruisy),1149 Michigan Ave.,"Bars/Clubs,Cruising Areas","(*),(PT),(D)",Niagara Falls,NY,1981,,,,3/17/2022 3:10pm
2203,2228 Club,(Many L) ,2228 E. Falls Rd.,Bars/Clubs,(L),Niagara Falls,NY,1981,,,,3/17/2022 3:10pm
2205,Candlelight Inn ,(S-WE) 1/2 mi. N. of N.Y. State Thruway (Upper Nyack),Rte. 9W,Bars/Clubs,"(S),(WE),(PT),(*),(D)",Nyack,NY,1981,,,,3/17/2022 3:10pm
2206,Stadium,,659 E. State St.,Bars/Clubs,(M),Olean,NY,1981,,,,3/17/2022 3:10pm
2207,Blair's Tavern ,,30 Marion St.,Bars/Clubs,(M),Plattsburg,NY,1981,,,,3/17/2022 3:10pm
2208,Congress ,(Closes 1am) ,411 Main,Bars/Clubs,"(*),(D)",Poughkeepsie,NY,1981,,,,3/17/2022 3:10pm
2210,Avenue Pub ,,522 Monroe Ave.,Bars/Clubs,,Rochester,NY,1981,,,,3/17/2022 3:10pm
2211,Bachelor Forum ,"(Some SM, W, OC, RT)(WE*) nr. Goodman",1065 E. Main ,Bars/Clubs,"(SM),(W),(RT),(OC),(WE),(*)",Rochester,NY,1981,,,,3/22/2022 8:03am
2212,Bullwinkle Cafe ,,618 Lake St.,Restaurant,"(M),(OC),(E)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2213,Easy Riders Sauna ,(Baths),92 North St.,Bathhouses,,Rochester,NY,1981,,,,3/17/2022 3:10pm
2214,485 E. Main ,,485 E. Main,Bars/Clubs,(D),Rochester,NY,1981,,,,3/17/2022 3:10pm
2215,Friars Inn ,(Disco) ,248 Monroe Ave.,"Restaurant,Bars/Clubs","(R),(YC),(D),(S),(*)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2216,Jim's ,(Disco)(2 bars)(go go boys),123 North St.,Bars/Clubs,"(YC),(*),(D),(PT)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2217,New Clinton Bookmark ,,115 N. Clinton,Book Store,,Rochester,NY,1981,,,,3/17/2022 3:10pm
2218,Rathskellar  ,,89 Elm St.,Bars/Clubs,"(YC),(RT),(D),(S),(*)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2219,River View Restaurant ,,242 South Ave.,Bars/Clubs,"(*),(D),(L)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2220,Roman Sauna Baths ,,109 North St.,Bathhouses,(*),Rochester,NY,1981,,,,3/17/2022 3:10pm
2221,Rosie's ,(Disco),201 Monroe,Bars/Clubs,(D),Rochester,NY,1981,,,,3/17/2022 3:10pm
2223,State St. Book Store ,,109 State St.,Book Store,,Rochester,NY,1981,,,,3/17/2022 3:10pm
2224,Tara ,(Piano bar) ,395 Andrews St.,Bars/Clubs,"(OC),(E)",Rochester,NY,1981,,,,3/17/2022 3:10pm
2225,Two Twelve Club ,,212 Colvin St.,Bars/Clubs,(L),Rochester,NY,1981,,,,3/17/2022 3:10pm
2226,Washington St. Baths ,,34 N. Washington St.,Bathhouses,,Rochester,NY,1981,,,,3/17/2022 3:10pm
2231,Savoy ,,225 E. Domenick,Bars/Clubs,(M),Rome,NY,1981,,,,3/17/2022 3:10pm
2233,Bunk House ,(Cruisy)(Disco)(Montauk Hwy.),192 N. Main St. ,"Bars/Clubs,Cruising Areas","(W),(*),(D)",Saranac Lake,NY,1981,,,,3/21/2022 7:30am
2234,Coachman's Comer ,(Some OC),239 N. Main St.,Bars/Clubs,(OC),Saranac Lake,NY,1981,,,,3/17/2022 3:10pm
2236,Blythwood ,,50 N. Jay St.,Bars/Clubs,"(OC),(PT)",Schenectady,NY,1981,,,,3/17/2022 3:10pm
2237,Mill Lane Pub ,,1 Mill Lane,Bars/Clubs,,Schenectady,NY,1981,,,,3/17/2022 3:10pm
2238,The Falcon ,(Disco)(Some L)(Closed Monday) ,1925 Curry Rd.,Bars/Clubs,"(YC),(D),(L),(PT)",Schenectady,NY,1981,,,,3/17/2022 3:10pm
2239,Equus ,(Disco)(Cruisy) opp. Seaford R.R. Station,3882 Sunrise Hwy.,"Bars/Clubs,Cruising Areas","(*),(YC),(D)",Seaford,NY,1981,,,,3/17/2022 3:10pm
2240,"G.Q. Travel, Inc. ",,3900 Sunrise Hwy.,Travel Service,,Seaford,NY,1981,,,,3/17/2022 3:10pm
2241,New Corral ,,365 Boyle Rd.,Bars/Clubs,,Seldon,NY,1981,,,,3/17/2022 3:10pm
2244,Franklin News ,(Books) ,306 S. Franklin,Book Store,,Syracuse,NY,1981,,,,3/17/2022 3:10pm
2246,Half-Shell ,(Disco),253 E. Water,Restaurant,"(R),(D),(*)",Syracuse,NY,1981,,,,3/17/2022 3:10pm
2248,Laurel Tree ,(Some L) ,210 Hawley,Bars/Clubs,"(M),(L)",Syracuse,NY,1981,,,,3/17/2022 3:10pm
2249,Le Paris Bookstore ,,307 W. Fayette,Book Store,,Syracuse,NY,1981,,,,3/17/2022 3:10pm
2251,M.C.C.,,819 Madison St.,Religious Institution,MCC,Syracuse,NY,1981,,,,3/17/2022 3:10pm
2252,Orpheus ,(Many L) ,1203 Butternut St.,Bars/Clubs,"(PT),(L)",Syracuse,NY,1981,,,,3/17/2022 3:10pm
2253,Ryan's Someplace Else ,(North) (3 rooms)(Disco)(Cruisy) ,138 E. Genesee,"Bars/Clubs,Cruising Areas","(*),(D)",Syracuse,NY,1981,,,,3/17/2022 3:10pm
2254,Showboat,"(Disco)(Some B, RT, Hustlers)",308 S. Warren,Bars/Clubs,"(D),(B),(RT)",Syracuse,NY,1981,,,,3/17/2022 3:10pm
2255,Travelers Sauna Baths ,(2nd floor) 309 S. Warren,309 S. Warren,Bathhouses,(*),Syracuse,NY,1981,,,,3/17/2022 3:10pm
2260,132 N. Main ,(Easthampton)(Summer guest house) ,132 N. Main,Bars/Clubs,(P),The Hamptons,NY,1981,,,,3/17/2022 3:10pm
2261,Summer Tree ,(Easthampton)(Disco), 20 Main St.,"Bars/Clubs,Restaurant","(M),(R),(D)",The Hamptons,NY,1981,,,,3/17/2022 3:10pm
2267,Midnight Mary's ,(Disco)at Broadway,308 Columbia ,Bars/Clubs,"(YC),(D),(PT),(*)",Utica,NY,1981,,,,3/17/2022 3:10pm
2272,McGoo's Tavern ,,81 Public Square,Bars/Clubs,"(M),(OC)",Watertown,NY,1981,,,,3/17/2022 3:10pm
2275,T.C. & Company ,(Many L),121 Woodfield,Bars/Clubs,"(L),(PT),(YC),(D),(*)",West Hempstead,NY,1981,,,,3/17/2022 3:10pm
2277,Talk of the Town ,,359 Mamaroneck Ave.,Bars/Clubs,(*),White Plains,NY,1981,,,,3/17/2022 3:10pm
2280,Play Room ,(Disco)(Some L) ,590 Nepperham Ave.,Bars/Clubs,"(D),(L),(*),(E),(S)",Yonkers,NY,1981,,,,3/17/2022 3:10pm
2282,Cabaret ,(Disco),45 Cherry St.,Bars/Clubs,"(P),(YC),(*),(D)",Asheville,NC,1981,,,,3/17/2022 3:10pm
2283,Howard Johnson's ,,190 HendricksviUe Rd.,Restaurant,"(M),(R),(C),(AH)",Asheville,NC,1981,,,,3/17/2022 3:10pm
2284,Tree Tops,(Some L),85 Patton Ave.,Bars/Clubs,"(*),(P),(L),(D)",Asheville,NC,1981,,,,3/17/2022 3:10pm
2288,Club South Baths of Charlotte, (WE*),1708 South Blvd.,Bathhouses,"(WE),(*)",Charlotte,NC,1981,,,,3/22/2022 7:56am
2289,David's Bookstore ,(Cruisy - late*),919 W. Morehead,"Book Store,Cruising Areas",(*),Charlotte,NC,1981,,,,3/22/2022 7:57am
2290,East Independence Adult Center,,8941 E. Independence,Organization,,Charlotte,NC,1981,,,,3/17/2022 3:10pm
2292,French Art Cinema ,"(Books, 'flicks', etc.)",3511 Wilkinson Blvd.,"Book Store,Theatre",,Charlotte,NC,1981,,,,3/17/2022 3:10pm
2293,Hart's Adult Books , (Cruisy) ,1413 Central Ave.,"Book Store,Cruising Areas",(*),Charlotte,NC,1981,,,,3/17/2022 3:10pm
2294,Hart's Adult Books , (Cruisy) ,2137 South Blvd.,"Book Store,Cruising Areas",(*),Charlotte,NC,1981,,,,3/17/2022 3:10pm
2295,Josh's ,,224 East Blvd.,Restaurant,"(M),(R)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2296,New Brass Rail ,(Some W),3513 Wilkinson Blvd.,Bars/Clubs,"(W),(PT),(P)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2298,Oleen's Lounge ,"(Some YC, L, 'Drags')(Disco)",1831 South Blvd.,Bars/Clubs,"(S),(YC),(PT),(*),(L),(D)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2299,Original Brass Rail ,(Cruisy)(Also disco upstairs*)at Try on,105 W. Morehead ,"Bars/Clubs,Cruising Areas",(*),Charlotte,NC,1981,,,,3/17/2022 3:10pm
2301,Scorpio's Disco,(Semi-P)(Disco)(Closed Tue. & Thurs.)(Some L)(S - AH - WE),2301 Freedom Dr.,Bars/Clubs,"(*),(YC),(D),(P),(AH),(L),(PT),(WE)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2302,Stutz Bookstore ,,6101 Wilkinson Blvd.,Book Store,(*),Charlotte,NC,1981,,,,3/17/2022 3:10pm
2303,Van's Love Boutique,,4409-A N. Tryon,Business,,Charlotte,NC,1981,,,,3/17/2022 3:10pm
2304,White Tower ,at East St.,1801 Scott ,Restaurant,"(M),(R),(C),(AH)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2305,Y.M.C.A. ,,400 E. Morehead,Hotel,"(M),(H)",Charlotte,NC,1981,,,,3/17/2022 3:10pm
2312,42nd Street ,(Disco),315 W. Main St.,Bars/Clubs,"(*),(YC),(D)",Durham,NC,1981,,,,3/17/2022 3:10pm
2313,Inquire Book Store ,,2334 Guess Rd.,Book Store,,Durham,NC,1981,,,,3/17/2022 3:10pm
2314,Players Books ,,2208 Avondale,Book Store,,Durham,NC,1981,,,,3/17/2022 3:10pm
2315,Tri-State News ,(Books),215 Chapel Hill St.,Book Store,(M),Durham,NC,1981,,,,3/17/2022 3:10pm
2318,Holiday Inn Bar ,,442 Eastern Blvd.,Bars/Clubs,"(M),(OC)",Fayetteville,NC,1981,,,,3/17/2022 3:10pm
2319,Other Side ,(Some L)(Cruisy),457 W. Russell,"Bars/Clubs,Cruising Areas","(*),(YC),(L),(D),(PT),(P)",Fayetteville,NC,1981,,,,3/17/2022 3:10pm
2324,West Main Adult Books ,(Peep shows etc.),414 W. Main,"Erotic Shop,Book Store",,Gastonia,NC,1981,,,,3/17/2022 3:10pm
2325,Hart XXX Book Store ,,110 S. Berkeley Blvd.,Book Store,,Goldsboro,NC,1981,,,,3/17/2022 3:10pm
2326,Book World ,,3808-A Old High Point Road,Book Store,,Greensboro,NC,1981,,,,3/17/2022 3:10pm
2327,Dudes Book Store ,"(Flicks, etc.)(Cruisy)",3722 High Point Rd.,"Book Store,Cruising Areas",,Greensboro,NC,1981,,,,3/17/2022 3:10pm
2328,Greensboro Book Mart ,,117 W. Washington,Book Store,,Greensboro,NC,1981,,,,3/17/2022 3:10pm
2329,Splinters Disco,,2806 Battleground,Bars/Clubs,(D),Greensboro,NC,1981,,,,3/17/2022 3:10pm
2330,The Palms ,,413 N. Eugene St.,Bars/Clubs,"(P),(E),(*)",Greensboro,NC,1981,,,,3/17/2022 3:10pm
2331,Wham ,(Disco)('Tops in area'),1011 Arnold St.,Bars/Clubs,"(YC),(*),(D)",Greensboro,NC,1981,,,,3/17/2022 3:10pm
2334,Paddock Club ,(Disco)(Opens 8pm),1008 Dickinson Ave.,Bars/Clubs,"(P),(D)",Greenville,NC,1981,,,,3/17/2022 3:10pm
2336,Hart's News,"(Books, movies, etc.)(Cruisy)",105 Kivett Dr.,"Book Store,Cruising Areas",(AYOR),High Point,NC,1981,,,,3/17/2022 3:10pm
2337,Club 85 Adult Books ,2 mi. N. ,I-85,"Book Store,Erotic Shop",(M),Lexington,NC,1981,,,,3/17/2022 3:10pm
2338,Bachelor's Library,(Books),3411 S. Wilmington,Book Store,,Raleigh,NC,1981,,,,3/17/2022 3:10pm
2339,Camera's Eye ,(Erotica) ,1433 S. Wilmington,Erotic Shop,,Raleigh,NC,1981,,,,3/17/2022 3:10pm
2340,Capital Corral ,(Cruisy)(Game room in front - 'Glitter Gulch')(Disco)(D in rear),313 W. Hargett ,"Bars/Clubs,Cruising Areas","(W),(*),(PT),(YC),(D)",Raleigh,NC,1981,,,,3/17/2022 3:10pm
2341,Hart's Book Store ,,124 W. Martin St.,Book Store,,Raleigh,NC,1981,,,,3/17/2022 3:10pm
2342,Mouse Trap ,(Cruisy - Tues. & Sun.) nights) ,1622 Glenwood Ave.,"Bars/Clubs,Cruising Areas","(D),(YC),(P),(*)",Raleigh,NC,1981,,,,3/21/2022 7:32am
2343,Niko's ,(Disco)(WE*) ,925 Morgan St.,,"(D),(WE),(*)",Raleigh,NC,1981,,,,3/22/2022 7:59am
2344,Raleigh Books ,,111 Fayetteville St.,Book Store,,Raleigh,NC,1981,,,,3/17/2022 3:10pm
2345,St. John's M.C.C. ,,814 Dixie Trail,Religious Institution,MCC,Raleigh,NC,1981,,,,3/17/2022 3:10pm
2349,David's Lounge ,(Some L)(Disco),114 Market St.,Bars/Clubs,"(L),(*),(YC),(D)",Wilmington,NC,1981,,,,3/17/2022 3:10pm
2350,Sambo's ,nr. Holiday Inn,Market St. ,Restaurant,"(M),(R),(C),(AH)",Wilmington,NC,1981,,,,3/17/2022 3:10pm
2351,Studio Disco Lounge ,,5560 Oleander,Bars/Clubs,(D),Wilmington,NC,1981,,,,3/17/2022 3:10pm
2355,Fantasia Bookstore ,,411 N. Liberty St.,Book Store,,Winston-Salem,NC,1981,,,,3/17/2022 3:10pm
2356,Hart's Adult Books ,,537 N. Liberty St.,"Book Store,Erotic Shop",,Winston-Salem,NC,1981,,,,3/17/2022 3:10pm
2357,N. Liberty Books ,,42 N. Liberty St.,Book Store,,Winston-Salem,NC,1981,,,,3/17/2022 3:10pm
2358,Power Company ,(Disco),834 W. 4th St.,Bars/Clubs,"(D),(YC),(*)",Winston-Salem,NC,1981,,,,3/17/2022 3:10pm
2361,Adult Book & Cinema X ,,417 N.P. Ave.,"Theatre,Book Store,Erotic Shop",,Fargo,ND,1981,,,,3/17/2022 3:10pm
2363,Flame ,,403 Roberts St.,Bars/Clubs,"(M),(WE)",Fargo,ND,1981,,,,3/17/2022 3:10pm
2364,Jupes East,,617 N.P. Ave.,Bars/Clubs,"(M),(E),(PT)",Fargo,ND,1981,,,,3/17/2022 3:10pm
2365,Old Broadway ,,22 Broadway,Bars/Clubs,"(M),(YC)",Fargo,ND,1981,,,,3/17/2022 3:10pm
2366,Town House Motel Bar ,,301 N. 3rd Ave.,Bars/Clubs,(M),Fargo,ND,1981,,,,3/17/2022 3:10pm
2369,Rayan Hotel Bar ,,23 N. 3rd,"Bars/Clubs,Hotel",(M),Grand Forks,ND,1981,,,,3/21/2022 8:24am
2370,Clance Parker Hotel Bar ,,14 S.E. 1st,"Bars/Clubs,Hotel",(M),Minot,ND,1981,,,,3/21/2022 8:25am
2371,Akron Steam & Sauna ,,41 S. Case,Bathhouses,(*),Akron,OH,1981,,,,3/17/2022 3:10pm
2372,Cascade Comm. Church ,,24 Wheeler St.,Religious Institution,,Akron,OH,1981,,,,3/17/2022 3:10pm
2373,Club Baths of Akron ,,1339 E. Market,Bathhouses,(*),Akron,OH,1981,,,,3/17/2022 3:10pm
2374,Hayloft Club ,(Cruisy cocktail hour) ,77 N. Adams,"Bars/Clubs,Cruising Areas",(*),Akron,OH,1981,,,,3/17/2022 3:10pm
2375,L & K ,,2727 Manchester Rd.,Restaurant,"(M),(R),(C),(AH)",Akron,OH,1981,,,,3/17/2022 3:10pm
