Auto#,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
6081,Changing Times Bookstores,,"Ste. 806, 640-0496, 10am-7pm, noon-5pm Sun",911 Village Blvd,Bookstores/Retail Shops,West Palm Beach,FL,,,,1997,12/16/2023 5:25pm
10072,Java Java Cafe,(*),880-5282,911 W 11th,Restaurants & Cafes,Houston,TX,,,,1997,12/16/2023 5:25pm
6208,912 Barnard Victorian B&B,"(MW),(N)","234-9121 fireplaces, hot tub, no smoking",912 Barnard,Accommodations,Savannah,GA,,,,1997,9/29/2023 4:24pm
7990,Dignity/Las Vegas,,"(G&L Comm. Ctr.), 369-8127x344, 6pm Sat",912 E Sahara Ave,Spiritual Groups,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
7959,Gay/Lesbian Community Ctr.,,"733-9800, 10am-8pm, til 5pm wknds",912 E Sahara Ln,Info Lines & Services,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
8839,The Lemon Tree Inn,(GF),765-6161 also Lemon Tree Restaurant,912 Greenwood Rd,Accommodations,Spruce Pine,NC,,,,1997,12/16/2023 5:25pm
9722,Heritage Bookstore,,394-9877,912 Main St,Erotica,Rapid City,SD,,,,1997,12/16/2023 5:25pm
6044,Eden,"(GF),(D),(YC)",late night rave crowd,913 Franklin,Bars,Tampa,FL,,,,1997,9/29/2023 4:24pm
5421,The Shipley Grill,,"652-7797, lunch & dinner",913 Shipley St,Restaurants & Cafes,Wilmington,DE,,,,1997,12/16/2023 5:25pm
5420,Roam,"(*),(MW),(D),(MRC-AF),(YC)","(upstairs), 658-7626 5pm-1am",913 Shipley St,Bars,Wilmington,DE,,,,1997,12/16/2023 5:25pm
10776,Integrity,,"53211, 276-6277, lesbigay Episcopalians",914 E Knaap,Spiritual Groups,Milwaukee,WI,,,,1997,12/16/2023 5:25pm
10708,Green Bush,"(GF),(F)",257-2874 4pm-2am,914 Regent St,Bars,Madison,WI,,,,1997,12/16/2023 5:25pm
5764,Savannah,"(*),(MW),(BW)","296-6700 dinner nightly, Southern home cooking, garden bar",915 Duval St,Restaurants & Cafes,Key West,FL,,,,1997,12/16/2023 5:25pm
5886,Pacific Time,(BW),"534-5979 lunch & dinner weekdays, Pan-Pacific",915 Lincoln Rd,Restaurants & Cafes,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
5735,The Sea Isle Resort,"(*),(M),(SW),(N),(IGTA)","294-5188/(800) 995-4786 large private courtyard, gym, sundeck",915 Windsor Lane,Accommodations,Key West,FL,,,,1997,9/29/2023 4:24pm
8849,Bourbon Street,"(MW),(D),(E),(S),(PC),(WC)","724-4644 8pm-?, clsd Mon",916 Burke St,Bars,Winston-Salem,NC,,,,1997,12/16/2023 5:25pm
10502,The Easy,"(W),(D),(F),(E),(WC)","323-8343 11am-2am, from 9am wknds",916 E Pike,Bars,Seattle,WA,,,,1997,12/16/2023 5:25pm
10744,Park East Hotel,"(GF),(F),(WC)",276-8800/(800) 328-7275,916 E State St,Accommodations,Milwaukee,WI,,,,1997,12/16/2023 5:25pm
10002,MCC,,"591-4155, 6pm Sun, 7pm Wed",916 E Yandell,Spiritual Groups,El Paso,TX,,,,1997,12/16/2023 5:25pm
5703,Blue Parrot Inn,"(GF),(SW),(N)",296-0033/(800) 231-2473,916 Elizabeth St,Accommodations,Key West,FL,,,,1997,12/16/2023 5:25pm
6985,Sidney's News Stand,,"524-6827, 8am-9pm, general magazine store w/ lesbigay titles",917 Decatur,Bookstores/Retail Shops,New Orleans,LA,,,,1997,9/29/2023 4:24pm
4868,C.W. Saloon,"(GF),(NH)","974-1585 10am-2am, theme nights",917 Folsom St,Bars,San Francisco,CA,,,,1997,12/16/2023 5:25pm
6146,Sol,"(GF),(D),(S)",815-8070 call for events,917 Peachtree St,Bars,Atlanta,GA,,,,1997,12/16/2023 5:25pm
9302,Travel Agents International,,223-1100/(800) 357-3194 ask for Rip,917 SW Washington St,Travel/Tour Operators,Portland,OR,,,,1997,12/16/2023 5:25pm
5755,Dynasty ,(BW),"294-2943 5:30pm-10pm, Chinese",918 Duval St,Restaurants & Cafes,Key West,FL,,,,1997,12/16/2023 5:25pm
6429,"Travel With Us, Ltd.",(IGTA),"#3102, 944-2244/(800) 775-0919",919 N Michigan Ave,Travel/Tour Operators,Chicago,IL,,,,1997,12/16/2023 5:25pm
9996,The Hawaiian,,"541-7009, unverified '97",919 Paisano St,Bars,El Paso,TX,,,,1997,12/16/2023 5:25pm
5376,The Brook Cafe,"(*),(M),(D),(E),(S),(WC)","222-2233 5pm-1am, til 2am Fri-Sat, 4pm-11pm Sun, patio",919 Post Rd E,Bars,Westport,CT,,,,1997,12/16/2023 5:25pm
6881,Andrew Jackson Hotel,(GF),561-5881/(800) 654-0224 historic inn,919 Royal St,Accommodations,New Orleans,LA,,,,1997,12/16/2023 5:25pm
6979,Alternatives,,"524-5222, 11am-9pm, til 11pm Fri & Sat, clsd Tue & Wed, lesbigay",920 Bourbon St,Bookstores/Retail Shops,New Orleans,LA,,,,1997,12/16/2023 5:25pm
6742,Terra Nova Books & Cafe,(WC),"832-8300 10am-9pm, til 10pm Fri-Sat, noon-6pm Sun, progressive, lesbigay section",920 Massachusetts St,Bookstores/Retail Shops,Lawrence,KS,,,,1997,12/16/2023 5:25pm
7921,Adult Books & Cinema X,,"435-9323, 24hrs",921 'O' St,Erotica,Lincoln,NE,,,,1997,12/16/2023 5:25pm
4585,Valentis,"(GF),(SW)",863-9629 also juice bar,921 11th St,Gyms & Health Clubs,Sacramento,CA,,,,1997,12/16/2023 5:25pm
8130,Pillars,(GF),753-0922/(800) 372-7378 Georgian/Victorian mansion,922 Central Ave,Accommodations,Plainfield,NJ,,,,1997,12/16/2023 5:25pm
10131,Gay & Lesbian Community Center,(WC),"732-4300 noon-8pm, til 11pm Fri (movie night)",923 E Mistletoe,Info Lines & Services,San Antonio,TX,,,,1997,12/16/2023 5:25pm
5075,Blue Lagoon,"(MW),(D),(A),(TG),(S),(V),(WC)",423-7117 4pm-2am,923 Pacific Ave,Bars,Santa Cruz,CA,,,,1997,12/16/2023 5:25pm
3924,Vino's Pizza,(BW),375-8466,923 W 7th St,Restaurants & Cafes,Little Rock,AR,,,,1997,12/16/2023 5:25pm
5443,Foggy Bottom Cafe,"(GF),(WC)",,924 25th St NW,Restaurants & Cafes,Washington,D.C,,,,1997,12/16/2023 5:25pm
5442,The River Inn,"(GF),(WC)",337-7600/(800) 424-2741 also 'Foggy Bottom Cafe',924 25th St NW,Accommodations,Washington,D.C,,,,1997,12/16/2023 5:25pm
8667,Syracuse Peace Council,,"472-5478, also houses the Front Room Bookstore, lesbigay, call for hours",924 Burnet Ave,Info Lines & Services,Syracuse,NY,,,,1997,12/16/2023 5:25pm
10778,Milwaukee MCC,,"(Astor Hotel), 332-9995, 11am & 7pm Sun",924 E Juneau,Spiritual Groups,Milwaukee,WI,,,,1997,12/16/2023 5:25pm
6602,Jimmy's Bar & Restaurant,"(*),(M),(NH),(F),(E)","638-9039 5pm-3am, Continental",924 N Pennsylvania St,Bars,Indianapolis,IN,,,,1997,12/16/2023 5:25pm
8023,Secret Honeymooners Inn,(GF),"(916) 544-6767/(800) 441-6610 quiet, romantic, adult-only inn, spas",924 Park Ave,Accommodations,South Lake Tahoe,CA,,,,1997,12/16/2023 5:25pm
4101,Secrets Honeymooners' Inn,(GF),"544-6767/(800) 441-6610 quiet, romantic adult-only inn spas",924 Park Ave,Accommodations,South Lake Tahoe,CA,,,,1997,12/16/2023 5:25pm
7663,Garden Gate B&B,(GF),227-8430/(800) 967-2703,925 Goodrich Ave,Accommodations,St. Paul,MN,,,,1997,12/16/2023 5:25pm
4029,Serenity Fellowship AA,,"221-6907, various mtg. times, men's mtg 8pm Th",925 N Fulton,Info Lines & Services,Fresno,CA,,,,1997,12/16/2023 5:25pm
5863,Hombre,"(M),(WC)","538-7883 8am-5am, cruise bar",925 Washington Ave,"Bars,Cruising Areas",Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
6025,Brothers Bar,"(MW),(D),(S),(V),(18+),(WC)",386-2399 4pm-2am,926 W Tharpe St,Bars,Tallahassee,FL,,,,1997,12/16/2023 5:25pm
6740,Jazzhaus,"(GF),(E)",749-3320 4pm-2am,926-1/2 Massachusetts,Bars,Lawrence,KS,,,,1997,9/29/2023 4:24pm
8898,Shooters,"(M),(D),(CW)","381-9900 4pm-2:30am, lessons 8:30pm Tue & Th",927 Race St,Bars,Cincinnati ,OH,,,,1997,12/16/2023 5:25pm
5904,Le Jeune Road Books,,"443-1913, 24hrs",928 SW 42nd Ave,Erotica,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
7514,Menjo's,"(*),(M),(D),(V),(YC)","863-3934 noon-2am, from 1pm wknds",928 W McNichols ,Bars,Detroit,MI,,,,1997,12/16/2023 5:25pm
4644,Chee Chee Club,"(M),(NH),(H)","234-4404 6am-2am, hustlers",929 Broadway,Bars,San Diego,CA,,,,1997,9/29/2023 4:24pm
10429,Song of Messiah MCC,(WC),"Ste. B, 671-1172 6pm Sun",929 N State St,Spiritual Groups,Bellingham,WA,,,,1997,12/16/2023 5:25pm
6482,Ann Sather's,(*),"348-2378 7am-10pm, til midnight Fri-Sat",929 W Belmont Ave,Restaurants & Cafes,Chicago,IL,,,,1997,12/16/2023 5:25pm
4589,Mad About Travel,,(800) 856-0441/567-1958,930 Bell Ave,Travel/Tour Operators,Sacramento,CA,,,,1997,12/16/2023 5:25pm
5956,Out & About Books,,"896-0204, 10am-8pm, noon-6pm Sun, lesbigay bookstore",930 N Mills Ave,Bookstores/Retail Shops,Orlando,FL,,,,1997,12/16/2023 5:25pm
4098,BeachSide Inn & Suites,(GF),"544-2400/(800)884-4920 walk to casinos & private beach access, outdoor spa & sauna",930 Park Ave,Accommodations,South Lake Tahoe,CA,,,,1997,12/16/2023 5:25pm
8022,BeachSide Inn & Suites,(GF),"(916) 544-2400/(800) 884-4920 walk to casinos & private beach access, outdoor spa & sauna",930 Park Ave,Accommodations,South Lake Tahoe,CA,,,,1997,12/16/2023 5:25pm
9787,Meristem Women's Bookstore,,"276-0282 10am-8pm, til 6pm Th & Sat, 1pm Sun, clsd Mon-Tue, some gay men's titles",930 S Cooper ,Spiritual Groups,Memphis,TN,,,,1997,12/16/2023 5:25pm
5862,El Carol,"(M),(NH)",448-9148 11am-5am,930 SW Le Jeune Rd,Bars,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
4629,Dmitri's B&B,"(MW),(SW),(WC)","238-5547 smokefree, overlooks downtown, hot tub",931 21st St,Accommodations,San Diego,CA,,,,1997,12/16/2023 5:25pm
6147,Transfer,"(*),(M),(D),(WC)",872-5200 4pm-4am,931 Monroe Dr,Bars,Atlanta,GA,,,,1997,12/16/2023 5:25pm
6456,City Suites Hotel,"(GF),(IGTA)",404-3400/(800) 248-9108,933 W Belmont,Accommodations,Chicago,IL,,,,1997,12/16/2023 5:25pm
5957,Rainbow City,,"898-6096, lesbigay group",934 N Mills Ave,Bookstores/Retail Shops,Orlando,FL,,,,1997,12/16/2023 5:25pm
9760,MCC Knoxville ,,"(United Church of Christ), 521-6546, 6pm Sun",934 N Weisgarber Rd,Bars,Knoxville,TN,,,,1997,12/16/2023 5:25pm
5980,Red Carpet,"(W),(D),(E)","453-9918 3pm-3am, patio",937 Warrington Rd,Bars,Pensacola,FL,,,,1997,12/16/2023 5:25pm
7068,The Inn at St. John's,(GF),773-6481/(800) 636-9127 unique historic in,939 Congress St,Accommodations,Portland,ME,,,,1997,12/16/2023 5:25pm
6934,Charlene's,"(W),(NH),(D)","945-9328 5pm-?, from 2pm Fri-Sun, clsd Mon, B&B accomodations available",940 Elysian Fields,Bars,New Orleans,LA,,,,1997,9/29/2023 4:24pm
9417,Borders Bookshop,,293-8022,940 Plaza Blvd,Bookstores/Retail Shops,Lancaster,PA,,,,1997,12/16/2023 5:25pm
6875,Gay/Lesbian Business Association,,"#350, 271-0631, mtg. 2nd Tue, call for further details",940 Royal,Info Lines & Services,New Orleans,LA,,,,1997,9/29/2023 4:24pm
6897,French Quarter Reservation Service,(IGTA),"Ste. 263, 523-1246/(800) 523-9091",940 Royal St,Accommodations,New Orleans,LA,,,,1997,12/16/2023 5:25pm
6936,Corner Pocket,"(*),(M),(S),(H)","568-9829 24hrs, hustlers",940 St Louis,Bars,New Orleans,LA,,,,1997,12/16/2023 5:25pm
4917,The York Hotel,"(GF),(IGTA)","885-6800/(800) 808-9675 boutique hotel, cont'l brkfst",940 Sutter St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
6950,Phoenix,"(*),(M),(NH),(L)","945-9264 24hrs, ""Men's Room"" open 9pm-5pm, cruise room",941 Elysian Fields,"Bars,Cruising Areas",New Orleans,LA,,,,1997,9/29/2023 4:24pm
9543,House of Tilden,"(MW),(D),(PC)","2nd flr., 391-0804 10pm-3am",941 Liberty Ave,Bars,Pittsburgh,PA,,,,1997,12/16/2023 5:25pm
5872,Westend,"(M),(NH)",538-9378 noon-5am,942 Lincoln Rd,Bars,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
6804,The New Bookstore,,"252-2093, 24hrs",942 Winchester Rd,Erotica,Lexington,KY,,,,1997,12/16/2023 5:25pm
4939,The Inn San Francisco,,"641-0188/(800) 359-0913 Victorian mansion, full brkfst, parking, near Castro",943 S Van Ness Ave,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
4104,Tradewinds Motel,"(GF),(SW)",(at Cedar) 544-6459/(800) 628-1829 suite w/spas & fireplace available,944 Friday,Accommodations,South Lake Tahoe,CA,,,,1997,9/29/2023 4:24pm
8024,Tradewinds Motel,"(GF),(SW)",(916) 544-6459/(800) 628-1829 suite w/spa & fireplace available,944 Friday,Accommodations,South Lake Tahoe,CA,,,,1997,9/29/2023 4:24pm
5837,Chelsea Hotel,(GF),534-4069,944 Washington Ave,Accommodations,Miami Beach/South Beach,FL,,,,1997,12/16/2023 5:25pm
9170,Cafe Paradiso,,"385-5931, 8am 11pm, til midnight wknds",945 NW Bond St,Restaurants & Cafes,Bend,OR,,,,1997,12/16/2023 5:25pm
5560,The Barracks,,"254-3464 3pm-3am, from 4pm Sun (BBQ)",952 Orange Ave,Bars,Daytona Beach,FL,,,,1997,12/16/2023 5:25pm
7967,Badlands Saloon,"(M),(NH),(D),(CW),(WC)","Ste. 22-B, 792-9262 24hrs",953 E Sahara,Bars,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
7956,Alcoholics Together,,"Ste. 33 (entrance on State St.), 737-0035, 12:15pm & 8pm, noon wknds, 9pm Tue",953 E Sahara ,Info Lines & Services,Las Vegas,NV,,,,1997,12/16/2023 5:25pm
6462,Berlin,"(*),(MW),(D),(S),(WC)","3480-4975 opening time varies, closes 4am",954 W Belmont,Bars,Chicago,IL,,,,1997,12/16/2023 5:25pm
10485,Bacon Mansion/Broadway Guesthouse,"(GF),(IGTA)",329-1864/(800) 240-1864,959 Broadway E,Accommodations,Seattle,WA,,,,1997,12/16/2023 5:25pm
9186,Club Arena,"(*),(MW),(D),(S),(V),(YC)",683-2360 7pm-2:30am,959 Pearl St,Bars,Eugene,OR,,,,1997,12/16/2023 5:25pm
9188,Perry's ,(WC),"683-2360 7am-9pm, clsd Sun, also full bar til 2:30am",959 Pearl St,Restaurants & Cafes,Eugene,OR,,,,1997,12/16/2023 5:25pm
4426,Inn Exile,"(MO),(F),(SW),(N),(IGTA)","327-6413/(800) 962-0186 resort, hot tub, gym",960 Camino Parocela ,Accommodations,Palm Springs,CA,,,,1997,9/29/2023 4:24pm
7537,Integrity,,"(church), 259-6688, 7:30pm 3rd Fri",960 E Jefferson Ave,Spiritual Groups,Detroit,MI,,,,1997,12/16/2023 5:25pm
4412,Canyon Boys' Club Hotel,"(MO),(BW),(SW),(N)","322-4367/(800) 295-2582 hot tub, sauna/steam room, kitchens, private baths",960 N Palm Canyon Dr,Accommodations,Palm Springs,CA,,,,1997,12/16/2023 5:25pm
4506,Mustang Books,,981-0227,961 N Central,Erotica,Upland,CA,,,,1997,12/16/2023 5:25pm
4369,The Cafe Beaujolais,(WC),"937-5614 dinner, California country food",961 Ukiah ,Accommodations,Mendocino,CA,,,,1997,9/29/2023 4:24pm
6395,Horizons Community Services,,"472-6469, 9am-10pm, Mon-Th, til 5pm Fri",961 W Montana,Info Lines & Services,Chicago,IL,,,,1997,12/16/2023 5:25pm
7561,Sons & Daughters,,"459-8877, noon-midnight, from 10am wknds, lesbigay bookstore & coffeehouse",962 Cherry St,Bookstores/Retail Shops,Grand Rapids,MI,,,,1997,9/29/2023 4:24pm
9537,TransFamily,,"c/o Deni Scott, 16001, 758-3578 (ask for Jan), 2nd Tue, call for location",962 Rockdale Rd,Info Lines & Services,Butler,PA,,,,1997,12/16/2023 5:25pm
9545,Images,"(M),(K),(V)","391-9990 5pm-2am, from 9pm Sun",965 Liberty Ave,Bars,Pittsburgh,PA,,,,1997,12/16/2023 5:25pm
7559,Cherie Inn,(WC),"458-0588 8pm-3pm, clsd Mon",969 Cherry St,Restaurants & Cafes,Grand Rapids,MI,,,,1997,12/16/2023 5:25pm
5026,Leather Masters,,"293-7600, leather & fetish, clothes, toys, publications",969 Park Ave,Erotica,San Jose,CA,,,,1997,12/16/2023 5:25pm
4410,Cabana Club Resort,"(SW),(N)","323-8842 Marilyn Monroe Suite, adult film channels",970 Parocela Pl,Accommodations,Palm Springs,CA,,,,1997,12/16/2023 5:25pm
4718,Brothers Network,,"#650, 356-8140, 1:30-3:30pm Tue, transgender support group",973 Market St,Info Lines & Services,San Francisco,CA,,,,1997,12/16/2023 5:25pm
4091,Christ Chapel of Laguna,,"376-2099, 10am Sun, 7pm Wed",976 S Coast Hwy,Spiritual Groups,Laguna Beach,CA,,,,1997,12/16/2023 5:25pm
5255,MCC of the Rockies,,"860-1819, 9am & 11am Sun",980 Church St,Spiritual Groups,Denver,CO,,,,1997,12/16/2023 5:25pm
3999,Albany Unified Methodist Church,,526-7346 10am Sun,980 Stannage Ave,Spiritual Groups,Albany,CA,,,,1997,12/16/2023 5:25pm
4408,The Atrium,"(MO),(SW),(N),(WC),(IGTA)",322-2404/(800) 669-1069 hot tub,981 Camino Parocela,Accommodations,Palm Springs,CA,,,,1997,9/29/2023 4:24pm
5325,Water Hole Custom Leather,,"528-6195, clsd Mon",982 Main St,Bookstores/Retail Shops,East Hartford,CT,,,,1997,12/16/2023 5:25pm
6170,Outwrite Books,(WC),"607-0082 11am-10pm, til midnight Fri-Sat, lesbigay bookstore, also cafe",991 Piedmont Ave,Bookstores/Retail Shops,Atlanta,GA,,,,1997,12/16/2023 5:25pm
9718,Cheyenne Cattlemen's Club,"(M),(D),(E),(S),(PC)","573-7304/(800) 428-9808 8pm-2am, til 4am Fri, from 3pm Sun",995 Asheville Hwy,Bars,Spartanburg,SC,,,,1997,12/16/2023 5:25pm
4956,Val 21,"(MW),(WC)","821-6622 dinner, Sat-Sun brunch, eclectic Californian, some veggie",995 Valencia St,Restaurants & Cafes,San Francisco,CA,,,,1997,12/16/2023 5:25pm
6159,R. Thomas,"(*),(BW),(WC)","872-2942 24hrs, healthy Californian/juice bar, plenty veggie",997 Virginia Ave,Restaurants & Cafes,Atlanta,GA,,,,1997,12/16/2023 5:25pm
6158,Murphy's,"(*),(WC)","872-0904 7am-10pm, til midnight Fri-Sat, fresh eclectic, plenty veggie, best brunch in town",997 Virginia Ave,Restaurants & Cafes,Atlanta,GA,,,,1997,12/16/2023 5:25pm
4365,McElroy's Inn,(GF),937-1734/937-3105 located in the village,998 Main St,Accommodations,Mendocino,CA,,,,1997,12/16/2023 5:25pm
10247,Red Rock Inn,"(GF),(WC)",772-3836 full brkfst,998 Zion Park Blvd,Accommodations,Spring City,UT,,,,1997,12/16/2023 5:25pm
4966,The Archbishop Mansion ,(GF),563-7872/(800) 543-5820 one of San Francisco's grandest Homes,1000 Fulton St,Accommodations,San Francisco,CA,,,,1997,12/16/2023 5:25pm
8641,Borders,,"292-5900, cafe",1000 Hylan,Bookstores/Retail Shops,Rochester,NY,,,,1997,9/29/2023 4:24pm
8093,Excalibur,"(*),(MW),(D),(E),(S),(WC)","795-1023 9pm-3am, clsd Mon-Wed",1000 Jefferson St,Bars,Hoboken,NJ,,,,1997,12/16/2023 5:25pm
5611,The Stud,"(M),(D),(S)","525-7883 5pm-2am, from 2pm Sun",1000 State Rd,Bars,Fort Lauderdale,FL,,,,1997,12/16/2023 5:25pm
9274,Majas Tacqueria,,"226-1946, 11am-11pm",1000 SW Morrison,Restaurants & Cafes,Portland,OR,,,,1997,9/29/2023 4:24pm
5245,Compass Travel,(IGTA),"Ste. A-150, 534-1292/(800) 747-1292",1001 16th St ,Travel/Tour Operators,Denver,CO,,,,1997,12/16/2023 5:25pm
7127,Orpheus,"(GF),(D),(18+)",276-5599 call for events,1001 E Pratt St,Bars,Baltimore,MD,,,,1997,12/16/2023 5:25pm
6931,Buffa's,"(GF),(NH),(F)",945-9373 11am-3am,1001 Esplanade,Bars,New Orleans,LA,,,,1997,9/29/2023 4:24pm
7492,Huron Valley MCC,,"434-1452, 2pm Sun",1001 Green Rd,Spiritual Groups,Ann Arbor,MI,,,,1997,12/16/2023 5:25pm
7115,Central Station,"(*),(MW),(NH),(F),(V)","752-7133 11:30am-2am, American",1001 N Charles St,Bars,Baltimore,MD,,,,1997,12/16/2023 5:25pm
10721,Integrity & Dignity,,"(St. Francis Episcopal), 7:30pm 2nd & 4th Sun (Sept-May)",1001 University Ave,Spiritual Groups,Madison,WI,,,,1997,12/16/2023 5:25pm
10012,Copa Cabana,(M),336-8911 ,1002 S Main,Bars,Fort Worth,TX,,,,1997,12/16/2023 5:25pm
6901,Laftite Guest House,"(*),(GF)",581-2678/(800) 331-7971 elegant French manor house,1003 Bourbon St,Accommodations,New Orleans,LA,,,,1997,12/16/2023 5:25pm
7130,Stagecoach,"(MW),(D),(CW),(WC)","547-0107 4pm-2am, rooftop cafe, Tex/Mex",1003 N Charles St,Bars,Baltimore,MD,,,,1997,12/16/2023 5:25pm
5721,Key Lodge Motel,"(*),(GF),(SW)",296-9750/(800) 432-4849 early 1900s Conch house,1004 Duval St,Accommodations,Key West,FL,,,,1997,12/16/2023 5:25pm
5694,The 1004 Eaton,"(MW),(SW),(N)",296-8132/(800) 352-4414 restored 1880s Conch house,1004 Eaton St,Accommodations,Key West,FL,,,,1997,12/16/2023 5:25pm
6178,Trips Unlimited,,872-8747/(800) 275-8747,1004 Virginia Ave NE,Travel/Tour Operators,Atlanta,GA,,,,1997,12/16/2023 5:25pm
10531,Cafe Paradiso,(*),"322-6960 6am-1am, til 4am Fri-Sat",1005 E Pike,Restaurants & Cafes,Seattle,WA,,,,1997,12/16/2023 5:25pm
7756,Ernie's Cafe,,"874-7804, 6am-8pm, breakfast anytime",1005 E Walnut ,Restaurants & Cafes,Columbia,MO,,,,1997,12/16/2023 5:25pm
6920,Rue Royal Inn,"(GF),(IGTA)",524-3900/(800) 776-3901 1830s Creole townhouse,1005 Royal St,Accommodations,New Orleans,LA,,,,1997,12/16/2023 5:25pm
6922,St. Peter Guest House,(GF),"524-9232/(800) 535-7815 historic location, ",1005 St Peter ,Accommodations,New Orleans,LA,,,,1997,12/16/2023 5:25pm
9292,Powell's Books,(WC),"228-4651 9am-11pm, til 9pm Sun, new & used books",1005 W Burnside St,Bookstores/Retail Shops,Portland,OR,,,,1997,12/16/2023 5:25pm
4267,Hollywood Canteen,,"465-0961, 11:30am-10pm, classic",1006 Seward St,Restaurants & Cafes,Los Angeles,CA,,,,1997,12/16/2023 5:25pm
5751,Cafe des Artistes,,"294-7100, 6pm-11pm, tropical French, full bar",1007 Simonton St,Restaurants & Cafes,Key West,FL,,,,1997,12/16/2023 5:25pm
7684,Vintage Joe's,(WC),"371-9882 6am-midnight, 8am-2am Sat",1008 Marquette Ave,Restaurants & Cafes,Minneapolis,MN,,,,1997,12/16/2023 5:25pm
8806,Paddock Club,"(MW),(D),(A),(S),(PC),(WC)","758-0990 8pm-2:30am, Wed-Sun",1008-B Dickinson,Bars,Greensboro,NC,,,,1997,9/29/2023 4:24pm
6757,Lyz,(M),"234-0482 1pm-2am, patio",1009 S Kansas Ave,Bars,Topeka,KS,,,,1997,12/16/2023 5:25pm
7133,Cafe Hon,(WC),"243-1230 8am-10pm, clsd Sun, American",1009 W 36th St,Restaurants & Cafes,Baltimore,MD,,,,1997,12/16/2023 5:25pm
7016,The Galen C. Moses House,,"442-8771, full brkfst, gay-owned/run",1009 Washington St,Accommodations,Bath,ME,,,,1997,12/16/2023 5:25pm
6618,UniWorld Travel,,"#65E, 573-4919/(800) 573-4919",1010 E 86th St,Travel/Tour Operators,Indianapolis,IN,,,,1997,12/16/2023 5:25pm
5025,Watergarden,,275-1215 24hrs,1010 The Alameda,Men's Clubs,San Jose,CA,,,,1997,9/29/2023 4:24pm
8799,Warehouse 29,"(M),(D),(E),(S),(PC)","333-9333 9pm-3am, clsd Mon-Tue",1011 Arnold St,Bars,Greensboro,NC,,,,1997,12/16/2023 5:25pm
6958,Cafe Sbisa,,"522-5565, dinner & Sun bunch, French Creole, patio",1011 Decatur,Restaurants & Cafes,New Orleans,LA,,,,1997,9/29/2023 4:24pm
10235,Gypsy Moon Emporium,,"521-9100, 11am-6pm, clsd Sun, metaphysical",1011 E 900 S,Bookstores/Retail Shops,Salt Lake City,UT,,,,1997,12/16/2023 5:25pm
3796,Cruisin' Central,"(M),(S),(OC),(WC),(H)","253-3376 6am-1am, hustlers
",1011 N Central Ave,Bars,Phoenix,AZ,,,,1997,12/16/2023 5:25pm
7940,Neon Goose Cafe/Bar,(WC),"341-2063 lunch & dinner, clsd Mon",1012 S 10th ,Restaurants & Cafes,Omaha,NE,,,,1997,12/16/2023 5:25pm
10552,Pistil Books & News,,325-5401,1013 E Pike St,Bookstores/Retail Shops,Seattle,WA,,,,1997,12/16/2023 5:25pm
6563,College Ave. Bookstore (Doc Johnson's),,"332-5160, 24hrs",1013 N College Ave,Erotica,Bloomington,IN,,,,1997,12/16/2023 5:25pm
7834,Hyperspace ,"(MW),(E),(18+)","421-0003 10pm-3am, clsd Th, 18+ Fri only",1014 Locust ,Bars,St. Louis,MO,,,,1997,9/29/2023 4:24pm
9235,C.C. Slaughter's,"(*),(M),(D),(F),(V)","248-9135 11am-2:30am, from 11am wknds, hamburgers",1014 SW Stark St,Bars,Portland,OR,,,,1997,12/16/2023 5:25pm
9294,Twenty-Third Ave. Books,(WC),"224-5097 9:30am-9pm, from 10am Sat, 11am-7pm Sun, general, lesbigay section",1015 NW 23rd Ave,Bookstores/Retail Shops,Portland,OR,,,,1997,9/29/2023 4:24pm
5036,Volume of Pleasure,(WC),"528-5565 10am-6pm, clsd Sun, general, lesbigay section",1016 Los Osos Valley Rd,Bookstores/Retail Shops,Los Osos,CA,,,,1997,12/16/2023 5:25pm
4272,Gold's Gym,,462-7012,1016 N Cole Ave,Gyms & Health Clubs,Hollywood,CA,,,,1997,12/16/2023 5:25pm
10051,Melas Tejano Country,"(M),(MRC-L)","880-1770 5pm-2am, clsd Mon-Tue",1016 W 19th St,Bars,Houston,TX,,,,1997,12/16/2023 5:25pm
8380,Thunders,"(MW),(E)",423-5241 clsd Mon,1017 E Jericho Trnpk,Bars,Huntington Station,NY,,,,1997,12/16/2023 5:25pm
7939,French Cafe,,"341-3547, lunch & dinner, brunch Sun",1017 Howard St,Restaurants & Cafes,Omaha,NE,,,,1997,12/16/2023 5:25pm
4648,Flicks,"(*),(M),(V),(YC)",297-2056 2pm-2am,1017 University Ave,Bars,San Diego,CA,,,,1997,12/16/2023 5:25pm
