ID2,title,amenityfeatures,description,streetaddress,unclear_address,type,city,state,Year,unclear type or question,notes,Last Modified
2675,Parkview Guesthouse,(MW),945-7875,726 Frenchman St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1136,Beyond The Bay,(IGTA),441-3440/(800)542-1991,726 Polk St.,,Travel/Tour Operators,San Francisco,CA,1994,,,4/25/2023 9:23pm
117,Charlie's,"(*),(D),(CW)","265-0224 noon-1am, Sun Brunch, patio",727 W. Camelback Rd.,,Bars,Phoenix,AZ,1994,,,4/25/2023 9:23pm
1171,Nob Hill Theater,,781-9468,729 Bush St.,,Erotica,San Francisco,CA,1994,,,4/25/2023 9:23pm
1735,"Mermaid and the Alligator, The","(GF),(SW),(N)",294-1894 full brkfst,729 Truman Ave.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
3925,Coqtales ,"(GF),(NH),(S)","(at 45th St.) 560-9961 8am04am, from noon Sun",730 8th Ave.,,Bars,N.Y.C - Midtown,NY,1994,,,5/13/2023 9:14pm
440,Bed & Breakfast Los Angeles,,"Seal Beach, 90740 (31)498-0552/(800)383-3513 reservation service",730 Cataline,,Accommodations,Los Angeles,CA,1994,,,5/19/2023 11:00am
5733,Sherlock's Home,,(no phone),730 Pennsylvania Ave.,,Bars,Sheboygan ,WI,1994,,,4/25/2023 9:24pm
5404,"Garage, The","(NH),(F),(WC)",623-0303 8am-2am ,731 Granby St.,,Bars,Norfolk,VA,1994,,,4/25/2023 9:24pm
3913,Eros Cinema ,,221-2450,732 8th Ave.,,Erotica,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3946,Eros I Cinema ,,221-2450 ,732 8th Ave. ,,Erotica,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
1233,Sawyer's News,,"542-1311, 7am-9pm, til 10pm Fri & Sat",733 4th St. ,,Bookstores/Retail Shops,Santa Rosa,CA,1994,,,4/25/2023 9:23pm
5584,733 Restaurant & Lounge ,"(MW),(D),(S),(V)","627-0733 6pm-2am, clsd Sun & Mon",733 Commerce St.,,Bars,Tacoma,WA,1994,,,4/25/2023 9:24pm
476,Le Parc Hotel de Luxe,"(GF),(F),(SW),(IGTA)",855-8888,733 N. West Knoll ,,Accommodations,West Hollywood,CA,1994,,,4/25/2023 9:23pm
3279,Club Metro,"(MW),(D),(F),(E),(WC)","St. Paul 489-0002 3pm-1am, from noon wknds",733 Pierce Butler Rte.,,Bars,St. Paul,MN,1994,,,8/7/2023 3:31pm
2352,Club Peorian,"(*),(MW),(D),(S),(V)",676-9030 10pm-4am,733 SW Adams St.,,Bars,Peoria,IL,1994,,,4/25/2023 9:24pm
5614,Polo ,"(D),(S),(PC),(WC)",522-3146 3pm-3am,733-R 7th Ave.,,Bars,Huntington,WV,1994,,,4/25/2023 9:24pm
4315,ACME Art Company ,,"299-4003, call for hours, alternative art space; also Café Ashtray Fri",737 N. High St.,,Bookstores/Retail Shops,Columbus,OH,1994,,,4/25/2023 9:24pm
2257,Leslie's Adult Books,,"751-9672, 24hrs",738 N. Clark St.,,Erotica,Chicago,IL,1994,,,4/25/2023 9:24pm
1258,AA Gay/Lesbian,,389-1444 (AA#) 8pm Fri,739 E. Main,,Info Lines & Services,Ventura,CA,1994,,,4/25/2023 9:23pm
753,Golden Gate Books,,"364-6913, 24hrs",739 El Camino Real,,Erotica,Redwood City,CA,1994,,,4/25/2023 9:23pm
489,La Plaza,"(D),(MRC-L),(S)",(213)939-0703 8pm-2am,739 N. La Brea Ave.,,Bars,West Hollywood,CA,1994,,,4/25/2023 9:23pm
5413,Our Own Community Press,,625-0700,739 Yarmouth St.,,Publications,Norfolk,VA,1994,,,4/25/2023 9:24pm
2708,Rawhide ,"(*),(NH),(L),(CW)",525-8106 24hrs,740 Burgundy,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
2698,Good Friends Bar,"(*),(MW),(P),(OC),(WC)","566-7191 24hrs, good cocktails",740 Dauphine ,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
396,Aria ,"(D),(A),(E)","437-7705 4pm-2am, clsd Mon",740 E. Broadway ,,Bars,Long Beach,CA,1994,,,4/25/2023 9:23pm
2253,Envoy Travel,(IGTA),787-2400/(800)443-6869 ,740 N. Rush St.,,Travel/Tour Operators,Chicago,IL,1994,,,4/25/2023 9:24pm
1795,Southern Secrets,,"688-6617, 24hrs ",741 N. Wabash ,,Erotica,Lakeland,FL,1994,,,4/25/2023 9:23pm
2244,Ka-Boom,"(GF),(D)",River North 243-4800 9pm Sun more gay,747 N. Green,,Bars,Chicago,IL,1994,,,5/19/2023 11:01am
4764,Out,,243-3350,747 South Ave.,,Publications,Pittsburgh,PA,1994,,,4/25/2023 9:24pm
4318,M.J. Originals ,,"291-2787, 11am-7pm, clsd Sun, gifts",749 N. High St.,,Bookstores/Retail Shops,Columbus,OH,1994,,,4/25/2023 9:24pm
2289,Cornelia's,(GF),"248-8333 dinner nightly, full bar",750 Cornelia Ave.,,Restaurants & Cafes,Chicago,IL,1994,,,4/25/2023 9:24pm
2396,"ShoBar, The","(D),(S)","428-5970 9pm-3am, Wed, wknds",750 E. Franklin St.,,Bars,Evansville,IN,1994,,,4/25/2023 9:24pm
1853,Gay/Lesbian Community Center,,"425-4527, 1pm-9pm, noon-5pm Sat, clsd Sun ",750 W. Colonial Dr.,,Info Lines & Services,Orlando,FL,1994,,,4/25/2023 9:23pm
1878,"Center Fold, The",,425-7450,750 W. Colonial Dr. ,,Publications,Orlando,FL,1994,,,4/25/2023 9:23pm
922,F St. Bookstore,,"236-0841, 24hrs",751 4th Ave.,,Erotica,San Diego,CA,1994,,,4/25/2023 9:23pm
290,Tin Lizzie,(NH),"966-2029 noon-2am, from 2pm wknds",752 St. Clair,,Bars,Costa Mesa,CA,1994,,,4/25/2023 9:23pm
1433,Video Expo ,,562-5867,754 Chapel St.,,Erotica,New Haven,CT,1994,,,4/25/2023 9:23pm
2931,Buddenbrooks,,536-4433 antique bookstore ,755 Boylston St.,,Bookstores/Retail Shops,Boston,MA,1994,,,4/25/2023 9:24pm
5590,Jerry's Mecca Theater,,272-4700 ,755 Broadway ,,Erotica,Tacoma,WA,1994,,,4/25/2023 9:24pm
4045,Econo Lodge - Smithtown,(GF),724-9000,755 Smithtown Bypass,,Accommodations,Smithtown,NY,1994,,,4/25/2023 9:24pm
3592,Gatsby's,"(*),(MW),(D),(E),(S),(YC),(WC)",(off Rte. 70) 663-8744 8:30pm-3am,760 Cuthbert Blvd.,,Bars,Cherry Hill,NJ,1994,,,5/19/2023 11:01am
1593,7-69 Restaurant & Lounge,"(MW),(NH),(F),(E),(S)",253-4361 3pm-3am,769 Alabama,,Bars,Daytona Beach,FL,1994,,,4/25/2023 9:23pm
4316,Hausfrau Haven,,"443-3680 opens 10am, cards, wine & gifts",769 S. 3rd St.,,Bookstores/Retail Shops,Columbus,OH,1994,,,4/25/2023 9:24pm
4313,L'Antibes ,"(GF),(WC)","291-1666 5pm-11pm, clsd Sun & Mon; French ",772 N. High St. Ste. 16,,Restaurants & Cafes,Columbus,OH,1994,,,4/25/2023 9:24pm
4319,Rainbow Books,,"297-1500, 11am-6pm, clsd Sun ",772 N. High St. Ste. 103,,Bookstores/Retail Shops,Columbus,OH,1994,,,4/25/2023 9:24pm
4322,GayBeat,,297-1500,772 N. High St. Ste. 103,,Publications,Columbus,OH,1994,,,4/25/2023 9:24pm
671,"Abbey West, The","(SW),(IGTA)","325-0229/(800)554-3828 not CA B&B, priv. patios, gym, jacuzzi",772 Prescott ,,Accommodations,Palm Springs,CA,1994,,,4/25/2023 9:23pm
2844,Lynn's of Baltimore,(NH),"727-8924 4pm-1am, from 11am Sat, clsd Sun",774 Washington Blvd.,,Bars,Baltimore,MD,1994,,,4/25/2023 9:24pm
2973,Fran's Place,"(MW),(D),(WC)",598-5618 noon-2am,776 Washington ,,Bars,Lynn,MA,1994,,,4/25/2023 9:24pm
4314,Village Junction ,(GF),"444-1578 6am-10pm, til 4am Fri & Sat, til 8pm Sun ",780 S. High St.,,Restaurants & Cafes,Columbus,OH,1994,,,4/25/2023 9:24pm
2068,Urban Instincts ,(GF),"876-4999 noon-10pm, til 6pm Sun-Tues, California & hiphop streetwar",792 N. Highland ,,Bookstores/Retail Shops,Atlanta,GA,1994,,,4/25/2023 9:24pm
601,Van Go's Ear ,(GF),Venice 314-0022 24hrs ,796 Main St.,,Restaurants & Cafes,Los Angeles,CA,1994,,,5/19/2023 11:01am
2728,St. Ann's Café & Deli,"(*),(MW)",529-4421 24hrs,800 Dauphine,,Restaurants & Cafes,New Orleans,LA,1994,,,4/25/2023 9:24pm
5136,San Antonia Mining Co. (SAMC),"(*),(MW),(D),(S),(V),(WC)","533-9516 3pm-2am, patio",800 E. San Antonio Ave.,,Bars,El Paso,TX,1994,,,4/25/2023 9:24pm
2748,Korner Lounge,(NH),222-9796 3pm-2am clsd Sun,800 Louisiana,,Bars,Shreveport,LA,1994,,,4/25/2023 9:24pm
2272,Foxy's,"(*),(MW),(D),(E),(WC)","327-1222 8pm-2am, til 3am Sat",800 W. Belmont,,Bars,Chicago,IL,1994,,,4/25/2023 9:24pm
1488,Gay AA,,"655-5280, 8pm Tues & Th",800 West St.,,Info Lines & Services,Wilmington,DE,1994,,,4/25/2023 9:23pm
1489,Gay/Lesbian Alliance of Delaware,,"655-5280, 9am-7pm Mon-Fri",800 West St.,,Info Lines & Services,Wilmington,DE,1994,,,4/25/2023 9:23pm
2687,Bourbon Pub,"(*),(V),(YC)","529-2107 24hrs, cruise bar, ""hot numbers""",801 Bourbon St.,,"Bars,Cruising Areas",New Orleans,LA,1994,,,4/25/2023 9:24pm
2705,Parade,"(*),(D),(YC)","(above Bourbon Pub) 529-2107 ""The place to dance"" ",801 Bourbon St.,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
1750,801 Bar,"(*),(NH),(E)","294-4737 11am-4am, upstairs deck, CW bar in back from 9pm",801 Duval St.,,Bars,Key West,FL,1994,,,4/25/2023 9:23pm
1592,"Villa, The","(MW),(SW),(N),(IGTA)",248-2020,801 N. Peninsula Dr.,,Accommodations,Daytona Beach,FL,1994,,,4/25/2023 9:23pm
5703,La Cage ,"(*),(D),(F),(E),(S),(V),(YC)","383-8330 8pm-2am, 2 bar complex",801 S. 2nd St.,,Bars,Milwaukee,WI,1994,,,4/25/2023 9:24pm
1651,David Magazine,,583-4744,801 SW 27th Ave.,,Publications,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
3348,Jefferson Victorian B&B,"(GF),(F)",635-7196 ,801 W. HIgh St.,,Accommodations,Jefferson City,MO,1994,,,4/25/2023 9:24pm
3961,Spectrum ,"(*),(MW),(D),(E),(S)",238-8213 10pm-4am Wed-Sun,802 64th St.,,Bars,N.Y.C. - Brooklyn,NY,1994,,,4/25/2023 9:24pm
523,Don't Panic,,652-3668,802 N. San Vincente Blvd.,,Bookstores/Retail Shops,West Hollywood,CA,1994,,,4/25/2023 9:23pm
5061,"Hidden Door, The","(CW),(L),(WC)","882-0183 11am-2am, from noon Sun",802 S. Staples St.,,Bars,Corpus Christi,TX,1994,,,4/25/2023 9:24pm
4351,Somewhere in Time,"(MW),(D),(S)",227-7288 7pm-2:30am ,804 W. North St.,,Bars,Lima,OH,1994,,,4/25/2023 9:24pm
318,Java Cafe,"(*),(GF)","237-5282 7am-?, bohemian ",805 E. Olive ,,Restaurants & Cafes,Fresno,CA,1994,,,4/25/2023 9:23pm
5188,Montrose Mining Co.,"(*),(L),(S)","529-7488 1pm-2am, patio",805 Pacific ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
3358,Bourbon St. Bar,"(NH),(E),(WC)","753-9861 6am-1am, clsd Sun",805 W. 39th St.,,Bars,Kansas City,MO,1994,,,4/25/2023 9:24pm
917,Vulcan Steam & Sauna ,"(*),(PC)",238-1980 24hrs,805 W. Cedar,,Men's Clubs,San Diego,CA,1994,,,4/25/2023 9:23pm
1720,Curry House,"(*),(SW),(N),(IGTA)","294-6777/(800)633-7439 gay men only, jacuzzi",806 Fleming St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
5713,Grubb's Pub,(MW),"384-8330 5pm-3am, full bar",807 S. 2nd St.,,Restaurants & Cafes,Milwaukee,WI,1994,,,4/25/2023 9:24pm
2355,Red Fox Den,(S),676-3013 8pm-1am,807 SW Adams St.,,Bars,Peoria,IL,1994,,,4/25/2023 9:24pm
5377,808 King ,"(*),(V)","683-2803 3pm-2am, from noon wknds; French Quarter Café serves lunch, dinner & Sun brunch ",808 King St.,,Bars,Alexandria,VA,1994,,,4/25/2023 9:24pm
5182,J.R.'s ,"(*),(F),(K),(S),(V),(WC)","521-2519 11am-2am, from noon Sun, lunch grill, ""fun!""",808 Pacific ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
5411,Max Images ,,"622-3701 noon-7pm, til 5pm Sun, lesbigay books",808 Spotswood Ave.,,Bookstores/Retail Shops,Norfolk,VA,1994,,,4/25/2023 9:24pm
352,Tender Box,,318-2882,809 Pacific Coast Hwy. ,,Erotica,Hermosa Beach,CA,1994,,,4/25/2023 9:23pm
5179,Heaven ,"(*),(D),(S),(V),(YC)","521-9123 9pm-2am Wed-Sat, from 7pm Sun",810 Pacific ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
2028,Midtown Manor,(MW),872-5846 Victorian guest houses,811 Piedmont,,Accommodations,Atlanta,GA,1994,,,4/25/2023 9:24pm
1734,Merlin Guest House,"(GF),(SW)",296-3336,811 Simonton St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
5224,TWT (This Week In Texas),,527-9111,811 Westheimer #106,,Publications,Houston,TX,1994,,,4/25/2023 9:24pm
1747,Tropical Inn,(GF),294-9977 guest rooms,812 Duval St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
4545,Advantage Travel Service,(IGTA),225-0186/(800)688-6690,812 SW Washington St. Ste. 200,,Travel/Tour Operators,Portland,OR,1994,,,4/25/2023 9:24pm
5205,Chapultepec ,"(GF),(E)",522-2365 24hrs,813 RIchmond ,,Restaurants & Cafes,Houston,TX,1994,,,4/25/2023 9:24pm
5706,Partners ,,"647-0130, 4pm-2am, patio",813 S. 1st,,Bars,Milwaukee,WI,1994,,,4/25/2023 9:24pm
4446,Elite Bookstore ,,"838-8503, 24hrs",814 S. Sheridan Rd.,,Erotica,Tulsa,OK,1994,,,4/25/2023 9:24pm
5036,"Capitol of Texas Travel, Inc.",(IGTA),478-2468/(800)880-0068,814 San Jacinto Blvd. Ste. 302,,Travel/Tour Operators,Austin,TX,1994,,,4/25/2023 9:24pm
1722,Duval House,"(*),(GF),(SW)",294-1666/(800)22-DUVAL buffet brkfst,815 Duval St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
1203,Aunt Ruby's,"(MW),(D),(K),(WC)","459-6079 4pm-midnight, 2pm-2am Fri & Sat, from noon Sun",815 W. Francisco Blvd.,,Bars,San Rafael,CA,1994,,,4/25/2023 9:23pm
1759,Croissants de France,"(MW),(BW)","294-2624 7:30pm-4pm, patio",816 Duval St.,,Restaurants & Cafes,Key West,FL,1994,,,4/25/2023 9:23pm
1138,Century Theater,,776-3045,816 Larkin St.,,Erotica,San Francisco,CA,1994,,,4/25/2023 9:23pm
4767,Golden Triangle News ,,"765-3790, 24hrs",816 Liberty Ave.,,Erotica,Pittsburgh,PA,1994,,,4/25/2023 9:24pm
5175,Cousins ,"(NH),(S),(WC)",528-9204 noon-2am,817 Fairview ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
1717,Coconut Grove Guest House,"(SW),(N),(IGTA)",296-5107/(800)262-6055 buffet brkfst ,817 Fleming St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
2725,Petunia's,"(*),(GF)","522-6440 Cajun & Creole, 8am-midnight",817 St. Louis,,Restaurants & Cafes,New Orleans,LA,1994,,,4/25/2023 9:24pm
814,Aladdin Travel,(IGTA),446-0633 ,"818 ""K"" St. Mall",,Travel/Tour Operators,Sacramento,CA,1994,,,4/25/2023 9:23pm
2604,Club Cawthon,"(D),(MRC-AF)",587-8519 8pm-4am,818 7th St.,,Bars,Louisville,KY,1994,,,4/25/2023 9:24pm
4752,Pegasus Lounge ,"(*),(D),(S),(YC)","281-2131 4pm-2am, from 8-pm Sat, clsd Sun, 2 bars",818 Liberty Ave.,,Bars,Pittsburgh,PA,1994,,,4/25/2023 9:24pm
1786,Southern Exposure,,33041 294-6303,819 Peacock Ste. 575,,Publications,Key West,FL,1994,,,5/19/2023 11:01am
5698,B.J.'s (Mint),(NH),"645-8330 3pm-2am, from 2pm wknds",819 S. 2nd St.,,Bars,Milwaukee,WI,1994,,,4/25/2023 9:24pm
3474,AA Gay/Lesbian,,(Omaha MCC) 345-9916 (AA#) Gay Men's Stag 7pm Fri,819 S. 22nd ,,Info Lines & Services,Omaha,NE,1994,,,4/25/2023 9:24pm
2709,Roundup ,(CW),561-8340 24hrs,819 St. Louis,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
3230,Moore's Creek Inn,(GF),857-2411 full brkfst ,820 Holland St.,,Accommodations,Saugatuck,MI,1994,,,4/25/2023 9:24pm
2712,TT's,"(NH),(OC),(H)",523-9521 24hrs,820 N. Rampart ,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
5285,Wild Club,"(*),(D),(A),(S)",226-2620 9pm-?,820 San Pedro ,,Bars,San Antonio,TX,1994,,,4/25/2023 9:24pm
5739,Trio,"(W),(NH),(WC)",392-5373 1pm-2am,820 Tower Ave.,,Bars,Superior,WI,1994,,,4/25/2023 9:24pm
276,Stonewall Alliance Center,,893-3338 social 6pm-10pm Fri,820 W. 7th St.,,Info Lines & Services,Chico,CA,1994,,,4/25/2023 9:23pm
1921,Bulldogs ,(L),"673-8551 8pm-3am, til 5am Fri & Sat ",821 Lincoln Rd.,,Bars,South Beach,FL,1994,,,4/25/2023 9:24pm
4984,Metro News,,"256-1310, 24hrs",822 5th Ave. S.,,Erotica,Nashville,TN,1994,,,4/25/2023 9:24pm
1719,Coral Tree Inn,"(*),(SW),(N),(IGTA)",296-2131/(800)362-7477 upscale full-service accomodations,822 Fleming St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
2421,Brothers Bar & Grill Inc.,"(MW),(F),(E),(WC)","636-1020 11am-midnight, from 4pm wknds",822 N. Illinois St. ,,Bars,Indianapolis,IN,1994,,,4/25/2023 9:24pm
2677,Rober House,"(MW),(SW)",529-4663 ,822 Ursuline St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1997,H.G. Roosters ,"(*),(NH)","832-9119 1pm-3am, til 4am Fri & Sat, cruisy ",823 Belvedere Rd.,,"Bars,Cruising Areas",West Palm Beach,FL,1994,,,4/25/2023 9:24pm
1737,Oasis Guesthouse,"(*),(BW),(SW),(N),(IGTA)",296-2131/(800)362-7477 gay men only,823 Fleming St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
2918,Nightstage ,"(GF),(D),(S)",Cambridge 497-7200 ,823 Main St.,,Bars,Boston,MA,1994,,,5/19/2023 11:01am
1843,Book Nook,,"262-4740, 8:30am-6pm, til 4pm Sun",824 5th Ave. S.,,Bookstores/Retail Shops,Naples,FL,1994,,,4/25/2023 9:23pm
4534,Vinnie's,"(GF),(E),(WC)","222-9818 11:30am-1:30am, from 3:30pm wknds, Italian, full bar",824 SW 1st,,Restaurants & Cafes,Portland,OR,1994,,,4/25/2023 9:24pm
1633,Malebox at 825,"(*),(D),(S),(H)",527-5205 1pm-2am,825 E. Sunrise Blvd.,,Bars,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
4227,Carol's Corner Café,"(*),(GF),(WC)","651-2667 11:30am-1am, full bar til 2:30am, clsd Sun",825 Main St.,,Restaurants & Cafes,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
3295,"Partners In Travel, Ltd.",(IGTA),Mpls. 338-0004/(800)333-3177,825 On The Mall,,Travel/Tour Operators,Minneapolis,MN,1994,,,8/7/2023 3:31pm
1934,Gertrude's ,(MW),"538-6929 11am-11pm, from 4pm Sun, coffeehouse",826 Lincoln Rd.,,Restaurants & Cafes,South Beach,FL,1994,,,4/25/2023 9:24pm
2433,Dreams and Swords,,253-9966/(800)937-2706 lesbian-feminist bookstore w/ men's section,828 E. 64th St.,,Bookstores/Retail Shops,Indianapolis,IN,1994,,,4/25/2023 9:24pm
3285,"Saloon, The","(*),(D),(F),(WC)","Mpls. 332-0835 8am-1am, patio",830 Hennepin Ave.,,Bars,Minneapolis,MN,1994,,,8/7/2023 3:31pm
2437,Ross & Babcock Travel,(IGTA),257-9800/(800)229-4194,832 Broad Ripple Ave. ,,Travel/Tour Operators,Indianapolis,IN,1994,,,4/25/2023 9:24pm
1935,Our Place Natural Foods Eatery ,"(GF),(E)","674-1322 11am-9pm, til 11pm Sat, 1pm-8pm Sun",832 Washington Ave.,,Restaurants & Cafes,South Beach,FL,1994,,,4/25/2023 9:24pm
2714,Wolfendale's ,"(D),(MRC-AF)","524-5749 4pm-2am, patio",834 N. Rampart St.,,Bars,New Orleans,LA,1994,,,4/25/2023 9:24pm
2664,Bon Maison Guest House,(*),"561-8498 studios, suites",835 Boubon St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
359,Annex,"(MW),(NH)",671-7323 10am-2am,835 S. La Brea,,Bars,Inglewood,CA,1994,,,4/25/2023 9:23pm
933,Pleasureland,,"237-9056, 24hrs",836 5th Ave.,,Erotica,San Diego,CA,1994,,,4/25/2023 9:23pm
2033,Armory ,"(*),(MW),(D),(L),(V),(YC)","881-9280 4pm-4am, 3 bars",836 Juniper St. NE,,Bars,Atlanta,GA,1994,,,4/25/2023 9:24pm
458,Probe,"(*),(D),(A)",461-8301 gay non-stop 9pm Sat-10am Sun only,836 N. Highland Ave.,,Bars,Los Angeles,CA,1994,,,4/25/2023 9:23pm
5644,Adult Movieland ,,"433-9640, 24hrs",836 S. Broadway ,,Erotica,Green Bay,WI,1994,,,4/25/2023 9:24pm
4926,Old Plantations ,"(MW),(BW),(BYOB)","637-7132 8pm-3am, 10pm-6am Fri & Sat, patio, levi/western crowd ",837 N. 5th Ave. ,,Bars,Knoxville,TN,1994,,,4/25/2023 9:24pm
479,San Vicente Inn,(SW),854-6915 historic B&B ,837 N. San Vicente,,Accommodations,West Hollywood,CA,1994,,,4/25/2023 9:23pm
4556,All Adult Video,,"223-6514, 24hrs",838 SW 3rd Ave.,,Erotica,Portland,OR,1994,,,4/25/2023 9:24pm
2665,Bourgoyne Guest House,(*),"524-3621/525-3983 courtyard, antiques",839 Bourbon St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1579,Pro Shop Pub ,"(*),(NH),(V),(WC)","447-4259 11:30am-2am, from 1pm Sun",840 Cleveland,,Bars,Clearwater,FL,1994,,,4/25/2023 9:23pm
4527,Hamburger Mary's,"(*),(GF)","223-0900 7am-2am, full bar",840 SW Park Ave.,,Restaurants & Cafes,Portland,OR,1994,,,4/25/2023 9:24pm
2682,Vieux Carre Rentals,(GF),525-3983 1-2 bdrm apts,841 Bourbon ,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1117,Gangway ,(NH),885-4441 6am-2am ,841 Larkin St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3995,Forever Green ,"(W),(D),(E)",Lindenhurst 226-9357 8pm-4am ,841 N. Broome Ave.,,Bars,N.Y.C. - Long Island/Suffolk County,NY,1994,,,5/19/2023 11:01am
1103,Zanzibar,"(GF),(D),(F)","695-7887 4pm-2am, eclectic crowd",842 Valencia St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
635,Coalesce Bkstore & Garden Wedding Chapel,,"772-2880, 10am-5:30pm, 11am-4pm Sun",845 Main St. ,,Bookstores/Retail Shops,Morro Bay,CA,1994,,,4/25/2023 9:23pm
2035,Backstreet ,"(*),(MW),(D),(S),(V),(YC)","873-1986 24hrs, 4 flrs",845 Peachtree St. NE,,Bars,Atlanta,GA,1994,,,4/25/2023 9:24pm
2876,Red Lamp Post,"(GF),(F)",849-3262,849 Braddock Rd.,,Accommodations,Cumberland,MD,1994,,,4/25/2023 9:24pm
2485,Steve's Place,"(GF),(NH),(WC)",752-9109 9am-2am,852 Washington ,,Bars,Burlington,IA,1994,,,4/25/2023 9:24pm
2632,George's Place,"(*),(NH),(WC)","387-9798 3pm-2am clsd Sun, patio",860 St. Louis,,Bars,Baton Rouge,LA,1994,,,4/25/2023 9:24pm
512,Mark's Restaurant ,(*),"652-5252 upscale dining, opens 6pm",861 N. La Cienga Blvd.,,Restaurants & Cafes,West Hollywood,CA,1994,,,4/25/2023 9:23pm
2797,Raoul's Roadside Attraction,"(GF),(F),(E)",773-6886 11:30am-1am,865 Forest Ave.,,Bars,Portland,ME,1994,,,4/25/2023 9:24pm
2173,Diamond Head Video,,735-6066,870 Kapahulu Ave.,,Erotica,"Honolulu, Oahu",HI,1994,,,4/25/2023 9:24pm
2843,Leon's ,"(*),(NH),(F),(WC)",539-4850 11:30am-2am,870 Park Ave.,,Bars,Baltimore,MD,1994,,,4/25/2023 9:24pm
5331,Cahoots ,,"538-0606 cards, gifts, adult toys",878 E. 900 S.,,Bookstores/Retail Shops,Salt Lake City,UT,1994,,,4/25/2023 9:24pm
3742,Back Pocket ,"(MW),(D),(CW)","(side entrance) 886-8135 4pm-4am, from noon Sun",884 Main St.,,Bars,Buffalo,NY,1994,,,4/25/2023 9:24pm
3748,Zipper's ,"(MW),(D)","886-8135 4pm-4am, from noon Sun, patio",884 Main St.,,Bars,Buffalo,NY,1994,,,4/25/2023 9:24pm
1112,Modern Times Bookstore,,"282-9246, 11am-8pm, til 6pm Sun",888 Valencia St.,,Bookstores/Retail Shops,San Francisco,CA,1994,,,4/25/2023 9:23pm
4304,Eagle in Exile (Patrick's),"(NH),(L),(WC)","294-0069 9pm-2:30am, clsd Tues & Wed, strict dress code Fri & Sat ",893 N. 4th St.,,Bars,Columbus,OH,1994,,,4/25/2023 9:24pm
2037,Bulldog & Co.,"(*),(V)","872-3025 2pm-4am, cruise bar",893 Peachtree St. NE ,,"Bars,Cruising Areas",Atlanta,GA,1994,,,4/25/2023 9:24pm
2718,Clover Grill,"(*),(GF)","523-0904 24hrs, classic diner fare",900 Bourbon St.,,Restaurants & Cafes,New Orleans,LA,1994,,,4/25/2023 9:24pm
2726,Quarter Scene,(GF),"522-6533 homecookin', 24hrs (clsd Tues night)",900 Dumaine ,,Restaurants & Cafes,New Orleans,LA,1994,,,4/25/2023 9:24pm
1325,Charlie's,"(*),(D),(CW),(WC)",839-8890 10am-2am,900 E. Colfax Ave.,,Bars,Denver,CO,1994,,,4/25/2023 9:23pm
2131,Blue Topics,"(GF),(D),(F)",667-5309 gay-only Sun,900 Front St.,,Bars,"Lahaina, Maui",HI,1994,,,4/25/2023 9:24pm
475,Le Montrose ,"(*),(GF),(F),(SW)",(800)776-0666,900 Hammond St.,,Accommodations,West Hollywood,CA,1994,,,4/25/2023 9:23pm
1584,Tropicana ,,"799-3800 8pm-2am, clsd Sun & Mon",900 N. ATlantic Ave.,,Bars,Cocoa Beach,FL,1994,,,4/25/2023 9:23pm
4760,Alternative Travels,(IGTA),279-8595,900 Penn Ave.,,Travel/Tour Operators,Pittsburgh,PA,1994,,,4/25/2023 9:24pm
1751,Club International ,"(NH),(V)",296-9230 2pm-2am,900 Simonton,,Bars,Key West,FL,1994,,,4/25/2023 9:23pm
