ID2,title,streetaddress,description,city,state,amenityfeatures,Year,type,unclear_address,unclear type or question,notes,Last Modified
2440,Bon Temp Travel,5248 Florida Blvd.,923-2044,Baton Rouge,LA,(IGTA),1990,Bars,,,(504),4/25/2023 9:36pm
2446,C'est La Guerre,607 N. University,235-9233 7am-2am Mon-Sat 5pm-midnight Sun,Lafayette,LA,"(MW),(E),(S),(F),(NH)",1990,Bars,,,(318),4/25/2023 9:36pm
2447,Corky's,400 General Mouton ,234-9358,Lafayette,LA,"(*),(MW),(D),(S),(E)",1990,Bars,,,(318),4/25/2023 9:36pm
2449,Street Talk,425 Jefferson,232-1558 8pm-2:30am Mon-Sat 6pm-midnight Sun,Lafayette,LA,"(MW),(D),(E),(V)",1990,Bars,,,(318),4/25/2023 9:36pm
2448,Frank's Neighborhood,1807 Jefferson ,235-9217 2pm-2am,Lafayette,LA,"(D),(NH)",1990,Bars,,,(318),4/25/2023 9:36pm
2450,Whispers,408 Maurice St.,234-7054 opens 8pm clsd Mon/Tues,Lafayette,LA,"(MW),(D),(YC),(E)",1990,Bars,,,(318),4/25/2023 9:36pm
2455,Pappy's ,2627 Ryan ,436-2819 gen. bookstore with gay magazines,Lake Charles,LA,,1990,Book Stores/Retail Shops,,,(318),4/25/2023 9:36pm
2456,Corky's River Park Saloon,308 Arkansas Ave.,"387-5809 8pm-midnight Mon/Tues Thurs, til 2am Wed, Fri & Sat",Monroe,LA,"(MW),(D),(E),(V)",1990,Bars,,,(318),4/25/2023 9:36pm
2457,Steak & Egg,507 Louisville Ave.,7am-4am ,Monroe,LA,"(MX),(MW)",1990,Restaurants & Cafes,,,(318),4/25/2023 9:36pm
2461,AA Lambda Center,1214 N. Rampart ,523-9808/525-1178 (AA#) call for mtg times,New Orleans,LA,,1990,Info Lines & Services,,,(504),4/25/2023 9:36pm
2465,Bourgoyne Guest House,839 Bourbon St.,525-3983 singles doubles suites,New Orleans,LA,(*),1990,Accommodations,,,(504),4/25/2023 9:36pm
2467,The Frenchmen,417 Frenchman St.,"948-2166/(800)831-1781 restaurant and bar, private baths spa full breakfast",New Orleans,LA,"(*),(MW),(SW),(F)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2466,Bunks by the Bayou,1131 Ursuline ,525-6028 bunkhouse accommodations,New Orleans,LA,,1990,Accommodations,,,(504),4/25/2023 9:36pm
2464,Bon Maison Guest House,835 Bourbon St.,"561-8498 3 studio apts, 2 suites, priv baths, year-round",New Orleans,LA,(*),1990,Accommodations,,,(504),4/25/2023 9:36pm
2470,Lafitte Guest House,1003 Bourbon St.,581-2678/(800)331-7971 B&B private baths,New Orleans,LA,"(MX),(B&B)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2468,Friendship Inn,4861 Chef Menteur Hwy,"283-1531/(800)45-3940 motor hotel restaurant lounge, year-round",New Orleans,LA,"(MX),(MW),(F),(SW)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2469,Hotel de la Monnaie ,405 Esplanade Ave.,"942-3700/(800)445-3204 private baths, 48 rooms",New Orleans,LA,"(MX),(IGTA)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2471,Mazant St. Guesthouse,906 Mazant ,"944-2662 shared baths, year-round",New Orleans,LA,"(MX),(MW)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2474,Ursuline Guest House,708 Ursulines,525-8509/(800)654-2351 breakfast included hot tub,New Orleans,LA,(*),1990,Accommodations,,,(504),4/25/2023 9:36pm
2473,Royal Barracks Guest House,717 Barracks St.,529-7269 B&B private baths,New Orleans,LA,"(*),(IGTA),(B&B)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2472,New Orleans Guest House,1118 Ursuline ,566-1177/(800)654-4092 B&B private baths courtyard,New Orleans,LA,"(MW),(B&B)",1990,Accommodations,,,(504),4/25/2023 9:36pm
2476,Blue Odyssey Club,"2820 Lime St., Metairie",455-5582 drag/strip showbar,New Orleans,LA,"(*),(MW),(S)",1990,Bars,,,(504),4/25/2023 9:36pm
2477,Boots Lounge,3100 Dauphine,to open spring '89,New Orleans,LA,"(CW),(D),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2479,Branding Iron,800 N Rampart,586-1360 24hrs,New Orleans,LA,"(MX),(MW),(CW),(E)",1990,Bars,,,(504),4/25/2023 9:36pm
2478,Bourbon Pub/Parade,801 Bourbon St.,529-2107 24hr disco video cruise bar,New Orleans,LA,"(*),(V),(D),(YC)",1990,Bars,,,(504),4/25/2023 9:36pm
2480,Cafe Lafitte in Exile (Lafitte's),901 Bourbon St.,"522-8397 24 hrs, video upstairs cruise bar",New Orleans,LA,"(*),(V)",1990,Bars,,,(504),4/25/2023 9:36pm
2481,Club Riviera,900 N. Claiborne,581-9607 7pm-5am daily,New Orleans,LA,"(MW),(B),(D)",1990,Bars,,,(504),4/25/2023 9:36pm
2482,Corner Pocket,940 St. Louis,568-9829 strip shows ,New Orleans,LA,"(*),(S)",1990,Bars,,,(504),4/25/2023 9:36pm
2484,Country Club,634 Louisa St.,"944-9235 2 bars, hot tub",New Orleans,LA,"(MW),(D),(F),(SW)",1990,Bars,,,(504),4/25/2023 9:36pm
2487,Four Seasons,"3229 N. Causeway, Metairie",823-0659 patio 4pm-4am Mon-Fri Sat & Sun 1pm-4am,New Orleans,LA,"(*),(D)",1990,Bars,,,(504),4/25/2023 9:36pm
2486,Dixie's,735 Bourbon ,24hr bar & restaurant to open spring '89,New Orleans,LA,(E),1990,Bars,,,(504),4/25/2023 9:36pm
2485,Diane's,"2317 Jefferson Hwy, Jefferson Twnship",833-9213 opens 4pm,New Orleans,LA,"(MW),(D)",1990,Bars,,,(504),4/25/2023 9:36pm
2489,Golden Lantern,1239 Royal St.,523-6200 24 hrs. conversation bar,New Orleans,LA,"(OC),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2491,Gregory's,439 Dauphine,535-8429 24hrs,New Orleans,LA,(H),1990,Bars,,,(504),4/25/2023 9:36pm
2488,Friendly Bar,2301 Chartres St.,943-8929 open 11am Mon-Fri,New Orleans,LA,"(MW),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2490,Good Friends Bar,740 Dauphine,566-7191 24hrs,New Orleans,LA,"(*),(MX),(MW),(P),(YC)",1990,Bars,,,(504),4/25/2023 9:36pm
2492,Hooter's,820 N. Rampart ,523-9521 24hrs,New Orleans,LA,"(LV),(NH),(OC)",1990,Bars,,,(504),4/25/2023 9:36pm
2493,Jewel's Tavern,1207 Decatur ,523-9237 24hrs,New Orleans,LA,"(*),(LV)",1990,Bars,,,(504),4/25/2023 9:36pm
2495,Legends ,409 Decatur St.,523-9010 ,New Orleans,LA,"(MX),(MW),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2496,The Mint,504 Esplanade,523-9010,New Orleans,LA,"(MX),(MW),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2498,P-Gee's,"1302 Allo St., Marrero ",340-0049 closed Mon,New Orleans,LA,"(MW),(D),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2497,The Monster,1101 N. Rampart,525-4242 health club facilities,New Orleans,LA,"(D),(SW),(F)",1990,Bars,,,(504),4/25/2023 9:36pm
2500,Rawhide ,740 Burgundy ,525-8106 24hrs,New Orleans,LA,"(*),(CW),(L),(LV),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2499,Phoenix,941 Elysian Fields,945-9264 24 hrs,New Orleans,LA,"(*),(N)",1990,Bars,,,(504),4/25/2023 9:36pm
2501,Refuge & The Ritz Room,1041 Royal St.,523-8576 noon-4am,New Orleans,LA,"(*),(OC)",1990,Bars,,,(504),4/25/2023 9:36pm
2502,Roundup,819 St. Louis ,561-8340 24hrs,New Orleans,LA,(H),1990,Bars,,,(504),4/25/2023 9:36pm
2503,The Speakeasy,540 Burgundy,586-9806 4pm-midnight closed Sun,New Orleans,LA,"(MW),(NH)",1990,Bars,,,(504),4/25/2023 9:36pm
2505,Wolfendale's ,834 N. Rampart St.,524-5749 patio noon-4am,New Orleans,LA,"(D),(V)",1990,Bars,,,(504),4/25/2023 9:36pm
2506,Ziggie's,718 N. Rampart,566-7559 24hrs,New Orleans,LA,(NH),1990,Bars,,,(504),4/25/2023 9:36pm
2504,Twenty-six-O-One,2601 Royal St.,948-6968 24hrs,New Orleans,LA,(NH),1990,Bars,,,(504),4/25/2023 9:36pm
2509,Cafe'de la Lune,538 St. Philip St.,529-1706 crepes/light entrees,New Orleans,LA,(MX),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2508,Cafe Sbisa,1011 Decatur St.,561-8354 grilled seafood lunch dinner nightly jazz brunch Sun 11am,New Orleans,LA,"(*),(MX)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2510,Cheshire Cat,1201 Decatur,522-4792,New Orleans,LA,,1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2511,Dinner Table,534 St. Philip ,581-1080 'homecookin' lunch french Creole dinner,New Orleans,LA,(MW),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2512,Feelings Cafe,2600 Chartres St,945-2222 piano bar lunch weekdays only dinner nightly Sun brunch,New Orleans,LA,"(MX),(E)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2513,Golden Star Steak House,911 Decatur St.,525-7734 ,New Orleans,LA,(MX),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2515,La Peniche ,1940 Dauphine ,943-1460,New Orleans,LA,(MX),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2514,Honeysuckle,2513 Royal St.,944-0359,New Orleans,LA,,1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2519,Scotty's Toulouse House,607 Dauphine St.,523-9300 ,New Orleans,LA,"(MX),(MW)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2518,Quarter Scene,900 Dumaine,522-6533 24hrs closed Tues,New Orleans,LA,,1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2516,Ms. Ruby's,539 St. Philip,523-3514 Cajun homecookin' 5pm-10pm dinner,New Orleans,LA,"(*),(MX)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2517,Petunia's,817 St. Louis ,522-6440/561-9396 8am-midnight,New Orleans,LA,"(*),(MX)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2523,Wendel's,1001 Esplanade,,New Orleans,LA,(MX),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2521,Tortilla Flats,"501 Esplanade 948-2381 Mexican food, closed Mon",,New Orleans,LA,"(*),(MX),(MW)",1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2522,Vera Cruz,1141 Decatur,Mexican food,New Orleans,LA,(MX),1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2520,St. Ann's Cafe & Deli,800 Dauphine ,529-4421 24hrs,New Orleans,LA,,1990,Restaurants & Cafes,,,(504),4/25/2023 9:36pm
2527,Sidney's News Stand,620 S. Carrolton ,524-6872,New Orleans,LA,,1990,Book Stores/Retail Shops,,,(504),4/25/2023 9:36pm
2525,Midtowne Spa,700 Baronne St.,566-1442 24hrs,New Orleans,LA,"(*),(PC)",1990,Gyms/Health Clubs,,,(504),4/25/2023 9:36pm
2526,Faubourg Marigny Bookstore,600 Frenchmen St.,"943-9875 gay/lesbian books, Mon-Fri 11am-8pm Sat 10-6on Sun noon-6pm",New Orleans,LA,,1990,Book Stores/Retail Shops,,,(504),4/25/2023 9:36pm
2524,Club Body Center,515 Toulouse St.,"581-2402 24hrs spa, gym, sauna sundeck",New Orleans,LA,(*),1990,Gyms/Health Clubs,,,(504),4/25/2023 9:36pm
2530,Hickory Travel,748 Tchoupitalas,581-3949/561-8400,New Orleans,LA,(IGTA),1990,Travel/Tour Operators,,,(504),4/25/2023 9:36pm
2528,Sidney's News Stand,917 Decatur St.,524-6872,New Orleans,LA,,1990,Book Stores/Retail Shops,,,(504),4/25/2023 9:36pm
2529,Van Gogh's Ear,909 Bourbon St.,524-5233 books cards & gifts noon-6pm Sat & Sun til 11pm,New Orleans,LA,,1990,Book Stores/Retail Shops,,,(504),4/25/2023 9:36pm
2532,Vieux Carre MCC,1801 Burgundy ,945-5390 worship 10am 7pm Sun,New Orleans,LA,(MCC),1990,Religious Organizations,,,(504),4/25/2023 9:36pm
2531,Dignity ,2048 Camp St.,(Casa Maria) 522-6059,New Orleans,LA,,1990,Religious Organizations,,,(504),4/25/2023 9:36pm
2536,Rooster,"704 Touro, 70116",948-7814 weekly,New Orleans,LA,,1990,Publications,,,(504),4/25/2023 9:36pm
2537,Second Skin Leather,521 St. Philip St.,561-8167 Mon-Sat noon-10pm Sun til 6pm,New Orleans,LA,,1990,Erotica/Adult Groups,,,(504),4/25/2023 9:36pm
2547,Gilmore News,500 Louisiana ,221-9590 bookstore with gay/lesbian titles,Sherveport,LA,,1990,Book Stores/Retail Shops,,,(318),4/25/2023 9:36pm
2546,Korner Lounge,800 Louisiana ,222-9796,Sherveport,LA,"(NH),(OC)",1990,Bars,,,(318),4/25/2023 9:36pm
2545,Funruckers Inn,2025 Marshall,424-7812 piano bar upstairs,Bossier City,LA,"(D),(E),(S),(V),(F)",1990,Bars,,,(318),4/25/2023 9:36pm
2548,MCC River Cities,2725 Wisteria St.,687-9186 worship 11:15am & 7:15pm Sun,Sherveport,LA,(MCC),1990,Religious Organizations,,,(318),4/25/2023 9:36pm
2549,Fun Shop,103 Texas Dr.,226-1308 videos,Sherveport,LA,,1990,Erotica/Adult Groups,,,(318),4/25/2023 9:36pm
2553,Papa Joe's,80 Water St.,623-4041 7pm-1am Tues-Sat,Augusta,ME,"(*),(MW),(D),(F)",1990,Bars,,,(207),4/25/2023 9:36pm
2557,Northport House,City 1 Mounted Rte. ,338-1422 B&B open May-October,Belfast,ME,"(MX),(MW),(B&B)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2564,Brewster Inn,37 Zions Hill,924-3130 B&B year-round,Dexter,ME,"(MX),(W),(B&B)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2569,Sign of the Owl,Rte 2 Box 85,338-4669 B&B year-round,Lincolnville Beach,ME,"(MX),(MW),(B&B)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2566,Sportsman's Club,2 Bates St.,784-2251 8pm-1am,Lewiston,ME,"(*),(PC),(D)",1990,Bars,,,(207),4/25/2023 9:36pm
2567,Paris Book Store,297 Lisbon St.,783-6677,Lewiston,ME,,1990,Erotica/Adult Groups,,,(207),4/25/2023 9:36pm
2572,The Inn at Tall Chimney,37 Main St.,646-8974,Ogunquit,ME,,1990,Accommodations,,,(207),4/25/2023 9:36pm
2571,Grenadier Motor Inn,64 S. Main St.,646-3432 ,Ogunquit,ME,"(MX),(MW)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2570,Admiral's Inn,70 S. Main ,646-7093 year-round,Ogunquit,ME,"(MX),(W),(SW)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2576,Yellow Monkey Guest House,44 Main St.,646-9056 April 15-Nov. 15,Ogunquit,ME,"(MX),(MW)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2574,Leisure Inn,19 School St.,646-2737 B&B open April-Oct,Ogunquit,ME,"(MX),(MW),(B&B)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2575,Ogunquit House,7 Kings Hwy,646-2967 year-round,Ogunquit,ME,"(MX),(MW)",1990,Accommodations,,,(207),4/25/2023 9:36pm
2577,The Club,13 Main St.,646-9282/646-6655,Ogunquit,ME,"(*),(D),(V),(YC)",1990,Bars,,,(207),4/25/2023 9:36pm
2585,CollegeGay Men/Lesbian,92 Bedford,(U. of S. Maine) social group meets 7pm Wed,Portland,ME,,1990,Info Lines & Services,,,(207),4/25/2023 9:36pm
2584,AA Gay/Lesbian ,425 Congress,(First Parish Church) write for meeting schedule,Portland,ME,,1990,Info Lines & Services,,,(207),4/25/2023 9:36pm
2587,Gays in Sobriety ,32 Thomas St.,(Williston W. Church) meetings 6:30pm-8pm Sun & 8pm Thurs,Portland,ME,,1990,Info Lines & Services,,,(207),4/25/2023 9:36pm
2590,Blackstores,6 Pine St.,775-2885 4pm-1am Mon-Sat noon-1am Sun,Portland,ME,,1990,Bars,,,(207),4/25/2023 9:36pm
2591,Cycles ,59 Center St.,"772-7264 7:30pm-1am Mon, 3:30pm-1am Tues-Sat noon-1am Sun",Portland,ME,,1990,Bars,,,(207),4/25/2023 9:36pm
2589,Backstreet ,3 Springs St.,(Upstairs at Underground) open after-hours only,Portland,ME,"(AH),(MW)",1990,Bars,,,(207),4/25/2023 9:36pm
2592,Underground,3 Spring St.,773-3315 5pm-1am,Portland,ME,"(*),(MW),(D),(S),(YC)",1990,Bars,,,(207),4/25/2023 9:36pm
2593,Westside,58 Pine St.,773-8223 French cuisine,Portland,ME,"(MX),(MW)",1990,Restaurants & Cafes,,,(207),4/25/2023 9:36pm
2594,Woodford's Cafe,129 Spring St.,"772-1374 11am-midnight Sun-THurs, 11am-2am Fri & Sat",Portland,ME,"(MX),(MW)",1990,Restaurants & Cafes,,,(207),4/25/2023 9:36pm
2595,Congregation Bet Ha'am,111 Wescott St.,879-0028 gay friendly synagogue ,Portland,ME,,1990,Religious Organizations,,,(207),4/25/2023 9:36pm
2596,Dignity Maine,425 Congress,(First Parish Church) Mass 6pm Sun,Portland,ME,,1990,Religious Organizations,,,(207),4/25/2023 9:36pm
2603,Pricilla's Book Store,18 Water St.,873-2774,Waterville,ME,,1990,Erotica/Adult Groups,,,(207),4/25/2023 9:36pm
2605,Casa Bahia ,262 King George St.,268-3106 B&B,Annapolis,MD,"(MX),(MW),(B&B)",1990,Accommodations,,,(301),4/25/2023 9:36pm
2604,Canterbury House,432 York St.,363-3505 year-round,York Harbor,ME,"(MX),(MW)",1990,Bars,,,(207),4/25/2023 9:36pm
2608,Gay/Lesbian Community Center,241 W. Chase St.,837-5445 location for many gay programs info & referral service,Baltimore,MD,,1990,Info Lines & Services,,,(301),4/25/2023 9:36pm
2611,Chez Claire,17 W. Chase St,685-4666/ 837-0996 mostly gay hotel,Baltimore,MD,"(MX),(MW)",1990,Accommodations,,,(301),4/25/2023 9:36pm
2612,Shirley-Madison Inn,205 W. Madison St.,728-6550 B&B,Baltimore,MD,"(MX),(MW),(B&B)",1990,Accommodations,,,(301),4/25/2023 9:36pm
2613,Allegro,1101 Cathedral St.,837-3906 4pm-2am daily,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2614,Atlantis ,615 Fallsway ,727-9909,Baltimore,MD,"(F),(S)",1990,Bars,,,(301),4/25/2023 9:36pm
2616,Cignals ,10 E Lafayette Ave.,727-1003 Sat is mostly gay 11pm-4am daily opens midnight Sat BYOB,Baltimore,MD,"(*),(MX),(MW),(D),(AH),BYOB",1990,Bars,,,(301),4/25/2023 9:36pm
2615,Bernie's Speakeasy,1733 Bank St.,522-2062 noon-2am daily,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2617,The Drinkery,205 W. Read St.,669-9820 11am-2am daily,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2619,"The Gallery, Inc. ",1735 Maryland Ave.,539-6965 11am-2am daily,Baltimore,MD,"(L),(LV)",1990,Bars,,,(301),4/25/2023 9:36pm
2621,Hippo,1 W. Eager St.,547-0069 3pm-2am daily,Baltimore,MD,"(*),(MW),(YC),(D)",1990,Bars,,,(301),4/25/2023 9:36pm
2622,Leon's ,870 Park Ave.,539-4850 11am-2am daily,Baltimore,MD,"(*),(F),(NH)",1990,Bars,,,(301),4/25/2023 9:36pm
2623,Lynn's of Baltimore,774 Washington Blvd.,727-8924 4pm-1am Mon-Fri opens 11am Sat clsd Sun,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2620,Go West ,228 Park Ave.,727-8878 11am-2am,Baltimore,MD,"(*),(S),(F)",1990,Bars,,,(301),4/25/2023 9:36pm
2626,Porthole & Crows Nest Bar,511 Gorsuch Ave.,10am-2am daily opens noon Sun,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2627,Senator Bar,614 N. Howard St.,727-9620 24 hrs,Baltimore,MD,"(NH),(OC),(S)",1990,Bars,,,(301),4/25/2023 9:36pm
2625,Park Ave. Sportsman's Bar,412 Park Ave.,727-8935 6am-2am daily,Baltimore,MD,(NH),1990,Bars,,,(301),4/25/2023 9:36pm
2624,Numbers ,2314 Boston St.,276-9556 9:30pm-2am daily,Baltimore,MD,"(D),(S)",1990,Bars,,,(301),4/25/2023 9:36pm
2629,Tiki's ,616 W. Lexington St.,,Baltimore,MD,"(MW),(B)",1990,Bars,,,(301),4/25/2023 9:36pm
2628,Stars & Stripes,641 S. Montford Ave,563-4668 10:30am-1am Mon-Sat clsd Sun,Baltimore,MD,(F),1990,Bars,,,(301),4/25/2023 9:36pm
2631,Admiral's Cup,1645 Thames St.,675-6988 American & seafood 11:30am-11pm daily,Baltimore,MD,"(MX),(MW)",1990,Restaurants & Cafes,,,(301),4/25/2023 9:36pm
2632,Great American Melting Pot ('Grampy's'),904 N. Charles St.,837-9797 11:30am-2am daily til 3am Fri & Sat,Baltimore,MD,(MW),1990,Restaurants & Cafes,,,(301),4/25/2023 9:36pm
2633,Open House Restaurant ,227 W. 29th St ,235-2200 6am-4pm Mon-Fri 8am-3am Sat & Sun,Baltimore,MD,,1990,Restaurants & Cafes,,,(301),4/25/2023 9:36pm
2630,Unicorn,2218 Boston St.,342-8344 7pm-2am daily,Baltimore,MD,"(NH),(OC),(H)",1990,Bars,,,(301),4/25/2023 9:36pm
2635,Discount Books,3222 Greenmount Ave.,467-2860 general bookstore with gay/lesbian titles 24hrs,Baltimore,MD,,1990,Book Stores/Retail Shops,,,(301),4/25/2023 9:36pm
2636,Lambda Rising ,241 W. Chase St.,234-0069 gay/lesbian titles periodicals & videos 11am-8pm daily,Baltimore,MD,,1990,Book Stores/Retail Shops,,,(301),4/25/2023 9:36pm
2637,Dignity Baltimaore,740 N. Calvert St.,325-1519 Mass 7:30pm Sat.,Baltimore,MD,,1990,Religious Organizations,,,(301),4/25/2023 9:36pm
2640,The Baltimore Gay Paper,241 W. Chase St.,837-7748,Baltimore,MD,,1990,Publications,,,(301),4/25/2023 9:36pm
2642,Leather Underground,136 W. Read St.,528-0991 10am-6pm Sat-Fri clsd Sun,Baltimore,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2643,Seven Twenty-Four Magazine ,724 N. Howard St.,462-2625 ,Baltimore,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2641,Center News,205 W. Fayette St.,727-9544,Baltimore,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2646,Your Travel Agent of Beltsville,10440 Baltimore Rd.,937-0966,Beltsville,MD,(IGTA),1990,Travel/Tour Operators,,,(301),4/25/2023 9:36pm
2650,Red Lamp Post,849 Braddock Rd.,777-3262 B&B,Cumberland,MD,(B&B),1990,Accommodations,,,,4/25/2023 9:36pm
2654,Route 1 News Agency ,106 Washington Blvd.,725-9671,Laurel,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2655,MCC of Rockville,501 Mannakee St.,948-1160 worship 7pm Sun,Rockville,MD,(MCC),1990,Religious Organizations,,,(301),4/25/2023 9:36pm
2657,Salisbury News Agency ,616 S. Salisbury Blvd.,534-4469,Salisbury,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2659,Northwood Inn,10304 Eastwood Ave.,593-7027 B&B non-smoking special PWA price ,Silver Springs,MD,"(MX),(MW),(B&B)",1990,Accommodations,,,(301),4/25/2023 9:36pm
2660,Central Travel of Silver Springs,8767 Georgia Ave.,589-9440 ,Silver Springs,MD,(IGTA),1990,Travel/Tour Operators,,,(301),4/25/2023 9:36pm
2663,Cadmus Books II,11236 Georgia Ave.,,Wheaton,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2662,Cadmus Books I,7898 Georgia Ave.,495-0750,Silver Springs,MD,,1990,Erotica/Adult Groups,,,(301),4/25/2023 9:36pm
2661,Travel Central ,8209 Fenton S.t,587-4000 (Ken),Silver Springs,MD,(IGTA),1990,Travel/Tour Operators,,,(301),4/25/2023 9:36pm
2665,Coach and Four Travel,454A Massachusetts ,648-7400 ,Arlington,MA,(IGTA),1990,Travel/Tour Operators,,,(617),4/25/2023 9:36pm
2669,Chandler Inn,26 Chandler St.,482-3450 ,Boston,MA,"(*),(MX),(MW),(IGTA),(F)",1990,Accommodations,,,(617),4/25/2023 9:36pm
2671,Oasis Guest House,22 Edgerly Rd.,267-2262 ,Boston,MA,"(*),(IGTA)",1990,Accommodations,,,(617),4/25/2023 9:36pm
2673,Boston Eagle,520 Tremont St.,542-4494,Boston,MA,"(*),(NH),(LV),(L)",1990,Bars,,,(617),4/25/2023 9:36pm
2670,Four-Sixty Three Beacon St. Guesthouse,463 Beacon St.,536-1302/357-6977 most rooms with priv baths/cooking facilities prefer weekly stay,Boston,MA,,1990,Accommodations,,,(617),4/25/2023 9:36pm
2674,Boston Ramrod,1254 Boylston St.,266-2986 ,Boston,MA,"(*),(CW),(LV),(L)",1990,Bars,,,(617),4/25/2023 9:36pm
2675,Buddies,57-67 Stuart St.,330-8669/426-3772,Boston,MA,"(*),(D),(E),(V),(YC)",1990,Bars,,,(617),4/25/2023 9:36pm
2677,Chaps,27 Huntington Ave.,266-7778,Boston,MA,"(*),(YC),(D)",1990,Bars,,,(617),4/25/2023 9:36pm
2676,Campus & Man Ray,"21 Brookline, Cambridge",864-0400 gay Thurs only,Boston,MA,"(MW),(MX),(D),(YC)",1990,Bars,,,(617),4/25/2023 9:36pm
2678,Citi Club,15 Lansdowne , 262-2424 gay Sun only,Boston,MA,"(*),(MX),(D),(YC)",1990,Bars,,,(617),4/25/2023 9:36pm
2680,Club Cafe,209 Columbus,536-0966,Boston,MA,"(*),(MW),(F),(E)",1990,Bars,,,(617),4/25/2023 9:36pm
2683,Haymarket ,7 Haymarket Pl,338-6142 ,Boston,MA,"(*),(D),(V)",1990,Bars,,,(617),4/25/2023 9:36pm
2682,Ground Zero ,"512 Massachusetts Ave, Cambridge",492-9545 punk new wave gay Thurs only,Boston,MA,"(MX),(MW),(D)",1990,Bars,,,(617),4/25/2023 9:36pm
2684,Jacque's,79 Broadway ,426-8902,Boston,MA,(S),1990,Bars,,,(617),4/25/2023 9:36pm
2685,Luxor,69 Church ,423-6969 ,Boston,MA,"(*),(V),(F)",1990,Bars,,,(617),4/25/2023 9:36pm
2688,One Nineteen Merrimac,119 Merrimac St.,367-0713 ,Boston,MA,"(LV),(D)",1990,Bars,,,(617),4/25/2023 9:36pm
2687,Napoleon Club,52 Piedmont ,338-7547 dance bar weekends only piano bar daily,Boston,MA,"(*),(OC),(D),(E)",1990,Bars,,,(617),4/25/2023 9:36pm
2690,Playland ,21 Essex,338-7254 piano bar upstairs ,Boston,MA,"(H),(E)",1990,Bars,,,(617),4/25/2023 9:36pm
2689,Paradise,"180 Massachusetts Ave., Cambridge ",864-4130,Boston,MA,"(*),(D),(F)",1990,Bars,,,(617),4/25/2023 9:36pm
2691,Sporters,228 Cambridge St.,742-4084 ,Boston,MA,"(*),(D),(YC),(F)",1990,Bars,,,(617),4/25/2023 9:36pm
2692,Twelve-Seventy Club,1270 Boylston St.,437-1257,Boston,MA,"(*),(D),(YC),(S),(F)",1990,Bars,,,(617),4/25/2023 9:36pm
2693,Cafe Amalfi ,8-10 Wesltand ,536-6396 Italian cuisine ,Boston,MA,"(MW),(MX)",1990,Restaurants & Cafes,,,(617),4/25/2023 9:36pm
