ID2,title,amenityfeatures,description,streetaddress,unclear_address,city,state,type,unclear type or question,notes,Year,Last Modified
5093,Mother Kali's Bookstore,(WC),"343-4864 9am-6pm, from 10am Sat, gay section",720 E. 13th Ave.,,Eugene,OR,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1440,Aqua Lounge/69 ,"(GF),(D),(A),(WC)","832-3474 popular happy hour buffet Th-Fri, Gay Night Th",720 E. 17th Ave.,,Denver,CO,Bars,,,1996,4/25/2023 9:20pm
2054,GW ,,"534-4763, gifts, cards, clothing",720 Lincoln Rd.,,Miami Beach/South Beach,FL,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
6413,Café Melange ,"(GF),(F),(E),(WC)",291-9889 11am-2am,720 N. 3rd St.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
2502,Cairo ,"(GF),(D),(V),(WC)","266-6620 8pm-4am, clsd Sun-Mon, more gay Sat",720 N. Wells ,,Chicago,IL,Bars,,,1996,4/25/2023 9:20pm
1504,Leland House ,"(*),(GF)",385-1920/(800) 664-1920 full brkfst ,721 2nd Ave.,,Durango,CO,Accommodations,,,1996,4/25/2023 9:20pm
1947,Yo Sake ,(BW),"294-2288 6pm-11pm, Japanese",722 Duval St.,,Key West,FL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
6191,Brass Connection,"(*),(M),(D),(E),(YC),(WC)","322-7777 7pm-2am; also restaurant open lunch, dinner & late night Fri-Sat, American, some veggie",722 E. Pike St.,,Seattle,WA,Bars,,,1996,4/25/2023 9:20pm
698,Camp Palm Springs,"(MO),(SW),(N),(WC),(IGTA)",322-2267/ (800) 793-0063 spa,722 San Lorenzo Rd.,,Palm Springs,CA,Accommodations,,,1996,4/25/2023 9:20pm
4694,Mullane's ,"(BW),(WC)","381-1331 11:30am-11pm, clsd Sun",723 Race St.,,Cincinnati ,OH,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1897,Duval Suites,"(MW),(N)",293-6600/(800) 648-3780 ,724 Duval St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
5414,Scarab,"(*),(M),(D),(YC)","375-7878 8pm-2am, clsd Sun",724 Franklin ,,Reading,PA,Bars,,,1996,4/25/2023 9:20pm
2485,The Concierge Exclusif ,,"(312) 849- 3604, personalized assistance for visitors",724 W. California Terr. Ste. 1-3,,Chicago,IL,Info Lines & Services,,,1996,4/25/2023 9:20pm
1774,Blue Dolphin,"(MO),(SW),(IGTA)",565-8437/(800)839-2583 intimate hotel w/ a European flair ,725 N. Birch Rd. ,,Fort Lauderdale,FL,Accommodations,,,1996,4/25/2023 9:20pm
1244,Nob Hill Lambourne ,(GF),"433-2287/(800) 274-8466 luxurious, private, tastefully appointed business accomodations ",725 Pine St. ,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
1882,Authors of Key West ,"(*),(GF),(SW)",294-7381 ,725 White St. ,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
2977,Parkview Guest House,(MW),945-7875 ,726 Frenchmen St. ,,New Orleans,LA,Accommodations,,,1996,4/25/2023 9:20pm
1225,Beyond the Bay ,(IGTA),441-3440/(800) 542-1991 ,726 Polk St. ,,San Francisco,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2036,Kremlin ,"(M),(D),(S)",673-3150 9:30pm-4am Th-Sat,727 Lincoln Rd.,,Miami Beach/South Beach,FL,Bars,,,1996,4/25/2023 9:20pm
128,Charlie's,"(*),(MW),(D),(CW),(WC)","265-0224 noon-1am, Sun brunch, patio, volleyball",727 W. Camelback Rd.,,Phoenix,AZ,Bars,,,1996,4/25/2023 9:20pm
3059,Florentine Club,(GF),221-0360 call for events,728 Austin Pl.,,Shreveport,LA,Bars,,,1996,4/25/2023 9:20pm
4471,The Pride Connection ,,"242-7840, 10am-9pm, noon-6pm Sun, lesbigay ",728 South Ave.,,Rochester,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1270,Nob Hill Theater ,,781-9468,729 Bush St.,,San Francisco,CA,Erotica,,,1996,4/25/2023 9:20pm
3720,Partners ,"(MW),(NH),(D),(CW)","781-6453 3pm-1:30 am, clsd Sun",729 Main St.,,Joplin,MO,Bars,,,1996,4/25/2023 9:20pm
1913,The Mermaid and the Alligator ,"(GF),(SW),(N)",294-1894/(800) 773-1894 full brkfst ,729 Truman Ave.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
1900,Incentra Carriage House Inn,"(GF),(SW),(WC)",296-5565/(800) 636-7432 3 houses surrounding lush garden & pool ,729 Whitehead St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
2956,The Biscuit Palace,,"525-9949, B&B, apts., in the French Quarter ",730 Dumaine ,,New Orleans,LA,Accommodations,,,1996,4/25/2023 9:20pm
6076,The Garage,"(*),(M),(NH),(F),(WC)",623-0303 8am-2am ,731 Granby St.,,Norfolk,VA,Bars,,,1996,4/25/2023 9:20pm
4498,Tu Tu Venue ,(MW),"475-8888 4pm-1am, clsd Sun; also full bar",731 Jay St.,,Syracuse,NY,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4355,Eros Cinema,,221-2450,732 8th Ave.,,Greenwich Village/ Chelsea,NY,Erotica,,,1996,4/25/2023 9:20pm
4383,Eros I Cinema ,,221-2450,732 8th Ave.,,N.Y.C - Midtown,NY,Erotica,,,1996,4/25/2023 9:20pm
780,BVD's ,"(M),(D),(S)",622-7502 10am-2am,732 Holt Ave. ,,Pomona,CA,Bars,,,1996,4/25/2023 9:20pm
5712,Anthony's By The Sea,"(GF),(SW)","729-6100 quiet retreat on 2/3 of an acre hidden by live oaks, full brkfst",732 S. Pearl St.,,Rockport,TX,Accommodations,,,1996,6/9/2023 9:26am
1341,Sawyer's News ,,"542-1311, 7am-9pm, til 10pm Fri-Sat, general news & bookstan",733 4th St.,,Santa Rosa,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
6289,733 Restaurant & Lounge,"(MW),(D),(V),(S)",6pm-2am,733 Commerce St.,,Tacoma,WA,Bars,,,1996,4/25/2023 9:20pm
526,Le Parc Hotel de Luxe,"(GF),(F),(SW),(IGTA)",(310) 855-8888,733 N. West Knoll Dr.,,West Hollywood,CA,Accommodations,,,1996,4/25/2023 9:20pm
6448,Sherlock's Home,(GF),,733 Pennsylvania Ave.,,Sheboygan,WI,Bars,,,1996,4/25/2023 9:20pm
3641,Club Metro ,"(MW),(D),(F),(E),(WC)","489-0002 4pm-1am, from 2pn wknds",733 Pierce Butler Rte.,,St. Paul,MN,Bars,,,1996,6/9/2023 9:26am
76,Triangle Tours,(IGTA),786-3707/(800)779-3701,733 W. 4th Ave. Ste. 817,,Anchorage,AK,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
6322,Polo,"(M),(D),(S),(PC),(WC)",522-3146 3pm-3am,733-R 7th Ave.,,Huntington,WV,Bars,,,1996,4/25/2023 9:20pm
2263,Shahan's Saloon,"(MW),(NH)","523-1535 4pm-4am, from 1pm wknds, patio",735 Ralph McGill,,Atlanta,GA,Bars,,,1996,4/25/2023 9:20pm
4780,ACME Art Company,,"299-4003, 1pm-7pm Wed-Sat, alternative art space, call for hours; also Café Ashtray Fri",737 N. High St.,,Columbus,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
2517,Leslie's Adult Books,,"751-9672, 24hrs",738 N. Clark St.,,Chicago,IL,Erotica,,,1996,4/25/2023 9:20pm
1364,AA Gay/Lesbian,,389-1444 (AA#) 8pm Fri,739 E. Main,,Ventura,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
796,Golden Gate Books,,"364-6913, 24hrs",739 El Camino Real,,Redwood City,CA,Erotica,,,1996,4/25/2023 9:20pm
541,La Plaza ,"(M),(D),(MRC-L),(S)",(213) 939-0703 8pm-2am ,739 N. La Brea Ave.,,West Hollywood,CA,Bars,,,1996,4/25/2023 9:20pm
6089,Our Own Community Press,,"625-0700, monthly ",739 Yarmouth St.,,Norfolk,VA,Publications,,,1996,4/25/2023 9:20pm
3010,Rawhide 2010,"(*),(M),(NH),(L)",525-8106 24hrs ,740 Burgundy ,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
3002,Good Friends Bar,"(*),(GF),(P)","566-7191 24hrs, good cocktails; also Queens Head Pub, 6pm-3am Wed-Sun ",740 Dauphine,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
443,The Club 740,"(M),(D),(MRC-L),(E)",437-7705 6pm-2am,740 E. Broadway ,,Long Beach,CA,Bars,,,1996,4/25/2023 9:20pm
2513,Envoy Travel,(IGTA),787-2400/ (800) 443-6869 ,740 N. Rush St.,,Chicago,IL,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2092,Secrets ,"(MW),(D),(S)","898-5603 2pm-2am, clsd Mon-Tue",745 Bennett Rd.,,Orlando,FL,Bars,,,1996,4/25/2023 9:20pm
2815,Teller's Restaurant & Bar,"(GF),(E),(WC)","843-4111 11am-2am, 'Gay Family Night' Tue ",746 Massachusetts Ave.,,Lawrence,KS,Bars,,,1996,4/25/2023 9:20pm
2506,Ka-Boom,"(GF),(D)",River North 243-4800 from 9pm Th-Sat,747 N. Green,,Chicago,IL,Bars,,,1996,6/9/2023 9:27am
5402,Out,,243-3350 ,747 South Ave.,,Pittsburgh,PA,Publications,,,1996,4/25/2023 9:20pm
4022,Aldo's ,"(GF),(D)",460-9824,749 Marin Ave.,,Lyndhurst,NJ,Bars,,,1996,4/25/2023 9:20pm
4781,An Open Book,(WC),"291-0080 11am-10pm, til 6pm Sun, lesbigay",749 N. High St.,,Columbus,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4783,M.J. Originals ,,"291-2787, 10am-6pm, 1pm-5pm Sun",749 N. High St.,,Columbus,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1234,Amsterdam Hotel,(GF),673-3277/(800) 637-3444 charming European-style hotel,749 Taylor St.,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
2550,Cornelia's ,,"248-8333, clsd Mon, dinner nightly; also full bar",750 Cornelia Ave.,,Chicago,IL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
969,F. St. Bookstore ,,"236-0841, 24hrs",751 4th Ave.,,San Diego,CA,Erotica,,,1996,4/25/2023 9:20pm
299,Tin Lizzie ,"(M),(NH)","966-2029 noon-2am, from 2pm wknds ",752 St. Clair ,,Costa Mesa,CA,Bars,,,1996,4/25/2023 9:20pm
1571,Video Expo ,,562-5867,754 Chapel St. ,,New Haven,CT,Erotica,,,1996,4/25/2023 9:20pm
1737,Floresta Historic B&B,"(MW),(SW)",391-1451 ,755 Alamanda St.,,Boca Raton,FL,Accommodations,,,1996,4/25/2023 9:20pm
6295,Jerry's Mecca Theater,,272-4700,755 Broadway ,,Tacoma,WA,Erotica,,,1996,4/25/2023 9:20pm
4428,EconoLodge - Smithtown/Hauppauge ,(GF),724-9000/(800) 553-2666,755 Rte. 347,,N.Y.C. - Long Island/Suffolk County,NY,Accommodations,,,1996,4/25/2023 9:20pm
4001,Gatsby's,"(*),(MW),(D),(E),(S),(YC),(WC)",(off Rte. 70) 663-8744 8:30pm-3am,760 Cuthbert Blvd.,,Cherry Hill,NJ,Bars,,,1996,6/9/2023 9:28am
5436,The Rainbow Room,"(*),(MW),(D),(F),(S),(V)","320-0230 11am-2am, clsd Sun",761 W. 4th St.,,Williamsport,PA,Bars,,,1996,4/25/2023 9:20pm
456,Cha Cha Cha,(WC),"436-3900 Caribbean, plenty veggie",762 8th ,,Long Beach,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
6059,Culpepper Travel,(IGTA),824-1258/ (800) 542-4881,763 Madison Rd. Ste. 208-B,,Culpepper,VA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4180,Village Green Bookstore ,,"884-1200, 9am-11pm, til midnight Fri-Sat",765A Elmwood Ave.,,Buffalo,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
1760,7-69 Restaurant & Lounge,,253-4361 5pm-3am,769 Alabama,,Daytona Beach,FL,Bars,,,1996,4/25/2023 9:20pm
5965,Utah Stonewall Center,,"539-8800, 1pm-9:30pm, clsd Sun, archives, library, call for details",770 S. 300 W.,,Salt Lake City,UT,Info Lines & Services,,,1996,4/25/2023 9:20pm
4784,Pink Pyramid ,,"297-1500, noon-10pm, til 6pm Sun, clsd Wed, lesbigay bookstore ",772 N. High St.,,Columbus,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4788,GayBeat,,"297-1500, 297-1502 (fax) monthly, statewide newspaper",772 N. High St. Ste. 103,,Columbus,OH,Publications,,,1996,4/25/2023 9:20pm
4779,L'Antibes,(WC),"291-1666 dinner from 5pm, clsd Sun-Mon, French; also full bar",772 N. High St. Ste. 106,,Columbus,OH,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
691,The Abbey West ,"(M),(SW),(IGTA)","320-4333/ (800) 223-4073 B&B, priv. patios, gym, hot tub",772 Prescott Circle ,,Palm Springs,CA,Accommodations,,,1996,4/25/2023 9:20pm
5089,The Mpowerment Project,,"97402 683-4303, many social/support activities for gay & bi men",775 Monroe St.,,Eugene,OR,Info Lines & Services,,,1996,6/9/2023 9:28am
3297,Fran's Place ,"(MW),(NH),(D),(WC)",598-5618 1pm-2am,776 Washington ,,Lynn,MA,Bars,,,1996,4/25/2023 9:20pm
774,Sunquest Travel Co.,,588-8747,789 Hudis St.,,Rohnert Park,CA,Travel/Tour Operators,,,1996,6/9/2023 9:29am
3008,Oz,"(M),(D),(YC),(WC)",593-9491 24hrs,800 Bourbon St.,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
1953,Caroline St. Books & Café,,"294-3931, 10am-10pm, til 6pm Sun",800 Caroline St.,,Key West,FL,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3031,St. Ann's Café & Deli ,"(*),(MW)",529-4421 24hrs,800 Dauphine,,New Orleans,LA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5780,San Antonio Mining Co. (SAMC),"(*),(MW),(D),(S),(V),(WC)","533-9516 3pm-2am, patio",800 E. San Antonio Ave.,,El Paso,TX,Bars,,,1996,4/25/2023 9:20pm
6357,Grand American Restaurant & Bar,(WC),731-0164 11am-9pm; also full bar,800 Eisenhower,,Kimberly,WI,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3060,Korner Lounge ,"(M),(NH)",222-9796 3pm-2am,800 Louisiana ,,Shreveport,LA,Bars,,,1996,4/25/2023 9:20pm
2619,Red Fox Den,"(MW),(D),(F),(E)",674-8013 4pm-4am,800 N. Knoxville Ave.,,Peoria,IL,Bars,,,1996,4/25/2023 9:20pm
2370,Koa Lagoon ,"(GF),(SW),(WC)","879-3002/ (800) 367-8030, oceanfront suites, 5 night min.",800 S. Kihei Rd.,,"Kihei, Maui",HI,Accommodations,,,1996,4/25/2023 9:20pm
2260,Players ,"(MW),(NH),(CW)","429-9115 5pm-2am, clsd Sun",800 Sandtown Rd.,,Marietta,GA,Bars,,,1996,6/9/2023 9:30am
2990,Bourbon Pub,"(*),(M),(V),(YC)","529-2107 24hrs, cruise bar, 'hot numbers'; also Parade 'the place to dance'",801 Bourbon St.,,New Orleans,LA,"Bars,Cruising Areas",,,1996,4/25/2023 9:20pm
1926,801 Bar,"(*),(M),(NH),(E)",294-4737 11am-4am; also Liquor Store from 9pm ,801 Duval St.,,Key West,FL,Bars,,,1996,4/25/2023 9:20pm
1927,Liquor Store ,"(M),(CW)",from 9pm ,801 Duval St.,,Key West,FL,Bars,,location is from 801 Bar's description,1996,4/25/2023 9:20pm
6091,Ghent Video & Newsstand ,,627-1277,801 E. Boush St.,,Norfolk,VA,Erotica,,,1996,4/25/2023 9:20pm
5495,Bear E. Patch ,,"762-6555, 7am-8pm, patio, café",801 Folly Rd.,,Charleston,SC,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
145,Shorty'z,(MW),"(207)253-1985 7am-3pm, some veggie ",801 N. 1st St.,,Phoenix,AZ,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1761,Villa,"(GF),(SW),(N),(IGTA)",248-2020 elegant accommodations in historic Spanish mansion w/ pool,801 N. Peninsula Dr.,,Daytona Beach,FL,Accommodations,,,1996,4/25/2023 9:20pm
1668,The Blue Penguin ,"(MW),(D),(P),(E),(K),(S)","547-4568 3pm-2am, from 11am Sun, T-dance Sun; also restaurant",801 Pennsylvania Ave. SE,,Washington,DC,Bars,,,1996,4/25/2023 9:20pm
6417,La Cage ,"(*),(M),(D),(F),(E),(S),(V),(YC),(WC)","383-8330 9pm-2am, 2 bar complex",801 S. 2nd St.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
4400,Spectrum ,"(*),(MW),(D),(E),(S)",238-8213 9pm-4am Wed-Sun,802 64th St.,,Brooklyn,NY,Bars,,,1996,4/25/2023 9:20pm
4128,Willy's ,"(*),(MW)","986-3833 11am-3pm, clsd Tue",802 Canyon Rd. ,,Santa Fe,NM,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
2182,Parthenon ,"(*),(M),(D),(A),(18+)",274-4989 ,802 E. Whiting St.,,Tampa,FL,Bars,,,1996,4/25/2023 9:20pm
572,Don't Panic,,"(310) 652-3668, 11am-11pm, til midnight Fri-Sat, T-shirts & trinkets ",802 N. San Vicente Blvd.,,West Hollywood,CA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5715,The Hidden Door ,"(M),(L),(WC)","882-0183 11am-2am, from noon Sun",802 S. Staples St.,,Corpus Christi,TX,Bars,,,1996,4/25/2023 9:20pm
5792,Two Pearls B&B,(MW),"596-9316 remodeled & modernized 1898 home, located on an acre, full brkfst ",804 S. Alamo St.,,Weatherford,TX,Accommodations,,,1996,6/9/2023 9:30am
4819,Somewhere In Time,"(MW),(D),(S)",227-7288 7pm-2:30am,804 W. North St.,,Lima,OH,Bars,,,1996,4/25/2023 9:20pm
364,Java Café,"(*),(WC)","237-5282 7am-10pm, bohemian ",805 E. Olive ,,Fresno,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5835,Montrose Mining Co.,"(*),(M),(L),(S)","529-7488 1pm-2am, cruise bar, patio ",805 Pacific ,,Houston,TX,"Bars,Cruising Areas",,,1996,4/25/2023 9:20pm
3738,Missie B's ,"(M),(NH),(S)",561-0625 11am-3am,805 W. 39th St.,,Kansas City,MO,Bars,,,1996,4/25/2023 9:20pm
961,Vulcan Sauna,"(*),(PC)",238-1980 24hrs,805 W. Cedar St. ,,San Diego,CA,Men's Clubs,,,1996,4/25/2023 9:20pm
1893,Curry House ,"(*),(MO),(SW),(N),(IGTA)",294-6777/(800) 633-7439 hot tub,806 Fleming St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
6415,Grubb's Pub & Le Grill,(MW),384-8330 9pm-3:30am; also full bar,807 S. 2nd St.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
6416,Just Us ,"(MW),(D)","383-2233 4pm-2am, from 1pm Sun",807 S. 5th St.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
5829,J.R.'s ,"(*),(M),(K),(S),(V),(WC)","521-2519 11am-2am, from noon Sun",808 Pacific ,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
6087,Phoenix Rising East,,"622-3701/ (800) 719-1690 noon-7pm, til 9pm Th-Sat, lesbigay",808 Spotswood Ave.,,Norfolk,VA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
394,Tender Box ,,318-2882,809 Pacific Coast Hwy.,,Hermosa Beach,CA,Erotica,,,1996,4/25/2023 9:20pm
5826,Heaven,"(*),(M),(D),(V),(S),(YC)","521-9123 9pm-2am Wed-Sat, from 7pm Sun",810 Pacific ,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
5953,Rascals,"(MW),(D),(S),(BYOB)","723-1629 6pm-2am, clsd Mon",811 Indiana,,Wichita Falls,TX,Bars,,,1996,4/25/2023 9:20pm
2238,Midtown Manor ,(MW),872-5846/ (800) 724-4381 charming Victorian guesthouse,811 Piedmont Ave. NE,,Atlanta,GA,Accommodations,,,1996,4/25/2023 9:20pm
1912,Merlinn Guesthouse,"(GF),(SW)",296-3336,811 Simonton St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
5866,TWT (This Week In Texas),,527-9111,811 Westheimer #106,,Houston,TX,Publications,,,1996,4/25/2023 9:20pm
5865,Houston Voice,,529-8490,811 Westheimer Ste. 105,,Houston,TX,Publications,,,1996,4/25/2023 9:20pm
4507,Carmen D's ,"(MW),(NH)","735-3964 3pm-2am, from 8pm Sat, clsd Sun ",812 Charlotte St.,,Utica,NY,Bars,,,1996,4/25/2023 9:20pm
1923,Tropical Inn ,(GF),294-9977,812 Duval St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
3477,LesBiGay Happy Hour At Domonick's ,,"5pm-7pm Fri, seasonal",812 Monroe St.,,Ann Arbor,MI,Bars,,,1996,4/25/2023 9:20pm
5167,Advantage Travel Service,,225-0186/ (800) 688-6690,812 SW Washington St. Ste. 200,,Portland,OR,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4136,Wild & Natural Café,(WC),"751-0480 11am-9pm, clsd Sun, plenty veggie",812-B Paseo del Pueblo Norte ,,Taos,NM,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1816,Audace ,,"522-7503, from 10am, from noon Sun, sportswear, swimwear & more",813 E. Las Olas Blvd.,,Fort Lauderdale,FL,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5850,Chapultepec,(E),522-2365 24hrs,813 Richmond,,Houston,TX,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5067,Elite Bookstore ,,"838-8503, 24hrs",814 S. Sheridan Rd.,,Tulsa,OK,Erotica,,,1996,4/25/2023 9:20pm
5692,"Capital of Texas Travel, Inc.",(IGTA),478-2468/ (800) 880-0068,814 San Jacinto Blvd. Ste. 302,,Austin,TX,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1630,814 Club ,"(MW),(D)",657-5730; also also restaurant,814 Shipley St. ,,Wilmington,DE,Bars,,,1996,4/25/2023 9:20pm
1896,Duval House,"(GF),(SW),(IGTA)",294-1666/(800),815 Duval St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
1306,Aunt Ruby's,"(MW),(D),(WC)","459-6079 4pm-midnight, 2pm-2am Fri-Sat, from noon Sun",815 W. Francisco Blvd.,,San Rafael,CA,Bars,,,1996,4/25/2023 9:20pm
1935,Croissants de France,"(MW),(BW)","294-2624 7:30am-4pm, French pastries, crepes, gallettes, patio",816 Duval St.,,Key West,FL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1125,Lulu ,"(*),(WC)","495-5775 lunch & dinner, upscale Mediterranean, some veggie; also full bar ",816 Folsom St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1227,Century All-Male Theatre ,,776-3045,816 Larkin St.,,San Francisco,CA,Erotica,,,1996,4/25/2023 9:20pm
5405,Golden Triangle News ,,"765-3790, 24hrs",816 Liberty Ave.,,Pittsburgh,PA,Erotica,,,1996,4/25/2023 9:20pm
2947,Lesbian/Gay Community Center ,,"522-1103, noon-6pm Mon-Fri, movie night 6pm Sun",816 N. Rampart ,,New Orleans,LA,Info Lines & Services,,,1996,4/25/2023 9:20pm
5822,Cousins,"(M),(NH),(S),(WC)",528-9204 8am-2am,817 Fairview,,Houston,TX,Bars,,,1996,4/25/2023 9:20pm
1889,Coconut Grove Guesthouse ,"(M),(SW),(WC),(IGTA)","296-5107 2 Victorian mansions, set in lush tropical gardens. For reservations only, call (800) 262-6053.",817 Fleming St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
3025,Petunia's ,(*),"522-6440 8am-11pm, Cajun & Creole",817 St. Louis ,,New Orleans,LA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
860,Aladdin Travel ,(IGTA),446-0633/ (800) 655-0633 (in-state),818 'K' St. Mall,,Sacramento,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2960,Casa de Marigny Creole Cottages ,"(MW),(SW)",948-3875 ,818 Frenchman St.,,New Orleans,LA,Accommodations,,,1996,4/25/2023 9:20pm
5389,Pegasus Lounge ,"(*),(M),(D),(S),(YC)","281-2131 4pm-2am, from 8pm Sat, clsd Sun",818 liberty Ave.,,Pittsburgh,PA,Bars,,,1996,4/25/2023 9:20pm
4488,AA Gay/Lesbian ,,463-5011 (AA#) many mtgs,819 Madison St.,,Syracuse,NY,Info Lines & Services,,,1996,4/25/2023 9:20pm
1964,Southern Exposure ,,294-6303/745-5445 ,819 Peacock Plaza Ste. 575,,Key West,FL,Publications,,,1996,4/25/2023 9:20pm
6425,Zippers ,"(M),(NH)","645-8330 3pm-2am, from 2pm wknds",819 S. 2nd St.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
3867,AA Gay/Lesbian ,,"(Omaha MCC) 345-9916(AA#) 345-2563 MCC#, Gay Men's Stag Meeting Fri 7pm",819 S. 22nd,,Omaha,NE,Info Lines & Services,,,1996,6/9/2023 9:32am
3011,The Roundup,"(M),(NH),(F)","561-1962 24hrs, English Pub",819 St. Louis ,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
3586,Moore's Creek Inn,(GF),"857-2411/ (800) 838-5864 old-fashioned farmhouse, over 100 yrs old",820 Holland St.,,Saugatuck,MI,Accommodations,,,1996,4/25/2023 9:20pm
1347,Gay/Lesbian Association San Joaquin County ,,464-3550,820 N. Madison ,,Stockton,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
3012,T.T.'s ,"(M),(NH),(E),(OC),(H)",523-9521 11am-3am ,820 N. Rampart ,,New Orleans,LA,Bars,,,1996,4/25/2023 9:20pm
5925,Wild Club,"(*),(M),(D),(A),(S)",226-2620 9pm-?,820 San Pedro ,,San Antonio,TX,Bars,,,1996,4/25/2023 9:20pm
6456,Trio,"(W),(NH),(F),(WC)",392-5373 1pm-2am,820 Tower Ave.,,Superior,WI,Bars,,,1996,4/25/2023 9:20pm
285,Stonewall Alliance Center,,"893-3338/893-3336 social 6pm-10pm Fri, Gay AA 7pm Tue",820 W. 7th St.,,Chico,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
5633,Metro News ,,"256-9310, 24hrs",822 5th Ave. S.,,Nashville,TN,Erotica,,,1996,4/25/2023 9:20pm
2685,Brothers Bar & Grill Inc.,"(MW),(WC)","636-1020 11am-midnight, from 4pm wknds; also full menu",822 N. Illinois St.,,Indianapolis,IN,Bars,,,1996,4/25/2023 9:20pm
2980,Rober House Condos ,"(MW),(SW),(IGTA)","529-4663 condo, courtyard",822 Ursulines St.,,New Orleans,LA,Accommodations,,,1996,4/25/2023 9:20pm
3712,Panorama Video ,,825-1979 & 2300 Hennepin Ave. S. 377-8883,822 W. Lake St.,,Minneapolis,MN,Erotica,,address from entry 3669's description,1996,8/7/2023 3:40pm
1915,Oasis Guest House/Coral Tree Inn ,"(*),(MO),(SW),(N),(IGTA)",296-2131/(800) 362-7477 ,822/823 Fleming St.,,Key West,FL,Accommodations,,,1996,4/25/2023 9:20pm
2208,H.G. Rooster's ,"(*),(M),(NH)","832-9119 3pm-3am, til 4am Fri-Sat",823 Belvedere Rd.,,West Palm Beach,FL,Bars,,,1996,4/25/2023 9:20pm
2064,Book Nook ,,"262-4740, 8:30am-6pm, til 4pm Sun",824 5th Ave. S.,,Naples,FL,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
