ID2,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,unclear type or question,notes,Last Modified
3757,Baker's,,24 Public Square,Lima,OH,,Bars/Clubs,,,,,11/23/2021 9:17am
3760,Lambda Bar ,(Disco) (Some L),1052 Broadway,Lorain,OH,"(D),(L),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3759,Crown Cafe,,4153 Lorain,Lorain,OH,,Restaurant,,,,,11/23/2021 9:17am
3761,The Place 76 Lounge ,(Some L) ,Elyria - Loraine Holiday Inn,Lorain,OH,"(M),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
3766,Infinity ,(Some L) (Disco) (Thur. -Fri.-Sat only *),15 S. First St.,Miamisburg,OH,"(YC),(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3767,The Tavern,,792 Mentor Ave.,Painsville,OH,"(M),(R),(E),(S),(WE),(*)","Bars/Clubs,Restaurant",,,,,12/2/2021 5:47pm
3769,Water Main ,(Disco),202 N. Main,Piqua,OH,"(D),(S),(P)",Bars/Clubs,,,,,11/23/2021 9:17am
3771,Summit Lodge Resort,"(Pool, sauna & lounge) (Tel: (614) 385-6823)","Rte. 1, Rockbridge 43149",Rockbridge,OH,"(P),(H)",Hotel,,,,,11/23/2021 9:17am
3780,David's Lounge,(Some L) (160 N. 4th Steubenville News),604 Market St.,Steubenville,OH,"(D),(L),(S),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3781,Caesar's Palace,(Hip) (Disco),133 N. Erie,Toledo,OH,"(Hip),(S),(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3782,Club Toledo Baths ,(A 'must'),1122 Monroe,Toledo,OH,"(YC),(*)",Bathhouses,,,,,11/23/2021 9:17am
3785,M.C.C.,,513 Magnolia ,Toledo,OH,(MCC),Religious Institution,,,,,12/1/2021 3:59am
3787,Rustler ,,4023 Monroe,Toledo,OH,"(W),(SM),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3786,Open Closet,,3330 Secor Rd.,Toledo,OH,(D),Bars/Clubs,,,,,11/23/2021 9:17am
3788,Scramouche ,(Disco) (2 bars) (Sun. buffet),5210 Renwyck Dr.,Toledo,OH,(YC),Bars/Clubs,,,,,12/5/2021 10:45am
3789,Scenic ,('Drags'),702 Monroe,Toledo,OH,"(RT),(B),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3794,Ann's Place,"(Some L, OC)",126 Pine S.E.,Warren,OH,"(PT),(L),(OC)",Bars/Clubs,,,,,11/23/2021 9:17am
3795,Phoenix Lounge,,142 Franklin S.W.,Warren,OH,,Bars/Clubs,,,,,11/23/2021 9:17am
4605,Kierman's Lodge,(Ski resort) ,Sugarbush Road ,Warren,VT,"(M),(YC),(R),(WE)",Restaurant,,,,,11/23/2021 9:17am
3798,Cosmic Dreams ,(Disco) ,901 Elm St.,Youngstown ,OH,"(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3799,Downtown News,,329 W. Federal,Youngstown ,OH,,Book Store,,,,,11/26/2021 1:37pm
3800,Studio Books,,17 N. Chestnut ,Youngstown ,OH,,Book Store,,,,,11/23/2021 9:17am
3803,Uptown Book Store,,2597 Market St. ,Youngstown ,OH,,Book Store,,,,,11/23/2021 9:17am
3801,Tiger Paw News,,1011 Market St.,Youngstown ,OH,(*),Book Store,,,,,11/26/2021 1:37pm
3802,Troubadour Lounge ,"(Disco) (Also Down/Under - basement some SM, W) (Opens 3:30 daily, 9pm Sundays)",2010 Market St.,Youngstown ,OH,"(*),(P),(YC),(D),(SM),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
3809,Sunshine Shop,,302 White St.,Norman,OK,(M),Business,,,,,11/23/2021 9:17am
3810,Walter Mitty's Bar,,573 University Blvd.,Norman,OK,"(M),(YC),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3814,Circa Club ,"(Some W, YC) (Cruisy)",2201 N.W. 39th St.,Oklahoma City,OK,"(W),(YC),(D),(PT),(*)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
3817,Free Spirit ,"('Top' super Disco) (In old church - 2 floors, several bars) ",3125 N. Classen Blvd.,Oklahoma City,OK,"(*),(D),(P),(YC),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3816,D.J.'s Crescendo,(Many L) (WE*),2805 N.W. 36th St.,Oklahoma City,OK,"(P),(L),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3818,M.C.C.,,401 S.E. 22nd,Oklahoma City,OK,(MCC),Religious Institution,,,,,12/1/2021 3:59am
3819,Night Life ,,2120 N.W. 39th ,Oklahoma City,OK,(L),Bars/Clubs,,,,,11/23/2021 9:17am
3820,Our Place,,1302 N.W. Pennsylvania ,Oklahoma City,OK,"(OC),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
3823,Tony's ,('Drags') (WE*),8911 N. Western ,Oklahoma City,OK,"(S),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3821,Renaissance Athletic Club,(M-days),1704 N.W. 39th St.,Oklahoma City,OK,"(P),(PT),(W),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
3822,T.J.'s Corral ,"(Some W, YC)",2125 N.W. 39th St.,Oklahoma City,OK,"(P),(PT),(W),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
3824,Warehouse ,(No booze) (Cruisy) (C-AH*) (12 midnight until 4am),2124 N.W. 39th ,Oklahoma City,OK,"(YC),(D),(C),(AH),(*)","Bars/Clubs,Cruising Areas",,,,,11/29/2021 1:34pm
3832,Bamboo ,(Some OC),7204 E. Paine ,Tulsa,OK,"(OC),(M)",Bars/Clubs,,,,,11/23/2021 9:17am
3833,Caruso's ,(Disco) (S-Sun.) (WE*),911 S. Main St.,Tulsa,OK,"(OC),(D),(S),(PT),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3831,Baker's ,('Greasy spoon') (Cruisy),229 W. 11th,Tulsa,OK,"(R),(C),(AH)","Cruising Areas,Restaurant",,,,,11/23/2021 9:17am
3835,New Edition,(Disco),1338 E. 3rd St.,Tulsa,OK,"(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3834,Club ,,1221 Memorial ,Tulsa,OK,"(P),(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
3838,Risque Book Store,,909 N. Yale,Tulsa,OK,,Book Store,,,,,11/23/2021 9:17am
3837,Rick's Club,(Looks promising),3741 S. Peoria,Tulsa,OK,(R),Restaurant,,,,,11/23/2021 9:17am
3836,Pete's Taj Mahal ,(Open days),1102 S. Lewis ,Tulsa,OK,"(*),(P),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
3839,Risque Book Store,, 7216 Pine,Tulsa,OK,,Book Store,,,,,11/23/2021 9:17am
3840,Rita's Adult World ,"(Books, liquid, erotica, etc.)",716 N. Sheridan,Tulsa,OK,,"Book Store,Erotic Shop",,,,,1/7/2022 8:40am
3851,Village Commons Tavern,(Disco) (WE*),66 E. Main,Ashland,OR,"(M),(WE),(*),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
3853,Captain's Cabin,(Tioga Hotel),257 N. Broadway ,Coos Bay,OR,"(M),(OC)","Bars/Clubs,Hotel",,,,,11/23/2021 9:17am
3858,Cassady's Tavern,(Some W),539 E. 13th,Eugene,OR,"(*),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
3859,Club Riviera,(Many L),39 W. 10th Ave.,Eugene,OR,"(*),(D),(L),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3861,M.C.C. ,(Wesley Center),1236 Kincaid,Eugene,OR,(MCC),Religious Institution,,,,,12/1/2021 3:59am
3862,Women's Book Store,,541 Blair Blvd.,Eugene,OR,,Book Store,,,,,11/23/2021 9:17am
3867,Klamath Falls Gay Union,,428 S. 9th St.,Klamath Falls,OR,,Community Center/Support Group,,,,,11/26/2021 1:13pm
3869,Over-The-Waves,(Late nights - summers only),2954 N. W. Jetty,Lincoln City,OR,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
3870,Medford Hotel,,406 W. Main,Medford,OR,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
3871,Barbary Coast Bar,,406 W. Main,Medford,OR,(W),"Bars/Clubs,Hotel",,,,,11/23/2021 9:17am
4120,Raffles ,(Something for everyone) (Disco) (WE*),3 Farewell St.,Newport,RI,"(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4119,Ol Capri ,,Broadway ,Newport,RI,"(M),(R),(C),(AH)",Restaurant,,,,,11/23/2021 9:17am
4121,28 Prospect Hill,(Disco) (Cruisy patio) (off Thames St.),28 Prospect Hill,Newport,RI,"(YC),(D),(*)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
3927,Jacqueline's Sea Vue Motel,,Hwy 101,Yachats,OR,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
3931,Rosemary's ,(Some L) ,2027 Hanover Ave.,Allentown,PA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
3929,Candida,(Snacks) (Some L) ,247 N. 12th St.,Allentown,PA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
3932,Stonewall ,(Disco),28-30 N. 10th St.,Allentown,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
3942,Castaways ,(Some L) (Burned - future status uncertain),629 Front,Cresson,PA,"(P),(H),(D),(L)",Hotel,,,,,11/23/2021 9:17am
3943,Del Roy's Diner,,2510 N. Hampton ,Easton,PA,"(M),(R),(C),(AH)",Restaurant,,,,,11/23/2021 9:17am
3945,Washington Grill ,(Some L) (Disco),1002 Washington Pl.,Erie,PA,"(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3949,Golden Arrow ,,134 E. Pittsburgh St.,Greensburg,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
3950,Safari Lounge ,(Disco) ,108 W. Pittsburgh St.,Greensburg,PA,"(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3954,D-Gem Lounge,(Many L) ,4425 N. Front St.,Harrisburg,PA,"(*),(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
3957,La Rose Rouge ,(Cruisy),400 N. 2nd ,Harrisburg,PA,"(D),(*)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
3958,Neptune Lounge,"(Some YC, W) (Cruisy) (Disco) (Mon., Wed., Fri., Sat)",268 North St.,Harrisburg,PA,"(*),(YC),(W),(D)","Cruising Areas,Bars/Clubs",,,,,12/1/2021 6:06am
3959,Strawberry Inn ,(Snacks),34 N. 2nd,Harrisburg,PA,,Hotel,,,,,11/23/2021 9:17am
3964,Marc I,(H & Lounge) (Looks promising),76-78 Walnut St.,Johnstown,PA,"(H),(D),(R)","Hotel,Restaurant",,,,,11/23/2021 9:17am
3965,Den of Pleasure ,(Adult books),49 Prince St.,Lancaster,PA,,Book Store,,,,,11/23/2021 9:17am
3966,Erotic Forum,(Books),227 N. Prince St.,Lancaster,PA,(*),Book Store,,,,,11/23/2021 9:17am
3967,Sundown Lounge,,429 N. Prince St.,Lancaster,PA,"(L),(D),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3968,Tally Ho ,"(Some YC, L) (Disco) (R - upstairs)",201 W. Orange ,Lancaster,PA,"(*),(YC),(L),(D),(R)",Restaurant,,,,,11/23/2021 9:17am
3969,Warehouse Sanctuary ,(AH - WE) (BYOB),227 N. Prince St.,Lancaster,PA,"(M),(AH),(WE),(BYOB),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
3979,Baron,(Disco) (3 bars),1 mi. W. on U.S. 202,New Hope,PA,"(*),(D),(E),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
3978,Allison's ,"(Some YC, L) (Adj. 'Shadows' Disco)",50 S. Main St.,New Hope,PA,"(YC),(L),(R),(H),(S),(D)",Restaurant,,,,,11/23/2021 9:17am
3982,Karla's ,,5 W. Mechanic St.,New Hope,PA,(R),Restaurant,,,,,11/23/2021 9:17am
3986,New Prelude ,(4 bars) (Cruisy) (1 mi. W. on US 202),408 York Rd.,New Hope,PA,"(*),(YC),(D)","Cruising Areas,Bars/Clubs",,,,,12/1/2021 6:08am
3985,New Hope Diner ,(24 hours),1 1/2 mi. W. on US 202,New Hope,PA,"(R),(C)",Restaurant,,,,,11/23/2021 9:17am
3984,Mother's ,,34 N. Main St.,New Hope,PA,(R),Restaurant,,,,,11/23/2021 9:17am
3988,Raven Hall Motel ,(Pool) (R & Bar),385 West,New Hope,PA,"(H),(*),(R)","Restaurant,Hotel",,,,,11/23/2021 9:17am
3992,Adonis Theatre,,2026 Sansom St.,Philadelphia,PA,,Theatre,,,,,11/23/2021 9:17am
3991,Adam & Eve Books,,133 S. 13th St.,Philadelphia,PA,,Book Store,,,,,11/23/2021 9:17am
3993,Ariel's Nest,(Disco) (May be closed),1213 N. 52nd St.,Philadelphia,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
3994,Astral Plane,,1706 Lombard St.,Philadelphia,PA,(R),Restaurant,,,,,11/23/2021 9:17am
3995,Backstage ,,614 S. 4th St.,Philadelphia,PA,"(R),(E),(S)",Restaurant,,,,,11/23/2021 9:17am
3997,Barrack's,(Health club) (Baths) (Some SM),1813 Samson St.,Philadelphia,PA,"(*),(P),(SM)","Bathhouses,Bars/Clubs",,,,,11/23/2021 9:17am
3998,"Bellevue Baths, Inc. ",(Looking up),100 S. Juniper,Philadelphia,PA,(OC),Bathhouses,,,,,11/23/2021 9:17am
4000,Cafe LaFitte,(Some OC) (Good cocktail hour),1304 Drury Lane,Philadelphia,PA,"(R),(OC),(*)",Restaurant,,,,,11/23/2021 9:17am
3999,Beth Ahavah Synagogue ,,2116 Walnut St.,Philadelphia,PA,,Religious Institution,,,,,11/23/2021 9:17am
4004,C.R. Club,,6405 Market St.,Philadelphia,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
4005,D.C.A.,"(Disco) (Burned, but now re-opened) (an alley betw. 12th & 13th, off Locust)",206 S. Camac,Philadelphia,PA,"(*),(P),(YC),(D),(AH)",Bars/Clubs,,,,,11/23/2021 9:17am
4002,Club Philadelphia Baths,,120 S. 13th St.,Philadelphia,PA,"(YC),(*)",Bathhouses,,,,,11/23/2021 9:17am
4006,Dee's Place,"(Some L, M)",512 South St.,Philadelphia,PA,"(R),(L),(M)",Restaurant,,,,,11/23/2021 9:17am
4007,Dignity ,(Catholic gays),250 S. 12th St.,Philadelphia,PA,,Religious Institution,,,,,12/1/2021 3:51am
4008,Drury Lane ,(Good days*) (bar below Lafittes),1306 Drury Lane,Philadelphia,PA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
4011,Forrest Lounge ,,206 S. Quince,Philadelphia,PA,"(M),(S)",Bars/Clubs,,,,,11/23/2021 9:17am
4010,Equus,(Disco - D - upstairs),254 S. 12th St.,Philadelphia,PA,"(*),(D),(R),(E)",Restaurant,,,,,11/23/2021 9:17am
4009,Eagle II,(Open 24 hrs),277 Broad betw.,Philadelphia,PA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4012,Gatsby's,(Upstairs) (Looks promising),227 Broad St.,Philadelphia,PA,"(P),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4013,Gay Coffee House & Community ,,326 Kater St.,Philadelphia,PA,,Restaurant,,,,,11/26/2021 1:38pm
4014,Giovanni's Room,(Some L) (Book store),345 S. 12th,Philadelphia,PA,"(*),(L)",Book Store,,,,,11/23/2021 9:17am
4015,Hasty Tasty Deli,(Open for breakfast),260 S. 12th,Philadelphia,PA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4016,L & L Rack,(Levis & leather clothing),1529 Spruce St.,Philadelphia,PA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
4018,Latest Dish,,613 S. 4th St.,Philadelphia,PA,(R),Restaurant,,,,,11/23/2021 9:17am
4017,La Banane Noire,,201 N. 3rd St.,Philadelphia,PA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4020,Lickety Spilt ,,782 South St.,Philadelphia,PA,(R),Restaurant,,,,,11/23/2021 9:17am
4019,Left Bank,,782 S. 2nd St.,Philadelphia,PA,(R),Restaurant,,,,,11/23/2021 9:17am
4022,Maxwell's Prime,,623 South St.,Philadelphia,PA,"(PE),(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4021,Male Room,(Books & peep shows) (Upstairs),1919 Market St.,Philadelphia,PA,(*),Bars/Clubs,,,,,1/7/2022 8:40am
4024,Nugget Saloon,,(Above 247 Bar),Philadelphia,PA,(R),Restaurant,,,,,11/23/2021 9:17am
4023,M.C.C. ,,2125 Chestnut ,Philadelphia,PA,(MCC),Religious Institution,,,,,12/1/2021 3:59am
4025,Odyssey II,(Disc) (Cruisy) (3 floors) (an alley off 16th betw. Spruce & Pine),1526 Delancy,Philadelphia,PA,"(*),(YC),(D)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
4026,Olympia Ballroom,(Disco) (AH - Sat. until 6am),5210 Broomal,Philadelphia,PA,"(B),(D),(AH)",Bars/Clubs,,,,,11/23/2021 9:17am
4028,P.B.L. Club,(L - only),204 S. Quince,Philadelphia,PA,"(P),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
4027,Onassis,,1735 Sansom St.,Philadelphia,PA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4029,Penrose Club,(Disco),1415 Locust ,Philadelphia,PA,"(*),(P),(AH),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4030,P.J.'s,(Some hustlers),1511 Spruce St.,Philadelphia,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
4032,Post,,1705 Chancellor St.,Philadelphia,PA,"(*),(SM),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
4031,Pleasure Chest,"(Leather, 'toys', erotica, etc.)",2039 Walnut St.,Philadelphia,PA,(*),Erotic Shop,,,,,11/26/2021 1:38pm
4033,Rainbows ,(Disco) (WE - AH*) (Also Loft - SM - 3rd floor),1217 Walnut ,Philadelphia,PA,"(P),(D),(WE),(AH),(*),(SM)",Bars/Clubs,,,,,11/23/2021 9:17am
4034,Ritz Bar,,14 N. 13th St.,Philadelphia,PA,"(M),(B)",Bars/Clubs,,,,,11/23/2021 9:17am
4035,Sackett Screening Room,(Cinema),2026 Sansom St.,Philadelphia,PA,,Theatre,,,,,11/23/2021 9:17am
4036,Sansom St. Cinema,,120 S. 13th St.,Philadelphia,PA,,Theatre,,,,,11/23/2021 9:17am
4037,Season's ,(Open Sundays) (off 13th St.),1308 Drury Lane ,Philadelphia,PA,"(R),(E),(D),(*)",Restaurant,,,,,11/23/2021 9:17am
4039,Sneakers ,,7 N. 3rd St.,Philadelphia,PA,"(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4038,Second Story ,,1127 Walnut ,Philadelphia,PA,"(M),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4040,Titan Room Books,,1919 Market St.,Philadelphia,PA,,Book Store,,,,,11/23/2021 9:17am
4041,Tom Cat Book ,(Downstairs) (Cruisy) (Open 24 hours),132 S. 13th St.,Philadelphia,PA,(*),"Cruising Areas,Book Store",,,,,11/23/2021 9:17am
4042,Two-Forty-Seven Bar,(Cruisy) (Good afternoons),247 S. 17th St.,Philadelphia,PA,"(*),(W)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
4043,Venture Inn,(Open Sundays),255 S. Camac,Philadelphia,PA,"(*),(R)",Restaurant,,,,,11/23/2021 9:17am
4044,Westbury Hotel Bar,('Mixed bag'),217 S. 15th St.,Philadelphia,PA,(*),"Bars/Clubs,Hotel",,,,,11/23/2021 9:17am
4045,Wild West Book Shop,(Open 24 hrs. - Upstairs is Cruisy),942 Market St.,Philadelphia,PA,(*),"Book Store,Cruising Areas",,,,,11/23/2021 9:17am
4046,Woody's ,(Neighborhood levi cruise bar - good days - lunch*),202 S. 13th St.,Philadelphia,PA,(*),"Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
4059,Club Pittsburgh Baths,,824 5th Ave.,Pittsburgh,PA,(*),Bathhouses,,,,,11/23/2021 9:17am
4058,Arena Baths,,2025 Forbes Ave.,Pittsburgh,PA,"(P),(OC)",Bathhouses,,,,,11/23/2021 9:17am
4060,Crossover Lounge,"(Some W, SM) (Cruisy) (N. side of 9th St. bridge)",100 Anderson St.,Pittsburgh,PA,"(*),(W),(SM)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
4061,David's ,,632 Penn Ave.,Pittsburgh,PA,"(OC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4064,Holiday Bar,(Cruisy) (Wed. SM night),4620 Forbes Ave.,Pittsburgh,PA,,"Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
4063,Good n' Plenty Adult Books Store,,943 Liberty ,Pittsburgh,PA,,Book Store,,,,,11/23/2021 9:17am
4065,House of Tilden ,(Hips) (Disco) (Some L) (Open 'til 3am) (Will possibly be moving),6308 Penn Ave.,Pittsburgh,PA,"(*),(P),(YC),(D),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
4068,Pegasus Lounge ,(Disco) (Occ. S),818 Liberty Ave.,Pittsburgh,PA,"(*),(D),(S),(E)",Bars/Clubs,,,,,11/23/2021 9:17am
4067,Norreh Social Club,"(Cruisy) (Main floor has (R) & (D), 2nd floor has (Some L), Basement 'Rathskeller' has (Some SM). Open 'til 3am.)",1226 Herron Ave.,Pittsburgh,PA,"(P),(*),(R),(D),(L),(SM)","Restaurant,Cruising Areas",,,,,11/29/2021 1:34pm
4070,Schume's Liberty Baths,(May be closing),917 Liberty Ave.,Pittsburgh,PA,(P),Bathhouses,,,,,11/23/2021 9:17am
4071,Shawn's ,,1209 5th Ave.,Pittsburgh,PA,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4073,The Follies,"(All-Male films, game room, 'wild back room', etc.) (Upstairs)",807 Liberty Ave.,Pittsburgh,PA,,Bars/Clubs,,,,,11/23/2021 9:17am
4072,Tender Trap ,(Upstairs cruise bar: (Some L) & Trapease - Downstairs (Disco - D),229 S. Highland Ave.,Pittsburgh,PA,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4074,Venture Inn,(Good days) ,923 Liberty Ave.,Pittsburgh,PA,"(YC),(D),(*)",Hotel,,,,,11/23/2021 9:17am
4085,Glass Door,(Disco),221 N. 5th St.,Reading,PA,"(M),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4087,This Is It,(Something for everyone) (WE*),801 Walnut,Reading,PA,"(D),(WE),(*),(R)",Restaurant,,,,,11/23/2021 9:17am
4090,Paradise Cove Hotel ,(Disco) (WE*) ,"Rte. 66, N. of Leechburg, on Schenley Rd.",Schenley,PA,"(WE),(*),(H),(R),(PT),(YC),(D)","Restaurant,Hotel",,,,,11/30/2021 6:50am
4091,Cafe Dimitri ,,237 Wyoming ,Scranton,PA,"(D),(*)",Restaurant,,,,,11/23/2021 9:17am
4092,Len's Book Store,,600 Spruce,Scranton,PA,,Book Store,,,,,11/23/2021 9:17am
4093,Silhouette Lounge,(M - days) (Many L - nights),521 Linden,Scranton,PA,"(M),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
4097,Mr. C's,(Disco) (Best on Mondays),112 W. College,State College,PA,"(M),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4098,Nittany News,(Books),108 W. College Ave.,State College,PA,,Book Store,,,,,11/26/2021 1:38pm
4099,Tomcat Club,,123 Humes Alley,State College,PA,"(M),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4102,Blue Bugle ,,724 Main St.,Stroudsburg,PA,"(R),(D),(WE)",Restaurant,,,,,11/23/2021 9:17am
4104,Coral Reef,,Center of town on Rte. 611,Tannersville,PA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
4107,Harry's Diner,,603 Hepburn,Williamsport,PA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
4109,Atland's Ranch,(Disco) (WE - only*),10 mi. W. of Rte. 30,York,PA,"(S),(E),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4110,14 Karat ,,W. Market St.,York,PA,(RT),Bars/Clubs,,,,,11/23/2021 9:17am
4111,Jenny's Restaurant ,,1400 W. Market St.,York,PA,,Restaurant,,,,,11/23/2021 9:17am
4112,The 1400 West Club ,(Disco),1400 W. Market St.,York,PA,"(YC),(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4113,Town Tavern,(Disco) (Some L),41 N. George St.,York,PA,"(*),(YC),(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4117,Marti's ,,174 Railroad St.,Central Falls,RI,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4124,Clemence St. Book Store,,35 Clemence St.,Providence,RI,,Book Store,,,,,11/23/2021 9:17am
4126,Deja Vu,(Closes 12 midnight),95 Eddy St.,Providence,RI,(E),Bars/Clubs,,,,,11/23/2021 9:17am
4125,Club Providence Baths,,257 Weybosset,Providence,RI,,"Bars/Clubs,Bathhouses",,,,,12/1/2021 4:30am
4127,Fife & Drum,(Upstairs) (Some L) (Disco),123 Weybosset,Providence,RI,"(YC),(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4128,Gallery ,(Unisex) (Disco) ,194 Richmond,Providence,RI,"(*),(YC),(D),(M)",Bars/Clubs,,,,,11/23/2021 9:17am
4130,M.C.C.,,5 Junction St.,Providence,RI,(MCC),Religious Institution,,,,,12/1/2021 3:59am
4131,Mirabar,(Small disco) (WE*) (Just off Weybosset - No neon sign - just #109),109 Eddy St.,Providence,RI,"(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
4132,133 Club,,133 Gano St.,Providence,RI,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
4133,Paris Cinema,(Cruisy),160 Broad St.,Providence,RI,,"Cruising Areas,Theatre",,,,,11/23/2021 9:17am
4134,Y.M.C.A.,(Cruisy gym),160 Broad St.,Providence,RI,"(M),(H)","Cruising Areas,Hotel,Gymnasium",,,,,11/26/2021 1:45pm
4145,Kings & Queens,(Some L) ,281 High St.,Woonsocket,RI,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4146,Les Jardins,(Disco) (Upstairs),36 N. Market St.,Charleston,SC,"(*),(P),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4147,Streetcar,(Cruisy),336 King St.,Charleston,SC,(*),"Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
4748,Adam & Eve Adult Ent. Center,,806 1/2 Kanawha Blvd. E.,Charleston,WV,,Erotic Shop,,,,,11/26/2021 1:42pm
4749,Adult World Twin Cinema ,,1008 Quarrier St.,Charleston,WV,(M),Theatre,,,,,11/24/2021 7:46am
4750,Empire Lounge,,1022 Lee St.,Charleston,WV,"(M),(RT)",Bars/Clubs,,,,,11/24/2021 7:47am
4752,Long Branch ,(Disco),808 Morris St.,Charleston,WV,"(D),(P)",Bars/Clubs,,,,,11/24/2021 7:48am
4751,Grand Palace,(Disco) (Occ. S) (Some L),617 Brooks St.,Charleston,WV,"(*),(YC),(D),(P),(S),(L),(PT)",Bars/Clubs,,,,,11/24/2021 7:48am
4753,Queen Bee,(Some L) (Occ. S) (Disco) ,168 Laidley,Charleston,WV,"(*),(P),(YC),(L),(S),(D),(PT)",Bars/Clubs,,,,,11/24/2021 7:50am
4754,Tap Room ,"(Some M, RT) (Downstairs)",1008 Quarrier St.,Charleston,WV,"(M),(RT)",Bars/Clubs,,,,,11/24/2021 7:50am
4163,South of the Border Motel Bar,,6 mi. N. on I-95,Dillon,SC,(M),"Bars/Clubs,Hotel",,,,,11/23/2021 9:17am
