ID2,title,streetaddress,unclear_address,description,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
3600,Fantasy House,81 S. 10th St.,,333-6313,Minneapolis,MN,,Erotica,,"Listed under ""Minneapolis/St. Paul.""",1993,8/7/2023 3:29pm
3612,Estaban's,11 4th St. SE,,281-3201 Mexican cuisine full bar,Rochester,MN,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3618,Joey's,1708 Beach Blvd.,,"435-5639 8pm-2am, til 5am Fri & Sat, clsd Mon & Tues (Hwy. 90)",Biloxi,MS,"(MW),(D),(E)",Bars,,,1993,4/26/2023 11:53am
3619,Le Bistro,153 Veterans Blvd.,,388-9366 8pm-?,Biloxi,MS,"(MW),(D),(S),(AH)",Bars,,,1993,4/25/2023 9:31pm
3620,"Adult Bookstore, The",1620 Pass Rd.,,435-2802 clsd Sun,Biloxi,MS,,Erotica,,,1993,4/25/2023 9:31pm
3621,Satellite News,1632 Pass Rd.,,432-8229 clsd Sun,Biloxi,MS,,Erotica,,,1993,4/25/2023 9:31pm
3631,Lambda AA,4872 N. State St.,,"(Unitarian Church) 353-7611 (MGLA hotline) 6:30pm Mon & Wed, 8pm Sat",Jackson ,MS,,Info Lines & Services,,,1993,4/25/2023 9:31pm
3633,Interchange,200 N. Mill St.,,"353-2041 10pm-? Wed, Fri-Sun",Jackson ,MS,"(MW),(B),(D),(S),(BW),BYOB",Bars,,,1993,4/25/2023 9:31pm
3635,Jack's (& Jill's) Saloon,208 W. Capitol,,"352-0022 9pm-? Wed, Fri, Sat & Sun",Jackson ,MS,"(MW),(D),BYOB,(AH)",Bars,,,1993,4/25/2023 9:31pm
3638,MCC Jackson,500 E. Woodrow Wilson Ave.,,366-1815 10:30am & 7pm Sun,Jackson ,MS,,Religious Organizations,,,1993,4/25/2023 9:31pm
3639,St. Stephen's United Community Church,4872 N. State St.,,939-7181/373-8610 worship 5pm Sun,Jackson ,MS,,Religious Organizations,,,1993,4/25/2023 9:31pm
3641,Heritage Video,1515 Terry Rd.,,354-5555,Jackson ,MS,,Erotica,,,1993,4/25/2023 9:31pm
3651,Miller's Still Lounge,1101 Washington St.,,"636-9614 2pm-midnight Sun-Th, til 2am Fri & Sat",Vicksburg,MS,"(MX),(D),(E),(F)",Bars,,,1993,4/25/2023 9:31pm
3652,Hill City News & Novelty,1214 Washington St.,,638-4435,Vicksburg,MS,,Erotica,,,1993,4/25/2023 9:31pm
3654,Independence Place,5 S. Henderson St.,,"334-2939 opens 8:30pm, from 7pm Fri & Sat, clsd Sun",Cape Girardeau,MO,"(MW),(D),(S)",Bars,,,1993,4/25/2023 9:31pm
3658,Contacts,306 S. 9th St.,,"443-0281 5pm-1:30am, from 8pm Sat, clsd Sun",Columbia,MO,"(MW),(E),(NH),(S)",Bars,,,1993,4/25/2023 9:31pm
3659,Zazooz,6860 Mexico Gravel Rd.,,474-9086 8pm-1am Wed-Sat,Columbia,MO,"(*),(MW),(D),(CW)",Bars,,,1993,4/25/2023 9:31pm
3660,Mixed Company: A Coffee House,1025 E. Walnut,,"449-1141 noon-midnight, vegetarian",Columbia,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3661,"Bosom of Ishtar Bookstore, The",1027 E. Walnut,,"443-4340, 10am-6pm, til 4pm Sat & Sun",Columbia,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3662,Dignity,701 Maryland,,"449-5424, 6:30pm every other Sun",Columbia,MO,,Religious Organizations,,,1993,4/25/2023 9:31pm
3664,Midwest Adult Book Store,101 E. Walnut St.,,442-6622,Columbia,MO,,Erotica,,,1993,4/25/2023 9:31pm
3669,Billy Jacks,720 Main St.,,"781-6453 3pm-1:30am, clsd Sun",Joplin,MO,"(MW),(D),(NH),(CW)",Bars,,,1993,4/25/2023 9:31pm
3670,C.G.'s Lounge,722 Main St.,,623-9313 6:30pm-1:30am Wed-Sat,Joplin,MO,"(MW),(D),(S)",Bars,,,1993,4/25/2023 9:31pm
3672,AA Gay/Lesbian,301 E. 31st St.,,"753-9668 noon, 6pm & 8pm Mon-Fri, noon & 7pm Sat & Sun",Kansas City,MO,,Info Lines & Services,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3676,Unicorn Theatre,3820 Main,,531-3033,Kansas City,MO,,Info Lines & Services,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3677,1823 Club,1823 Wyandotte,,421-9990,Kansas City,MO,"(*),(PC)",Accommodations,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3678,Cabaret,5024 Main St.,,753-6504 3pm-3am,Kansas City,MO,"(*),(D),(YC),(F)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3679,"Edge, The",323 W. 8th,,"(in the Lucas Bldg.) 221-8900 8pm-3am, clsd Sun",Kansas City,MO,"(*),(MW),(D),(YC)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3680,"Fox, The","7520 Shawnee Mission Pkwy., Overland Park",,"(913)384-0369 11am-2am, from 4pm Sat & Sun, more gay in evenings",Kansas City,MO,"(MX),(NH)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3681,Gulf Ball Lounge,3715 Main St.,,753-9140 11am-3am,Kansas City,MO,"(MW),(D)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3682,Joseph's Lounge & Busstop Cafe,1022 McGee St.,,"474-5331 8am-1:30am, 11am-midnight Sun",Kansas City,MO,"(MX),(F)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3683,"New DB, The",1922 Main St.,,471-2424 11am-3am,Kansas City,MO,"(*),(L),(LV)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3684,Other Side,3611 Broadway,,"931-0501 3:30pm-1:30am, clsd Sun",Kansas City,MO,"(NH),(V)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3685,Sidekicks,3707 Main St.,,"931-1430 2pm-3am, clsd Sun",Kansas City,MO,"(D),(CW)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3686,Tap's,1834 Main St.,,842-9595 6am-3am,Kansas City,MO,(D),Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3687,Ted's Bar & Grill,529 Walnut,,"472-0569 6am-1:30am, 11am-midnight Sun",Kansas City,MO,"(MX),(CW),(NH),(F)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3688,Tools,518 E. 31st St.,,753-0263 6am-1:30am,Kansas City,MO,"(MW),(NH)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3689,Turtle's Bar & Grill,1809 Grand St.,,"283-0511 11am-midnight, til 1:30am Fri & Sat",Kansas City,MO,"(MW),(D),(F),(V)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3690,View on the Hill,"204 Orchard Kansas City, KS",,"(913)371-9370 4pm-2am, from noon Sat & Sun",Kansas City,MO,(NH),Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3691,Windjammer,1822 Main St.,,472-1185 6pm-3am Tues-Sun,Kansas City,MO,"(*),(D),(F)",Bars,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3692,"Corner Restaurant, The",4059 Broadway,,"931-6630 7am-9pm, til 2pm Sat & Sun",Kansas City,MO,"(MX),(BW)",Restaurants & Cafes,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3693,1823 Club,1823 Wyandotte,,421-9990 24hrs,Kansas City,MO,"(*),(PC)",Gyms/Health Clubs,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3694,Larry's Gift & Cards,4 W. 39th St.,,"753-4757, 10am-7pm, noon-5pm Sun",Kansas City,MO,,Bookstores/Retail Shops,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3695,Phoenix Books,317 Westport Rd.,,"931-5794 gay/lesbian, 10am-6pm, til 5pm Sun",Kansas City,MO,,Bookstores/Retail Shops,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3696,Lutherans Concerned,1104 NE Vivian Rd.,,"(St. James Church) 452-1018, 2nd Sun 3pm",Kansas City,MO,,Religious Organizations,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3697,MCC Kansas City,3801 Wyandotte,,"931-0750, 8:45am & 11:15am Sun, 7:15pm Wed",Kansas City,MO,,Religious Organizations,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3698,MCC of Johnson County,"12510 W. 62nd Terrace #106, Shawnee, KS",,"(913) 631-1184, 10:30am Sun",Kansas City,MO,,Religious Organizations,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3699,Current News,16 E. 39th St.,,561-2679 weekly,Kansas City,MO,,Publications,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3700,Adrianne's Book Store,3314 Troost,,561-8996,Kansas City,MO,,Erotica,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3701,Erotic City,8401 E. Truman Rd.,,"252-3370, 24hrs",Kansas City,MO,,Erotica,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3702,Hollywood at Home,"9063 Metcalf, Overland Park",,(913) 649-9666,Kansas City,MO,,Erotica,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3703,Ray's Playpen,3235 Main St.,,"753-7692, 24hrs",Kansas City,MO,,Erotica,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3704,Valentine Video,901 Westport Rd.,,561-3701,Kansas City,MO,,Erotica,checked,"Listed under ""Kansas City (includes Kansas City, Kansas)""",1993,4/25/2023 9:31pm
3710,Everybody's Garage Sale,206 N. 4th,,"263-8564, 9am-4pm Mon-Fri",Moberly,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3714,AA Gay/Lesbian,1312 N. Benton,,(First Congregational Church) 862-9264 (AA#) 6pm Sat,Springfield,MO,,Info Lines & Services,,,1993,4/25/2023 9:31pm
3715,Club 1105,1105 E. Commercial,,"831-9043 4pm-1:30am, clsd Sun, 3 bars in complex",Springfield,MO,"(*),(MW),(D),(S),(CW)",Bars,,,1993,4/25/2023 9:31pm
3716,Downbeat,219 W. Olive St.,,"864-4572 4pm-1:30am, from 2pm Sat, clsd Sun, patio",Springfield,MO,(NH),Bars,,,1993,4/25/2023 9:31pm
3717,College St. Station,620 W. College St.,,"865-4500 11am-11pm, til 4pm Sat, clsd Sun, full bar",Springfield,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3718,Downtown Metropolis,308 South St.,,"866-3696, 10am-5pm, clsd Sun",Springfield,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3719,Bolivar Road News,4030 N. Bolivar Rd.,,833-3354,Springfield,MO,,Erotica,,,1993,4/25/2023 9:31pm
3720,Sunshine News & Arcade,3537 W. Sunshine,,831-2298,Springfield,MO,,Erotica,,,1993,4/25/2023 9:31pm
3722,Avi's Lounge,705 Esmond St.,,"364-9748 4pm-1:30am, clsd Sun",St. Joseph,MO,"(MW),(D),(NH)",Bars,,,1993,4/25/2023 9:31pm
3730,Brewers House,1829 Lami St.,,771-1542 B&B,St. Louis,MO,,Accommodations,,,1993,4/25/2023 9:31pm
3731,Alton Metro,"602 Belle St., Alton IL",,(618)465-8687 2pm-1:30am,St. Louis,MO,"(MW),(D),(S)",Bars,,,1993,4/25/2023 9:31pm
3732,Alley Bar & Grill,420 N. 17th St.,,"436-0203 10am-1:30am, clsd Sun",St. Louis,MO,"(D),(F)",Bars,,,1993,4/25/2023 9:31pm
3733,Angles,3511 Chouteau Ave.,,"772-2645 11am-3am, from 3pm Mon, patio",St. Louis,MO,"(MW),(D),(F)",Bars,,,1993,4/25/2023 9:31pm
3734,Char Pei Lounge,"400 Mascoutah Ave., Bellville, IL",,"(618)236-0810 6pm-2am, from noon Sun",St. Louis,MO,"(MW),(D)",Bars,,,1993,4/25/2023 9:31pm
3735,Clementine's,2001 Menard,,"664-7869 10am-1:30am, clsd Sun",St. Louis,MO,"(*),(L),(LV)",Bars,,,1993,4/25/2023 9:31pm
3736,Ernie's Class Act Restaurant & Lounge,3756 S. Broadway,,"664-6221 11am-1:30am, clsd Sun",St. Louis,MO,"(MW),(D),(F),(S)",Bars,,,1993,4/25/2023 9:31pm
3737,Faces Complex,"130 4th, E. St. Louis, IL",,"(618)271-7410, 3 level complex, from 4pm",St. Louis,MO,"(D),(L),(LV),(E),(S),(AH)",Bars,,,1993,4/25/2023 9:31pm
3738,Fallout,1224 Washington Ave.,,421-0003 9pm-3am Tues-Sat,St. Louis,MO,"(*),(MW),(D),(YC),(AH)",Bars,,,1993,4/25/2023 9:31pm
3739,Front Page,2330 Menard,,"664-2939 8am-1:30am, clsd Sun, drag bar",St. Louis,MO,"(E),(OC),(S)",Bars,,,1993,4/25/2023 9:31pm
3740,Gabriel's Club,6901 S. Broadway,,832-0656 10am-1:30am,St. Louis,MO,"(MW),(D),(F)",Bars,,,1993,4/25/2023 9:31pm
3741,Loading Zone,16 S. Euclid,,"361-4119 2pm-1:30am, clsd Sun",St. Louis,MO,"(MW),(V)",Bars,,,1993,4/25/2023 9:31pm
3742,Magnolia's,5 S. Vandeventer,,"652-6500 5pm-3am, dinner nightly",St. Louis,MO,"(*),(F),(S)",Bars,,,1993,4/25/2023 9:31pm
3743,Monte's,1927 S. Jefferson,,"664-5239 3pm-1:30am, clsd Sun",St. Louis,MO,"(*),(NH)",Bars,,,1993,4/25/2023 9:31pm
3744,Nite's/Gateway,212 N. Vandeventer,,652-3123 8pm-3am Tues-Sun,St. Louis,MO,"(*),(D),(L),(V),(YC)",Bars,,,1993,4/25/2023 9:31pm
3745,Cafe Balaban's,405 N. Euclid Ave.,,"361-8085 open daily, full bar",St. Louis,MO,"(*),(MX)",Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3746,Cafe Infiniti,1305 Washington,,231-3268 lunch & dinner,St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3747,Duff's,392 N. Euclid Ave.,,"361-0522 clsd Mon, full bar",St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3748,Majestic Bar & Restaurant,4900 Laclede,,361-2011 6am-1am,St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3749,On Broadway Bistro,5300 N. Broadway,,"421-0087 11am-3am, full bar",St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3750,Redel's,310 Debaliviere,,367-7005 cocktails,St. Louis,MO,"(*),(MX)",Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3751,Sunshine Inn,8 1/2 S. Euclid Ave.,,"367-1413 vegetarian, clsd Mon",St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3752,West End Cafe,2 N. Euclid Ave.,,361-2020 lunch & dinner,St. Louis,MO,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3753,Club Body Center,2625 Samuel Shepard Dr.,,533-3666 24hrs,St. Louis,MO,"(*),(PC)",Gyms/Health Clubs,,,1993,4/25/2023 9:31pm
3754,Daily Planet News,243 N. Euclid Ave.,,"367-1333, 7am-8pm",St. Louis,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3755,Left Blank Books,399 N. Euclid Ave.,,"367-6731, 10am-10pm, til 5pm Sun",St. Louis,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3756,Our World Too,11 S. Vandeventer,,"533-5322, 10am-9pm, til 11pm Fri & Sat, lesbian/gay bookstore",St. Louis,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3757,"Pages, Video, & More",10 N. Euclid Ave.,,"361-3420, 9am-9pm, til 5pm Sun",St. Louis,MO,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3758,Dynamic Travel,7750 Clayton Rd. Ste. 105,,781-8400/(800)237-4083,St. Louis,MO,(IGTA),Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3759,Lafayette Square Travel Co.,1801 Lafayette Ave.,,776-8747,St. Louis,MO,(IGTA),Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3760,Patrick Travel,22 N. Euclid Ave.,,367-1468,St. Louis,MO,(IGTA),Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3761,Agape Church,2026 Lafayette,,"664-3588, 10:45am Sun",St. Louis,MO,,Religious Organizations,,,1993,4/25/2023 9:31pm
3762,Dignity St. Louis,6400 Minnesota Ave.,,"863-6002, 7:30pm Sun",St. Louis,MO,,Religious Organizations,,,1993,4/25/2023 9:31pm
3763,MCC,1120 Dolman,,"231-9100, 11am-7pm Sun",St. Louis,MO,,Religious Organizations,,,1993,4/25/2023 9:31pm
3770,Corral Bar,5005 Hwy. 312 E.,,373-5345 11am-2am,Billings,MT,"(*),(MW),(CW),(D),(E)",Bars,,,1993,4/25/2023 9:31pm
3771,Barjon's,2718 3rd Ave. N.,,"252-4398, 9:30am-5:30pm Mon-Sat",Billings,MT,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3772,MCC Family of God,645 Howard St.,,"245-7066, 11am Sun & 7pm Wed",Billings,MT,,Religious Organizations,,,1993,4/25/2023 9:31pm
3773,"Adult Shop, The",2702 Minnesota Ave.,,245-4293,Billings,MT,,Erotica,,,1993,4/25/2023 9:31pm
3774,Studio One Adult Theater,2709 Montana Ave.,,259-0051,Billings,MT,,Erotica,,,1993,4/25/2023 9:31pm
3777,Gallatin Gateway Inn,76405 Gallatin Rd.,,"763-4672 historic inn, dinner nightly, Sun brunch, hot tub",Bozeman,MT,"(MX),(F),(SW)",Accommodations,,,1993,4/25/2023 9:31pm
3778,Ms. Kitty's Adult Store,12 N. Wilson,,586-6989,Bozeman,MT,,Erotica,,,1993,4/25/2023 9:31pm
3779,Rocky Adult Book Store,121 W. Broadway,,723-7218,Butte,MT,,Erotica,,,1993,4/25/2023 9:31pm
3781,Toad Hall,304 Central Ave. W.,,761-0177 open late,Great Falls,MT,"(MW),(BW),(D)",Bars,,,1993,4/25/2023 9:31pm
3787,Amvets Club,225 Ryman,,728-3137 noon-2am more gay late in evenings (after 8pm),Missoula,MT,"(MX),(D)",Bars,,,1993,4/25/2023 9:31pm
3789,Fantasy for Adults Only,210 E. Main St.,,543-7760,Missoula,MT,,Erotica,,,1993,4/25/2023 9:31pm
3793,North Crow Vacation Ranch,2360 N. Crow Rd.,,"676-5169 35acre campground w/cabins, tipis, hot tub (May15-October 15)",Ronan,MT,"(MW),(N)",Accommodations,,,1993,4/25/2023 9:31pm
3800,UNL Gay/Lesbian Student Assn.,"342 Nebraska Union, Rm. 340",,472-5644 support group 8pm Th,Lincoln,NE,,Info Lines & Services,,,1993,4/25/2023 9:31pm
3801,"Panic, The",200 S. 18th St.,,"435-8764 4pm-1am, from 1pm Sat & Sun",Lincoln,NE,"(MW),(D),(LV),(S)",Bars,,,1993,4/25/2023 9:31pm
3802,Avant Card,1323 'O' St.,,476-1918 10am-7pm,Lincoln,NE,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3803,Readers Choice,1200 'N' St.,,"(2nd flr. The Atrium) 476-8778, 9am-6pm, clsd Sun",Lincoln,NE,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3804,Adult Books & Cinema X,921 'O' St.,,"435-9323, 24hrs",Lincoln,NE,,Erotica,,,1993,4/25/2023 9:31pm
3812,Diamond Bar,712 S. 16th St.,,"342-9595 9am-1am, from noon Sun",Omaha,NE,"(LV),(CW),(NH)",Bars,,,1993,4/25/2023 9:31pm
3813,Gilligan's Bar,1823 Leavenworth St.,,449-9147 2pm-1am,Omaha,NE,"(MW),(NH)",Bars,,,1993,4/25/2023 9:31pm
3814,"Max, The",1417 Jackson,,"346-4110 4pm-1am, from noon Sun, patio",Omaha,NE,"(*),(MW),(D),(V),(S)",Bars,,,1993,4/25/2023 9:31pm
3815,"Run, The",1715 Leavenworth St.,,"449-8703 2pm-1am, til 4am Fri & Sat, volleyball court",Omaha,NE,"(D),(AH)",Bars,,,1993,4/25/2023 9:31pm
3816,French Cafe,1017 Howard St.,,341-3547 clsd Sun,Omaha,NE,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3817,Neon Goose Cafe Bar,1012 S. 10th,,341-2063 clsd Mon,Omaha,NE,(MX),Restaurants & Cafes,,,1993,4/25/2023 9:31pm
3818,MCC of Omaha,420 S. 24th St.,,"345-2563, 10:20am & 7pm Sun, support groups",Omaha,NE,,Religious Organizations,,,1993,4/25/2023 9:31pm
3833,Lambda Alano,1612 E. Charleston,,382-1177 club for 12-step recovery programs,Las Vegas,NV,,Info Lines & Services,,,1993,4/25/2023 9:31pm
3835,Lambda Studio Community,722 E. Naples,,731-1919 (mornings) monthly apts.,Las Vegas,NV,(MX),Accommodations,,,1993,4/25/2023 9:31pm
3836,Angles,4633 Paradise Rd.,,"791-0100 24hrs, slots",Las Vegas,NV,(LV),Bars,,,1993,4/25/2023 9:31pm
3837,Backstreet,5012 S. Arville Rd.,,"(Masco Park) 876-1844 DJ 9pm-3am, lessons Th & Sat, 24hrs, slots",Las Vegas,NV,"(MW),(D),(CW)",Bars,,,1993,4/25/2023 9:31pm
3838,Badlands Saloon,953 E. Sahara Ste. 22-B,,"893-9644 24hrs, slots, CW dance lessons 7:30pm Th",Las Vegas,NV,"(CW),(D),(F)",Bars,,,1993,4/25/2023 9:31pm
3839,Buffalo,4640 Paradise Rd.,,"733-8355 24hrs, slots",Las Vegas,NV,"(*),(LV),(L),(V)",Bars,,,1993,4/25/2023 9:31pm
3840,Choices,1729 E. Charleston,,"382-4791 24hrs, slots",Las Vegas,NV,(NH),Bars,,,1993,4/25/2023 9:31pm
3841,Gipsy,4605 Paradise Rd.,,"731-1919 10pm-6am, slots",Las Vegas,NV,"(*),(MW),(D),(YC),(S)",Bars,,,1993,4/25/2023 9:31pm
3842,Goodtimes,1775 E. Tropicana,,(Liberace Plaza) 736-9494 24hrs,Las Vegas,NV,"(D),(YC)",Bars,,,1993,4/25/2023 9:31pm
3843,Lace,4633 Paradise Rd.,,"(entrance behind Angles) 791-1947 4pm-4am, men welcome",Las Vegas,NV,"(*),(W),(D),(NH)",Bars,,,1993,4/25/2023 9:31pm
3844,"Las Vegas Eagle, The",3430 E. Tropicana,,"458-8662 24hrs, slots, DJ late night",Las Vegas,NV,"(D),(L),(LV)",Bars,,,1993,4/25/2023 9:31pm
3845,Numbers,1415 E. Charleston,,"385-2018 24hrs, slots",Las Vegas,NV,"(NH),(E),(S)",Bars,,,1993,4/25/2023 9:31pm
3846,Snick's Place,1402 S. 4th St.,,"385-9298 24hrs, slots",Las Vegas,NV,(NH),Bars,,,1993,4/25/2023 9:31pm
3847,Steppin' Out,3421 Boulder Hwy.,,"457-5783 24hrs, slots, men welcome",Las Vegas,NV,"(W),(D),(NH)",Bars,,,1993,4/25/2023 9:31pm
3849,Bright Pink Literature,4643 Paradise,,"737-7780 gay/lesbian-feminist, 1:30-9pm Tues-Th & Sun, til midnight Fri-Sat",Las Vegas,NV,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3850,Paper Moon,2841 Green Valley Pkwy.,,"454-1492 cards & gifts, 10am-7pm, clsd Sun",Las Vegas,NV,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3851,Boys Club Travel,850 S. Rancho Ste. 2136,,(800)779-8029,Las Vegas,NV,,Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3852,Celebrity World Travel,3661 S. Maryland Pkwy. Ste. 6,,369-9777/(800)346-5999,Las Vegas,NV,(IGTA),Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3853,Lakes Travel,9032 W. Sahara,,255-0335 ask for Marlene,Las Vegas,NV,(IGTA),Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3854,Pacific International Travel Systems,4608 Paradise Rd.,,796-9699/(800)227-7110 ask for Freddie,Las Vegas,NV,,Travel/Tour Operators,,,1993,4/25/2023 9:31pm
3855,MCC,1119 S. Main St.,,"384-2325, 10am & 6pm Sun, 7pm Wed",Las Vegas,NV,,Religious Organizations,,,1993,4/25/2023 9:31pm
3857,Fantasy Video Plus,"1100 N. Boulder Hwy., Henderson",,"565-3227, 24hrs",Las Vegas,NV,,Erotica,,,1993,4/25/2023 9:31pm
3858,Flick Adult Theatre,719 E. Fremont,,"386-0250, 24hrs",Las Vegas,NV,,Erotica,,,1993,4/25/2023 9:31pm
3859,Industrial Road Adult Books,3463 Industrial Rd.,,"734-7667, 24hrs",Las Vegas,NV,,Erotica,,,1993,4/25/2023 9:31pm
3860,Price Video,4640 Paradise Rd. Ste. 11,,734-1342,Las Vegas,NV,,Erotica,,,1993,4/25/2023 9:31pm
3861,Pure Pleasure Adult Books,3177 S. Highland,,"369-8044, 24hrs, arcade",Las Vegas,NV,,Erotica,,,1993,4/25/2023 9:31pm
3870,Roadway Inn,2050 Market St.,,"786-2500/(800)648-3800 210 rms, jacuzzi, sauna",Reno,NV,"(MX),(SW)",Accommodations,,,1993,4/25/2023 9:31pm
3871,1099,1099 St. Virginia,,329-1099 24hrs,Reno,NV,"(MW),(NH),(LV),(S)",Bars,,,1993,4/25/2023 9:31pm
3872,Bad Dolly's,535 E. 4th,,"348-1983 3pm-3am, from 11am Sat & Sun, CW Th, DJ Fri & Sat",Reno,NV,"(MW),(D)",Bars,,,1993,4/25/2023 9:31pm
3873,Bar West,210 Commercial Row,,786-0878 24hrs,Reno,NV,"(*),(D),(H),(S),(V)",Bars,,,1993,4/25/2023 9:31pm
3874,Five Star Saloon,132 West St.,,329-2878 24hrs,Reno,NV,"(*),(D),(LV),(NH),(F)",Bars,,,1993,4/25/2023 9:31pm
3875,Ron's Piano Bar,145 Hillcrest St.,,829-7667 11am-3am,Reno,NV,"(MX),(E)",Bars,,,1993,4/25/2023 9:31pm
3876,Visions Bar & Hotel,3001 W. 4th St.,,786-5455 24hrs,Reno,NV,"(*),(D),(YC),(SW)",Bars,,,1993,4/25/2023 9:31pm
3877,Steve's,1030 W. 2nd St.,,"323-8770 24hrs, spa",Reno,NV,(PC),Gyms/Health Clubs,,,1993,4/25/2023 9:31pm
3878,Grapevine Books,290 California Ave.,,"786-4869 gay/lesbian-feminist, 10am-8pm, from noon Sat & Sun",Reno,NV,,Bookstores/Retail Shops,,,1993,4/25/2023 9:31pm
3879,MCC of the Sierras,3405 Gulling Rd.,,"(Temple Sinai) 829-8602, 7pm Sun",Reno,NV,,Religious Organizations,,,1993,4/25/2023 9:31pm
3881,"Chocolate Walrus, The",4001 S. Virginia,,"(Old Town Mall) 826-6909 adult chocolates, videos, novelties",Reno,NV,,Erotica,,,1993,4/25/2023 9:31pm
