"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","notes","full.address","lon","lat","geoAddress","status","ID"
"Middle Empire Lakes Park","Cruisy Area,(AYOR)","(very AYOR)","","Cruising Areas","Coos Bay","OR","checked",1992,"",", OR",-124.259711,43.396412,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4732"
"Pony Village Shopping Ctr.","Cruisy Area,(AYOR)","","","Cruising Areas","Coos Bay","OR","checked",1992,"",", OR",-124.23426,43.404395,"unclear_coded_by_hand","Found","1992-OR-4733"
"Community Outreach, Inc.","","758-3000 non-gay crisis line with gay resources, 24 hours","128 S.W. 9th","Info Lines & Services","Corvallis","OR",NA,1992,"","128 S.W. 9th ,  Corvallis ,  OR",-123.2678115,44.5655287,"sunflower house, 128 sw 9th st, corvallis, or 97333, usa","Geocoded","1992-OR-4734"
"Grass Roots Bookstore","","754-7668 alternative/gay titles, 9:30am-5:30am Mon-Wed & Sat, Thur/Fri til 9","227 S.W. 2nd St.","Bookstore/Retail Shops","Corvallis","OR",NA,1992,"","227 S.W. 2nd St. ,  Corvallis ,  OR",-123.2604967,44.5625066,"227 sw 2nd st, corvallis, or 97333, usa","Geocoded","1992-OR-4735"
"O.S.U. Home Econ. Bldg. & Student Union","(AYOR),Cruisy Area","","","Cruising Areas","Corvallis","OR","checked",1992,"",", OR",-123.279444,44.563781,"unclear_coded_by_hand","Found","1992-OR-4736"
"Willamette River N. of  Willamette Park","Cruisy Area,(N)","summers only","","Cruising Areas","Corvallis","OR","checked",1992,"",", OR",-123.250323,44.540046,"unclear_coded_by_hand","Found","1992-OR-4737"
"Gay/Lesbian AA","","342-4113 (AA#) 8pm Fri, call for location & other mtg times","","Info Lines & Services","Eugene","OR","checked",1992,"",", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4738"
"Gay/Lesbian Helpline","","683-2428/(800)333-5592, 4pm-10pm Mon-Thurs","","Info Lines & Services","Eugene","OR","checked",1992,"",", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4739"
"Global Real Estate Referrals","","(800)346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Eugene","OR","checked",1992,"",", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4740"
"Club Arena","(*),(MX),(D),(V),(YC),(S)","683-2360 7pm-2:30am","959 Pearl St.","Bars","Eugene","OR",NA,1992,"","959 Pearl St. ,  Eugene ,  OR",-123.0895316,44.0492797,"959 pearl st, eugene, or 97401, usa","Geocoded","1992-OR-4741"
"MCC","","(Campus Interfaith Ministry Bldg.) 345-5963, 6pm Sun","1414 Kincaid","Religious Organization","Eugene","OR",NA,1992,"","1414 Kincaid ,  Eugene ,  OR",-123.0789935,44.0442455,"1414 kincaid st, eugene, or 97401, usa","Geocoded","1992-OR-4742"
"Lavender Network, The","","#207, 485-7285 monthly","454 Willamette","Publication","Eugene","OR",NA,1992,"","454 Willamette ,  Eugene ,  OR",-123.0929264,44.0547995,"454 willamette st, eugene, or 97401, usa","Geocoded","1992-OR-4743"
"Fanatasy Welcome","","342-7240","490 E. Broadway","Erotica","Eugene","OR",NA,1992,"","490 E. Broadway ,  Eugene ,  OR",-123.0850956,44.0496939,"490 e broadway, eugene, or 97401, usa","Geocoded","1992-OR-4744"
"Skinner Butte Park","Cruisy Area,(AYOR)","","","Cruising Areas","Eugene","OR","checked",1992,"",", OR",-123.096405,44.06094,"unclear_coded_by_hand","Found","1992-OR-4745"
"U. of O. Student Union","Cruisy Area,(AYOR)","","","Cruising Areas","Eugene","OR","checked",1992,"",", OR",-123.072605,44.04483,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4746"
"Lesbian/Gay Hotline","","P.O. Box 1185, 97526, 773-8146 7pm-11pm","","Info Lines & Services","Grants Pass","OR","checked",1992,"",", OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4747"
"'Rest Stop' on I-5, 3 mi. N. (both sides)","Cruisy Area,(AYOR)","(very AYOR)","","Cruising Areas","Grants Pass","OR","checked",1992,"",", OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4748"
"Riverside Park nr. art museum","Cruisy Area","","","Cruising Areas","Grants Pass","OR","checked",1992,"",", OR",-123.329272,42.428346,"unclear_coded_by_hand","Found","1992-OR-4749"
"Moore Park","Cruisy Area",", summers","","Cruising Areas","Klamath Falls","OR","checked",1992,"",", OR",-121.811471,42.232291,"unclear_coded_by_hand","Found","1992-OR-4750"
"'Rest Stop' on Hwy. 97, 7 mi. S. of Klamath Falls","Cruisy Area","","","Cruising Areas","Klamath Falls","OR","checked",1992,"",", OR",-121.78167,42.224867,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4751"
"Over-The-Waves","(MX),(E)","994-3877 seafood, 8am-10pm, lounge til 2am","2945 N.W. Jetty","Restaurants & Cafes","Lincoln City","OR",NA,1992,"","2945 N.W. Jetty ,  Lincoln City ,  OR",-124.0135461,44.9868222,"2945 nw jetty ave, lincoln city, or 97367, usa","Geocoded","1992-OR-4752"
"AA Gay/Lesbian","","(meets at MCC location) 773-4848","","Info Lines & Services","Medford","OR","checked",1992,"",", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4753"
"MCC","","770-7966, 10am Sun","114 E. 6th St.","Cruising Areas","Medford","OR",NA,1992,"","114 E. 6th St. ,  Medford ,  OR",-122.8734712,42.3270051,"114 e 6th st, medford, or 97501, usa","Geocoded","1992-OR-4754"
"'Rest Stop' 5 mi. S.","Cruisy Area,(AYOR)","(late nights)(very AYOR)","","Cruising Areas","Medford","OR","checked",1992,"",", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4755"
"Bike Trails north to south end of town","Cruisy Area,(AYOR)","(very AYOR)","","Cruising Areas","Medford","OR","checked",1992,"",", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4756"
"Yaquina Bay State Park","Cruisy Area","","","Cruising Areas","Newport","OR","checked",1992,"",", OR",-124.064766,44.62423,"unclear_coded_by_hand","Found","1992-OR-4757"
"AA Gay/Lesbian","","223-8569 (AA#)","","Info Lines & Services","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4758"
"Global Real Estate Referrals","","(800) 346-5592, gay realtor at your service (see ad nat'l sec.)","","Info Lines & Services","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4759"
"Live and Let Live Club","","231-3760 various 12 step meetings","527 S.E. Pine","Info Lines & Services","Portland","OR",NA,1992,"","527 S.E. Pine ,  Portland ,  OR",-122.6599191,45.5208792,"527 se pine st, portland, or 97214, usa","Geocoded","1992-OR-4760"
"Park Avenue Social Club","","S.W. Madison & Park Ave. (First Congret. Church) 244-3225, 7:30pm Tues (alternative to bars)","","Info Lines & Services","Portland","OR","checked",1992,"",", OR",-122.682397,45.516275,"unclear_coded_by_hand","Found","1992-OR-4761"
"Phoenix Rising","","223-8299 gay/lesbian referrals & counseling service","","Info Lines & Services","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4762"
"The Open Quest Institute, TOQI","","(800) 444-9999, 24 hour Crisis Hotline","","Info Lines & Services","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4763"
"Benjamin Stark Hotel","(MX)","274-1223","1022 S.W. Stark St.","Info Lines & Services","Portland","OR",NA,1992,"","1022 S.W. Stark St. ,  Portland ,  OR",-122.681617,45.522011,"1022 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4764"
"Club Portland","","227-9992 24hrs, spa and executive suites (see ad center color section)","303 S.W. 12th Ave.","Accomodations","Portland","OR",NA,1992,"","303 S.W. 12th Ave. ,  Portland ,  OR",-122.6834309,45.5227888,"303 sw 12th ave, portland, or 97205, usa","Geocoded","1992-OR-4765"
"Anchors","(NH),(F),(BW)","220-4001 10am-midnight Mon-Fri, from 8am Sat & Sun","211 S.W. Ankeny St.","Bars","Portland","OR",NA,1992,"","211 S.W. Ankeny St. ,  Portland ,  OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","Geocoded","1992-OR-4766"
"Boxx's","(*),(MW),(V)","226-4171 11:30am-2:30am","1035 S.W. Stark","Bars","Portland","OR",NA,1992,"","1035 S.W. Stark ,  Portland ,  OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4767"
"Brig","(*),(D),(LV),(L),(AH)","(at Boxx's bar )226-4171 11:30am-2:30am","","Bars","Portland","OR","checked",1992,"same address as 4773",", OR",-122.681828,45.522386,"unclear_coded_by_hand","Found","1992-OR-4768"
"C.C. Slaughters","(CW),(*),(D),(V),(F)","248-9135 11pm-2:30am Mon-Sat, 7am-2:30am Sun, CW weekends","1014 S.W. Stark St.","Bars","Portland","OR",NA,1992,"","1014 S.W. Stark St. ,  Portland ,  OR",-122.681617,45.522011,"1014 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4769"
"Choices Pub","(MX),(D),(F),(CW)","236-4321 opens 4pm Mon-Sat, 7am-2:30am Sun, CW weekends","2845 S.E. Stark Ave.","Bars","Portland","OR",NA,1992,"","2845 S.E. Stark Ave. ,  Portland ,  OR",-122.6363491,45.5195335,"2845 se stark st, portland, or 97214, usa","Geocoded","1992-OR-4770"
"City Nightclub, The","(*),(MW),(D),(YC),(AH)","224-2489 10pm-2am Thurs & Sun, til 4am Fri, til 4:30am Sat, no alcohol","13 N.W. 13th Ave.","Bars","Portland","OR",NA,1992,"","13 N.W. 13th Ave. ,  Portland ,  OR",-122.6843908,45.5232208,"13 nw 13th ave, portland, or 97209, usa","Geocoded","1992-OR-4771"
"Darcelle XV","(MX),(S),(F)","222-5338 5pm-2am Tues-Sat","208 N.W. 3rd Ave.","Bars","Portland","OR",NA,1992,"","208 N.W. 3rd Ave. ,  Portland ,  OR",-122.6729315,45.5247845,"208 nw 3rd ave, portland, or 97209, usa","Geocoded","1992-OR-4772"
"Ember's Nightclub","(*),(MW),(D),(AH),(E),(F)","222-3082 11am-2:30am Sun-Thurs, til 4am Fri & Sat","110 N.W. Broadway","Bars","Portland","OR",NA,1992,"","110 N.W. Broadway ,  Portland ,  OR",-122.6772242,45.5239836,"110 nw broadway, portland, or 97209, usa","Geocoded","1992-OR-4773"
"Gail's Dirty Duck Tavern","(NH),(L),(LV)","224-8446 noon-2:30am","439 N.W. 3rd","Bars","Portland","OR",NA,1992,"","439 N.W. 3rd ,  Portland ,  OR",-122.6737859,45.5264011,"439 nw 3rd ave, portland, or 97209, usa","Geocoded","1992-OR-4774"
"Hobo's","(MX),(E)","224-3285 4pm-2am, piano bar","120 N.W. 3rd Ave.","Bars","Portland","OR",NA,1992,"","120 N.W. 3rd Ave. ,  Portland ,  OR",-122.6732813,45.5242541,"120 nw 3rd ave, portland, or 97209, usa","Geocoded","1992-OR-4775"
"Joq's Tavern","(NH)","287-4210 11am-2:30am, patio","1422 N.E. Broadway Ave.","Bars","Portland","OR",NA,1992,"","1422 N.E. Broadway Ave. ,  Portland ,  OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa","Geocoded","1992-OR-4776"
"Ray's Ordinary Bar & Grille","(*),(F)","222-7297 9am-2:30am Mon-Fri, from 7am Sat & Sun","317 N.W. Broadway","Bars","Portland","OR",NA,1992,"","317 N.W. Broadway ,  Portland ,  OR",-122.6778385,45.5255129,"317 nw broadway, portland, or 97209, usa","Geocoded","1992-OR-4777"
"Scandal's Tavern","(NH)","227-5887 noon-2:30am","1038 S.W. Stark St.","Bars","Portland","OR",NA,1992,"","1038 S.W. Stark St. ,  Portland ,  OR",-122.6818751,45.5220669,"1038 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4778"
"Silverado","(*),(D),(H),(F),(AH)","224-4493 7am-3am","1217 S.W. Stark St.","Bars","Portland","OR",NA,1992,"","1217 S.W. Stark St. ,  Portland ,  OR",-122.67463,45.5204767,"1217 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4779"
"Three Sisters Tavern","(NH),(D),(F)","228-0486 12:30pm-2:30am Mon-Sat, clsd Sun","1125 S.W. Stark St.","Bars","Portland","OR",NA,1992,"","1125 S.W. Stark St. ,  Portland ,  OR",-122.6828026,45.5226173,"1125 sw harvey milk st, portland, or 97205, usa","Geocoded","1992-OR-4780"
"Cafe de Amis","(MX)","295-6487 French cuisine, 5:30pm-10pm Mon-Sat","1987 N.W. Kearney St","Restaurants & Cafes","Portland","OR",NA,1992,"","1987 N.W. Kearney St ,  Portland ,  OR",-122.6923229,45.5293349,"1987 nw kearney st, portland, or 97209, usa","Geocoded","1992-OR-4781"
"Caffe Fresco","(MX)","243-3247 Mon-Fri 7am-2pm, Sat & Sun from 8am, vegetarian available","2387 N.W. Thurman","Restaurants & Cafes","Portland","OR",NA,1992,"","2387 N.W. Thurman ,  Portland ,  OR",-122.7006463,45.5356242,"2387 nw thurman st, portland, or 97210, usa","Geocoded","1992-OR-4782"
"Cup & Saucer Cafe","","236-6001 smoke-free coffeehouse","3566 S.E. Hawthorne","Restaurants & Cafes","Portland","OR",NA,1992,"","3566 S.E. Hawthorne ,  Portland ,  OR",-122.6272329,45.5119043,"3566 se hawthorne blvd, portland, or 97214, usa","Geocoded","1992-OR-4783"
"Dakota Cafe","(MX)","241-4151 7:30am-2am Mon-Fri, from 8am Sat & Sun","239 S.W. Broadway","Restaurants & Cafes","Portland","OR",NA,1992,"","239 S.W. Broadway ,  Portland ,  OR",-122.6784163,45.5223104,"239 sw broadway, portland, or 97205, usa","Geocoded","1992-OR-4784"
"Fish Grotto","(*),(MX)","(at Boxx's Bar) 226-4171 11:30am-10:30pm Mon-Fri, 4:30pm-11pm Sat & Sun","","Restaurants & Cafes","Portland","OR","checked",1992,"same address as 4773",", OR",-122.681828,45.522386,"unclear_coded_by_hand","Found","1992-OR-4785"
"Hamburger Mary's","(*),(MX)","223-0900 7am-2:30am, full bar","840 S.W. Park Ave.","Restaurants & Cafes","Portland","OR",NA,1992,"","840 S.W. Park Ave. ,  Portland ,  OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa","Geocoded","1992-OR-4786"
"Hobo's","(*),(MX),(E)","224-3285 4pm-2am (10am Sun Brunch), cocktails","120 N.W. 3rd","Restaurants & Cafes","Portland","OR",NA,1992,"","120 N.W. 3rd ,  Portland ,  OR",-122.6732813,45.5242541,"120 nw 3rd ave, portland, or 97209, usa","Geocoded","1992-OR-4787"
"Mayas Taqueria","","226-1946 ""homecooked"" Mexican food, vegetarian available","1000 S.W. Morrison","Restaurants & Cafes","Portland","OR",NA,1992,"","1000 S.W. Morrison ,  Portland ,  OR",-122.6823623,45.5199488,"1000 sw morrison st, portland, or 97205, usa","Geocoded","1992-OR-4788"
"Old Wives Tales","(MX)","238-0470 multi-ethnic vegetarian","1300 E. Burnside St.","Restaurants & Cafes","Portland","OR",NA,1992,"","1300 E. Burnside St. ,  Portland ,  OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa","Geocoded","1992-OR-4789"
"Starky's","(*),(MX),(NH),(F)","230-7980 11am-2:30am, full bar","2913 S.E. Stark St.","Restaurants & Cafes","Portland","OR",NA,1992,"","2913 S.E. Stark St. ,  Portland ,  OR",-122.6356422,45.5195418,"2913 se stark st, portland, or 97214, usa","Geocoded","1992-OR-4790"
"Club Portland","","227-9992 see accomodations","303 S.W. 12th Ave.","Gyms/Health Clubs","Portland","OR",NA,1992,"","303 S.W. 12th Ave. ,  Portland ,  OR",-122.6834309,45.5227888,"303 sw 12th ave, portland, or 97205, usa","Geocoded","1992-OR-4791"
"Olympic Steam Bath- Downtown","(PC),(V)","227-5718 10am-8pm Mon-Fri, 10am-6pm Sat, spa & gym","509 S.W. 4th Ave.","Gyms/Health Clubs","Portland","OR",NA,1992,"","509 S.W. 4th Ave. ,  Portland ,  OR",-122.676226,45.519704,"509 sw 4th ave, portland, or 97204, usa","Geocoded","1992-OR-4792"
"Princeton Athletic Club","","222-2639 5am-10pm Mon-Fri, 7am-7pm Sat & Sun","614 S.W. 11th Ave","Gyms/Health Clubs","Portland","OR",NA,1992,"","614 S.W. 11th Ave ,  Portland ,  OR",-122.6823083,45.5205653,"614 sw 11th ave, portland, or 97205, usa","Geocoded","1992-OR-4793"
"Catbird Seat Books","","222-5817 general bookstore with gay/lesbian section","913 S.W. Broadway","Bookstore/Retail Shops","Portland","OR",NA,1992,"","913 S.W. Broadway ,  Portland ,  OR",-122.6807996,45.5179029,"913 sw broadway, portland, or 97205, usa","Geocoded","1992-OR-4794"
"Ladd's Editions","","236-4628 bookstore and gifts, large gay/lesbian section","1864 S.E. Hawthorne Blvd.","Bookstore/Retail Shops","Portland","OR",NA,1992,"","1864 S.E. Hawthorne Blvd. ,  Portland ,  OR",-122.6463508,45.5120227,"1864 se hawthorne blvd, portland, or 97214, usa","Geocoded","1992-OR-4795"
"Looking Glass Bookstore","","227-4760 general bookstore with gay/lesbian section 10am-6pm Mon-Sat","318 S.W. Taylor","Bookstore/Retail Shops","Portland","OR",NA,1992,"","318 S.W. Taylor ,  Portland ,  OR",-122.67678,45.5168928,"318 sw taylor st, portland, or 97204, usa","Geocoded","1992-OR-4796"
"Powell's Bookstore","","(New & Used) 228-4651 gay/lesb. section, 9am-11pm Mon-Sat, til 9pm Sun","1005 W. Burnside St.","Bookstore/Retail Shops","Portland","OR",NA,1992,"","1005 W. Burnside St. ,  Portland ,  OR",-122.6812929,45.5232048,"1005 w burnside st, portland, or 97209, usa","Geocoded","1992-OR-4797"
"Store, The","","222-5888, 10am-6pm Mon-Sat, cards & gifts","721 S.W. 10th Ave.","Bookstore/Retail Shops","Portland","OR",NA,1992,"","721 S.W. 10th Ave. ,  Portland ,  OR",-122.6824324,45.5197779,"721 sw 10th ave, portland, or 97205, usa","Geocoded","1992-OR-4798"
"Twenty-Third Ave. Books","","224-5097 general bookstore with gay/lesbian section","1015 N.W. 23rd Ave.","Bookstore/Retail Shops","Portland","OR",NA,1992,"","1015 N.W. 23rd Ave. ,  Portland ,  OR",-122.6987429,45.5300973,"1015 nw 23rd ave, portland, or 97210, usa","Geocoded","1992-OR-4799"
"Fey Dirt","","(Radical Faerie info line) 246-8826","","Men's Services","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4800"
"G & H Touring Company","(IGTA)","222-4142","1710 S.W. Elizabeth St.","Travel & Tour Operators","Portland","OR",NA,1992,"","1710 S.W. Elizabeth St. ,  Portland ,  OR",-122.6972108,45.507757,"1710 sw elizabeth st, portland, or 97201, usa","Geocoded","1992-OR-4801"
"Gulliver's Travels","","230-8008","502 S.E. Morrison St.","Travel & Tour Operators","Portland","OR",NA,1992,"","502 S.E. Morrison St. ,  Portland ,  OR",-122.660419,45.517033,"502 se morrison st, portland, or 97214, usa","Geocoded","1992-OR-4802"
"In Touch Travels","(IGTA)","224-3580","121 S.W. Morrison St.","Travel & Tour Operators","Portland","OR",NA,1992,"","121 S.W. Morrison St. ,  Portland ,  OR",-122.6738434,45.5182248,"121 sw morrison st, portland, or 97204, usa","Geocoded","1992-OR-4803"
"Dignity","","(St. Francis Church) 295-4868 Mass 7:30pm 3rd Sat, newsletter available","330 S.E. 11th","Religious Organization","Portland","OR",NA,1992,"","330 S.E. 11th ,  Portland ,  OR",-122.6540176,45.5205627,"330 se 11th ave, portland, or 97214, usa","Geocoded","1992-OR-4804"
"MCC Portland","","281-8868 worship 10:30am Sun, 7pm Thurs","1644 N.E. 24th St.","Religious Organization","Portland","OR",NA,1992,"","1644 N.E. 24th St. ,  Portland ,  OR",-122.6408008,45.5348069,"1644 ne 24th ave, portland, or 97232, usa","Geocoded","1992-OR-4805"
"Guide Magazine","","P.O. Box 23070, Seattle, WA 98102, (206) 323-7374 monthly","","Publication","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4806"
"Just Out","","P.O. Box 15117, 97215, 236-1252","","Publication","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4807"
"Northwest Gay Guide","","P.O. Box 23070, Seattle, WA 98102, (206) 323-7374 annually","","Publication","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4808"
"All Adult Video","","223-6514, 24hrs","838 S.W. 3rd Ave.","Erotica","Portland","OR",NA,1992,"","838 S.W. 3rd Ave. ,  Portland ,  OR",-122.675973,45.517006,"838 sw 3rd ave, portland, or 97204, usa","Geocoded","1992-OR-4809"
"Fantasy for Adults","","239-6969","3137 N.E. Sandy Blvd.","Erotica","Portland","OR",NA,1992,"","3137 N.E. Sandy Blvd. ,  Portland ,  OR",-122.6322449,45.5313253,"3137 ne sandy blvd, portland, or 97232, usa","Geocoded","1992-OR-4810"
"Leatherworks","","232-3280 leather goods, erotica, noon-6pm Mon-Sat","2908 S.E. Belmont Blvd","Erotica","Portland","OR",NA,1992,"","2908 S.E. Belmont Blvd ,  Portland ,  OR",-122.6358713,45.516256,"2908 se belmont st, portland, or 97214, usa","Geocoded","1992-OR-4811"
"Columbia Park","Cruisy Area,(AYOR)","","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.711133,45.579181,"unclear_coded_by_hand","Found","1992-OR-4812"
"East Delta Park","Cruisy Area","(showers)","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.679408,45.599837,"unclear_coded_by_hand","Found","1992-OR-4813"
"'Rest Stop' I-5, both sides","Cruisy Area","","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4814"
"Rooster Rock State Park","Cruisy Area","E. end of beach, 25 mi. E. of Portland","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.236468,45.546833,"unclear_coded_by_hand","Found","1992-OR-4815"
"Sauvie's Island Beach","Cruisy Area","25 mi. N.W., off US 30, park nr. end of Reeder Park","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4816"
"Washington Park","Cruisy Area",", by Lewis & Clark Mnmt, Burnside & 25th, also 'Daisy Patch' area","","Cruising Areas","Portland","OR","checked",1992,"",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Found","1992-OR-4817"
"Battle Rock Wayside Park S. edge of town","Cruisy Area","","","Cruising Areas","Port Orford","OR","checked",1992,"",", OR",-124.492401,42.742901,"unclear_coded_by_hand","Found","1992-OR-4818"
"Gay/Lesbian Community Center","","679-9144 networking center, 3-6pm Tues-Fri & 7-9pm Tues-Sat","3856 Carnes Rd.","Info Lines & Services","Roseburg","OR",NA,1992,"","3856 Carnes Rd. ,  Roseburg ,  OR",-123.3829141,43.1582933,"3856 carnes rd, roseburg, or 97471, usa","Geocoded","1992-OR-4819"
"Gayline","","672-4126, 24hrs, info & referrals","","Info Lines & Services","Roseburg","OR","checked",1992,"",", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4820"
"MCC Roseburg","","679-9144, 11am Sun","3856 Carnes Rd.","Religious Organization","Roseburg","OR",NA,1992,"","3856 Carnes Rd. ,  Roseburg ,  OR",-123.3829141,43.1582933,"3856 carnes rd, roseburg, or 97471, usa","Geocoded","1992-OR-4821"
"Gay Ol' Times","","P.O. Box 813, 97470, 679-9144","","Publication","Roseburg","OR","checked",1992,"",", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4822"
"Stewart Park","Cruisy Area","river trails & under bridge","","Cruising Areas","Roseburg","OR","checked",1992,"",", OR",-123.372595,43.229225,"unclear_coded_by_hand","Found","1992-OR-4823"
"Off Center Cafe","(*),(MX)","363-9245 popular brkst, call for morning & dinner hours","1741 Center St. N.E.","Restaurants & Cafes","Roseburg","OR",NA,1992,"","1741 Center St. N.E. ,  Roseburg ,  OR",-123.3864751,43.2170342,"w center st, roseburg, or 97471, usa","Geocoded","1992-OR-4824"
"Rosebud & Fish","","399-9960 bookstore with gay titles, 10am-7pm Mon-Sat, 11-5 Sun","524 Fate St.","Bookstore/Retail Shops","Roseburg","OR",NA,1992,"","524 Fate St. ,  Roseburg ,  OR",-123.3417381,43.216505,"roseburg, or, usa","Geocoded","1992-OR-4825"
"Dignity St. Vincent Church","","363-1084, 2nd & 4th Sat 7pm","","Religious Organization","Salem","OR","checked",1992,"",", OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4826"
"Sweet Spirit MCC","","(Unitarian Church) 363-6618 4pm Sun","490 19th St. N.E.","Religious Organization","Roseburg","OR","checked",1992,"","490 19th St. N.E. ,  Roseburg ,  OR",-122.64631,45.526522,NA,"Geocoded","1992-OR-4827"
"Community News","","P.O. Box 663, 97308, 363-0006 monthly","","Publication","Roseburg","OR","checked",1992,"",", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4828"
"Eola 'Rest Stop' 4mi. W. of Salem on Hwy. 22","Cruisy Area,(AYOR)","(very AYOR)","","Cruising Areas","Roseburg","OR","checked",1992,"",", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used","1992-OR-4829"
"Lancaster Mall","Cruisy Area,(AYOR)","","","Cruising Areas","Salem","OR","checked",1992,"",", OR",-122.986667,44.941944,"unclear_coded_by_hand","Found","1992-OR-4830"
"Cannon Beach 10 mi. S.","Cruisy Area","(summers only)","","Cruising Areas","Seaside","OR","checked",1992,"",", OR",-123.961527,45.891774,"unclear_coded_by_hand","Found","1992-OR-4831"
"Seaside Beach area beneath turn-around","Cruisy Area","(summers)","","Cruising Areas","Seaside","OR","checked",1992,"",", OR",-123.930876,45.993153,"unclear_coded_by_hand","Found","1992-OR-4832"
"Newbry Park","Cruisy Area,(AYOR)","(very AYOR)","","Cruising Areas","Talent","OR","checked",1992,"",", OR",-122.775199,42.244438,"unclear_coded_by_hand","Found","1992-OR-4833"
"Cliff House B & B","(MX)","563-2506 oceanfront, hot tub, full gourmet brkfst","1450 S.W. Adahi Rd.","Accomodations","Waldport","OR",NA,1992,"not listed under category, assumed its accomodation","1450 S.W. Adahi Rd. ,  Waldport ,  OR",-124.0797439,44.4191267,"1450 sw adahi ave, waldport, or 97394, usa","Geocoded","1992-OR-4834"
"Oregon House, The","(MX)","547-3329 B & B room w/jacuzzi, 9 units w/kitchen, no smoking","94288 Hwy. 101","Accomodations","Yachats","OR",NA,1992,"","94288 Hwy. 101 ,  Yachats ,  OR",-124.1129679,44.1972254,"94288 us-101, yachats, or 97498, usa","Geocoded","1992-OR-4835"
"See Vue Motel","(MX)","547-3227 6.2 miles S. of Yachats, theme rooms, year round","95590 Hwy. 101","Accomodations","Yachats","OR",NA,1992,"","95590 Hwy. 101 ,  Yachats ,  OR",-124.1101566,44.2334153,"95590 us-101, yachats, or 97498, usa","Geocoded","1992-OR-4836"
"AA Gay/Lesbian","","(CADA BLdg) 434-0614 (AA#) 8pm Thurs","126 N. 9th St.","Info Lines & Services","Allentown","PA",NA,1992,"","126 N. 9th St. ,  Allentown ,  PA",-75.4766522,40.6032968,"126 n ninth st, allentown, pa 18102, usa","Geocoded","1992-PA-4837"
