"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"Happy's Adult Books","","45 W. Main","Book Store,Erotic Shop","","Spokane","WA",1981,"","45 W. Main, Spokane, WA",47.6588072,-117.4129549,"45 w main ave, spokane, wa 99201, usa","Google Verified Location",NA,"1981-WA-2017"
"Hard Corps","(Handlebar) (Cruisy)(Some W, SM, FFA)(Leather cell in rear)(Also C-AH)","2018 1st Ave.","Bars/Clubs,Cruising Areas","(*),(W),(SM),(FFA),(C),(AH)","Seattle","WA",1981,"","2018 1st Ave., Seattle, WA",47.6116018,-122.3430237,"2018 1st ave, seattle, wa 98121, usa","Google Verified Location",NA,"1981-WA-2018"
"Hardtimes Adult Books","","926 S.W. 3rd Ave.","Book Store,Erotic Shop","(*)","Portland","OR",1981,"","926 S.W. 3rd Ave., Portland, OR",45.5164204,-122.6761117,"926 sw 3rd ave, portland, or 97204, usa","Google Verified Location",NA,"1981-OR-2019"
"Harlow Haven Motel","","173 E. El Alameda","Hotel","(H)","Palm Springs","CA",1981,"","173 E. El Alameda, Palm Springs, CA",33.8350876,-116.5461754,"173 e el alameda, palm springs, ca 92262, usa","Google Verified Location",NA,"1981-CA-2020"
"Harlow's Pub","","804 Lamar","Bars/Clubs","(*),(D)","Wichita Falls","TX",1981,"","804 Lamar, Wichita Falls, TX",33.9107288,-98.4932215,"804 lamar st, wichita falls, tx 76301, usa","Google Verified Location",NA,"1981-TX-2021"
"Harold's","('Hustlers')","555 S. Main St.","Bars/Clubs","(B),(RT),(*)","Los Angeles","CA",1981,"","555 S. Main St., Los Angeles, CA",34.0461731,-118.2495852,"555 s main st, los angeles, ca 90013, usa","Google Verified Location",NA,"1981-CA-2022"
"Harpo's","(Some L)","102 W. McDowell Rd.","Bars/Clubs","(S),(D),(L)","Phoenix","AZ",1981,"","102 W. McDowell Rd., Phoenix, AZ",33.4661463,-112.076261,"102 w mcdowell rd, phoenix, az 85003, usa","Google Verified Location",NA,"1981-AZ-2023"
"Harrison Ave.","off Otterman St.","","Cruising Areas","Cruisy Area","Greenburg","PA",1981,"",", PA",40.303296,-79.546214,"unclear_coded_by_hand","Verified Location",NA,"1981-PA-2024"
"Harry 's Place","","45 Essex St.","Bars/Clubs","(D)","Boston","MA",1981,"","45 Essex St., Boston, MA",42.3523343,-71.0615757,"41-45 essex st, boston, ma 02111, usa","Google Verified Location",NA,"1981-MA-2025"
"Harry's American Bar","Holiday Inn Downtown","220 S. Broadway","Bars/Clubs","(M)","Rochester","MN",1981,"","220 S. Broadway, Rochester, MN",44.0209056,-92.4625008,"220 broadway ave s, rochester, mn 55904, usa","Google Verified Location",NA,"1981-MN-2026"
"Harry's Back East","(Disco)(Cruisy) at 80th St.","1422 3rd Ave.","Bars/Clubs,Cruising Areas","(*),(D)","Uptown","NY",1981,"","1422 3rd Ave., Uptown, NY",40.775491,-73.956809,"1422 3rd ave, new york, ny 10028, usa","Google Verified Location",NA,"1981-NY-2027"
"Harry's Bar","(Best late)","1106 Opelika Hwy.","Bars/Clubs","(M),(PT),(AYOR)","Auburn","AL",1981,"","1106 Opelika Hwy., Auburn, AL",32.6196424,-85.4584678,"1106 opelika rd, auburn, al 36830, usa","Google Verified Location",NA,"1981-AL-2028"
"Harry's Diner","","603 Hepburn","Restaurant","(M)","Williamsport","PA",1981,"","603 Hepburn, Williamsport, PA",41.2438024,-77.0071333,"603 hepburn st, williamsport, pa 17701, usa","Google Verified Location",NA,"1981-PA-2029"
"Hart XXX Book Store","","110 S. Berkeley Blvd.","Book Store,Erotic Shop","","Goldsboro","NC",1981,"","110 S. Berkeley Blvd., Goldsboro, NC",35.3699276,-77.9538479,"110 s berkeley blvd, goldsboro, nc 27534, usa","Google Verified Location",NA,"1981-NC-2030"
"Hart's Adult Books","(Cruisy)","2137 South Blvd.","Book Store,Cruising Areas,Erotic Shop","(*)","Charlotte","NC",1981,"","2137 South Blvd., Charlotte, NC",35.2069104,-80.8604813,"2137 south blvd, charlotte, nc 28203, usa","Google Verified Location",NA,"1981-NC-2031"
"Hart's Adult Books","","537 N. Liberty St.","Book Store,Erotic Shop","","Winston-Salem","NC",1981,"","537 N. Liberty St., Winston-Salem, NC",36.1009771,-80.2451992,"537 n liberty st, winston-salem, nc 27101, usa","Google Verified Location",NA,"1981-NC-2032"
"Hart's Adult Books","(Cruisy)","1413 Central Ave.","Book Store,Cruising Areas,Erotic Shop","(*)","Charlotte","NC",1981,"","1413 Central Ave., Charlotte, NC",35.2207656,-80.8145292,"1413 central ave, charlotte, nc 28205, usa","Google Verified Location",NA,"1981-NC-2033"
"Hart's Book Store","","124 W. Martin St.","Book Store","","Raleigh","NC",1981,"","124 W. Martin St., Raleigh, NC",35.7771098,-78.6406393,"124 w martin st, raleigh, nc 27601, usa","Google Verified Location",NA,"1981-NC-2034"
"Hart's Delight","","4234 Mission St.","Bars/Clubs","(L),(PT)","San Francisco","CA",1981,"","4234 Mission St., San Francisco, CA",37.729589,-122.4307706,"4234 mission st, san francisco, ca 94112, usa","Google Verified Location",NA,"1981-CA-2035"
"Hart's News","(Books, movies, etc.)(Cruisy)","105 Kivett Dr.","Book Store,Cruising Areas","(AYOR)","High Point","NC",1981,"","105 Kivett Dr., High Point, NC",35.9586326,-80.0065065,"105 w kivett dr, high point, nc 27260, usa","Google Verified Location",NA,"1981-NC-2036"
"Hartwell Park","","","Cruising Areas","Cruisy Area,(AYOR)","Long Beach","CA",1981,"",", CA",33.831305,-118.119922,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2037"
"Harvard U.","Lamont Library T-Room","","Cruising Areas","Cruisy Area","Cambridge","MA",1981,"",", MA",42.372753,-71.115489,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-2038"
"Hasty Tasty Deli","(Open for breakfast)","260 S. 12th St.","Restaurant","(M),(R)","Philadelphia","PA",1981,"","260 S. 12th St., Philadelphia, PA",39.9469399,-75.160947,"260 s 12th st, philadelphia, pa 19107, usa","Google Verified Location",NA,"1981-PA-2039"
"Haven","(Some 'drags')","256 Long Beach Bl.","Bars/Clubs","(PT),(B),(RT)","Long Beach","CA",1981,"","256 Long Beach Bl., Long Beach, CA",33.7701005,-118.1893012,"256 long beach blvd, long beach, ca 90802, usa","Google Verified Location",NA,"1981-CA-2040"
"Haven House","","12 Carver St.","Hotel","(H),(M)","Provincetown","MA",1981,"","12 Carver St., Provincetown, MA",42.0493055,-70.1902048,"12 carver st, provincetown, ma 02657, usa","Google Verified Location",NA,"1981-MA-2041"
"Hawaiian George's","at 84th St.","1485 3rd Ave.","Bars/Clubs","","Uptown","NY",1981,"","1485 3rd Ave., Uptown, NY",40.7772791,-73.9546991,"1485 3rd ave, new york, ny 10028, usa","Google Verified Location",NA,"1981-NY-2042"
"Hawthorne & Lincoln Parks","(Cl. 12 midnight)","","Cruising Areas","Cruisy Area","Grand Junction","CO",1981,"",", CO",39.073947,-108.565285,"unclear_coded_by_hand","Verified Location",NA,"1981-CO-2043"
"Hay St.","","","Cruising Areas","Cruisy Area","Fayetteville","NC",1981,"",", NC",35.052664,-78.878358,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NC-2044"
"Hayloft","(Some W, SM, YC)(movies)","11818 Ventura Blvd.","Bars/Clubs","(W),(SM),(YC),(PT),(C),(AH),(*)","Studio City","CA",1981,"","11818 Ventura Blvd., Studio City, CA",34.1420808,-118.3898383,"11818 ventura blvd, studio city, ca 91604, usa","Google Verified Location",NA,"1981-CA-2045"
"Hayloft Club","(Cruisy cocktail hour)","77 N. Adams","Bars/Clubs,Cruising Areas","(*)","Akron","OH",1981,"","77 N. Adams, Akron, OH",41.0799241,-81.4980166,"77 n adams st, akron, oh 44304, usa","Google Verified Location",NA,"1981-OH-2046"
"Haymarket","(Snacks) at 47th St.","772 8th Ave.","Bars/Clubs","(RT),(PT)","Midtown","NY",1981,"","772 8th Ave., Midtown, NY",40.7605341,-73.9871657,"772 8th ave, new york, ny 10036, usa","Google Verified Location",NA,"1981-NY-2047"
"Head Shed","(Hair salon) Ansley Mall","Piedmont & Monroe","Business","","Atlanta","GA",1981,"","Piedmont & Monroe, GA",33.798058,-84.370653,"unclear_coded_by_hand","Verified Location",NA,"1981-GA-2048"
"Headless Horseman","","142 W. 10th St.","Restaurant","(R),(E)","Greenwich Village","NY",1981,"","142 W. 10th St., Greenwich Village, NY",40.7343641,-74.0007935,"142 w 10th st, new york, ny 10014, usa","Google Verified Location",NA,"1981-NY-2049"
"Headquarters","(R-open 24 hrs)(Pizza, beer & wine) (Looks promising) (off 8th, bet. Howard & Folsom)","683 Clementina","Restaurant","(R)","San Francisco","CA",1981,"","683 Clementina, San Francisco, CA",37.7755155,-122.410172,"683 clementina st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-2050"
"Headquarters Books","(Toys ', 'flicks', cruisy arcade)","414 Main","Book Store,Cruising Areas,Business","(*)","Lewiston","ID",1981,"","414 Main, Lewiston, ID",46.4212957,-117.0278376,"414 main st, lewiston, id 83501, usa","Google Verified Location",NA,"1981-ID-2051"
"Headstrong","(Gifts & Head shop)","1431 Ogden","Business","","Denver","CO",1981,"","1431 Ogden, Denver, CO",39.7390213,-104.9755535,"1431 n ogden st, denver, co 80218, usa","Google Verified Location",NA,"1981-CO-2052"
"Heck's","","2927 Bridge","Restaurant","(M),(R)","Cleveland","OH",1981,"","2927 Bridge, Cleveland, OH",41.49932,-81.6943605,"cleveland, oh, usa","Google Verified Location",NA,"1981-OH-2053"
"Heights (Cabaret)(PE)(E) 76-13 Roosevelt","(Cabaret)","76-13 Roosevelt","Bars/Clubs","(PE),(E)","Queens","NY",1981,"","76-13 Roosevelt, Queens, NY",40.7472842,-73.8890841,"76-13 roosevelt ave, jackson heights, ny 11372, usa","Google Verified Location",NA,"1981-NY-2054"
"Heisler Park","","","Cruising Areas","Cruisy Area,(AYOR)","Laguna Beach","CA",1981,"",", CA",33.543401,-117.790111,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2055"
"Helen Schrader's","(Tired S) & (WE*)(Some L)","205 N. 5th St.","Bars/Clubs","(S),(OC),(WE),(L),(*)","East St. Louis","IL",1981,"","205 N. 5th St., East St. Louis, IL",38.628263,-90.1549606,"205 n 5th st, east st louis, il 62201, usa","Google Verified Location",NA,"1981-IL-2056"
"Helen's Hole","","2708 S.W. 9th St.","Bars/Clubs","","Ft. Lauderdale","FL",1981,"","2708 S.W. 9th St., Ft. Lauderdale, FL",26.110262,-80.1780226,"2708 sw 9th st, fort lauderdale, fl 33312, usa","Google Verified Location",NA,"1981-FL-2057"
"Hemming Park","","","Cruising Areas","Cruisy Area,(AYOR)","Jacksonville","FL",1981,"",", FL",30.329397,-81.659701,"unclear_coded_by_hand","Verified Location",NA,"1981-FL-2058"
"Hennepin & Nicollet","","","Cruising Areas","Cruisy Area","Minneapolis","MN",1981,"",", MN",44.93048,-93.277916,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MN-2059"
"Henry's","('Hustlers')","536 Main St.","Bars/Clubs","(M),(RT)","Ft. Wayne","IN",1981,"","536 Main St., Ft. Wayne, IN",41.079291,-85.14743,"536 w main st, fort wayne, in 46802, usa","Google Verified Location",NA,"1981-IN-2060"
"Henry's Adult Book Store","","1212 1st Ave.","Book Store,Erotic Shop","","Seattle","WA",1981,"","1212 1st Ave., Seattle, WA",47.6066132,-122.3376971,"1212 1st ave, seattle, wa 98101, usa","Google Verified Location",NA,"1981-WA-2061"
"Herb & Jeannie's","betw. 4th & 5th","324 Edmond","Bars/Clubs","(M)","St. Joseph","MO",1981,"","324 Edmond, St. Joseph, MO",39.7654152,-94.8556566,"324 edmond st, st joseph, mo 64501, usa","Google Verified Location",NA,"1981-MO-2062"
"Herbie's Ramrod Room","","1254 Boylston S.","Bars/Clubs","(SM),(W),(*)","Boston","MA",1981,"","1254 Boylston S., Boston, MA",42.344867,-71.0957919,"1254 boylston st, boston, ma 02215, usa","Google Verified Location",NA,"1981-MA-2063"
"Heritage Book Store","","1214 Centred Ave.","Book Store","(M)","Ft. Dodge","IA",1981,"","1214 Centred Ave., Ft. Dodge, IA",42.5061947,-94.1821542,"1214 central ave, fort dodge, ia 50501, usa","Google Verified Location",NA,"1981-IA-2064"
"Heritage Book Store","","309 N. Dakota","Book Store","(M)","Sioux Falls","SD",1981,"","309 N. Dakota, Sioux Falls, SD",43.5503205,-96.7302479,"309 n dakota ave, sioux falls, sd 57104, usa","Google Verified Location",NA,"1981-SD-2065"
"Heritage House","(Downstairs)","","Cruising Areas","Cruisy Area","Marquette","MI",1981,"",", MI",46.54362,-87.395371,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MI-2066"
"Herring Cove Beach","","","Cruising Areas","Cruisy Area","Provincetown","MA",1981,"",", MA",42.047881,-70.220304,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-2067"
"Herring Cove Beach Guest House","","","Hotel","(H),(M)","Provincetown","MA",1981,"",", MA",42.047881,-70.220304,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-2068"
"Hexagon House","","16881 Armstrong Woods Road","Restaurant,Hotel","(M),(R),(H)","Guerneville","CA",1981,"","16881 Armstrong Woods Road, Guerneville, CA",38.5303025,-123.0027566,"16881 armstrong woods rd, guerneville, ca 95446, usa","Google Verified Location",NA,"1981-CA-2069"
"Hialeah Travels","","517 Palm Springs Mile","Travel Service","","Hialeah","FL",1981,"","517 Palm Springs Mile, Hialeah, FL",25.8658238,-80.2973276,"748 w 49th st, hialeah, fl 33012, usa","Google Verified Location",NA,"1981-FL-2070"
"Hick Adult Theatre","","2202 W. 6th","Cruising Areas,Theatre","Cruisy Area,(M),(YC)","Amarillo","TX",1981,"","2202 W. 6th, TX",35.211214,-101.861618,"unclear_coded_by_hand","Verified Location",NA,"1981-TX-2071"
"Hickory Billiard Parlor","","Main St.","Cruising Areas","Cruisy Area","Coshocton","OH",1981,"","Main St., OH",40.272015,-81.859576,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-OH-2072"
"Hidden Door","(Some W, SM)(Looks promising)","5025 Bowser","Bars/Clubs","(W),(SM)","Dallas","TX",1981,"","5025 Bowser, Dallas, TX",32.8246508,-96.818838,"5025 bowser ave, dallas, tx 75209, usa","Google Verified Location",NA,"1981-TX-2073"
"Hide & Seek","(Disco)(Liquor)(Open days - sometimes cruisy)","825 Sunset","Bars/Clubs,Cruising Areas","(D),(*)","Bryte","CA",1981,"","825 Sunset, Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa","Google Verified Location",NA,"1981-CA-2074"
"Hide & Seek Complex","(2 bars)(Disco)","512 W. Colorado","Restaurant,Bars/Clubs","(D),(R),(*),(PT),(YC)","Colorado Springs","CO",1981,"","512 W. Colorado, Colorado Springs, CO",38.8329172,-104.8349166,"512 w colorado ave, colorado springs, co 80905, usa","Google Verified Location",NA,"1981-CO-2075"
"Hide-A-way","(Jamaica)(Some B, RT)","96-31 Parsons","Bars/Clubs","(RT),(PT),(B)","Queens","NY",1981,"","96-31 Parsons, Queens, NY",40.7095458,-73.80541,"85-96 parsons blvd, queens, ny 11432, usa","Google Verified Location",NA,"1981-NY-2076"
"Hide-a-Way Resort","(Boating, Camping)(E-WE) Box 524 Antiock, 111. 60002 55 m i. N.W. of Chicago","Rte. 1","Hotel,Restaurant","(H),(R),(E),(WE)","Antioch","IL",1981,"","Rte. 1, IL",42.477242,-88.09564,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-2077"
"Hideaway","(Disco) (Some L)","2011 Cox Ave.","Bars/Clubs","(YC),(*),(D),(L)","Huntsville","AL",1981,"","2011 Cox Ave., Huntsville, AL",34.7382361,-86.6007523,"2011 cox ave nw, huntsville, al 35816, usa","Google Verified Location",NA,"1981-AL-2078"
"Hideaway","(Rancho Mirage)(See ad next page)","71-472 Culver Dr.","Hotel","(H),(YC),(*)","Palm Springs","CA",1981,"","71-472 Culver Dr., CA",33.8414706,-116.5330687,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-2079"
"Hideaway","(Pin balls - adj. to Church St. Station) (Open days)","14th & Market","Bars/Clubs","","San Francisco","CA",1981,"","14th & Market, CA",37.77493,-122.419415,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-2080"
"Hideaway","(Downstairs)(Tired)","9th & Pennsylvania","Bars/Clubs","(OC),(D)","Washington","DC",1981,"","9th & Pennsylvania, DC",38.907192,-77.036871,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-DC-2081"
"Hideaway II","(Downstairs) & (Disco)(Upstairs*)","7301 W. Roosevelt Rd.","Restaurant,Bars/Clubs","(M),(R),(D),(*)","Forest Park","IL",1981,"","7301 W. Roosevelt Rd., Forest Park, IL",41.8650091,-87.8041999,"7301 w roosevelt rd, oak park, il 60304, usa","Google Verified Location",NA,"1981-IL-2082"
"Hideaway Montgomery St.","off Meadow (Willamansett)","","Bars/Clubs","(OC),(D),(L)","Springfield","MA",1981,"",", MA",42.179259,-72.620368,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-MA-2083"
"High Street Cafe","(Some L)","281 High St.","Bars/Clubs","(D),(L)","Woonsocket","RI",1981,"","281 High St., Woonsocket, RI",42.003424,-71.51802,"281 high st, woonsocket, ri 02895, usa","Google Verified Location",NA,"1981-RI-2084"
"High Times","(Head shop)","6726 San Pedro","Bars/Clubs","(Hip)","San Antonio","TX",1981,"","6726 San Pedro, San Antonio, TX",29.5013369,-98.4987605,"6726 san pedro ave, san antonio, tx 78216, usa","Google Verified Location",NA,"1981-TX-2085"
"High Wheeler","(Cruisy-WE)","214 E. Front","Cruising Areas,Bars/Clubs","(M),(WE)","Traverse City","MI",1981,"","214 E. Front, Traverse City, MI",44.7637408,-85.6203193,"214 e front st, traverse city, mi 49684, usa","Google Verified Location",NA,"1981-MI-2086"
"Highland","('Truck driver' L)","3018 Monticello","Bars/Clubs","(L)","Dallas","TX",1981,"","3018 Monticello, Dallas, TX",32.8268439,-96.7842177,"3018 monticello ave, dallas, tx 75205, usa","Google Verified Location",NA,"1981-TX-2087"
"Highland Park","","","Cruising Areas","Cruisy Area","Rockford","IL",1981,"",", IL",42.273647,-89.047466,"unclear_coded_by_hand","Verified Location",NA,"1981-IL-2088"
"Highway News","(Books)","2223 S. Federal Hwy.","Book Store","","Ft. Lauderdale","FL",1981,"","2223 S. Federal Hwy., Ft. Lauderdale, FL",26.0940843,-80.1368141,"2223 s federal hwy, fort lauderdale, fl 33316, usa","Google Verified Location",NA,"1981-FL-2089"
"Hill Park","Independence","","Cruising Areas","Cruisy Area","Kansas City","MO",1981,"",", MO",39.084535,-94.578886,"unclear_coded_by_hand","Verified Location",NA,"1981-MO-2090"
"Hillcrest area","","","Cruising Areas","Cruisy Area,(*)","San Diego","CA",1981,"",", CA",32.747864,-117.164709,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-2091"
"Hillcrest Park T-Rooms","","","Cruising Areas","Cruisy Area","Fullerton","CA",1981,"",", CA",33.88271,-117.921239,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2092"
"Hilldale Coffee Shop","","8919 Santa Monica Bl.","Restaurant","(M),(R)","Hollywood","CA",1981,"","8919 Santa Monica Bl., Hollywood, CA",34.0847604,-118.3846815,"8919 santa monica blvd, west hollywood, ca 90069, usa","Google Verified Location",NA,"1981-CA-2093"
"Hills & Dales Park","(Kettering)(Sure suicide)","","Cruising Areas","Cruisy Area,(AYOR)","Dayton","OH",1981,"",", OH",39.716281,-84.187667,"unclear_coded_by_hand","Verified Location",NA,"1981-OH-2094"
"Hillsdale Shopping Center","","","Cruising Areas","Cruisy Area","Redwood City","CA",1981,"",", CA",37.537036,-122.298881,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2095"
"Hilltop Park","just off fwy.","","Cruising Areas","Cruisy Area","Mt. Vernon","WA",1981,"",", WA",48.420111,-122.337454,"unclear_coded_by_hand","Verified Location",NA,"1981-WA-2096"
"Hilo Travelodge Bar","","121 Banyan Dr.","Bars/Clubs","(M)","Hilo","HI",1981,"","121 Banyan Dr., Hilo, HI",19.7283864,-155.0638408,"121 banyan dr, hilo, hi 96720, usa","Google Verified Location",NA,"1981-HI-2097"
"Hilton De Soto Hotel","Lobby & T-Room","","Cruising Areas,Hotel","Cruisy Area","Savannah","GA",1981,"",", GA",32.074056,-81.092997,"unclear_coded_by_hand","Verified Location",NA,"1981-GA-2098"
"Hilton Hotel","T-Room","","Cruising Areas,Hotel","Cruisy Area","Plainview","TX",1981,"",", TX",34.184794,-101.706842,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-2099"
"Hilton Hotel Bar","","","Cruising Areas,Hotel","Cruisy Area","Stroudsburg","PA",1981,"",", PA",40.986761,-75.194625,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-2100"
"Hilton Park","","Dover Point Rd.","Cruising Areas","Cruisy Area","Portsmouth","NH",1981,"","Dover Point Rd., NH",43.121069,-70.827825,"unclear_coded_by_hand","Verified Location",NA,"1981-NH-2101"
"Hilton Plaza Inn","Westport","","Cruising Areas","Cruisy Area","Kansas City","MO",1981,"",", MO",39.056947,-94.595471,"unclear_coded_by_hand","Verified Location",NA,"1981-MO-2102"
"Himmel Park","#NAME?","","Cruising Areas","(AYOR),Cruisy Area","Tucson","AZ",1981,"",", AZ",32.233876,-110.93315,"unclear_coded_by_hand","Verified Location",NA,"1981-AZ-2103"
"Hip Pocket","(Adult books, toys, film, etc.)","12686 Garden Grove Blvd.","Book Store","","Garden Grove","CA",1981,"","12686 Garden Grove Blvd., Garden Grove, CA",33.7739824,-117.9116727,"12686 garden grove blvd, garden grove, ca 92843, usa","Google Verified Location",NA,"1981-CA-2104"
"Hippopotamus","(Unisex)(Disco) at Charles","1 W. Eager","Bars/Clubs","(Hip),(*),(YC),(PT),(D)","Baltimore","MD",1981,"","1 W. Eager, Baltimore, MD",39.3008418,-76.6163574,"1 w eager st, baltimore, md 21201, usa","Google Verified Location",NA,"1981-MD-2105"
"His & Hers","(Liquor)","68-599 Hwy. 111","Restaurant","(R),(E)","Palm Springs","CA",1981,"","68-599 Hwy. 111, CA",33.823255,-116.54661,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-2106"
"His'n'Hers","(Some L)(Snacks)","944 W. Addison","Bars/Clubs","(L)","Chicago","IL",1981,"","944 W. Addison, Chicago, IL",41.9473849,-87.653643,"944 w addison st, chicago, il 60613, usa","Google Verified Location",NA,"1981-IL-2107"
"Hitch-hikers along Tongass Hwy.","(No gay bars, but some downtown bars such as Frontier & 108 Club on Main St. can be cruisy)","","Cruising Areas","Cruisy Area","Ketchikan","AK",1981,"",", AK",55.342222,-131.646111,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-AK-2108"
"Hitching Post","","209 W. Portage","Bars/Clubs","(M)","Sault Ste. Marie","MI",1981,"","209 W. Portage, Sault Ste. Marie, MI",46.5005488,-84.3476577,"209 w portage ave, sault ste. marie, mi 49783, usa","Google Verified Location",NA,"1981-MI-2109"
"Hob Nob Lounge","at Leavenworth","700 Geary","Bars/Clubs","","San Francisco","CA",1981,"","700 Geary, San Francisco, CA",37.7866311,-122.4150054,"700 geary st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-2110"
"Hobo Room","","7026 Reseda","Bars/Clubs","","Reseda","CA",1981,"","7026 Reseda, Reseda, CA",34.1983215,-118.5357544,"7026 reseda blvd, reseda, ca 91335, usa","Google Verified Location",NA,"1981-CA-2111"
"Hole","(Some FFA)(Liquor)(Crypt leather & erotica)","2820 Lytton St.","Bars/Clubs","(SM),(W),(FFA),(*)","Point Loma","CA",1981,"","2820 Lytton St., Point Loma, CA",32.7436,-117.2106313,"2820 lytton st, san diego, ca 92110, usa","Google Verified Location",NA,"1981-CA-2112"
"Holiday Arcade","(Books, novelties, etc.)","213 S. N eil","Book Store","","Champaign","IL",1981,"","213 S. N eil, Champaign, IL",40.1147873,-88.2438299,"213 s neil st, champaign, il 61820, usa","Google Verified Location",NA,"1981-IL-2113"
"Holiday Bar","(Cruisy)(Wed. SM night)","4620 Forbes Ave.","Bars/Clubs,Cruising Areas","(*),(W),(YC),(SM)","Pittsburgh","PA",1981,"","4620 Forbes Ave., Pittsburgh, PA",40.444238,-79.94765,"4620 forbes ave, pittsburgh, pa 15213, usa","Google Verified Location",NA,"1981-PA-2114"
"Holiday Health Spa (Behind bank)","","2300 Harbor Blvd.","Bathhouses","(M),(YC),(P)","Costa Mesa","CA",1981,"","2300 Harbor Blvd., Costa Mesa, CA",33.6589078,-117.9165836,"2300 harbor blvd, costa mesa, ca 92626, usa","Google Verified Location",NA,"1981-CA-2115"
"Holiday House","","145 S. New York Ave.","Hotel","(M),(H)","Atlantic City","NJ",1981,"","145 S. New York Ave., Atlantic City, NJ",39.3592721,-74.4275665,"145 s new york ave, atlantic city, nj 08401, usa","Google Verified Location",NA,"1981-NJ-2116"
"Holiday Inn","T-Room","","Cruising Areas","Cruisy Area","Pierre","SD",1981,"",", SD",44.366788,-100.353752,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-SD-2117"
"Holiday Inn","Swim pool (summers)","","Cruising Areas","Cruisy Area,(M)","Richmond","VA",1981,"",", VA",37.540725,-77.436048,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-VA-2118"
"Holiday Inn & Sheraton Bars","","","Cruising Areas","Cruisy Area","Aberdeen","SD",1981,"",", SD",45.464699,-98.486483,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-SD-2119"
"Holiday Inn Bar","","300 W. 'T' St.","Bars/Clubs","(M)","Casper","WY",1981,"","300 W. 'T' St., Casper, WY",42.848709,-106.2980824,"casper, wy, usa","Google Verified Location",NA,"1981-WY-2120"
"Holiday Inn Bar","","Jet. Hwy. 78 & 45 N.","Bars/Clubs","(M)","Tupelo","MS",1981,"","Jet. Hwy. 78 & 45 N., MS",34.270309,-88.716358,"unclear_coded_by_hand","Verified Location",NA,"1981-MS-2121"
"Holiday Inn Bar","","442 Eastern Blvd.","Bars/Clubs","(M),(OC)","Fayetteville","NC",1981,"","442 Eastern Blvd., Fayetteville, NC",35.0535947,-78.8635523,"442 n eastern blvd, fayetteville, nc 28301, usa","Google Verified Location",NA,"1981-NC-2122"
"Holiday Inn Bar","","1801 E. Cedar","Bars/Clubs","(M)","Rawlins","WY",1981,"","1801 E. Cedar, Rawlins, WY",41.7924803,-107.2177419,"1801 e cedar st, rawlins, wy 82301, usa","Google Verified Location",NA,"1981-WY-2123"
"Holiday Inn Bar","","400 N. Lamar","Bars/Clubs","(M)","Oxford","MS",1981,"","400 N. Lamar, Oxford, MS",34.3687333,-89.5180793,"400 n lamar blvd, oxford, ms 38655, usa","Google Verified Location",NA,"1981-MS-2124"
"Holiday Inn Lounge","","Jet. I-40 & US 45","Bars/Clubs,Hotel","(M)","Jackson","TN",1981,"","Jet. I-40 & US 45, TN",35.662987,-88.85593,"unclear_coded_by_hand","Verified Location",NA,"1981-TN-2125"
"Holiday Inn No. 1 Bar","","US 11-80 & Miss. 19","Bars/Clubs","(M)","Meridian","MS",1981,"","US 11-80 & Miss. 19, MS",32.350136,-88.734661,"unclear_coded_by_hand","Verified Location",NA,"1981-MS-2126"
