"ID","title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
1719,"Bushes","3038 N. Federal Hwy.",NA,"561-1724 9am-2am","Ft. Lauderdale","FL","(*),(NH),(E)","Bars","","",1995,"4/25/2023 9:22pm","3038 N. Federal Hwy. ,  Ft. Lauderdale ,  FL",-80.1155868,26.1663878,"3038 n federal hwy, fort lauderdale, fl 33306, usa","Geocoded"
2413,"Dram Shop","3040 N. Broadway",NA,"525-9885 7am-2am","Chicago","IL","(GF),(NH)","Bars","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3040 N. Broadway ,  Chicago ,  IL",-87.6444602,41.9377284,"3040 n broadway, chicago, il 60657, usa","Geocoded"
2755,"Hawley Cooke Books","3042 Bardstown Rd.",NA,"456-6660, 9am-9pm, 11am-6pm Sun","Louisville","KY","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:22pm","3042 Bardstown Rd. ,  Louisville ,  KY",-85.6739859,38.2132055,"3042 bardstown rd, louisville, ky 40205, usa","Geocoded"
2455,"Legacy","3042 W. Irving Park Rd.",NA,"588-9405 8pm-4am, til 5am Sat","Chicago","IL","(*),(NH)","Bars","","Listed under ""Chicago - North Side"".",1995,"4/25/2023 9:22pm","3042 W. Irving Park Rd. ,  Chicago ,  IL",-87.7048489,41.9541519,"3042 w irving park rd, chicago, il 60618, usa","Geocoded"
1750,"Fallen Angel","3045 N. Federal Hwy.",NA,"563-5230 opens 11am, leather, cards, toys, etc.","Ft. Lauderdale","FL","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:22pm","3045 N. Federal Hwy. ,  Ft. Lauderdale ,  FL",-80.1177772,26.1666713,"3045 n federal hwy, fort lauderdale, fl 33306, usa","Geocoded"
3799,"Video Emporium","3049 Rte. 10",NA,"361-9440","Denville","NJ","","Erotica","","",1995,"4/25/2023 9:22pm","3049 Rte. 10 ,  Denville ,  NJ",-74.5051568,40.8647327,"3049 nj-10, denville, nj 07834, usa","Geocoded"
5555,"Knickerbockers","3050 Grant",NA,"394-8556 3pm-1am","Ogden","UT","(MW),(NH),(F)","Bars","","",1995,"4/25/2023 9:23pm","3050 Grant ,  Ogden ,  UT",-111.9446591,41.2088376,"3050 s, ogden, ut 84403, usa","Geocoded"
2117,"Dakota Lounge","3051 Broadway",NA,"863-5863 9am-2am","West Palm Beach","FL","(NH)","Bars","","",1995,"4/25/2023 9:22pm","3051 Broadway ,  West Palm Beach ,  FL",-80.0569529,26.7407602,"3051 broadway, west palm beach, fl 33407, usa","Geocoded"
5967,"Club 3054","3054 E. Washington Ave.",NA,"241-4977 3pm-2am","Madison","WI","(MW),D,(WC)","Bars","","",1995,"4/25/2023 9:23pm","3054 E. Washington Ave. ,  Madison ,  WI",-89.342001,43.1049999,"3054 e washington ave, madison, wi 53704, usa","Geocoded"
5968,"Wings","3054 E. Washington Ave.",NA,"downstairs, from 9pm Wed-Sun","Madison","WI","(L)","Bars","","",1995,"4/25/2023 9:23pm","3054 E. Washington Ave. ,  Madison ,  WI",-89.342001,43.1049999,"3054 e washington ave, madison, wi 53704, usa","Geocoded"
4205,"Econo Lodge - MacArthur Airport","3055 Veterans Memorial Hwy., Ronkonkoma",NA,"588-6800","New York City","NY","(GF)","Accommodations","","Listed under ""N.Y.C. - Long Island/ Suffolk County.""",1995,"4/25/2023 9:23pm","3055 Veterans Memorial Hwy., Ronkonkoma ,  New York City ,  NY",NA,NA,"NA","Geocoded"
2376,"Nightlines","3059 N. Southport",NA,"871-7610, weekly","Chicago","IL","","Publications","","Listed under ""Chicago - Overview"".",1995,"4/25/2023 9:22pm","3059 N. Southport ,  Chicago ,  IL",-87.6635797,41.9378493,"3059 n southport ave, chicago, il 60657, usa","Geocoded"
2377,"Outlines","3059 N. Southport",NA,"871-7610, monthly","Chicago","IL","","Publications","","Listed under ""Chicago - Overview"".",1995,"4/25/2023 9:22pm","3059 N. Southport ,  Chicago ,  IL",-87.6635797,41.9378493,"3059 n southport ave, chicago, il 60657, usa","Geocoded"
4414,"New Vision Videos","3061 Kernersville Rd.",NA,"788-0020","Winston-Salem","NC","","Erotica","","",1995,"4/25/2023 9:23pm","3061 Kernersville Rd. ,  Winston-Salem ,  NC",-80.1774029,36.0776052,"3061 kernersville rd, winston-salem, nc 27107, usa","Geocoded"
1361,"Walnut Cafe","3073 Walnut",NA,"447-2315 7am-11pm, til 3pm Sun-Mon, some veggie","Boulder","CO","(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3073 Walnut ,  Boulder ,  CO",-105.2526419,40.0207404,"3073 walnut st, boulder, co 80301, usa","Geocoded"
1151,"Esta Noche","3079 16th St.",NA,"861-5757 2pm-2am, salsa & disco","San Francisco","CA","D,(MRC-L),(S)","Bars","","Listed under ""S.F.- Mission District"".",1995,"4/25/2023 9:22pm","3079 16th St. ,  San Francisco ,  CA",-122.421292,37.7646846,"3079 16th st, san francisco, ca 94103, usa","Geocoded"
1768,"Bottomline","3090 Evans Ave.",NA,"337-7292 2pm-2am","Ft. Myers","FL","(MW),D,(S),(V),(WC)","Bars","","",1995,"4/25/2023 9:22pm","3090 Evans Ave. ,  Ft. Myers ,  FL",-81.8607625,26.6204334,"3090 evans ave, fort myers, fl 33901, usa","Geocoded"
4511,"Lonesome Dove Cafe","3093 Mayfield Rd.",NA,"397-9100 8am-6pm, patio","Cleveland","OH","(BW)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","3093 Mayfield Rd. ,  Cleveland ,  OH",-81.5689275,41.5161987,"3093 mayfield rd, cleveland heights, oh 44118, usa","Geocoded"
893,"Caliph Lounge","3100 5th Ave.",NA,"298-9495 11:30am-2am, piano bar","San Diego","CA","(P),(E),(OC)","Bars","","",1995,"4/25/2023 9:22pm","3100 5th Ave. ,  San Diego ,  CA",-117.160633,32.737847,"3100 fifth ave, san diego, ca 92103, usa","Geocoded"
5363,"Dallas Voice","3100 Carlisle Ste. 216",NA,"754-8710, weekly","Dallas","TX","","Publications","","",1995,"4/25/2023 9:23pm","3100 Carlisle Ste. 216 ,  Dallas ,  TX",-96.8023596,32.803635,"3100 carlisle st #216, dallas, tx 75204, usa","Geocoded"
5471,"Midtowne Spa","3100 Fannin",NA,"522-2379 24hrs","Houston","TX","(*),(SW),(PC)","Men's Clubs","","",1995,"4/25/2023 9:23pm","3100 Fannin ,  Houston ,  TX",-95.3761659,29.7415403,"3100 fannin st, houston, tx 77004, usa","Geocoded"
3868,"Rio Grande House","3100 Rio Grande Blvd. NW",NA,"345-0120 full brkfst, fireplaces","Albuquerque","NM","(GF)","Accommodations","","",1995,"4/25/2023 9:23pm","3100 Rio Grande Blvd. NW ,  Albuquerque ,  NM",-106.6733902,35.1252368,"3100 rio grande blvd nw, albuquerque, nm 87107, usa","Geocoded"
3976,"Village Books & News","3102 Delaware Ave., Kenmore",NA,"877-5027","Buffalo","NY","","Erotica","","",1995,"4/25/2023 9:23pm","3102 Delaware Ave., Kenmore ,  Buffalo ,  NY",-78.8709268,42.9686988,"3102 delaware ave, kenmore, ny 14217, usa","Geocoded"
3880,"In Crowd","3106 Central SE",NA,"268-3750, 10am-6pm, noon-4pm Sun, lesbigay art, clothing & accessories","Albuquerque","NM","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:23pm","3106 Central SE ,  Albuquerque ,  NM",-106.6104113,35.0803667,"3106 central ave se, albuquerque, nm 87106, usa","Geocoded"
1161,"Ti-Couz","3108 16th St.",NA,"252-7373 11am-11pm, crepes, plenty veggie","San Francisco","CA","(*),(WC)","Restaurants & Cafes","","Listed under ""S.F.- Mission District"".",1995,"4/25/2023 9:22pm","3108 16th St. ,  San Francisco ,  CA",-122.4222078,37.7649068,"3108 16th st, san francisco, ca 94103, usa","Geocoded"
2089,"Grams' Place","3109 N. Ola Ave.",NA,"221-0596 oversized jacuzzi, courtyard, full brkfst","Tampa","FL","(MW),(BYOB),(N)","Accommodations","","",1995,"4/25/2023 9:22pm","3109 N. Ola Ave. ,  Tampa ,  FL",-82.4633706,27.9732175,"3109 n ola ave, tampa, fl 33603, usa","Geocoded"
2124,"Cafe Prospect","3111 S. Dixie Hwy.",NA,"832-5952 lunch & dinner","West Palm Beach","FL","(E)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3111 S. Dixie Hwy. ,  West Palm Beach ,  FL",-80.0552386,26.6852807,"3111 s dixie hwy, west palm beach, fl 33405, usa","Geocoded"
927,"Tomatos","3111 Sports Arena Blvd.",NA,"226-2046 lunch & dinner, Italian, full bar","San Diego","CA","","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3111 Sports Arena Blvd. ,  San Diego ,  CA",-117.2059038,32.7514316,"3111 sports arena blvd, san diego, ca 92110, usa","Geocoded"
5455,"House of Pies","3112 Kirby",NA,"528-3816 24hrs","Houston","TX","(*)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","3112 Kirby ,  Houston ,  TX",-95.4191761,29.7370609,"3112 kirby dr, houston, tx 77098, usa","Geocoded"
955,"'F' St. Bookstore","3112 Midway Dr.",NA,"221-0075, 24hrs","San Diego","CA","","Erotica","","",1995,"4/25/2023 9:22pm","3112 Midway Dr. ,  San Diego ,  CA",-117.2074844,32.7506397,"3112 midway dr, san diego, ca 92110, usa","Geocoded"
3285,"Lesbian/Gay Male/Bisexual Programs Office","3116 Michigan Union, 530 S. State St.",NA,"763-4186 info & referral service 9am-5pm","Ann Arbor","MI","","Info Lines & Services","","",1995,"4/25/2023 9:22pm","3116 Michigan Union, 530 S. State St. ,  Ann Arbor ,  MI",-83.7416649,42.2750492,"530 s state st, ann arbor, mi 48109, usa","Geocoded"
2771,"Unique Bar","3117 Masonic Dr.",NA,"448-0555 7pm-2am, clsd Sun-Mon, patio","Alexandria","LA","(*),(MW),D","Bars","","",1995,"4/25/2023 9:22pm","3117 Masonic Dr. ,  Alexandria ,  LA",-92.4568713,31.2864691,"3117 masonic dr, alexandria, la 71301, usa","Geocoded"
1154,"Cafe Picaro","3120 16th St.",NA,"431-4089 9am-midnight","San Francisco","CA","(MRC-L)","Restaurants & Cafes","","Listed under ""S.F.- Mission District"".",1995,"4/25/2023 9:22pm","3120 16th St. ,  San Francisco ,  CA",-122.4225222,37.7650784,"3120 16th st, san francisco, ca 94103, usa","Geocoded"
2375,"Gay Chicago","3121 N. Braodway",NA,"327-7271, weekly","Chicago","IL","","Publications","","Listed under ""Chicago - Overview"".",1995,"4/25/2023 9:22pm","3121 N. Braodway ,  Chicago ,  IL",-87.644191,41.9381554,"3121 n broadway, chicago, il 60657, usa","Geocoded"
4662,"Naughty & Nice","3121 SW 29th",NA,"686-1110, 24hrs","Oklahoma City","OK","","Erotica","","",1995,"4/25/2023 9:23pm","3121 SW 29th ,  Oklahoma City ,  OK",-97.5715943,35.4355416,"3121 sw 29th st, oklahoma city, ok 73119, usa","Geocoded"
3798,"Perrin & Treggett, Booksellers","3130 Rte. 10 W",NA,"(Denville Commons) 328-8811/ (800)770-8811, 10am-9pm, til 6pm Sat, noon-5pm Sun, large lesbigay section","Denville","NJ","","Bookstores/Retail Shops","","",1995,"4/28/2023 10:28am","3130 Rte. 10 W ,  Denville ,  NJ",-74.5164932,40.8712573,"3130 nj-10, denville, nj 07834, usa","Geocoded"
3711,"Gala Tours","3133 S. Industrial Rd.",NA,"(at A-Z Bargain Travel) 369-9777/ (800)346-5999","Las Vegas","NV","(IGTA)","Travel/Tour Operators","","",1995,"4/28/2023 9:40am","3133 S. Industrial Rd. ,  Las Vegas ,  NV",-115.1651763,36.1435705,"3133 s industrial rd, las vegas, nv 89109, usa","Geocoded"
4807,"Fantasy for Adults","3137 NE Sandy Blvd.",NA,"239-6969","Portland","OR","","Erotica","","",1995,"4/25/2023 9:23pm","3137 NE Sandy Blvd. ,  Portland ,  OR",-122.6322449,45.5313253,"3137 ne sandy blvd, portland, or 97232, usa","Geocoded"
2707,"Visions & Dreams","3143 W. Maple",NA,"942-6333, 10am-8pm, noon-6pm Sun, lesbigay bookstore","Wichita","KS","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:22pm","3143 W. Maple ,  Wichita ,  KS",-97.3796933,37.6802203,"3143 w maple st, wichita, ks 67213, usa","Geocoded"
3969,"Talking Leaves","3144 Main St.",NA,"837-8554, 10am-6pm, clsd Sun","Buffalo","NY","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:23pm","3144 Main St. ,  Buffalo ,  NY",-78.8272785,42.9503989,"3144 main st, buffalo, ny 14214, usa","Geocoded"
5391,"Lambda AA","3144 Ryan Ave.",NA,"921-2871, 8pm daily, call for other mtgs.","Ft. Worth","TX","","Info Lines & Services","","",1995,"4/25/2023 9:23pm","3144 Ryan Ave. ,  Ft. Worth ,  TX",-97.3429843,32.7042962,"3144 ryan ave, fort worth, tx 76110, usa","Geocoded"
165,"Natural B&B","3150 E. Presidio Rd.",NA,"881-4582 full brkfst, massage avail","Tucson","AZ","(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","3150 E. Presidio Rd. ,  Tucson ,  AZ",-110.9250272,32.2628968,"3150 e presidio rd, tucson, az 85716, usa","Geocoded"
1150,"El Rio","3158-A Mission St.",NA,"282-3325 popular Sun afternoons","San Francisco","CA","(GF),(NH),(MRC-L),(E)","Bars","","Listed under ""S.F.- Mission District"".",1995,"4/25/2023 9:22pm","3158-A Mission St. ,  San Francisco ,  CA",-122.4194395,37.7468046,"3158 mission st a, san francisco, ca 94110, usa","Geocoded"
4618,"Sufficient Grounds","3160 Markway",NA,"(Cricket West Mall) 537-1988 7am-11pm, til 1am Fri-Sat, from 10am Sun","Toledo","OH","(WC)","Restaurants & Cafes","","",1995,"4/28/2023 10:30am","3160 Markway ,  Toledo ,  OH",-83.6209228,41.6768165,"3160 markway rd, toledo, oh 43606, usa","Geocoded"
2402,"Annex 3","3160 N. Clark St.",NA,"327-5969 noon-2am, til 3am Sat","Chicago","IL","(MW),(V),(WC)","Bars","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3160 N. Clark St. ,  Chicago ,  IL",-87.650256,41.9392119,"3160 n clark st, chicago, il 60657, usa","Geocoded"
5694,"Babe's of Carytown","3166 W. Cary St.",NA,"355-9330 11am-midnight, til 2am Fri-Sat","Richmond","VA","(W),D,(F),(WC)","Bars","","",1995,"4/25/2023 9:23pm","3166 W. Cary St. ,  Richmond ,  VA",-77.4822901,37.5539604,"3166 w cary st, richmond, va 23221, usa","Geocoded"
2435,"Scenes Coffee House & Dramatist Bookstore","3168 N. Clark St.",NA,"525-1007, 9:30am-midnight","Chicago","IL","","Restaurants & Cafes","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3168 N. Clark St. ,  Chicago ,  IL",-87.650502,41.9395401,"3168 n clark st, chicago, il 60657, usa","Geocoded"
2420,"Lucky Horseshoe","3169 N. Halsted St.",NA,"404-3169 2pm-2am, from noon wknds, patio","Chicago","IL","(S)","Bars","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3169 N. Halsted St. ,  Chicago ,  IL",-87.649118,41.939783,"3169 n halsted st, chicago, il 60657, usa","Geocoded"
1691,"Oasis Beach Motel","3169 S. Atlantic Ave.",NA,"767-8862 apts, nr. beach","Daytona Beach","FL","(GF),(SW)","Accommodations","","",1995,"4/25/2023 9:22pm","3169 S. Atlantic Ave. ,  Daytona Beach ,  FL",-80.973825,29.160702,"3169 s atlantic ave, daytona beach, fl 32118, usa","Geocoded"
585,"Mr. Mike's","3172 Los Feliz Blvd.",NA,"669-9640 11am-2am, piano bar Fri-Sun","Los Angeles","CA","(E),(OC)","Bars","","Listed under ""L.A. - Silverlake.""",1995,"4/25/2023 9:22pm","3172 Los Feliz Blvd. ,  Los Angeles ,  CA",-118.2679882,34.1235124,"3172 los feliz blvd, los angeles, ca 90039, usa","Geocoded"
1158,"New Dawn Cafe","3174 16th St.",NA,"553-8888, 8am-3pm","San Francisco","CA","","Restaurants & Cafes","","Listed under ""S.F.- Mission District"".",1995,"4/25/2023 9:22pm","3174 16th St. ,  San Francisco ,  CA",-122.4235763,37.765043,"3174 16th st, san francisco, ca 94103, usa","Geocoded"
3719,"Pure Pleasure Books & Video","3177 S. Highland",NA,"369-8044, 24hrs, arcade","Las Vegas","NV","","Erotica","","",1995,"4/25/2023 9:22pm","3177 S. Highland ,  Las Vegas ,  NV",-115.1766418,36.1324578,"3177 s highland dr, las vegas, nv 89109, usa","Geocoded"
755,"Boulevard","3199 E. Foothill Blvd.",NA,"356-9304 1pm-2am","Pasadena","CA","(*),(NH),(E)","Bars","","",1995,"4/25/2023 9:22pm","3199 E. Foothill Blvd. ,  Pasadena ,  CA",-118.084308,34.1502892,"3199 e foothill blvd, pasadena, ca 91107, usa","Geocoded"
4391,"Reader's Corner","3201 Hillsborough St.",NA,"828-7024, 10am-9pm, til 6pm Sat, 1pm-6pm Sun","Raleigh","NC","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:23pm","3201 Hillsborough St. ,  Raleigh ,  NC",-78.6794285,35.7900932,"3201 hillsborough st, raleigh, nc 27607, usa","Geocoded"
5473,"French Quarter All-Male Theater","3201 Louisiana",NA,"527-0782","Houston","TX","(PC)","Erotica","","",1995,"4/25/2023 9:23pm","3201 Louisiana ,  Houston ,  TX",-95.379478,29.7425336,"3201 louisiana st, houston, tx 77006, usa","Geocoded"
2700,"Our Fantasy","3201 S. Hillside",NA,"682-5494 4pm-2am, clsd Mon & Tues, patio; also South Forty 4pm-2am","Wichita","KS","(MW),D,(S),(SW),(WC)","Bars","","",1995,"4/25/2023 9:22pm","3201 S. Hillside ,  Wichita ,  KS",-97.2995783,37.6346029,"3201 s hillside st, wichita, ks 67216, usa","Geocoded"
4735,"Reed College Lesbian/Gay & Bisexual Union (LGBU)","3203 SE Woodstock Blvd., 97202",NA,"","Portland","OR","","Info Lines & Services","","",1995,"4/25/2023 9:23pm","3203 SE Woodstock Blvd., 97202 ,  Portland ,  OR",-122.6286167,45.4802044,"3203 se woodstock blvd, portland, or 97202, usa","Geocoded"
4336,"Independence News","3205 The Plaza",NA,"332-8430 (AYOR)","Charlotte","NC","(AYOR)","Erotica","","",1995,"4/25/2023 9:23pm","3205 The Plaza ,  Charlotte ,  NC",-80.7974301,35.2406247,"3205 the plaza, charlotte, nc 28205, usa","Geocoded"
2701,"Pink Triangle","3210 E. Osie",NA,"683-1433 noon-2am, clsd Tues, patio","Wichita","KS","(MW),(NH),(E),(K),(WC)","Bars","","",1995,"4/25/2023 9:22pm","3210 E. Osie ,  Wichita ,  KS",-97.2979451,37.6636474,"3210 e osie st, wichita, ks 67218, usa","Geocoded"
5629,"Buccaneer Country Lodge","3214 Mountain Rd.",NA,"253-4772 full brkfst, country lodge nr. skiing, full kitchen suites, outdoor hot tub","Stowe","VT","(*),(GF),(SW)","Accommodations","","",1995,"4/25/2023 9:23pm","3214 Mountain Rd. ,  Stowe ,  VT",-72.72822,44.4883378,"3214 mountain rd, stowe, vt 05672, usa","Geocoded"
3010,"Cafe Diana","3215 N. Charles St.",NA,"889-1319 7:30am-11pm, from 9am wknds","Baltimore","MD","(*)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3215 N. Charles St. ,  Baltimore ,  MD",-76.6173396,39.3278564,"3215 n charles st, baltimore, md 21218, usa","Geocoded"
5337,"Crews Inn","3215 N. Fitzhugh",NA,"526-9510 noon-2am, patio, popular Tues night","Dallas","TX","(*),D,(S),(WC)","Bars","","",1995,"4/25/2023 9:23pm","3215 N. Fitzhugh ,  Dallas ,  TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
2625,"Adult Emporium","3216 1st Ave.",NA,"328-2673, 24hrs","Council Bluffs","IA","","Erotica","","",1995,"4/25/2023 9:22pm","3216 1st Ave. ,  Council Bluffs ,  IA",-95.8963641,41.2610631,"3216 1st ave, council bluffs, ia 51501, usa","Geocoded"
4317,"Chaser's","3217 The Plaza",NA,"339-0500 4pm-2am; also full restaurant","Charlotte","NC","(MW),D,(S),(V),(PC),(WC)","Bars","","",1995,"4/25/2023 9:23pm","3217 The Plaza ,  Charlotte ,  NC",-80.7973411,35.2407716,"3217 the plaza, charlotte, nc 28205, usa","Geocoded"
5172,"AA Gay/Lesbian","3219 Kingston Pike",NA,"(Tennessee Valley Unitarian Church) 522-9667 (AA#) 7pm Mon & Fri","Knoxville","TN","","Info Lines & Services","","",1995,"8/7/2023 2:52pm","3219 Kingston Pike ,  Knoxville ,  TN",-83.9580952,35.950564,"3219 kingston pike, knoxville, tn 37919, usa","Geocoded"
291,"Brick Hut","3222 Adeline St., Berkeley",NA,"658-5555 7:30am-2pm, 8:30am-3pm wknds, popular for breakfast","East Bay","CA","(*),(MW)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3222 Adeline St., Berkeley ,  East Bay ,  CA",-122.2715697,37.8501149,"3222 adeline st, berkeley, ca 94703, usa","Geocoded"
1761,"Omni Book & Video","3224 W. Broward Blvd.",NA,"584-6825, 24hrs","Ft. Lauderdale","FL","","Erotica","","",1995,"4/25/2023 9:22pm","3224 W. Broward Blvd. ,  Ft. Lauderdale ,  FL",-80.1891193,26.1209546,"3224 w broward blvd, fort lauderdale, fl 33312, usa","Geocoded"
2842,"Four Seasons","3229 N. Causeway, Metairie",NA,"832-0659 noon-4am, patio","New Orleans","LA","","Bars","","",1995,"4/25/2023 9:22pm","3229 N. Causeway, Metairie ,  New Orleans ,  LA",-90.1545275,30.0087146,"3229 n causeway blvd, metairie, la 70002, usa","Geocoded"
4337,"Video Adventures","3231 Wilkinson Blvd.",NA,"399-7187","Charlotte","NC","","Erotica","","",1995,"4/25/2023 9:23pm","3231 Wilkinson Blvd. ,  Charlotte ,  NC",-80.8942883,35.2239499,"3231 wilkinson blvd, charlotte, nc 28208, usa","Geocoded"
3567,"Ray's Playpen","3235 Main St.",NA,"753-7692, 24hrs","Kansas City","MO","","Erotica","","",1995,"4/25/2023 9:22pm","3235 Main St. ,  Kansas City ,  MO",-94.5836099,39.0669927,"3235 main st, kansas city, mo 64111, usa","Geocoded"
2125,"Rhythm Cafe","3238 S. Dixie Hwy.",NA,"833-3406 from 5pm, clsd Sun-Mon (seasonal)","West Palm Beach","FL","(BW)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","3238 S. Dixie Hwy. ,  West Palm Beach ,  FL",-80.0543109,26.6826066,"3238 s dixie hwy, west palm beach, fl 33405, usa","Geocoded"
5777,"Glad Harbor","3239 Alki Ave. SW",NA,"932-3200 3 suites","Seattle","WA","(MW)","Accommodations","","",1995,"4/25/2023 9:23pm","3239 Alki Ave. SW ,  Seattle ,  WA",-122.4191808,47.5749783,"3239 alki ave sw, seattle, wa 98116, usa","Geocoded"
2282,"Bed & Breakfast Honolulu (Statewide)","3242 Kaohinani Dr.",NA,"595-7533/(800)288-4666 accommodations reservation service for all islands","Honolulu, Oahu","HI","(GF)","Accommodations","","",1995,"4/25/2023 9:22pm","3242 Kaohinani Dr. ,  Honolulu, Oahu ,  HI",-157.8314123,21.3401797,"3242 kaohinani dr, honolulu, hi 96817, usa","Geocoded"
2436,"Bodyshop, The","3246 N. Halsted St.",NA,"(at Unicorn Club) 248-7717 6am-10pm","Chicago","IL","MO","Gyms & Health Clubs","","Listed under ""Chicago - New Town"".",1995,"4/28/2023 9:40am","3246 N. Halsted St. ,  Chicago ,  IL",-87.6496736,41.9413525,"3246 n halsted st, chicago, il 60657, usa","Geocoded"
2440,"Unicorn Club","3246 N. Halsted St.",NA,"929-6080, 24hrs, spa","Chicago","IL","","Men's Clubs","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3246 N. Halsted St. ,  Chicago ,  IL",-87.6496736,41.9413525,"3246 n halsted st, chicago, il 60657, usa","Geocoded"
1448,"Pleasure Entertainment Center","3250 W. Alameda",NA,"934-2373","Denver","CO","","Erotica","","",1995,"4/25/2023 9:22pm","3250 W. Alameda ,  Denver ,  CO",-105.139595,39.7052065,"w alameda dr, lakewood, co 80228, usa","Geocoded"
2438,"Unabridged Books","3251 N. Broadway St.",NA,"883-9119, 10am-10pm, til 8pm Sun","Chicago","IL","","Bookstores/Retail Shops","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3251 N. Broadway St. ,  Chicago ,  IL",-87.6442045,41.9415648,"3251 n broadway, chicago, il 60657, usa","Geocoded"
2430,"Caffe Classico","3257 N. Broadway",NA,"477-6000, 8am-midnight","Chicago","IL","","Restaurants & Cafes","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3257 N. Broadway ,  Chicago ,  IL",-87.6442197,41.941765,"3257 n broadway, chicago, il 60657, usa","Geocoded"
4288,"Goodtime Charlie's","3287 Niagara Falls Blvd.",NA,"693-3254","Wheatfield","NY","","Erotica","","",1995,"4/25/2023 9:23pm","3287 Niagara Falls Blvd. ,  Wheatfield ,  NY",-78.8634446,43.0771543,"3287 niagara falls blvd, north tonawanda, ny 14120, usa","Geocoded"
3975,"Goodtime Charlie's","3287 Niagara Falls Blvd., Wheatfield",NA,"693-3254","Buffalo","NY","","Erotica","","",1995,"4/25/2023 9:23pm","3287 Niagara Falls Blvd., Wheatfield ,  Buffalo ,  NY",-78.8634446,43.0771543,"3287 niagara falls blvd, north tonawanda, ny 14120, usa","Geocoded"
4528,"Body Language","3291 W. 115th St.",NA,"251-3330","Cleveland","OH","","Erotica","","",1995,"4/25/2023 9:23pm","3291 W. 115th St. ,  Cleveland ,  OH",-81.7665824,41.4629946,"3291 w 115th st, cleveland, oh 44111, usa","Geocoded"
5364,"TWT (This Week In Texas)","3300 Reagan Ave.",NA,"521-0622","Dallas","TX","","Publications","","",1995,"4/25/2023 9:23pm","3300 Reagan Ave. ,  Dallas ,  TX",-96.8082854,32.811321,"3300 reagan st, dallas, tx 75219, usa","Geocoded"
3384,"Seekers","3301 24th St.",NA,"985-9349 2pm-2am","Port Huron","MI","(MW),D","Bars","","",1995,"4/25/2023 9:22pm","3301 24th St. ,  Port Huron ,  MI",-82.4516519,42.9451511,"3301 24th st, port huron, mi 48060, usa","Geocoded"
2407,"Buddies","3301 N. Clark St.",NA,"477-4066 7am-2am, from 11am Sun","Chicago","IL","(MW),(F)","Bars","","Listed under ""Chicago - New Town"".",1995,"4/25/2023 9:22pm","3301 N. Clark St. ,  Chicago ,  IL",-87.6520537,41.941982,"3301 n clark st, chicago, il 60657, usa","Geocoded"
1301,"Santa Rosa Adult Books","3301 Santa Rosa Ave.",NA,"542-8248","Santa Rosa","CA","","Erotica","","",1995,"4/25/2023 9:22pm","3301 Santa Rosa Ave. ,  Santa Rosa ,  CA",-122.713858,38.3971078,"3301 santa rosa ave, santa rosa, ca 95407, usa","Geocoded"
4619,"Thackeray's","3301 W. Central Ave.",NA,"537-9259 10am-9pm, 11am-5pm Sun","Toledo","OH","(WC)","Bookstores/Retail Shops","","",1995,"4/25/2023 9:23pm","3301 W. Central Ave. ,  Toledo ,  OH",-83.6232593,41.676929,"3301 central ave, toledo, oh 43606, usa","Geocoded"
4607,"Parkside Travel","3310 Kent Rd. Ste. 6",NA,"688-3334/ (800)552-1647","Stowe","OH","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:23pm","3310 Kent Rd. Ste. 6 ,  Stowe ,  OH",-81.4416184,41.1586848,"3310 kent rd suite 6, stow, oh 44224, usa","Geocoded"
