"title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","notes","Year","full.address","lat","lon","geoAddress","status","ID"
"Checkers","(M),(D),(S),(WC)","776-7915 6pm-1am","1066 E 7th St","Bars","St. Paul","MN",NA,"",1997,"1066 E 7th St ,  St. Paul ,  MN",44.9630476,-93.0635702,"1066 e 7th st, st paul, mn 55106, usa","Geocoded","1997-MN-2901"
"Las Margaritas","(WC)","777-0194 from 11am, bar til 2am","1066 Old S Gaylord St","Restaurants & Cafes","Denver","CO",NA,"",1997,"1066 Old S Gaylord St ,  Denver ,  CO",39.6875115,-104.9616869,"s gaylord st, denver, co, usa","Geocoded","1997-CO-2902"
"Kaya","(MW),(MRC-AF),(F),(D),(E),(S)","874-4460 noon-midnight, til 4am Fri, from 5pm Sat-Sun, patio, American, some veggie","1068 Peachtree St","Bars","Atlanta","GA",NA,"",1997,"1068 Peachtree St ,  Atlanta ,  GA",33.783854,-84.383857,"1068 peachtree st ne, atlanta, ga 30309, usa","Geocoded","1997-GA-2903"
"Garrett's Saloon","(M),(NH)","449-2351 11am-2:30am","1071 Parsons Ave","Bars","Columbus","OH",NA,"",1997,"1071 Parsons Ave ,  Columbus ,  OH",39.9416625,-82.9835448,"1071 parsons ave, columbus, oh 43206, usa","Geocoded","1997-OH-2904"
"Regency Travel","(IGTA)","#19, 294-0175/(800) 374-2784","1075 Duval St","Travel/Tour Operators","Key West","FL",NA,"",1997,"1075 Duval St ,  Key West ,  FL",24.5509424,-81.7979885,"1075 duval st, key west, fl 33040, usa","Geocoded","1997-FL-2905"
"Club Body Tech","(MW)","292-9683 6am-11pm, 9am-10pm wknds, full gym, sauna, message therapy available","1075 Duval St","Gyms & Health Clubs","Key West","FL",NA,"",1997,"1075 Duval St ,  Key West ,  FL",24.5509424,-81.7979885,"1075 duval st, key west, fl 33040, usa","Geocoded","1997-FL-2906"
"Royal Blend","","383-0873, 7am-7pm","1075 NW Newport","Restaurants & Cafes","Bend","OR",NA,"",1997,"1075 NW Newport ,  Bend ,  OR",44.0621843,-121.3274702,"1075 nw newport ave, bend, or 97703, usa","Geocoded","1997-OR-2907"
"Einstein's","","876-7925, noon-1am, American, full bar","1077 Juniper","Restaurants & Cafes","Atlanta","GA",NA,"",1997,"1077 Juniper ,  Atlanta ,  GA",33.7840719,-84.3819934,"1077 juniper st ne, atlanta, ga 30309, usa","Geocoded","1997-GA-2908"
"The Metro","(M),(D),(S),(V)","874-9869 3pm-3am","1080 Peachtree St","Bars","Atlanta","GA",NA,"",1997,"1080 Peachtree St ,  Atlanta ,  GA",33.7839725,-84.384184,"1010 midtown, 1080 peachtree st ne, atlanta, ga 30309, usa","Geocoded","1997-GA-2909"
"Opus I","(M),(NH),(WC)","634-6478 9pm-4am","1086 Alco St NE","Bars","Atlanta","GA",NA,"",1997,"1086 Alco St NE ,  Atlanta ,  GA",33.8175106,-84.3524904,"1086 alco st ne, atlanta, ga 30324, usa","Geocoded","1997-GA-2910"
"Detour","(M),(L)","664-1189","1087 Manzanita","Bars","Los Angeles","CA",NA,"",1997,"1087 Manzanita ,  Los Angeles ,  CA",34.0929432,-118.2814012,"1087 manzanita st, los angeles, ca 90029, usa","Geocoded","1997-CA-2911"
"The Gate","(M),(NH)","885-9871 4pm-2am, 11am-2am wknds, Sun brunch","1093 Pine St","Bars","San Francisco","CA",NA,"",1997,"1093 Pine St ,  San Francisco ,  CA",37.7902655,-122.413805,"1093 pine st, san francisco, ca 94109, usa","Geocoded","1997-CA-2912"
"Be Yourself Executive Inn - Twin Cities","(M),(N)","698-3571","1093 Snelling Ave S","Accommodations","St. Paul","MN",NA,"",1997,"1093 Snelling Ave S ,  St. Paul ,  MN",44.9081294,-93.1674159,"1093 snelling ave s, st paul, mn 55116, usa","Geocoded","1997-MN-2913"
"Southern Voice","","30306, 876-1819, weekly","1095 Zenolite Rd","Publications","Atlanta","GA",NA,"",1997,"1095 Zenolite Rd ,  Atlanta ,  GA",33.806703,-84.3447563,"1095 zonolite rd ne, atlanta, ga 30306, usa","Geocoded","1997-GA-2914"
"Star Harbor Resort","","834-3796, cabins on Lake Superior","1098 Hwy 61 E","Accommodations","Two Harbors","MN",NA,"",1997,"1098 Hwy 61 E ,  Two Harbors ,  MN",47.0256375,-91.6724952,"mn-61, two harbors, mn, usa","Geocoded","1997-MN-2915"
"1099 Club","(*),(MW),(NH),(S),(V),(WC)","329-1099 24hrs wknds","1099 S Virginia","Bars","Reno","NV",NA,"",1997,"1099 S Virginia ,  Reno ,  NV",39.5127131,-119.8068565,"1099 s virginia st, reno, nv 89502, usa","Geocoded","1997-NV-2916"
"1100 Club","(M),(D),(F)","647-9950 7am-2am","1100 1st St","Bars","Milwaukee","WI",NA,"",1997,"1100 1st St ,  Milwaukee ,  WI",43.0199751,-87.910974,"1100 s 1st st, milwaukee, wi 53204, usa","Geocoded","1997-WI-2917"
"The Broadway","(M),(NH)","432-3646 10am-2am","1100 E Broadway","Bars","Long Beach","CA",NA,"",1997,"1100 E Broadway ,  Long Beach ,  CA",33.7684747,-118.178389,"1100 e broadway, long beach, ca 90802, usa","Geocoded","1997-CA-2918"
"Dignity-Denver","","(Capitol Hts. Presb. Church) 322-8485, 5pm Sun","1100 Fillmore","Spiritual Groups","Denver","CO",NA,"",1997,"1100 Fillmore ,  Denver ,  CO",39.7337888,-104.9525947,"1100 fillmore st, denver, co 80206, usa","Geocoded","1997-CO-2919"
"Carriage House","(GF),(NH),(F),(WC)","282-7411 3 flrs., food served, steak/seafood, gay-owned/run","1100 Kilgore","Bars","Muncie","IN",NA,"",1997,"1100 Kilgore ,  Muncie ,  IN",40.190938,-85.3980009,"1100 w kilgore ave, muncie, in 47305, usa","Geocoded","1997-IN-2920"
"Alan Gold's","(*),(MW),(D),(F),(S),(WC)","629-8080 4:30pm-3am","1100 McCallie Ave","Bars","Chattanooga","TN",NA,"",1997,"1100 McCallie Ave ,  Chattanooga ,  TN",35.0395897,-85.2850965,"1100 mccallie ave, chattanooga, tn 37404, usa","Geocoded","1997-TN-2921"
"Polk Gulch Saloon","(M),(NH),(OC)","771-2022 6am-2am","1100 Polk St","Bars","San Francisco","CA",NA,"",1997,"1100 Polk St ,  San Francisco ,  CA",37.7869499,-122.4198491,"1100 polk st, san francisco, ca 94109, usa","Geocoded","1997-CA-2922"
"Chances","(W),(D),(E),(WC)","523-7217 10am-2am","1100 Westheimer","Bars","Houston","TX",NA,"",1997,"1100 Westheimer ,  Houston ,  TX",29.7450164,-95.3929481,"1100 westheimer rd, houston, tx 77006, usa","Geocoded","1997-TX-2923"
"Allegro","(M),(D)","837-3906 6pm-2am, from 4pm Sun","1101 Cathedral St","Bars","Baltimore","MD",NA,"",1997,"1101 Cathedral St ,  Baltimore ,  MD",39.302456,-76.617831,"1101 cathedral st, baltimore, md 21201, usa","Geocoded","1997-MD-2924"
"Tony's Coffee","(WC)","738-4710 7am-10pm, patio","1101 Harris Ave","Restaurants & Cafes","Bellingham","WA",NA,"",1997,"1101 Harris Ave ,  Bellingham ,  WA",48.7203382,-122.5031371,"1101 harris ave, bellingham, wa 98225, usa","Geocoded","1997-WA-2925"
"Nob Hill","(M),(D),(MRC-AF),(F),(S)","797-1101 5pm-2am, from 6pm wknds","1101 Kenyon NW","Bars","Washington","D.C",NA,"",1997,"1101 Kenyon NW ,  Washington ,  D.C",38.9299041,-77.0279925,"1101 kenyon st nw, washington, dc 20010, usa","Geocoded","1997-D.C-2926"
"Walker's Point Marble Arcade","(MW),(F),(E),(WC)","647-9430 bowling alley","1101 S 2nd St","Bars","Milwaukee","WI",NA,"",1997,"1101 S 2nd St ,  Milwaukee ,  WI",43.019972,-87.9128899,"1101 s 2nd st, milwaukee, wi 53204, usa","Geocoded","1997-WI-2927"
"Twin Travel","","923-2995","1101 Spruce St","Travel/Tour Operators","Philadelphia","PA",NA,"",1997,"1101 Spruce St ,  Philadelphia ,  PA",39.9464884,-75.1595772,"1101 spruce st, philadelphia, pa 19107, usa","Geocoded","1997-PA-2928"
"The Cuban Club Suites","(GF),(IGTA)","296-0465/(800) 432-4849 award-winning historic hotel overlooking Duval St.","1102-A Duval St","Accommodations","Key West","FL",NA,"",1997,"1102-A Duval St ,  Key West ,  FL",24.5499155,-81.7985864,"1102 duval st a, key west, fl 33040, usa","Geocoded","1997-FL-2929"
"Gypsy Cafe","","625-9310, 11am-1am, til 3pm Sun","1103 Hollins St","Restaurants & Cafes","Baltimore","MD",NA,"",1997,"1103 Hollins St ,  Baltimore ,  MD",39.2871667,-76.6354036,"1103 hollins st, baltimore, md 21223, usa","Geocoded","1997-MD-2930"
"Rainbow Place","","848-2455, info line & community center","1103 N Broad","Info Lines & Services","Woodbury","NJ",NA,"",1997,"1103 N Broad ,  Woodbury ,  NJ",39.8513066,-75.1430106,"1103 n broad st, woodbury, nj 08096, usa","Geocoded","1997-NJ-2931"
"Back Door Pub","(M),(MRC-AF)","546-5979 5pm-2am, til 3am Fri-Sat","1104 8th St SE","Bars","Washington","D.C",NA,"",1997,"1104 8th St SE ,  Washington ,  D.C",38.8772416,-76.9946991,"1104 8th st se, washington, dc 20003, usa","Geocoded","1997-D.C-2932"
"Basic Plumbing","(MO)","682-8441","1104 Pike St","Men's Clubs","Seattle","WA",NA,"",1997,"1104 Pike St ,  Seattle ,  WA",47.613775,-122.3287489,"1104 pike st, seattle, wa 98101, usa","Geocoded","1997-WA-2933"
"Club Cathode Ray","(*),(M),(V)","462-8611 2pm-2am, til 3am Sat","1105 E Las Olas Blvd","Bars","Fort Lauderdale","FL",NA,"",1997,"1105 E Las Olas Blvd ,  Fort Lauderdale ,  FL",26.1194229,-80.1318763,"1105 e las olas blvd, fort lauderdale, fl 33301, usa","Geocoded","1997-FL-2934"
"Java's/Za's","(MW),(D),(V),(18+)","435-5476 8pm-2:30am, 18+ Sun","1106 Main St","Bars","Green Bay","WI",NA,"",1997,"1106 Main St ,  Green Bay ,  WI",44.512413,-88.0011029,"1106 main st, green bay, wi 54301, usa","Geocoded","1997-WI-2935"
"Walkers Point Cafe","","384-7999, opens 10pm","1106 S 1st St","Restaurants & Cafes","Milwaukee","WI",NA,"",1997,"1106 S 1st St ,  Milwaukee ,  WI",43.0198992,-87.910974,"1106 s 1st st, milwaukee, wi 53204, usa","Geocoded","1997-WI-2936"
"Sidestreet Saloon","(MW),(NH)","267-0324 2pm-2am","1106 S Pattie","Bars","Wichita","KS",NA,"",1997,"1106 S Pattie ,  Wichita ,  KS",37.6730242,-97.3221062,"1106 s pattie st, wichita, ks 67211, usa","Geocoded","1997-KS-2937"
"The Papa's Club 96","(M),(NH)","333-0074 2pm-2am, patio","1108 Front St","Bars","Boise","ID",NA,"",1997,"1108 Front St ,  Boise ,  ID",43.6162787,-116.2088279,"1108 w front st, boise, id 83702, usa","Geocoded","1997-ID-2938"
"The Vineyard","(M),(S)","421-1082 7am-1am","1108 Grand Ave","Bars","Kansas City","MO",NA,"",1997,"1108 Grand Ave ,  Kansas City ,  MO",38.9642546,-94.5885714,"grand ave, kansas city, mo, usa","Geocoded","1997-MO-2939"
"Marix Tex Mex","(MW),(WC)","(213) 656-8800 11am-midnight, great margaritas","1108 N Flores","Restaurants & Cafes","West Hollywood","CA",NA,"",1997,"1108 N Flores ,  West Hollywood ,  CA",34.0910911,-118.3712656,"1108 flores st, west hollywood, ca 90069, usa","Geocoded","1997-CA-2940"
"South Carolina Gay/Lesbian Community Center/Info Line","","771-7713, 24hr message, 6pm-10pm, from 2pm Sat, clsd Sun & Mon","1108 Woodrow St","Info Lines & Services","Columbia","SC",NA,"",1997,"1108 Woodrow St ,  Columbia ,  SC",34.0044704,-81.0046939,"1108 woodrow st, columbia, sc 29205, usa","Geocoded","1997-SC-2941"
"House of Video","","525-2194","1109 4th Ave","Erotica","Huntington","WV",NA,"",1997,"1109 4th Ave ,  Huntington ,  WV",38.4212826,-82.439941,"1109 4th ave, huntington, wv 25701, usa","Geocoded","1997-WV-2942"
"Pipeline","(MW),(NH),(S),(PC)","771-0121 9pm-6am, clsd Sun-Tue","1109 Assembly","Bars","Columbia","SC",NA,"",1997,"1109 Assembly ,  Columbia ,  SC",33.9997559,-81.0353477,"1109 assembly st, columbia, sc 29201, usa","Geocoded","1997-SC-2943"
"Marquee","(GF),(D),(S),(WC)","447-1803 7pm-2am","1109 Walnut","Bars","Boulder","CO",NA,"",1997,"1109 Walnut ,  Boulder ,  CO",40.0170388,-105.2806943,"1109 walnut st, boulder, co 80302, usa","Geocoded","1997-CO-2944"
"The Pride Agenda","(WC)","524-8429 11am-7pm, til 8pm Th-Fri, 11am-5pm wknds","1109 Westgate","Bookstores/Retail Shops","Oak Park","IL",NA,"",1997,"1109 Westgate ,  Oak Park ,  IL",41.8878354,-87.8028555,"1109 westgate st, oak park, il 60301, usa","Geocoded","1997-IL-2945"
"Austin St. Inn","(MW),(D),(S)","687-7703 8am-2am, clsd Mon-Tue","1110 Austin St","Bars","McAllen","TX",NA,"",1997,"1110 Austin St ,  McAllen ,  TX",26.2031881,-98.2316445,"1110 austin ave, mcallen, tx 78501, usa","Geocoded","1997-TX-2946"
"Arizona Royal Villa Apts.","(MO),(SW),(N)","#8, 266-6883 jacuzzi, cont'l brkfst","1110 E Turney Ave","Accommodations","Phoenix","AZ",NA,"",1997,"1110 E Turney Ave ,  Phoenix ,  AZ",33.5002655,-112.0578372,"1110 e turney ave, phoenix, az 85014, usa","Geocoded","1997-AZ-2947"
"Linnea's Cafe","","541-5888, til midnight, til 2am wknds, plenty veggie","1110 Garden","Restaurants & Cafes","San Luis Obispo","CA",NA,"",1997,"1110 Garden ,  San Luis Obispo ,  CA",35.2827524,-120.6596156,"san luis obispo, ca, usa","Geocoded","1997-CA-2948"
"Dan's Adult World","","456-3780","1110 Main St","Erotica","Williamantic","CT",NA,"",1997,"1110 Main St ,  Williamantic ,  CT",41.7131475,-72.2218064,"1110 main st, willimantic, ct 06226, usa","Geocoded","1997-CT-2949"
"West Lynn Cafe","(BW)","482-0950 vegetarian","1110 W Lynn","Restaurants & Cafes","Austin","TX",NA,"",1997,"1110 W Lynn ,  Austin ,  TX",30.2800628,-97.7595177,"1110 w lynn st, austin, tx 78703, usa","Geocoded","1997-TX-2950"
"Pro Fitness","","294-1865, 6am-9pm, from 9am-7pm Sat & 11am-5pm Sun","1111 12th St","Gyms & Health Clubs","Key West","FL",NA,"",1997,"1111 12th St ,  Key West ,  FL",24.5637736,-81.768085,"1111 12th st, key west, fl 33040, usa","Geocoded","1997-FL-2951"
"MCC Columbia","","256-2154, 11am Sun","1111 Belleview","Spiritual Groups","Columbia","SC",NA,"",1997,"1111 Belleview ,  Columbia ,  SC",34.0161139,-81.0412566,"1111 belleview st, columbia, sc 29201, usa","Geocoded","1997-SC-2952"
"Tracks","(*),(MW),(D),(A),(F),(YC),(WC)","488-3320 9pm-4am","1111 First St SE","Bars","Washington","D.C",NA,"",1997,"1111 First St SE ,  Washington ,  D.C",38.8773374,-77.0061249,"1111 first st se, washington, dc 20003, usa","Geocoded","1997-D.C-2953"
"Lee Street Deli","","343-3354, 11am-3pm, bar til 1am","1111 Lee St E","Restaurants & Cafes","Charleston","WV",NA,"",1997,"1111 Lee St E ,  Charleston ,  WV",38.347854,-81.6302871,"1111 lee st e, charleston, wv 25301, usa","Geocoded","1997-WV-2954"
"City Seen","(WC)","472-8833 11am-7pm","1111 Main St","Restaurants & Cafes","Kansas City","MO",NA,"",1997,"1111 Main St ,  Kansas City ,  MO",39.10087,-94.582989,NA,"Geocoded","1997-MO-2955"
"Crossroads Market Bookstore/Cafe","(F),(WC)","942-0147 9am-10pm, til 11pm Fri-Sat, lesbiga","1111 Westheimer","Bookstores/Retail Shops","Houston","TX",NA,"",1997,"1111 Westheimer ,  Houston ,  TX",29.7443811,-95.3928508,"1111 westheimer rd, houston, tx 77006, usa","Geocoded","1997-TX-2956"
"Patisserie Baroque","","861-1881, 8am-6pm, til 7pm Fri, from 10am Sat, clsd Sun-Mon","1112 Kenilworth Ave","Restaurants & Cafes","Cleveland","OH",NA,"",1997,"1112 Kenilworth Ave ,  Cincinnati ,  OH",41.479906,-81.689915,"1112 kenilworth ave, norwood, oh 45212, usa","Geocoded","1997-OH-2957"
"HIV Resource Center","","883-2437, 11am-5pm","1112 Pine St","Info Lines & Services","Klamath Falls","OR",NA,"",1997,"1112 Pine St ,  Klamath Falls ,  OR",42.2282885,-121.7792834,"1112 pine st, klamath falls, or 97601, usa","Geocoded","1997-OR-2958"
"Hill House B&B","(*),(MW)","720-7161 full brkfst","1113 E John St","Accommodations","Seattle","WA",NA,"",1997,"1113 E John St ,  Seattle ,  WA",47.61975,-122.3175083,"liv, 1113 e john st, seattle, wa 98102, usa","Geocoded","1997-WA-2959"
"Mencken's Cultured Pearl Cafe","(WC)","837-1947 Mexican","1114 Hollins St","Restaurants & Cafes","Baltimore","MD",NA,"",1997,"1114 Hollins St ,  Baltimore ,  MD",39.2878388,-76.6357616,"1114 hollins st, baltimore, md 21223, usa","Geocoded","1997-MD-2960"
"Re-bar","(*),(GF),(D),(YC),(E)","(at Boren Ave.), 233-9873 9pm-2am, 'Queer Disco' Th","1114 Howell","Bars","Seattle","WA",NA,"",1997,"1114 Howell ,  Seattle ,  WA",47.6167227,-122.3310759,"1114 howell st, seattle, wa 98101, usa","Geocoded","1997-WA-2961"
"Gallery Book Store","","244-2916, 24hrs","1114 Walnut St","Erotica","Des Moines","IA",NA,"",1997,"1114 Walnut St ,  Des Moines ,  IA",41.5903785,-93.6016633,"1114 e walnut st, des moines, ia 50319, usa","Geocoded","1997-IA-2962"
"Dave's Not Here","","983-7060, 11am-10pm, clsd Sun, New Mexican","1115 Hickock St","Restaurants & Cafes","Santa Fe","NM",NA,"",1997,"1115 Hickock St ,  Santa Fe ,  NM",35.6813433,-105.9586733,"1115 hickox st, santa fe, nm 87505, usa","Geocoded","1997-NM-2963"
"Seattle Jacks","(MO)","(nr. Boren) every Tue, door 7:30pm-8pm","1115 Pike St","Men's Clubs","Seattle","WA",NA,"",1997,"1115 Pike St ,  Seattle ,  WA",47.6135774,-122.3281184,"1115 pike st, seattle, wa 98101, usa","Geocoded","1997-WA-2964"
"People Like Us","","248-6363, 10am-9pm, Chicago's only exclusively lesbigay bookstore","1115 W Belmont","Bookstores/Retail Shops","Chicago","IL",NA,"",1997,"1115 W Belmont ,  Chicago ,  IL",41.9397364,-87.6572762,"1115 w belmont ave, chicago, il 60657, usa","Geocoded","1997-IL-2965"
"Outlines/Nightlines","","#2-D, 871-7610, monthly","1115 W Belmont Ave","Publications","Chicago","IL",NA,"",1997,"1115 W Belmont Ave ,  Chicago ,  IL",41.9397364,-87.6572762,"1115 w belmont ave, chicago, il 60657, usa","Geocoded","1997-IL-2966"
"Horizon Book Store","","328-2988, 10am-6pm, clsd Sun","1115-1/2 W Oregon","Bookstores/Retail Shops","Champaign/Urbana","IL",NA,"",1997,"1115-1/2 W Oregon ,  Champaign/Urbana ,  IL",40.1068776,-88.2233904,"1115 w oregon st, urbana, il 61801, usa","Geocoded","1997-IL-2967"
"Johnny's","(M),(NH),(S)","522-5931 11am-2am, from noon Sun","1116 W Broward Blvd","Bars","Fort Lauderdale","FL",NA,"",1997,"1116 W Broward Blvd ,  Fort Lauderdale ,  FL",26.121666,-80.1567824,"1116 w broward blvd, fort lauderdale, fl 33312, usa","Geocoded","1997-FL-2968"
"J.P.'s","(M),(D)","778-5310 4pm-midnight","1117 N Palm Canyon","Bars","Palm Springs","CA",NA,"",1997,"1117 N Palm Canyon ,  Palm Springs ,  CA",33.8378484,-116.5470303,"1117 n palm canyon dr, palm springs, ca 92262, usa","Geocoded","1997-CA-2969"
"Club Z","(MO),(PC)","622-9958 4pm-9:30am, 24hr Fri-Mon","1117 Pike St","Men's Clubs","Seattle","WA",NA,"",1997,"1117 Pike St ,  Seattle ,  WA",47.6135545,-122.3280869,"1117 pike st, seattle, wa 98101, usa","Geocoded","1997-WA-2970"
"Spag's Tavern","(MW),(NH),(OC)","322-3232 2pm-2am, from noon wknds, bear bar","1118 E Pike","Bars","Seattle","WA",NA,"",1997,"1118 E Pike ,  Seattle ,  WA",47.6142698,-122.3172888,"1118 e pike st, seattle, wa 98122, usa","Geocoded","1997-WA-2971"
"Alexander's Guest House","(M),(SW),(N),(IGTA)","294-9919/(800) 654-9919","1118 Fleming St","Accommodations","Key West","FL",NA,"",1997,"1118 Fleming St ,  Key West ,  FL",24.5605589,-81.7952549,"1118 fleming st, key west, fl 33040, usa","Geocoded","1997-FL-2972"
"The Heights Cafe","(MW),(BYOB)","(213) 650-9688 7am-11pm, 8pm-midnight Fri-Sat, til 9pm Sun, bistro, plenty veggie","1118 N Crescent Heights Blvd","Restaurants & Cafes","West Hollywood","CA",NA,"",1997,"1118 N Crescent Heights Blvd ,  West Hollywood ,  CA",34.091311,-118.3659474,"1118 n crescent heights blvd, west hollywood, ca 90046, usa","Geocoded","1997-CA-2973"
"Le Salon Book Store","","673-4492","1118 Polk St","Erotica","San Francisco","CA",NA,"",1997,"1118 Polk St ,  San Francisco ,  CA",37.7871451,-122.419864,"1118 polk st, san francisco, ca 94109, usa","Geocoded","1997-CA-2974"
"AA Gay/Lesbian","","(United Ministries) E. Lansing, 321-8781","1118 S Harrison St","Info Lines & Services","Lansing","MI",NA,"",1997,"1118 S Harrison St ,  Lansing ,  MI",42.732535,-84.5555347,"lansing, mi, usa","Geocoded","1997-MI-2975"
"New Orleans Guest House","(GF)","566-1177/(800) 562-1177 1848 Creole cottage, courtyard","1118 Ursulines St","Accommodations","New Orleans","LA",NA,"",1997,"1118 Ursulines St ,  New Orleans ,  LA",29.9640321,-90.0660822,"1118 ursulines ave, new orleans, la 70116, usa","Geocoded","1997-LA-2976"
"Bookmark Video","","525-6861","1119 4th Ave","Erotica","Huntington","WV",NA,"",1997,"1119 4th Ave ,  Huntington ,  WV",38.4212718,-82.4396129,"1119 4th ave, huntington, wv 25701, usa","Geocoded","1997-WV-2977"
"French Quarter Suites","(GF)","524-7725/(800) 457-2253 pool, hot tub","1119 N Rampart","Accommodations","New Orleans","LA",NA,"",1997,"1119 N Rampart ,  New Orleans ,  LA",29.964326,-90.0655166,"1119 n rampart st, new orleans, la 70116, usa","Geocoded","1997-LA-2978"
"MCC of Greater St. Louis","","231-9100, 9:30am & 11am Sun, 5:30 Sat","1120 Dolman","Spiritual Groups","St. Louis","MO",NA,"",1997,"1120 Dolman ,  St. Louis ,  MO",38.6185268,-90.2090653,"1120 dolman st, st. louis, mo 63104, usa","Geocoded","1997-MO-2979"
"Dar's Bar","(MW),(D)","454-9128 9pm-2:30am","1120 W Tuscarawas","Bars","Canton","OH",NA,"",1997,"1120 W Tuscarawas ,  Canton ,  OH",41.0133391,-81.6282792,"1120 w tuscarawas ave, barberton, oh 44203, usa","Geocoded","1997-OH-2980"
"Driftwood Lounge","(MW),(D),(V),(YC),(WC)","696-9858 5pm-3am, also Beehive upstairs","1121 7th Ave","Bars","Huntington","WV",NA,"",1997,"1121 7th Ave ,  Huntington ,  WV",38.4171507,-82.4383004,"1121 7th ave, huntington, wv 25701, usa","Geocoded","1997-WV-2981"
"God's Word Fellowship","","(Comm. Counseling Ctr.), 222-7814, (pager), Bible study, TS/TV welcome, 7pm Th","1121 Almond Tree Ln","Spiritual Groups","Las Vegas","NV",NA,"",1997,"1121 Almond Tree Ln ,  Las Vegas ,  NV",36.1448473,-115.1388756,"1121 almond tree ln, las vegas, nv 89104, usa","Geocoded","1997-NV-2982"
"P.S.","(M),(NH),(OC)","885-1448 6am-2am","1121 Polk St","Bars","San Francisco","CA",NA,"",1997,"1121 Polk St ,  San Francisco ,  CA",37.7938052,-122.4214869,"1121 polk st, san francisco, ca 94109, usa","Geocoded","1997-CA-2983"
"Comedy Zone","(GF),(E)","672-4788 Tue gay night, call for events","1121 Washington Ave","Bars","Miami","FL",NA,"",1997,"1121 Washington Ave ,  Miami ,  FL",25.7823098,-80.1321025,"1121 washington ave, miami beach, fl 33139, usa","Geocoded","1997-FL-2984"
"Brain Wash","(*),(GF),(E),(BW)","431-9274 7:30am-midnight, til 1am Fri-Sat, laundromat& cafe","1122 Folsom St","Bars","San Francisco","CA",NA,"",1997,"1122 Folsom St ,  San Francisco ,  CA",37.7763832,-122.4086985,"1122 folsom st, san francisco, ca 94103, usa","Geocoded","1997-CA-2985"
"Eclectics","","443-0873","1122-A Wilkes Blvd","Erotica","Columbia","MO",NA,"",1997,"1122-A Wilkes Blvd ,  Columbia ,  MO",38.959817,-92.3230718,"1122 wilkes blvd # a, columbia, mo 65201, usa","Geocoded","1997-MO-2986"
"Cameo","(GF),(BW),(D)","226-7055 10pm-4am Fri-Sun, underground mini-rave","1123 E Commerce","Bars","San Antonio","TX",NA,"",1997,"1123 E Commerce ,  San Antonio ,  TX",29.4220281,-98.4792306,"1123 e commerce st, san antonio, tx 78205, usa","Geocoded","1997-TX-2987"
"La Terraza/Le Te Da","(*),(MW),(SW),(IGTA)","296-6706/(800) 528-3320 tropical setting, gourmet restaurant, 2 bars, Sun T-dance","1125 Duval St","Accommodations","Key West","FL",NA,"",1997,"1125 Duval St ,  Key West ,  FL",24.5494458,-81.7977856,"1125 duval st, key west, fl 33040, usa","Geocoded","1997-FL-2988"
"Three Sister's Tavern","(M),(NH),(D)","228-0486 1pm-2:30am, clsd Sun","1125 SW Stark St","Bars","Portland","OR",NA,"",1997,"1125 SW Stark St ,  Portland ,  OR",45.5226173,-122.6828026,"1125 sw harvey milk st, portland, or 97205, usa","Geocoded","1997-OR-2989"
"Spokane Arcade","","747-1621, 24hrs","1125 W 1st St","Erotica","Spokane","WA",NA,"",1997,"1125 W 1st St ,  Spokane ,  WA",47.6561537,-117.4292012,"1125 w 1st ave, spokane, wa 99201, usa","Geocoded","1997-WA-2990"
"Brandy's II","(M)","437-3917 1pm-2am","1126 Main St","Bars","Green Bay","WI",NA,"",1997,"1126 Main St ,  Green Bay ,  WI",44.5124525,-88.0005198,"1126 main st, green bay, wi 54301, usa","Geocoded","1997-WI-2991"
"Downtown Connection","(M),(NH)","299-4880 3pm-2:30am, sports bar","1126 N High St","Bars","Columbus","OH",NA,"",1997,"1126 N High St ,  Columbus ,  OH",39.9853642,-83.0047575,"1126 n high st, columbus, oh 43201, usa","Geocoded","1997-OH-2992"
"Embassy Guest House","","725-8284","1126 Seaview","Accommodations","Condado","PR",NA,"",1997,"1126 Seaview ,  Condado ,  PR",18.4571662,-66.073004,"cll seaview, san juan, 00907, puerto rico","Geocoded","1997-PR-2993"
"Panache","(*)","725-2400 dinner only, French","1127 Calle Seaview","Restaurants & Cafes","Condado","PR",NA,"",1997,"1127 Calle Seaview ,  Condado ,  PR",18.4572309,-66.0726421,"1127 cll seaview, san juan, 00907, puerto rico","Geocoded","1997-PR-2994"
"Affirmation Methodist","","(United Methodist Church), 256-2353, 10am Sun, also social group, call for details","1127 University Ave","Spiritual Groups","Madison","WI",NA,"",1997,"1127 University Ave ,  Madison ,  WI",43.0729957,-89.4053542,"1127 university ave, madison, wi 53706, usa","Geocoded","1997-WI-2995"
"Granville Anvil","(M),(NH)","973-0006 11am-2am","1127 W Granville","Bars","Chicago","IL",NA,"",1997,"1127 W Granville ,  Chicago ,  IL",41.9944433,-87.6595173,"1127 w granville ave, chicago, il 60660, usa","Geocoded","1997-IL-2996"
"Boardwalk","(M),(D),(S),(WC)","453-8000 5pm-2:30am","1127 W Tuscarawas","Bars","Canton","OH",NA,"",1997,"1127 W Tuscarawas ,  Canton ,  OH",40.800848,-81.385121,NA,"Geocoded","1997-OH-2997"
