ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
564,Little Joy,(Latins),1477 Sunset Blvd.,Bars/Clubs,,Los Angeles,CA,1983,,,,12/5/2021 11:00am,"1477 Sunset Blvd., Los Angeles, CA",34.0757375,-118.25434,"1477 sunset blvd, los angeles, ca 90026, usa",Google Verified Location
2909,Little Lamplighter,(24 hrs),17341 W. 8 Mi. Rd.,Bars/Clubs,,Detroit,MI,1983,,,,12/5/2021 11:01am,"17341 W. 8 Mi. Rd., Detroit, MI",42.4415094,-83.3214984,"17341 w 8 mile rd, livonia, mi 48152, usa",Google Verified Location
1041,Little Michelle's,,64 Rausch,Restaurant,"(M),(R)",San Francisco,CA,1983,,,,12/5/2021 11:00am,"64 Rausch, San Francisco, CA",37.7759271,-122.4094478,"64 rausch st, san francisco, ca 94103, usa",Google Verified Location
4366,Little Pete's,,1700 Chancellor,Restaurant,"(M),(R),(C),(AH)",Philadelphia,PA,1983,,,,12/5/2021 11:02am,"1700 Chancellor, Philadelphia, PA",39.9493564,-75.1693381,"1700 chancellor st, philadelphia, pa 19103, usa",Google Verified Location
356,Little Shrimp,(Piano bar - patio in Summer),1305 S. Coast Hwy.,"Bars/Clubs,Restaurant","(*),(R),(E)",Laguna Beach,CA,1983,,,,12/5/2021 11:00am,"1305 S. Coast Hwy., Laguna Beach, CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Google Verified Location
2788,Liverpool Mod,(Clothes)(Also boutique at boatslip),393 Commercial St.,Business,(*),Provincetown,MA,1983,,,,12/5/2021 11:01am,"393 Commercial St., Provincetown, MA",42.0541768,-70.1826622,"historic district, 393 commercial st, provincetown, ma 02657, usa",Google Verified Location
3358,Livingston Mall,(Livingston),,Cruising Areas,Cruisy Area,Livingston,NJ,1983,checked,NA,mentioned city is different from listed city,5/26/2022 9:35am,", NJ",40.777163,-74.353982,unclear_coded_by_hand,Verified Location
4285,Lizzy Bordon's,(Disco) (Cl. Mon.),3412 W. 12th St.,Bars/Clubs,"(D),(*)",Erie,PA,1983,,,,12/5/2021 11:02am,"3412 W. 12th St., Erie, PA",42.0953584,-80.1595593,"3412 w 12th st, erie, pa 16505, usa",Google Verified Location
755,Llyod's,(Bar only - late) 6 mi. from Arrowhead,Hwy. 30,Restaurant,"(M),(R)",Running Springs,CA,1983,checked,NA,,2/23/2022 2:45pm,"Hwy. 30, CA",34.207786,-117.109205,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4836,Loading Dock,,1735 Westheimer,Bars/Clubs,"(SM),(W)",Houston,TX,1983,,,,12/5/2021 11:02am,"1735 Westheimer, Houston, TX",29.7424915,-95.4038131,"1735 westheimer rd, houston, tx 77098, usa",Google Verified Location
2109,Loading Zone,(3 bars)(Cruisy)(Flicks),46 E. Oak St.,"Bars/Clubs,Cruising Areas",(*),Chicago,IL,1983,,,,12/5/2021 11:01am,"46 E. Oak St., Chicago, IL",41.9010355,-87.6265628,"46 e oak st, chicago, il 60611, usa",Google Verified Location
4837,Loading Zone,(formerly Parade)(Disco),1416 Richmond,Bars/Clubs,"(*),(D)",Houston,TX,1983,,,,12/5/2021 11:02am,"1416 Richmond, Houston, TX",29.7348376,-95.3981389,"1416 richmond ave., houston, tx 77006, usa",Google Verified Location
1770,Loading Zone,(Some SM)('wild' 3rd Game room in rear)(Near complex - see Palace & Sapphos),3400 S. Orange Blossom Trail,Bars/Clubs,"(*),(SM),(PT)",Orlando,FL,1983,,,,12/5/2021 11:01am,"3400 S. Orange Blossom Trail, Orlando, FL",28.507482,-81.3976869,"3400 s orange blossom trail, orlando, fl 32839, usa",Google Verified Location
871,Loading Zone,at Date,1702 India,Bars/Clubs,"(SM),(W),(FFA),(*)",San Diego,CA,1983,,,,12/5/2021 11:00am,"1702 India, San Diego, CA",32.7231709,-117.1684985,"1702 india st, san diego, ca 92101, usa",Google Verified Location
2511,Loading Zone,(SM in back)(Should be hot*),721 Bourbon St.,Bars/Clubs,"(SM),(*)",New Orleans,LA,1983,,,,12/10/2021 4:35pm,"721 Bourbon St., New Orleans, LA",29.959154,-90.0653159,"721 bourbon st, new orleans, la 70116, usa",Google Verified Location
4712,Lobo Book Store,,4008-C Cedar Springs,Book Store,(*),Dallas,TX,1983,,,,12/5/2021 11:02am,"4008-C Cedar Springs, Dallas, TX",32.8113913,-96.8112096,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa",Google Verified Location
677,Lobster Trap,,3605 Peninsular Rd.,Restaurant,"(M),(R)",Oxnard,CA,1983,,,,12/5/2021 11:00am,"3605 Peninsular Rd., Oxnard, CA",34.168645,-119.2254779,"3605 peninsula rd, oxnard, ca 93035, usa",Google Verified Location
1042,Locker Room,(Books & peep shows),1038 Polk St.,"Book Store,Erotic Shop",(*),San Francisco,CA,1983,,,,12/15/2021 12:50pm,"1038 Polk St., San Francisco, CA",37.7866835,-122.4197764,"1038 polk st, san francisco, ca 94109, usa",Google Verified Location
1905,Locker Room,(Sauna & baths)(AH*),2325 Cheshire Br. Rd. N.E.,Bathhouses,"(AH),(*)",Atlanta,GA,1983,,,,12/10/2021 4:35pm,"2325 Cheshire Br. Rd. N.E., Atlanta, GA",33.8189971,-84.3521099,"2325 cheshire bridge rd ne, atlanta, ga 30324, usa",Google Verified Location
2408,Locker Room Baths,,730 Logan St.,Bathhouses,,Louisville,KY,1983,,,,12/5/2021 11:01am,"730 Logan St., Louisville, KY",38.2431631,-85.738682,"730 logan st, louisville, ky 40204, usa",Google Verified Location
3031,Locker Room Health Club,"(Baths)(Some YC, SM, FFA)",315 1st Ave. N .,Bathhouses,"(*),(YC),(SM),(FFA),(P)",Minneapolis,MN,1983,,,,12/5/2021 11:01am,"315 1st Ave. N ., Minneapolis, MN",44.9898822,-93.2561932,"315 1st ave ne, minneapolis, mn 55413, usa",Google Verified Location
613,Lodge,(Cruisy)(Liquor),4923 Lankershim Blvd.,"Bars/Clubs,Cruising Areas","(D),(PT),(*)",North Hollywood,CA,1983,,,,12/5/2021 11:00am,"4923 Lankershim Blvd., North Hollywood, CA",34.1604104,-118.3722493,"4923 lankershim blvd, north hollywood, ca 91601, usa",Google Verified Location
3688,Loft,"(Clothes, jewelry, ect.)",313 Amsterdam Ave.,Business,,Uptown,NY,1983,,,,12/5/2021 11:02am,"313 Amsterdam Ave., Uptown, NY",40.7802967,-73.980157,"313 amsterdam ave, new york, ny 10023, usa",Google Verified Location
872,Loft,(Neighborhood),3610 5th Ave.,Bars/Clubs,(OC),San Diego,CA,1983,,,,12/5/2021 11:00am,"3610 5th Ave., San Diego, CA",32.7435968,-117.1608725,"3610 fifth ave, san diego, ca 92103, usa",Google Verified Location
3837,Loft,(Many L),Hwy. 15-501 S.,Bars/Clubs,"(L),(P),(E),(S)",Chapel Hill,NC,1983,checked,NA,,6/1/2022 2:41pm,"Hwy. 15-501 S., NC",35.9132,-79.055844,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2409,Loft,"(Macho)(Some W, SM)(Cruisy)(Upstairs at Downtowner)",105 W. Main St.,"Bars/Clubs,Cruising Areas","(W),(SM),(*)",Louisville,KY,1983,,,,12/5/2021 11:01am,"105 W. Main St., Louisville, KY",38.256497,-85.751793,"105 w main st, louisville, ky 40202, usa",Google Verified Location
2682,Loft,(No booze)(Orgy room),21 Stanhope St.,Bars/Clubs,"(P),(AH)",Boston,MA,1983,,,,12/5/2021 11:01am,"21 Stanhope St., Boston, MA",42.3486173,-71.0728534,"21 stanhope st, boston, ma 02116, usa",Google Verified Location
4935,Log Cabin,(Disco)(Some L) at Tyler St. Pk. exit,I-20,Bars/Clubs,"(P),(D),(L)",Tyler,TX,1983,,,,12/5/2021 11:02am,"I-20, Tyler, TX",32.4879485,-91.9763573,"i-20, united states",Google Verified Location
213,Log Cabin Inn & County Store,(April-Nov.),42 Kings Highway,"Restaurant,Hotel","(M),(H),(R)",Eureka Springs,AR,1983,,,,12/5/2021 11:00am,"42 Kings Highway, Eureka Springs, AR",36.3990807,-93.7461076,"42 kingshighway, eureka springs, ar 72632, usa",Google Verified Location
1734,Logan Connection,(Escorts) (305) 662-STUD,,Escort and Model Services,,Miami,FL,1983,checked,NA,,3/29/2022 8:05am,", FL",25.735525,-80.237719,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4281,Logan Valley Mall,,,Cruising Areas,Cruisy Area,Altoona,PA,1983,checked,NA,,6/4/2022 6:56am,", PA",40.469124,-78.411942,unclear_coded_by_hand,Verified Location
4280,Logantown Cafe,(Juanita section),,Restaurant,"(L),(R),(*)",Altoona,PA,1983,checked,NA,,6/4/2022 6:58am,", PA",40.518681,-78.394736,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1043,Lombard Plaza,,2026 Lombard St.,Hotel,"(M),(H),(*)",San Francisco,CA,1983,,,,12/5/2021 11:00am,"2026 Lombard St., San Francisco, CA",37.8003129,-122.4352004,"2026 lombard st, san francisco, ca 94123, usa",Google Verified Location
1465,Lone Star,(Nude go go boys),504 9th St. N.W.,Bars/Clubs,"(RT),(*)",Washington,DC,1983,,,,12/5/2021 11:00am,"504 9th St. N.W., Washington, DC",38.8963951,-77.0243084,"504 9th st nw, washington, dc 20004, usa",Google Verified Location
246,Lone Star,(Some L) (Looks promising) (Disco-WE),1030 20th St.,Bars/Clubs,"(L),(D),(PT),(WE)",Bakersfield,CA,1983,,,,12/5/2021 11:00am,"1030 20th St., Bakersfield, CA",35.3773588,-119.0137816,"1030 20th st, bakersfield, ca 93301, usa",Google Verified Location
390,Long Beach Travel Service,,1617 E. 7th St.,,(*),Long Beach,CA,1983,,,,12/13/2021 1:22pm,"1617 E. 7th St., Long Beach, CA",33.7755303,-118.1716249,"1617 e 7th st, long beach, ca 90813, usa",Google Verified Location
5161,Long Branch,(Many L)(Disco),808 Morris St.,Bars/Clubs,"(P),(L),(D),(*)",Charleston,WV,1983,,,,12/5/2021 11:02am,"808 Morris St., Charleston, WV",38.34986,-81.6224852,"808 morris st, charleston, wv 25301, usa",Google Verified Location
3545,Long Horn Guest House,(Looks promising) (2nd floor),135 Greene St.,Hotel,(H),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"135 Greene St., Greenwich Village & Chelsea, NY",40.7258729,-73.9989112,"135 greene st, new york, ny 10012, usa",Google Verified Location
3551,Long Horn Guest House,(Looks promising)(2nd floor),135 Greene St.,Hotel,(H),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"135 Greene St., Greenwich Village & Chelsea, NY",40.7258729,-73.9989112,"135 greene st, new york, ny 10012, usa",Google Verified Location
3476,Long Island Railroad Station & Bus Terminal,,,Cruising Areas,"Cruisy Area,(AYOR)",Hempstead,NY,1983,checked,NA,,5/31/2022 1:55pm,", NY",40.712071,-73.624797,unclear_coded_by_hand,Verified Location
1401,Long Warf Truck Stop,,I-95,Cruising Areas,Cruisy Area,New Haven,CT,1983,checked,NA,,3/14/2022 4:38am,"I-95, CT",41.308274,-72.927883,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4237,Looking Glass Books,,421 S.W. Taylor St.,Book Store,(L),Portland,OR,1983,,,,12/5/2021 11:02am,"421 S.W. Taylor St., Portland, OR",45.5173932,-122.6775566,"421 sw taylor st, portland, or 97204, usa",Google Verified Location
2110,Loops News,(Books),400 S. State St.,Book Store,,Chicago,IL,1983,,,,12/5/2021 11:01am,"400 S. State St., Chicago, IL",41.876515,-87.62824,"harold washington library, 400 s state st, chicago, il 60605, usa",Google Verified Location
2457,Loose Ends,,318 Pujo,Bars/Clubs,"(YC),(D),(*)",Lake Charles,LA,1983,,,,12/5/2021 11:01am,"318 Pujo, Lake Charles, LA",30.2275953,-93.2168523,"318 pujo st, lake charles, la 70601, usa",Google Verified Location
1969,Loraine's,(Drags),110 N. Hotel St.,Bars/Clubs,"(M),(WE),(S)",Honolulu,HI,1983,,,,12/5/2021 11:01am,"110 N. Hotel St., Honolulu, HI",21.312532,-157.862839,"110 n hotel st, honolulu, hi 96817, usa",Google Verified Location
4586,Lord Lindsey's,(Disco),615 Hill Ave.,"Restaurant,Bars/Clubs","(M),(R),(D)",Knoxville,TN,1983,,,,12/5/2021 11:02am,"615 Hill Ave., Knoxville, TN",35.9597309,-83.9197105,"615 w hill ave, knoxville, tn 37902, usa",Google Verified Location
1517,Lori Wilson Park,,,Cruising Areas,Cruisy Area,Cocoa Beach,FL,1983,checked,NA,,3/15/2022 7:15am,", FL",28.337142,-80.609485,unclear_coded_by_hand,Verified Location
4959,Lorin Farr Park,,,Cruising Areas,Cruisy Area,Ogden,UT,1983,checked,NA,,6/8/2022 10:45am,", UT",41.23713,-111.959483,unclear_coded_by_hand,Verified Location
3044,Loring Park & Clifton St.,,,Cruising Areas,"Cruisy Area,(AYOR)",Minneapolis,MN,1983,checked,NA,,5/23/2022 10:37am,", MN",44.966184,-93.284177,unclear_coded_by_hand,Verified Location
473,Los Barrilitos,(Mexican R),6508 Santa Monica,Restaurant,"(M),(R),(S)",Hollywood,CA,1983,,,,12/5/2021 11:00am,"6508 Santa Monica, Hollywood, CA",34.0905299,-118.3313887,"6508 santa monica blvd, los angeles, ca 90038, usa",Google Verified Location
2111,Lost & Found,,3058 W. Irving Pk. Rd.,Bars/Clubs,(L),Chicago,IL,1983,,,,12/5/2021 11:01am,"3058 W. Irving Pk. Rd., Chicago, IL",41.9541482,-87.7053631,"3058 w irving park rd, chicago, il 60618, usa",Google Verified Location
1466,Lost & Found,"(Disco)(No neon sign, but don't miss it!)",56 'L' St. S.E.,"Bars/Clubs,Restaurant","(*),(YC),(D),(R)",Washington,DC,1983,,,,12/5/2021 11:00am,"56 'L' St. S.E., Washington, DC",38.8776671,-77.0066899,"56 l st se, washington, dc 20003, usa",Google Verified Location
1364,Lost & Found,(Disco)('currently tops'),81 Pope Park Hwy.,Bars/Clubs,"(YC),(D),(*)",Hartford,CT,1983,,,,12/5/2021 11:00am,"81 Pope Park Hwy., Hartford, CT",41.7553684,-72.7027356,"81 pope park hwy, hartford, ct 06106, usa",Google Verified Location
5240,Lost and Found,(Disco),618 N. 27th,Bars/Clubs,"(L),(D)",Milwaukee,WI,1983,,,,12/8/2021 12:36pm,"618 N. 27th, Milwaukee, WI",43.0377251,-87.9477372,"618 n 27th st, milwaukee, wi 53208, usa",Google Verified Location
700,Lost World Resort,(Disco)(Some YC),43-900 Joshua Rd.,"Hotel,Restaurant","(*),(H),(R),(D),(YC)",Rancho Mirage,CA,1983,checked,NA,,2/22/2022 6:49am,"43-900 Joshua Rd., CA",33.739744,-116.41279,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1467,Louie's,"(Some W, SM)(WE*)",305 9th St. N.W.,Bars/Clubs,"(W),(SM),(WE),(*)",Washington,DC,1983,,,,12/10/2021 4:46pm,"305 9th St. N.W., Washington, DC",38.8923768,-77.0236663,"305 9th st nw, washington, dc 20004, usa",Google Verified Location
4930,Louie's Backyard,(Very M) On the Bay,,Restaurant,"(M),(PE),(R)",South Padre Island,TX,1983,checked,NA,,6/8/2022 9:47am,", TX",26.11184,-97.168126,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2512,Louisiana Purchase,(Hustlers),740 Dauphine,Bars/Clubs,(PT),New Orleans,LA,1983,,,,12/5/2021 11:01am,"740 Dauphine, New Orleans, LA",29.9599669,-90.0657538,"740 dauphine st, new orleans, la 70116, usa",Google Verified Location
2463,Louisiana Purchase Gardens,(WE*),,Cruising Areas,"Cruisy Area,(WE),(AYOR),(*)",Monroe,LA,1983,checked,NA,,5/3/2022 5:11am,", LA",32.467509,-92.095565,unclear_coded_by_hand,Verified Location
4771,Lourdes,"Across the border in Cuidad Juarez; All are AYOR, and you should get a local to take you over",581 Ave. 16 de Septiembre,Bathhouses,(AYOR),El Paso,TX,1983,checked,NA,"This was entered as a huge paragraph right after the El Paso Cruisy Areas but considered ""El Paso (cont'd)""",6/7/2022 4:46pm,"581 Ave. 16 de Septiembre, TX",31.690364,-106.424548,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1764,Lowdermilk Park,at Sunset,,Cruising Areas,"Cruisy Area,(AYOR)",Naples,FL,1983,checked,NA,,3/29/2022 10:29am,", FL",26.162054,-81.809978,unclear_coded_by_hand,Verified Location
4633,Lower Broadway,(400 block)(Late nights),,Cruising Areas,Cruisy Area,Nashville,TN,1983,checked,NA,,6/7/2022 12:50pm,", TN",36.161184,-86.777446,unclear_coded_by_hand,Verified Location
5121,Lower Woodland Park,,,Cruising Areas,"Cruisy Area,(AYOR)",Seattle,WA,1983,checked,NA,,6/10/2022 12:45pm,", WA",47.670182,-122.344476,unclear_coded_by_hand,Verified Location
1845,Lowry Park,"T-Rooms, especially ones nr. river",,Cruising Areas,Cruisy Area,Tampa,FL,1983,checked,NA,,3/30/2022 11:54am,", FL",28.014924,-82.465836,unclear_coded_by_hand,Verified Location
2164,Loyola U.,Basement T-Room - Marquette Hall,,Cruising Areas,Cruisy Area,Chicago,IL,1983,checked,NA,,4/14/2022 5:11am,", IL",41.996143,-87.656609,unclear_coded_by_hand,Verified Location
2513,Lucille's & Friends,(Something for everyone),626 St. Philip St.,Bars/Clubs,(*),New Orleans,LA,1983,,,,12/5/2021 11:01am,"626 St. Philip St., New Orleans, LA",29.9600589,-90.0622509,"626 st philip st, new orleans, la 70116, usa",Google Verified Location
4953,Lucy Park,,,Cruising Areas,Cruisy Area,Wichita Falls,TX,1983,checked,NA,,6/8/2022 10:28am,", TX",33.917338,-98.516607,unclear_coded_by_hand,Verified Location
4238,Lulu's Tavern,(Picking up),612 N.W. 21st St.,Bars/Clubs,,Portland,OR,1983,,,,1/7/2022 9:25am,"612 N.W. 21st St., Portland, OR",45.5272311,-122.6942102,"612 nw 21st ave, portland, or 97209, usa",Google Verified Location
4779,Lumber Company,(Go go boys),700 S. Jennings,Bars/Clubs,"(W),(PT),(*)",Ft. Worth,TX,1983,,,,12/5/2021 11:02am,"700 S. Jennings, Ft. Worth, TX",32.7369734,-97.3302518,"700 s jennings ave, fort worth, tx 76104, usa",Google Verified Location
50,Luscher Park,,,Cruising Areas,Cruisy Area,Mobile,AL,1983,checked,NA,,2/7/2022 3:46am,", AL",30.628862,-88.102592,unclear_coded_by_hand,Verified Location
1044,Lutecia's,(Mexican R)(Looks promising),2223 Market St.,Restaurant,(R),San Francisco,CA,1983,,,,12/5/2021 11:00am,"2223 Market St., San Francisco, CA",37.7651206,-122.4313774,"2223 market st, san francisco, ca 94114, usa",Google Verified Location
3315,Lyle's,(Breakfast & lunch),120 S. New York Ave.,Restaurant,(R),Atlantic City,NJ,1983,,,,12/5/2021 11:02am,"120 S. New York Ave., Atlantic City, NJ",39.359302,-74.428137,"120 s new york ave, atlantic city, nj 08401, usa",Google Verified Location
2622,Lynn's,(Patio)(Nude go go boys),774 Washington,Bars/Clubs,,Baltimore,MD,1983,,,,12/5/2021 11:01am,"774 Washington, Baltimore, MD",39.2903848,-76.6121893,"baltimore, md, usa",Google Verified Location
5217,Lysistrata,,325 W . Gorham St.,Restaurant,"(L),(R)",Madison,WI,1983,,,,12/8/2021 12:21pm,"325 W . Gorham St., Madison, WI",43.0741407,-89.3921989,"325 w gorham st, madison, wi 53703, usa",Google Verified Location
3298,M & K Tavern,"('Paul's')(Some YC, L, B, M)(Disco) just off Cookman",611 Heck St.,Bars/Clubs,"(YC),(L),(B),(M),(D),(S)",Asbury Park,NJ,1983,,,,12/5/2021 11:02am,"611 Heck St., Asbury Park, NJ",40.2175794,-74.0062758,"611 heck st, asbury park, nj 07712, usa",Google Verified Location
5242,M & M,(New patio) at Erie,124 Water,"Restaurant,Bars/Clubs","(D),(R),(*)",Milwaukee,WI,1983,,,,12/8/2021 12:36pm,"124 Water, Milwaukee, WI",43.1249677,-88.0652288,"124th st, milwaukee, wi, usa",Google Verified Location
4460,M r. C's,(Disco)(Best on Mondays),112 W. College,Bars/Clubs,"(M),(YC),(D)",State College,PA,1983,,,,12/5/2021 11:02am,"112 W. College, State College, PA",40.7939469,-77.8616975,"112 w college ave, state college, pa 16801, usa",Google Verified Location
3436,M.C. Compton's,(Disco),1239 Niagara St.,Bars/Clubs,"(L),(D),(*)",Buffalo,NY,1983,,,,12/5/2021 11:02am,"1239 Niagara St., Buffalo, NY",42.917559,-78.8989045,"1239 niagara st, buffalo, ny 14213, usa",Google Verified Location
1199,M.C.C.,,720 N. Spurgeon,Religious Institution,(MCC),Santa Ana,CA,1983,,,,12/5/2021 11:00am,"720 N. Spurgeon, Santa Ana, CA",33.7512957,-117.8658268,"720 n spurgeon st, santa ana, ca 92701, usa",Google Verified Location
4587,M.C.C.,,3219 Kingston Pike,Religious Institution,(MCC),Knoxville,TN,1983,,,,12/5/2021 11:02am,"3219 Kingston Pike, Knoxville, TN",35.950564,-83.9580952,"3219 kingston pike, knoxville, tn 37919, usa",Google Verified Location
1970,M.C.C.,,2500 Pali Hwy.,Religious Institution,(MCC),Honolulu,HI,1983,,,,12/5/2021 11:01am,"2500 Pali Hwy., Honolulu, HI",21.3302064,-157.8452226,"2500 pali hwy, honolulu, hi 96817, usa",Google Verified Location
1854,M.C.C.,,332 W. Mango St.,Religious Institution,(MCC),Lantana,FL,1983,,,,12/5/2021 11:01am,"332 W. Mango St., Lantana, FL",26.5835051,-80.0539726,"332 w mango st, lantana, fl 33462, usa",Google Verified Location
4146,M.C.C.,,3413 Classen Blvd.,Religious Institution,(MCC),Oklahoma City,OK,1983,,,,12/5/2021 11:02am,"3413 Classen Blvd., Oklahoma City, OK",35.5047615,-97.5347374,"3413 n classen blvd, oklahoma city, ok 73118, usa",Google Verified Location
3053,M.C.C.,,"P.O. Box 3205, St. Paul, MN 55165",Religious Institution,(MCC),St. Paul,MN,1983,checked,NA,,5/23/2022 11:10am,"P.O. Box 3205, St. Paul, MN 55165, MN",44.953703,-93.089958,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2363,M.C.C.,,7725 W. 87th St.,Religious Institution,(MCC),Overland Park,KS,1983,,,,12/5/2021 11:01am,"7725 W. 87th St., Overland Park, KS",38.9706126,-94.6756761,"7725 w 87th st, overland park, ks 66212, usa",Google Verified Location
5097,M.C.C.,,16th Ave. & E. John St.,Religious Institution,(MCC),Seattle,WA,1983,checked,NA,,6/10/2022 12:46pm,"16th Ave. & E. John St., WA",47.619687,-122.311415,unclear_coded_by_hand,Verified Location
1635,M.C.C.,,301 Druid,Religious Institution,(MCC),Jacksonville,FL,1983,,,,12/5/2021 11:01am,"301 Druid, Jacksonville, FL",30.3245084,-81.7170929,"301 druid st, jacksonville, fl 32254, usa",Google Verified Location
4713,M.C.C.,,Dallas 2701 Reagan,Religious Institution,(MCC),Dallas,TX,1983,,,,12/5/2021 11:02am,"Dallas 2701 Reagan, Dallas, TX",32.7766642,-96.7969879,"dallas, tx, usa",Google Verified Location
2519,M.C.C.,,1800 Jefferson Ave.,Religious Institution,(MCC),New Orleans,LA,1983,,,,12/5/2021 11:01am,"1800 Jefferson Ave., New Orleans, LA",29.9306699,-90.1127527,"1800 jefferson ave, new orleans, la 70115, usa",Google Verified Location
2856,M.C.C.,,4 Wellington St.,Religious Institution,(MCC),Worcester,MA,1983,,,,12/5/2021 11:01am,"4 Wellington St., Worcester, MA",42.2585711,-71.8074239,"4 wellington st, worcester, ma 01610, usa",Google Verified Location
2379,M.C.C.,,907 S. St. Francis,Religious Institution,(MCC),Wichita,KS,1983,,,,12/5/2021 11:01am,"907 S. St. Francis, Wichita, KS",37.6756072,-97.331973,"907 st francis, wichita, ks 67211, usa",Google Verified Location
3975,M.C.C.,,65 E. Hollister,Religious Institution,(MCC),Cincinnati,OH,1983,,,,12/5/2021 11:02am,"65 E. Hollister, Cincinnati, OH",39.1253865,-84.5101344,"65 e hollister st, cincinnati, oh 45219, usa",Google Verified Location
4199,M.C.C.,(503) 485-3665,,Religious Institution,(MCC),Eugene,OR,1983,checked,NA,,6/3/2022 4:06pm,", OR",44.052069,-123.086754,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4973,M.C.C.,,569 S. 13th,Religious Institution,(MCC),Salt Lake City,UT,1983,,,,12/5/2021 11:02am,"569 S. 13th, Salt Lake City, UT",40.7562364,-111.927949,"569 s 13th w, salt lake city, ut 84104, usa",Google Verified Location
1793,M.C.C.,,904 Scott St.,Religious Institution,(MCC),Pensacola,FL,1983,,,,12/5/2021 11:01am,"904 Scott St., Pensacola, FL",30.4394464,-87.2102118,"904 e scott st, pensacola, fl 32503, usa",Google Verified Location
2270,M.C.C.,,3740 N. Illinois,Religious Institution,(MCC),Indianapolis,IN,1983,,,,12/5/2021 11:01am,"3740 N. Illinois, Indianapolis, IN",39.8239536,-86.1594445,"3740 n illinois st, indianapolis, in 46208, usa",Google Verified Location
3852,M.C.C.,,234 N. Sharon-Amity,Religious Institution,(MCC),Charlotte,NC,1983,,,,12/5/2021 11:02am,"234 N. Sharon-Amity, Charlotte, NC",35.1759962,-80.7955136,"234 n sharon amity rd, charlotte, nc 28211, usa",Google Verified Location
4492,M.C.C.,,5 Junction St.,Religious Institution,(MCC),Providence,RI,1983,,,,12/5/2021 11:02am,"5 Junction St., Providence, RI",41.8124801,-71.4240232,"5 junction st, providence, ri 02907, usa",Google Verified Location
3385,M.C.C.,,116 Morningside Dr. N.E.,Religious Institution,(MCC),Albuquerque,NM,1983,,,,12/5/2021 11:02am,"116 Morningside Dr. N.E., Albuquerque, NM",35.0798645,-106.5996825,"116 morningside dr ne, albuquerque, nm 87108, usa",Google Verified Location
1183,M.C.C.,(2nd floor),160 E. Virginia St.,Religious Institution,(MCC),San Jose,CA,1983,,,,12/5/2021 11:00am,"160 E. Virginia St., San Jose, CA",37.3255528,-121.8776966,"160 e virginia st, san jose, ca 95112, usa",Google Verified Location
5241,M.C.C.,,2647 N. Stowell,Religious Institution,(MCC),Milwaukee,WI,1983,,,,12/8/2021 12:36pm,"2647 N. Stowell, Milwaukee, WI",43.0670417,-87.8797491,"2647 n stowell ave, milwaukee, wi 53211, usa",Google Verified Location
52,M.C.C.,,"P.O. Box 603, Montgomery, AL 36101",Religious Institution,(MCC),Montgomery,AL,1983,checked,NA,,2/7/2022 10:06am,"P.O. Box 603, Montgomery, AL 36101, AL",32.379223,-86.307737,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1735,M.C.C.,,19094 W. Dixie. Hwy.,Religious Institution,(MCC),Miami,FL,1983,,,,12/5/2021 11:01am,"19094 W. Dixie. Hwy., Miami, FL",25.9518219,-80.1491843,"19094 w dixie hwy, miami, fl 33180, usa",Google Verified Location
1557,M.C.C.,,2238 S.W. 2nd Ct.,Religious Institution,(MCC),Ft. Launderdale,FL,1983,,,,12/5/2021 11:00am,"2238 S.W. 2nd Ct., Ft. Launderdale, FL",26.0916476,-80.1996695,"2238 whale harbor ln, fort lauderdale, fl 33312, usa",Google Verified Location
568,M.C.C.,(Downtown),1050 Hill St.,Religious Institution,(MCC),Los Angeles,CA,1983,,,,12/5/2021 11:00am,"1050 Hill St., Los Angeles, CA",34.0402451,-118.2592951,"1050 s hill st, los angeles, ca 90015, usa",Google Verified Location
1826,M.C.C.,,1237 N. Adams St.,Religious Institution,(MCC),Tallahassee,FL,1983,,,,12/5/2021 11:01am,"1237 N. Adams St., Tallahassee, FL",30.4560864,-84.2816377,"1237 n adams st, tallahassee, fl 32303, usa",Google Verified Location
17,M.C.C.,,1926 16th Ave.,Religious Institution,(MCC),Birmingham,AL,1983,,,,12/5/2021 11:00am,"1926 16th Ave., Birmingham, AL",33.5351192,-86.8184939,"1926 16th ave n, birmingham, al 35234, usa",Google Verified Location
