"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
"2572","Florence Mall","(Y'all)","","Florence","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/2/2022 6:11pm",", KY",-84.650344,38.995817,"unclear_coded_by_hand","Found"
"2574","Bungalow","(Some L) (nr. Main)","121 Mill St.","Lexington","KY","(M),(L)","Bars/Clubs","checked",1985,NA,"","5/2/2022 6:17pm","121 Mill St., KY",-84.49856,38.048587,"unclear_coded_by_hand","Found"
"2578","Main St. at the Esplanade","","","Lexington","KY","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/2/2022 6:20pm",", KY",-84.494622,38.044311,"unclear_coded_by_hand","Found"
"2579","U. of KY","(Fine Arts Bldg. T-Room)","","Lexington","KY","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/2/2022 6:21pm",", KY",-84.501987,38.036957,"unclear_coded_by_hand","Found"
"2575","Gay Lesbian Hotline","(502)637-4342","","Lexington","KY","","Hotline","checked",1985,NA,"","5/2/2022 6:17pm",", KY",-84.503716,38.040584,"unclear_coded_by_hand","General Coordinates Used"
"2577","Greyhound Bus Depot","","","Lexington","KY","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/2/2022 6:18pm",", KY",-84.503716,38.040584,"unclear_coded_by_hand","General Coordinates Used"
"2580","Camera's Eye","(Books, films, cruisy arcade)","3rd & Market","Louisville","KY","","Book Store,Erotic Shop,Cruising Areas","checked",1985,NA,"","5/3/2022 4:24am","3rd & Market, KY",-85.755118,38.255059,"unclear_coded_by_hand","Found"
"2591","Central Park","","4th & Magnolia","Louisville","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:24am","4th & Magnolia, KY",-85.762809,38.229611,"unclear_coded_by_hand","Found"
"2592","Cherokee Park","","","Louisville","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:25am",", KY",-85.699366,38.239966,"unclear_coded_by_hand","Found"
"2593","Iriquois Park","","","Louisville","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:26am",", KY",-85.79229,38.162326,"unclear_coded_by_hand","Found"
"2594","Public Library","","York St.","Louisville","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:29am","York St., KY",-85.757825,38.244455,"unclear_coded_by_hand","Found"
"2595","'The Falls'","Across Ohio River in Jeffersonville, Ind.","","Louisville","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:23am",", KY",-85.758456,38.252665,"unclear_coded_by_hand","General Coordinates Used"
"2582","Dignity/Integrity","","P.O. Box 18504, Louisville 40218","Louisville","KY","","Religious Institution","checked",1985,NA,"","5/3/2022 4:25am","P.O. Box 18504, Louisville 40218, KY",-85.758456,38.252665,"unclear_coded_by_hand","General Coordinates Used"
"2585","Gay/ Lesbian Hotline","(502)637-4342","","Louisville","KY","","Hotline","checked",1985,NA,"","5/3/2022 4:25am",", KY",-85.758456,38.252665,"unclear_coded_by_hand","General Coordinates Used"
"2589","M.C.C.","","P.O. Box 8071, Louisville 40207","Louisville","KY","(MCC)","Religious Institution","checked",1985,NA,"","5/3/2022 4:26am","P.O. Box 8071, Louisville 40207, KY",-85.758456,38.252665,"unclear_coded_by_hand","General Coordinates Used"
"2596","James Taylor Park by riverfront","","","Newport","KY","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:29am",", KY",-84.50237,39.092394,"unclear_coded_by_hand","Found"
"2565","Green River Dam","(Hwy. 55 below dam)","","Reed","KY","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:34am",", KY",-87.408467,37.859484,"unclear_coded_by_hand","Found"
"2600","City Park","","","Alexandria","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"Gives specific address for City Park: https://parksandrec.cityofalexandriala.com/content/city-park-trail","5/18/2022 10:58am",", LA",-92.460078,31.287216,"unclear_coded_by_hand","Found"
"2597","Pitt Grill","","England Dr. & MacArthur","Alexandria","LA","(M),(R),(C),(AH)","Restaurant","checked",1985,NA,"","5/18/2022 11:00am","England Dr. & MacArthur, LA",-92.47785,31.310076,"unclear_coded_by_hand","Found"
"2601","Trailways Bus Depot","","","Alexandria","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 11:01am",", LA",-92.445137,31.311294,"unclear_coded_by_hand","General Coordinates Used"
"2602","'Rest Stop'","(on I-20W)","","Arcadia","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:35am",", LA",-92.920158,32.549041,"unclear_coded_by_hand","General Coordinates Used"
"2608","Cortana Mall","","","Baton Rouge","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:37am",", LA",-91.093029,30.457839,"unclear_coded_by_hand","Found"
"2609","Highland Road Park","T-Room","","Baton Rouge","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:39am",", LA",-91.072664,30.352481,"unclear_coded_by_hand","Found"
"2611","L.S.U.","(1st floor T-Room) (O.K. Allen Hall)","","Baton Rouge","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:52am",", LA",-91.178199,30.413673,"unclear_coded_by_hand","Found"
"5718","L.S.U.","(Hill Memorial)","","Baton Rouge","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 10:54am",", LA",-91.181444,30.414356,"unclear_coded_by_hand","Found"
"2612","L.S.U.","(2nd floor) (Library)","","Baton Rouge","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 10:54am",", LA",-91.178086,30.411381,"unclear_coded_by_hand","Found"
"2612 copy","L.S.U.  - Library","(2nd floor) (Library)","","Baton Rouge","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 10:54am",", LA",-91.178086,30.411381,"unclear_coded_by_hand","Found"
"2611 copy","L.S.U. - Allen Hall","(1st floor T-Room) (O.K. Allen Hall)","","Baton Rouge","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:52am",", LA",-91.178199,30.413673,"unclear_coded_by_hand","Found"
"5718 copy","L.S.U. - Hill Memorial","(Hill Memorial)","","Baton Rouge","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 10:54am",", LA",-91.181444,30.414356,"unclear_coded_by_hand","Found"
"2613","'Rest Stop'","(on I-12E)","","Baton Rouge","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:36am",", LA",-91.187147,30.451468,"unclear_coded_by_hand","General Coordinates Used"
"2610","Hookers Row","(Some RT, 'Drags', Hustlers) (Riverside Mall Rd. betw. North & Convention)","","Baton Rouge","LA","Cruisy Area,(RT)","Cruising Areas","checked",1985,NA,"","5/18/2022 10:41am",", LA",-91.187147,30.451468,"unclear_coded_by_hand","General Coordinates Used"
"2616","City Park opp. old Courthouse","","","Houma","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:58am",", LA",-90.715423,29.593479,"unclear_coded_by_hand","Found"
"2618","Southland Mall","(Sears 1st floor T-Room)","","Houma","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 5:00am",", LA",-90.756227,29.635044,"unclear_coded_by_hand","Found"
"2615","C'Est la Vie","(Disco)","Lower Bayou Block Rd.","Houma","LA","(D)","Bars/Clubs","checked",1985,NA,"","5/3/2022 4:56am","Lower Bayou Block Rd., LA",-90.719535,29.59577,"unclear_coded_by_hand","General Coordinates Used"
"2617","Greyhound Bus Depot","","","Houma","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:58am",", LA",-90.719535,29.59577,"unclear_coded_by_hand","General Coordinates Used"
"2623","Acadiana Shopping Mall","(T-Rooms)","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:37am",", LA",-92.075661,30.171265,"unclear_coded_by_hand","Found"
"2624","Garrard Park","","","Lafayette","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 4:39am",", LA",-92.020024,30.206572,"unclear_coded_by_hand","Found"
"2626","Northgate Mall","","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:41am",", LA",-92.009108,30.247297,"unclear_coded_by_hand","Found"
"5721","U.S.L","(2nd & 3rd floor T-Rooms) (Library)","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:45am",", LA",-92.020169,30.21217,"unclear_coded_by_hand","Found"
"2628","U.S.L.","(2nd & 3rd floor T-Rooms) (Wharton Hall)","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:45am",", LA",-92.018244,30.21251,"unclear_coded_by_hand","Found"
"2627","'Rest Stop'","(E. on I-10)","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:36am",", LA",-92.019843,30.22409,"unclear_coded_by_hand","General Coordinates Used"
"2625","Greyhound Bus Depot","","","Lafayette","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/3/2022 4:40am",", LA",-92.019843,30.22409,"unclear_coded_by_hand","General Coordinates Used"
"2632","Forsythe Park","","","Monroe","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 5:11am",", LA",-92.128063,32.525213,"unclear_coded_by_hand","Found"
"2633","Louisiana Purchase Gardens","","","Monroe","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/3/2022 5:11am",", LA",-92.095565,32.467509,"unclear_coded_by_hand","Found"
"2634","McMillan Mall","( T-Room)","W. Monroe","Monroe","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"Newspaper shows the mall was on Thomas Rd, exit off I-20 or Hwy. 80 (https://www.newspapers.com/newspage/82397145/); Cinema in the Mall shows street address (http://cinematreasures.org/theaters/62224/photos/303126)","5/17/2022 10:51am","W. Monroe, LA",-92.157265,32.50138,"unclear_coded_by_hand","Found"
"2636","Northeast Louisiana U.","(Student Union T-Room)","","Monroe","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 10:54am",", LA",-90.46716,30.514002,"unclear_coded_by_hand","Found"
"2637","Northeast Louisiana U.","(Library T-Rooms)","","Monroe","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 10:54am",", LA",-90.46716,30.514002,"unclear_coded_by_hand","Found"
"2638","Twin City Mall Shopping Ctr.","(Sat. afternoons)","","Monroe","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 10:49am",", LA",-92.100402,32.521699,"unclear_coded_by_hand","Found"
"2635","Monroe Boat Dock & picnic area","","","Monroe","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 10:44am",", LA",-92.119301,32.509311,"unclear_coded_by_hand","General Coordinates Used"
"2725","Audobon Park","","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/17/2022 10:59am",", LA",-90.12865,29.925597,"unclear_coded_by_hand","Found"
"2646","Cafe du Monde","(Very M & touristy) (French Market)","Decatur & St. Ann","New Orleans","LA","(M)","Restaurant","checked",1985,NA,"","5/17/2022 11:24am","Decatur & St. Ann, LA",-90.061769,29.957604,"unclear_coded_by_hand","Found"
"2726","City Park","","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/17/2022 12:30pm",", LA",-90.095706,30.000032,"unclear_coded_by_hand","Found"
"2727","Fairmont Hotel","(Mezzanine T-Room)","","New Orleans","LA","Cruisy Area","Cruising Areas,Hotel","checked",1985,NA,"Has switched back and forth between the names ""Fairmount"" and ""Roosevelt"" Hotel: https://www.nola.com/gambit/news/blake_pontchartrain/article_08804f10-d8f2-11eb-924b-0bdc25f0a66c.html","5/17/2022 12:30pm",", LA",-90.072377,29.954204,"unclear_coded_by_hand","Found"
"2667","Finale II","(& Filling Station)","642 N. Rampart St.","New Orleans","LA","(SM)","Bars/Clubs","checked",1985,NA,"","5/17/2022 12:33pm","642 N. Rampart St., LA",-90.06839,29.960269,"unclear_coded_by_hand","Found"
"2683","La Pierre","","Rampart at Pauger","New Orleans","LA","(B),(S)","Bars/Clubs","checked",1985,NA,"","5/17/2022 12:59pm","Rampart at Pauger, LA",-90.060336,29.967332,"unclear_coded_by_hand","Found"
"2688","Madame Chenille","(at St. Ann)","800 N. Rampart","New Orleans","LA","(R)","Restaurant","checked",1985,NA,"","5/17/2022 12:51pm","800 N. Rampart, LA",-90.067432,29.961322,"unclear_coded_by_hand","Found"
"2691","Marti's","(at Rampart)","1041 Dumaine","New Orleans","LA","(M),(R),(*)","Restaurant","checked",1985,NA,"","5/17/2022 1:03pm","1041 Dumaine, LA",-90.066593,29.961999,"unclear_coded_by_hand","Found"
"2696","Mona's","","Rampart & St. Peter","New Orleans","LA","","Bars/Clubs","checked",1985,NA,"","5/17/2022 1:04pm","Rampart & St. Peter, LA",-90.068406,29.960436,"unclear_coded_by_hand","Found"
"2728","Oakwood Shopping Center","","","New Orleans","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 1:09pm",", LA",-90.053547,29.911991,"unclear_coded_by_hand","Found"
"2703","Quarter Scene","(May be open 24 hrs.) (at Dauphine)","900 Dumaine","New Orleans","LA","(R),(*)","Restaurant","checked",1985,NA,"","5/17/2022 1:11pm","900 Dumaine, LA",-90.065243,29.960825,"unclear_coded_by_hand","Found"
"2713","Stage Door","(Behind Le Moulin Rouge)","St. Louis & Bourbon","New Orleans","LA","(S)","Bars/Clubs","checked",1985,NA,"","5/17/2022 6:21pm","St. Louis & Bourbon, LA",-90.067075,29.957033,"unclear_coded_by_hand","Found"
"2716","Tortilla Flats","(Mexican R) (at Decatur)","501 Esplanade","New Orleans","LA","(R)","Restaurant","checked",1985,NA,"","5/17/2022 6:22pm","501 Esplanade, LA",-90.057967,29.962254,"unclear_coded_by_hand","Found"
"2731","Tulane U.","(Student Union T-Rooms)","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/17/2022 6:24pm",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"2730","Tulane U.","(Library T-Rooms)","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/17/2022 6:24pm",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"2729","Tulane U.","(Cafeteria T-Rooms)","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/17/2022 6:24pm",", LA",-90.1202,29.939736,"unclear_coded_by_hand","Found"
"5722","U.N.O","(Library)","","New Orleans","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:12am",", LA",-90.067118,30.027581,"unclear_coded_by_hand","Found"
"2732","U.N.O.","(Business Admin. Bldg. T-Room)","","New Orleans","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 10:17am",", LA",-90.06964,30.027954,"unclear_coded_by_hand","Found"
"2733","Vieux Carre","(Anywhere & everywhere, especially Bourbon St. betw. Toulouse & Ursulines)","","New Orleans","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 6:33pm",", LA",-90.064411,29.958443,"unclear_coded_by_hand","Found"
"2645","Bunks-by-the-Bayou","(Bed & breakfast)(504)525-6028","P.O. Box 71585, N.O. 70172","New Orleans","LA","","Restaurant,Hotel","checked",1985,NA,"","5/17/2022 11:23am","P.O. Box 71585, N.O. 70172, LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"2650","Care & Counseling Center","(504)943-4416","","New Orleans","LA","","Community Center/Support Groups","checked",1985,NA,"","5/17/2022 11:26am",", LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"2671","Gay Info Line","(504)947-GAYS","","New Orleans","LA","","Hotline","checked",1985,NA,"","5/17/2022 12:34pm",", LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"2677","Impact","(Publication)","P.O. Box 52079, N.O. 70152","New Orleans","LA","","Publications","checked",1985,NA,"","5/17/2022 12:36pm","P.O. Box 52079, N.O. 70152, LA",-90.071532,29.951066,"unclear_coded_by_hand","General Coordinates Used"
"2734","A.J.'s Bar","","Sunset Rd.","Opelousas","LA","(M),(AYOR)","Bars/Clubs","checked",1985,NA,"","5/18/2022 10:34am","Sunset Rd., LA",-92.070023,30.524646,"unclear_coded_by_hand","Found"
"2735","'Rest Stop'","(on I-20E)","","Ruston","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 6:36pm",", LA",-92.473759,32.531825,"unclear_coded_by_hand","Found"
"2741","Court House","(T-Room)","","Shreveport","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"Caddo Courthouse on Texas Street: https://www.shreveport-bossier.org/listing/caddo-parish-courthouse/1682/","5/18/2022 10:16am",", LA",-93.747761,32.514239,"unclear_coded_by_hand","Found"
"2742","Fannin betw. Edwards & Marshall","","","Shreveport","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 6:51pm",", LA",-93.746259,32.510375,"unclear_coded_by_hand","Found"
"2743","'Rest Stop'","(on I-20E in Minden)","","Shreveport","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 6:37pm",", LA",-93.286835,32.615428,"unclear_coded_by_hand","General Coordinates Used"
"2745","Union 76 Truck Plaza","","","Slidell","LA","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"Found Matchbox with Address on it: https://www.ebay.ca/itm/185398552395?hash=item2b2a9d674b:g:BdsAAOSwKqJhIALS","5/17/2022 7:12pm",", LA",-89.751132,30.286028,"unclear_coded_by_hand","Found"
"2744","'Rest Stop'","2 mi. N. on I-59S","","Slidell","LA","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/17/2022 7:04pm",", LA",-89.781174,30.275195,"unclear_coded_by_hand","General Coordinates Used"
"2748","'Rest Stop'","(on I-95 at Sidney (southbound) & Augusta (northbound)- Also woods in back )","","Augusta","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 12:40pm",", ME",-69.77949,44.310624,"unclear_coded_by_hand","General Coordinates Used"
"2750","'Rest Stops'","(on I-95 southbound at Herman & northbound at Carmel)","","Bangor","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 11:04am",", ME",-68.771226,44.801613,"unclear_coded_by_hand","General Coordinates Used"
"2751","'Rest Stop'","(on US 1 betw. Bath & Brunswick)","","Brunswick","ME","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 11:11am",", ME",-69.966996,43.914016,"unclear_coded_by_hand","General Coordinates Used"
"2752","'Rest Stop'","1 mi. S. on US 1- aka 'The Country Store'","","Caribou","ME","","Business","checked",1985,NA,"Business??","5/18/2022 12:35pm",", ME",-67.998036,46.864,"unclear_coded_by_hand","General Coordinates Used"
"2754","'Rest Stop'","(on Rt. 3)","","Liberty","ME","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 11:17am",", ME",-69.302651,44.389369,"unclear_coded_by_hand","General Coordinates Used"
"2756","Arrows","","Berwick Rd.","Ogunquit","ME","(M),(PE),(R)","Restaurant","checked",1985,NA,"","5/18/2022 12:00pm","Berwick Rd., ME",-70.621817,43.248343,"unclear_coded_by_hand","Found"
"2758","Front Porch & Lounge","at Ogunquit Beach Rd.","Main St.","Ogunquit","ME","(R),(*)","Restaurant,Bars/Clubs","checked",1985,NA,"","5/18/2022 12:01pm","Main St., ME",-70.599825,43.248925,"unclear_coded_by_hand","Found"
"2767","Ogunquit Beach","(Cl. 11pm)","","Ogunquit","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 12:04pm",", ME",-70.59172,43.25592,"unclear_coded_by_hand","Found"
"2765","The Inn at Two Village Square","(207)646-5779","P.O. Box 864, Ogonquit 03907","Ogunquit","ME","(H),(*)","Hotel","checked",1985,NA,"","5/18/2022 12:07pm","P.O. Box 864, Ogonquit 03907, ME",-70.600812,43.248697,"unclear_coded_by_hand","Found"
"2768","'Rest Stop'","(on I-95S & US 1S)","","Ogunquit","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 12:09pm",", ME",-70.598622,43.246835,"unclear_coded_by_hand","General Coordinates Used"
"2755","Admiral Loft Guest House","(207)646-5496 (1/2 mi. N. on Main St.)","","Ogunquit","ME","(H)","Hotel","checked",1985,NA,"","5/18/2022 11:58am",", ME",-70.598622,43.246835,"unclear_coded_by_hand","General Coordinates Used"
"2769","Old Orchard Beach","(AYOR- Cops harrassing)","","Old Orchard Beach","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 12:46pm",", ME",-70.377291,43.517766,"unclear_coded_by_hand","Found"
"2774","Eastland Hotel","downstairs T-Room","","Portland","ME","Cruisy Area","Cruising Areas,Hotel","checked",1985,NA,"","5/18/2022 12:19pm",", ME",-70.264009,43.654916,"unclear_coded_by_hand","Found"
"2775","State Theatre II","","","Portland","ME","Cruisy Area","Cruising Areas,Theatre","checked",1985,NA,"","5/18/2022 12:22pm",", ME",-70.263684,43.653982,"unclear_coded_by_hand","Found"
"2776","The Oaks","off Park Ave.","","Portland","ME","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 12:23pm",", ME",-70.272969,43.656371,"unclear_coded_by_hand","Found"
"2777","'Rest Stop'","(on Rt. 3)","","South China","ME","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 12:36pm",", ME",-69.570923,44.394979,"unclear_coded_by_hand","General Coordinates Used"
"2779","Buccaneer Motel","","US Hwy. 1","Wells","ME","(M),(H)","Hotel","checked",1985,NA,"","5/18/2022 12:45pm","US Hwy. 1, ME",-70.580521,43.322233,"unclear_coded_by_hand","General Coordinates Used"
"2780","Annapolis Gay People","(301)267-6238","","Annapolis","MD","","Organization","checked",1985,NA,"","5/18/2022 1:36pm",", MD",-76.492183,38.978445,"unclear_coded_by_hand","General Coordinates Used"
"2782","Atlantis","(Go go boys) (nr. Centre St.)","615 Fallsway","Baltimore","MD","(D),(*)","Bars/Clubs","checked",1985,NA,"","5/18/2022 1:02pm","615 Fallsway, MD",-76.610097,39.297548,"unclear_coded_by_hand","Found"
"2787","Dignity","(Church)","Mt. Royal & Lafayette","Baltimore","MD","","Religious Institution","checked",1985,NA,"","5/18/2022 1:08pm","Mt. Royal & Lafayette, MD",-76.621818,39.308557,"unclear_coded_by_hand","Found"
"2789","Fayette News Center","(Books, etc.)","205 W. Fayette","Baltimore","MD","(M)","Book Store","checked",1985,NA,"","5/18/2022 1:09pm","205 W. Fayette, MD",-76.618233,39.29037,"unclear_coded_by_hand","Found"
"2819","Harbor Place","","","Baltimore","MD","Cruisy Area","Cruising Areas","checked",1985,NA,"Probably refers to the mall: https://www.harborplace.com/","5/18/2022 1:15pm",", MD",-76.610966,39.286212,"unclear_coded_by_hand","Found"
"2796","Hippopotamus","(Unisex)(Disco) (at Charles)","1 W. Eager","Baltimore","MD","(*),(YC),(D),(PT)","Bars/Clubs","checked",1985,NA,"","5/18/2022 1:16pm","1 W. Eager, MD",-76.616357,39.300842,"unclear_coded_by_hand","Found"
"2804","M.C.C.","(Park Ave. at Wilson)","","Baltimore","MD","(MCC)","Religious Institution","checked",1985,NA,"","5/18/2022 1:22pm",", MD",-76.627035,39.309151,"unclear_coded_by_hand","Found"
"2805","Open House","","29th & Howard","Baltimore","MD","(M),(R),(C),(AH)","Restaurant","checked",1985,NA,"","5/18/2022 1:23pm","29th & Howard, MD",-76.620074,39.323093,"unclear_coded_by_hand","Found"
"2822","Patterson Park at Eastern Ave.","(Sure suicide)","","Baltimore","MD","Cruisy Area,(RT)","Cruising Areas","checked",1985,NA,"","5/18/2022 1:24pm",", MD",-76.579999,39.286191,"unclear_coded_by_hand","Found"
"2823","Wyman Park","(nr. Baltimore Art Museum)","","Baltimore","MD","Cruisy Area,(RT),(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 1:26pm",", MD",-76.627553,39.33087,"unclear_coded_by_hand","Found"
"2783","B&W Men Together","(301)669-1782","","Baltimore","MD","","Organization","checked",1985,NA,"","5/18/2022 1:02pm",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2788","Drinkery","(Some OC) (at Park )","302 W. Read","Baltimore","MD","(OC)","Bars/Clubs","checked",1985,NA,"","5/18/2022 1:08pm","302 W. Read, MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2792","Gay Switchboard","(7:30-11pm)(301)837-8888","","Baltimore","MD","","Hotline","checked",1985,NA,"","5/18/2022 1:11pm",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2797","Jack's La Sauna Health Spa for Men","(301)467-6565","","Baltimore","MD","","Business","checked",1985,NA,"","5/18/2022 1:17pm",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2798","Jewish Gays of Baltimore c/o Gay Community Center","(301)685-0736","","Baltimore","MD","","Religious Institution,Community Center/Support Groups","checked",1985,NA,"","5/18/2022 1:17pm",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2820","Mt. Vernon Square","('Meat Rack')","","Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 1:22pm",", MD",-76.613833,39.299319,"unclear_coded_by_hand","General Coordinates Used"
"2821","Park Ave. N. of Monument Square","","","Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 1:24pm",", MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2812","The Gay Paper","(Publication)","P.O. Box 22575, Baltimore 21203","Baltimore","MD","","Publications","checked",1985,NA,"","5/18/2022 1:26pm","P.O. Box 22575, Baltimore 21203, MD",-76.612189,39.290385,"unclear_coded_by_hand","General Coordinates Used"
"2824","'Rest Stop' & woods","(Known locally as 'Ruth Ann's'- AYOR) (behind on I-95 Northbound)","","Burtonsville","MD","Cruisy Area,(AYOR)","Cruising Areas","checked",1985,NA,"","5/18/2022 1:28pm",", MD",-76.932475,39.111219,"unclear_coded_by_hand","General Coordinates Used"
"2827","Greenbelt Park","","","Cumberland","MD","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 1:33pm",", MD",-76.895521,38.995757,"unclear_coded_by_hand","Found"
"2826","The Bistro","","N. Center St.","Cumberland","MD","(M)","Bars/Clubs","checked",1985,NA,"","5/18/2022 1:34pm","N. Center St., MD",-78.767249,39.656698,"unclear_coded_by_hand","Found"
"2828","Deer Park Lodge","(Disco)(Some L) (5 mi. E. off I-70, exit 32) (South Mtn.)","","Hagerstown","MD","(D),(L),(R)","Restaurant","checked",1985,NA,"","5/18/2022 1:59pm",", MD",-77.615977,39.553701,"unclear_coded_by_hand","Found"
"2829","Greyhound Bus Depot","","","Hagerstown","MD","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 1:59pm",", MD",-77.719993,39.641763,"unclear_coded_by_hand","General Coordinates Used"
"2830","S. Potomac & Summit Sts.","","","Hagerstown","MD","Cruisy Area","Cruising Areas","checked",1985,NA,"","5/18/2022 2:00pm",", MD",-77.719993,39.641763,"unclear_coded_by_hand","General Coordinates Used"
