ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
4938,Chumley's,(Days*),"(R),(M),(*)",108 W. College,Restaurant,State College,PA,NA,1989,NA,,6/30/2022 2:35pm,"108 W. College, State College, PA",-77.8616729,40.7940415,"108 w college ave, state college, pa 16801, usa",Geocoded
4939,Gay & Lesbian Switchboard,(6-9pm) (814)237-1950,,,Hotline,State College,PA,checked,1989,NA,,2/17/2023 11:16pm,", PA",-77.860001,40.793395,unclear_coded_by_hand,General Coordinates Used
4940,L.G.S.A. Hub Desk,,,"University Park, Pa. 16801",Organization,State College,PA,checked,1989,NA,,2/17/2023 11:16pm,"University Park, Pa. 16801, PA",-77.860001,40.793395,unclear_coded_by_hand,General Coordinates Used
4941,Mr. C's,(Mon. only),"(YC),(D),(M)",112 W. College,Bars/Clubs,State College,PA,NA,1989,NA,,6/30/2022 2:35pm,"112 W. College, State College, PA",-77.8616975,40.7939469,"112 w college ave, state college, pa 16801, usa",Geocoded
4942,Skytop Book Store,,(M),,Book Store,State College,PA,checked,1989,NA,6 mi. S. on Rt. 22,2/17/2023 11:16pm,", PA",-77.860001,40.793395,unclear_coded_by_hand,General Coordinates Used
4943,'The Wall'-100 block of College Ave.,,Cruisy Area,,Cruising Areas,State College,PA,checked,1989,NA,,2/17/2023 11:16pm,", PA",-77.860699,40.794839,unclear_coded_by_hand,Found
4944,Penn St.-,Hertzel Union Bldg. (Main floor),Cruisy Area,,Cruising Areas,State College,PA,checked,1989,NA,,2/17/2023 11:16pm,", PA",-77.861115,40.798212,unclear_coded_by_hand,Found
4945,Penn St.-,Rec. Hall- men's locker room,Cruisy Area,,Cruising Areas,State College,PA,checked,1989,NA,,2/17/2023 11:16pm,", PA",-77.861115,40.798212,unclear_coded_by_hand,Found
4946,Market St. & Park,(Downtown),Cruisy Area,,Cruising Areas,Sunbury,PA,checked,1989,NA,,2/20/2023 10:50am,", PA",-76.785824,40.859606,unclear_coded_by_hand,General Coordinates Used
4947,Laurel Mall,,"Cruisy Area,(AYOR)",,Cruising Areas,Uniontown,PA,checked,1989,NA,"listed under ""Unitown"" (typo)",2/20/2023 11:30am,", PA",-79.716433,39.900076,unclear_coded_by_hand,General Coordinates Used
4948,Bestwood Park,,Cruisy Area,,Cruising Areas,Valley Forge,PA,checked,1989,NA,,2/20/2023 11:11am,", PA",-75.420976,40.109667,unclear_coded_by_hand,General Coordinates Used
4949,Highway News exit off I-70 E. of town,"(Books, F&S, etc.)","Cruisy Area,(F&S)",,"Cruising Areas,Book Store",Washington,PA,checked,1989,NA,,2/20/2023 10:51am,", PA",-80.246171,40.17396,unclear_coded_by_hand,General Coordinates Used
4950,Hobbeze Inc. 40 E. Maiden St.,"(Video, books, etc.)","(YC),Cruisy Area",,"Cruising Areas,Book Store",Washington,PA,checked,1989,NA,,2/20/2023 10:51am,", PA",-80.246171,40.17396,unclear_coded_by_hand,General Coordinates Used
4951,Court House Wall,(Late night),Cruisy Area,,Cruising Areas,West Chester,PA,checked,1989,NA,,2/20/2023 10:54am,", PA",-75.6064,39.959353,unclear_coded_by_hand,Found
4952,W. Chester Pike (Rt.3) - Hitch0hikers btw. here and Philadelphia,,"Cruisy Area,(AYOR)",,Cruising Areas,West Chester,PA,checked,1989,NA,,2/20/2023 10:54am,", PA",-75.429944,39.979055,unclear_coded_by_hand,General Coordinates Used
4953,The Bar,(Disco) (Piano bar) (2 floors),"(*),(YC),(R),(E)",307 N. River St.,"Restaurant,Bars/Clubs",Wilkes-Barre,PA,NA,1989,NA,,6/30/2022 2:36pm,"307 N. River St., Wilkes-Barre, PA",-75.8745748,41.2527842,"307 n river st, wilkes-barre, pa 18702, usa",Geocoded
4954,'Rest Stop' on Rt. 11-12 mi. S.,,Cruisy Area,,Cruising Areas,Wilkes-Barre,PA,checked,1989,NA,,2/20/2023 10:51am,", PA",-75.881307,41.245915,unclear_coded_by_hand,General Coordinates Used
4955,Wyoming Valley Mall,,Cruisy Area,,Cruising Areas,Wilkes-Barre,PA,checked,1989,NA,,2/20/2023 10:52am,", PA",-75.844317,41.246173,unclear_coded_by_hand,Found
4956,P.B.'s Eatery,(Eves.),(R),17 W. Willow St.,Restaurant,Williamsport,PA,NA,1989,NA,,6/30/2022 2:35pm,"17 W. Willow St., Williamsport, PA",-77.001769,41.2413973,"17 w willow st, williamsport, pa 17701, usa",Geocoded
4957,Scenic overlook 3 mi. S. on Rt. 15 N.,,Cruisy Area,,Cruising Areas,Williamsport,PA,checked,1989,NA,,2/20/2023 10:52am,", PA",-77.002221,41.241477,unclear_coded_by_hand,General Coordinates Used
4958,Willow Grove Mall,,Cruisy Area,,Cruising Areas,Willow Grove,PA,checked,1989,NA,,2/20/2023 11:11am,", PA",-75.123406,40.140069,unclear_coded_by_hand,Found
4959,Atland's Ranch,(Sun. only*),"(D),(E),(S),(*)",,Bars/Clubs,York,PA,checked,1989,NA,10 mi. W. on Rt. 30,2/20/2023 10:53am,", PA",-76.727745,39.962598,unclear_coded_by_hand,General Coordinates Used
4960,Cupid's Connection Adult Boutique,(Cruisy),,244 N. George St.,"Cruising Areas,Erotic Shop",York,PA,NA,1989,NA,,6/30/2022 2:36pm,"244 N. George St., York, PA",-76.7299117,39.9659406,"244 n george st, york, pa 17401, usa",Geocoded
4961,100 block of Duke & Queen Sts,,Cruisy Area,,Cruising Areas,York,PA,checked,1989,NA,,2/20/2023 10:52am,", PA",-76.72501,39.961322,unclear_coded_by_hand,Found
4962,St. George St. Square,,Cruisy Area,,Cruising Areas,York,PA,checked,1989,NA,,2/20/2023 10:53am,", PA",-76.732614,39.975892,unclear_coded_by_hand,General Coordinates Used
4963,Goddard Park-Boardwalk,,Cruisy Area,,Cruising Areas,East Greenwich,RI,checked,1989,NA,,2/20/2023 11:32am,", RI",-71.412857,41.66158,unclear_coded_by_hand,Found
4964,Brinley Victorian Inn,,"(B&B),(M),(*)",23 Brinley St. 02840,Bars/Clubs,Newport,RI,NA,1989,NA,,6/30/2022 2:35pm,"23 Brinley St. 02840, Newport, RI",-71.3081004,41.4880562,"23 brinley st, newport, ri 02840, usa",Geocoded
4965,Club 28,(Cruisy) (Patio),"(*),(D),(E)",28 Prospect Hill,"Bars/Clubs,Cruising Areas",Newport,RI,NA,1989,NA,off Thames nr. P.O.,11/15/2022 2:39pm,"28 Prospect Hill, Newport, RI",-71.3140772,41.4853951,"28 prospect hill st, newport, ri 02840, usa",Geocoded
4966,Raffles,,"(D),(N),(*)",3 Farewell St.,Bars/Clubs,Newport,RI,NA,1989,NA,,6/30/2022 2:35pm,"3 Farewell St., Newport, RI",-71.3132894,41.490839,"3 farewell st, newport, ri 02840, usa",Geocoded
4967,'First Beach' in front of concession stands,,Cruisy Area,,Cruising Areas,Newport,RI,checked,1989,NA,,2/20/2023 11:32am,", RI",-71.291362,41.488401,unclear_coded_by_hand,Found
4968,Purgatory Chasm-Tuckerman Ave.,,Cruisy Area,,Cruising Areas,Newport,RI,checked,1989,NA,,2/20/2023 11:33am,", RI",-71.275604,41.483992,unclear_coded_by_hand,Found
4969,Arrangements,(Fabulous flowers by Edie & Joe) (401)942-2112,(*),961 Dyer Ave.,Bars/Clubs,Cranston,RI,NA,1989,NA,,6/30/2022 2:36pm,"961 Dyer Ave., Cranston, RI",-71.4576409,41.7844576,"961 dyer ave, cranston, ri 02920, usa",Geocoded
4970,Cabana,(Disco) (WE*),"(L),(S),(WE),(*)",681 Valley,Bars/Clubs,Providence,RI,NA,1989,NA,,6/30/2022 2:36pm,"681 Valley, Providence, RI",-71.4343891,41.8293588,"valley, providence, ri, usa",Geocoded
4971,Club Providence,(Spa),,257 Weybosset,Bathhouses,Providence,RI,NA,1989,NA,,6/30/2022 2:36pm,"257 Weybosset, Providence, RI",-71.4131891,41.8209605,"257 weybosset st, providence, ri 02903, usa",Geocoded
4972,Deja Vu/Intown,,"(*),(E)",95 Eddy St.,Bars/Clubs,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"95 Eddy St., Providence, RI",-71.412163,41.8229385,"95 eddy st, providence, ri 02903, usa",Geocoded
4973,Fantasy World,"(Books, etc.) (Cruisy)",,75 Empire St.,"Book Store,Cruising Areas",Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"75 Empire St., Providence, RI",-71.4154442,41.821332,"75 empire st, providence, ri 02903, usa",Geocoded
4974,Fountain Royale,,"(R),(M),(*)",1910 Westminster,Restaurant,Providence,RI,NA,1989,NA,,6/30/2022 2:37pm,"1910 Westminster, Providence, RI",-71.4420585,41.8164177,"1910 westminster st, providence, ri 02909, usa",Geocoded
4975,Gerardo's,(Sun. night only),"(D),(R),(E),(*)",,"Restaurant,Bars/Clubs",Providence,RI,checked,1989,NA,At Allen & Eddy Sts.,2/20/2023 11:55am,", RI",-71.41168,41.795587,unclear_coded_by_hand,Found
4976,M.C.C.,,(MCC),5 Junction St.,Religious Institution,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"5 Junction St., Providence, RI",-71.4240689,41.8124886,"5 junction st, providence, ri 02907, usa",Geocoded
4977,Mama Mia's,(Bar & R),"(R),(M)",189 Weybosset St.,Restaurant,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"189 Weybosset St., Providence, RI",-71.412414,41.822192,"189 weybosset st, providence, ri 02903, usa",Geocoded
4978,Mirabar,(Disco) (Cruisy) (no sign-flashing light on a two story bldg.),"(*),(YC),(V)",254 Allens Ave.,"Bars/Clubs,Cruising Areas",Providence,RI,NA,1989,NA,at O'Connell-Nr. Port of Providence,6/30/2022 2:36pm,"254 Allens Ave., Providence, RI",-71.402072,41.8060783,"254 allens ave, providence, ri 02905, usa",Geocoded
4979,No Name,(Disco),"(*),(YC),(S)",123 Weybosset,Bars/Clubs,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"123 Weybosset, Providence, RI",-71.4114172,41.8230957,"123 weybosset st, providence, ri 02903, usa",Geocoded
4980,Pleasure Book Shops,(No. Providvence),,18 Thelma St.,Book Store,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"18 Thelma St., Providence, RI",-71.4408545,41.8613886,"18 thelma st, north providence, ri 02904, usa",Geocoded
4981,Sebastians,(Some OC),"(V),(OC),(*)",123 Empire,Bars/Clubs,Providence,RI,NA,1989,NA,at Washington,6/30/2022 2:35pm,"123 Empire, Providence, RI",-71.4162088,41.8218951,"123 empire st, providence, ri 02903, usa",Geocoded
4982,Slades,(Some OC),"(OC),(PT),(V)",45 Eddy St.,Bars/Clubs,Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"45 Eddy St., Providence, RI",-71.4139348,41.8241986,"45 eddy st, providence, ri 02903, usa",Geocoded
4983,Temptation Tours,,(IGTA),"P.O. Box 4302, 02914",Travel Agency,Providence,RI,checked,1989,NA,,2/20/2023 11:59am,"P.O. Box 4302, 02914, RI",-71.364624,41.81649,unclear_coded_by_hand,General Coordinates Used
4984,Y.M.C.A.,(Cruisy gym & showers),(M),160 Broad St.,"Hotel,Gym,Cruising Areas",Providence,RI,NA,1989,NA,,6/30/2022 2:35pm,"160 Broad St., Providence, RI",-71.4167171,41.8169108,"160 broad st, providence, ri 02903, usa",Geocoded
4985,Yukon Trading Co.,(Cruisy) (Levi) (Some W),(W),124 Snow St.,"Business,Cruising Areas",Providence,RI,NA,1989,NA,nr/ Weybosset,11/15/2022 4:08pm,"124 Snow St., Providence, RI",-71.4135527,41.8211684,"124 snow st, providence, ri 02903, usa",Geocoded
4986,Barrington Bird Sanctuary-Trails,,Cruisy Area,,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:51am,", RI",-71.412834,41.823989,unclear_coded_by_hand,General Coordinates Used
4987,Brown U. Library,(Preppie!),Cruisy Area,,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:51am,", RI",-71.400165,41.826925,unclear_coded_by_hand,Found
4988,Gano St. ('River Road'),,Cruisy Area,,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:51am,", RI",-71.390098,41.82387,unclear_coded_by_hand,Found
4989,Kennedy Plaza,(Hustlers),Cruisy Area,,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:56am,", RI",-71.411401,41.824804,unclear_coded_by_hand,Found
4990,Moonstone Beach-Left side 5 mi. N. of Misqumicut Beach,,"Cruisy Area,(AYOR),(BA)",,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:56am,", RI",-71.802845,41.323711,unclear_coded_by_hand,General Coordinates Used
4991,Prospect Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:56am,", RI",-71.407283,41.829892,unclear_coded_by_hand,Found
4992,River Rd. off Blackstone-E. side,,"Cruisy Area,(AYOR)",,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:56am,", RI",-71.378887,41.831554,unclear_coded_by_hand,Found
4993,Rodger Williams Park-parking area to nature trail,,"Cruisy Area,(AYOR)",,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:56am,", RI",-71.414808,41.790374,unclear_coded_by_hand,Found
4994,Thayer St. & Waterman (nr. Brown U.),,Cruisy Area,,Cruising Areas,Providence,RI,checked,1989,NA,,2/20/2023 11:59am,", RI",-71.400513,41.82688,unclear_coded_by_hand,Found
4995,The Loft,(Disco),"(*),(PT),(L)",,Bars/Clubs,Smithfield,RI,checked,1989,NA,Farnum Pike,2/20/2023 12:00pm,", RI",-71.519471,41.873802,unclear_coded_by_hand,Found
4996,Inside Mall nr. clock,,Cruisy Area,,Cruising Areas,Warwick,RI,checked,1989,NA,,2/20/2023 12:00pm,", RI",-71.478796,41.724963,unclear_coded_by_hand,Found
4997,Misquamicut St. Beach 'BA',,"Cruisy Area,(AYOR)",,Cruising Areas,Westerly,RI,checked,1989,NA,,2/20/2023 12:00pm,", RI",-71.802845,41.323711,unclear_coded_by_hand,Found
4998,Carolina Book Store,,,,Book Store,Charleston,SC,checked,1989,NA,River St.,2/20/2023 12:01pm,", SC",-79.931051,32.776475,unclear_coded_by_hand,General Coordinates Used
4999,Carolina Book Store,,,,Book Store,Charleston,SC,checked,1989,NA,St. Andrews Blvd.,2/20/2023 12:01pm,", SC",-79.931051,32.776475,unclear_coded_by_hand,General Coordinates Used
5000,DeJa Vu,(Disco),(YC),252 East Bay St.,Bars/Clubs,Charleston,SC,NA,1989,NA,,6/30/2022 2:36pm,"252 East Bay St., Charleston, SC",-79.9275705,32.7828703,"252 e bay st, charleston, sc 29401, usa",Geocoded
5001,Dudley's,(Levi),"(PT),(*),(W)",346 King St.,Bars/Clubs,Charleston,SC,NA,1989,NA,,6/30/2022 2:36pm,"346 King St., Charleston, SC",-79.9353488,32.7848012,"346 king st, charleston, sc 29401, usa",Geocoded
5002,Fantasy World,"(Books, etc.)",,2270 Harley Ave.,"Book Store,Erotic Shop",N. Charleston,SC,NA,1989,NA,,6/30/2022 2:37pm,"2270 Harley Ave., N. Charleston, SC",-80.0130514,32.8771106,"north charleston, sc, usa",Geocoded
5003,Fifty Folly Place,(803)571-4171,"(B&B),(H)",,For review,Charleston,SC,checked,1989,NA,,2/20/2023 12:01pm,", SC",-79.931051,32.776475,unclear_coded_by_hand,General Coordinates Used
5004,M.C.C.-Joan of Arc,(803)747-6736,(MCC),4583-F Durant Ave.,Religious Institution,Charleston,SC,NA,1989,NA,,6/30/2022 2:38pm,"4583-F Durant Ave., Charleston, SC",-79.990503,32.8771027,"4583 durant ave f, north charleston, sc 29405, usa",Geocoded
5005,The Mix,(Disco),"(*),(P),(YC),(E)",5 Liberty St.,Bars/Clubs,Charleston,SC,NA,1989,NA,,6/30/2022 2:35pm,"5 Liberty St., Charleston, SC",-79.9350537,32.782803,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa",Geocoded
5006,Video Depot,,,5750 River Rd.,Bars/Clubs,Charleston,SC,NA,1989,NA,,6/30/2022 2:38pm,"5750 River Rd., Charleston, SC",-80.1349927,32.6482486,"5750 river rd, johns island, sc 29455, usa",Geocoded
5007,"'Rest Stop', N. on I-26",,Cruisy Area,,Cruising Areas,Charleston,SC,checked,1989,NA,,2/20/2023 12:01pm,", SC",-79.931051,32.776475,unclear_coded_by_hand,General Coordinates Used
5008,Folly Beach,,Cruisy Area,,Cruising Areas,Charleston,SC,checked,1989,NA,,2/20/2023 12:01pm,", SC",-79.940367,32.65518,unclear_coded_by_hand,Found
5009,The Battery-Whitepoint Gardens,,"Cruisy Area,(AYOR)",,Cruising Areas,Charleston,SC,checked,1989,NA,,2/20/2023 12:02pm,", SC",-79.930361,32.769936,unclear_coded_by_hand,Found
5010,Affairs,,"(PT),(N)",712 Hugar St.,Bars/Clubs,Columbia,SC,NA,1989,NA,,6/30/2022 2:36pm,"712 Hugar St., Columbia, SC",-81.0417769,33.9917996,"712 huger st, columbia, sc 29201, usa",Geocoded
5011,Candy Shop,(Disco),(B),1911 Two Notch Rd.,Bars/Clubs,Columbia,SC,NA,1989,NA,,6/30/2022 2:37pm,"1911 Two Notch Rd., Columbia, SC",-81.0150516,34.0179431,"1911 two notch rd, columbia, sc 29204, usa",Geocoded
5012,Capitol Club,(Quiet bar),"(P),(M),(PE)",1002 Gervais,Bars/Clubs,Columbia,SC,NA,1989,NA,at Park,6/30/2022 2:36pm,"1002 Gervais, Columbia, SC",-81.0365407,34.0001224,"1002 gervais st, columbia, sc 29201, usa",Geocoded
5013,Chateau IV,(Books),,5511 Two Notch Rd.,Book Store,Columbia,SC,NA,1989,NA,,6/30/2022 2:38pm,"5511 Two Notch Rd., Columbia, SC",-80.9816893,34.0526299,"5511 two notch rd, columbia, sc 29223, usa",Geocoded
5014,Foxes Books,,(F&S),5445 Two Notch Rd.,Book Store,Columbia,SC,NA,1989,NA,,6/30/2022 2:38pm,"5445 Two Notch Rd., Columbia, SC",-80.9847246,34.0506524,"5445 two notch rd, columbia, sc 29204, usa",Geocoded
5015,Menage,,"(P),(S),(E)",903 Hunger St.,Bars/Clubs,Columbia,SC,NA,1989,NA,,6/30/2022 2:36pm,"903 Hunger St., Columbia, SC",-81.0435076,33.9935712,"903 huger st, columbia, sc 29201, usa",Geocoded
5016,Richland Adult Books,,(M),2729 Two Notch Rd.,"Book Store,Cruising Areas",Columbia,SC,NA,1989,NA,,6/30/2022 2:37pm,"2729 Two Notch Rd., Columbia, SC",-81.0064873,34.0325185,"2729 two notch rd, columbia, sc 29204, usa",Geocoded
5017,St. Jude M.C.C.,,(MCC),2601 Seminole Rd.,Religious Institution,Columbia,SC,NA,1989,NA,,6/30/2022 2:37pm,"2601 Seminole Rd., Columbia, SC",-81.0990078,34.0431338,"2601 seminole rd, columbia, sc 29210, usa",Geocoded
5018,Traxx,,"(D),(L),(S)",416 Lincoln St.,Bars/Clubs,Columbia,SC,NA,1989,NA,,6/30/2022 2:36pm,"416 Lincoln St., Columbia, SC",-81.033625,33.9896649,"416 lincoln st, columbia, sc 29201, usa",Geocoded
5019,Two of Hearts,(Disco),"(L),(P)",3134 Two Notch Rd.,Bars/Clubs,Columbia,SC,NA,1989,NA,,6/30/2022 2:37pm,"3134 Two Notch Rd., Columbia, SC",-81.0016349,34.0384045,"3134 two notch rd, columbia, sc 29204, usa",Geocoded
5020,'Primrose Path'-Senate St. & grounds adj. to the Capitol,,"Cruisy Area,(AYOR)",,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:02pm,", SC",-81.034814,34.00071,unclear_coded_by_hand,General Coordinates Used
5021,'Rest Stop' on I-20 (Lexington County),,Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:02pm,", SC",-81.034814,34.00071,unclear_coded_by_hand,General Coordinates Used
5022,'Rest Stop' on I-26 S.,,Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:02pm,", SC",-81.034814,34.00071,unclear_coded_by_hand,General Coordinates Used
5023,Ft. Jackson Army Base-Moncrief Army Hospital,(1st floor lu.) (Afternoons),Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:03pm,", SC",-80.937823,34.012004,unclear_coded_by_hand,Found
5024,Lake Murrary Dam,,Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:03pm,", SC",-81.217875,34.053204,unclear_coded_by_hand,Found
5025,U. of S.C.,Russel House,Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:05pm,", SC",-81.026995,33.996645,unclear_coded_by_hand,Found
5026,U. of S.C.,Blatt P.E. (Lockers & pool),Cruisy Area,,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:05pm,", SC",-81.026995,33.996645,unclear_coded_by_hand,Found
5027,Y.M.C.A.,,"Cruisy Area,(M)",,Cruising Areas,Columbia,SC,checked,1989,NA,,2/20/2023 12:05pm,", SC",-81.034814,34.00071,unclear_coded_by_hand,General Coordinates Used
5028,South of the Border Motel,,"(H),(M)",,Hotel,Dillon,SC,checked,1989,NA,6 mi. N. on I-95,2/20/2023 12:06pm,", SC",-79.307758,34.499623,unclear_coded_by_hand,Found
5029,Chain Reaction,(Disco),"(YC),(S)",3027 E. Palmetto St.,Bars/Clubs,Florence,SC,NA,1989,NA,,6/30/2022 2:37pm,"3027 E. Palmetto St., Florence, SC",-79.7067481,34.1973204,"3027 e palmetto st, florence, sc 29506, usa",Geocoded
5030,Evans St.-downtown,,Cruisy Area,,Cruising Areas,Florence,SC,checked,1989,NA,,2/20/2023 12:06pm,", SC",-79.762562,34.195433,unclear_coded_by_hand,General Coordinates Used
5031,Timrod Park,,Cruisy Area,,Cruising Areas,Florence,SC,checked,1989,NA,,2/20/2023 12:07pm,", SC",-79.770835,34.185242,unclear_coded_by_hand,Found
5032,'Rest Stop' on I-85 S.,,Cruisy Area,,Cruising Areas,Gaffney,SC,checked,1989,NA,,2/20/2023 12:07pm,", SC",-81.649819,35.071795,unclear_coded_by_hand,General Coordinates Used
5033,Bushwacker's Pub,(Cruisy) (Levi) (AH-WE),"(P),(PT),(W),(AH),(WE),(*)",621 Airport Rd.,"Bars/Clubs,Cruising Areas",Greenville,SC,NA,1989,NA,,11/15/2022 2:39pm,"621 Airport Rd., Greenville, SC",-82.345167,34.844199,"621 airport rd, greenville, sc 29607, usa",Geocoded
5034,M.C.C.,(803)233-0919,(MCC),37 E. Hillcrest Dr.,Religious Institution,Greenville,SC,NA,1989,NA,,6/30/2022 2:35pm,"37 E. Hillcrest Dr., Greenville, SC",-82.3876351,34.8692603,"37 e hillcrest dr, greenville, sc 29609, usa",Geocoded
5035,New Attitude,,"(D),(B)",706 W. Washton St.,Bars/Clubs,Greenville,SC,NA,1989,NA,,6/30/2022 2:36pm,"706 W. Washton St., Greenville, SC",-82.4088654,34.8553243,"706 w washington st, greenville, sc 29601, usa",Geocoded
5036,Stone Castle,(Disco),"(*),(P),(YC)",8 Le Grand,Bars/Clubs,Greenville,SC,NA,1989,NA,,6/30/2022 2:35pm,"8 Le Grand, Greenville, SC",-82.3681104,34.8361438,"8 legrand blvd, greenville, sc 29607, usa",Geocoded
5037,'Rest Stop' on I-85 S. btw. Greenville & Anderson S.C.,,Cruisy Area,,Cruising Areas,Greenville,SC,checked,1989,NA,,2/20/2023 12:08pm,", SC",-82.39401,34.852618,unclear_coded_by_hand,General Coordinates Used
5038,Greyhound Bus Depot,,"Cruisy Area,(AYOR)",,Cruising Areas,Greenville,SC,checked,1989,NA,,2/20/2023 12:08pm,", SC",-82.39401,34.852618,unclear_coded_by_hand,General Coordinates Used
5039,Parking lot opp. Methodist Church,,"Cruisy Area,(AYOR)",,Cruising Areas,Greenville,SC,checked,1989,NA,,2/20/2023 12:08pm,", SC",-82.39401,34.852618,unclear_coded_by_hand,General Coordinates Used
5040,Sheraton Motor Inn,,Cruisy Area,,Cruising Areas,Greenville,SC,checked,1989,NA,,2/20/2023 12:09pm,", SC",-82.39401,34.852618,unclear_coded_by_hand,General Coordinates Used
5041,M.J.'s,(Disco),"(P),(M),(YC),(E),(*)","#5 Dancor Bldg., Palmetto Bay Rd.",Bars/Clubs,Hilton Head,SC,checked,1989,NA,,2/20/2023 12:13pm,"#5 Dancor Bldg., Palmetto Bay Rd., SC",-80.770569,32.175496,unclear_coded_by_hand,General Coordinates Used
5042,Offshore Drilling Co.,(Disco),"(*),(YC),(S)",415 Youpon Circle,Bars/Clubs,Myrtle Beach,SC,NA,1989,NA,,6/30/2022 2:36pm,"415 Youpon Circle, Myrtle Beach, SC",-78.8930613,33.6815574,"415 yaupon dr, myrtle beach, sc 29577, usa",Geocoded
5043,Beach at 82nd Ave.,,Cruisy Area,,Cruising Areas,Myrtle Beach,SC,checked,1989,NA,,2/20/2023 12:14pm,", SC",-78.886694,33.68906,unclear_coded_by_hand,General Coordinates Used
5044,Hurlock Park,,Cruisy Area,,Cruising Areas,Myrtle Beach,SC,checked,1989,NA,,2/20/2023 12:14pm,", SC",-78.904645,33.669836,unclear_coded_by_hand,Found
5045,Adult World,(Books) (Cruisy),,1400 Asheville Hwy,"Book Store,Cruising Areas,Erotic Shop",Spartanburg,SC,NA,1989,NA,,7/19/2022 12:52pm,"1400 Asheville Hwy, Spartanburg, SC",-81.9620187,34.977236,"1400 asheville hwy, spartanburg, sc 29303, usa",Geocoded
5046,'Rest Stop' on I-26 N. of town,,"Cruisy Area,(AYOR)",,Cruising Areas,Spartanburg,SC,checked,1989,NA,,2/20/2023 12:14pm,", SC",-81.932048,34.949567,unclear_coded_by_hand,General Coordinates Used
5047,Truck Stops-I-85 btw. exit 62&66,(Nights),Cruisy Area,,Cruising Areas,Spartanburg,SC,checked,1989,NA,,2/20/2023 12:14pm,", SC",-81.932048,34.949567,unclear_coded_by_hand,General Coordinates Used
5048,First Heritage Book Store,(Cruisy),,16 1st Ave. S.E.,"Book Store,Cruising Areas",Aberdeen,SD,NA,1989,NA,,6/30/2022 2:35pm,"16 1st Ave. S.E., Aberdeen, SD",-98.4872698,45.4641244,"16 1st ave se, aberdeen, sd 57401, usa",Geocoded
5049,Front Office,(Disco),"(YC),(M)",11 E. Railroad Ave.,Bars/Clubs,Aberdeen,SD,NA,1989,NA,,6/30/2022 2:35pm,"11 E. Railroad Ave., Aberdeen, SD",-98.474643,45.465188,"railroad ave se, aberdeen, sd 57401, usa",Geocoded
5050,Ward Hotel Bar,,Cruisy Area,,"Cruising Areas,Hotel",Aberdeen,SD,checked,1989,NA,,2/20/2023 12:16pm,", SD",-98.488341,45.463937,unclear_coded_by_hand,Found
5051,Safari Lounge,Staurolite Inn,(M),,Bars/Clubs,Brookings,SD,checked,1989,NA,"1 3/4 mi. E. at Jct. 14, I-29",2/20/2023 12:16pm,", SD",-96.76203,44.312356,unclear_coded_by_hand,Found
5052,Kings Inn,Best Western Motel,,,For review,Pierre,SD,checked,1989,NA,,2/20/2023 12:16pm,", SD",-100.353752,44.366788,unclear_coded_by_hand,General Coordinates Used
5053,Landmark Lounge,(2nd floor & balcony) Alex Johnson Hotel,,523 6th St.,"Bars/Clubs,Hotel",Rapid City,SD,NA,1989,NA,at St. Joseph,1/18/2023 9:23am,"523 6th St., Rapid City, SD",-103.2274117,44.0803744,"523 6th st, rapid city, sd 57701, usa",Geocoded
5054,Studio One Book Store,(Cruisy),,320 Main St.,"Book Store,Cruising Areas",Rapid City,SD,NA,1989,NA,,6/30/2022 2:36pm,"320 Main St., Rapid City, SD",-103.2222985,44.0806811,"320 main st, rapid city, sd 57701, usa",Geocoded
