"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Dignity Detroit ","General Coordinates Used","","P.O. Box 32874, Detroit 48232",42.331427,-83.045754,"Detroit","MI","","Religious Institution",1988,"checked","",NA,NA
"Gay Info Line","General Coordinates Used","(313) 345-2722","",42.331427,-83.045754,"Detroit","MI","","Hotlines",1988,"checked","",NA,NA
"Metra","General Coordinates Used","(Publication)","Suite 310, 22750 Woodward Ave. Ferndale 48094",42.331427,-83.045754,"Detroit","MI","","Publications",1988,"checked","",NA,NA
"M.O.H.R.","General Coordinates Used","(Gay info line) (313)863-7255","",42.331427,-83.045754,"Detroit","MI","","Hotlines",1988,"checked","",NA,NA
"Motor City Business Forum","Found","","Suite 200, 17344 W. 12 Mile Rd., Southfield 48076",42.502943,-83.218699,"Detroit","MI","","Organization",1988,"checked","",NA,NA
"River Rouge Park","Found","","",42.310105,-83.236059,"Detroit","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Seven Mile","General Coordinates Used","Hustlers hitch-hiking on Woodward betw. 6 & 7 Mile Roads","",42.331427,-83.045754,"Detroit","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Westland Shopping Center","Found","(Westland)","",42.340679,-83.389153,"Detroit","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay Info Line","General Coordinates Used","(313) 743-2434","",43.012527,-83.687456,"Flint","MI","","Hotlines",1988,"checked","",NA,NA
" 'Rest Stop'","General Coordinates Used","on I-69 W","",43.012527,-83.687456,"Flint","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-75, both N. & S.","",43.012527,-83.687456,"Flint","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Velvet Touch Book Store","Found","1-75 at Mt. Morris Rd.","",43.119418,-83.761804,"Flint","MI","Cruisy Area","Book Store",1988,"checked","",NA,NA
"Apartment","Found","(Some W,OC)","6 Monroe at Fulton",42.963227,-85.673052,"Grand Rapids","MI","(W),(OC),(*)","Hotel",1988,"checked","",NA,NA
"Gay Community Services","General Coordinates Used","(616) 458-3595","",42.96336,-85.668086,"Grand Rapids","MI","","Community Center/Support Group",1988,"checked","",NA,NA
"Ann St. Park","General Coordinates Used","","",44.711936,-85.862638,"Grand Rapids","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"City Centre","General Coordinates Used","Downtown shopping mall","",42.96336,-85.668086,"Grand Rapids","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Leather Ranch Logging Camp","General Coordinates Used","(Campsites, sauna, lodge, dungeon)","Route 1, Box 130, Atlantic Mine, Mich. 49905",47.121133,-88.569418,"Houghton","MI","(*),(H),(R),(SM)","Hotel,Restaurant",1988,"checked","",NA,NA
"Bunkhouse North","General Coordinates Used","(Lounge, sauna, campsites, etc.)","P.O. Box 181, Interlochen 49643",44.645374,-85.767608,"Interlochen","MI","(P)","Hotel",1988,"checked","",NA,NA
"Bronson Park","Found","","",42.290181,-85.586875,"Kalamazoo","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Millham Park","Found","(Across RR tracks)","",42.246469,-85.572145,"Kalamazoo","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","4 mi. W. on 1-94 (AYOR—'Fuzz')","",42.291707,-85.587229,"Kalamazoo","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","on Mich. Hwy. 33 (Plainwell)","",42.291707,-85.587229,"Kalamazoo","MI","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Western Mich. U.","Found","Sangren Hall—1st floor
","",42.284155,-85.614656,"Kalamazoo","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay/Lesbian Hotline","General Coordinates Used","(7pm-10pm) (517) 372-8519","",42.732535,-84.555535,"Lansing","MI","","Hotlines",1988,"checked","",NA,NA
"M.S.U. StudentUnion Bldg","Found","Basement 2nd floor","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"M.S.U. StudentUnion Bldg","Found","Basement 3rd floor","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"M.S.U. StudentUnion Bldg","Found","Olds Hall —1st floor ","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"M.S.U. StudentUnion Bldg","Found","library (4th floor)","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pantry","General Coordinates Used","E. Lansing","",42.736979,-84.483865,"Lansing","MI","(R),(C),(AH),Cruisy Area","Restaurant,Cruising Areas",1988,"checked","",NA,NA
"'Rest Stops'","General Coordinates Used","on Hwy. 127 , 2 mi. S. of 196 (Northbound)","",42.732535,-84.555535,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stops' ","General Coordinates Used","1 mi. N. of Hwy. 27","",42.732535,-84.555535,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on Hwy. 27,1 mi. N. of 127","",42.732535,-84.555535,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-96 (Okemos)","",42.732535,-84.555535,"Lansing","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Presque Isle Point","Found","","",46.586804,-87.385297,"Marquette","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Shiras Park","Found","Picnic Rocks","",46.554736,-87.38243,"Marquette","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Metropolitan Beach","Found","E. on Boardwalk","",42.575834,-82.801163,"Mount Clemens","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"C.M.U.","Found","Admin. Bldg.(1stfloor)","",43.591179,-84.775331,"Mount Pleasant","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"C.M.U.","Found","I-M Bldg.(1stfloor)","",43.591179,-84.775331,"Mount Pleasant","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Nunica Truck Stop","General Coordinates Used","Hwy. 96 ","",43.234181,-86.248392,"Muskegon","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","7mi. N. on U.S. 31 southbound
","",43.234181,-86.248392,"Muskegon","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Rotary Park opp. Holiday Inn","Found","","",45.217198,-85.001467,"Petoskey","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Court House block","Found","","",42.655621,-83.326739,"Pontiac","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Dog Run'","General Coordinates Used","Clarkston ","",42.73512,-83.419294,"Pontiac","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","S. on 1-75","",42.638922,-83.291047,"Pontiac","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lighthouse Beach","Found","","",43.00746,-82.423362,"Port Huron","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pine Grove Park","Found","","",42.988158,-82.427538,"Port Huron","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Meadbrook Mall","Found","University Dr. at Adams","",42.683292,-83.192489,"Rochester","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Winchester Mall ","Found","Rochester Rd. at Avon","",42.663685,-83.136017,"Rochester","MI","Cruisy Area,(YC)","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-75, southbound betw. Bay City and Saginaw","",43.594468,-83.888865,"Saginaw","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Tennis court in park ","General Coordinates Used","by Y.M.C.A.","",43.41947,-83.950807,"Saginaw","MI","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Camp It","General Coordinates Used","(616) 543-4335 (Fennville)","",42.655025,-86.201982,"Saugatuck","MI","(H)","Hotel",1988,"checked","",NA,NA
"Douglas Dunes","General Coordinates Used","(Resort) (Disco-D-WE) Blue Star Mem. Hwy. (616) 857-1401","P.O. Box 365, Douglas 49406",42.655025,-86.201982,"Saugatuck","MI","(*),(H),(R),(D),(WE),(IGTA)","Restaurant,Hotel,Travel Service",1988,"checked","",NA,NA
"The Kirby House","General Coordinates Used","(Guest house) (616) 857-2904","P.O. Box 1174, Douglas 49504",42.655025,-86.201982,"Saugatuck","MI","(H)","Hotel",1988,"checked","",NA,NA
"Oval Beach","Found","(Adm. chg.) 1/2 mi. N. of parking lot beyond straight beach","",42.662948,-86.216158,"Saugatuck","MI","Cruisy Area,(P)","Cruising Areas",1988,"checked","",NA,NA
"Opposite the Coral Gables","General Coordinates Used","","",42.655025,-86.201982,"Saugatuck","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Parkon Water St.","Found","","",42.657366,-86.205431,"Saugatuck","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"West Side County Park","Found","Ganges Rest Area—
Lake Shore Dr.—4 mi. N. of Glenn
","",42.57393,-86.230141,"Saugatuck","MI","Cruisy Area","Cruising Areas",1988,"checked","two or 3? pg 250
",NA,NA
"Tel-12Mall","Found","","",42.497202,-83.282375,"Southfield","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Dignity","General Coordinates Used","P.O. Box 562, 49685","",44.763057,-85.620632,"Traverse City","MI","","Religious Institution",1988,"checked","",NA,NA
"Bryant Park","Found","","",44.766703,-85.595615,"Traverse City","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Westend Beach bath house","Found","","",44.769607,-85.634675,"Traverse City","MI","Cruisy Area","Cruising Areas,Bathhouses",1988,"checked","",NA,NA
"Oakland Mall","Found","","",42.537919,-83.110968,"Troy","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Somerset Mall
","Found","","",42.563017,-83.185384,"Troy","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","on U.S. 12 E.—best at lunchtime","",41.798106,-85.643323,"White Pigeon","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Student Union","Found","Home Econ.","",42.25068,-83.624089,"Ypsilanti","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Student Union","General Coordinates Used","Education Bldgs.","",42.24115,-83.612994,"Ypsilanti","MI","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Union Station","Found","","1st St. & Beltrami",47.468577,-94.881199,"Bemidji","MN","(M),(R),(E)","Restaurant",1988,"checked","",NA,NA
"Bemidji St. Univ.","Found","Hobson Union","",47.482669,-94.87467,"Bemidji","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Diamond Pt. Park","Found","(Summers)","",47.483667,-94.870679,"Bemidji","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Library Park","Found","","",47.472317,-94.87881,"Bemidji","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Paul Bunyan Mall","Found","","",47.494784,-94.899681,"Bemidji","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"G.L.D.S.","General Coordinates Used","","Box 6044, Duluth, 55806",46.783892,-92.100759,"Duluth","MN","","Organization",1988,"checked","",NA,NA
"Book stores","Found","on Superior St.","",46.835379,-92.017904,"Duluth","MN","Cruisy Area","Book Store,Cruising Areas",1988,"checked","",NA,NA
"Leif Ericsson Park","Found","","",46.797019,-92.082077,"Duluth","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Park Point Beach","Found","(Summers)","",46.730712,-92.052215,"Duluth","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Grand Portage Lodge","General Coordinates Used","(218)475-2401","",47.963776,-89.684812,"Grand Portage","MN","(H)","Hotel",1988,"checked","",NA,NA
"Mankato St. Gay Advisor","General Coordinates Used","(507) 389-1455","",44.163578,-93.9994,"Mankato","MN","","Hotlines",1988,"checked","",NA,NA
"Cloud 9","General Coordinates Used","(Disco) corner of 9th & Hennepin","",44.977753,-93.265011,"Minneapolis","MN","(D),(*),(YC),(V)","Bars/Clubs",1988,"checked","",NA,NA
"Gay/Lesbian Helpline ","General Coordinates Used","(612) 379-6363","",44.977753,-93.265011,"Minneapolis","MN","","Hotlines",1988,"checked","",NA,NA
"Jackeeno's Pizza & Pasta ","Found","","15th & La Salle",44.967717,-93.279336,"Minneapolis","MN","(M),(R)","Restaurant",1988,"checked","",NA,NA
"Peanuts","Found","in back of Cloud 9","corner of 9th & Hennepin",44.97643,-93.276975,"Minneapolis","MN","(*),(YC)","Bars/Clubs",1988,"checked","",NA,NA
"Twin Cities Good-Time Softball League","General Coordinates Used","","P.O. Box 13157, Dinkytown Station, Minneapolis 55414",44.977753,-93.265011,"Minneapolis","MN","","Organization",1988,"checked","",NA,NA
"Apache Plaza","Found","Basement","",45.039153,-93.222238,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"East Lake Calhon Blvd.","General Coordinates Used","at 33rd Street","",44.977753,-93.265011,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Hennepin Ave.","General Coordinates Used","(Downtown)","",44.965282,-93.2885,"Minneapolis","MN","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"IDS Tower","Found","Indoor mall ('Crystal Court')","",44.976119,-93.272309,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Imperial 400 Motel","General Coordinates Used","","",44.977753,-93.265011,"Minneapolis","MN","(M),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lake Calhoun Beach","Found","32nd Street","",44.945113,-93.319936,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Loring Park ","Found","","",44.966184,-93.284177,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Oak Grove ","General Coordinates Used","","",44.977753,-93.265011,"Minneapolis","MN","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mississippi River Flats","Found","'BA' Beach E. River Rd.","",44.970351,-93.23506,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mississippi River Flats","Found","opp. Shriners Hospital ","",44.970351,-93.23506,"Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"U. of M inn.","Found","Minneapolis Campus","",44.976348,-93.234883,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of M inn.","Found","Gay Comm. Cntr. Coffman Memorial Union","",44.973089,-93.235375,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of M inn.","Found","2nd floor Northrop Auditorium","",44.976348,-93.234883,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of M inn.","Found","3rd floor","",44.976348,-93.234883,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of M inn.","Found","","",44.976348,-93.234883,"Minneapolis","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"G.S.U.","Found","","Box 340, M.S.U., 56560",44.145116,-93.99699,"Moorhead","MN","","Organization",1988,"checked","",NA,NA
"Prairie Gay Community","General Coordinates Used","Hot line (701) 235-7335","Box 83, Moorhead 56560",46.873765,-96.767804,"Moorhead","MN","","Hotlines,Community Center/Support Group",1988,"checked","",NA,NA
"Concordia College Library","Found","","",46.864666,-96.770094,"Moorhead","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Moorhead Center Mall","Found","Men's Room","",46.876033,-96.773129,"Moorhead","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"The Last Resort","General Coordinates Used","(218)652-3876","",46.965236,-94.839457,"Nevis","MN","(H)","Hotel",1988,"checked","",NA,NA
"Gay/Lesbian Community Service","General Coordinates Used","(507) 281-3265","P.O. Box 454, Rochester 55903 ",44.012122,-92.480199,"Rochester","MN","","Community Center/Support Group",1988,"checked","",NA,NA
"Eastwood Park ","Found","(Days)","",44.0099,-92.417166,"Rochester","MN","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Soldiers Field Park","Found","","",44.015447,-92.467292,"Rochester","MN","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Adult Book Store","Found","","University & Dale",44.953703,-93.089958,"St. Paul","MN","(F&S),(AH)","Erotic Shop,Book Store",1988,"checked","",NA,NA
"M.C.C.","General Coordinates Used","","P.O. Box 3205, St. Paul 55165",44.953703,-93.089958,"St. Paul","MN","(MCC)","Religious Institution",1988,"checked","",NA,NA
"Grand & Victoria","Found","","",44.939962,-93.136416,"St. Paul","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Roseville Shopping Center","Found","(Rosedale)","",45.014605,-93.171842,"St. Paul","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Town Square","Found","","",44.948153,-93.094099,"St. Paul","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"The Mall","General Coordinates Used","","",44.055391,-91.666352,"Winona","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"3rd St. Plaza","General Coordinates Used","Near fountain","",44.055391,-91.666352,"Winona","MN","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-55 N. (Bothsides)","",34.311498,-89.944257,"Batesville","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Beach Hwy. ","General Coordinates Used","betw. Biloxi & Gulfport","",30.396032,-88.885308,"Biloxi","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Book stores","Found","on Pass Rd.","",30.396363,-88.87953,"Biloxi","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Edgewater Shopping Center","Found","","",30.391775,-88.991265,"Biloxi","MS","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",30.396032,-88.885308,"Biloxi","MS","(RT),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gulf Coast Beach","General Coordinates Used","betw. Holiday Inn & Coliseum","",30.396032,-88.885308,"Biloxi","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Hiller Park","Found","","",30.409974,-88.952159,"Biloxi","MS","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Kessler A.F.B.","Found","","",30.409416,-88.925266,"Biloxi","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Kessler A.F.B.","Found","Perimeter gates","",30.409416,-88.925266,"Biloxi","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Peacock Lounge","Found","","Holiday Inn, US Hwy. 45 at 5th St. N.",33.50559,-88.431556,"Columbus","MS","(M)","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on I-20E","",32.364589,-89.474235,"Forest","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Trailways Bus Depot","General Coordinates Used","","",30.36742,-89.092816,"Gulfport","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on US 49S","",31.327119,-89.290339,"Hattiesburg","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of S. Miss.","Found","","",31.326312,-89.334961,"Hattiesburg","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of S. Miss.","Found","Hurst Bldg.","",31.326312,-89.334961,"Hattiesburg","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-55, just N. of town","",34.823987,-89.993702,"Hernando","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Integrity","General Coordinates Used","","P.O. Box 4253, 39216",32.298757,-90.18481,"Jackson","MS","","Religious Institution",1988,"checked","",NA,NA
"Mississippi Gay Switchboard","General Coordinates Used","(24 hrs.) (601)353-7611 (Also for Mississippi Gay Alliance)","",32.298757,-90.18481,"Jackson","MS","","Hotlines",1988,"checked","",NA,NA
"T.M.M.","General Coordinates Used","(This Month in Mississippi) (Publication)","P.O. Box 8342, 39204",32.298757,-90.18481,"Jackson","MS","","Publications",1988,"checked","",NA,NA
"Smith Park","Found","","",32.301229,-90.183304,"Jackson","MS","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Trailways Bus Depot","General Coordinates Used","","",32.36431,-88.703656,"Meridian","MS","(B),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-20","",32.353756,-89.654517,"Morton","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'RestStop'","General Coordinates Used","on 1-55 just S. of Oxford","",34.36683,-89.518635,"Oxford","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'RestStop'","General Coordinates Used","Batesville exit (Both sides)","",34.36683,-89.518635,"Oxford","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Sardis Lake Beach","Found","","",34.243949,-89.472355,"Oxford","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Beach Park","Found","","",30.344554,-88.534805,"Pascagoula","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Court House basement","Found","","",30.365632,-88.558268,"Pascagoula","MS","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Holiday Inn Bar","Found","Jet. Hwy. 78 & 45 N.","",34.270309,-88.716358,"Tupelo","MS","(M)","Bars/Clubs",1988,"checked","",NA,NA
"Ramada Inn Bar","General Coordinates Used","2 mi. E. on 80 at Jet. 1-20","",32.352646,-90.877882,"Vicksburg","MS","(M)","Bars/Clubs",1988,"checked","",NA,NA
"Gay Peoples Alliance","General Coordinates Used","200 Read Hall, U. of Mo.","",31.252457,-89.835428,"Columbia","MO","","Organization",1988,"checked","",NA,NA
"Cosmopolitan Park","General Coordinates Used","","",31.252457,-89.835428,"Columbia","MO","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-70 (Both sides) nr. Booneville","",31.252457,-89.835428,"Columbia","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Mo.","Found","Jesse Hall","",38.946047,-92.330131,"Columbia","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Mo.","Found","Mem.Union","",38.946047,-92.330131,"Columbia","MO","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"U. of Mo.","Found","","",38.946047,-92.330131,"Columbia","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"High St.","General Coordinates Used","(Nights)","",38.576702,-92.173516,"Jefferson City","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Main St. News & Arcade ","Found","","9th & Main",37.081544,-94.513625,"Joplin","MO","","Book Store",1988,"checked","",NA,NA
"McClellan Park","Found","","",37.038338,-94.543618,"Joplin","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stops'","Found","on 1-44","",37.084227,-94.513281,"Joplin","MO","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"BWMT","General Coordinates Used","","Box 19432, Kansas City 64141",39.099727,-94.578567,"Kansas City","MO","","Organization",1988,"checked","",NA,NA
"Gay Talk Info Line","General Coordinates Used","(816) 931-4470","",39.099727,-94.578567,"Kansas City","MO","","Hotlines",1988,"checked","",NA,NA
"Integrity","General Coordinates Used","","Box 40164, Kansas C ity 64141",39.099727,-94.578567,"Kansas City","MO","","Religious Institution",1988,"checked","",NA,NA
"Ted's","Found","","5th & Walnut",39.108564,-94.581628,"Kansas City","MO","(M)","Bars/Clubs",1988,"checked","",NA,NA
"Country Club Plaza","Found","","",39.041969,-94.592609,"Kansas City","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Hitchhikers ","General Coordinates Used","on Main near Country Club Plaza","",39.099727,-94.578567,"Kansas City","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" Liberty Mem. Mall","Found","(Daylight)","",39.078291,-94.586649,"Kansas City","MO","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Loose Park ","Found","","",39.032052,-94.594539,"Kansas City","MO","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"McGee","Found","(Hustlers) betw. 10th & 11th","",39.101642,-94.579648,"Kansas City","MO","(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 1-29 nr. airport","",39.099727,-94.578567,"Kansas City","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Eighteenth Amendment","General Coordinates Used","","Hwy. 63 and 24",39.418369,-92.438237,"Moberly","MO","(M),(N),(R),(W)","Restaurant",1988,"checked","",NA,NA
"Male Express","General Coordinates Used","(Publication)","P.O. Box 875, 65270",39.418369,-92.438237,"Moberly","MO","","Publications",1988,"checked","",NA,NA
"M.A.J.C. Library","Found","","",39.419073,-92.440677,"Moberly","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Reed St.","General Coordinates Used","(Nights)","",39.418369,-92.438237,"Moberly","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" Rothwell Park","Found","","",39.416988,-92.457447,"Moberly","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Wal-Mart","General Coordinates Used","","",39.418369,-92.438237,"Moberly","MO","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Small Park","General Coordinates Used","Downtown","",39.767458,-94.846681,"St. Joseph","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Alfonsi's Reading Center","Found","(Books, etc.)","10 N. Euclid & 1116 Olive",38.629284,-90.196355,"St. Louis","MO","","Book Store",1988,"checked","",NA,NA
"Gay/Lesbian Hotline","General Coordinates Used"," (314) 367-0084","P.O. Box 23227, St. Louis 63156",38.627003,-90.199404,"St. Louis","MO","","Hotlines",1988,"checked","",NA,NA
"Gay News Telegraph","General Coordinates Used","(Publication)","P.O. Box 14229-A, St. Louis 63178",38.627003,-90.199404,"St. Louis","MO","","Publications",1988,"checked","",NA,NA
"Viewpoint","General Coordinates Used","(Publication)","P.O. Box 802, 63188",38.627003,-90.199404,"St. Louis","MO","","Publications",1988,"checked","",NA,NA
"Chesterfield Mall Shopping Ctr.","Found","","",38.651953,-90.565087,"St. Louis","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Crestwood Plaza & Mall","Found","","",38.557794,-90.383299,"St. Louis","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Econo Lodge","General Coordinates Used","(Pool)","",38.627003,-90.199404,"St. Louis","MO","(M),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Euclid Ave.","Found","from Washington to Duncan (Maryland Plaza)","",38.646867,-90.261215,"St. Louis","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Forest Park","Found","","",38.644081,-90.283466,"St. Louis","MO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
