ID,title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified
4089,O.S.U. ,Found,Arps Hall T-Room & Main Library (8th floor T-Room) ,,40.001803,-83.009604,Columbus,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:25pm
4090,Park by river ,Found,nr. Greenlawn Ave.,,39.938707,-83.00326,Columbus,OH,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/2/2022 3:25pm
4091,'Rest Stop' ,General Coordinates Used,on 33 South,,39.961176,-82.998794,Columbus,OH,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/2/2022 3:16pm
4073,Gav Infoline,General Coordinates Used,(614) 422-9212,,39.961176,-82.998794,Columbus,OH,,Hotline,1984,checked,,,6/2/2022 3:21pm
4092,The Wall,General Coordinates Used,"block around High St. ★ Maynard Ave, East Ave. & Patterson",,39.961176,-82.998794,Columbus,OH,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,6/2/2022 3:27pm
4093,Vicinity of Greyhound Bus Depot,General Coordinates Used,,,39.961176,-82.998794,Columbus,OH,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/2/2022 3:28pm
4099,Court Square,Found,,,40.274331,-81.865926,Coshocton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:29pm
4100,Downtowner Plaza Shopping Mall,Found,,,40.269454,-81.871947,Coshocton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:46pm
4097,Village Inn,Found,,6th & Walnut,40.272092,-81.861655,Coshocton,OH,"(M),(YC),(D),(E)",Bars/Clubs,1984,checked,,,6/2/2022 3:50pm
4098,Burger Chef,General Coordinates Used,Downtown Plaza,,40.272015,-81.859576,Coshocton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:29pm
4101,Hickory Billiard Parlor,General Coordinates Used,Main St.,,40.272015,-81.859576,Coshocton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:47pm
4102,Main Street,General Coordinates Used,,,40.272015,-81.859576,Coshocton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:48pm
4103,Neal Hotel ,General Coordinates Used,Lobby & T-Room,,40.272015,-81.859576,Coshocton,OH,Cruisy Area,"Cruising Areas,Hotel",1984,checked,,,6/2/2022 3:48pm
4111,Adult Bookstores & arcades 5th & Ludlow ,Found,known locally as 'filth' & Ludlow),,39.75646,-84.192832,Dayton,OH,Cruisy Area,"Cruising Areas,Book Store",1984,checked,,,6/2/2022 3:52pm
4113,Univ. of Dayton,Found,4th & 6th floor T-Rooms,,39.740182,-84.179025,Dayton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:56pm
4114,Wright St. Univ.,Found,Faucett Hall (Basement T-Room) & Gym Locker Room,,39.784627,-84.058734,Dayton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:58pm
4112,'Rest Stop' ,General Coordinates Used,on I-70 W. at exist 201 & 202,,39.758948,-84.191607,Dayton,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 3:51pm
4106,Gay Hotline,General Coordinates Used,(513) 228-4875,,39.758948,-84.191607,Dayton,OH,,Hotline,1984,checked,,,6/2/2022 3:54pm
4116,Riverside Park,Found,(Summers - AYOR),,41.042735,-83.631921,Findlay,OH,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/2/2022 4:01pm
4115,'Rest Stop' ,General Coordinates Used,on Rts. 68 & 15-S. ,,41.04422,-83.649932,Findlay,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:00pm
4119,'Rest Stop' ,General Coordinates Used,on I-75,,39.435337,-84.202992,Lebanon,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:04pm
4120,Faurot Park,General Coordinates Used,,,40.736057,-84.114947,Lima,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:04pm
4122,Richard's Night Club,Found,(Occ. S) (Disco - WE) (Some L) ,15 E. 5th at Main,40.763109,-82.514589,Mansfield,OH,"(*),(R),(D),(PT),(WE),(L)","Restaurant,Bars/Clubs",1984,checked,,,6/2/2022 4:11pm
4123,'Rest Stop' ,General Coordinates Used,at I-71 & US 30,,40.779654,-82.419918,Mansfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:07pm
4124,Roadside Park,General Coordinates Used,"on Hwy, 163, just past Lighthouse",,41.540328,-82.735462,Marblehead,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:13pm
4125,'Rest Stop' ,General Coordinates Used,on Rt. 23 S. ,,40.58867,-83.128524,Marion,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:14pm
4126,Miami U ,Found,'Res' Basement T-Room,,39.509308,-84.734484,Oxford,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:16pm
4130,'Rest Stop',General Coordinates Used,on I-75N,,40.144773,-84.242445,Piqua,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:16pm
4129,'Rest Stop' ,General Coordinates Used, on Hwy. 66N (Days),,40.144773,-84.242445,Piqua,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:16pm
4128,LK Restaurant,General Coordinates Used,(AH-WE) ,Rte. 25A N. ,40.144773,-84.242445,Piqua,OH,"Cruisy Area,(AH),(WE)",Cruising Areas,1984,checked,,,6/2/2022 4:17pm
4131,'Rest Stop' ,General Coordinates Used,"on Hwy. 77, just S. of 271",,41.239777,-81.638178,Richfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:18pm
4133,'Rest Stop' ,General Coordinates Used,East on U.S. 33,,40.54227,-84.389396,Saint Marys,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:19pm
4137,Clarence J. Brown Reservoir Beach,Found,,,39.960916,-83.735851,Springfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:22pm
4138,Geo. Rogers Clark Park ,Found,"off Rte. 40, nr. 1-70",,39.908884,-83.910122,Springfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:23pm
4139,Snyder Park,Found,& adj. Harshman St.,,39.933708,-83.839331,Springfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:24pm
4140,Wittenberg Univ. ,Found,"Student Union, Library & Gym
Locker Room T-Rooms",,39.934666,-83.81245,Springfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:26pm
4136,Brighton 'Rest Stop',General Coordinates Used,on U.S. 40 - 14 mi. E.,,39.924227,-83.808817,Springfield,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:20pm
4157,Franklin Park Mall,Found,,,41.694547,-83.640731,Toledo,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:27pm
4158,Las Vegas Cinema,Found,,,41.68151,-83.621831,Toledo,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:27pm
4159,Ontario St.,Found,betw. Washington & Jefferson,,41.650648,-83.541075,Toledo,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:33pm
4160,Southwick Mall,Found,T-Room,,41.60269,-83.667966,Toledo,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:34pm
4145,Mama's ,General Coordinates Used,next door,,41.652805,-83.537867,Toledo,OH,"(R),(*)",Restaurant,1984,checked,,,6/2/2022 4:32pm
4154,Pro Toledo Info,General Coordinates Used,(419) 243-9351,,41.652805,-83.537867,Toledo,OH,,Hotline,1984,checked,,,6/2/2022 4:33pm
4162,Eastwood Mall,Found,,,41.211588,-80.750286,Warren,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:35pm
4163,'Rest Stop' ,General Coordinates Used,on Rte. 3 S.,,40.805057,-81.935143,Wooster,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/2/2022 4:36pm
4171,Southern Park Mall ,Found,T-Rooms,,41.020113,-80.659807,Youngstown,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:28pm
4172,Wick Park,Found,,,41.113529,-80.646565,Youngstown,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:30pm
4173,Youngstown College campus,Found,,,41.106649,-80.648146,Youngstown,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:31pm
4170,Central Square,General Coordinates Used,downtown,,41.09978,-80.649519,Youngstown,OH,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:31pm
4177,'The Strip' ,Found,Hitch-hikers' on Ft. Sill Blvd. from Cache Rd. to Main Gate,,34.632623,-98.422244,Lawton,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:47pm
4176,Mall ,Found,by downtown Library,,34.608311,-98.394546,Lawton,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:48pm
4179,U. of OK. ,Found,Student Union & McFarland Library - basement T-Rooms,,35.205894,-97.445714,Norman,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:58pm
4180,White St.,Found,nr. the U. of OK,,35.213017,-97.444652,Norman,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 12:58pm
4183,Colorado's Tavern,Found,(Cruisy neighborhood bar) (Beer only — cl. midnight) (WE*) ,3201 N. May at 32nd St.,35.503087,-97.565652,Oklahoma City,OK,"(PT),(WE),(*)","Bars/Clubs,Cruising Areas",1984,checked,,,6/3/2022 12:59pm
4198,Lake Heffner,Found,,,35.572397,-97.595158,Oklahoma City,OK,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:01pm
4199,Shepperd Mall,Found,Main Floor T-Room,,35.493531,-97.554575,Oklahoma City,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:03pm
4200,Sheridan St.,Found,betw. Walker & Broadway,,35.466403,-97.518106,Oklahoma City,OK,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:05pm
4201,Trosper Park,Found,,,35.429897,-97.468564,Oklahoma City,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:08pm
4203,Will Rogers Park,Found,,,35.503952,-97.580252,Oklahoma City,OK,"Cruisy Area,(AYOR),(*)",Cruising Areas,1984,checked,,,6/3/2022 1:09pm
4185,Gay Info Line,General Coordinates Used,(405) 848-7039,,35.46756,-97.516428,Oklahoma City,OK,,Hotline,1984,checked,,,6/3/2022 1:00pm
4202,Union 76 Truck Stop,General Coordinates Used,on I-40 ,,35.46756,-97.516428,Oklahoma City,OK,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:08pm
4204,N.E. St. U. ,Found,Student Union Basement T-Room,,35.920968,-94.965902,Talequah,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:10pm
4227,Boulder & Boston,Found,betw. 5th & 10th,,36.144836,-95.986885,Tulsa,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:19pm
4228,Mohawk Park,Found,(Days) ,,36.221145,-95.893393,Tulsa,OK,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:21pm
4229,River Parks,Found,at 21st St. (Days),,36.082292,-95.984508,Tulsa,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:39pm
4230,Rogers Point,Found,,,36.211993,-95.720768,Tulsa,OK,"Cruisy Area,(*),(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:40pm
4221,Tim's Playroom,Found,(W & Levi)(Some SM) (go go boys),2252 E. 11th at Lewis,36.13025,-95.86081,Tulsa,OK,"(*),(W),(SM),(PT),(D)",Bars/Clubs,1984,checked,,,6/3/2022 1:43pm
4231,U. of Tulsa,Found,"Student Union Bldg.
- Basement T-Room",,36.152053,-95.946075,Tulsa,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:43pm
4225,Whitter Book Store,Found,,Lewis at Admiral,36.159649,-95.959158,Tulsa,OK,,Book Store,1984,checked,,,6/3/2022 1:44pm
4232,Woodland Hills Mall,Found,E end - upstairs,,36.063774,-95.881885,Tulsa,OK,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:45pm
4233,Woodward Park,Found,(WE only *) ,,36.131925,-95.973661,Tulsa,OK,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,6/3/2022 1:46pm
4226,Zipper's,Found,(Disco) ,4812 E. 33rd St. at Yale,36.115654,-95.922485,Tulsa,OK,"(*),(YC),(D)",Bars/Clubs,1984,checked,,,6/3/2022 1:46pm
4205,Another World,General Coordinates Used,(Publication),"P.O. Box 15951, Tulsa, OK 74112",36.153982,-95.992775,Tulsa,OK,,Publications,1984,checked,,,6/3/2022 1:19pm
4215,Oklahomans for Human Rights,General Coordinates Used,(918) 749-GAYS,,36.153982,-95.992775,Tulsa,OK,,Organization,1984,checked,,,6/3/2022 1:29pm
4235,Lithia Park,Found,T-Room (late nights) ,,42.192284,-122.718201,Ashland,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 1:55pm
4239,Pony Village Shopping Center,Found,T-Rooms,,43.404395,-124.23426,Coos Bay,OR,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 1:56pm
4240,S.W.O.C.C.,General Coordinates Used,Middle Lake,,43.366501,-124.21789,Coos Bay,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 2:01pm
4243,O.S.U. ,Found,"Home Economics Bldg. (3rd floor T-Room)
& Student Union (basement T-Room)",,44.563781,-123.279444,Corvallis,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 2:02pm
4241,G.P.A. Hotline,General Coordinates Used,(503) 757-1980,,44.564566,-123.262043,Corvallis,OR,,Hotline,1984,checked,,,6/3/2022 2:02pm
4249,Skinner Butte Park,Found,(Recent 'bust'),,44.06094,-123.096405,Eugene,OR,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 4:06pm
4246,M.C.C.,General Coordinates Used,(503)485-3665,,44.052069,-123.086754,Eugene,OR,(MCC),Religious Institution,1984,checked,,,6/3/2022 4:06pm
4250,'Rest Stop' ,General Coordinates Used,"on 1-5, 3 mi. N. (Both sides)",,42.439007,-123.328392,Grants Pass,OR,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 4:08pm
4254,Witham Truck Stop,Found,"(Open 24 hrs) (1-5, exit 30)",2341 Biddle Rd.,42.351428,-122.875323,Medford,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 4:12pm
4253,'Rest Stop' ,General Coordinates Used,5 mi. S. (Late nights),,42.326515,-122.875595,Medford,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 4:10pm
4255,Yaquina Bay St. Park,Found,,,44.62423,-124.064766,Newport,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 4:14pm
4256,Annie Skinner's,Found,,S.E. 10th & Hawthorne,45.51223,-122.655706,Portland,OR,"(L),(M),(R)",Restaurant,1984,checked,,,6/3/2022 4:17pm
4299,Columbia Park,Found,T-Room,,45.579181,-122.711133,Portland,OR,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/3/2022 4:23pm
4264,Dahl & Pene,Found,"(Liquor) (Some B, RT) (May be moving) ",604 S.W. 2nd at Alder,45.518676,-122.674179,Portland,OR,"(B),(RT),(PT)",Bars/Clubs,1984,checked,,,6/3/2022 4:23pm
4300,East Delta Park,Found,T-Room & Showers,,45.599837,-122.679408,Portland,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/3/2022 4:27pm
4267,Embers,Found,"(The Avenue Disco) (Some YC,L)(Adm) (Liquor)",110 N .W . Broadway at Couch,45.523984,-122.677224,Portland,OR,"(*),(D),(YC),(L)",Bars/Clubs,1984,checked,,,6/3/2022 4:28pm
4271,Hamburger Mary's,Found,(Hip) ,"840 S.W. Park &
1441 N.E. Broadway",45.535163,-122.650624,Portland,OR,"(M),(R),(C)",Restaurant,1984,checked,,,6/4/2022 6:07am
4280,M.C.C.,Found,,N.E. 24th & Broadway,45.535104,-122.641181,Portland,OR,(MCC),Religious Institution,1984,checked,,,6/4/2022 6:16am
4301,Rooster Rock St. Park,Found,'B.A.' Beach - E. end 30 mi. E. of Portland,,45.546833,-122.236468,Portland,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:19am
4302,Washington Park,Found,by Lewis & Clark Monument,,45.521311,-122.701431,Portland,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:24am
4303,Yamhill ,Found,('Camp St.') ,betw. 3rd & 9th,45.517558,-122.676306,Portland,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:24am
4258,Cascade Voice,General Coordinates Used,(Publication) ,"P.O. Box 40284, Portland, 97240",45.515232,-122.678385,Portland,OR,,Publications,1984,checked,,,6/3/2022 4:18pm
4260,Cell ,General Coordinates Used,"(Downstairs - below J.R.'s
Saloon West)(Enter on Everett, just off 10th)",,45.515232,-122.678385,Portland,OR,"(SM),(W),(FFA),(*)",Bars/Clubs,1984,checked,,,6/3/2022 4:19pm
4266,Dignity ,General Coordinates Used,,"P.O. Box 5427, Portland, 97228",45.515232,-122.678385,Portland,OR,,Religious Institution,1984,checked,,,6/3/2022 4:24pm
4270,Gay Hotline,General Coordinates Used,(503) 228-6785,,45.515232,-122.678385,Portland,OR,,Hotline,1984,checked,,,6/3/2022 4:29pm
4305,Stewart Park ,Found,River Trails & Under bridge,,43.229225,-123.372595,Roseburg,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:27am
4304,Gay & Lesbian Switchboard,General Coordinates Used,(503) 672-4126,,43.216505,-123.341738,Roseburg,OR,,Hotline,1984,checked,,,6/4/2022 6:25am
4310,Bus Depot,Found,,,44.932419,-123.028211,Salem,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:28am
4311,'Rest Stops' ,General Coordinates Used,"on 1-5 betw. Salem & Portland
- also betw. Salem & Albany (both sides - discretion)",,44.942898,-123.035096,Salem,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:27am
4307,Hotline ,General Coordinates Used,(503) 588-9216,,44.942898,-123.035096,Salem,OR,,Hotline,1984,checked,,,6/4/2022 6:28am
4308,Lambda Horizons,General Coordinates Used,(Publication) ,"P .O . Box 663
Salem, OR 97308",44.942898,-123.035096,Salem,OR,,Publications,1984,checked,,,6/4/2022 6:29am
4313,Cannon Beach,Found,10 mi. S. (Summers only),,45.891774,-123.961527,Seaside,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:29am
4314,T-Room beneath turn-around on Seaside Beach,Found,(Summers),,45.991871,-123.930221,Seaside,OR,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:30am
4316,Adult Scene ,Found,"(Books, etc.) ",11th & Hamilton ,40.600008,-75.479837,Allentown,PA,,Book Store,1984,checked,,,6/4/2022 6:48am
4322,Turner St. ,Found,betw. 9th & 10th,,40.603766,-75.478006,Allentown,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:53am
4321,Lehigh Pkwy. ,General Coordinates Used,nr. Keck's Bridge,,40.602294,-75.47141,Allentown,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:53am
4323,La Pierre,Found,(Disco) ,2523 Union Ave. at 6th,40.501827,-78.407025,Altoona,PA,"(D),(*)",Bars/Clubs,1984,checked,,,6/4/2022 6:54am
4325,Logan Valley Mall,Found,,,40.469124,-78.411942,Altoona,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 6:56am
4327,Regina's ,General Coordinates Used,(Inquire locally) ,,41.573694,-75.501851,Carbondale,PA,,Bars/Clubs,1984,checked,,,6/4/2022 7:15am
4328,'Rest Stop' ,General Coordinates Used,on I-81 N & S ,,39.937591,-77.661102,Chambersburg,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:15am
4329,Liza's Place,General Coordinates Used,"(Some M, L) ",,41.603387,-80.305342,Conneaut Lake,PA,"(M),(L),(WE)",Bars/Clubs,1984,checked,,,6/15/2022 3:41pm
4331,Staatz,Found,(Some L) ,13th & Spruce,40.688003,-75.22803,Easton,PA,(L),Bars/Clubs,1984,checked,,,6/4/2022 7:26am
4336,Glenwood Park,Found,,,42.095249,-80.0727,Erie,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:26am
4337,Presque Isle Park Beach,Found,(Beach 3 1/2) ,,42.158582,-80.114941,Erie,PA,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,6/4/2022 7:27am
4338,Square opp. Post Office,Found,,,42.129224,-80.085059,Erie,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:27am
4342,'Rest Stop' ,General Coordinates Used,on I-81 S.,,39.790371,-77.727771,Greencastle,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:29am
4341,Harrison Ave. ,Found,off Otterman St.,,40.303296,-79.546214,Greensburg,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:30am
4343,Box Office ,Found,,2nd & Harris,40.271737,-76.893803,Harrisburg,PA,"(M),(R)",Restaurant,1984,checked,,,6/4/2022 7:40am
4344,Club Orpheus,Found,(Disco) (AH-WE) ,2nd & Pine,40.264685,-76.888745,Harrisburg,PA,"(P),(YC),(D),(AH),(WE),(*)",Bars/Clubs,1984,checked,,,6/4/2022 7:42am
4353,Front & State Sts.,Found,,,40.262411,-76.888475,Harrisburg,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:44am
4354,Park ,Found,along Front St. by Susquehanna River,,40.258583,-76.884031,Harrisburg,PA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/4/2022 7:47am
4346,Dignity ,General Coordinates Used,,"P .O . Box 297, Harrisburg 17108",40.273191,-76.886701,Harrisburg,PA,,Religious Institution,1984,checked,,,6/4/2022 7:43am
4347,Gay Switchboard ,General Coordinates Used,Tel: (717) 234-0328,,40.273191,-76.886701,Harrisburg,PA,,Hotline,1984,checked,,,6/4/2022 7:45am
4349,M.C.C.,General Coordinates Used,,"P.O. Box 3897, Harrisburg, PA 17105",40.273191,-76.886701,Harrisburg,PA,(MCC),Religious Institution,1984,checked,,,6/4/2022 7:46am
4355,Leonard Hall ,Found,Indiana U. Main floor T-Room,,40.61831,-79.157929,Indiana,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:54am
4356,Regency Mall,Found,T-Rooms,,40.615776,-79.173141,Indiana,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:55am
4363,Park City Shopping Center,Found,,,40.067007,-76.339489,Lancaster,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:58am
4364,The 'Gay Loop' ,General Coordinates Used,"(Orange, Mulberry & Water Sts.)",,40.037876,-76.305514,Lancaster,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 7:59am
4365,Coleman's Park,Found,,,40.350593,-76.44091,Lebanon,PA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/4/2022 8:06am
4366,Railroad House,Found,"( W E * )(R-upstairs)(Disco - D
- downstairs)(Open Sundays)(New patio)",Front & Perry Sts.,40.054544,-76.559792,Marietta,PA,"(WE),(R),(D),(*)","Bars/Clubs,Restaurant",1984,checked,,,6/4/2022 8:09am
4376,"""Tow Path' ",Found,along the canal & Ferry St. Bridge,,40.363428,-74.950423,New Hope,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 8:13am
4368,Canal House,General Coordinates Used,(Elbow Room Bar)(Summer season only),,40.364273,-74.951278,New Hope,PA,,Bars/Clubs,1984,checked,,,6/4/2022 8:15am
4377,Oneida Camp,General Coordinates Used,(Some L) ,"P.O. Box 446, New Milford, PA",41.872578,-75.727132,New Milford,PA,(L),Organization,1984,checked,,,6/4/2022 8:18am
4383,Backstreet,Found,(Baths) ,Chancellor & Camac,39.948586,-75.161411,Philadelphia,PA,"(YC),(*)",Bathhouses,1984,checked,,,6/4/2022 8:21am
4388,Cell Block ,Found,"(SM, W, FFA) (Adj. D.C.A. Club) an alley off Locust,
betw. 12th & 13th",Camac & St. James,39.948228,-75.161492,Philadelphia,PA,"(*),(P),(SM),(W),(FFA),(F&S)","Bars/Clubs,Cruising Areas",1984,checked,,,6/4/2022 8:25am
4390,Corral ,Found,(Downstairs at the 247) ,,39.948422,-75.16929,Philadelphia,PA,"(SM),(*)",Bars/Clubs,1984,checked,,,6/4/2022 8:28am
4394,Dignity ,Found,,250 S. 12th St.,39.947163,-75.161164,Philadelphia,PA,,Religious Institution,1984,checked,,,6/4/2022 8:37am
4402,Judy's,Found,,3rd & Bainbridge,39.940372,-75.147843,Philadelphia,PA,"(M),(R)",Restaurant,1984,checked,,,6/4/2022 8:41am
4413,Nugget Saloon,Found,(Above 247 Bar) ,,39.948422,-75.16929,Philadelphia,PA,"(R),(*)",Restaurant,1984,checked,,,6/4/2022 8:44am
4436,Penn Center,Found,T-Rooms,,39.952554,-75.167296,Philadelphia,PA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/4/2022 8:44am
4437,Spruce St.,Found,from 24th to Broad,,39.948074,-75.172791,Philadelphia,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 8:45am
4438,Temple U. ,Found,campus,,39.980594,-75.155738,Philadelphia,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 8:50am
4439,U. of Pa. ,Found,Houston Hall - basement T-Room,,39.950914,-75.193874,Philadelphia,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 8:55am
4381,Au Courant ,General Coordinates Used,(Publication) (215) 545-5684,,39.952584,-75.165221,Philadelphia,PA,,Publications,1984,checked,,,6/4/2022 8:20am
4440,Upper Darby,General Coordinates Used,- 69th St. area 'hustlers',,39.952584,-75.165221,Philadelphia,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 8:57am
4443,Swatara Falls,Found,,,40.670404,-76.357991,Pine Grove,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 9:08am
4442,'Rest Stop' ,General Coordinates Used,"& woods behind 1-81, betw. exit 31 & 32",,40.548423,-76.384678,Pine Grove,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 9:08am
4441,Public Park & hiking area,General Coordinates Used,"off I-81 E, exit 34",,40.548423,-76.384678,Pine Grove,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 9:08am
4444,Truck Stop,General Coordinates Used,"I-81, Exit 31",,40.548423,-76.384678,Pine Grove,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/4/2022 9:08am
4470,Allegheny River Blvd. 'Rest Stop',Found,,,40.457861,-79.997385,Pittsburgh,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/6/2022 6:39am
4471,International Airport,Found,T-Room nr. UAL,,40.491921,-80.235223,Pittsburgh,PA,Cruisy Area,Cruising Areas,1984,checked,,,6/6/2022 6:44am
4472,Kaufmann's Dept. Store,Found,10th & 11th floors,,40.440082,-79.998634,Pittsburgh,PA,Cruisy Area,Cruising Areas,1984,checked,,Address found here: http://www.thedepartmentstoremuseum.org/2010/05/kaufmanns-pittsburgh-pennsylvania.html,6/6/2022 6:52am
4473,Mellon Square,Found,,,40.44096,-79.99749,Pittsburgh,PA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,6/6/2022 6:53am
