"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","notes","unclear_address","full.address","geoAddress"
"Southwick Mall ","Found","T-Room","",41.60269,-83.667966,"Toledo","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Courthouse Square","Found","","",41.236713,-80.81892,"Warren","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","Rte. 3 S.",40.805057,-81.935143,"Wooster","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Wick Park","Found","","",41.113529,-80.646565,"Youngstown","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Youngstown College campus","Found","","",41.106649,-80.648146,"Youngstown","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Central Square ","General Coordinates Used","downtown","",41.09978,-80.649519,"Youngstown","OH","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Strip' ","Found","'Hitch-hikers' on from Cache Rd. to Main Gate"," Ft. Sill Blvd.",34.632623,-98.422244,"Lawton","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mall ","Found","by downtown Library","",34.608311,-98.394546,"Lawton","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of OK. ","Found","McFarland Library- basement T-Rooms","",35.205894,-97.445714,"Norman","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of OK. ","Found"," Student Union T-Rooms","",35.205894,-97.445714,"Norman","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"White St.","Found","nr. the U. of OK.","",35.213017,-97.444652,"Norman","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lake Heffner ","Found","","",35.572397,-97.595158,"Oklahoma City","OK","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Sheridan St. ","Found","betw. Walker & Broadway","",35.466403,-97.518106,"Oklahoma City","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Will Rogers Park ","Found","","",35.503952,-97.580252,"Oklahoma City","OK","Cruisy Area,(AYOR),(*)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","just N. of I-35 (Both sides)","",35.46756,-97.516428,"Oklahoma City","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Union 76 Truck Stop","General Coordinates Used","","I-44",35.46756,-97.516428,"Oklahoma City","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"O.S.U. ","Found","Student Union - 2nd floor T-Rooms","",36.127024,-97.073722,"Stillwater","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"N.E. St. U. ","Found","Student Union Basement T-Room","",35.920968,-94.965902,"Talequah","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Boulder & Boston","Found","betw. 10th & 14th","",36.144836,-95.986885,"Tulsa","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mohawk Park ","Found","(Days)","",36.221145,-95.893393,"Tulsa","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Tulsa ","Found","Student Union Bldg. - Basement T-Room","",36.152053,-95.946075,"Tulsa","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Woodward Park","Found","","",36.131925,-95.973661,"Tulsa","OK","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Zipper's","Found","(Disco)(Cl. Mon. & Tues.)","33rd & Yale",36.115654,-95.922485,"Tulsa","OK","(*),(YC),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Rear parking lot ","General Coordinates Used","betw. The Playroom & Pete's Taj Mahal ","",36.153982,-95.992775,"Tulsa","OK","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Lithia Park ","Found","T-Room (late nights)","",42.192284,-122.718201,"Ashland","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Oregon C.C. ","Found","Empire Lake","",43.395175,-124.254266,"Coos Bay-North Bend","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Pony Village Shopping Center ","Found"," upstairs T-Room","",43.404395,-124.23426,"Coos Bay-North Bend","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"O.S.U.","Found","Student Union (basement T-Room)","",44.563781,-123.279444,"Corvallis","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"O.S.U.","Found","Home Economics Bldg. (3rd floor T-Room)","",44.563781,-123.279444,"Corvallis","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Skinner Butte Park ","Found","","",44.06094,-123.096405,"Eugene","OR","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"U. of Oregon ","Found","Student Union (T-Rooms)","",44.04319,-123.077729,"Eugene","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Oregon ","Found","Library - (1st floor)","",44.04319,-123.077729,"Eugene","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","3 mi. N. (Both sides)","I-5",42.439007,-123.328392,"Grants Pass","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lighthouse Bar","General Coordinates Used","(Inquire locally)","",42.224867,-121.78167,"Klamath Falls","OR","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Witham Truck Stop ","Found","(Open 24 hrs) (1-5, exit 30)","2341 Biddle Rd. ",42.351428,-122.875323,"Medford","OR","(M),(R),Cruisy Area","Cruising Areas,Restaurant",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","5 mi. S. (Late nights)","",42.326515,-122.875595,"Medford","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Small park ","General Coordinates Used","adj. to Fairgrounds","",42.387315,-122.913639,"Medford","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Yaquina Bay St. Park","Found","","",44.62423,-124.064766,"Newport","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Good'n' Plenty ","Found",""," Morrison & S.W. 16th",45.521645,-122.68814,"Portland","OR","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Hot Patata ","Found","","13th & Morrison",45.52085,-122.685162,"Portland","OR","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Lloyd's Center ","Found","T-Room","",45.534613,-122.654286,"Portland","OR","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"M.C.C.","Found","","N.E. 24th & Broadway",45.535104,-122.641181,"Portland","OR","MCC","Religious Institution",1981,"",NA,NA,NA
"Rafter's ","Found","(Disco)(Liquor)('Super bar' & light show - enter thru The Embers', then upstairs)","Park & Yamhill",45.518922,-122.680947,"Portland","OR","(*),(YC),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Rooster Rock St. Park ","Found","'B.A.' Beach - E. end 30 mi. E. of Portland","",45.546833,-122.236468,"Portland","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Varsity Tavern ","Found","","S.E. 35th PI. & Division",45.504796,-122.628578,"Portland","OR","(R),(PT)","Restaurant",1981,"",NA,NA,NA
"Washington Park ","Found","by Lewis & Clark Monument","",45.521311,-122.701431,"Portland","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Yamhill ","Found"," betw. 3rd & 4th","'Camp St.'",45.517558,-122.676306,"Portland","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tropique","General Coordinates Used","('Teenie hoppers') Next to Bear Hollow","",45.515232,-122.678385,"Portland","OR","","Bars/Clubs",1981,"",NA,NA,NA
"Bus Depot","Found","","",44.932419,-123.028211,"Salem","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stops'","General Coordinates Used"," betw. Salem & Portland also betw. Salem & Albany (both sides - discretion)","I-5",44.942898,-123.035096,"Salem","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cannon Beach ","Found","10 mi. S. (Summers only)","",45.891774,-123.961527,"Seaside","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"T-Room ","Found","beneath turn-around on Seaside Beach (Summers)","",45.991871,-123.930221,"Seaside","OR","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Scene","Found","(Books, etc.) ","11th & Hamilton",40.600008,-75.479837,"Allentown","PA","","Book Store,Erotic Shop",1981,"",NA,NA,NA
"Racquet Ball Club","General Coordinates Used","","",40.602294,-75.47141,"Allentown","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"La Pierre ","Found","(Some L)at Union","7th Ave. ",40.501827,-78.407025,"Altoona","PA","(M),(D),(L)","Bars/Clubs",1981,"",NA,NA,NA
"Logan Valley Mall","Found","","",40.469124,-78.411942,"Altoona","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","and adj. woods - 1 mi. E. of Rte. 119","Rte. 22",40.43118,-79.260869,"Blairsville","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","Southbound","I-81 ",39.937591,-77.661102,"Chambersburg","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Second Time Around ","General Coordinates Used","(Inquire locally)","",40.688432,-75.220732,"Easton","PA","","Bars/Clubs",1981,"",NA,NA,NA
"Glenwood Park","Found","","",42.095249,-80.0727,"Erie","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Presque Isle Park Beach ","Found","","",42.158582,-80.114941,"Erie","PA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Square ","Found","opp. Post Office","",42.129224,-80.085059,"Erie","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Harrison Ave. ","Found","off Otterman St.","",40.303296,-79.546214,"Greenburg","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","I-81 S.",39.790371,-77.727771,"Greencastle","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Front & State Sts.","Found","","",40.262411,-76.888475,"Harrisburg","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Park","Found","along Front St. by Susquehanna River ","",40.258583,-76.884031,"Harrisburg","PA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Gay Switchboard","General Coordinates Used","Tel: (717) 234-0328","",40.273191,-76.886701,"Harrisburg","PA","","Hotlines",1981,"",NA,NA,NA
"Peoples Choice Cafe","General Coordinates Used"," Inquire locally","",40.651514,-76.497721,"Hegins","PA","(M),(YC),(R),(WE)","Restaurant",1981,"",NA,NA,NA
"Indiana U. ","Found","Leonard Hall Main floor T-Room","",40.61831,-79.157929,"Indiana","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Regency Mall","Found","T-Rooms","",40.615776,-79.173141,"Indiana","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Marc I ","Found","(H & Lounge)(Looks promising)","76-78 Walnut St.",40.328846,-78.920705,"Johnstown","PA","(H),(D),(R)","Bars/Clubs,Restaurant,Hotel",1981,"",NA,NA,NA
"Park City Shopping Center","Found","","",40.067007,-76.339489,"Lancaster","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Coleman's Park ","Found","","",40.350593,-76.44091,"Lebanon","PA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' on 1-95","General Coordinates Used","","",39.819279,-75.418527,"Marcus Hook","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Railroad House","Found","(WE*)(R-upstairs)(Disco - D- downstairs)","Front & Perry Sts.",40.054544,-76.559792,"Marietta","PA","(WE),(M),(R),(D),(*)","Restaurant,Bars/Clubs",1981,"",NA,NA,NA
"'The Wall' ","Found","Nescopeck end of Ber-Nesco Bridge","Rte. 93 S.",41.052113,-76.23122,"Nescopeck","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ernie's Nesco Freeze","General Coordinates Used","","",41.052029,-76.220767,"Nescopeck","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Poor Richard's Dairy & Deli","General Coordinates Used","","",41.052029,-76.220767,"Nescopeck","PA","Cruisy Area","Cruising Areas,Business",1981,"",NA,NA,NA
"'Tow Path' ","Found","along the canal nr. Ferry St.","",40.363428,-74.950423,"New Hope","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Centre Bridge Inn ","Found","3 mi. N.","",40.401481,-74.979895,"New Hope","PA","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Logan Inn","Found","","Bridge & Ferry Sts.",40.363814,-74.954931,"New Hope","PA","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Canal House ","General Coordinates Used","(Elbow Room Bar)(Summer season only)","",40.364273,-74.951278,"New Hope","PA","","Bars/Clubs",1981,"",NA,NA,NA
"Hwy. 202 & parking lots ","General Coordinates Used","betw. Cartwheel & Prelude","",40.364273,-74.951278,"New Hope","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"New Hope Diner ","General Coordinates Used","(24 hours) 1/2 mi. W.","US 202",40.364273,-74.951278,"New Hope","PA","(R),(C)","Restaurant",1981,"",NA,NA,NA
"Old Cartwheel Inn ","General Coordinates Used","(Some L) (3 bars - Sun. buffet) 1 mi. W. on ","US 202",40.364273,-74.951278,"New Hope","PA","(*),(L),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Club 13 ","Found","","13th & Locust Sts.",39.947947,-75.162361,"Philadelphia","PA","(B)","Bars/Clubs",1981,"",NA,NA,NA
"Giovanni's Room ","Found","(Some L)(Book store)","12th & Pine",39.945097,-75.16135,"Philadelphia","PA","(*),(L)","Book Store",1981,"",NA,NA,NA
"Spruce St. ","Found","from 24th to Broad","",39.948074,-75.172791,"Philadelphia","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Temple U. ","Found","campus","",39.980594,-75.155738,"Philadelphia","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Pa. ","Found","Houston Hall - basement T-Room","",39.950914,-75.193874,"Philadelphia","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Swatara Falls","Found","","",40.670404,-76.357991,"Pine Grove","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' & woods ","General Coordinates Used","behind I-81, betw. exit 31 & 32","I-81",40.548423,-76.384678,"Pine Grove","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Public Park & hiking area","General Coordinates Used","exit 34","I-81 E.",40.548423,-76.384678,"Pine Grove","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Truck Stop ","General Coordinates Used","Exit 31","I-81",40.548423,-76.384678,"Pine Grove","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Wall'","Found","Dithridge St. & Winthrop - betw. 5th & Forbes (Nights only)","",40.445707,-79.95043,"Pittsburgh","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Boulevard Books ","Found","at Smithfield","346 Blvd. of Allies ",40.43768,-80.00021,"Pittsburgh","PA","","Book Store",1981,"",NA,NA,NA
"Edison Hotel Bar & alley behind ","Found","","",40.444212,-79.998334,"Pittsburgh","PA","Cruisy Area,(RT)","Cruising Areas,Hotel",1981,"",NA,NA,NA
"International Airport","Found"," T-Room nr. UAL","",40.491921,-80.235223,"Pittsburgh","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mellon Square","Found","","",40.44096,-79.99749,"Pittsburgh","PA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Schenley Park ","Found","Overlook Dr. nr. Schenley Oval & Prospect Dr. Turnabout (Days)","",40.434849,-79.942489,"Pittsburgh","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"2001","General Coordinates Used","(May be dosing)(Disco)(Sat. nights only) Next to 3 Rivers Stadium","",40.445933,-80.01397,"Pittsburgh","PA","(S),(E),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Paradise Cove ","General Coordinates Used","(Sat. & Sun. only) off 66N., 5 mi. from Leechburg","Schenley Rd.",40.62701,-79.605601,"Pittsburgh","PA","(D),(R),(*)","Bars/Clubs,Restaurant",1981,"",NA,NA,NA
"Penn Ave. ","General Coordinates Used","nr. Bus Depot","",40.462785,-79.928852,"Pittsburgh","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Court House Square","General Coordinates Used","","",41.233112,-80.493403,"Scranton","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","(AYOR - Fuzz)","Hwy. 82 W.",41.233112,-80.493403,"Sharon","PA","Cruisy Area,(AYOR),(OC)","Cruising Areas",1981,"",NA,NA,NA
"'The Wall' ","Found","100 block of College Ave.","",40.794839,-77.860699,"State College","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Penn St. ","Found","Hetzel Union Bldg. - Main floor T-Room (AYOR - 'Fuzz')","",40.798212,-77.861115,"State College","PA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Tom Cat ","General Coordinates Used","(May be opening soon - inquire locally)","",40.793395,-77.860001,"State College","PA","","Bars/Clubs",1981,"",NA,NA,NA
"Hilton Hotel Bar","General Coordinates Used","","",40.986761,-75.194625,"Stroudsburg","PA","Cruisy Area","Cruising Areas,Hotel",1981,"",NA,NA,NA
"Dennis' Paradise Island ","Found","(Disco)","South Main Plaza",41.239204,-75.894589,"Wilkes-Barre","PA","(YC),(D),(*)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","12 mi. S.","Rte. 11",41.245915,-75.881307,"Wilkes-Barre","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","6 mi. S.","Rte. 81",41.245915,-75.881307,"Wilkes-Barre","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Book Store ","General Coordinates Used","3 mi. S. (Late afternoons)","Hwy 15",41.24119,-77.001079,"Williamsport","PA","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"100 block of Duke & Queen Sts.","Found","","",39.961322,-76.72501,"York","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"14 Karat ","General Coordinates Used","","W. Market St.",39.957071,-76.745212,"York","PA","(RT)","Bars/Clubs",1981,"",NA,NA,NA
"Atland's Ranch ","General Coordinates Used","(Disco)(WE - only*)10 mi. W. ","Rte. 30",39.962598,-76.727745,"York","PA","(S),(E),(D),(WE),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Square ","General Coordinates Used","","George St.",39.975892,-76.732614,"York","PA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Swingers Book Store","General Coordinates Used","","",39.962598,-76.727745,"York","PA","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"'First Beach' ","Found","in front of concession stands","",41.488401,-71.291362,"Newport","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ol Capri ","Found","","Broadway",41.490102,-71.312828,"Newport","RI","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Burnside Park","Found","","",41.825798,-71.41169,"Providence","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Bus & R.R. Stations ","Found","","",41.854556,-71.406367,"Providence","RI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Cain's ","Found","","Richmond St.",41.816909,-71.407834,"Providence","RI","","Bars/Clubs",1981,"",NA,NA,NA
"Misquamicut St. Beach ","Found","nr. Waverly","40 mi. S.W. ",41.323711,-71.802845,"Providence","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Prospect Theatre","Found","","",41.829892,-71.407283,"Providence","RI","Cruisy Area","Cruising Areas,Theatre",1981,"",NA,NA,NA
"Roger Williams Park ","Found","boat house & parking area to Nature Trail","",41.790374,-71.414808,"Providence","RI","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Westminster Mall","Found","","",41.82417,-71.410686,"Providence","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Weybosset St.","Found","","",41.822328,-71.411706,"Providence","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Moonstone Beach ","General Coordinates Used","Right side - 5 mi. N. of Misquamicut Beach","",41.323711,-71.802845,"Providence","RI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Folly Beach","Found","","",32.65518,-79.940367,"Charleston","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"The Battery ","Found","Whitepoint Gardens","",32.769936,-79.930361,"Charleston","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Reynolds Ave. ","General Coordinates Used","nr. Naval Yard","",32.776475,-79.931051,"Charleston","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of S.C.","Found","Russel House T-Rooms","",33.996645,-81.026995,"Columbia","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of S.C.","Found","McKissick Library T-Rooms","",33.996645,-81.026995,"Columbia","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Vicinity of Wade Hampton Hotel","Found","","",34.001321,-81.033563,"Columbia","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Primrose Path' ","General Coordinates Used","Senate St. & grounds adj. to the Capitol","",34.00071,-81.034814,"Columbia","SC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","I-26 S.",34.00071,-81.034814,"Columbia","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Y.M.C.A. ","General Coordinates Used","","",34.00071,-81.034814,"Columbia","SC","Cruisy Area,(M),(H)","Cruising Areas",1981,"",NA,NA,NA
"•'Rest Stop'","General Coordinates Used","betw. Greenville & Anderson Ga.","I-85 N. ",34.852618,-82.39401,"Greenville","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot ","General Coordinates Used","","",34.852618,-82.39401,"Greenville","SC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Parking lot ","General Coordinates Used","opp. Methodist Church ","",34.852618,-82.39401,"Greenville","SC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Sheraton Motor Inn ","General Coordinates Used","T-Room","",34.852618,-82.39401,"Greenville","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Trailways Bus Depot","General Coordinates Used","(Parking lot) (Opp. Club Gemini)","",34.852618,-82.39401,"Greenville","SC","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"The Pavilion ","Found","Ocean Beach - summers","",33.692441,-78.881687,"Myrtle Beach","SC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ward Hotel ","Found","basement T-Room","",45.463937,-98.488341,"Aberdeen","SD","Cruisy Area","Cruising Areas,Hotel",1981,"",NA,NA,NA
"Holiday Inn & Sheraton Bars","General Coordinates Used","","",45.464699,-98.486483,"Aberdeen","SD","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Safari Lounge ","Found","Staurolite Inn - 1/2 mi. E. at Jet. 14, ","I-29",44.312356,-96.76203,"Brookings","SD","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Holiday Inn ","General Coordinates Used","T-Room","",44.366788,-100.353752,"Pierre","SD","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Kings Inn ","General Coordinates Used","Best Western Motel (Inquire locally)","",44.366788,-100.353752,"Pierre","SD","(M)","Hotel",1981,"",NA,NA,NA
"Main & St. Joe Sts. ","Found","betw. 6th & 8th","",44.080841,-103.228955,"Rapid City","SD","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sherman Park","Found","","",43.541912,-96.764121,"Sioux Falls","SD","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Hitch-hikers' ","General Coordinates Used","","Minnesota Ave.",43.547303,-96.728333,"Sioux Falls","SD","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Sioux Empire Gay Coalition ","General Coordinates Used","","P.O. Box 220, Sioux Falls 57101",43.547303,-96.728333,"Sioux Falls","SD","","Organization",1981,"",NA,NA,NA
"Chicamuga Dam area ","Found","","Hwy. 153",35.095393,-85.223204,"Chattanooga","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Read House ","Found","Mezzanine T-Room","",35.045925,-85.311106,"Chattanooga","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tavern ","Found","Road House Hotel","Broad & 9th",35.045925,-85.311106,"Chattanooga","TN","(M),(OC)","Bars/Clubs,Hotel",1981,"",NA,NA,NA
"U.T.C.","Found","Race Hall - Downstairs T-Room","",35.046164,-85.299933,"Chattanooga","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","betw. Chattanooga & Cleveland","",35.04563,-85.30968,"Chattanooga","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Court House Square","Found","","",35.613877,-88.81886,"Jackson","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Holiday Inn Lounge ","Found","","Jet. I-40 & US 45",35.662987,-88.85593,"Jackson","TN","(M)","Bars/Clubs,Hotel",1981,"",NA,NA,NA
"Connection","Found"," (WE*)(Disco)(Some L)(Game room)","Sevier & Walnut",36.311316,-82.355409,"Johnson City","TN","(WE),(D),(L),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Midtown Motor Inn ","General Coordinates Used","Parking lot ","",36.31344,-82.353473,"Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Trailways Bus Depot ","General Coordinates Used","","",36.31344,-82.353473,"Johnson City","TN","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Battle Ax Lounge ","Found","Holiday Inn Downtown","",35.954265,-83.915648,"Knoxville","TN","(M)","Bars/Clubs",1981,"",NA,NA,NA
"U. of Tenn. ","Found","Library T-Room","",35.955093,-83.929763,"Knoxville","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cumberland Ave. ","General Coordinates Used","around The Huddle","",35.960638,-83.920739,"Knoxville","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gay St. ","General Coordinates Used","N. of Andrew Johnson Hotel","",35.960638,-83.920739,"Knoxville","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Midtown Adult Theatre ","Found","(Cruisy) ","Poplar & Cleveland",35.143958,-90.015667,"Memphis","TN","","Theatre,Cruising Areas",1981,"",NA,NA,NA
"Overton Park","Found","","",35.14619,-89.988516,"Memphis","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Riverside Park","Found","","",35.136067,-90.063676,"Memphis","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sharon's ","Found","(AH*) ","Madison & McNeil",35.138695,-90.012132,"Memphis","TN","(AH),(L),(*)","Bars/Clubs",1981,"",NA,NA,NA
"'Figure 8'","Found","6th to 8th, betw. Church & Commerce","",36.161515,-86.782241,"Nashville","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Centennial Park ","Found","nr. the lake","",36.149026,-86.811991,"Nashville","TN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Purple Onion Book Store","Found"," (Cruisy days)","Thompson Lane & Nollensville",36.110927,-86.745188,"Nashville","TN","","Book Store,Cruising Areas",1981,"",NA,NA,NA
