ID,Title,Year,status,lat,lon,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Last Modified By
5227,Galisteo Inn,1998,General Coordinates Used,35.395595,-105.946409,"466-4000, 23 mi. SE of Santa Fe; also restaurant, nouvelle Southwestern",,Santa Fe,NM,"(GF),(F),(SW),(NS),(WC)",Accommodations,checked,,,,8/11/2024 9:41am,Amanda Regan
5228,Heart Seed B&B Retreat & Spa,1998,General Coordinates Used,35.686975,-105.937799,"471-7026, on Turquoise Trail 25mi. S of Santa Fe, full brkfst, hot tub, also day spa",,Santa Fe,NM,"(GF),(NS)",Accommodations,checked,,,,8/11/2024 9:41am,Amanda Regan
5229,Hummingbird Ranch,1998,General Coordinates Used,35.686975,-105.937799,471-2921,,Santa Fe,NM,(GF),Accommodations,checked,,,,8/11/2024 9:41am,Amanda Regan
5233,Open Sky B&B,1998,General Coordinates Used,35.686975,-105.937799,471-3475/(800) 244-3475,,Santa Fe,NM,"(GF),(NS),(WC)",Accommodations,checked,,,,8/11/2024 9:41am,Amanda Regan
5223,Santa Fe Lesbian & Gay Hotline,1998,General Coordinates Used,35.574175,-105.634485,982-3301 recorded info,,Santa Fe,NM,,Info Lines & Services,checked,,,,8/11/2024 9:40am,Amanda Regan
5234,Triangle Inn,1998,General Coordinates Used,35.686975,-105.937799,"455-3375, 9 casitas, some non-smoking avail",,Santa Fe,NM,"(MW),(WC)",Accommodations,checked,,,,8/11/2024 9:40am,Amanda Regan
5246,Brooks Street Inn,1998,General Coordinates Used,36.407213,-105.573379,758-7525/(800) 758-1489 full brkfst,,Taos,NM,"(GF),(NS)",Accommodations,checked,,,,8/11/2024 9:40am,Amanda Regan
5247,The Ruby Slipper B&B,1998,General Coordinates Used,36.407213,-105.573379,"758-0613 (GF,NS,WC,TA) full brkfst",,Taos,NM,"(GF),(NS),(WC),(TA)",Accommodations,checked,,,,8/11/2024 9:40am,Amanda Regan
5273,Community,1998,General Coordinates Used,42.652579,-73.756232,462-6138 x37,,Albany,NY,,Publications,checked,,,,8/11/2024 9:40am,Amanda Regan
5252,Community Real Estate Referrals,1998,General Coordinates Used,42.652579,-73.756232,"(800) 346-5592 gay realtor at your service, no rentals",,Albany,NY,,Info Lines & Services,checked,,,,8/11/2024 9:40am,Amanda Regan
5282,Empire State Plaza,1998,Found,42.650163,-73.759903,,,Albany,NY,(AYOR),Cruisy Areas,checked,,,,8/11/2024 9:40am,Amanda Regan
5253,Gay AA,1998,Found,42.653221,-73.765586,(at Community Center) 7:30pm Sun,,Albany,NY,,Info Lines & Services,checked,,,,8/11/2024 9:40am,Amanda Regan
5270,Homo Radio,1998,General Coordinates Used,42.652579,-73.756232,WRPI 915 FM 276-6248 noon-2:30pm Sun,,Albany,NY,,Entertainment & Recreation,checked,,,,8/11/2024 9:39am,Amanda Regan
5283,"Lark, State & Willet Sts",1998,Found,42.656508,-73.765378,nr. Washington Park,,Albany,NY,(AYOR),Cruisy Areas,checked,,,,8/11/2024 9:39am,Amanda Regan
5255,TGIC (Transgenderists Independence Club),1998,General Coordinates Used,42.652579,-73.756232,"436-4513 live 8pm-10pm Th, social group meets weekly",,Albany,NY,,Info Lines & Services,checked,,,,8/11/2024 9:39am,Amanda Regan
5285,Bard BiGALA (Bisexual/Gay/Lesbian Alliance),1998,Found,42.023073,-73.909314,Bard College 758-6822 (general switchboard)/758-7454 (Dean of Students) clsd summers,,Annandale-on-Hudson,NY,,Info Lines & Services,checked,,,,8/11/2024 9:39am,Amanda Regan
5293,Amethyst,1998,General Coordinates Used,42.098687,-75.917974,723-5790,,Binghamton,NY,,Publications,checked,,,,8/11/2024 9:39am,Amanda Regan
5295,FFA-Binghamton,1998,General Coordinates Used,42.098687,-75.917974,656-4659/(908) 245-5323 private fisting parties monthly,,Binghamton,NY,,Men's Clubs,checked,,,,8/9/2024 11:51am,Amanda Regan
5287,Gay/Lesbian/Bi Resource Line,1998,General Coordinates Used,42.098687,-75.917974,729-1921/(800) 287-7557 (local only) 7:30pm-9:30pm Mon-Th,,Binghamton,NY,,Info Lines & Services,checked,,,,8/9/2024 11:50am,Amanda Regan
5299,Oneida Campground,1998,General Coordinates Used,42.098687,-75.917974,,,Binghamton,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:50am,Amanda Regan
5296,Pump It Up,1998,General Coordinates Used,42.098687,-75.917974,656-4659/(908) 245-5323 demos; also monthly publication,,Binghamton,NY,,Men's Clubs,checked,,,,8/9/2024 11:50am,Amanda Regan
5288,Queer Student Union,1998,General Coordinates Used,42.098687,-75.917974,777-2202 call for info,,Binghamton,NY,,Info Lines & Services,checked,,,,10/5/2024 5:57pm,Amanda Regan
5289,Serenity Farms,1998,General Coordinates Used,42.098687,-75.917974,"656-4659, B&B, camping",,Binghamton,NY,"(MO),(L)",Accommodations,checked,,,,8/9/2024 11:49am,Amanda Regan
5300,Community Real Estate Referrals,1998,General Coordinates Used,42.886447,-78.878369,"(800) 346-5592, gay realtor at your service, no rentals",,Buffalo,NY,,Info Lines & Services,checked,,,,8/9/2024 11:49am,Amanda Regan
5316,Dignity,1998,General Coordinates Used,42.886447,-78.878369,833-8995 call for events,,Buffalo,NY,,Spiritual Groups,checked,,,,8/9/2024 11:49am,Amanda Regan
5318,Fort Erie Steambath,1998,Found,42.929891,-78.920103,"(see listing in Ft Erie, OT)",,Buffalo,NY,,Men's Clubs,checked,,,,8/9/2024 11:49am,Amanda Regan
5766,John Milton Inn,1998,General Coordinates Used,43.093136,-76.089182,"Carrier Circle, Exit 35 463-8555/(800 352-1061)",,Carrier Circle,NY,(GF),Accommodations,checked,,"Listed under ""Syracuse, NY""",,10/5/2024 5:56pm,Amanda Regan
5321,Community Real Estate Referrals,1998,General Coordinates Used,42.009291,-74.382112,"(800) 346-5592 gay realtor at your service, no rentals",,Catskills,NY,,Info Lines & Services,checked,,,,8/9/2024 11:47am,Amanda Regan
5330,Stonewall Acres,1998,General Coordinates Used,41.619622,-74.587335,"(914) 791-9474/(800) 336-4208, full brkfst, hot tub, guesthouse & 2 cottages",,Catskills,NY,"(GF),(WS)",Accommodations,checked,,"""(WS)"" amenity feature is not listed in the Key of Codes.",,8/9/2024 11:47am,Amanda Regan
5345,Carousel Guest House,1998,Found,40.660129,-73.090748,"Holly Walk, Cherry Grove 597-6612",,Cherry Grove,NY,"(M),(NS)",Accommodations,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:55pm,Amanda Regan
5346,Cherry Grove Beach Hotel,1998,General Coordinates Used,40.659792,-73.089962,"Main & Ocean, Cherry Grove 597-6600, non-smoking rm avail.; also 4 bars",,Cherry Grove,NY,"(M),(SW),(N),(WC),(TA)",Accommodations,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:54pm,Amanda Regan
5348,Holly House,1998,Found,40.660129,-73.090748,"Holly Walk nr. Bayview Walk, Cherry Grove 597-6911",,Cherry Grove,NY,(MW),Accommodations,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:55pm,Amanda Regan
5355,Michael's,1998,Found,40.660334,-73.089922,"Dock Walk, Cherry Grove 597-6555 24hrs Sat",,Cherry Grove,NY,,Restaurants,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:55pm,Amanda Regan
5350,Sea Crest,1998,Found,40.659072,-73.089214,"Lewis Walk, Cherry Grove 597-6849, seasonal",,Cherry Grove,NY,(MW),Accommodations,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:55pm,Amanda Regan
5356,Top of the Bay,1998,Found,40.660334,-73.089922,"Dock Walk at Bay Walk, Cherry Grove 597-6699, seasonal, 7pm-midnight",,Cherry Grove,NY,"(*),(MW)",Restaurants,checked,,"Listed under ""Fire Island, NY""",,10/5/2024 5:55pm,Amanda Regan
5335,Toad Hall B&B,1998,General Coordinates Used,42.70063,-74.924321,"547-5774, full brkfst",,Cooperstown,NY,"(GF),(NS)",Accommodations,checked,,,,8/9/2024 11:47am,Amanda Regan
5327,Point Lookout Mountain Inn,1998,Found, 42.336751,-74.159028,"The Mohican Trail, Rte. 23, E Windham (518)734-3381, close to Ski Windham & Hunter Mtn., hot tub, nonsmoking rms avail.",,East Windham,NY,"(WC),(TA),(GF),(F)",Accommodations,checked,,"Listed under ""Catskill Mtns., NY""",,8/9/2024 11:46am,Amanda Regan
5332,Frog Hollow Farm,1998,Found,41.826456,-73.978274,"Old Post Rd., Esopus (914) 384-6424 riding school & camp",,Esopus,NY,,Entertainment & Recreation,checked,,"Listed under ""Catskill Mtns., NY""",,8/9/2024 11:45am,Amanda Regan
5341,AA Gay/Lesbian,1998,Found,40.659936,-73.090747,"(at the Fire House), Cherry Grove 654-1150",,Fire Island,NY,,Info Lines & Services,checked,,,,8/9/2024 11:45am,Amanda Regan
5343,Belvedere Hotel,1998,Found,40.661602,-73.085458,"597-6448, hot tub, jacuzzi, gym",,Fire Island,NY,"(MO),(SW),(WC),(TA)",Accommodations,checked,,,,8/9/2024 11:44am,Amanda Regan
5344,Boatel,1998,Found,40.663806,-73.069881,"Pines/Dunes Yacht Club, Harbor Walk 597-6500",,Fire Island,NY,"(MW),(SW)",Accommodations,checked,,,,8/9/2024 11:44am,Amanda Regan
5351,Cherry's,1998,Found,40.660356,-73.089663,"Cherry Grove 597-6820, seasonal, noon-4am",,Fire Island,NY,"(*),(M),(E)",Bars & Nightclubs,checked,,,,8/9/2024 11:43am,Amanda Regan
5342,Community Real Estate Referrals,1998,General Coordinates Used,40.659792,-73.089962,"(800) 346-5592 gay realtor at your service, no rentals",,Fire Island,NY,,Info Lines & Services,checked,,,,8/9/2024 11:43am,Amanda Regan
5347,Dune Point Guesthouse,1998,Found,40.659114,-73.088175,597-6261,,Fire Island,NY,"(*),(MW),(WC)",Accommodations,checked,,,,8/9/2024 11:43am,Amanda Regan
5352,Ice Palace,1998,Found,40.659053,-73.089293,(at Cherry Grove Beach Hotel') 597-6600 hrs vary,,Fire Island,NY,"(MW),(D),(S),(YC),(WC)",Bars & Nightclubs,checked,,,,8/9/2024 11:41am,Amanda Regan
5357,Meat Rack,1998,Found,40.661658,-73.080575,trail btwn. Cherry Grove & W. end of Pines,,Fire Island,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:41am,Amanda Regan
5354,Pavillion,1998,General Coordinates Used,40.659053,-73.089293,"Fire Island Blvd 597-6131 seasonal, 4pm-6am, popular T dance & AM dancing, also Yacht Club' restaurant opens at noon",,Fire Island,NY,"(*),(MW),(D)",Bars & Nightclubs,checked,,,,8/9/2024 11:33am,Amanda Regan
5353,The island Club & Bistro,1998,General Coordinates Used,40.6476,-73.145947,"Fire Island Blvd. 597-6001, 6pm-4am",,Fire Island,NY,"(M),(D),(E)",Bars & Nightclubs,checked,,,,8/9/2024 11:33am,Amanda Regan
5329,River Run B&B,1998,General Coordinates Used,42.155366,-74.532375,"Fleischmanns (914) 254-4884, full brkfst, Queen Anne Victorian",,Fleischmanns,NY,"(GF),(TA)",Accommodations,checked,,"Listed under ""Catskill Mtns., NY""",,8/8/2024 3:07pm,Amanda Regan
5361,Aviation Mall,1998,Found,43.326754,-73.67773,trails in woods behind the mall,,Glen Falls,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:32am,Amanda Regan
5362,City Park,1998,Found,43.311372,-73.644607,downtown,,Glen Falls,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:32am,Amanda Regan
5366,Northern Spy Cafe,1998,General Coordinates Used,41.82676,-74.126255,"High Falls 687-7298, dinner nightly & Sun brunch, clsd Tue, plenty veggie, full bar",Rte 213,High Falls,NY,(WC),Restaurants,checked,,"Listed under ""Hudson Valley, NY""",,8/9/2024 11:17am,Amanda Regan
5363,Prime Time,1998,Found,41.720927,-73.960138,"691-8550 9pm-4am, clsd Mon-Wed",Rte 9 W,Highland,NY,"(M),(D),(S)",Bars & Nightclubs,checked,,,,8/9/2024 11:17am,Amanda Regan
5368,In The Life,1998,General Coordinates Used,41.596483,-73.91097,227-7456 lesbigay newspaper w/ quick reference guide,,Hudson Valley,NY,,Publications,checked,,,,8/9/2024 11:16am,Amanda Regan
5369,Virga's Travel Service,1998,General Coordinates Used,41.596483,-73.91097,221-2455,,Hudson Valley,NY,(TA),Travel Agents,checked,,,,8/9/2024 11:16am,Amanda Regan
5372,Ithaca Gay/Lesbian Activities Board (1GLAB),1998,General Coordinates Used,42.443961,-76.501881,273-1505 (Common Ground bar) 3rd Tue; events including 'Finger Lake Gay/Lesbian Picnic',,Ithaca,NY,,Info Lines & Services,checked,,,,8/9/2024 11:16am,Amanda Regan
5373,LesBiGayTrans Info Line,1998,General Coordinates Used,42.443961,-76.473503,"(Cornell University) 255-6482 noon-4pm Mon-Fri, touchtone info & referrals",,Ithaca,NY,,Info Lines & Services,checked,,,,8/9/2024 11:16am,Amanda Regan
5378,Reservoir at Upper Sue Mile Creek,1998,Found,42.417693,-76.45808,at Van Etten Dam Waterfalls,,Ithaca,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:15am,Amanda Regan
5387,Cooperas Pond Trail,1998,Found,44.330029,-73.899103,off E. side of Rte. 86 at junction of Rtes. 86 & 7,,Lake Placid,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:15am,Amanda Regan
5422,Beach at end of Two Mile Hollow Rd.,1998,Found,40.956311,-72.160627,"go left, East Hampton",,Long Island,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:14am,Amanda Regan
5388,Community Real Estate Referrals,1998,General Coordinates Used,40.984878,-72.615117,"(800) 346-5592 gay realtor at your service, no rentals",,Long Island,NY,,Info Lines & Services,checked,,,,8/9/2024 11:14am,Amanda Regan
5402,Cozy Cabins Motel,1998,General Coordinates Used,40.984878,-72.615117,537-1160 seasonal,,Long Island,NY,(MW),Accommodations,checked,,,,8/9/2024 11:11am,Amanda Regan
5419,Dignity,1998,General Coordinates Used,40.984878,-72.615117,654-5367 2nd & last Sun,,Long Island,NY,,Spiritual Groups,checked,,,,8/9/2024 11:09am,Amanda Regan
5397,Dignity,1998,General Coordinates Used,40.984878,-72.615117,781-6225 8pm 2nd & 4th Sat,,Long Island,NY,,Spiritual Groups,checked,,,,8/9/2024 11:09am,Amanda Regan
5399,EEGO (East End Gay Organization),1998,General Coordinates Used,40.956391,-72.192435,324-3699,,Long Island,NY,,Info Lines & Services,checked,,,,8/9/2024 11:08am,Amanda Regan
5423,Fowle Beach,1998,Found,40.882575,-72.353201,"go right, Southampton",,Long Island,NY,(AYOR),Cruisy Areas,checked,,,,8/9/2024 11:08am,Amanda Regan
5415,Fowler Beach,1998,Found,40.882575,-72.353201,Southampton,,Long Island,NY,,Entertainment & Recreation,checked,,,,8/9/2024 11:08am,Amanda Regan
5405,Gandalf House,1998,General Coordinates Used,40.884267,-72.38953,298-4769,,Long Island,NY,(GF),Accommodations,checked,,,,8/9/2024 11:08am,Amanda Regan
5395,Jones Beach,1998,Found,40.592193,-73.508611,Field #6,,Long Island,NY,,Entertainment & Recreation,checked,,,,8/9/2024 11:06am,Amanda Regan
5398,Long Island Confidential Connection,1998,General Coordinates Used,40.963434,-72.184801,"496-4444 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.",,Long Island,NY,,Men's Services,checked,,,,8/9/2024 11:06am,Amanda Regan
5408,Sunset Beach,1998,General Coordinates Used,40.963434,-72.184801,749-2001,,Long Island,NY,"(GF),(F)",Accommodations,checked,,,,8/9/2024 11:05am,Amanda Regan
5331,Catskill Rose,1998,General Coordinates Used, 42.044814,-74.275425,"Rte. 212, Mt. Tremper (914) 688-7100 from 5pm, clsd Mon-Tue, full bar, patio",,Mt. Tremper,NY,,Restaurants,checked,,"Listed under ""Catskill Mtns., NY""",,8/9/2024 11:04am,Amanda Regan
5425,Landmark Retreat B&B,1998,General Coordinates Used,42.615345,-77.402485,396-2383 full brkfst,,Naples,NY,"(GF),(WC)",Accommodations,checked,,,,8/9/2024 11:03am,Amanda Regan
5430,AA Gay/Lesbian Intergroup,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 647-1680 call for mtg. schedule,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 11:00am,Amanda Regan
5431,Asians & Friends of NY,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 8pm 3rd Sat,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 11:00am,Amanda Regan
5432,Bisexual Gay/Lesbian Transgender Youth of NY,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 3:30pm Sat,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:59am,Amanda Regan
5433,Bisexual Network,1998,Found,40.740044,-74.007318,459-4784 recorded info on variety of social & political groups,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:59am,Amanda Regan
5684,Brooklyn Pride,1998,General Coordinates Used,40.78306,-73.971249,670-3337 newsletter,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Brooklyn""",,8/9/2024 10:58am,Amanda Regan
5462,Buddhist Lesbians/Gays: Maitri Dorje,1998,Found,40.740044,-74.007318,(at Gay/Lesbian Community Ctr.) 6pm 2nd Tue,,New York City,NY,,Spiritual Groups,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:58am,Amanda Regan
5611,Central Park South B&B,1998,General Coordinates Used,40.78306,-73.971249,586-0652,,New York City,NY,"(MW),(WC)",Accommodations,checked,,"Listed under ""N.Y.C. -- Midtown""",,8/9/2024 10:58am,Amanda Regan
5692,Community Real Estate Referrals,1998,General Coordinates Used,40.78306,-73.971249,"(800) 346-5592 gay realtor at your service, no rentals",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Queens""",,8/9/2024 10:57am,Amanda Regan
5434,Community Real Estate Referrals,1998,General Coordinates Used,40.78306,-73.971249,"(800) 346-5592 gay realtor at your service, no rentals",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:57am,Amanda Regan
5652,Community Real Estate Referrals,1998,General Coordinates Used,40.78306,-73.971249,"(800) 346-5592 gay realtor at your service, no rentals",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Uptown""",,8/9/2024 10:57am,Amanda Regan
5502,Diva Hut,1998,Found,40.752395,-74.007564,27th St. at 12th Ave. ('Kenny Scharf Room’ at Tunnel) 946-4475/387-2043 from 11pm Fri,,New York City,NY,"(W),(TG),(D)",Bars & Nightclubs,checked,,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,8/9/2024 10:57am,Amanda Regan
5435,Eulenspiegel Society,1998,General Coordinates Used,40.78306,-73.971249,"388-7022 7:30pm Tue & Wed, $5, pansexual S/M group, 'Prometheus' newsletter",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:56am,Amanda Regan
5470,FFA-NY,1998,General Coordinates Used,40.78306,-73.971249,(908) 245-5323/(607) 656-4659 private fisting parties last Sat,,New York City,NY,,Men's Clubs,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:56am,Amanda Regan
5436,Gay & Lesbian Switchboard of New York,1998,General Coordinates Used,40.78306,-73.971249,777-1800,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:56am,Amanda Regan
5437,Gay/Lesbian National Hotline,1998,General Coordinates Used,40.78306,-73.971249,(888) 843-4564 6pm-11pm,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:56am,Amanda Regan
5453,Gayellow Pages,1998,General Coordinates Used,40.78306,-73.971249,"674-0120 annual guidebook, national & regional editions",,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:56am,Amanda Regan
5438,Girth & Mirth Club of NY,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 699-7735 8:30pm 3rd Sat,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:55am,Amanda Regan
5454,H/X Magazine,1998,General Coordinates Used,40.592193,-73.508611,627-0747 weekly complete party paper,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:55am,Amanda Regan
5482,Home Sweet Hom,1998,General Coordinates Used,40.78306,-73.971249,332-0888 hospitality & home exchanges,,New York City,NY,,Accommodations,checked,,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,8/9/2024 10:55am,Amanda Regan
5465,Integrity NYC,1998,General Coordinates Used,40.78306,-73.971249,691-7181,,New York City,NY,,Spiritual Groups,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:55am,Amanda Regan
5441,Just Couples,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 3:30pm 1st Sun,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:55am,Amanda Regan
5708,Lambda Associates of Staten Island,1998,General Coordinates Used,40.592193,-73.508611,876-8786,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Staten Island""",,8/9/2024 10:54am,Amanda Regan
5455,LGNY,1998,General Coordinates Used,40.592193,-73.508611,691-1100 newspaper,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:54am,Amanda Regan
5473,M.A.N. (Males Au Natural),1998,General Coordinates Used,40.592193,-73.508611,535-3914 gay men's group for non-sexual nudism,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,8/9/2024 10:54am,Amanda Regan
5443,MACT (Men of All Colors Together),1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 330-7678 Fri 8pm,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:54am,Amanda Regan
5456,Manhattan Spirit,1998,General Coordinates Used,40.592193,-73.508611,268-0454,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:53am,Amanda Regan
5467,Meditation for Gays/Lesbians/Bisexuals,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 8pm 1st & 3rd Wed,,New York City,NY,,Spiritual Groups,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:53am,Amanda Regan
5444,Metropolitan Gender Network,1998,General Coordinates Used,40.592193,-73.508611,(718) 461-9050,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:53am,Amanda Regan
5457,Michael's Thing,1998,General Coordinates Used,40.592193,-73.508611,724-3691,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:53am,Amanda Regan
5450,New York Reservation Center,1998,General Coordinates Used,40.592193,-73.508611,977-3512,,New York City,NY,"(MW),(TA)",Accommodations,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5458,Next,1998,General Coordinates Used,40.592193,-73.508611,627-0165 the scoop on New York's nightlife,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5445,NY CyberQueers,1998,Found,40.740044,-74.007318,"(at Lesbian/Gay Community Ctr.) 7pm 3rd Th, lesbigay & transgendered 'computer pros'",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5459,PM Entertainment,1998,General Coordinates Used,40.592193,-73.508611,(516) 587-8669,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5460,Pucker Up/Black Dog Productions,1998,General Coordinates Used,40.592193,-73.508611,(718) 486-6966 pansexual erotica zine,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5471,Pump It Up,1998,General Coordinates Used,40.592193,-73.508611,(908) 245-5323/(607) 656-4659 demos; also monthly publication,,New York City,NY,,Men's Clubs,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:52am,Amanda Regan
5693,Q-GLU,1998,General Coordinates Used,40.592193,-73.508611,"205-6605, 1st Tue",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Queens""",,8/9/2024 10:52am,Amanda Regan
5468,Radical Faeries Info Line,1998,General Coordinates Used,40.592193,-73.508611,(718) 625-4505,,New York City,NY,,Spiritual Groups,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:51am,Amanda Regan
5685,Real Men Magazine,1998,General Coordinates Used,40.592193,-73.508611,802-0419,,New York City,NY,,Publications,checked,,"Listed under ""N.Y.C. -- Brooklyn""",,8/9/2024 10:51am,Amanda Regan
5446,SAGE: Senior Action in a Gay Environment,1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 741-2247,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:51am,Amanda Regan
5531,Saint-At-Large ,1998,General Coordinates Used,40.592193,-73.508611,"674-8541, 4 huge parties a year (White party in Feb, Black party in March, Halloween, New Year's",,New York City,NY,,Bars & Nightclubs,checked,,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,8/9/2024 10:51am,Amanda Regan
5447,SALGA (South Asian Lesbian/Gay Association),1998,Found,40.740044,-74.007318,(at Lesbian/Gay Community Ctr.) 3:30pm 2nd Sat,,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:51am,Amanda Regan
5469,Society of Friends (Quakers),1998,Found,40.808064,-73.964006,Earl Hall (Columbia University & 116th & Broadway) 777-8866 9:30am & 11am Sun,,New York City,NY,,Spiritual Groups,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:48am,Amanda Regan
5536,Starfucker,1998,Found, 40.674418,-73.991878,"2nd Ave at 6th St. (Circa) 777-4120, 10pm-4am Tue",,New York City,NY,"(M),(TG)",Bars & Nightclubs,checked,,"Listed under ""N.Y.C. -- Soho, Greenwich & Chelsea""",,8/9/2024 10:51am,Amanda Regan
5451,Tande Reservation,1998,General Coordinates Used,40.592193,-73.508611,(800( 209-9408,,New York City,NY,,Accommodations,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:46am,Amanda Regan
5449,The Caritas B&B Network,1998,General Coordinates Used,40.592193,-73.508611,(800) CARITAS (227-4827)/(312) 857-0801 (outside US) see ad in center National section,,New York City,NY,,Accommodations,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:46am,Amanda Regan
5472,The Gay Connection,1998,General Coordinates Used,40.592193,-73.508611,"(900) 468-6338 talk and/or meet with other men from the area, at only 99¢ per minute",,New York City,NY,,Men's Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:46am,Amanda Regan
5452,Think It's Not When It Is,1998,General Coordinates Used,40.592193,-73.508611,(718) 949-5162 theater company promoting positive lesbigay images,,New York City,NY,,Entertainment & Recreation,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:45am,Amanda Regan
5448,Twenty Something,1998,Found,40.740044,-74.007318,"(at Lesbian/Gay Community Ctr.) 8pm 1st & 3rd Tue, social alternative to bars/clubs for lesbigays in late teens, 20s & early 30s",,New York City,NY,,Info Lines & Services,checked,,"Listed under ""N.Y.C. -- Overview""",,8/9/2024 10:44am,Amanda Regan
