"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"Canal & 6th St 302/226-2006, 800/231-5856 full brkfst, hot tub, sundeck","","Rehoboth Beach","DE","(MW)","Accommodations","Found",38.712318,"-75.092385",1999,"",NA,NA,NA,NA
"773/506-8810","","Chicago","IL","","Info Lines & Services","General Coordinates Used",41.878114,"-87.629798",1999,"Listed under ""Chicago--Overview"".",NA,NA,NA,NA
"505/982-3301 recorded info","","Santa Fe","NM","","Info Lines & Services","General Coordinates Used",35.686975,"-105.937799",1999,"",NA,NA,NA,NA
"520/519-0390 relaxation retreat for committed gay/lesbian couples","","Tucson","AZ","(MW),NS","Bars","General Coordinates Used",32.222607,"-110.974711",1999,"",NA,NA,NA,NA
"","","Oxford","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.243949,"-89.472355",1999,"",NA,NA,NA,NA
"317/637-2368, 800/459-0453","","Indianapolis","IN","","Publications","General Coordinates Used",39.768403,"-86.158068",1999,"",NA,NA,NA,NA
"907/224-8946","","Seward","AK","(GF)","Accommodations","General Coordinates Used",60.104774,"-149.442104",1999,"",NA,NA,NA,NA
"25 miles NW off US 30 park nr end of Reeder Park","","Portland","OR","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",45.515232,"-122.678385",1999,"",NA,NA,NA,NA
"912/238-9255, 888/728-9255 variety of walking tours of downtown Savannah","","Savannah","GA","(GF)","Entertainment & Recreation","General Coordinates Used",32.080899,"-81.091203 ",1999,"",NA,NA,NA,NA
"evenings","","Bend","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.086921,"-121.309587",1999,"",NA,NA,NA,NA
"","","Stamford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.063559,"-73.54837",1999,"",NA,NA,NA,NA
"3 miles S on Rte 15 N ","","Williamsport","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.241477,"-77.002221",1999,"",NA,NA,NA,NA
"on left of Rte 16 N ","","Chocorua","NH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",43.87764,"-71.22037",1999,"",NA,NA,NA,NA
"E of River Rd ","","Schiller Park","IL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.955864,"-87.870896",1999,"",NA,NA,NA,NA
"","","North Conway","NH","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.051928,"-71.127754",1999,"",NA,NA,NA,NA
"954/561-9707 gay magazine","","Fort Lauderdale","FL","","Publications","General Coordinates Used",26.151619,"-80.119214",1999,"",NA,NA,NA,NA
"Lewis Walk Cherry Grove 516/597-6849 seasonal","","Fire Island","NY","(MW)","Accommodations","Found",40.659072,"-73.089214",1999,"",NA,NA,NA,NA
"area under turn-around summers","","Seaside","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found",45.993153,"-123.930876",1999,"",NA,NA,NA,NA
"206/323-0750","","Seattle","WA","","Entertainment & Recreation","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"206/242-5240 alternative paper w/ gay section","","Seattle","WA","","Publications","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"summers","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",26.715342,"-80.053375",1999,"",NA,NA,NA,NA
"","","Corpus Christi","TX","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",27.796731,"-97.388945",1999,"",NA,NA,NA,NA
"inquire locally","","Kilauea, Kauai","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found",22.220471,"-159.417479",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"Rte 28 north (off Hwy 50 to Spooner Jct) approx 6 miles, look for parked cars & follow the trials down the hill ","","Lake Tahoe","NV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",39.163798,"-119.767403",1999,"",NA,NA,NA,NA
"520/204-9967, 888/282-9967 tours of Sedona, Grand Canyon, etc","","Sedona","AZ","GS,GO","Entertainment & Recreation","General Coordinates Used",34.86974,"-111.76099",1999,"",NA,NA,NA,NA
"off Rte 419 Winter Springs","","Orlando","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",28.538383,"-81.378927",1999,"",NA,NA,NA,NA
"nr the university","","Columbia","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.000483,"-81.0308",1999,"",NA,NA,NA,NA
"607/656-4388 B&B, camping","","Binghamton","NY","(MO),(L)","Accommodations","General Coordinates Used",42.098687,"-75.917974",1999,"",NA,NA,NA,NA
"413/584-7616 by appt","","Northampton","MA","","Info Lines & Services","General Coordinates Used",42.393321,"-72.73286",1999,"",NA,NA,NA,NA
"415/810-2562 customized, individualized tours","","San Francisco","CA","","Entertainment & Recreation","General Coordinates Used",37.77263,"-122.386967",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"","","Calumet City","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.605149,"-87.561958",1999,"",NA,NA,NA,NA
"608/241-2500 online calendar & newsletter, contact DKR@mailbag.com","","Madison","WI","","Entertainment & Recreation","General Coordinates Used",43.072166,"-89.40075",1999,"",NA,NA,NA,NA
"Ocean Park 360/665-4000 cottages on the peninsula","","North Beach Peninsula","WA","(MW),GO","Accommodations","Found",46.48578,"-124.052828",1999,"",NA,NA,NA,NA
"'J' Ave & Wenig Rd NE days","","Cedar Rapids","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.00178,"-91.675538",1999,"",NA,NA,NA,NA
"","","Shawnee","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found",35.338351,"-97.075392",1999,"",NA,NA,NA,NA
"Rte I-93 exit 33 (off Rte 28) top of the hill","","Stoneham","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.36095,"-71.5567",1999,"mispelled -- ""Sheep Falls Brook Conservation Area""",NA,NA,NA,NA
"Kiwanis (btwn 12th & 26th Sts)","","Sioux Falls","SD","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.541912,"-96.764121",1999,"",NA,NA,NA,NA
"left to gay area ","","Westport","CT","","Entertainment & Recreation","Found",41.116614,"-73.332136",1999,"",NA,NA,NA,NA
"","","Sunbury","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.881495,"-76.791882",1999,"",NA,NA,NA,NA
"","","Marquette","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found",46.554736,"-87.38243",1999,"",NA,NA,NA,NA
"PO Box 110410 Big Bear Lake, CA 92315 909/866-8200, 800/524-6600 cabins, also rental homes","","Big Bear Lake","CA","(GF),(WC)","Accommodations","Found",34.248096,"-116.92711",1999,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Charlotte","NC","","Publications","General Coordinates Used",35.227087,"-80.843127",1999,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Raleigh ","NC","","Publications","General Coordinates Used",35.77959,"-78.638179",1999,"City listed as ""Raleigh/Durham/Chapel Hill"".",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Durham","NC","","Publications","General Coordinates Used",35.994033,"-78.898619",1999,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Roanoke","VA","","Publications","General Coordinates Used",37.27097,"-79.941427",1999,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Charleston","WV","","Publications","General Coordinates Used",38.34982,"-81.632623",1999,"",NA,NA,NA,NA
"540/989-1579 entertainment & personals for the Virginias & Carolinas","","Chapel Hill","NC","","Publications","General Coordinates Used",35.9132,"-79.055844",1999,"",NA,NA,NA,NA
"505/336-4515 full brkfst","","Ruidoso","NM","(GF),NS","Accommodations","General Coordinates Used",33.357849,"-105.665787",1999,"",NA,NA,NA,NA
"702/322-6513 (FAX#) fax for info","","Reno","NV","","Publications","General Coordinates Used",39.529919,"-119.814269",1999,"",NA,NA,NA,NA
"530/577-6073, 800/700-3802 cozy, romantic chalet, hot tub","","Lake Tahoe","CA","(MW),GO","Accommodations","General Coordinates Used",38.939926,"-119.977187",1999,"",NA,NA,NA,NA
"btwn Morningside & Washington St ","","Albuquerque","NM","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",35.078276,"-106.597174",1999,"",NA,NA,NA,NA
"","","Bristol","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.107811,"-74.861313",1999,"",NA,NA,NA,NA
"419/242-9057 8pm last Sat, men's social group, call for location","","Toledo","OH","","Info Lines & Services","General Coordinates Used",41.652805,"-83.537867",1999,"",NA,NA,NA,NA
"800/533-1973 elegant & private waterfront vacation home on the Gulf of Mexico","","Alligator Point","FL","","Accommodations","General Coordinates Used",29.89596,"-84.387648",1999,"",NA,NA,NA,NA
"718/769-1421 concerts & special events","","New York City","NY","","Entertainment & Recreation","General Coordinates Used",40.592193,"-73.508611",1999,"Listed under ""NYC--Brooklyn"".",NA,NA,NA,NA
"off to the right","","Dennis","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.794682,"-70.016505",1999,"",NA,NA,NA,NA
"801/425-3222 full brkfst, hot tubs, nr Capitol Reef Nat'l Park","","Capitol Reef","UT","(GF),NS","Accommodations","General Coordinates Used",38.315813,"-111.23628",1999,"",NA,NA,NA,NA
"Rte 9, Hogback Mountain 802/464-5535 7:30am-9pm, clsd Tue-Th (winters)","","Marlboro","VT","(WC)","Restaurants","General Coordinates Used",42.862283,"-72.785348",1999,"",NA,NA,NA,NA
"314/771-7739, 314/752-3190 alternative entertainment paper","","St. Louis","MO","","Publications","General Coordinates Used",38.627003,"-90.199404",1999,"",NA,NA,NA,NA
"downtown","","St. Joseph","MO","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",39.767458,"-94.846681",1999,"",NA,NA,NA,NA
"203/579-9400 apt rental in secluded community accessible only by boat","","Smith Island","MD","(GF)","Accommodations","General Coordinates Used",37.981235,"-76.029936",1999,"",NA,NA,NA,NA
"","","Jackson","MS","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.301229,"-90.183304",1999,"",NA,NA,NA,NA
"nights","","Owensboro","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.776147,"-87.112259",1999,"",NA,NA,NA,NA
"707/448-1010","","Vacaville","CA","","Info Lines & Services","General Coordinates Used",38.356917,"-121.989332",1999,"",NA,NA,NA,NA
"","","Rochester","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found",44.015447,"-92.467292",1999,"",NA,NA,NA,NA
"Stanfordville Catskill Mtns 914/868-1413 riding school & camp","","Catskill Mtns","NY","","Entertainment & Recreation","General Coordinates Used",41.867165,"-73.713798",1999,"",NA,NA,NA,NA
"Beach Access Rd/ 38th Place, Seaview 360/642-2542 inexpensive suites, cabins w/ kitchens & vintage trailers","","North Beach Peninsula","WA","(GF),NS","Accommodations","Found",46.329887,"-124.057413",1999,"",NA,NA,NA,NA
"310/379-2850 support/education for Manhattan, Hermosa & Redondo Beaches, Torrance, Palos Verdes, El Segundo","","Redondo Beach","CA","","Info Lines & Services","General Coordinates Used",33.849182,"-118.388408",1999,"",NA,NA,NA,NA
"310/379-2850 support/education for Manhattan, Hermosa & Redondo Beaches, Torrance, Palos Verdes, El Segundo","","Los Angeles","CA","","Info Lines & Services","General Coordinates Used",34.052234,"-118.243685",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"803/734-0235","","Columbia","SC","","Info Lines & Services","General Coordinates Used",34.00071,"-81.034814",1999,"",NA,NA,NA,NA
"217/536-5244","","Effingham","IL","","Info Lines & Services","General Coordinates Used",39.120042,"-88.543383",1999,"",NA,NA,NA,NA
"800/952-3625 (IN-STATE ONLY), 800/732-5682 (OUT-OF-STATE ONLY)","","Pierre","SD","","Info Lines & Services","General Coordinates Used",44.366788,"-100.353752",1999,"",NA,NA,NA,NA
"253/927-4130","","Tacoma","WA","","Publications","General Coordinates Used",47.252877,"-122.444291",1999,"",NA,NA,NA,NA
"508/487-6200 seasonal","","Provincetown","MA","(GF)","Accommodations","General Coordinates Used",42.054714,"-70.184601",1999,"",NA,NA,NA,NA
"","","Columbus","GA","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.396738,"-84.956841",1999,"",NA,NA,NA,NA
"","","Grand Forks","ND","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",47.889687,"-97.044765",1999,"",NA,NA,NA,NA
"PO Box 21542 Juneau, AK 99801 907/586-4297 also publish newsletter","","Juneau","AK","","Info Lines & Services","General Coordinates Used",58.300493,"-134.420131",1999,"",NA,NA,NA,NA
"305/294-6303","","Key West","FL","","Publications","General Coordinates Used",24.55439,"-81.79742",1999,"",NA,NA,NA,NA
"404/876-1819 newspaper w/ extensive resource listings","","Atlanta","GA","","Publications","General Coordinates Used",33.748995,"-84.387982",1999,"",NA,NA,NA,NA
"505/522-3675","","Las Cruces","NM","","Info Lines & Services","General Coordinates Used",32.31994,"-106.763654",1999,"",NA,NA,NA,NA
"614/833-6848, 800/813-1976 x05 lesbigay newsmagazine","","Columbus","OH","","Publications","General Coordinates Used",39.961176,"-82.998794",1999,"",NA,NA,NA,NA
"","","Boca Raton","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.383382,"-80.114047",1999,"",NA,NA,NA,NA
"207/836-2908 horse farm, full brkfst","","White Mtns","ME","GS,GO","Accommodations","General Coordinates Used",44.404459,"-70.789881",1999,"",NA,NA,NA,NA
"nr tennis courts & trails along Eel River","","Logansport","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.762625,"-86.324345",1999,"",NA,NA,NA,NA
"15 miles SE of Columbus 614/385-2042 hot tub","","Logan","OH","(MW),NS,(WC)","Accommodations","Found",39.512318,"-82.411011",1999,"",NA,NA,NA,NA
"PO Box 16390 S Lake Tahoe, CA 96151-6390 530/544-7040, 800/777-0914 private cabins & cottages","","Lake Tahoe","CA","","Accommodations","General Coordinates Used",38.933069,"-119.978547",1999,"",NA,NA,NA,NA
"Canal St (btwn Bourbon & Royal Sts) 504/248-3900 (RTA #) it's not named Desire, but you should still ride it if you want to see the Garden District, Blanche ","","New Orleans","LA","","Entertainment & Recreation","Found",29.953711,"-90.069772",1999,"",NA,NA,NA,NA
"Coast Hwy 1 & Comptche-Ukiah Rd 707/937-5615, 800/331-8884 full brkfst, fireplaces","","Mendocino","CA","(GF),(SW),NS,(WC)","Accommodations","Found",39.300047,"-123.79064",1999,"",NA,NA,NA,NA
"","","Ottawa","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.317148,"-88.995103",1999,"",NA,NA,NA,NA
"nights","","Providence","RI","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.830766,"-71.415304",1999,"",NA,NA,NA,NA
"btwn Hohman & State Line Ave ","","Hammond","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.620344,"-87.522701",1999,"",NA,NA,NA,NA
"3 miles S of Pahoa on Keaau-Pahoa Rd early eves","","Pahoa","HI","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",19.49544,"-154.949411",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"Foothill Blvd. at first road turn left below the dam, go down, then go up to the top parking area on the right","","Cupertino","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.306734,"-122.07464",1999,"",NA,NA,NA,NA
"river trails & under bridge","","Roseburg","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.229225,"-123.372595",1999,"",NA,NA,NA,NA
"","","Ithaca","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.462191,"-76.503161",1999,"",NA,NA,NA,NA
"","","Grand Island","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.901109,"-98.360992",1999,"",NA,NA,NA,NA
"423/429-0400","","Gatlinburg","TN","(W)","Accommodations","Found",35.782199,"-83.472922",1999,"",NA,NA,NA,NA
"914/791-9474, 800/336-4208 full brkfst, hot tub, guesthouse & 2 cottages","","Catskill Mtns","NY","(GF),WS","Accommodations","General Coordinates Used",41.619622,"-74.587335",1999,"",NA,NA,NA,NA
"509/456-8011","","Spokane","WA","","Publications","General Coordinates Used",47.65878,"-117.426047",1999,"",NA,NA,NA,NA
"515/269-3327 4pm-11pm Mon-Th, till 6pm Fri, 1pm-4pm Sat; also quarterly newsletter","","Grinnell","IA","","Info Lines & Services","General Coordinates Used",41.743409,"-92.723246",1999,"",NA,NA,NA,NA
"717/629-5036 secluded log home","","Poconos","PA","(MW)","Accommodations","General Coordinates Used",40.463749,"-75.718655",1999,"",NA,NA,NA,NA
"","","Leroy","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.359966,"-87.2251",1999,"",NA,NA,NA,NA
"RP1 Box 69 Elizabethtown 518/873-9125, 800/995-7295 full brkfst, seasonal","","Adirondack Mtns","NY","GS,(SW),GO,(WC)","Accommodations","General Coordinates Used",44.216334,"-73.590448",1999,"",NA,NA,NA,NA
"","","Galesburg","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.988649,"-90.409852",1999,"",NA,NA,NA,NA
"910/486-9315","","Fayetteville","NC","(M)","Nightclubs","Found",35.053535,"-78.881569",1999,"",NA,NA,NA,NA
"upstairs at 'Bass Rai' 609/348-3310 from 10pm","","Atlantic City","NJ","(*),(MW),(D),(E),(V)","Nightclubs","Found",39.360121,"-74.430977",1999,"",NA,NA,NA,NA
"Sugar Creek Rd Barnardsville 828/626-3013 former potter's studio, in secluded mtn cove at 3500 feet","","Asheville","NC","GS","Accommodations","General Coordinates Used",35.777601,"-82.454812",1999,"",NA,NA,NA,NA
"21st S also btwn 13th & 17th E","","Salt Lake City","UT","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.723877,"-111.8494",1999,"",NA,NA,NA,NA
"614/385-3521 clothing-optional, hot tub & sauna, camping avail, 24 miles to Columbus","","Columbus","OH","(*),(GF),(F),(SW)","Accommodations","General Coordinates Used",39.540067,"-82.407099",1999,"",NA,NA,NA,NA
"970/586-3922","","Estes Park","CO","(GF),(WC)","Accommodations","General Coordinates Used",40.36249,"-105.563283",1999,"",NA,NA,NA,NA
"","","Evansville","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.96045,"-87.572026",1999,"",NA,NA,NA,NA
"","","Las Vegas","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.065649,"-115.111595",1999,"",NA,NA,NA,NA
"N of the Ventura Pier (btwn fairgrounds & Ocean), go N along beach to Hobo's Jungle","","Ventura","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.275878,"-119.29051",1999,"",NA,NA,NA,NA
"540/574-4636 24hr touchtone info & weekly mtgs; also dances & potlucks","","Shenandoah Valley","VA","","Info Lines & Services","General Coordinates Used",38.483457,"-78.849748",1999,"",NA,NA,NA,NA
"","","Pine Grove","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.670404,"-76.357991",1999,"",NA,NA,NA,NA
"305/358-4357 24hrs, gay-friendly info & referrals for Dade County","","Miami","FL","","Info Lines & Services","General Coordinates Used",25.768517,"-80.133206",1999,"",NA,NA,NA,NA
"417/475-6460 May-Sept, campsites & canoe rental","","Noel","MO","","Accommodations","Found",36.561578,"-94.476321",1999,"",NA,NA,NA,NA
"Rte 302 Naples 207/693-3333 4pm-9pm, till 10pm Sat, full bar","","Sebago Lake","ME","","Restaurants","General Coordinates Used",44.110348,"-70.679229",1999,"",NA,NA,NA,NA
"707/449-0847 weekly mtgs","","Vacaville","CA","","Info Lines & Services","General Coordinates Used",38.356917,"-121.989332",1999,"",NA,NA,NA,NA
"","","Norfolk","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.004972,"-97.423264",1999,"",NA,NA,NA,NA
"Fish Hatchery area ","","Branson","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.595788,"-93.304137",1999,"",NA,NA,NA,NA
"206/233-8842 fabulous social events","","Seattle","WA","","Entertainment & Recreation","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"Kuhio Hwy 808/826-6277 11:30am-11:30pm, live music, luaus Wed & Sat","","Hanalei, Kauai","HI","(GF),(F),(WC)","Nightclubs","Found",22.203373,"-159.495245",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"419/478-1747 community info, ask for Lisa","","Toledo","OH","","Info Lines & Services","General Coordinates Used",41.652805,"-83.537867",1999,"",NA,NA,NA,NA
"800/209-9408","","New York City","NY","","Accommodations","General Coordinates Used",40.592193,"-73.508611",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"800/209-9408","","Provincetown","MA","","Accommodations","General Coordinates Used",42.054714,"-70.184601",1999,"",NA,NA,NA,NA
"800/209-9408","","Pensacola","FL","","Accommodations","General Coordinates Used",30.421309,"-87.216915",1999,"",NA,NA,NA,NA
"800/209-9408","","San Francisco","CA","","Accommodations","General Coordinates Used",37.77263,"-122.386967",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"800/209-9408","","Key West","FL","","Accommodations","General Coordinates Used",24.55439,"-81.79742",1999,"",NA,NA,NA,NA
"800/209-9408","","Miami Beach","FL","","Accommodations","General Coordinates Used",25.790683,"-80.135209",1999,"",NA,NA,NA,NA
"800/209-9408","","Orlando","FL","","Accommodations","General Coordinates Used",28.538383,"-81.378927",1999,"",NA,NA,NA,NA
"800/209-9408","","Atlanta","GA","","Accommodations","General Coordinates Used",33.748995,"-84.387982",1999,"",NA,NA,NA,NA
"800/209-9408","","Dallas","TX","","Info Lines & Services","General Coordinates Used",32.776664,"-96.796988",1999,"",NA,NA,NA,NA
"800/209-9408","","Houston","TX","","Accommodations","General Coordinates Used",29.760427,"-95.369803",1999,"",NA,NA,NA,NA
"800/209-9408","","Fort Lauderdale","FL","","Accommodations","General Coordinates Used",26.151619,"-80.119214",1999,"",NA,NA,NA,NA
"east on Tanque Verde Rd  (to Upper Tanque Verde Falls parking area)","","Tucson","AZ","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.254982,"-110.655338",1999,"",NA,NA,NA,NA
"Cheshire Bridge Rd parking lot","","Atlanta","GA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",33.813719,"-84.353775",1999,"",NA,NA,NA,NA
"","","Longview","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.500976,"-94.72145",1999,"",NA,NA,NA,NA
"206/322-7769 gay athletic network","","Seattle","WA","","Entertainment & Recreation","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"","","Bellingham","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found",48.694449,"-122.495981",1999,"",NA,NA,NA,NA
"call for location, 213/243-5221 underground house Sat, call for events","","Los Angeles","CA","(M),(D),(A)","Nightclubs","General Coordinates Used",34.089721,"-118.370293",1999,"Listed under ""LA--Hollywood.""",NA,NA,NA,NA
"3 miles out of town 505/992-5025 Japanese health spa & lodging, call for more info","","Santa Fe","NM","","Entertainment & Recreation","General Coordinates Used",35.686975,"-105.937799",1999,"",NA,NA,NA,NA
"415/241-0425 guest suite","","San Francisco","CA","(MW)","Accommodations","General Coordinates Used",37.77263,"-122.386967",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"512/462-9191, 800/888-8TEX","","Austin","TX","","Info Lines & Services","General Coordinates Used",30.267153,"-97.743061",1999,"",NA,NA,NA,NA
"512/476-0576 lesbigay newspaper w/ arts calendar & statewide resource list","","Austin","TX","","Publications","General Coordinates Used",30.267153,"-97.743061",1999,"",NA,NA,NA,NA
"518/436-4513 8pm-10pm Th, call for location, also publish newsletter","","Albany","NY","","Info Lines & Services","General Coordinates Used",42.652579,"-73.756232",1999,"",NA,NA,NA,NA
"Moorhead, MN 218/236-2200 confidential support group for lesbian/gay/bisexual students","","Fargo","ND","","Info Lines & Services","General Coordinates Used",46.901696,"-96.787519",1999,"",NA,NA,NA,NA
"770/667-0793 full brkfst, limo service","","Atlanta","GA","(MO),(SW),(N)","Accommodations","General Coordinates Used",34.075376,"-84.29409",1999,"",NA,NA,NA,NA
"Yosemite Valley Floor 209/252-4848 incredibly dramatic & expensive grand fortress","","Yosemite Nat'l Park","CA","(GF),(F),(SW)","Accommodations","Found",37.746154,"-119.574336",1999,"",NA,NA,NA,NA
"Spruce (at 12th) 215/923-3535, 877/253-9466 gym","","Philadelphia","PA","GS,GO,(WC)","Accommodations","Found",39.946513,"-75.161044",1999,"",NA,NA,NA,NA
"773/472-6319 directory of local businesses","","Chicago","IL","","Publications","General Coordinates Used",41.878114,"-87.629798",1999,"Listed under ""Chicago--Overview"".",NA,NA,NA,NA
"309/688-1930","","Peoria","IL","","Publications","General Coordinates Used",40.693649,"-89.588986",1999,"",NA,NA,NA,NA
"Amaury Saint-Gilles Gallery 808/775-9278","","Honokaa","HI","","Retail Shops","General Coordinates Used",20.079467,"-155.469539",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"5000 Kahala Ave in 'David Lee Gallery' at Kahala Mandarin Oriental Hotel, 800/732-1411","","Honolulu, Oahu","HI","","Retail Shops","General Coordinates Used",21.309885,"-157.85814",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"410/235-3401 lesbigay newspaper","","Baltimore","MD","","Publications","General Coordinates Used",39.290385,"-76.612189",1999,"",NA,NA,NA,NA
"410/837-7748 lesbigay newspaper","","Baltimore","MD","","Publications","General Coordinates Used",39.290385,"-76.612189",1999,"",NA,NA,NA,NA
"White Point Garden ","","Charleston","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.769936,"-79.930361",1999,"",NA,NA,NA,NA
"415/703-7977","","San Francisco","CA","","Info Lines & Services","General Coordinates Used",37.77263,"-122.386967",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"707/462-0766 social/support network for gay/bi men","","Ukiah","CA","","Info Lines & Services","Found",39.150219,"-123.209269",1999,"",NA,NA,NA,NA
"Bolton Valley 802/434-2126, 800/395-6335 full brkfst, hot tub","","Burlington","VT","GS,(SW),GO,(WC)","Accommodations","General Coordinates Used",44.422386,"-72.851273",1999,"",NA,NA,NA,NA
"Beach St Extension 508/693-9223","","Martha's Vineyard","MA","(*),(WC)","Restaurants","General Coordinates Used",41.380498,"-70.645473",1999,"",NA,NA,NA,NA
"Corea Harbor 207/963-2689 full brkfst, restored farmhouse, also cottages","","Corea","ME","GS,GO","Accommodations","Found",44.401606,"-67.972269",1999,"",NA,NA,NA,NA
"Rte 7A S 802/362-3807 dinner from 5:30pm, clsd Tue-Wed, cont'l/game","","Manchester","VT","(WC)","Cafes","General Coordinates Used",43.158976,"-73.072311",1999,"",NA,NA,NA,NA
"13th & 14th Aves ","","Allentown","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",40.597152,"-75.483003",1999,"",NA,NA,NA,NA
"Summers, Donnally, Capitol & Christopher Sts","","Charleston","WV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",38.352696,"-81.630511",1999,"",NA,NA,NA,NA
"Sleepy Gap & Chestnut Cove overlooks (at mile marker 397 & 398)","","Asheville","NC","Cruisy Area,(AYOR)","Cruisy Areas","Found",35.460046,"-82.636329",1999,"",NA,NA,NA,NA
"Scenic Dr ","","Pensacola","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",30.53174,"-87.189682",1999,"",NA,NA,NA,NA
"","","Parkersburg","WV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",39.266742,"-81.561513",1999,"",NA,NA,NA,NA
