"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"General Coordinates Used",44.226175,"-71.744165","823-9586","Main St. Rte. 142 & 18","Franconia","NH",1996,"(GF),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.110539,"-71.179138","383-6757, great skiing","Rte. 302","Glen","NH",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.167183,"-71.965164","747-3947 1882 Federal home, full brkfst, hot tub, camping avail.","Rte. 302","Bath Village","NH",1996,"(MO)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.894313,"-71.496296","PO Box 258, Colebrook, 03576-0258 237-5550 full brkfst, hot tub","","Columbia Hills","NH",1996,"(MO)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.220391,"-74.012082","(800)-346-5592 gay realtor at your service, no rentals ","","Asbury Park","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.217904,"-74.003584","775-9708, lunch & dinner, til 4am Fri-Sat","at the Talking Bird Hotel","Asbury Park","NJ",1996,"","Restaurants & Cafes","Hotel's address is 224 Cookman ",NA,NA,NA,NA
"Found",40.223796,"-73.998585","nr. Convention Hall, late night","","Asbury Park","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",39.355963,"-74.430157","opposite Claridge's ","","Atlantic City","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",39.356385,"-74.43269","348-1189/ (800) 322-8280 at Bally's Park Place Casino Hotel ","Boardwalk & Park Place","Atlantic City","NJ",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"Found",39.360278,"-74.431039","348-3310 10pm-6am","upstairs at Brass Rail location","Atlantic City","NJ",1996,"(*),(MW),(D),(E),(V)","Bars","Brass Rail's address is 12 S. Mt. Vernon Ave.",NA,NA,NA,NA
"General Coordinates Used",39.373029,"-74.436972","(800)-346-5592 gay realtor at your service, no rentals ","","Atlantic City","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.182723,"-74.011889","btwn. 2nd & 3rd","","Belmar","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",39.794961,"-74.923049","767-1525, 24hrs","310 Rte. 73 S.","Berlin","NJ",1996,"","Erotica","",NA,NA,NA,NA
"General Coordinates Used",40.096737,"-74.786339","Rte. 103 S., 4 mi S. of Rte. 206 499-9853","","Florence","NJ",1996,"","Erotica","",NA,NA,NA,NA
"Found",40.734572,"-74.063154","","","Jersey City","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.717755,"-74.043143","(312) 857-0801/857-0805 (fax) see ad in center National Section","","Jersey City","NJ",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.717755,"-74.043143","(800)-346-5592 gay realtor at your service, no rentals ","","Jersey City","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.508839,"-74.451147","parking lot & trails along river, Highlands Park","","New Brunswick","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",40.504985,"-74.452461","932-7886, 7pm-11pm Tue & Fri, call for details ","","New Brunswick","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.495397,"-74.441476","(see Somerset for details)","","New Brunswick","NJ",1996,"","Bars","",NA,NA,NA,NA
"General Coordinates Used",40.729841,"-74.145759","Iron bound area","","Newark","NJ",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.729841,"-74.145759","(900) 370-2211, gay voice personals with private voice mail boxes, listen to or leave messages for other men in your area, $2.00 per minute","","Newark","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.770619,"-74.232648","668-1882 (AA#) 24hrs info & referrals ","","Orange","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.762673,"-74.288264","","","Orange","NJ",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.770619,"-74.232648","(800)-346-5592 gay realtor at your service, no rentals ","","Orange","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.523283,"-74.281167","Convery Blvd. (Rte. 35) & Kennedy  826-8877 9pm-2am, til 3am Fri-Sat","","Perth Amboy","NJ",1996,"(*),(M),(D)","Bars","",NA,NA,NA,NA
"General Coordinates Used",40.633714,"-74.407374","(201) 882-1742 European vacation rentals, unverified for '96 ","PO Box 1261","Plainfield","NJ",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",40.633714,"-74.407374","(800)-346-5592 gay realtor at your service, no rentals ","","Plainfield","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.357298,"-74.667223","(800)-346-5592 gay realtor at your service, no rentals ","","Princeton","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.655896,"-74.264539","245-5323, call for events; also monthly publication","c/o Mirza Inc. 139 W. 4th Ave. ","Roselle","NJ",1996,"","Accommodations","",NA,NA,NA,NA
"Found",40.221098,"-74.755444","","","Trenton","NJ",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.608159,"-74.277647","","","Rahway","NJ",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.421821,"-73.283318","nr. Gunnison Park - South end","","Sandy Hook","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.944285,"-74.072914","summers only","","Seaside Heights","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",39.953736,"-74.197946","(800)-346-5592 gay realtor at your service, no rentals ","","Toms River","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.889821,"-74.194867","river btwn. Union Blvd. & Little Falls ","","West Paterson","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.665795,"-74.218238","(800)-346-5592 gay realtor at your service, no rentals ","","Elizabeth","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.743991,"-74.032363","(800)-346-5592 gay realtor at your service, no rentals ","","Hoboken","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",39.926813,"-75.024631","(800)-346-5592 gay realtor at your service, no rentals ","","Cherry Hill","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",39.925392,"-75.056231","behind  Hyatt","","Cherry Hill","NJ",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",40.872331,"-74.518647","3130 Rte. 10 W., Denville Commons 328-8811/ (800) 770-8811, 10am-9pm, til 6pm Sat, noon-5pm Sun, large lesbigay section","","Denville","NJ",1996,"","Bookstores/Retail Shops","",NA,NA,NA,NA
"General Coordinates Used",40.825901,"-74.209005","PO Box 1708, 07042  (800) 442-9735","","Montclair","NJ",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",39.917586,"-75.089538","854-4566","Rte. 130 & Richey Ave.","Collingswood","NJ",1996,"","Erotica","",NA,NA,NA,NA
"General Coordinates Used",40.885377,"-73.95236","PO Box 1041, 07632 941-2180/ (800) 786-6402","","Eaglewood Cliffs","NJ",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",35.079101,"-106.615176","W. of Washington St.","","Albuquerque","NM",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","345-6484, twice monthly mtgs, pansexual S/M gorup","","Albuquerque","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","PO Box 27214, 87125-7214 247-8312 Southwestern home located close to river, hot tub","","Albuquerque","NM",1996,"(MW),(WC)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","PO Box 27237, 87125 243-2540","","Albuquerque","NM",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","PO Box 4769, 87196 244-1824, 244-1679 (fax)","","Albuquerque","NM",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","PO Box 30123, 87110 296-7277 Sandia, Jemez, Manzano & Turquoise mtns.","","Albuquerque","NM",1996,"(W)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","PO Box 26836, 87125 822-1093, active lesbigay outdoors group","","Albuquerque","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",35.084246,"-106.649227","343-5196 9pm Tues","2nd & Central ","Albuquerque","NM",1996,"(GF),(D),(A)","Bars","",NA,NA,NA,NA
"General Coordinates Used",35.075459,"-106.564133","(800)-346-5592 gay realtor at your service, no rentals ","","Albuquerque","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.686975,"-105.937799","PO Box 9543, 87504 personal network for gay & bi pagan men","","Santa Fe","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.686975,"-105.937799","988-4157, guided tour of American Southwest & Mexico ","","Santa Fe","NM",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",35.686975,"-105.937799","Rte. 10, Box 111, 87501 471-2921 2-1/2 acre ranchette nestled amongst pinon hills","","Santa Fe","NM",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.686975,"-105.937799","PO Box 3235, 87501-0235 455-3375 secluded rustic adobe compound providing 6 casitas ","","Santa Fe","NM",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.686975,"-105.937799","(800)-346-5592 gay realtor at your service, no rentals ","","Santa Fe","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",34.402842,"-103.20535","btwn. 2nd & 7th, wknds","","Clovis","NM",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",34.404799,"-103.205227","PO Box 663, 88101 356-2656, lesbigay social/support group for Clovis & Portales","","Clovis","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.407213,"-105.573379","Box 1600, 87557 751-1358 fully furnished adobe home","","Taos","NM",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",36.407213,"-105.573379","PO Box DD, Valdez, 87580 776-2146/ (800) 771-2189 comfortable haven in the old New Mexican tradition of hospitality","","Taos","NM",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",35.402527,"-108.223401","HC62 Box 5114, 87323-9515 862-7769 full brkfst, dinner","","Thoreau","NM",1996,"(MW),(F),(WC)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",32.31994,"-106.763654","526-3419, call for schedule","","Las Cruces","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",32.31994,"-106.763654","522-3675","","Las Cruces","NM",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",35.395595,"-105.946409","466-4000; also restaurant Wed-Sun, nouvelle Southwestern","23 mi. SE of Santa Fe","Galisteo","NM",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",33.402839,"-105.659316","336-4515","","Alto","NM",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.652579,"-73.756232","449-0758, lesbigay","","Albany","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.652579,"-73.756232","(800)-346-5592 gay realtor at your service, no rentals ","","Albany","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.652579,"-73.756232","PO Box 131, 12201 462-6138","","Albany","NY",1996,"","Publications","",NA,NA,NA,NA
"Found",42.650163,"-73.759903","","","Albany","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",42.652579,"-73.756232","276-6248, noon-2pm Sun","WRPI 91.5 FM","Albany","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.656508,"-73.765378","nr. Washington Park","","Albany","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",42.098687,"-75.917974","PO Box 728 Westview Stn., 13905-0728 723-5790","","Binghamton","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",42.098687,"-75.917974","777-2202, info & referrals, mtgs 8pm Wed ","","Binghamton","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.098687,"-75.917974","PO Box 726, 13902 756-2007 seasonal May-Oct, campground nr. Scranton PA, disco Fri-Sat, cabins & trailers","","Binghamton","NY",1996,"(*),(MO),(D),(SW),(N)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.098687,"-75.917974","729-1921, 7:30pm-9:30pm Wed, info & referrals","","Binghamton","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.098687,"-75.917974","","","Binghamton","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.695221,"-73.995855","PO Box 150790, 11215 832-3952","","Brooklyn","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.886447,"-78.878369","PO Box 106 Westside Stn., 14213 652-1193, monthly, covers Buffalo/Rochester/Southern Ontario","","Buffalo","NY",1996,"","Publications","",NA,NA,NA,NA
"Found",42.929891,"-78.920103","(See listing in Ft. Erie, OT)","","Buffalo","NY",1996,"","Men's Clubs","",NA,NA,NA,NA
"General Coordinates Used",42.886447,"-78.878369","(800)-346-5592 gay realtor at your service, no rentals ","","Buffalo","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.886447,"-78.878369","PO Box 3, 14201 881-3428","","Buffalo","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.659792,"-73.089962","597-6261 ","Cherry Grove ","Fire Island","NY",1996,"(M)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.659792,"-73.089962","Holly Walk nr. Bayview Walk, Cherry Grove 597-6911","","Fire Island","NY",1996,"(M)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.659792,"-73.089962","(800)-346-5592 gay realtor at your service, no rentals ","","Fire Island","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.659792,"-73.089962","esp. bushes btwn Cherry Grove & W. end of Pines","","Fire Island","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.659053,"-73.089293","597-6131 4pm-6am, popular T-dance","Fire Island Blvd.","Fire Island","NY",1996,"(*),(MW),(D)","Bars","",NA,NA,NA,NA
"Found",40.663806,"-73.069881","597-6500","Fire Island Pines","Fire Island","NY",1996,"(MW),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.659053,"-73.089293","PO Box 5309, Fire Island Pines, 11782 597-6162 contemporary B&B, hot tub","","Fire Island","NY",1996,"(M)","Accommodations","",NA,NA,NA,NA
"Found",40.659053,"-73.089293","(at Cherry Grove Beach Hotel) 597-6600 597-6600","","Fire Island","NY",1996,"(*),(MW),(D),(S),(YC)","Bars","Hotel's address is Main Walk",NA,NA,NA,NA
"Found",40.661602,"-73.085458","Bay View Walk, Cherry Grove 597-6448 Fire Island's premier accommodation in the style of a Venetian Palace, gym, hot tub","","Fire Island","NY",1996,"(MO),(SW),(WC)","Accommodations","",NA,NA,NA,NA
"Found",40.659072,"-73.089214","Lewis Walk at Main Walk, Cherry Grove 597-6849","","Fire Island","NY",1996,"(MW)","Accommodations","",NA,NA,NA,NA
"Found",40.676591,"-73.028752","Main & Ocean, Cherry Grove 597-6600 4 bars on premises","","Fire Island","NY",1996,"(M),(SW),(N),(WC)","Accommodations","",NA,NA,NA,NA
"Found",40.660009,"-73.090769","Holly Walk, Cherry Grove 597-6612, charming retreat nr. white sandy beaches & gay night life","","Fire Island","NY",1996,"","Accommodations","",NA,NA,NA,NA
"Found",40.676591,"-73.028752","597-6600 seasonal' also Ice Palace disco ","Main Walk","Fire Island","NY",1996,"(MW),(SW)","Accommodations","",NA,NA,NA,NA
"Found",40.659792,"-73.089962","Dock Walk at Bay Walk, Cherry Grove 597-6699 7pm-midnight, seasonal","","Fire Island","NY",1996,"(*),(MW)","Bars","",NA,NA,NA,NA
"General Coordinates Used",40.659792,"-73.089962","597-6820 noon-4am, piano bar","Cherry Grove","Fire Island","NY",1996,"(*),(M),(E)","Bars","",NA,NA,NA,NA
"General Coordinates Used",40.659053,"-73.089293","Ocean Walk, nr. Dock Walk, Cherry Grove 597-6888","","Fire Island","NY",1996,"(*),(MW),(D),(F),(E)","Bars","",NA,NA,NA,NA
"Found",40.659936,"-73.090747","(at the Fire House) Cherry Grove 654-1150 (AA#) 669-1124","","Fire Island","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.659053,"-73.089293","disco ","","Fire Island","NY",1996,"(MW)","","location from Cherry Grove Beach Hotel's description",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) (718) 723-6620, 2pm-4pm, 2nd Sun","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) 459-4784, sponsors variety of social and political groups, call for details","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) 222-9794, Fri 8pm, also # for Jacks of Color safe sex party, 1st Sat, 10pm-3am","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.733572,"-74.002742","(900) 370-2211, gay voice personals w/private voice mail boxes; listen to or leave messages for the men in your area at $2.00 per minute","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","647-1680","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.733572,"-74.002742","(800)-346-5592 gay realtor at your service, no rentals ","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) 741-2247","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) (914) 699-7735, 8:30pm 3rd Sat","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.733572,"-74.002742","(312) 857-0801/857-0805 (fax) see ad in center National Section","","Greenwich Village","NY",1996,"","Accommodations","",NA,NA,NA,NA
"Found",40.808589,"-73.9627","Earl Hall, Broadway  & 116 St. 853-6425 3rd Sat 10pm-4am","","Greenwich Village","NY",1996,"(M),(YC)","Bars","",NA,NA,NA,NA
"Found",40.739055,"-74.003107","(at the Center) (718) 596-9905, 6pm-8pm Tue ","","Greenwich Village","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.733572,"-74.002742","674-8541 4 huge parties a year: White Party in Feb, Black Party in Mar, Halloween, New Year's ","","Greenwich Village","NY",1996,"(*),(M),(D)","Bars","",NA,NA,NA,NA
"General Coordinates Used",40.715189,"-74.00773","PO Box 2646, 11969 977-3512 80 hosted/unhosted guest rooms & private apts.","","Greenwich Village","NY",1996,"(MW),(IGTA)","Accommodations","",NA,NA,NA,NA
"Found",40.733336,"-74.004624","(800) 796-5703","","Greenwich Village","NY",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",42.443961,"-76.501881","(downtown) 273-1541 (AA#)","","Ithaca","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",42.417693,"-76.45808","at Van Etten Damn Waterfalls","","Ithaca","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",42.443961,"-76.501881","(800)-346-5592 gay realtor at your service, no rentals ","","Ithaca","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.443961,"-76.501881","PO Box 6634, 14851 273-1505, 3rd Tue, ph# is Common Ground bar, sponsors events including Finger Lake Gay/Lesbian Picnic","","Ithaca","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.443961,"-76.473503","(Cornell University) 255-6482, noon-4pm Mon-Fri, touchtone info & referrals","","Ithaca","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.927037,"-73.997361","PO Box 3785, 12401 626-3203, 255-7173, info & events line","","Kingston","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.426181,"-73.712341","Lake George Rd. (Rte. 9)  792-0418; also cabin available","","Lake George","NY",1996,"","Accommodations","",NA,NA,NA,NA
"Found",44.330029,"-73.899103","off E. side of Rte. 86 at junction of Rtes. 86 & 7","","Lake Placid","NY",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.754931,"-73.984019","586-0652 ","","Midtown","NY",1996,"(MW),(WC)","Bars","",NA,NA,NA,NA
"Found",40.760789,"-73.998267","967-2661, 24hrs, diner food, slightly upscale","11th Ave. at 42nd ","Midtown","NY",1996,"","Restaurants & Cafes","",NA,NA,NA,NA
"Found",40.764845,"-73.980528","247-8000 ","7th Ave. at 56th St.","Midtown","NY",1996,"(GF),(F),(WC)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.754931,"-73.984019","586-0652","","Midtown","NY",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.78306,"-73.971249","777-1800, noon-midnight","","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","PO Box 1475 Church St. Stn., 10008 627-2120, weekly","","New York City","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",40.78306,"-73.971249","674-0120, annual guide","Box 533 Village Stn.","New York City","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","977-3512","","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","11pm Sun, club reviews","Manhattan Cable Ch. 35","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","(800) 876-1199, national news magazine","","New York City","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",40.963434,"-72.184801","(900) 448-6338, talk and/or meet other men from the area, at only 98¢ per minute","New York City","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.78306,"-73.971249","(800) 796-5703","","New York City","NY",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","PO Box 430 Babylon, 11702 (516) 587-8669, 587-1325 (fax) monthly","","New York City","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",40.78306,"-73.971249","(800)-346-5592 gay realtor at your service, no rentals ","","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.592193,"-73.508611","Box 3245, Grand Central Stn., 10163 661-5997, mail-order gay history books, rare books, etc.","","New York City","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.096214,"-79.037739","PO Box 1464, 14302 meets 2nd Sat","","Niagara Falls","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.700371,"-73.92097","(800)-346-5592 gay realtor at your service, no rentals ","","Poughkeepsie","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",41.700371,"-73.92097","Box 271, 12601  437-7203","","Poughkeepsie","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.728224,"-73.794852","(800)-346-5592 gay realtor at your service, no rentals ","","Queens","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.156578,"-77.608846","Box 941, Geneva, 14456 536-7753, 1st Fri & 3rd Tue, ask for Sam Edwards","","Rochester","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",43.154541,"-77.614187","232-6720 (AA#)","","Rochester","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.156578,"-77.608846","288-0560, unverified for '96","","Rochester","NY",1996,"","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",43.156578,"-77.608846","(800)-346-5592 gay realtor at your service, no rentals ","","Rochester","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.329496,"-74.131266","PO Box 990, 12983 359-7358, monthly social group","","Saranac Lake","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.579532,"-74.150201","PO Box 665, 10305  979-8890","","Staten Island","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",43.089507,"-76.090993","463-8555/ (800) 352-1061 ","Carrier Circle - Exit 35","Syracuse","NY",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.048122,"-76.147424","476-5186","","Syracuse","NY",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",43.048122,"-76.147424","422-5732, 9am-10pm","","Syracuse","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.762177,"-73.966123","(800)-346-5592 gay realtor at your service, no rentals ","","Uptown","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.100903,"-75.232664","PO Box 122, 13505","","Utica","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.100903,"-75.232664","(800)-346-5592 gay realtor at your service, no rentals ","","Utica","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",42.70063,"-74.924321","RD1 Box 120, Fly Creek, 13337 547-5774","","Cooperstown","NY",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.222594,"-74.294317","Jersey Ave. (1/2 mile S. of The Village Light) 477-8184 4pm-2am Th-Sun","","Greenwood Lake","NY",1996,"(MW),(NH)","Bars","",NA,NA,NA,NA
"General Coordinates Used",41.222594,"-74.294317","PO Box 1557, 10925  782-1525, support groups","","Greenwood Lake","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",43.326754,"-73.67773","trails in woods behind the mall","","Glens Falls","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",43.077909,"-73.784327","summers after dusk ","","Saratoga Springs","NY",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",41.900367,"-74.828217","678-5649 turn-of-the-century Victorian home located in a quaint hamlet in the Catskill Mtns., full brkfst ","PO Box 465","Catskills","NY",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.900367,"-74.828217","Main St., Box D-4, Fleishmanns, 12430 254-4884 Queen Anne Victorian (c. 1887) at the edge of the Catskill Forest, full brkfst","","Catskills","NY",1996,"(GF),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.900367,"-74.828217","Box 556, Rock Hill, 12775  791-9474/ (800) 336-4208 (in-state) 100-year-old country guest & farmhouse & 2 one-bdrm cottages, full brkfst","","Catskills","NY",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",41.900367,"-74.828217","(800)-346-5592 gay realtor at your service, no rentals ","","Catskills","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.884267,"-72.38953","PO Box 87, Southampton, 11968 324-3699, calendar & info","","Long Island/Suffolk Co.","NY",1996,"","Info Lines & Services","",NA,NA,NA,NA
