"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"888/534-7644 personalized Hawaiian greeting service, complete w/ fresh flower leis",NA,"Honolulu, Oahu","HI","","Info Lines & Services","Found","21.280518","-157.808799",2000,"",NA,NA,NA,NA
"415/861-4045 European-style B&B",NA,"San Francisco","CA","(M),(NS)","Accommodations","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"941/262-6535 several mtgs",NA,"Naples","FL","","Info Lines & Services","General Coordinates Used","26.142036","-81.79481 ",2000,"",NA,NA,NA,NA
"734/482-5700 ",NA,"Ann Arbor","MI","","Info Lines & Services","General Coordinates Used","42.280826","-83.743038",2000,"",NA,NA,NA,NA
"509/489-2266 24hrs ",NA,"Spokane","WA","","Info Lines & Services","General Coordinates Used","47.65878","-117.426047",2000,"",NA,NA,NA,NA
"773/929-4357 6pm-10pm",NA,"Chicago","IL","","Info Lines & Services","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"314/664-6411, 800/301-5468 regional, some AR coverage ",NA,"Little Rock","AR","","Publications","General Coordinates Used","34.746481","-92.289595",2000,"",NA,NA,NA,NA
"at Sexual Minority Youth Assistance 202/546-5911 7pm-10pm Mon-Fri, drop-in 6pm-8pm Fri, for youth under 21",NA,"Washington","DC","","Info Lines & Services","General Coordinates Used","38.907192","-77.036871",2000,"",NA,NA,NA,NA
"541/346-3360 9am-5pm (office), various drop-in groups, social 4pm-6pm Th",NA,"Eugene","OR","(WC)","Info Lines & Services","General Coordinates Used","44.052069","-123.086754",2000,"",NA,NA,NA,NA
"541/737-6360 7pm Mon at Women's Center",NA,"Corvallis","OR","","Info Lines & Services","General Coordinates Used","44.564566","-123.262043",2000,"",NA,NA,NA,NA
"Western Washington University 360/650-6120 social/political group ",NA,"Bellingham","WA","","Info Lines & Services","General Coordinates Used","48.751911","-122.478685",2000,"",NA,NA,NA,NA
"606/678-5814 call Linda for info",NA,"Somerset","KY","","Info Lines & Services","General Coordinates Used","37.092022","-84.604108",2000,"",NA,NA,NA,NA
"518/359-7358 local contact ",NA,"Adirondack Mtns","NY","","Info Lines & Services","General Coordinates Used","44.124715","-73.869304",2000,"",NA,NA,NA,NA
"",NA,"Auburn","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","47.299943","-122.216879",2000,"",NA,NA,NA,NA
"302/227-5620 newsmagazine w/events & entertainment listings",NA,"Rehoboth Beach","DE","","Publications","General Coordinates Used","38.720945","-75.076014",2000,"",NA,NA,NA,NA
"in Carter Lake  (nr the airport) ",NA,"Omaha","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.302713","-95.926442",2000,"",NA,NA,NA,NA
"Rte 3, 2 miles N of I-270  closes at dusk",NA,"Granite City","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","38.810853","-90.100547",2000,"",NA,NA,NA,NA
"415/338-1952 student group at SF State ",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"515/294-2104 11am-5pm, LGBT Student Services 515/294-5433",NA,"Ames","IA","","Info Lines & Services","General Coordinates Used","42.030781","-93.631913",2000,"",NA,NA,NA,NA
"843/720-8088",NA,"Charleston","SC","","Info Lines & Services","General Coordinates Used","32.776475","-79.931051",2000,"",NA,NA,NA,NA
"212/691-1100 lesbigay newspaper",NA,"New York City","NY","","Publications","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"1775 E Tropicana Ave 702/798-5595 this is one queen's closet you have to look into–especially if you love your pianos, clothes & cars covered w/ diamonds ",NA,"Las Vegas","NV","","Entertainment & Recreation","General Coordinates Used","36.171563","-115.139101",2000,"",NA,NA,NA,NA
"808/521-2437 AIDS services",NA,"Oahu","HI","","Info Lines & Services","General Coordinates Used","21.438912","-158.000056",2000,"",NA,NA,NA,NA
"",NA,"Port Huron","MI","Cruisy Area,(AYOR)","Cruisy Areas","Found","43.00746","-82.423362",2000,"",NA,NA,NA,NA
"across from the mall (on 'H' St)",NA,"Blaine","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","48.995614","-122.729158",2000,"",NA,NA,NA,NA
"E of Lake Shore Dr (btwn Foster & Montrose)",NA,"Chicago","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.971341","-87.646619",2000,"Listed under ""Chicago-North Side""",NA,NA,NA,NA
"Lincoln Rd (btwn West & Collins Aves) pedestrian mall that embodies the rebirth of South Beach–fabulous restaurants, stores, galleries, museums, theatres, people at every step ",NA,"Miami Beach","FL","","Entertainment & Recreation","General Coordinates Used","25.790683","-80.135209",2000,"",NA,NA,NA,NA
"415/703-7159 S/M play parties & calendar ",NA,"San Francisco","CA","(TG)","Info Lines & Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"2-1/4 miles W of Indiana State Rd 18  ",NA,"Young America","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.569138","-86.417752",2000,"",NA,NA,NA,NA
"",NA,"Norman","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found","35.213586","-97.454086",2000,"",NA,NA,NA,NA
"Freeway Dr (along the river) ",NA,"Mt Vernon","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","48.425244","-122.338916",2000,"",NA,NA,NA,NA
"nr skating pond ",NA,"Cheyenne","WY","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.154325","-104.829879",2000,"",NA,NA,NA,NA
"",NA,"Ashland","OR","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.188232","-122.716665",2000,"",NA,NA,NA,NA
"S of Ponce de Leon Ave hip & funky area w/too many restaurants & shops to list",NA,"Atlanta","GA","","Entertainment & Recreation","Found","33.765506","-84.349145",2000,"",NA,NA,NA,NA
"Rte 7A Manchester Center 802/362-3496 7am-2pm, clsd Wed (winters) ",NA,"Manchester","VT","","Cafes","Found","43.173787","-73.060415",2000,"",NA,NA,NA,NA
"Rte 1 Lincolnville Beach 207/789-5550 11:30am-8pm April-Sept, full bar ",NA,"Rockport","ME","","Restaurants","General Coordinates Used","44.28222","-69.00814",2000,"",NA,NA,NA,NA
"at Guest House Historic Inn 601/442-1054 7am-9pm",NA,"Natchez","MS","(BW)","Cafes","General Coordinates Used","31.560444","-91.403171",2000,"Inn's address is 201 N Pearl St",NA,NA,NA,NA
"above 'Tally Ho' bar 717/299-0661 lunch & dinner, clsd Sun, French ",NA,"Lancaster","PA","","Restaurants","Found","40.039377","-76.308932",2000,"Tally Ho's address is 201 W Orange ",NA,NA,NA,NA
"Zanavoo loop ",NA,"Logan","UT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.740209","-111.793831",2000,"",NA,NA,NA,NA
"parking lot  hustlers",NA,"New Haven","CT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.292634","-72.919248",2000,"",NA,NA,NA,NA
"Rte 30 at Harrisburg Pike ",NA,"Lancaster","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.062561","-76.333834",2000,"",NA,NA,NA,NA
"oh really!",NA,"Kansas City","MO","Cruisy Area,(AYOR)","Cruisy Areas","Found","39.032052","-94.594539",2000,"",NA,NA,NA,NA
"Spring Hill Rd ",NA,"Tallahassee","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","30.438256","-84.280733",2000,"",NA,NA,NA,NA
"800/334-8626",NA,"New Orleans","LA","","Info Lines & Services","General Coordinates Used","29.951066","-90.071532",2000,"",NA,NA,NA,NA
"502/368-9918 transgender group, contact Lori",NA,"Louisville","KY","","Info Lines & Services","General Coordinates Used","38.252665","-85.758456",2000,"",NA,NA,NA,NA
"502/894-9787, 800/347-8336 bi-weekly mtgs, call for location",NA,"Louisville","KY","","Info Lines & Services","General Coordinates Used","38.252665","-85.758456",2000,"",NA,NA,NA,NA
"503/228-3892 many groups, call for locations",NA,"Portland","OR","","Info Lines & Services","General Coordinates Used","45.515232","-122.678385",2000,"",NA,NA,NA,NA
"Gulf Shore Blvd N ",NA,"Naples","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.162054","-81.809978",2000,"",NA,NA,NA,NA
"Hwy 1 831/667-2391 seasonal, cabins, restaurant, store ",NA,"Big Sur","CA","(GF),(TA)","Accommodations","Found","36.020602","-121.549324",2000,"",NA,NA,NA,NA
"",NA,"Wichita Falls","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.917338","-98.516607",2000,"",NA,NA,NA,NA
"also full bar",NA,"St. Thomas","VI","(*)","Restaurants","General Coordinates Used","18.338097","-64.894095",2000,"",NA,NA,NA,NA
"",NA,"Appleton","WI","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.249593","-88.421824",2000,"",NA,NA,NA,NA
"off Hwy 56 btwn Lihue & Kapaa (S of Wailua River) gay beach btwn the condos & the golf course) ",NA,"Lihue, Kauai","HI","","Entertainment & Recreation","Found","22.037233","-159.336448",2000,"",NA,NA,NA,NA
"Red Rock to Swampscott line nights",NA,"Lynn","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.45843","-70.934771",2000,"",NA,NA,NA,NA
"",NA,"New Milford","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.569962","-73.44031",2000,"",NA,NA,NA,NA
"",NA,"West Palm Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","26.824956","-80.043057",2000,"",NA,NA,NA,NA
"",NA,"Boston","MA","(M),(D),(V)","Bars","General Coordinates Used","42.360083","-71.05888",2000,"location from Boston Ramrod's description",NA,NA,NA,NA
"732/375-0436",NA,"Asbury Park","NJ","","Info Lines & Services","General Coordinates Used","40.220391","-74.012082",2000,"",NA,NA,NA,NA
"415/675-0201 multi-racial/cultural social/support group for gay/bi men, many activities ",NA,"San Francisco","CA","","Info Lines & Services","General Coordinates Used","37.77493","-122.419415",2000,"",NA,NA,NA,NA
"610/277-6595 ",NA,"Philadelphia","PA","","Info Lines & Services","General Coordinates Used","39.946719","-75.168902",2000,"",NA,NA,NA,NA
"214/521-4765 ",NA,"Dallas","TX","","Info Lines & Services","General Coordinates Used","32.776664","-96.796988",2000,"",NA,NA,NA,NA
"at Lesbian/Gay Community Ctr 212/330-7678 8pm 1st, 3rd & 4th Fri ",NA,"New York City","NY","","Info Lines & Services","Found","40.740044","-74.007318",2000,"Center's address is One Little West 12th St ",NA,NA,NA,NA
"505/989-1842 Victorian B&B, just blks from the Plaza ",NA,"Santa Fe","NM","","Accommodations","General Coordinates Used","35.686975","-105.937799",2000,"",NA,NA,NA,NA
"btwn 5th & 7th  ",NA,"Covington","KY","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","39.083671","-84.508554",2000,"",NA,NA,NA,NA
"Park Ave (off Pennyrile Pkwy)",NA,"Madisonville","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found","37.315333","-87.487811",2000,"",NA,NA,NA,NA
"707/433-4231 full brkfst, elegany Victorian country inn",NA,"Healdsburg","CA","(GF),(F),(SW),(NS),(WC)","Accommodations","Found","38.604551","-122.886592",2000,"",NA,NA,NA,NA
"in 'Douglas Dunes' resort  616/857-1401 5pm-10pm, till 11pm Fri-Sat, Sun brunch, clsd Tue-Wed",NA,"Saugatuck","MI","(MW)","Restaurants","Found","42.638002","-86.21064",2000,"Resort's address is 333 Blue Star Hwy, Douglas",NA,NA,NA,NA
"VI National Park  340/776-6240, 800/392-9004 rustic cottages & studios, environmentally aware resort ",NA,"St. John","VI","(GF)","Accommodations","Found","18.356865","-64.748609",2000,"",NA,NA,NA,NA
"btwn 6th & 8th ",NA,"Rapid City","SD","Cruisy Area,(AYOR)","Cruisy Areas","Found","44.080278","-103.22753",2000,"",NA,NA,NA,NA
"nr downtown  hustlers",NA,"Bridgeport","CT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.198022","-73.201272",2000,"",NA,NA,NA,NA
"btwn 2nd & 7th  ",NA,"Clovis","NM","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","34.416092","-103.20532",2000,"",NA,NA,NA,NA
"around City Hall ",NA,"Peterborough","NH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","42.877723","-71.951061",2000,"",NA,NA,NA,NA
"",NA,"Elkhart","IN","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.681208","-85.965625",2000,"",NA,NA,NA,NA
"Portland  800/533-9595 vacation info",NA,"","ME","","Info Lines & Services","General Coordinates Used","45.253783","-69.445469",2000,"Statewide",NA,NA,NA,NA
"Orono  207/990-5839 weekly rental cabins",NA,"Bangor","ME","(MW)","Accommodations","Found","45.365264","-67.924151",2000,"",NA,NA,NA,NA
"207/583-6980 (summer), 207/782-2275 (winter) cottages, campsites",NA,"Sebago Lake","ME","(GF)","Accommodations","General Coordinates Used","44.110348","-70.679229",2000,"",NA,NA,NA,NA
"941/330-0888 ",NA,"Tampa","FL","","Publications","General Coordinates Used","27.950575","-82.457178",2000,"",NA,NA,NA,NA
"941/330-0888",NA,"St. Petersburg","FL","","Publications","General Coordinates Used","27.767601","-82.640291",2000,"",NA,NA,NA,NA
"941/330-0888",NA,"Sarasota","FL","","Publications","General Coordinates Used","27.336465","-82.531012",2000,"",NA,NA,NA,NA
"Pilani Hwy south to Wailea, right at Wailea Ike Dr, left on Wailea Alanui Dr to public beach, then take trail up hill at end of beach ",NA,"Makena, Maui","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found","20.631622","-156.444792",2000,"",NA,NA,NA,NA
"808/822-0878 HIV service agency of Kauai ",NA,"Kauai","HI","","Info Lines & Services","General Coordinates Used","22.09644","-159.526124",2000,"",NA,NA,NA,NA
"212/535-3914 gay men's group for nonsexual nudism ",NA,"New York City","NY","","Info Lines & Services","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"Manatee Ave (off Palma Sola Bay) on right after crossing the the first bridge towards Anna Maria Island ",NA,"Bradenton","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","27.495797","-82.660553",2000,"",NA,NA,NA,NA
"212/724-3691 ",NA,"New York City","NY","","Publications","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"831/425-5422 ",NA,"Santa Cruz","CA","","Publications","General Coordinates Used","36.974117","-122.030796",2000,"",NA,NA,NA,NA
"",NA,"Spokane","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found","47.63942","-117.409397",2000,"",NA,NA,NA,NA
"507/389-5131 ",NA,"Mankato","MN","","Info Lines & Services","Found","44.145116","-93.99699",2000,"",NA,NA,NA,NA
"612/338-4700 Whatever your fetish! FIND it FREE! Use FREE code 6113.",NA,"","MN","","Men's Services","General Coordinates Used","46.729553","-94.6859",2000,"",NA,NA,NA,NA
"212/714-9888 Fetish fantasies? Turn them into reality, INSTANTLY! 18+. Use FREE code 2100.",NA,"New York City","NY","","Men's Services","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"207/622-2708, 800/622-2708 historic Victorian farmhouse",NA,"Augusta","ME","(GS),(BW),(NS),(WC),(GO)","Accommodations","Found","44.287815","-69.837181",2000,"",NA,NA,NA,NA
"Rte 22A South Fair Haven 802/265-8039, 800/253-7729 romantic, historic register 1843 Greek revival B&B w/beautiful antiques ",NA,"Rutland","VT","(GF)","Accommodations","General Coordinates Used","43.606772","-73.278989",2000,"",NA,NA,NA,NA
"downtown ",NA,"Sunbury","PA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","40.859606","-76.785824",2000,"",NA,NA,NA,NA
"west section at Holman & State ",NA,"Gary","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","41.620781","-87.263387 ",2000,"",NA,NA,NA,NA
"508/693-9223 ",NA,"Martha's Vineyard","MA","(MW),(WC),(GO)","Restaurants","General Coordinates Used","41.380498","-70.645473",2000,"",NA,NA,NA,NA
"Martin Luther King Jr. Historic District  (at Auburn Ave) 404/524-1956 includes King's birth home, the church where he preached in the 60s & his gravesite ",NA,"Atlanta","GA","","Entertainment & Recreation","Found","33.756674","-84.37318",2000,"",NA,NA,NA,NA
"Rte 1 & Post Rd (off 1A) 401/322-0444 5pm-close, clsd Mon-Tue, Italian",NA,"Westerly","RI","","Restaurants","Found","41.350828","-71.785388",2000,"",NA,NA,NA,NA
"on Old Cutler Rd  (S od Kendall Dr)",NA,"Miami","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found","25.679228","-80.256602",2000,"",NA,NA,NA,NA
"5 miles S of I-80 at Rte 178/Utica exit river area",NA,"Ottawa","IL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.318434","-89.022178",2000,"",NA,NA,NA,NA
"808/242-4900",NA,"Maui","HI","","Info Lines & Services","General Coordinates Used","20.798363","-156.331925",2000,"",NA,NA,NA,NA
"888/424-5550 religious or non-religious commitment ceremonies in secluded Maui locations",NA,"Maui","HI","","Info Lines & Services","General Coordinates Used","20.798363","-156.331925",2000,"",NA,NA,NA,NA
"808/290-9501 [IGLTA]",NA,"Maui","HI","","Info Lines & Services","General Coordinates Used","20.798363","-156.331925",2000,"[IGLT] not an amenity feature; it means ""International Gay Lesbian Travel Association""ia",NA,NA,NA,NA
"808/572-9555, 800/367-5221 condo reservation service",NA,"Makawao, Maui","HI","","Accommodations","General Coordinates Used","20.853869","-156.310337",2000,"",NA,NA,NA,NA
"808/875-0625, 800/851-0543 lessons for beginners, cowards & non-swimmers, 'surf-aris' for advanced",NA,"Lahaina, Maui","HI","","Entertainment & Recreation","General Coordinates Used","20.878333","-156.6825",2000,"",NA,NA,NA,NA
"summers",NA,"New Castle","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.953376","-80.169922",2000,"",NA,NA,NA,NA
"W side of Orange St Bridge ",NA,"Missoula","MT","Cruisy Area,(AYOR)","Cruisy Areas","Found","45.834923","-113.462562",2000,"",NA,NA,NA,NA
"on Broadway  (past the Muncie Mall) ",NA,"Muncie","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.20106","-85.376674",2000,"",NA,NA,NA,NA
"",NA,"Boone","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found","42.040979","-93.887169",2000,"",NA,NA,NA,NA
"",NA,"Lubbock","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found","33.595618","-101.838073",2000,"",NA,NA,NA,NA
"N side ",NA,"Enid","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found","36.37557","-97.893556",2000,"",NA,NA,NA,NA
"trail btwn Cherry Grove & W end of Pines ",NA,"Fire Island","NY","Cruisy Area,(AYOR)","Cruisy Areas","Found","40.661658","-73.080575",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men, waiting to meet you! Free to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Albany","NY","","Men's Services","General Coordinates Used","42.652579","-73.756232",2000,"",NA,NA,NA,NA
"505/268-1111 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Albuquerque","NM","","Men's Services","General Coordinates Used","35.075459","-106.564133",2000,"",NA,NA,NA,NA
"714/703-9900 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Anaheim","CA","","Men's Services","General Coordinates Used","33.836593","-117.914301",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Anchorage","AK","","Men's Services","General Coordinates Used","61.218923","-149.850373",2000,"",NA,NA,NA,NA
"404/244-7000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Atlanta","GA","","Men's Services","General Coordinates Used","33.748995","-84.387982",2000,"",NA,NA,NA,NA
"512/480-8400 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Austin","TX","","Men's Services","General Coordinates Used","30.267153","-97.743061",2000,"",NA,NA,NA,NA
"410/468-4000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Baltimore","MD","","Men's Services","General Coordinates Used","39.290385","-76.612189",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Birmingham","AL","","Men's Services","General Coordinates Used","33.38376","-87.122124 ",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Boise","ID","","Men's Services","General Coordinates Used","43.615019","-116.202314",2000,"",NA,NA,NA,NA
"617/423-6666 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Boston","MA","","Men's Services","General Coordinates Used","42.360083","-71.05888",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Bridgeport","CT","","Men's Services","General Coordinates Used","41.198022","-73.201272",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Buffalo","NY","","Men's Services","General Coordinates Used","42.886447","-78.878369",2000,"",NA,NA,NA,NA
"775/888-9995 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Carson City","NV","","Men's Services","General Coordinates Used","39.163798","-119.767403",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Charleston","WV","","Men's Services","General Coordinates Used","38.34982","-81.632623",2000,"",NA,NA,NA,NA
"704/556-0006 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Charlotte","NC","","Men's Services","General Coordinates Used","35.227087","-80.843127",2000,"",NA,NA,NA,NA
"312/726-MEGA 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Chicago","IL","","Men's Services","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"619/295-7766 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Chula Vista","CA","","Men's Services","General Coordinates Used","32.640054","-117.084195",2000,"",NA,NA,NA,NA
"513/821-4500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Cincinnati ","OH","","Men's Services","General Coordinates Used","39.103118","-84.51202",2000,"",NA,NA,NA,NA
"216/654-2000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Cleveland","OH","","Men's Services","General Coordinates Used","40.798947","-81.378447",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Columbia","SC","","Men's Services","General Coordinates Used","34.00071","-81.034814",2000,"",NA,NA,NA,NA
"614/888-7777 100% LOCAL! Hot local men waiting to meet you@ FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Columbus","OH","","Men's Services","General Coordinates Used","39.961176","-82.998794",2000,"",NA,NA,NA,NA
"972/705-9500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Dallas","TX","","Men's Services","General Coordinates Used","32.776664","-96.796988",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Dayton","OH","","Men's Services","General Coordinates Used","39.758948","-84.191607",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Daytona Beach","FL","","Men's Services","General Coordinates Used","29.210815","-81.022833",2000,"",NA,NA,NA,NA
"303/433-6789 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Denver","CO","","Men's Services","General Coordinates Used","39.747363","-105.108354",2000,"",NA,NA,NA,NA
"515/267-0900 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Des Moines","IA","","Men's Services","General Coordinates Used","41.586835","-93.624959",2000,"",NA,NA,NA,NA
"313/962-5000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Detroit","MI","","Men's Services","General Coordinates Used","42.331427","-83.045754 ",2000,"",NA,NA,NA,NA
"915/541-8888 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"El Paso","TX","","Men's Services","General Coordinates Used","31.761878","-106.485022",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Fargo","ND","","Men's Services","General Coordinates Used","46.901696","-96.787519",2000,"",NA,NA,NA,NA
"954/497-7070 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Fort Lauderdale","FL","","Men's Services","General Coordinates Used","26.151619","-80.119214",2000,"",NA,NA,NA,NA
"941/337-3100 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Fort Myers","FL","","Men's Services","General Coordinates Used","26.640628","-81.872308",2000,"",NA,NA,NA,NA
"817/282-2500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Fort Worth","TX","","Men's Services","General Coordinates Used","32.755488","-97.330766",2000,"",NA,NA,NA,NA
"559/650-5700 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Fresno","CA","","Men's Services","General Coordinates Used","36.737798","-119.787125",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Grand Rapids","MI","","Men's Services","General Coordinates Used","42.96336","-85.668086",2000,"",NA,NA,NA,NA
"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100",NA,"Greenville","SC","","Men's Services","General Coordinates Used","34.852618","-82.39401",2000,"",NA,NA,NA,NA
"860/242-3600 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Hartford","CT","","Men's Services","General Coordinates Used","41.763964","-72.667475",2000,"",NA,NA,NA,NA
"808/599-6999 100& LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Honolulu, Oahu","HI","","Men's Services","General Coordinates Used","21.309885","-157.85814",2000,"",NA,NA,NA,NA
"713/225-5500 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100.",NA,"Houston","TX","","Men's Services","General Coordinates Used","29.760427","-95.369803",2000,"",NA,NA,NA,NA
"317/322-9000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 1100. ",NA,"Indianapolis","IN","","Men's Services","General Coordinates Used","39.768403","-86.158068",2000,"",NA,NA,NA,NA
