"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Vieux Carre","Found","anywhere & everywhere, especially Bourbon St. betw. Toulouse & Ursulines","",29.958443,-90.064411,"New Orleans","LA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Crisis Line ","General Coordinates Used","(504) 947-GAYS","",29.951066,-90.071532,"New Orleans","LA","","Hotlines",1983,"checked","",NA,NA
"Impact","General Coordinates Used"," (Publication) ","P.O. Box 52079, New Orleans, LA 70152",29.951066,-90.071532,"New Orleans","LA","","Publications",1983,"checked","",NA,NA
"'Rest Stop'","Found","","I-20 E.",32.531825,-92.473759,"Ruston","LA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Court House ","Found","T-Room","",32.514239,-93.747761,"Shreveport","LA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","Caddo Courthouse on Texas Street: https://www.shreveport-bossier.org/listing/caddo-parish-courthouse/1682/ ",NA,NA
"Fannin","Found"," betw. Edwards & Marshall","",32.510375,-93.746259,"Shreveport","LA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","in Minden","1-20 E. ",32.615428,-93.286835,"Shreveport","LA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","Augusta (Northbound) - also woods in back","I-95",44.310624,-69.77949,"Augusta","ME","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","at Sidney (Southbound)","I-95",44.310624,-69.77949,"Augusta","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Vicinity of Sleepers Clothing Store","Found","","",44.829992,-68.748712,"Bangor","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","Northbound at Carmel","Jan-95",44.801613,-68.771226,"Bangor","ME","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","Southbound at Herman &","Jan-95",44.801613,-68.771226,"Bangor","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","betw. Bath & Brunswick (S.)","US 1",43.914016,-69.966996,"Brunswick","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","Rt. 3",44.389369,-69.302651,"Liberty","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ogunquit Beach","Found","","",43.25592,-70.59172,"Ogunquit","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"The Inn at Two Village Square","Found","Tel: (207) 646-5779","P.O. Box 864, Ogonquit 03907",43.248697,-70.600812,"Ogunquit","ME","(H),(*)","Hotel",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","US 1 - S.",43.246835,-70.598622,"Ogunquit","ME","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","I-95",43.246835,-70.598622,"Ogunquit","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Anabel's","General Coordinates Used","(Nights)(Cruisy) ","US Hwy. 1",43.246835,-70.598622,"Ogunquit","ME","(*),(R),(YC),(D)","Restaurant,Bars/Clubs,Cruising Areas",1983,"checked","",NA,NA
"Old Orchard Beach","Found","(AYOR - Cops harrassing)","",43.515122,-70.374117,"Old Orchard Beach","ME","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Eastland Hotel Downstairs","Found","T-Room","",43.654916,-70.264009,"Portland","ME","Cruisy Area","Cruising Areas,Hotel",1983,"checked","",NA,NA
"State Theatre II","Found","","",43.653982,-70.263684,"Portland","ME","Cruisy Area","Cruising Areas,Theatre",1983,"checked","",NA,NA
"The Oaks","Found","off Park Ave.","",43.656371,-70.272969,"Portland","ME","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Blue Boy Books","General Coordinates Used","","",43.659099,-70.256819,"Portland","ME","Cruisy Area","Cruising Areas,Book Store",1983,"checked","",NA,NA
"Pleasant St. ","General Coordinates Used","","('P' St.)",43.653321,-70.259993,"Portland","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","Rte. 3",44.394979,-69.570923,"South Chino","ME","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Maryland Inn","Found","","Church Circle & Main",38.978339,-76.492334,"Annapolis","MD","(M),(R),(Hip),(YC)","Restaurant",1983,"checked","",NA,NA
"Dignity ","Found","(Church) ","Mt. Royal & Lafayette",39.308557,-76.621818,"Baltimore","MD","","Religious Institution",1983,"checked","",NA,NA
"Harbor Place","Found","","",39.286212,-76.610966,"Baltimore","MD","Cruisy Area","Cruising Areas",1983,"checked","Probably refers to the mall: https://www.harborplace.com/",NA,NA
"M.C.C.","Found"," at 27th","St. Paul St.",39.309151,-76.627035,"Baltimore","MD","(MCC)","Religious Institution",1983,"checked","",NA,NA
"Open House","Found","","29th & Howard",39.323093,-76.620074,"Baltimore","MD","(M),(R),(C),(AH)","Restaurant",1983,"checked","",NA,NA
"Patterson Park","Found","(Sure suicide)","Eastern Ave.",39.286191,-76.579999,"Baltimore","MD","Cruisy Area,(RT)","Cruising Areas",1983,"checked","",NA,NA
"Wyman Park","Found","nr. Baltimore A rt Museum","",39.33087,-76.627553,"Baltimore","MD","Cruisy Area,(RT),(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Bullet Baltimore","General Coordinates Used","(See Silver Bullet)","",39.290385,-76.612189,"Baltimore","MD","(*)","Bars/Clubs",1983,"checked","",NA,NA
"Friendly Models","General Coordinates Used","(301) 366-7644","",39.290385,-76.612189,"Baltimore","MD","","Escort Service",1983,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(7:30-11pm ) (301) 837-8888","",39.290385,-76.612189,"Baltimore","MD","","Hotlines",1983,"checked","",NA,NA
"Mt. Vernon Square","General Coordinates Used","'Meat Rack'","",39.299319,-76.613833,"Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"The Gay Paper","General Coordinates Used","(Publication)","P.O. Box 74, Baltimore, M D 21203",39.290385,-76.612189,"Baltimore","MD","","Publications",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","& woods behind (Known locally as 'Ruth Ann's') ","1-95 Northbound",39.111219,-76.932475,"Burtonsville","MD","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"U. of Md.","Found","(T-Rooms) (Library & Armory)","",38.985946,-76.944957,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. ","Found","(T-Rooms) (Cole Field House)","",38.988615,-76.945354,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. ","Found","(T-Rooms) (Chemistry Bldg.)","",38.98993,-76.940117,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. ","Found","(T-Rooms) (Student Union Bldg.)","",38.986918,-76.942554,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. - Chemistry Building ","Found","(T-Rooms) (Chemistry Bldg.)","",38.98993,-76.940117,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. - Cole Field House ","Found","(T-Rooms) (Cole Field House)","",38.988615,-76.945354,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. - Library ","Found","(T-Rooms) (Library & Armory)","",38.985946,-76.944957,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Md. - Student Union Building ","Found","(T-Rooms) (Student Union Bldg.)","",38.986918,-76.942554,"College Park","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"The Bistro","Found","","N . Centre St.",39.656698,-78.767249,"Cumberland","MD","(M)","Bars/Clubs",1983,"checked","",NA,NA
"Union St. ","General Coordinates Used","nr. Holiday Inn","",39.652865,-78.762518,"Cumberland","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Greenbelt Park","Found","","",38.995757,-76.895521,"Greenbelt","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Deer Park Lodge","Found","(Disco)(Some L)(Looks promising) 5 mi. E. Exit 32","I-70",39.553701,-77.615977,"Hagerstown","MD","(D),(L),(R)","Bars/Clubs,Restaurant",1983,"checked","",NA,NA
"B.J.'s On the Water","Found","","75th & Bay",38.395557,-75.064719,"Ocean City","MD","(M)","Bars/Clubs",1983,"checked","",NA,NA
"White Flint Mall","Found","","",39.041796,-77.107365,"Rockville","MD","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Mass.","Found","(Old Library) Downstairs T-room","",41.944544,-71.285608,"Amherst","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'  ","Found","nr. jet. 28","Rte. 125",41.944544,-71.285608,"Attleboro","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stops'","Found","at Attleboro","1-95 N",41.944544,-71.285608,"Attleboro","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stops'","Found","Southbound at N. at Attleboro","1-95 N",41.944544,-71.285608,"Attleboro","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'L' St. Beach ","Found","","",42.328987,-71.035301,"Boston","MA","Cruisy Area,(OC)","Cruising Areas",1983,"checked","",NA,NA
"Back Bay Fens","Found","","",42.34348,-71.094564,"Boston","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Blue Hills","Found"," (Milton)","",42.215952,-71.067605,"Boston","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Boston U. ","Found"," (T-Rooms) (School of Mgmt.)","",42.349641,-71.099644,"Boston","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Chucks Sub Shop","Found","(Next to Sporters)","",42.358118,-71.125694,"Boston","MA","(M),(R),(AH)","Restaurant",1983,"checked","If the location was next to Sporters, then this is its whereabouts: https://ncph.org/history-at-work/make-queerness-relevant-again/",NA,NA
"Elbow Room","Found","('interesting' neighborhood bar)","Clarendon & Chandler",42.346396,-71.073106,"Boston","MA","","Bars/Clubs",1983,"checked","",NA,NA
"Nantasket Beach","Found","(Very M)","",42.291766,-70.87449,"Boston","MA","(M),Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Revere Beach","Found","","",42.420226,-70.985881,"Boston","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Rustler's","Found","(See Uncle Charlie's)","Berkeley & Chandler",42.346984,-71.070945,"Boston","MA","","Bars/Clubs",1983,"checked","",NA,NA
"State Theatre ","Found","balcony","",42.352575,-71.06298,"Boston","MA","Cruisy Area","Cruising Areas,Theatre",1983,"checked","",NA,NA
"Storrow Drive","Found"," The Esplanade","",42.355619,-71.078888,"Boston","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Uncle Charlie's 'Rustlers'","Found","(Some W, SM )(WE*) Diplomat Hotel,","Berkeley & Chandler",42.346984,-71.070945,"Boston","MA","(W),(SM),(WE),(*)","Bars/Clubs,Hotel",1983,"checked","",NA,NA
"Gay Hotline","General Coordinates Used","(617) 426-9371","",42.360083,-71.05888,"Boston","MA","","Hotlines",1983,"checked","",NA,NA
"Harvard U.","Found","(T-Rooms) (Science Center)","",42.376431,-71.116918,"Cambridge","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Harvard U. ","Found","(T-Rooms) (Harvard Sq. Theatre)","",42.372753,-71.115489,"Cambridge","MA","Cruisy Area","Cruising Areas,Theatre",1983,"checked","",NA,NA
"Harvard U. ","Found","(T-Rooms) (Basement)","",42.372753,-71.115489,"Cambridge","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bird Sanctuary","General Coordinates Used","nr. Mt. Auburn Hospital","",42.373616,-71.109733,"Cambridge","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"City Hall","Found","T-Room (Downstairs) ","",42.582242,-71.801357,"Fitchburg","MA","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Holyoke House","Found","Basement T-Room","",42.204461,-72.602703,"Holyoke","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Mountain Park","Found","T-Room","",42.243702,-72.631479,"Holyoke","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Crane's Beach","Found","1/2 mi. to the right","",42.685461,-70.756247,"Ipswich","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sears Town Mall","Found","T-Room","",42.529646,-71.741193,"Leominster","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"T-Room ","General Coordinates Used","behind K Jewelers ","",42.525091,-71.759794,"Leominster","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stops'","General Coordinates Used","(nr. Chelmsford) (N. Chelmsford)","I-495 & Rte. 3",42.633425,-71.316172,"Lowell","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","S. on Rte. 3",42.087995,-70.744678,"Marshfield-Pembroke","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Beachwalk ","General Coordinates Used","betw. Steamship dock & SeaView Bar - (Oak Bluffs)","",41.380498,-70.645473,"Martha's Vineyard","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"The Compound","General Coordinates Used","(Reservations essential)(617) 693-0648","P.O. Box 149, West Tisbury, M A 02575",41.380498,-70.645473,"Martha's Vineyard","MA","(H)","Hotel",1983,"checked","",NA,NA
"Titticut Follies Guest House","General Coordinates Used","","P.O. Box 389 Oak Bluffs, Mass. 02557",41.380498,-70.645473,"Martha's Vineyard","MA","(H)","Hotel",1983,"checked","",NA,NA
"Swimming Hole ","General Coordinates Used","at Milford Quarries - opp. Rte. 495 Exit","",42.139858,-71.516305,"Milford","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Blue Hills ","Found","Wampatuck Rd.","",42.214182,-71.093998,"Milton","MA","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Dunes ","General Coordinates Used","west of Surfside","",41.28347,-70.099451,"Nantucket","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Main St. Mall","General Coordinates Used","","",41.636215,-70.934205,"New Bedford","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","Hwy. 91",42.32509,-72.641201,"Northampton","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Berkshire Comm. College","Found","'T-Room'","",42.457745,-73.314339,"Pittsfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Jimmy's","Found","","W . Housatonic St.",42.444152,-73.260733,"Pittsfield","MA","(M)","Bars/Clubs",1983,"checked","",NA,NA
"Park Square ","Found","Old Town Hall & Church steps","",42.448672,-73.252944,"Pittsfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Durham Mall","General Coordinates Used","'T-Room'","",42.450085,-73.245382,"Pittsfield","MA","Cruisy Area","Cruising Areas",1983,"checked","Could this be ""Dunham"" Mall?: https://downtownpittsfield.com/2018/04/dunham-mall-residences-20-dunham-mall-pittsfield-ma-01201/ ",NA,NA
"'B.A.' beach","Found",""," N . Truro",42.064946,-70.111248,"Provincetown","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Back Room","Found","(Disco)(Some L, M )(See Crown & Anchor)","",42.050051,-70.187383,"Provincetown","MA","(*),(Hip),(YC),(D),(L),(M)","Bars/Clubs",1983,"checked","",NA,NA
"Back Street Bar","Found","(Disco) Gifford House Bradford ","Carver",42.049547,-70.190297,"Provincetown","MA","(R),(D),(*)","Restaurant,Bars/Clubs",1983,"checked","",NA,NA
"Beach & bushes","Found"," behind 'Boatslip' & vicinity (AYOR-sure suicide, dozens of arrests)","",42.046798,-70.190006,"Provincetown","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Chamelion","Found","(Free adm. to Back Street with dinners) Gifford House","Bradford & Carver",42.049547,-70.190297,"Provincetown","MA","(R),(*)","Restaurant",1983,"checked","",NA,NA
"Gifford House","Found","Bradford at Carver","",42.049547,-70.190297,"Provincetown","MA","(M),(H)","Hotel",1983,"checked","",NA,NA
"Herring Cove Beach","Found","","",42.047881,-70.220304,"Provincetown","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Metro Cafe","Found","","Commercial St.",42.051048,-70.187674,"Provincetown","MA","(M),(R)","Restaurant",1983,"checked","Along with the Metro Cinema, there was the Metro Cafe: http://cinematreasures.org/theaters/58873/photos/261168",NA,NA
"Moors Motel","Found","","Bradford St. Ext.",42.038446,-70.198441,"Provincetown","MA","(M),(H)","Hotel",1983,"checked","",NA,NA
"Plain & Fancy","Found","(Downstairs) ","Commercial St.",42.048664,-70.188871,"Provincetown","MA","(M),(R),(*)","Restaurant",1983,"checked","",NA,NA
"Provincetown Inn","Found","1 mi. W .","Commercial",42.037252,-70.195854,"Provincetown","MA","(M),(H)","Hotel",1983,"checked","",NA,NA
"Town Hall Square","Found","(late nights*)","",42.051254,-70.187581,"Provincetown","MA","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Vorelli's","Found","","Commercial St.",42.049977,-70.188464,"Provincetown","MA","(M),(R)","Restaurant",1983,"checked","",NA,NA
"Weathering Heights","Found","(Bar & R) ","Shank Painter Rd.",42.051232,-70.195766,"Provincetown","MA","(R)","Bars/Clubs,Restaurant",1983,"checked","Address found here: https://buildingprovincetown.wordpress.com/2010/01/02/68-shank-painter-road-1/",NA,NA
"East End Beach & bushes","General Coordinates Used","behind the Bull Pen","",42.058441,-70.178642,"Provincetown","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Natch!","General Coordinates Used","","Commercial St. ",42.054714,-70.184601,"Provincetown","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Town Beach ","General Coordinates Used","E. & W . ends - late at night","",42.058441,-70.178642,"Provincetown","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","E & W (AYOR)","Rte. I-95",41.808434,-71.336997,"Seekonk","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Area around the Post Office","Found","","",42.103738,-72.592921,"Springfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bay State West","Found","Mezzanine T-Room","",42.101942,-72.590914,"Springfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Forest Park ","Found","King Phillip Stockade","",42.072369,-72.584116,"Springfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Springfield Bus Terminal","Found","","",42.106419,-72.593763,"Springfield","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","betw. Northampton & Holyoke (Mass arrests)","I-91 S.",42.101483,-72.589811,"Springfield","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Downtown Mall","General Coordinates Used","T-Room","",42.101483,-72.589811,"Springfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Liberty Street","General Coordinates Used","","",42.101483,-72.589811,"Springfield","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Red Lion Inn","Found","(Downstairs)","Rte. 7",42.281582,-73.312008,"Stockbridge","MA","(M)","Bars/Clubs",1983,"checked","",NA,NA
"Spot Pond","Found","Turn off"," Rte. 28 ",42.457241,-71.095831,"Stoneham","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","Rte. 1-95 E ",41.748162,-71.189562,"Swansea","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","Rte. 1-95 W",41.748162,-71.189562,"Swansea","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Di Rocco's Cabaret","General Coordinates Used","(Disco)(Some L )(WE*)(Rte. 3A) nr. New Hampshire State Line","Frost Rd.",42.699363,-71.419956,"Tyngsboro","MA","(YC),(D),(S),(L),(WE),(*)","Bars/Clubs",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","","Rte. 146",42.077243,-71.630253,"Uxbridge","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Black Knight","General Coordinates Used","","Rte. 9",42.259846,-72.239857,"Ware","MA","(M),(R),(WE)","Restaurant",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","N. on Rte. 3",42.218072,-70.941036,"Weymouth","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Purple Pub","Found","(Some L)","Bank St.",42.71044,-73.204875,"Williamstown","MA","(M),(YC),(L)","Bars/Clubs",1983,"checked","",NA,NA
"Williams Inn","General Coordinates Used","(Disco -WE) ","Main St.",42.71202,-73.20369,"Williamstown","MA","(M),(R),(H),(WE)","Restaurant,Bars/Clubs",1983,"checked","",NA,NA
"The Block ","Found","around Public Library","",42.260282,-71.800037,"Worcester","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on 140 (Upton)","",42.262593,-71.802293,"Worcester","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","(Uxbridge)","146 S.",42.262593,-71.802293,"Worcester","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Portland St.","General Coordinates Used","T-Room, nr. Sterling Jet.","Rte. 12",42.262593,-71.802293,"Worcester","MA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Worcester Center","General Coordinates Used","Basement T-Room ","",42.262593,-71.802293,"Worcester","MA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Gay Hotline, Inc.","General Coordinates Used","(517) 263-1585","",41.897547,-84.037166,"Adrian","MI","","Hotlines",1983,"checked","",NA,NA
"Dexter 'Rest Stop'","Found","S. side ","1-94 W.",42.33837,-83.888555,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Michigan ","Found","(T-Rooms) (Student Union)","",42.275127,-83.741547,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Michigan ","Found","(T-Rooms) (Mason Hall)","",42.277088,-83.739412,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","Northbound at 31 mile marker","U.S. 23 ",42.280826,-83.743038,"Ann Arbor","MI","(*),Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","just S. of 1-94","Hwy. 23",42.280826,-83.743038,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Hotline ","General Coordinates Used","(313) 662-1977","",42.280826,-83.743038,"Ann Arbor","MI","","Hotlines",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","in Vet Park - 3 mi. S.","River Rd.",43.594468,-83.888865,"Bay City","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","Westbound","Jan-94",42.204762,-83.485213,"Belleville","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ferris St. College","Found","(Basement T-Rooms) (Maselink Commons)","",43.68991,-85.47849,"Big Rapids","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ferris St. College ","Found","(Basement T-Rooms) (Student Union)","",43.683962,-85.485249,"Big Rapids","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","8 mi. N .","US 131",43.698078,-85.483656,"Big Rapids","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"County Park","General Coordinates Used","T-Room - 5 mi. N .","Old U.S. 27",43.81947,-84.768628,"Clare","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Palmer Park","Found","'Chicken' Fountain, Duck Pond and Foot Paths","",42.423952,-83.113954,"Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"River Rouge Park","Found","","",42.310105,-83.236059,"Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Todd's Sway Lounge","Found","","",42.434325,-83.021619,"Detroit","MI","(*),(YC)","Bars/Clubs",1983,"checked","Address found here: https://detroitpunkarchive.com/venues/todds/",NA,NA
"Westland Shopping Center","Found","(Westland)","",42.340679,-83.389153,"Detroit","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Dignity Detroit","General Coordinates Used","","P.O. Box 32874, Detroit, MI 48232",42.331427,-83.045754,"Detroit","MI","","Religious Institution",1983,"checked","",NA,NA
"M.O.H.R. ","General Coordinates Used","(Gay Info Line) (313) 863-7255","",42.331427,-83.045754,"Detroit","MI","","Hotlines",1983,"checked","",NA,NA
"Six Mile 'Hustlers'","General Coordinates Used","hitch-hiking on Woodward betw. 6 & 7 Mile Roads","",42.41943,-83.027302,"Detroit","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Douglas Dunes","General Coordinates Used","(Resort)(Disco - D - WE) Blue Star Mem. Hwy. (616) 857-1401","P.O. Box 365, Douglas, MI 49406",42.643358,-86.200593,"Douglas","MI","(*),(H),(R),(D),(WE)","Restaurant,Bars/Clubs,Hotel",1983,"checked","City in address is different from listed city",NA,NA
"Velvet Touch Book Store","Found","at M t. Morris Rd.","I-75",43.119418,-83.761804,"Flint","MI","Cruisy Area","Cruising Areas,Book Store",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used"," (West)","I-69",43.012527,-83.687456,"Flint","MI","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","Both N & S.","I-75",43.012527,-83.687456,"Flint","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Veteran's Memorial Park","Found","opp. Y.M.C.A.","",42.963807,-85.666473,"Grand Rapids","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Adult Book Stores","General Coordinates Used","","",42.96336,-85.668086,"Grand Rapids","MI","Cruisy Area","Cruising Areas,Book Store",1983,"checked","",NA,NA
"Bunkhouse North","General Coordinates Used","(Lounge, Sauna, Campsites, etc.) ","P.O. Box 181, Interlochen, MI 49643",44.645374,-85.767608,"Interlochen","MI","(P)","Bars/Clubs",1983,"checked","",NA,NA
"Bronson Park","Found","","",42.290181,-85.586875,"Kalamazoo","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","4 mi. W.","I-94",42.291707,-85.587229,"Kalamazoo","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"M.S.U. Student Union Bldg. ","Found","T-Room (Upper floor)","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","1 mi. N.","Hwy 27",42.732535,-84.555535,"Lansing","MI","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
