"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2003,"Found",37.988298,-84.427286,"Richmond Rd (3 miles W of Lexington) take 3 rights inside park to sunbathing area","","Lexington","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",38.040584,-84.503716,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5051","","Lexington","KY","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.040584,-84.503716,"859/254-3800 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Lexington","KY","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.040584,-84.503716,"502/636-0935 (news) 502/772-7570 (advertising) statewide lgbt newspaper ","","Lexington","KY","","Publications","",NA,NA,NA,NA
2003,"Found",38.035518,-84.490924,"E High St","","Lexington","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/327-4099 ","","Louisville","KY","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/454-7613 counseling 6pm-10pm, 24hr hotline, AA referrals","","Louisville","KY","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/561-6666 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Louisville","KY","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/584-8080 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Louisville","KY","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/636-0935 (news), 502/772-7570 (advertising) statewide lgbt newspaper","","Louisville","KY","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",38.252665,-85.758456,"502/899-3551 lgbt resource guide","","Louisville","KY","","Publications","",NA,NA,NA,NA
2003,"Found",37.303874,-87.478969,"","","Madisonville","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.315333,-87.487811,"Park Ave (off Perryrile Pkwy) go W thru 3 traffic lights, go left & drive 1 mile","","Madisonville","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.117778,-83.535705,"","","Morehead","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",39.092394,-84.50237,"on Newport Levee","","Newport","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.771907,-87.111168,"1st St","","Owensboro","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",37.856106,-85.955938,"","","Radcliff","KY","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
2003,"Found",36.915212,-84.516126,"S Hwy 27 Daniel Boone Nat'l Forest","","Somerset","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.092022,-84.604108,"606/678-5814 call Linda for info","","Somerset","KY","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",37.092022,-84.604108,"S Hwy 27","","Somerset","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",37.464547,-85.89356,"270/369-8171 ","","Upton","KY","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",30.519078,-91.520862,"504/522-8049 lgbt newspaper","","","LA","","Publications","(statewide)",NA,NA,NA,NA
2003,"General Coordinates Used",30.519078,-91.520862,"404/876-1819 weekly lgbt newspaper for AL, FL (panhandle), GA, LA MS, TN w/ resource listings","","","LA","","Publications","(statewide) ",NA,NA,NA,NA
2003,"General Coordinates Used",30.519078,-91.520862,"727/526-0585 bi-weekly magazine for gay men","","","LA","","Publications","(statewide)",NA,NA,NA,NA
2003,"General Coordinates Used",30.451468,-91.187147,"225/343-8800 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Baton Rouge","LA","","Men's Services","",NA,NA,NA,NA
2003,"Found",30.206572,-92.020024,"","","Lafayette","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.525213,-92.128063,"","","Monroe","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.509311,-92.119301,"","","Monroe","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"504/522-8049 lgbt newspaper","","New Orleans","LA","","Publications","",NA,NA,NA,NA
2003,"Found",29.879073,-90.09842,"","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.954712,-90.069155,"also adjacent area","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.954712,-90.069155,"504/524-7260 1-bdrm apts","","New Orleans","LA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",29.954712,-90.069155,"504/523-1246, 800/523-9091","","New Orleans","LA","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"888/644-6787 guided 2-1/2-hr tours of New Orleans' most famous haunts, including Anne Rice's home","","New Orleans","LA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"800/537-5408 1-bdrm apts in French Quarter","","New Orleans","LA","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",29.967577,-90.065864,"Esplanade & Marais Sts 504/832-4131, 800/826-9718 x11 1-& 2-bdrm apts","","New Orleans","LA","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"504/753-3939 Local Live Chat& Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","New Orleans","LA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"very interesting","","New Orleans","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"10/305-2984, 800/899-7359 French Quarter rentals, hot tub","","New Orleans","LA","(GS),(SW),(NS),(WC),(GO)","Accommodations","scan cut off part of number",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"404/876-1819 weekly lgbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings","","New Orleans","LA","","Publications","",NA,NA,NA,NA
2003,"Found",29.953711,-90.069772,"Canal St (btwn Bourbon & Royal Sts) 504/827-7802 (RTA#) it's not named Desire, but you should still ride it Blanche, if you want to see the Garden District","","New Orleans","LA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",29.951066,-90.071532,"504/523-0330 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","New Orleans","LA","","Men's Services","",NA,NA,NA,NA
2003,"Found",32.4447,-93.702327,"E King's Hwy (at 3132)","","Shreveport","LA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",45.253783,-69.445469,"617/426-8246 New England's lgbt newspaper","","","ME","","Publications","(statewide)",NA,NA,NA,NA
2003,"Found",44.100437,-70.224674,"at Great Falls Plaza","","Auburn","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",44.287815,-69.837181,"207/622-2708, 800/622-2708 historic Victorian farm house, full brkfst, swimming pond","","Augusta","ME","(GS),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",44.313609,-69.773972,"E side of the Memorial Bridge (off Western Ave)","","Augusta","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",44.822211,-68.796526,"along river bank","","Bangor","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",44.387612,-68.203912,"Town Hill Rd (1 mile from Hulls Cove) follow trail to the 'Ledges'","","Bar Harbor","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",44.426893,-68.365578,"Mt Desert Island","","Bar Harbor","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",46.504759,-67.868627,"207/429-8787 artist-owned cottage","","Blaine","ME","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.874648,-69.649678,"Barter's Island Rd (at Sawyer's Island Rd) 207/633-7474 1810 sea captiain's home, full brkfst","","Boothbay","ME","(GS),(SW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",44.401606,-67.972269,"Crowley Island Rd (Rte 195), Corea Harbor 207/963-2689, 877/963-2689 full brkfst, restored farmhouse, on harbor, also cottages","","Corea Harbor","ME","(GS),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.857007,-70.10312,"207/865-3535 open May-Oct","","Freeport","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",44.529136,-68.253746,"207/422-3395 open Jun-Oct, 6pm-9pm, clsd Sun-Mon","","Hancock","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.361733,-70.476727,"by the bridge 207/967-5050 lunch & dinner May-Dec, lunch only Jan-April, full bar","","Kennebunckport","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.116947,-70.755272,"Rte 236 N (1 mile from traffic circle) Eliot 207/439-6285","","Kittery","ME","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",43.083422,-70.70783,"Chauncey Creek Rd (off 103), Kittery Point 207/439-1030 open May-Oct, 11am-8pm","","Kittery Point","ME","(BYOB)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",44.28222,-69.00814,"Rte 1, Lincolnville Beach 207/789-5600 dinner, Sun brunch, clsd Mon, full bar","","Lincolnville Beach","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",44.28222,-69.00814,"Rte 1, Lincolnville Beach 207/789-5550 11am-8pm May-Sept, full bar","","Lincolnville Beach","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.96445,-70.635826,"Rte 302, 207/693-3333 open April-Jan, 4pm-9pm, till 10pm Sat, full bar","","Naples","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.246835,-70.598622,"207/646-4804, 800/311-4345 B&B, renovated farmhouse","","Ogunquit","ME","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.248343,-70.621817,"Berrick Rd (18 miles W of Center) 207/361-1100 open April-Dec, 6pm-9pm, clsd Mon","","Ogunquit","ME","(*)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.246835,-70.598622,"207/641-2637 rental units w/ kitchens","","Ogunquit","ME","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.227743,-70.627953,"Agamenticus  Rd (2 miles W of Rte 1) 207/646-2272 dinner, clsd Mon, seafood, also piano bar","","Ogunquit","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",43.246835,-70.598622,"207/646-8686 18th-century farmhouse, full brkfst, overlooks Ogunquit River, also cottage","","Ogunquit","ME","(GS),(NS)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.248925,-70.599825,"Village Square (corner of Beach St & Rte 1) 207/646-4118 April-Oct 6:30am-11pm","","Ogunquit","ME","","Cafes","",NA,NA,NA,NA
2003,"Found",43.248744,-70.599418,"Ogunquit Square 207/646-3976, 207/646-4005 seasonal, 4pm-1am, from 11:30am wknds","","Ogunquit","ME","(GS),(F),(P)","Bars","",NA,NA,NA,NA
2003,"General Coordinates Used",43.246835,-70.598622,"617/426-8246 New England's lgbt newspaper","","Ogunquit","ME","","Publications","",NA,NA,NA,NA
2003,"Found",43.250196,-70.60099,"Berwick Rd 207/646-6666, 800/851-6837 hot tubn","","Ogunquit","ME","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.25592,-70.59172,"200 yd N of beach entrance","","Ogunquit","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",43.246835,-70.598622,"PO Box 1 788 03907 207/646-5050 mostly lesbian clientele, gay men welcome, effeciencies & B&B hot tub","","Ogunquit","ME","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.252919,-70.601331,"17 Glen Ave 207/646-2967 clsd Jan-Feb, Victorian B&B, also cottages","","Ogunquit","ME","(*),(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",43.659099,-70.256819,"207/775-6601 800/286-6601 weekly alternative newspaper","","Portland","ME","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",43.659099,-70.256819,"Portland Public Market 207/228-2057","","Portland","ME","","Restaurants","",NA,NA,NA,NA
2003,"Found",43.666627,-70.241164,"at the foot of the street on the Eastern Promenade","","Portland","ME","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",43.659099,-70.256819,"207/828-0000 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Portland","ME","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",43.901563,-70.468437,"Rte 85, off 302, Raymond 207/655-7841 dinner & Sun brunch, clsd Mon-Tue, wknds only in off-season, cont'l","","Raymond","ME","","Restaurants","",NA,NA,NA,NA
2003,"Found",44.139792,-70.699507,"207/583-6980 (summer), 207/782-2275 (winter), on lake , cottages, campsites","","Sebago Lake","ME","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.355745,-71.964051,"School St, Stonington 207/367-2442 open April-Oct, 11am-8pm","","Stonington","ME","","Restaurants","",NA,NA,NA,NA
2003,"Found",43.959833,-69.208255,"Harts Neck Road 207/372-6353, 617/876-2897 (off-season) cabins & campsites, near Penobscot Bay","","Tenants Harbor","ME","(GF)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.965786,-69.208295,"207/372-6366 clsd Dec-April, full brkfst, rooms & apts, also restaurants","","Tenants Harbor","ME","(GF),(F)","Accommodations","",NA,NA,NA,NA
2003,"Found",43.134106,-70.638061,"Rte 1A 207/363-5119 lunch Mon-Fri, dinner, Th-Sat, Sun brunch, also the 'Cellar Pub', also lodging","","York Harbor","ME","","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",39.290385,-76.612189,"410/663-1922 ","","Baltimore","MD","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",39.323076,-76.653692,"W side of town (near Park Cir)","","Baltimore","MD","(MR-AF),(YC),(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",39.290385,-76.612189,"410/837-7748 lgbt newspaper","","Baltimore","MD","","Publications","",NA,NA,NA,NA
2003,"Found",39.33238,-76.578992,"Lake Montebello Terr (at Harford Rd) in the woods","","Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",39.290385,-76.612189,"410/468-4000 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Baltimore","MD","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",39.290385,-76.612189,"410/653-6900 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Baltimore","MD","","Men's Services","",NA,NA,NA,NA
2003,"Found",39.324393,-76.618727,"Charles St (btwn 29th & 33rd) hustlers on the sidewalk, cruising on the Wyman Park Dr side","","Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",39.325462,-77.703127,"Rte 340 S from Frederick (last left before Potomac River bridge) go 1.5 miles cross RR tracks","","Frederick","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",39.464613,-77.497616,"W of Frederick (off I-70) go to the summit, turn left","","Frederick","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.995757,-76.895521,"","","Greenbelt","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",39.62896,-77.72937,"","","Hagerstown","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",39.119235,-77.124809,"N of Rte 28 (off Avery Rd)","","Rockville","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",38.360076,-75.583372,"near the Wicomico Civic Center (off Rte 50) zoo & baseball diamond area","","Salisbury","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.407211,-71.382437,"617/426-8246 New England's lgbt newspaper","","","MA","","Publications","(statewide)",NA,NA,NA,NA
2003,"Found",42.423327,-72.107397,"978/355-6444, 800/378-7373 also restaurant & full bar","","Barre","MA","(GF),(F),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/471-8454, 800/484-6401x1676 full brkfst, near Boston, Euro-American B&B","","Boston","MA","(MW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/266-6670 lgbt newspaper","","Boston","MA","","Publications","",NA,NA,NA,NA
2003,"Found",42.355159,-71.063359,"start at the Visitor Information Center in Boston Common (at Tremont & West Sts), the most famous cow pasture & oldest public park in the US & follow the red line to some of Boston's most famous sites","","Boston","MA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/297-9001 6pm-11pm, 5pm-10pm wknds","","Boston","MA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/426-8246 New England's lgbt newspaper","","Boston","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"978/934-9931 previewed hotels, inns & guest houses for Boston, Provincetown, Salem, Martha's Vineyard, West Hollywood, Santa Monica, Malibu & Palm Springs","","Boston","MA","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/423-6666 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Boston","MA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"across foot bridge at bridge at end of Dartmouth St go to the right","","Boston","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"near the 'Ramrod' bar","","Boston","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.360083,-71.05888,"617/542-4214 'New England's foremost presenter of lgbt theater','Out on the Edge' festival in Sept","","Boston","MA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",42.109822,-71.044154,"","","Brockton","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.754306,-70.133395,"exit 9 before Suicide Alley (n on 6-A, then right on to Sea St) conservation area","","Dennis","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.385658,-71.149308,"Rte 134 (at Fresh Pond) ","","Dennis","MA","","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.794682,-70.016505,"off to the right ","","Dennis","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.5873,-72.605091,"Rte 2, Mohawk Trail, Charlemont 413/339-5796 restaurant, full bar","","Greenfield","MA","(GF),(E),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",41.652737,-70.273179,"Cape Code Hospital (at Whitcomb Pavilion) 508/775-7060 6pm Sun","","Hyannis","MA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",41.634502,-70.278523,"end of Ocean St behind parking lot","","Hyannis","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.685461,-70.756247,"1/2 mile to the right","","Ipswich","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.70824,-71.159983,"near Haverhill St","","Lawrence","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.648632,-71.3181,"","","Lowell","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.45843,-70.934771,"Red Rock to Swampscott line nights","","Lynn","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.380498,-70.645473,"508/693-0253 also boat charters","","Martha's Vineyard","MA","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.380498,-70.645473,"Beach St Extension #21 508/693-9223 7am-9pm","","Martha's Vineyard","MA","(WC)","Restaurants","",NA,NA,NA,NA
2003,"Found",42.214182,-71.093998,"Wampatuck Rd trails & parking lot","","Milton","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",41.28347,-70.099451,"","","Nantucket","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.52568,-70.990377,"South Darthmouth go left out of parking lot to end of beach","","New Bedford","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.511215,-71.08282,"Westport cruising in the dunes to the right of the main gate","","New Bedford","MA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",42.32509,-72.641201,"617/426-8246 New England's lgbt newspaper","","Northampton","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.440885,-72.799954,"860/233-8334 covers, CT, RI, & MA","","Northampton","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.440885,-72.799954,"next to the Connecticut River (dirt roads) not far from I-9 rest areas","","Northampton","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.317323,-72.633044,"Main St summer nights","","Northampton","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.447745,-73.251564,"Pittsfield","","Pittsfield","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.463562,-73.274023,"on Onota Lake","","Pittsfield","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","","Accommodations","",NA,NA,NA,NA
2003,"Found",42.050177,-70.187998,"in Whalers Wharf  508/487-4474 10am-11pm (in summer), call for off-season hrs, lgbt gifts","","Provincetown","MA","","Retail Shops","",NA,NA,NA,NA
2003,"Found",42.047881,-70.220304,"","","Provincetown","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054407,-70.184986,"617/426-8246 New England's lgbt newspaper","","Provincetown","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054407,-70.184986,"in the 'Crown & Anchor' accommodations 508/487-1430 seasonal, 10:30pm-1am","","Provincetown","MA","(*),(MW),(D),(S)","Nightclubs","",NA,NA,NA,NA
2003,"General Coordinates Used",42.050573,-70.183473,"508/487-7400  newspaper","","Provincetown","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"508/487-2313, 800/637-8696","","Provincetown","MA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"508/487-1000  seasonal, Provincetown's oldest weekly magazine","","Provincetown","MA","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"nude beach, 1.5 miles S of Race Point Beach ","","Provincetown","MA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",42.046852,-70.189972,"behind 'Boatslip Beach Club'  late","","Provincetown","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"508/487-1956, 800/475-1833 seasonal, rooms & apts, decks","","Provincetown","MA","(MW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"North Truro 508/487-1329 cottage w/ ocean view, summers only","","Provincetown","MA","(GS),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.054714,-70.184601,"","","Provincetown","MA","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",41.780491,-70.535438,"508/888-9278 ","","Sagamore","MA","(MO),(21+),(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",41.768882,-70.561455,"Jarvis St (off 6-A, exit 1) nights","","Sandwich","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.667999,-70.474995,"Rte 130 to Cotuit Rd (toward Mashpee for 3.5 miles) trails along the lake","","Sandwich","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",41.739552,-70.378635,"","","Sandwich","MA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",42.490669,-71.015334,"Godfried's Plaza Rte 1 N 781/231-2993 10am-11pm, lgbt & large adult video selection","","Saugus","MA","","Retail Shops","",NA,NA,NA,NA
2003,"Found",42.073114,-73.348294,"Rannapo Rd, 413/229-8481 full brkfst","","Sheffield","MA","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",42.101483,-72.589811,"413/731-5403","","Springfield","MA","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",42.36095,-71.5567,"Rte I-93 exit 33 (off Rte 28) top of the hills","","Stoneham","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.37093,-71.182832,"near VFW Hall along Charles River","","Watertown","MA","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",42.280826,-83.743038,"734/763-4186  occasional dances during school","","Ann Arbor","MI","(MW),(YC)","Nightclubs","",NA,NA,NA,NA
2003,"General Coordinates Used",42.280826,-83.743038,"734/482-5700","","Ann Arbor","MI","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",42.331427,-83.045754,"248/615-7003, 888/615-7003  statewide lgbt weekly","","Detroit","MI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.331427,-83.045754,"248/545-9040  statewide gay entertainment listings","","Detroit","MI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.331427,-83.045754,"313/962-5000  Local Live Chat & Voice Personals! Hot Local Men are waiting to meet you. Free to Record, Browse & Respond to voice ads. Use code 5051","","Detroit","MI","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",42.331427,-83.045754,"248/543-3500  covers IN, IL, MI, OH,PA, WI, & Ontario, Canada","","Detroit","MI","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",42.331427,-83.045754,"313/962-7070  The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Detroit","MI","","Men's Services","",NA,NA,NA,NA
