"status","description","streetaddress","city","amenityfeatures","type","Year","notes","title","state","unclear_address","full.address","lon","lat","geoAddress"
"General City Coordinates Used","(Many G) (WE*)","Rte. 3A, 1/10th of a mile from DiRocco's","Tyngsboro","(G),(D),(WE),(*)","Bars/Clubs",1979,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Many G) (WE*)","Rte. 3A, 1/10th of a mile from DiRocco's","Tyngsboro","(G),(D),(WE),(*)","Bars/Clubs",1978,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Rte. 9","Ware","(M),(R),(WE)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Rte. 9","Ware","(M),(R),(WE)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Disco WE)","Main St.","Williamstown","(M),(H),(R),(WE)","Hotels,Restaurant",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Weymouth","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","T-Room on Rte. 2 nr Sterling lot.","","Worcester","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Worcester","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Worcester","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Worcester","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Basement T-Room","","Worcester","Cruisy Area","Cruising Areas,Organizations",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Basement T-Room","","Worcester","Cruisy Area","Cruising Areas,Organizations",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Basement T-Room","","Worcester","Cruisy Area","Cruising Areas,Organizations",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (Wed. night*) (Mountain Farms Mall (Hadley)","","Amherst","(M),(YC),(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (Wed. night*) (Mountain Farms Mall (Hadley)","","Amherst","(M),(YC),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","Herter Hall-Basement T-room","","Amherst","Cruisy Area","Cruising Areas,Organizations",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(baths) For info. call 523-2361","","Southboro","(P),(D)","Baths",1975,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Rt. 1 Exit 12 on Sunfold St.","Byfield","","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Off Meadow St., Willamansett","","Chicopee","","",1774,"sounds like a bar or hotel",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Inquire locally)","","Salem","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Inquire locally)","","Salem","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Inquire locally)","","Salem","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Inquire locally)","","Salem","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Inquire locally","","Glouchester","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Inquire locally","","Glouchester","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Inquire locally","","Glouchester","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","Inquire locally","","Glouchester","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(semi-private inquire locally)","","Portsmouth","(D)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA,NA
