ID,title,description,streetaddress,city,state,amenityfeatures,type,notes,dateadded,lastmodified,Year,full.address,lon,lat,geoAddress,Status
237,Cove,,586 Worchester Dr. N.E.,Atlanta,GA,(D) - Dancing,Bars/Clubs,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"586 Worchester Dr. N.E., Atlanta, GA",-84.368002,33.79113,"586 worchester dr ne, atlanta, ga 30306, usa",Google Verified Location
267,Home Plate,(next to Mrs. P's),564 Ponce de Leon N.E.,Atlanta,GA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,NA,11/7/2019 5:54pm,11/10/2019 2:21pm,1977,"564 Ponce de Leon N.E., Atlanta, GA",-84.3682167,33.7739788,"564 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
363,Annex,(Disco) (Should be a winner),563 Ponce de Leon,Atlanta,GA,"(PT) - Pool Table,(D) - Dancing","Bars/Clubs,Restaurant",,9/15/2019 11:16am,9/22/2019 8:46pm,1980,"563 Ponce de Leon, Atlanta, GA",-84.3683963,33.7734516,"563 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
311,Home plate,(Beer & wine) Also C - AH - WE),567 Ponce de Leon Ave. N.E.,Atlanta,GA,"(M) - Mixed - Some Straights,""(G) - Girls/Ms, but seldom exclusively"",""(C) - Coffee, soft drinks, juices and snacks"",(AH) - After Hours,(WE) - Weekends",Restaurant,,12/4/2019 6:52am,12/18/2019 12:36pm,1978,"567 Ponce de Leon Ave. N.E., Atlanta, GA",-84.3684698,33.773142,"567 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
330,Tower Lounge,,735 Forest Rd. N.E.,Atlanta,GA,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(PT) - Pool Table,(*) - Very popular",Bars/Clubs,,12/4/2019 6:56am,12/18/2019 1:18pm,1978,"735 Forest Rd. N.E., Atlanta, GA",-84.368543,33.879595,"735 pine forest rd ne, sandy springs, ga 30342, usa",Google Verified Location
402,Tower Lounge,,735 Forest Rd. N.E.,Atlanta,GA,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(D) - Dancing,(PT) - Pool Table",Bars/Clubs,,9/22/2019 8:35pm,9/30/2019 3:49pm,1980,"735 Forest Rd. N.E., Atlanta, GA",-84.368543,33.879595,"735 pine forest rd ne, sandy springs, ga 30342, usa",Google Verified Location
339,Tower Lounge,,735 Forest Rd. N.E.,Atlanta,GA,"""(G) - Girls/Ms, but seldom exclusively"",(D) - Dancing,(PT) - Pool Table",Bars/Clubs,,10/24/2019 12:22pm,10/28/2019 10:06am,1979,"735 Forest Rd. N.E., Atlanta, GA",-84.368543,33.879595,"735 pine forest rd ne, sandy springs, ga 30342, usa",Google Verified Location
135,Joy Lounge,,557 Ponce de Leon N.E.,Atlanta,GA,"(M) - Mixed Crowds,(HIP) - Heads frequent,""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,NA,9/12/2019 7:12am,10/28/2019 9:27am,1972,"557 Ponce de Leon N.E., Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
121,Joy Lounge,,557 Ponce de Leon,Atlanta,GA,"""(G) - Girls, but rarely exclusively"",(D) - Dancing,(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,8/30/2019 9:35am,8/30/2019 9:50am,1971,"557 Ponce de Leon, Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
82,Joy Lounge,,557 Ponce de Leon,Atlanta,GA,,Bars/Clubs,NA,8/18/2019 10:23pm,9/7/2019 11:23am,1968,"557 Ponce de Leon, Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
109,Joy Lounge,,557 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,NA,9/4/2019 3:58pm,9/7/2019 1:47pm,1970,"557 Ponce de Leon, Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
95,Joy Lounge,,557 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,NA,8/13/2019 11:41am,8/13/2019 12:04pm,1969,"557 Ponce de Leon, Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
197,Joy Lounge,,557 Ponce de Leon N.E.,Atlanta,GA,"(M) - Mixed Crowds,(HIP) - Heads frequent,""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,NA,9/25/2019 8:21am,10/28/2019 9:41am,1973,"557 Ponce de Leon N.E., Atlanta, GA",-84.3686613,33.7733705,"557 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
133,Gene & Gabe's,(popular Sundays),1578 Piedmont Ave. N.E.,Atlanta,GA,(BYOB) - Bring your own bottle,Restaurant,NA,9/12/2019 7:12am,10/28/2019 9:15am,1972,"1578 Piedmont Ave. N.E., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
120,Gene & Gabe's,(popular SUndays),1578 Piedmont Ave.,Atlanta,GA,(BYOB) - Bring your own bottle,Restaurant,,8/30/2019 9:35am,8/30/2019 9:48am,1971,"1578 Piedmont Ave., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
137,Mrs. P's,Ponce de Leon Hotel,551 Ponce de Leon N.E.,Atlanta,GA,(*) - Very popular,"Hotels,Bars/Clubs",NA,9/12/2019 7:12am,10/28/2019 9:18am,1972,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
124,Mrs. P's,Ponce De Leon Hotel,551 Pince de Leon,Atlanta,GA,"(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Hotels,Bars/Clubs",,8/30/2019 9:35am,8/30/2019 9:49am,1971,"551 Pince de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
195,Gene & Gabe's,(popular Sundays - BYOB),1578 Piedmont Ave. N.E.,Atlanta,GA,(BYOB) - Bring your own bottle,Restaurant,NA,9/25/2019 8:21am,12/18/2019 12:27pm,1973,"1578 Piedmont Ave. N.E., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
252,Ponce de Leon Hotel,,551 Ponce de Leon N.E.,Atlanta,GA,"(M) - Mixed or partially straight,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:14pm,11/8/2019 1:41pm,1976,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
248,Mrs. P's,,551 Ponce de Leon N.E.,Atlanta,GA,"(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
323,Ponce de Leon Hotel,,551 Ponce de Leon Ave. N.E.,Atlanta,GA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,12/4/2019 6:56am,12/16/2019 1:16pm,1978,"551 Ponce de Leon Ave. N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
283,Ponce de Leon,,551 Ponce de Leon N.E.,Atlanta,GA,"(M) - Mixed or partially straight,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,12/17/2019 9:52am,12/17/2019 9:52am,1975,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
111,Mrs. P's,Ponce de Leon Hotel,551 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs,Hotels",NA,9/4/2019 3:58pm,12/7/2019 2:02pm,1970,"551 Ponce de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
290,Gene & Gabe's,,1578 Piedmont Ave. N.E.,Atlanta,GA,"(M) - Mixed or partially straight,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,,12/17/2019 9:52am,12/17/2019 9:52am,1975,"1578 Piedmont Ave. N.E., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
155,Mrs P's,(casual dress ok),551 Ponce de Leon NE,Atlanta,GA,(*) - Very popular,Bars/Clubs,NA,8/12/2019 8:30am,9/7/2019 11:22am,1966,"551 Ponce de Leon NE, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
243,Gene & Gabe's,,1578 Piedmont Ave N.E.,Atlanta,GA,"(M) - Mixed or partially straight,(PE) - Pretty elegant - often or tie",Restaurant,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"1578 Piedmont Ave N.E., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
280,Ponce de Leon Hotel,,551 Ponce de Leon N.E.,Atlanta,GA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 6:03pm,11/10/2019 1:55pm,1977,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
201,Gene & Gabes,,1578 Piedmont Ave. N.E.,Atlanta,GA,"(PE) - Pretty elegant - jacket & tie may be required,(BYOB) - Bring your own bottle",Restaurant,,9/4/2019 9:50am,9/4/2019 10:49am,1974,"1578 Piedmont Ave. N.E., Atlanta, GA",-84.3688679,33.7976719,"1578 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
329,P's,(Levi cruise bar),551 Ponce de Leon Ave. N.E.,Atlanta,GA,"(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Cruising Areas",,10/24/2019 12:17pm,12/18/2019 3:29pm,1979,"551 Ponce de Leon Ave. N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
391,P's,Ponce de Leon Hotel (Levi cruise bar),551 Ponce de Leon Ave. N.E.,Atlanta,GA,"(*) - Very popular,(W) - Western or coyboy types","Bars/Clubs,Cruising Areas,Hotels",,9/22/2019 8:35pm,12/18/2019 3:56pm,1980,"551 Ponce de Leon Ave. N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
56,Mrs P's,Ponce de Leon Hotel,551 Ponce de Leon NE,Atlanta,GA,(*) - Very popular,"Bars/Clubs,Hotels",NA,8/14/2019 12:23am,12/7/2019 4:58pm,1965,"551 Ponce de Leon NE, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
199,Mrs. P's,(nude go go boys when not closed temporarily by local police),551 Ponce de Leon N.E.,Atlanta,GA,(*) - Very popular,Bars/Clubs,NA,9/25/2019 8:23am,10/28/2019 9:41am,1973,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
318,Mrs. P's,(Atlanta's only levi & leather bar) Ponce de Leon Hotel,551 Ponce de Leon Ave. N.E.,Atlanta,GA,"(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Hotels",,12/4/2019 6:54am,12/18/2019 1:19pm,1978,"551 Ponce de Leon Ave. N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
98,Mrs.P's,Ponce De Leon Hotel,551 Ponce de Leon,Atlanta,GA,"(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs,Hotels",NA,8/13/2019 11:41am,12/7/2019 2:00pm,1969,"551 Ponce de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
274,Mrs. P's,Ponce de Leon Hotel,551 Ponce de Leon N.E.,Atlanta,GA,"(W) - Western or coyboy types,(*) - Very popular","Hotels,Bars/Clubs",NA,11/7/2019 5:54pm,11/10/2019 2:13pm,1977,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
83,Mrs P's,Ponce De Leon Hotel,551 Ponce de Leon,Atlanta,GA,(*) - Very popular,"Bars/Clubs,Hotels",NA,8/18/2019 10:23pm,9/7/2019 11:23am,1968,"551 Ponce de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
206,Mrs. P's,Ponce de Leon Hotel,551 Ponce de Leon N.E.,Atlanta,GA,(D) - Dancing,"Bars/Clubs,Hotels",,9/4/2019 9:50am,9/4/2019 10:49am,1974,"551 Ponce de Leon N.E., Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
240,Mrs. P's,Atlanta's oldest bar is now trying to feature (w) and (sm) on Tuesday nights.,Ponce de Leon Hotel 551 Ponce de Leon N.E.,Atlanta,GA,"(D) - Dancing,(W) - Western or coyboy types","Hotels,Bars/Clubs",double check,12/17/2019 9:52am,12/17/2019 9:52am,1975,"Ponce de Leon Hotel 551 Ponce de Leon N.E., Atlanta, GA",-84.3688938,33.7732555,"551 ponce de leon ave ne, atlanta, ga 30308, usa",Google Verified Location
2425,EL Matador ,Ansley Mall Shopping Center (Sunday buffet) ,Piedmont & Monroe Dr. ,Atlanta,GA,(OC) - Older/More Mature Crowd,Bars/Clubs,,,,1977,"Piedmont & Monroe Dr. , Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
1607,El Matador,(Ansley's Mall Shopping Center),Piedmont at Monroe,Atlanta,GA,(*) - Very popular,Bars/Clubs,,,,1973,"Piedmont at Monroe, Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
2550,El Matador,,Ansley Mall Shopping Center Piedmont at Monroe,Atlanta,GA,(*) - Very popular,Bars/Clubs,,,,1975,"Ansley Mall Shopping Center Piedmont at Monroe, Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
2696,El Matador,(Sat. buffet) Ansley Mall Shopping ,Piedmont & Monroe Dr. ,Atlanta,GA,,Bars/Clubs,,,,1978,"Piedmont & Monroe Dr. , Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
57,El Matador,Ansley Mall Shopping Center,,Atlanta,GA,,Bars/Clubs,,9/4/2019 11:50am,9/7/2019 1:18pm,1974,", Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
1986,El Matador,Ansley Mall Shopping Center ,Piedmont at Monroe St.,Atlanta,GA,(OC) - Older/More Mature Crowd,Bars/Clubs,,,,1976,"Piedmont at Monroe St., Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
3132,El Matador,(Sat. buffet) Ansley Mall Shopping Center,Piedmont & Monroe Dr.,Atlanta,GA,(*) - Very popular,Restaurant,,,,1980,"Piedmont & Monroe Dr., Atlanta, GA",-84.368977,33.797088,unclear_coded_by_hand,Verified Location
1319,"
  El Matador
  ",(Sat. buffet -  'looking up ') Ansley Mall Shopping Center,Piedmont & Monroe Dr. ,Atlanta,GA,,Bars/Clubs,,,,1979,"Piedmont & Monroe Dr. , Atlanta, GA",-84.368994,33.797064,unclear_coded_by_hand,Verified Location
134,International House of Pancakes,,1516 Piedmont Ave. N.E.,Atlanta,GA,(M) - Mixed Crowds,Restaurant,NA,9/12/2019 7:12am,10/28/2019 9:15am,1972,"1516 Piedmont Ave. N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
196,International House of Pancakes,,1516 Piedmont Ave. N.E.,Atlanta,GA,(M) - Mixed Crowds,Restaurant,NA,9/25/2019 8:21am,10/5/2019 1:02pm,1973,"1516 Piedmont Ave. N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
244,International House of Pancakes,,1516 Piedmont Ave N.E.,Atlanta,GA,"(M) - Mixed or partially straight,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"1516 Piedmont Ave N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
268,International House of Pancakes,,1516 Piedmont Avenue N.E.,Atlanta,GA,"(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,NA,11/7/2019 5:54pm,11/10/2019 2:13pm,1977,"1516 Piedmont Avenue N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
293,International House of Pancakes,,"1516 Piedmont Ave., N.E.",Atlanta,GA,(M) - Mixed or partially straight,Restaurant,,12/17/2019 9:52am,12/17/2019 9:52am,1975,"1516 Piedmont Ave., N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
202,International House of Pancakes,(at monroe) (BYOB on SUn.),1516 Piedmont Ave N.E.,Atlanta,GA,(M) - Mixed Crowds,Restaurant,,9/4/2019 9:50am,9/4/2019 10:49am,1974,"1516 Piedmont Ave N.E., Atlanta, GA",-84.3706169,33.796324,"1516 piedmont ave ne, atlanta, ga 30324, usa",Google Verified Location
247,M.C.C.,(Decatur),527 N. McDonough,Atlanta,GA,,Church,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"527 N. McDonough, Atlanta, GA",-84.3708077,33.7135772,"527 mcdonough blvd se, atlanta, ga 30315, usa",Google Verified Location
2548,M.C.C.,Decatur,527 N. McDonough St.,Atlanta,GA,,Church,,,,1975,"527 N. McDonough St., Atlanta, GA",-84.370808,33.713577,unclear_coded_by_hand,Verified Location
1169,Grant Park nr. Lookout Tower -  'chicken ',,,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1979,", Atlanta, GA",-84.371181,33.735629,unclear_coded_by_hand,Verified Location
2284,Grant Park-nr. Lookout Tower ,"( ""chicken "")",,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1977,", Atlanta, GA",-84.371181,33.735629,unclear_coded_by_hand,Verified Location
286,Union Station,"(Disco) ( ""Superbar "" of the year - 9 bars, stores, largest disco in the USA)",436 Armour,Atlanta,GA,"(YC) - Young and/or collegiate types,(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,NA,11/7/2019 6:03pm,11/10/2019 2:21pm,1977,"436 Armour, Atlanta, GA",-84.3729282,33.8124156,"436 armour dr ne, atlanta, ga 30324, usa",Google Verified Location
126,Blue Room,,86 Cain N.W.,Atlanta,GA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,NA,9/12/2019 7:12am,10/28/2019 9:27am,1972,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
114,Blue Room,,86 Cain N.W.,Atlanta,GA,"(*) - Very popular,(RT) - 'Raunchy Types' - usually downtow-type establishments  - can mean 'rent or commecial'",Bars/Clubs,,8/30/2019 9:35am,8/31/2019 12:02pm,1971,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
153,Blue Room,,86 Cain NW,Atlanta,GA,"(*) - Very popular,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,NA,8/12/2019 8:30am,9/7/2019 11:22am,1966,"86 Cain NW, Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
205,Mrs. B's Book Store,,32 Cain St.,Atlanta,GA,,Book Store,,9/4/2019 9:50am,9/4/2019 10:49am,1974,"32 Cain St., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
198,Mr. B's Book Store,,32 Cain St.,Atlanta,GA,,"Business,Book Store",NA,9/25/2019 8:21am,10/5/2019 1:14pm,1973,"32 Cain St., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
105,Blue Room,,86 Cain N.W.,Atlanta,GA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,NA,9/4/2019 3:58pm,9/7/2019 1:47pm,1970,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
186,Blue Room,,86 Cain N.W.,Atlanta,GA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,NA,9/25/2019 8:06am,10/28/2019 9:41am,1973,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
79,Blue Room,,86 Cain NW,Atlanta,GA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,NA,8/18/2019 10:23pm,9/7/2019 11:23am,1968,"86 Cain NW, Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
307,Blue Room,,86 Cain N.W.,Atlanta,GA,"(M) - Mixed - Some Straights,(OC) - Older/More Mature Crowd,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,10/24/2019 12:08pm,10/28/2019 10:06am,1979,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
223,Blue Room,,86 Cain N.W.,Atlanta,GA,"(B) - Blacks frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers"",(*) - Very popular",Bars/Clubs,,12/17/2019 9:52am,12/17/2019 9:52am,1975,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
93,Blue Room,,86 Cain NW,Atlanta,GA,"(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,NA,8/13/2019 9:16am,8/13/2019 12:04pm,1969,"86 Cain NW, Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
367,Blue Room,,86 Cain N.W.,Atlanta,GA,"(M) - Mixed Crowds - Some Straights,(OC) - Older/More Mature Crowd,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,9/22/2019 8:35pm,9/22/2019 8:48pm,1980,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
188,Blue Room,,86 Cain N.W.,Atlanta,GA,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular",Bars/Clubs,,9/4/2019 9:25am,9/4/2019 10:49am,1974,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
231,Blue Room,,86 Cain N.W.,Atlanta,GA,"(OC) - Older/More Mature Crowd,(B) - Blacks frequent,""(RT) - 'Raunchy types' - Hustlers, drags and other downtown type places - often hustlers""",Bars/Clubs,NA,11/7/2019 11:01am,11/8/2019 1:41pm,1976,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
296,Blue Room,,86 Cain N.W.,Atlanta,GA,"(M) - Mixed - Some Straights,(OC) - Older/More Mature Crowd,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,,12/4/2019 6:46am,12/18/2019 1:19pm,1978,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
256,Blue Room,,86 Cain N.W.,Atlanta,GA,"(OC) - Older/More Mature Crowd,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,NA,11/7/2019 5:42pm,11/10/2019 2:21pm,1977,"86 Cain N.W., Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa",Google Verified Location
1443,Piedmont Park,Parking lot area & nature trails ,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,,1972,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
3140,Piedmont Park,parking lot & nature trails,,Atlanta,GA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,,,,1980,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
1536,Piedmont Park - parking lot &  'nature trails ',,,Atlanta,GA,Cruisy Areas,Cruising Areas,,,,1973,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
2594,Piedmont Park,,parking lot & 'nature trails',Atlanta,GA,Cruisy Area,Cruising Areas,,,,1975,"parking lot & 'nature trails', Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
2288,"Piedmont Park - parking lot &  ""nature trails """,,,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1977,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
66,Piedmont Park,parking lot & nature trails,,Atlanta,GA,Cruisy Area,Cruising Areas,,9/5/2019 2:12pm,9/7/2019 1:18pm,1974,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
2835,Piedmont Park - parking lot & Nature Trails ,,,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1978,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
2061,Piedomt Park - parking lot and nature trails,,,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1976,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
1171,Piedmont Park parking lot & nature trails ,,,Atlanta,GA,Cruisy Area,Cruising Areas,,,,1979,", Atlanta, GA",-84.373803,33.785086,unclear_coded_by_hand,Verified Location
252,Ah Men Clothing Store,(Union Station Complex),436 Armour Circle,Atlanta,GA,,Bars/Clubs,NA,11/7/2019 5:42pm,11/10/2019 2:21pm,1977,"436 Armour Circle, Atlanta, GA",-84.3741961,33.8137981,"436 armour cir ne, atlanta, ga 30324, usa",Google Verified Location
119,European Health Club,,3001 N. Fulton Dr.,Atlanta,GA,(*) - Very popular,Bars/Clubs,,8/30/2019 9:35am,8/30/2019 9:50am,1971,"3001 N. Fulton Dr., Atlanta, GA",-84.3779022,33.8382282,"3001 n fulton dr ne, atlanta, ga 30305, usa",Google Verified Location
141,Red Dog Saloon,,3106 Peachtree Rd. N.E.,Atlanta,GA,"""(G) - Girls, but seldom exclusively"",(M) - Mixed Crowds",Bars/Clubs,NA,9/12/2019 7:12am,10/28/2019 9:27am,1972,"3106 Peachtree Rd. N.E., Atlanta, GA",-84.378769,33.8406089,"3106 peachtree rd ne, atlanta, ga 30305, usa",Google Verified Location
