ID,title,status,description,lat.lon,streetaddress,notes,city,state,amenityfeatures,type,dateadded,lastmodified,Year
327,Bradford Hotel Lounge,General City Coordinates Used,,"26.640628,-81.872308",,,Ft. Myers,FL,,"Bars/Clubs,Hotels",8/19/2019 12:23am,9/7/2019 1:23pm,1968
356,Bradford Hotel Lounge,General City Coordinates Used,,"26.640628,-81.872308",,,Ft. Myers,FL,(M),"Bars/Clubs,Hotels",8/13/2019 10:08am,9/7/2019 1:22pm,1966
1130,"
  City Park
  ",Found,,"26.635079,-81.86723 ",,,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1979
1131,"
  Jud Park 
  ",Found,,"26.672987,-81.8999",,,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1979
1470,Bradford Hotel Lounge,General City Coordinates Used,,"26.640628,-81.872308",Main St. ,,Ft. Myers,FL,(M),"Hotels,Bars/Clubs",,,1972
1677,Bradford Hotel Lounge,General City Coordinates Used,,"26.640628,-81.872308",Main St. ,,Ft. Myers,FL,(M),Bars/Clubs,,,1970
2172,Bradford Hotel Bar,General City Coordinates Used,,"26.640628,-81.872308",S. 1st St,,Ft. Myers,FL,(M),"Hotels,Bars/Clubs",,,1976
2622,Red Lion,Found,,"26.644557,-81.868525",1514 Jackson,,Ft. Myers,FL,"(D),(*)",Bars/Clubs,,,1975
2681,Waffle House,General City Coordinates Used,,"26.640628,-81.872308",S. 1st at Hanson,,Ft. Myers,FL,"(M),(C),(AH),(R)",Restaurant,,,1975
2633,Bradford Hotel Bar,General City Coordinates Used,,"26.640628,-81.872308",S. 1st St.,,Ft. Myers,FL,(M),"Bars/Clubs,Hotels",,,1975
3069,Bowman's 'B.A.' Beach -Sanibel Island,Found,,"26.443397,-82.111512",,,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1980
3070,City Park,Found,,"26.635079,-81.86723",,,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1980
3072,Sunset Park,Found,,"26.622007,-81.875702",,Neighborhood. Google Coordinates for general area.,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1980
3071,Jud Park,Found,," 26.672987,-81.8999",,,Ft. Myers,FL,Cruisy Area,Cruising Areas,,,1980
51,Palm Beach Mall,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
53,Riviera Beach,Found,,"26.775341,-80.058097",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
1159,Air Force ‘B.A.’ Beach ,General City Coordinates Used,," 26.705621,-80.03643",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1979
1315,Citadel,Found,"(Some G, B) (WE*)","26.763065,-80.055195",59th & Broadway ,,West Palm Beach,FL,"(YC),(D)",Bars/Clubs,,,1979
1059,Cloud Lake Adult Book Store ,Found,,"26.677007,-80.137281",1320 Southern Bl.,,West Palm Beach,FL,,Book Store,,,1979
1161,"US 1, betw. 25th & 36th Sts. ",Found,,"26.742009,-80.056853",,Location pinpointed at approx. Halfway between 25th and 36th,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1979
1160,Palm Beach Mall,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1979
2055,Palm Beach Mall,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1976
2054,Riviera Beach,Found,,"26.775341,-80.058097",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1976
2277,Riviera Beach ,Found,,"26.775341,-80.058097",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1977
2276,Palm Beach Mall ,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1977
2631,Turf West,Found,,"26.690675,-80.061524",823 Belvedere,,West Palm Beach,FL,"(YC),(D),(*)",Bars/Clubs,,,1975
2619,The Bar,Found,,"26.707431,-80.053361",700 or 800 block on S. Dixie Hwy.,Coordinates for 700 S. Dixie Hwy.,West Palm Beach,FL,(*),Bars/Clubs,,,1975
2661,Riviera Beach,Found,,"26.775341,-80.058097",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1975
2660,Palm Beach Mall,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1975
2822,Riviera Beach   ,Found,(Air Force ‘B.A.’) ,"26.775341,-80.058097",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1978
2823,Palm Beach mall   ,Found,,"26.725668,-80.086112",,,West Palm Beach,FL,Cruisy Area,Cruising Areas,,,1978
3125,Citadel,Found,"(Disco)(Some Ladies, Blacks)","26.763065,-80.055195",59th & Broadway,,West Palm Beach,FL,"(L),(D),(YC),(B),(W),(*)",Bars/Clubs,,,1980
44,Wayside park at foot of Bay Bridge (Hwy 89),Found,,"30.414781,-87.192238",,,Pensacola,FL,Cruisy Area,Cruising Areas,9/4/2019 10:26am,9/7/2019 1:18pm,1974
1311,Wayside Park at foot of Bay Bridge ,Found,(US 98),"30.414781,-87.192238",,,Pensacola,FL,"Cruisy Area,(AYOR)",Bars/Clubs,,,1979
1094,Bath House opp. Pensacola Beach T-Room,General City Coordinates Used,,"30.421309,-87.216915",,,Pensacola,FL,Cruisy Area,"Cruising Areas,Baths",,,1979
1497,Bill’s News Stand ,Found,San Carlos Hotel ,"30.413326,-87.216028",1 North Palafox Street,"See https://en.wikipedia.org/wiki/San_Carlos_Hotel_(Pensacola,_Florida)",Pensacola,FL,,"Hotels,Book Store",,,1973
1528,Wayside Park at foot of Bay Bridge,Found,(U.S. Hwy. 89),"30.414781,-87.192238",,,Pensacola,FL,Cruisy Areas,Cruising Areas,,,1973
2266,Wayside Park at foot of Bay Bridge ,Found,(U.S. Highway 89) ,"30.414781,-87.192238",,,Pensacola,FL,"Cruisy Area,(AYOR)",Cruising Areas,,,1977
2617,Yum Yum Tree Annex,Found,(Summers only),"30.421309,-87.216915",Villa de Luna - Penascola Beach,,Pensacola,FL,,Bars/Clubs,,,1975
2654,Wayside Park at foot of Bay Bridge,Found,(U.S. Hwy. 89),"30.414781,-87.192238",,,Pensacola,FL,Cruisy Area,Cruising Areas,,,1975
2997,Chat & Chew ,General City Coordinates Used,,"30.421309,-87.216915",So. Palafox nr. Main ,,Pensacola,FL,"(M),(R),(C),(AH)",Restaurant,,,1978
2811,Wayside Park at foot of Bay Bridge ,Found,(US Hwy. 98),"30.414781,-87.192238",,,Pensacola,FL,"Cruisy Area,(AYOR)",Cruising Areas,,,1978
3113,Wayside Park,Found,at foot of bay bridge (US 98),"30.414781,-87.192238",,,Pensacola,FL,"Cruisy Area,(AYOR)",Cruising Areas,,,1980
3112,Beach on Santa Rosa Island,General City Coordinates Used,3 miles east of Navarre Beach,"30.421309,-87.216915",,,Pensacola,FL,Cruisy Area,Cruising Areas,,,1980
3111,Bath House opposite Pensacola Beach T-Room,General City Coordinates Used,,"30.421309,-87.216915",,,Pensacola,FL,Cruisy Area,"Cruising Areas,Baths",,,1980
45,Skyway Birdge Park,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,9/4/2019 10:26am,9/7/2019 1:18pm,1974
1154,Skyway Bridge Park ,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1979
1152,Bayshore Dr. – from 2nd to Vinay Park ,Found,,"27.778733,-82.625794",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1979
1153,Maximo Park ,Found,," 27.710614,-82.681829",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1979
1529,Skyway Bridge Park,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Areas,Cruising Areas,,,1973
2048,Skyway Bridge Park,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1976
2418,Sherwood,Found,"(Some SM, W)","27.771277,-82.634017",At new bar in rear 7 North 1st Street,,St. Petersburg,FL,(*),Bars/Clubs,,,1977
2268,Bayshore Drive from 2nd to Vinay Park ,Found,,"27.778733,-82.625794",,,St. Petersburg,FL,"Cruisy Area,(HOT)",Cruising Areas,,,1977
2269,Skyway Bridge Park ,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1977
2216,Wedgewood Inn ,Found,"(New super complex has made a big impact on the whole area – includes H – apartments, 3 dining rooms, gym, game room, piano bar, & (YC) (Some G) (Disco) (D) ($2.00 minimum – WE) ","27.788792,-82.638133",1701 4th Street at 18th Avenue South  ,,St. Petersburg,FL,(*),"Hotels,Bars/Clubs",,,1977
2655,Skyway Bridge Park,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1975
2817,Skyway Bridge Park ,Found,,"27.681931,-82.677679",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1978
2816,Maximo Park ,Found,," 27.710614,-82.681829",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1978
2813,Bayshore Dr. - from 2nd to Vinay Park ,Found,,"27.778733,-82.625794",,,St. Petersburg,FL,Cruisy Area,Cruising Areas,,,1978
46,Sand Box,Found,,"27.328689,-82.533788",,,Sarasota,FL,"(YC),(S),(D),(R),(*)","Bars/Clubs,Restaurant",9/4/2019 11:25am,9/7/2019 1:18pm,1974
186,Cork n' Kettle,Found,,"27.296568,-82.530648",,,Sarasota,FL,,Bars/Clubs,8/30/2019 11:09am,9/7/2019 1:20pm,1971
252,Huricane,Found,,"27.335427,-82.543605",,,Sarasota,FL,(M),Bars/Clubs,8/13/2019 10:32am,9/7/2019 1:33pm,1969
334,Hurricane,Found,,"27.335427,-82.543605",,,Sarasota,FL,(M),Bars/Clubs,8/19/2019 12:23am,9/7/2019 1:31pm,1968
1312,Ryan’s Someplace Else South ,Found,(Disco) (Cruisy) ,"27.363716,-82.550075",3140 N. Tamiami Trail at 32nd St. ,,Sarasota,FL,"(*),(YC),(D)",Bars/Clubs,,,1979
1684,Huricane,Found,,"27.335427,-82.543605",Main & Palm,,Sarasota,FL,(M),Bars/Clubs,,,1970
1685,Sarabar,General City Coordinates Used,,"27.336435,-82.530653","Sarasota Hotel, Main St",,Sarasota,FL,"(M),(PE)",Bars/Clubs,,,1970
2814,No. Lido Beach,Found,,"27.311057,-82.577204",,Approximate,Sarasota,FL,Cruisy Area,Cruising Areas,,,1978
3114,Ryan's Someplace Else So.,Found,(Cruisy),"27.363716,-82.550075",3140 N. Tamiami Trail at 32nd St.,,Sarasota,FL,"(D),(*),(YC)","Bars/Clubs,Cruising Areas",,,1980
47,Elsewhere,Found,,"30.435536,-84.288418 ",,,Tallahassee,FL,"(YC),(*)",Bars/Clubs,9/4/2019 11:25am,9/7/2019 1:18pm,1974
253,Long Branch ,General City Coordinates Used,,"30.438256,-84.280733",,,Tallahassee,FL,,Bars/Clubs,8/13/2019 10:32am,9/7/2019 1:24pm,1969
333,Long Branch,General City Coordinates Used,,"30.438256,-84.280733",,,Tallahassee,FL,(*),Bars/Clubs,8/19/2019 12:23am,9/7/2019 1:23pm,1968
1313,Florida St. U. – Bellomy Bldg. basement ,Found, ,"30.443447,-84.295803 ",,,Tallahassee,FL,"Cruisy Area,(HOT)",Bars/Clubs,,,1979
1386,Red Bear Tavern,Found,,"30.443586,-84.280684",Call at Monroe,,Tallahassee,FL,(*),Bars/Clubs,,,1972
1603,Elsewehere,Found,,"30.435536,-84.288418 ",W. Gaines & Macomb,,Tallahassee,FL,"(YC),(*)",Bars/Clubs,,,1973
1654,Florida St. U. - 3rd floor Library T-Rooms,Found, ," 30.443011,-84.295051",,,Tallahassee,FL,"Cruisy Area,(HOT)",Bars/Clubs,,,1979
1655,Florida St. U. – Also Union Bldg. T -Room,Found, ,"30.444673,-84.297079",,,Tallahassee,FL,"Cruisy Area,(HOT)",Bars/Clubs,,,1979
1686,Long Beach Bar,General City Coordinates Used,,"30.438256,-84.280733",W. Tennessee St.,,Tallahassee,FL,,Bars/Clubs,,,1970
2049,Florida State U. - Union,Found,,"30.444673,-84.297079",,,Tallahassee,FL,Cruisy Area,Cruising Areas,,,1976
2270,Florida State University – Union Bldg. ,Found,,"30.444673,-84.297079",,,Tallahassee,FL,Cruisy Area,Cruising Areas,,,1977
2815,Florida State U. - Union Building T-Room,Found,,"30.444673,-84.297079",,,Tallahassee,FL,Cruisy Area,Cruising Areas,,,1978
3118,Tallahassee Mall T-Rooms,Found,(Weekday evenings),"30.4757,-84.290268",,For a history of the mall see: ,Tallahassee,FL,Cruisy Area,Cruising Areas,,,1980
3117,Rest Stop,General City Coordinates Used,10 miles nort of I-10 on US 319 ,"30.438256,-84.280733",,,Tallahassee,FL,"Cruisy Area,(OC)",Cruising Areas,,,1980
3115,Florida St. U.- Bellemy Bldg.,Found,"basement, 3rd floor Library","30.443447,-84.295803 ",,,Tallahassee,FL,Cruisy Area,Cruising Areas,,,1980
3116,Post Office T-Rooms,General City Coordinates Used,,"30.438256,-84.280733",,,Tallahassee,FL,"Cruisy Area,(*)",Cruising Areas,,,1980
52,Tampa Municipal Beach,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
49,Ballast Point,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
48,Tampa International Airport,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
50,Rallston Park - N. Tampa,General City Coordinates Used,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,9/4/2019 11:25am,9/7/2019 1:18pm,1974
254,Ohio,Found,,"27.950433,-82.460083",,,Tampa,FL,"(M),(RT)",Bars/Clubs,8/13/2019 10:32am,9/7/2019 1:33pm,1969
335,Ohio,Found,,"27.950433,-82.460083",,,Tampa,FL,"(M),(RT)",Bars/Clubs,8/19/2019 12:23am,9/7/2019 1:31pm,1968
359,Ohio,Found,,"27.950433,-82.460083",,,Tampa,FL,(M),Bars/Clubs,8/13/2019 10:22am,9/7/2019 1:30pm,1966
373,Ohio,Found,,"27.950433,-82.460083",,,Tampa,FL,(M),Bars/Clubs,8/13/2019 11:23pm,9/7/2019 1:30pm,1965
1158,Tampa Mun. Beach – Campbell Causeway ,Found,(T-Rooms are HOT)," 27.970749,-82.579284",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1979
1156,Marion St. – betw. Polk & Madison,Found,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1979
1157,Picnic Island – E. of Westshore Blvd. ,Found,,"27.853358,-82.54593",,approximate location.,Tampa,FL,Cruisy Area,Cruising Areas,,,1979
1155,Ballast Pt. ,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1979
1314,Ohio Bar ,Found,"(Some OC, ‘Hustlers’) (Good days) ","27.950433,-82.460083",202 Polk at Tampa,,Tampa,FL,(PT),Bars/Clubs,,,1979
1439,Tampa Municipal Beach,Found,on Campbell Causeway," 27.970749,-82.579284",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1972
1387,Ohio,Found,,"27.950433,-82.460083",Tampa at Polk,,Tampa,FL,"(M),(RT)",Bars/Clubs,,,1972
1438,Ralston Park,General City Coordinates Used,N. Tampa,"27.950575,-82.457178",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1972
1440,Twenty-Second St. Causeway around Seabreeze Restaurant,Found,,"27.929841,-82.428478",,approximate location,Tampa,FL,Cruisy Areas,Cruising Areas,,,1972
1530,Ballast Point,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1973
1580,Club Tampa Baths,General City Coordinates Used,"(Maybe opening late spring of ’72, depending upon ruling by local authorities – Inquire locally)","27.950575,-82.457178",,,Tampa,FL,,Baths,,,1973
1533,Tampa Mun. Beach – Campbell Causeway ,Found,," 27.970749,-82.579284",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1973
1604,Horney Bull,Found,(Thurs.-Sun. only – ‘tennie boppers),"27.888079,-82.481484",1000-A Florida Ave. ,,Tampa,FL,"(YC),(D),(S),(*)",Bars/Clubs,,,1973
1531,Ralston Park – N. Tampa,General City Coordinates Used,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1973
1532,Tampa International Airport,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Areas,Cruising Areas,,,1973
1687,Ohio,Found,,"27.950433,-82.460083",Tampa & Polk,,Tampa,FL,"(M),(RT)",Bars/Clubs,,,1970
2052,Tampa Municipal Beach - Campbell Causeway,Found,(T-Rooms are HOT!)," 27.970749,-82.579284",,,Tampa,FL,"(HOT),Cruisy Area",Cruising Areas,,,1976
1980,Gatsby's,General City Coordinates Used,(Unisex),"27.950575,-82.457178",N. Dale Mabry,,Tampa,FL,(M),Bars/Clubs,,,1976
2050,Rallston Park - North Tampa,General City Coordinates Used,,"27.950575,-82.457178",,,Tampa,FL,"(HOT),Cruisy Area",Cruising Areas,,,1976
2053,Ballast Point,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1976
2051,Tampa International Airport,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1976
1981,City of Night,Found,," 28.062245,-82.451429",Nebraska btwn Fowler & Fletcher,Approximate. Coordinates for the middle of the block between Fowler and Fletcher.,Tampa,FL,"(P),(BYOB),(YC)",Bars/Clubs,,,1976
2273,"
  Rallston Park – North Tampa 
  ",General City Coordinates Used,,"27.950575,-82.457178",,,Tampa,FL,"Cruisy Area,(AYOR)",Cruising Areas,,,1977
2274,"
  Tampa International Airport 
  ",Found,(T-Rooms are HOT) ,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1977
2271,"
  Ballast Point 
  ",Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1977
2275,Tampa Municipal Beach – Campbell Causeway ,Found,(T-Rooms are HOT) ," 27.970749,-82.579284",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1977
2272,"
  Marion St. – betw. Polk &
  Madison 
  ",Found,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1977
2659,Ballast Point,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1975
2658,Rallston Park - N. Tampa,General City Coordinates Used,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1975
2656,Tampa International Airport,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1975
2657,Tampa Municipal Beach - Campbell Causeway,Found,," 27.970749,-82.579284",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1975
2820,"
  Tampa International
  Airport 
  ",Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1978
2818,"
  Ballast Pt. 
  ",Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1978
2819,"
  Tampa Municipal Beach
  - Campbell Causeway 
  ",Found,(T-Rooms are HOT) ,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1978
2821,"
  Marion St betw.  Polk & Madison 
  ",Found,,"27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1978
3123,Tampa International Airport,Found,,"27.983478,-82.537078",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1980
3119,Ohio Bar,Found,"(Some older, 'Hustlers')","27.950433,-82.460083",202 Polk at Tampa,,Tampa,FL,"(OC),(PT)",Bars/Clubs,,,1980
3124,Tampa Mun. Beach,Found,Campbell Causeway (T-Rooms are suicide)," 27.970749,-82.579284",,,Tampa,FL,"Cruisy Area,(AYOR)",Cruising Areas,,,1980
3120,Ballast Pt.,Found,,"27.888079,-82.481484",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1980
3121,Marion St.,Found,"between Polk and Madison
","27.950575,-82.457178",,,Tampa,FL,Cruisy Area,Cruising Areas,,,1980
3122,Picnic Island,Found,"East of Westshore Blvd.
","27.853358,-82.54593",,General coordinates for Picnic Island.,Tampa,FL,Cruisy Area,Cruising Areas,,,1980
5,Mrs. Todd's,General City Coordinates Used,,"33.209841,-87.569173 ",,,Tuscaloosa,AL,"(M),(YC)",Bars/Clubs,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
1114,Bus Station,General City Coordinates Used,,"33.209841,-87.569173 ",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1979
1115,Ramada Inn – Downtown – T-Room ,Found,,"33.169479,-87.503405",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1979
1116,Union 76 Truck Stop at I-20 & US 59 ,General City Coordinates Used,(T- Room) ,"33.209841,-87.569173 ",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1979
1117,U. of Alabama at Tuscaloosa – Ferguson Center & Library T- Rooms,Found,,"33.215493,-87.547011",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1979
1591,Mrs. Todd’s,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd.,,Tuscaloosa,AL,(M),Bars/Clubs,,,1973
2187,Mrs. Todd's,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd,,Tuscaloosa,AL,"(M),(R),(YC)",Restaurant,,,1976
1971,Tree House,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd,,Tuscaloosa,AL,(M),Bars/Clubs,,,1976
2409,Tree House ,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd. ,,Tuscaloosa,AL,(M),Bars/Clubs,,,1977
2206,Mrs. Todd’s ,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd. ,,Tuscaloosa,AL,"(M),(YC),(R)",Restaurant,,,1977
2482,Mrs. Todd's,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd,,Tuscaloosa,AL,"(M),(YC),(R)",Restaurant,,,1975
2483,Tree House,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd,,Tuscaloosa,AL,(M),Bars/Clubs,,,1975
2990,Mrs. Todd's,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd.,,Tuscaloosa,AL,"(M),(R),(C),(AH)",Restaurant,,,1978
2773,U. of Alabama at Tuscaloosa - Ferguson Center,Found,,"33.215493,-87.547011",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1978
2774,"
  U. of Alabama at Tuscaloosa – Ferguson Ctr. 
  ",Found,,"33.215493,-87.547011",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1978
3041,Mrs. Todd's,General City Coordinates Used,,"33.209841,-87.569173 ",University Blvd.,,Tuscaloosa,AL,"(M),(R),(C)","Bars/Clubs,Restaurant",,,1980
3044,Union 76 Truck Stop,General City Coordinates Used,at I-20 & US 59 (T-Room),"33.209841,-87.569173 ",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1980
3043,Ramada Inn,Found,"Downtown- T-room
","33.169479,-87.503405",,,Tuscaloosa,AL,Cruisy Area,"Cruising Areas,Hotels",,,1980
3045,U. of Alabama at Tuscaloose - Ferguson Center,Found,,"33.215493,-87.547011",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1980
3042,Bus Station,General City Coordinates Used,,"33.209841,-87.569173 ",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1980
3380,U. of Alabama at Tuscaloose - Library T-Rooms,Found,,"33.215493,-87.547011",,,Tuscaloosa,AL,Cruisy Area,Cruising Areas,,,1980
13,Red Barn,General City Coordinates Used,(thru bar and into back room),"33.441792,-94.037688",,,Texarcana,AR,,Bars/Clubs,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
178,Red Barn,General City Coordinates Used,"(thru bar & into back room)
","33.441792,-94.037688",,,Texarcana,AR,(M),Bars/Clubs,8/29/2019 3:15pm,9/7/2019 1:20pm,1971
238,Red Barn,General City Coordinates Used,(Thru bar in back room),"33.441792,-94.037688",,,Texarcana,AR,(M),Bars/Clubs,8/13/2019 10:31am,9/7/2019 1:24pm,1969
1379,Red Barn ,General City Coordinates Used,(thru bar & into back room),"33.441792,-94.037688","U.S. Hwy. 67, north towards Little Rock",,Texarcana,AR,(M),Bars/Clubs,,,1972
1594,Red Barn ,Found,,"33.441792,-94.037688","U.S. Hwy. 67, N. towards Little Rock",,Texarcana,AK,,Bars/Clubs,,,1973
1672,Red Barn,General City Coordinates Used,(thru bar & into back room),"33.441792,-94.037688",U.S. Hwy 67 north towards Little Rock,,Texarcana,AR,(M),Bars/Clubs,,,1970
1973,Red Barn,General City Coordinates Used,"(Back room thru bar)
","33.441792,-94.037688","U.S. Hwy 67, N. Towards Little Rock",,Texarcana,AR,,Bars/Clubs,,,1976
2489,Red Barn,General City Coordinates Used,(Through bar and into back room.),"33.441792,-94.037688","U.S. Hwy 67, N. towards Little Rock",,Texarcana,AR,,Bars/Clubs,,,1975
3059,Info Center Rest Stop T-Room,General City Coordinates Used,,"33.441792,-94.037688",,,Texarcana,AR,Cruisy Area,Cruising Areas,,,1980
241,White Caps,General City Coordinates Used,Inquire Locally,"28.320007,-80.607551",,,Cocoa Beach,FL,,Bars/Clubs,8/13/2019 10:31am,9/7/2019 1:24pm,1969
240,Keg Bar Hwy,General City Coordinates Used,,"28.320007,-80.607551",,,Cocoa Beach,FL,,Bars/Clubs,8/13/2019 10:31am,9/7/2019 1:24pm,1969
1057,Adult Book Store,Found,(‘Flicks’ & cruisy arcade) ,"28.357659,-80.630735",Cocoa Beach Causeway,,Cocoa Beach,FL,,Book Store,,,1979
1127,Fischer park ,Found,," 28.34481,-80.608141",,,Cocoa Beach,FL,Cruisy Area,Cruising Areas,,,1979
1674,Keg Bar,General City Coordinates Used,,"28.320007,-80.607551",Hwy A1A at Rt 520,,Cocoa Beach,FL,,Bars/Clubs,,,1970
1675,White Caps,General City Coordinates Used,"(inquire locally)
","28.320007,-80.607551",,,Cocoa Beach,FL,,Bars/Clubs,,,1970
2784,Fischer Park ,Found,," 28.34481,-80.608141",,,Cocoa Beach,FL,Cruisy Area,Cruising Areas,,,1978
2782,Clearwater Public Beach – betw. the waters towers,General City Coordinates Used,(Disco) (Game room) (Closed 2 a.m. weekdays & 4 a.m. WE)  ,"28.320007,-80.607551",,,Cocoa Beach,FL,"Cruisy Area,(WE)",Cruising Areas,,,1978
3061,Adult Book Store,Found,('Flicks' & cruisy arcade) White Rose Shopping Center- Coca Beach Causeway,"28.357659,-80.630735",,,Cocoa Beach,FL,,Book Store,,,1980
3062,Fisher Park,Found,," 28.34481,-80.608141",,,Cocoa Beach,FL,Cruisy Area,Cruising Areas,,,1980
25,University Ave,General City Coordinates Used,,"29.643633,-82.35493",,General coordinates for Univ of Florida,Gainsville,FL,Cruisy Area,Cruising Areas,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
28,"University of Florida, Walker Hall",Found,,"29.649453,-82.341569",,,Gainsville,FL,Cruisy Area,Cruising Areas,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
23,Univeristy of Florida - Library East (2nd floor),Found,,"29.651551,-82.342815",,,Gainsville,FL,Cruisy Area,Cruising Areas,8/31/2019 2:07pm,9/7/2019 1:18pm,1974
1134,‘Rest Stop’ on I-75 S.W. of town,General City Coordinates Used,(Exit 21),"29.651634,-82.324826",,,Gainsville,FL,Cruisy Area,Cruising Areas,,,1979
