"title","description","streetaddress","lon","lat","city","state","amenityfeatures","type","Year","notes","status","unclear_address","full.address","geoAddress"
"Pub Nine","(after hours)","525 8th St. S.E.",-76.9952897,38.8819626,"Washington","District of Columbia","","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"R & M Book Shop","","1812 Adams Mill Rd.",-77.0431986,38.9230408,"Washington","District of Columbia","(YC),(D),(*)","Book Store",1973,NA,"Google Verified Location",NA,NA,NA
"R & M Book Shop","","1812 Adams Mill Rd.",-77.0431986,38.9230408,"Washington","District of Columbia","(YC),(D),(*)","Book Store",1974,NA,"Google Verified Location",NA,NA,NA
"R & M Book Shop","","1812 Adams Mill Rd.",-77.0431986,38.9230408,"Washington","District of Columbia","(YC),(D)","Book Store",1975,NA,"Google Verified Location",NA,NA,NA
"Rascal's","(Disco but no D)","1520 Connecticut Ave.",-77.0443318,38.910661,"Washington","District of Columbia","","Restaurant",1980,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths","","413 L St. NW",-77.0164607,38.9038898,"Washington","District of Columbia","","Baths",1970,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths","","413 L St. NW",-77.0164607,38.9038898,"Washington","District of Columbia","","Baths",1971,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths","","413 L St. NW",-77.0164607,38.9038898,"Washington","District of Columbia","(R),(*),(D)","Baths",1972,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths","","413 L St. NW",-77.0164607,38.9038898,"Washington","District of Columbia","(*)","Baths",1973,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths","","413 L St. NW",-77.0164607,38.9038898,"Washington","District of Columbia","(*)","Baths",1974,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths ","(conflicting reports about this being opened or closed)","413 L St NW",-77.0164607,38.9038898,"Washington","District of Columbia","","Baths",1976,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths ","","413 L St NW",-77.0164607,38.9038898,"Washington","District of Columbia","(*)","Baths",1977,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths ","","413 L St NW",-77.0164607,38.9038898,"Washington","District of Columbia","(*)","Baths",1978,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths ","","413 L St NW",-77.0164607,38.9038898,"Washington","District of Columbia","(OC),(RT)","Baths",1979,NA,"Google Verified Location",NA,NA,NA
"Regency Steam Baths ","","413 L St NW",-77.0164607,38.9038898,"Washington","District of Columbia","(OC)","Baths",1980,NA,"Google Verified Location",NA,NA,NA
"Rendezvous Club","","8th & E Sts. SE",-76.994956,38.882861,"Washington","District of Columbia","(OC)","Bars/Clubs",1974,"","Verified Location",NA,NA,NA
"Rogue","(WE*) (Above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"Washington","District of Columbia","(OC)","Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"Roman Delight Bath & Health Club","","349 Cedar St. NW",-77.0181413,38.9748859,"Washington","District of Columbia","","Baths",1979,NA,"Google Verified Location",NA,NA,NA
"Silver Spur","","3333 Connecticut Ave NW",-77.0574807,38.9344877,"Washington","District of Columbia","(S)","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Something Different","(Model & escorts) (202)638-3997","",-77.036871,38.907192,"Washington","District of Columbia","(S),(WE),(*)","Business",1980,"","Location could not be verified. General city or location coordinates used.",NA,NA,NA
"Sonny's","","639 Pennsylvania St. S.E.",-76.9971233,38.8847082,"Washington","District of Columbia","","Bars/Clubs",1971,NA,"Google Verified Location",NA,NA,NA
"Sophisticated Stuff","(Book Store)","8th & G Sts. SE",-76.994975,38.881268,"Washington","District of Columbia","(R),(D),(E)","Book Store",1976,"","Verified Location",NA,NA,NA
"Southwest Cinema Club","Waterside Mall","401 M St SW",-77.018168,38.8766944,"Washington","District of Columbia","","Theatre",1977,NA,"Google Verified Location",NA,NA,NA
"Springfield & Tyson Corner Mall","","",-77.173506,38.775031,"Springfield","VA","(YC)","Cruising Areas",1977,"Pin on Tyson Corner Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Mall","","",-77.222257,38.917126,"Tysons Corner","VA","","Cruising Areas",1977,"Pin on Tyson Corner Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.173506,38.775031,"Springfield","VA","","Cruising Areas",1978,"Pin on Springfield Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.222257,38.917126,"Tysons Corner","VA","Cruisy Area","Cruising Areas",1978,"Pin on Springfield Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.173506,38.775031,"Springfield","VA","Cruisy Area","Cruising Areas",1979,"Pin on Springfield Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.222257,38.917126,"Tysons Corner","VA","Cruisy Area","Cruising Areas",1979,"Pin on Springfield Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.173506,38.775031,"Springfield","VA","Cruisy Area","Cruising Areas",1980,"Pin on Tyson Corner Mall","Verified Location",NA,NA,NA
"Springfield & Tyson Corner Malls","","",-77.222257,38.917126,"Tysons Corner","VA","(M),(PE),(OC)","Cruising Areas",1980,"Pin on Tyson Corner Mall","Verified Location",NA,NA,NA
"Stader Hilton Hotel Bar","","16th & K Sts. NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1976,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & R Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1965,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1966,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1968,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1969,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1970,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1971,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1972,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1973,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(M),(PE)","Hotels,Bars/Clubs",1974,"","Verified Location",NA,NA,NA
"Statler-Hilton Hotel Bar","","16th & K Sts NW",-77.036153,38.902768,"Washington","District of Columbia","(G)","Hotels,Bars/Clubs",1975,"","Verified Location",NA,NA,NA
"Steve's","","14th St & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","(G)","Bars/Clubs",1965,"","Verified Location",NA,NA,NA
"Steve's","","14th & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","(G)","Bars/Clubs",1966,"","Verified Location",NA,NA,NA
"Steve's","","14th & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","(G)","Bars/Clubs",1968,"","Verified Location",NA,NA,NA
"Steve's","","14th & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","(G)","Bars/Clubs",1969,"","Verified Location",NA,NA,NA
"Steve's","","14th & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","","Bars/Clubs",1970,"","Verified Location",NA,NA,NA
"Steve's","","14th & Spring NW",-77.032704,38.937022,"Washington","District of Columbia","(P),(M),(HIP),(R),(D),(*)","Bars/Clubs",1971,"","Verified Location",NA,NA,NA
"Sundown","(Georgetown)","3040 M St.",-77.0604938,38.9049351,"Washington","District of Columbia","(M),(RT)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Terminal Bar","Greyhound Bus Depot","1114 New York Ave",-77.0279315,38.9008652,"Washington","District of Columbia","(M)","Bars/Clubs",1966,NA,"Google Verified Location",NA,NA,NA
"Terminal Bar","","1114 New York Ave",-77.0279315,38.9008652,"Washington","District of Columbia","","Bars/Clubs",1968,NA,"Google Verified Location",NA,NA,NA
"The Stables","(Escorts) (703)548-0005","",-77.036871,38.907192,"Washington","District of Columbia","Cruisy Area","Business",1980,"","Location could not be verified. General city or location coordinates used.",NA,NA,NA
"The Streets of Georgetown","","",-77.062477,38.904834,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1977,"","Verified Location",NA,NA,NA
"The Streets of Georgetown","","",-77.062477,38.904834,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1978,"","Verified Location",NA,NA,NA
"The Streets of Georgetown","","",-77.062477,38.904834,"Washington","District of Columbia","(R),(B),(D),(*)","Cruising Areas",1979,"","Verified Location",NA,NA,NA
"Third World Den","","221 Riggs Road NE",-77.0025556,38.9564064,"Washington","District of Columbia","(R),(B),(D),(*)","Restaurant,Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Third World Den","","221 Riggs Road NE",-77.0025556,38.9564064,"Washington","District of Columbia","(R),(B),(D),(*)","Restaurant,Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Third World Den","","221 Riggs Road NE",-77.0025556,38.9564064,"Washington","District of Columbia","(R),(B),(D),(*)","Restaurant,Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Third World Den","","221 Riggs Road NE",-77.0025556,38.9564064,"Washington","District of Columbia","","Restaurant,Bars/Clubs",1978,NA,"Google Verified Location",NA,NA,NA
"Thorn Tree","(Cards & gifts)","",-77.0368707,38.9071923,"Washington","District of Columbia","(R),(G)","Business",1980,NA,"Google Verified Location",NA,NA,NA
"Town House","","506 8th St. S.E.",-76.994739,38.8825187,"Washington","District of Columbia","(R),(*),(C)","Bars/Clubs,Restaurant",1972,NA,"Google Verified Location",NA,NA,NA
"Town House","(after hours)","506 8th St. S.E.",-76.994739,38.8825187,"Washington","District of Columbia","(R),(*),(C)","Bars/Clubs,Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Town House","(Sunday afternoons*)","506 8th St. S.E.",-76.994739,38.8825187,"Washington","District of Columbia","(R),(*),(C)","Bars/Clubs,Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Town House","(Sunday afternoons*)","506 8th St. S.E.",-76.994739,38.8825187,"Washington","District of Columbia","(R),(*)","Bars/Clubs,Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Town House","(Sunday Brunch)","506 8th St. S.E.",-76.994739,38.8825187,"Washington","District of Columbia","(S),(*)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Uptown Lounge","","3433 Connecticut Ave NW",-77.0580204,38.9353506,"Washington","District of Columbia","(HIP),(*),(B),(YC),(D)","Bars/Clubs",1965,NA,"Google Verified Location",NA,NA,NA
"Victoria Station ","","1412 I St.",-77.0326017,38.9008312,"Washington","District of Columbia","(HIP),(*)","Bars/Clubs",1971,NA,"Google Verified Location",NA,NA,NA
"Victoria Station ","","1412 I St.",-77.0326017,38.9008312,"Washington","District of Columbia","","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Village Books","","928 14TH St. NW",-77.0320679,38.9019256,"Washington","District of Columbia","","Book Store",1974,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","","Book Store",1974,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","","Book Store",1975,NA,"Google Verified Location",NA,NA,NA
"Village Books","","928 14TH St. NW",-77.0320679,38.9019256,"Washington","District of Columbia","","Book Store",1975,NA,"Google Verified Location",NA,NA,NA
"Village Books","","928 14TH St. NW",-77.0320679,38.9019256,"Washington","District of Columbia","","Book Store",1976,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","","Book Store",1976,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","","Book Store",1977,NA,"Google Verified Location",NA,NA,NA
"Village Books","","1222 H St. NW",-77.0284564,38.8995914,"Washington","District of Columbia","","Book Store",1977,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","","Book Store",1978,NA,"Google Verified Location",NA,NA,NA
"Village Books","","1222 H St. NW",-77.0284564,38.8995914,"Washington","District of Columbia","","Book Store",1978,NA,"Google Verified Location",NA,NA,NA
"Village Books","","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","(E),(S),(*)","Book Store",1979,NA,"Google Verified Location",NA,NA,NA
"Waay Off Broadway","(adjacent to Lost & Found)","55 K St. SE",-77.0073988,38.8782728,"Washington","District of Columbia","(E),(S),(*)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Waay Off Broadway","(adjoins the 'Lost & Found')","55 K St. SE",-77.0073988,38.8782728,"Washington","District of Columbia","(E),(S),(*)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Waay Off Broadway","(adjoins the 'Lost & Found')","55 K St. SE",-77.0073988,38.8782728,"Washington","District of Columbia","(YC),(B),(D),(R)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Washington Square","(Disco)","1345 Half St. SE",-77.0076361,38.8738857,"Washington","District of Columbia","Cruisy Area","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Wisconsin Avenue 'Hitch-hikers'","","",-77.072548,38.932545,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1978,"","Verified Location",NA,NA,NA
"Wisconsin Avenue 'hitch-hikers'","","",-77.072548,38.932545,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1979,"","Verified Location",NA,NA,NA
"Wisconsin Avenue 'hitch-hikers'","","",-77.072548,38.932545,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1980,"","Verified Location",NA,NA,NA
"Wisconsin Avenue ""Hitch-hikers""","","",-77.072548,38.932545,"Washington","District of Columbia","(B)","Cruising Areas",1977,"","Verified Location",NA,NA,NA
"Zombie","","5828 Georgia Ave NW",-77.0282561,38.9608666,"Washington","District of Columbia","(B)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Zombie's","","5828 Georgia Ave NW",-77.0282561,38.9608666,"Washington","District of Columbia","(B)","Bars/Clubs",1974,NA,"Google Verified Location",NA,NA,NA
"Zombie's","","5828 Georgia Ave NW",-77.0282561,38.9608666,"Washington","District of Columbia","(B)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Zombie's","","5828 Georgia Ave NW",-77.0282561,38.9608666,"Washington","District of Columbia","(B)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
