"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclear_address","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
4641,"Bamboo","(OC)","(Some OC)","7204 E. Pine","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:01am","7204 E. Pine, Tulsa, OK",-95.8965904,36.1766924,"7204 e pine st, tulsa, ok 74115, usa","Geocoded"
4642,"Circle Theatre","(F&S)","","10 S. Lewis","Theatre","Tulsa","OK",1988,NA,"","","5/7/2022 2:02am","10 S. Lewis, Tulsa, OK",-95.958524,36.1594513,"10 s lewis ave, tulsa, ok 74104, usa","Geocoded"
4644,"Elite Book Store","(*)","","814 S. Sheridan","Cruising Areas,Book Store","Tulsa","OK",1988,NA,"","","5/7/2022 2:03am","814 S. Sheridan, Tulsa, OK",-95.905022,36.150169,"814 s sheridan rd, tulsa, ok 74112, usa","Geocoded"
4645,"Exile","(AH),(D)","(Disco)","3024 E. 15th","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:03am","3024 E. 15th, Tulsa, OK",-95.9449754,36.1403328,"3024 e 15th st, tulsa, ok 74104, usa","Geocoded"
4646,"1515","(PT)","","1515 S. Memorial","Cruising Areas","Tulsa","OK",1988,NA,"","","5/7/2022 2:04am","1515 S. Memorial, Tulsa, OK",-95.886085,36.1400518,"1515 s memorial dr, tulsa, ok 74112, usa","Geocoded"
4647,"M.C.C.","(MCC)","","1623 N. Maplewood","Religious Institution","Tulsa","OK",1988,NA,"","","5/7/2022 2:04am","1623 N. Maplewood, Tulsa, OK",-95.9081835,36.1797179,"1623 n maplewood ave, tulsa, ok 74115, usa","Geocoded"
4648,"Midtown Theatre & Books","","","319 3rd St.","Theatre,Book Store","Tulsa","OK",1988,NA,"","","5/7/2022 2:05am","319 3rd St., Tulsa, OK",-95.9949126,36.1520529,"319 w 3rd st, tulsa, ok 74103, usa","Geocoded"
4649,"Mystique Adult Books","","","716 N. Sheridan","Book Store,Erotic Shop","Tulsa","OK",1988,NA,"","","5/7/2022 2:05am","716 N. Sheridan, Tulsa, OK",-95.9047783,36.165744,"716 n sheridan rd, tulsa, ok 74115, usa","Geocoded"
4652,"Playmore","(PT),(V)","(Beer)","424 S. Memorial","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:07am","424 S. Memorial, Tulsa, OK",-95.8870466,36.1544417,"424 s memorial dr, tulsa, ok 74112, usa","Geocoded"
4653,"Renegade","(PT)","","1649 S. Main St.","Cruising Areas","Tulsa","OK",1988,NA,"","","5/7/2022 2:08am","1649 S. Main St., Tulsa, OK",-95.9871822,36.1380628,"1649 s main st, tulsa, ok 74119, usa","Geocoded"
4654,"Risque Adult Books","","","7216 E. Pine","Book Store,Erotic Shop","Tulsa","OK",1988,NA,"","","5/7/2022 2:08am","7216 E. Pine, Tulsa, OK",-95.8966111,36.1767125,"7216 e pine st, tulsa, ok 74115, usa","Geocoded"
4655,"Rustic Club","(L),(PT)","(Many L)","1229 S. Memorial","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:13am","1229 S. Memorial, Tulsa, OK",-95.8862865,36.1449006,"1229 s memorial dr, tulsa, ok 74112, usa","Geocoded"
4656,"Sparky's","(*),(D)","(Disco)","3340 S. Peoria","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:14am","3340 S. Peoria, Tulsa, OK",-95.9762767,36.1142459,"3340 s peoria ave, tulsa, ok 74105, usa","Geocoded"
4657,"Tool Box Too","(SM),(PT)","","1338 E. 3rd","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:14am","1338 E. 3rd, Tulsa, OK",-95.9738604,36.156465,"1338 e 3rd st, tulsa, ok 74120, usa","Geocoded"
4658,"TNT","(*),(D),(P),(PT)","(Liquor)","2114 S. Memorial","Cruising Areas,Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:15am","2114 S. Memorial, Tulsa, OK",-95.8870341,36.1327593,"a2 night club, 2114 s memorial dr, tulsa, ok 74129, usa","Geocoded"
4659,"Underground","(N)","","311 E. 7th","Bars/Clubs","Tulsa","OK",1988,NA,"","","5/7/2022 2:15am","311 E. 7th, Tulsa, OK",-95.9855549,36.1511011,"311 e 7th st, tulsa, ok 74120, usa","Geocoded"
4669,"Cook's Tavern","(M),(D)","(Disco)","66 E. Main","Bars/Clubs","Ashland","OR",1988,NA,"","","5/7/2022 2:21am","66 E. Main, Ashland, OR",-122.7142789,42.1967226,"66 e main st, ashland, or 97520, usa","Geocoded"
4673,"Hoolstender's","(M),(OC),(PT)","(North Bend)","2043 Sherman","Bars/Clubs","Coos Bay","OR",1988,NA,"","","5/7/2022 2:42am","2043 Sherman, Coos Bay, OR",-124.2237648,43.4060328,"2043 sherman ave, north bend, or 97459, usa","Geocoded"
4677,"M.C.C.","(MCC)","","1165 N.W. Monroe","Religious Institution","Corvallis","OR",1988,NA,"","","5/7/2022 2:44am","1165 N.W. Monroe, Corvallis, OR",-123.2696572,44.5669214,"1165 nw monroe ave, corvallis, or 97330, usa","Geocoded"
4680,"Cassady'sTavern","(W),(YC),(L),(PT),(*),(D),(WE),(C),(AH)","(D-WE)(SomeW,YC,L)(Also C-AH)","539 E. 13th","Cruising Areas,Bars/Clubs","Eugene","OR",1988,NA,"","","5/7/2022 2:47am","539 E. 13th, Eugene, OR",-123.0845644,44.0456864,"539 e 13th ave, eugene, or 97401, usa","Geocoded"
4682,"Gizmo's","(M),(L),(D),(WE),(*)","(Many L)(Disco) (Downstairs-WE*)","959 Pearl St.","Bars/Clubs","Eugene","OR",1988,NA,"","","5/7/2022 2:48am","959 Pearl St., Eugene, OR",-123.0895316,44.0492797,"959 pearl st, eugene, or 97401, usa","Geocoded"
4684,"Mother Kali's Book Store","(L)","","541 Blair Blvd.","Book Store","Eugene","OR",1988,NA,"","","5/7/2022 2:49am","541 Blair Blvd., Eugene, OR",-123.107634,44.0540515,"541 blair blvd, eugene, or 97402, usa","Geocoded"
4685,"Riviera Room","(L),(OC),(D),(PT)","","39 W. 10th Ave.","Bars/Clubs","Eugene","OR",1988,NA,"","","5/7/2022 2:50am","39 W. 10th Ave., Eugene, OR",-123.0933132,44.0489697,"39 w 10th ave, eugene, or 97401, usa","Geocoded"
4690,"Klamath Falls Gay Union","","","428 S. 9th St.","Organization","Klamath Falls","OR",1988,NA,"","","5/7/2022 3:05am","428 S. 9th St., Klamath Falls, OR",-121.7773424,42.2247166,"428 s 9th st, klamath falls, or 97601, usa","Geocoded"
4691,"Over-The-Waves","(M),(R)","Late nights—Summers only)","2945 N.W. Jetty","Restaurant","Lincoln City","OR",1988,NA,"","","5/7/2022 3:06am","2945 N.W. Jetty, Lincoln City, OR",-124.0135461,44.9868222,"2945 nw jetty ave, lincoln city, or 97367, usa","Geocoded"
4692,"Medford Hotel","(M),(H),(PT)","(Bar)","406 W. Main St.","Bars/Clubs,Hotel","Medford","OR",1988,NA,"","","5/7/2022 3:07am","406 W. Main St., Medford, OR",-122.877013,42.3243982,"406 w main st, medford, or 97501, usa","Geocoded"
4695,"Witham Truck Stop","(M),(R)","(24 hrs)—
 (1-5, exit 30)","2341 Biddle Rd.","Restaurant","Medford","OR",1988,NA,"","","5/7/2022 3:08am","2341 Biddle Rd., Medford, OR",-122.8762968,42.3527338,"2341 biddle rd, medford, or 97504, usa","Geocoded"
4697,"AVR","(F&S)","(Books, tapes)","426 S.E. Grand","Book Store","Portland","OR",1988,NA,"","","5/7/2022 3:11am","426 S.E. Grand, Portland, OR",-122.6605886,45.5196087,"426 se grand ave, portland, or 97214, usa","Geocoded"
4698,"Boxx's","(V),(E)","At the Fish Grotto","1035 S.W. Stark","Bars/Clubs","Portland","OR",1988,NA,"checked","Got address from another entry on pg 315 for 'fish grotto""","6/12/2022 10:56am","1035 S.W. Stark, Portland, OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Geocoded"
4699,"Brig","(*),(SM),(PT),(D)","At the Fish Grotto","1035 S.W. Stark","Bars/Clubs","Portland","OR",1988,NA,"checked","Got address from another entry on pg 315 for 'fish grotto""","5/7/2022 3:13am","1035 S.W. Stark, Portland, OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Geocoded"
4701,"Chocolate Moose","(M),(R)","","211 S.W. Ankeny","Restaurant","Portland","OR",1988,NA,"","","5/7/2022 3:15am","211 S.W. Ankeny, Portland, OR",-122.6725658,45.5226276,"211 sw ankeny st, portland, or 97204, usa","Geocoded"
4703,"Club 927","(L),(D),(*)","(Liquor)(SomeL)(Disco)","927 S.E. Morrison","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 10:12am","927 S.E. Morrison, Portland, OR",-122.6562575,45.5174509,"napa auto parts in portland, or, usa, 927 se morrison st, portland, or 97214, usa","Geocoded"
4704,"Club Portland","(*),(IGHC),(YC)","","303 S.W. 12th Ave.","Bathhouses","Portland","OR",1988,NA,"","","5/8/2022 10:13am","303 S.W. 12th Ave., Portland, OR",-122.6834309,45.5227888,"303 sw 12th ave, portland, or 97205, usa","Geocoded"
4706,"Darcelle XV Tavern","(M),(R),(S),(WE),(L)","(S-WE) (Some L, 'Drags')(Liquor)(Touristy)","208 N.W. 3rd St.","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:23am","208 N.W. 3rd St., Portland, OR",-122.7873187,45.5986823,"nw 3rd st, portland, or 97231, usa","Geocoded"
4708,"Dirty Duck Tavern","","","3rd at N.W. Glisan","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 10:25am","3rd at N.W. Glisan, Portland, OR",-122.6862768,45.5264439,"nw glisan st, portland, or, usa","Geocoded"
4709,"Dugan's","(M),(R)","(Liquor)","1441 N.E. Broadway","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:25am","1441 N.E. Broadway, Portland, OR",-122.6506526,45.5351772,"1441 ne broadway, portland, or 97232, usa","Geocoded"
4710,"Embers","(*),(D),(YC),(L)","(The Avenue Disco)(Some YC,L)(Adm.)(Liquor)","110 N.W. Broadway at Couch","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 11:11am","110 N.W. Broadway at Couch, Portland, OR",-122.6772242,45.5239836,"110 nw broadway, portland, or 97209, usa","Geocoded"
4711,"Fish Grotto","(*),(R)","(Liquor)(R-24 Hrs.)","1035 S.W. Stark","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:27am","1035 S.W. Stark, Portland, OR",-122.6818283,45.5223861,"1035 sw harvey milk st, portland, or 97205, usa","Geocoded"
4712,"Flossie's","(PT),(D),(RT),(*)","","1217 S.W. Stark","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 10:27am","1217 S.W. Stark, Portland, OR",-122.67463,45.5204767,"1217 sw harvey milk st, portland, or 97205, usa","Geocoded"
4714,"Hamburger Mary's","(M),(R),(C)","","840 S.W. Park","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:28am","840 S.W. Park, Portland, OR",-122.6806815,45.5184889,"840 sw park ave, portland, or 97205, usa","Geocoded"
4715,"Hard Times","","(Books)","311 N.W. Broadway","Book Store","Portland","OR",1988,NA,"","","5/8/2022 10:29am","311 N.W. Broadway, Portland, OR",-122.677814,45.5254385,"311 nw broadway, portland, or 97209, usa","Geocoded"
4716,"Hobo's Inn","(R),(E),(*)","","120 N.W. 3rd Ave.","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:29am","120 N.W. 3rd Ave., Portland, OR",-122.6732813,45.5242541,"120 nw 3rd ave, portland, or 97209, usa","Geocoded"
4717,"Joq's","(PT)","","1422 N.E. Broadway","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 10:29am","1422 N.E. Broadway, Portland, OR",-122.6509477,45.5348404,"1422 ne broadway, portland, or 97232, usa","Geocoded"
4718,"Jonah's","(R)","(Sun. brunch)","7425 S.W. Barbur Blvd.","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:30am","7425 S.W. Barbur Blvd., Portland, OR",-122.6861692,45.4714102,"7425 sw barbur blvd, portland, or 97219, usa","Geocoded"
4719,"Just Out","","(Publication)","1135 S.E. Salmon, 97214","Publications","Portland","OR",1988,NA,"","","5/8/2022 10:31am","1135 S.E. Salmon, 97214, Portland, OR",-122.6539022,45.5145076,"1135 se salmon st, portland, or 97214, usa","Geocoded"
4720,"Leatherworks","","(Clothes, etc.)","2908 S.E. Belmont","Erotic Shop","Portland","OR",1988,NA,"","","6/12/2022 11:16am","2908 S.E. Belmont, Portland, OR",-122.6358713,45.516256,"2908 se belmont st, portland, or 97214, usa","Geocoded"
4722,"Old Wives Tale","(M),(L),(R)","","1300 E. Burnside","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:34am","1300 E. Burnside, Portland, OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa","Geocoded"
4723,"Olympic Steam Bath","","Downtown (10am-11pm)","509 S.W. 4th Ave.","Bathhouses","Portland","OR",1988,NA,"","","5/8/2022 10:34am","509 S.W. 4th Ave., Portland, OR",-122.676226,45.519704,"509 sw 4th ave, portland, or 97204, usa","Geocoded"
4724,"Olympic Steam Bath","","Uptown (Open 24 hours)(Massages)","531 S.W. 12th Ave.","Bathhouses","Portland","OR",1988,NA,"","","5/8/2022 10:35am","531 S.W. 12th Ave., Portland, OR",-122.6839017,45.5214529,"531 sw 12th ave, portland, or 97205, usa","Geocoded"
4725,"Pal's","(M),(N),(R)","(Some R)(Beer & Wine)","4911 S.E. Powell","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:35am","4911 S.E. Powell, Portland, OR",-122.6122633,45.4979331,"4911 se powell blvd, portland, or 97206, usa","Geocoded"
4726,"Primary Domain","(L),(D),(*)","(Disco)","1033 N.W. 16th","Bars/Clubs","Portland","OR",1988,NA,"","","5/8/2022 10:36am","1033 N.W. 16th, Portland, OR",-122.6876963,45.5305504,"1033 nw 16th ave, portland, or 97209, usa","Geocoded"
4727,"Ray's Ordinary Bar & Grille","(R),(E),(*),(PT)","(Liquor)","317 N.W. Broadway","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:37am","317 N.W. Broadway, Portland, OR",-122.6778385,45.5255129,"317 nw broadway, portland, or 97209, usa","Geocoded"
4728,"Roxy Hearts","(M),(R),(E)","(Bar)","1121 S.W. Stark","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:37am","1121 S.W. Stark, Portland, OR",-122.6824975,45.5225977,"1121 sw harvey milk st, portland, or 97205, usa","Geocoded"
4731,"Sin City Adult Books","","","838 S.W. 3rd Ave.","Book Store,Erotic Shop","Portland","OR",1988,NA,"","","5/8/2022 10:38am","838 S.W. 3rd Ave., Portland, OR",-122.675973,45.517006,"838 sw 3rd ave, portland, or 97204, usa","Geocoded"
4732,"Starky's 3","(R),(*)","(Liquor) (Reopening soon)","2913 S.E. Stark","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:39am","2913 S.E. Stark, Portland, OR",-122.6356422,45.5195418,"2913 se stark st, portland, or 97214, usa","Geocoded"
4734,"The Store","","(Cards & gifts)","804 S.W. 10th Ave.","Business","Portland","OR",1988,NA,"","","5/8/2022 10:40am","804 S.W. 10th Ave., Portland, OR",-122.6823797,45.5190677,"804 sw 10th ave, portland, or 97205, usa","Geocoded"
4735,"Tours of Interest to Women","(IGTA)","","1903 S.E. Ankeny","Travel Service","Portland","OR",1988,NA,"","","5/8/2022 10:41am","1903 S.E. Ankeny, Portland, OR",-122.6463099,45.5223838,"1903 se ankeny st, portland, or 97214, usa","Geocoded"
4736,"Twenty-Third Ave. Books","","","1015 N.W. 23rd Ave.","Book Store","Portland","OR",1988,NA,"","","5/8/2022 10:41am","1015 N.W. 23rd Ave., Portland, OR",-122.6987429,45.5300973,"1015 nw 23rd ave, portland, or 97210, usa","Geocoded"
4737,"Victoria's Nephew","(M),(R)","","312 S.W. Stark","Restaurant","Portland","OR",1988,NA,"","","5/8/2022 10:42am","312 S.W. Stark, Portland, OR",-122.6749055,45.5202747,"312 sw harvey milk st, portland, or 97204, usa","Geocoded"
4738,"Women's Place Book Store","","","2349 S.E. Ankeny","Book Store","Portland","OR",1988,NA,"","","5/8/2022 10:42am","2349 S.E. Ankeny, Portland, OR",-122.6415759,45.5222755,"2349 se ankeny st, portland, or 97214, usa","Geocoded"
4749,"Bumper's","(*),(W),(L),(D),(PT)","","1930 State St. S.E.","Bars/Clubs","Salem","OR",1988,NA,"","","5/8/2022 10:50am","1930 State St. S.E., Salem, OR",-123.0179427,44.9343958,"1930 state st, salem, or 97301, usa","Geocoded"
4751,"M.C.C.","(MCC)","","490 19th St. N.E.","Religious Institution","Salem","OR",1988,NA,"","","6/13/2022 9:12am","490 19th St. N.E., Salem, OR",-123.0159265,44.9385036,"490 19th st ne, salem, or 97301, usa","Geocoded"
4759,"Candida","(L)","(Snacks) (Some L) (Open Sun.)","247 N. 12th St.","Bars/Clubs","Allentown","PA",1988,NA,"","","6/12/2022 12:28pm","247 N. 12th St., Allentown, PA",-75.4834756,40.6036336,"247 n 12th st, allentown, pa 18102, usa","Geocoded"
4761,"Lambda Center","","","742 Hamilton St.","Community Center/Support Group","Allentown","PA",1988,NA,"","","5/8/2022 10:57am","742 Hamilton St., Allentown, PA",-75.4731682,40.6014896,"742 hamilton st, allentown, pa 18101, usa","Geocoded"
4762,"Stonewall","(YC),(D),(*)","(Disco)","28-30 N. 10th St.","Bars/Clubs","Allentown","PA",1988,NA,"","","5/8/2022 10:57am","28-30 N. 10th St., Allentown, PA",-75.4786136,40.601348,"28 n 10th st #30, allentown, pa 18101, usa","Geocoded"
4770,"Tom Cat Books","(F&S)","(Peeps)","1164 Pembroke Rd.","Book Store","Bethlehem","PA",1988,NA,"","","5/8/2022 11:02am","1164 Pembroke Rd., Bethlehem, PA",-75.3522017,40.6292071,"1164 pembroke rd, bethlehem, pa 18017, usa","Geocoded"
4771,"Tom Cat Books","","(Rt. 378)","503-4 Broadway","Book Store","Bethlehem","PA",1988,NA,"","","5/8/2022 11:02am","503-4 Broadway, Bethlehem, PA",-75.3856161,40.6107268,"503 fourth st, bethlehem, pa 18015, usa","Geocoded"
4773,"The Lark","","(Rt. 202N)","302 Dekalb St.","Bars/Clubs","Bridgeport","PA",1988,NA,"","","6/12/2022 12:04pm","302 Dekalb St., Bridgeport, PA",-75.3462282,40.1073688,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded"
4783,"Pear & Partridge Inn","(M)","","4424 Old Easton Rd.","Hotel","Doyalstown","PA",1988,NA,"","","5/8/2022 11:11am","4424 Old Easton Rd., Doyalstown, PA",-75.1257597,40.3417159,"bucks county, 4424 old easton rd, doylestown, pa 18902, usa","Geocoded"
4785,"Silhouette Lounge","(D),(WE)","","524 W. Berwick St.","Bars/Clubs","Easton","PA",1988,NA,"","","5/8/2022 11:12am","524 W. Berwick St., Easton, PA",-75.2188557,40.678423,"524 w berwick st, easton, pa 18042, usa","Geocoded"
4787,"Shadows","(YC),(D),(*)","(Disco) (Gateway Shopping Center)","490 Northhampton","Bars/Clubs","Edwardsville","PA",1988,NA,"","","5/8/2022 11:15am","490 Northhampton, Edwardsville, PA",-75.8986422,41.2567605,"490 northampton st, edwardsville, pa 18704, usa","Geocoded"
4788,"Eastern Adult Books","","","1313 State St.","Book Store,Erotic Shop","Erie","PA",1988,NA,"","","6/8/2022 10:50am","1313 State St., Erie, PA",-80.0800849,42.1222592,"1313 state st, erie, pa 16501, usa","Geocoded"
4789,"Filmore News","","","2757 W. 12th","Book Store","Erie","PA",1988,NA,"","","6/12/2022 11:04am","2757 W. 12th, Erie, PA",-80.142902,42.1005348,"2757 w 12th st, erie, pa 16505, usa","Geocoded"
4790,"Modern News","","(Flicks)","1113 State St.","Book Store","Erie","PA",1988,NA,"","","6/12/2022 11:55am","1113 State St., Erie, PA",-80.0813297,42.1242483,"1113 state st, erie, pa 16501, usa","Geocoded"
4792,"R&K's Club 13","(*),(YC),(L),(PT)","(Disco) (Some YC,L)","3412 W. 12th St.","Bars/Clubs","Erie","PA",1988,NA,"","","5/8/2022 11:17am","3412 W. 12th St., Erie, PA",-80.1595621,42.0953574,"3412 w 12th st, erie, pa 16505, usa","Geocoded"
4797,"Golden Arrow","","","134 E. Pittsburgh St.","","Greensburg","PA",1988,NA,"","","5/8/2022 11:21am","134 E. Pittsburgh St., Greensburg, PA",-79.5409812,40.3029237,"134 e pittsburgh st, greensburg, pa 15601, usa","Geocoded"
4798,"Safari Lounge","(YC),(D),(*)","(Disco)","108 W. Pittsburgh St.","Bars/Clubs","Greensburg","PA",1988,NA,"","","5/8/2022 11:22am","108 W. Pittsburgh St., Greensburg, PA",-79.5459805,40.3019096,"108 w pittsburgh st, greensburg, pa 15601, usa","Geocoded"
4800,"Archives","(R),(D),(*),(YC),(PT)","","714 N. 3rd St.","Cruising Areas,Restaurant","Harrisburg","PA",1988,NA,"","","5/8/2022 11:23am","714 N. 3rd St., Harrisburg, PA",-76.8862215,40.2655389,"714 n 3rd st, harrisburg, pa 17102, usa","Geocoded"
4801,"Club","(P),(YC),(D),(AH),(WE),(*),(BYOB)","(Disco) (AH-WE) (3rd floor)","236 N. 2nd St.","Bars/Clubs","Harrisburg","PA",1988,NA,"","","5/8/2022 11:24am","236 N. 2nd St., Harrisburg, PA",-76.885313,40.261632,"236 n 2nd st, harrisburg, pa 17101, usa","Geocoded"
4802,"Colonnade","(M),(R)","","300 N. 2nd St.","Restaurant","Harrisburg","PA",1988,NA,"","","5/8/2022 11:24am","300 N. 2nd St., Harrisburg, PA",-76.8855815,40.261849,"commerce tower, 300 n 2nd st, harrisburg, pa 17101, usa","Geocoded"
4803,"D-Gem Lounge","(L),(D)","","4425 N. Front St.","Bars/Clubs","Harrisburg","PA",1988,NA,"","","5/8/2022 11:24am","4425 N. Front St., Harrisburg, PA",-76.8991917,40.3269559,"4425 n front st, harrisburg, pa 17110, usa","Geocoded"
4807,"La Rose Rouge","(D),(*),(OC)","","400 N. 2nd","Bars/Clubs","Harrisburg","PA",1988,NA,"","","5/8/2022 11:26am","400 N. 2nd, Harrisburg, PA",-76.8865398,40.262433,"400 n 2nd st, harrisburg, pa 17101, usa","Geocoded"
4809,"Neptune Lounge","(YC),(W),(PT),(*)","(Some YC,W)","268 North St.","Cruising Areas,Bars/Clubs","Harrisburg","PA",1988,NA,"","","5/8/2022 11:29am","268 North St., Harrisburg, PA",-76.8860979,40.2650702,"268 north st, harrisburg, pa 17101, usa","Geocoded"
4811,"Pegasus","(S),(PT),(*)","","400 Forester","Bars/Clubs","Harrisburg","PA",1988,NA,"","","5/8/2022 11:32am","400 Forester, Harrisburg, PA",-76.8855402,40.2670332,"400 forster st, harrisburg, pa 17102, usa","Geocoded"
4813,"Strawberry Cafe","(N),(V),(R),(*)","(Preppies)","704 N. 3rd St.","Restaurant","Harrisburg","PA",1988,NA,"","","5/8/2022 11:34am","704 N. 3rd St., Harrisburg, PA",-76.8861028,40.2652837,"704 n 3rd st, harrisburg, pa 17102, usa","Geocoded"
4814,"Town News","","(Books, etc.)","19 N. 2nd St.","Book Store","Harrisburg","PA",1988,NA,"","","5/8/2022 11:34am","19 N. 2nd St., Harrisburg, PA",-76.8825924,40.2604396,"19 n 2nd st, harrisburg, pa 17101, usa","Geocoded"
4822,"Boomerang, Inc.","(*),(D),(H),(R),(S)","","642 Maple Ave.","Restaurant,Hotel,Bars/Clubs","Johnstown","PA",1988,NA,"","","5/8/2022 11:39am","642 Maple Ave., Johnstown, PA",-78.8976892,40.3363857,"642 maple ave, johnstown, pa 15901, usa","Geocoded"
4823,"Marc I","(V),(PT)","(Disco)","76-78 Walnut St.","Bars/Clubs","Johnstown","PA",1988,NA,"","","5/8/2022 11:40am","76-78 Walnut St., Johnstown, PA",-78.9207054,40.3288455,"76 walnut st, johnstown, pa 15901, usa","Geocoded"
4829,"Den of Pleasure","","(Adult Books)","49 Prince St.","Book Store","Lancaster","PA",1988,NA,"","","5/8/2022 11:44am","49 Prince St., Lancaster, PA",-76.3078882,40.0390396,"49 n prince st, lancaster, pa 17603, usa","Geocoded"
4833,"Sundown Lounge","(L),(D),(PT)","","429 N. Mulberry St.","Bars/Clubs","Lancaster","PA",1988,NA,"","","5/8/2022 11:46am","429 N. Mulberry St., Lancaster, PA",-76.3115557,40.0447257,"429 n mulberry st, lancaster, pa 17603, usa","Geocoded"
4834,"Tally Ho","(*),(YC),(L),(D),(R)","(Some YC,L)(Disco)(D)(R upstairs)
(Open Sun.)","201 W. Orange","Bars/Clubs,Restaurant","Lancaster","PA",1988,NA,"","","6/13/2022 9:26am","201 W. Orange, Lancaster, PA",-76.3089318,40.0393767,"201 w orange st, lancaster, pa 17603, usa","Geocoded"
4846,"Time Piece Lounge","","","1244 Argonne Dr.","Bars/Clubs","Natrona Heights","PA",1988,NA,"","","5/8/2022 11:53am","1244 Argonne Dr., Natrona Heights, PA",-79.7328955,40.6096744,"1244 argonne dr, natrona heights, pa 15065, usa","Geocoded"
4851,"Chadwyck Inn","(YC),(L),(R),(H),(S),(D)","(Some YC,L)(Zadar Disco—Sun.*)","50 S. Main St.","Restaurant,Hotel,Bars/Clubs","New Hope","PA",1988,NA,"","","5/8/2022 11:58am","50 S. Main St., New Hope, PA",-74.9503317,40.3630266,"50 s main st, new hope, pa 18938, usa","Geocoded"
4853,"Country Host","(M),(R),(AH)","(Diner)","1 1/2 mi. W. on US 202","Restaurant","New Hope","PA",1988,NA,"","","5/8/2022 1:55pm","1 1/2 mi. W. on US 202, New Hope, PA",-74.9654871,40.3679237,"us-202, new hope, pa, usa","Geocoded"
4854,"Havana","(M)","","105 S. Main St.","Bars/Clubs","New Hope","PA",1988,NA,"","","6/12/2022 11:06am","105 S. Main St., New Hope, PA",-74.950423,40.3609344,"105 s main st, new hope, pa 18938, usa","Geocoded"
4855,"Karla's","(R),(M)","","5 W. Mechanic St.","Restaurant","New Hope","PA",1988,NA,"","","5/8/2022 1:56pm","5 W. Mechanic St., New Hope, PA",-74.9507655,40.3618176,"5 w mechanic st, new hope, pa 18938, usa","Geocoded"
4856,"Mother's","(R),(M),(*)","","34 N. Main St.","Restaurant","New Hope","PA",1988,NA,"","","5/8/2022 1:56pm","34 N. Main St., New Hope, PA",-74.9516787,40.3654849,"34 n main st, new hope, pa 18938, usa","Geocoded"
4857,"Playhouse Inn","(M),(R),(H)","(Bar)","50 S. Main St.","Restaurant,Hotel","New Hope","PA",1988,NA,"","","5/8/2022 1:57pm","50 S. Main St., New Hope, PA",-74.9503317,40.3630266,"50 s main st, new hope, pa 18938, usa","Geocoded"
4858,"Prelude","(YC),(D),(*)","(Disco) (4bars)","408 York Rd., 1 mi. W. on US 202","Cruising Areas,Bars/Clubs","New Hope","PA",1988,NA,"","","5/8/2022 1:58pm","408 York Rd., 1 mi. W. on US 202, New Hope, PA",-74.9654871,40.3679237,"us-202, new hope, pa, usa","Geocoded"
4859,"Raven Hall","(*),(R),(H)","(Pool)","385 West Bridge St., 1 mi. W. on US 202","Hotel,Restaurant","New Hope","PA",1988,NA,"","","5/8/2022 1:58pm","385 West Bridge St., 1 mi. W. on US 202, New Hope, PA",-74.9654871,40.3679237,"us-202, new hope, pa, usa","Geocoded"
4860,"Wedgewood Inn","(M)","","111 W. Bridge St.","Hotel","New Hope","PA",1988,NA,"","","5/8/2022 1:58pm","111 W. Bridge St., New Hope, PA",-74.956747,40.3638191,"111 w bridge st, new hope, pa 18938, usa","Geocoded"
