"title","description","streetaddress","city","state","amenityfeatures","type","notes","Year","lon","lat","status","unclear_address","full.address","geoAddress"
"
  Mary's
  ","(Good WE afternoons -also Eagle Leathers Shop) (Cruisy)","
  1022 Westheimer 
  ","Houston","TX","(SM),(W),(*),(WE)","Bars/Clubs,Cruising Areas","",1978,-95.3924716,29.7448377,"Geocoded",NA,NA,NA
"
  Mary's 
  ","(Some W, SM) (Good days) (Cruisy) ","1022 Westheimer","Houston","TX","(*),(PT),(W),(SM)","Bars/Clubs,Cruising Areas","",1979,-95.3924716,29.7448377,"Geocoded",NA,NA,NA
"
  Maxey's 
  ","","714 St. Peter St. ","New Orleans","LA","(M),(R)","Restaurant","",1979,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"
  Maxey's Coffee Pot 
  ","","714 St. Peter St. ","New Orleans","LA","(M),(R),(*)","Restaurant","",1978,-90.0651605,29.9581581,"Geocoded",NA,NA,NA
"
  Mayflower lounge 
  ","(Some YC, G, Latins) (disco) (use rear entrance)","1716 Alton Rd.","Miami Beach","FL","(D),(YC),(G)","Bars/Clubs","",1978,-80.1415936,25.7924975,"Geocoded",NA,NA,NA
"
  Mezzanine 
  ","","2960 No. Federal Hwy. ","Ft. Lauderdale","FL","(R),(E),(*)","Restaurant","",1978,-80.1154213,26.1653213,"Geocoded",NA,NA,NA
"
  Midnite Sun 
  ","(New disco in back -open days) ","534 Westheimer ","Houston","TX","(*),(HIP),(YC),(D)","Bars/Clubs","",1979,-95.388536,29.7448497,"Geocoded",NA,NA,NA
"
  Midtown News 
  ","","4069 Tulane ","New Orleans","LA","","Book Store","",1978,-90.105892,29.9690125,"Geocoded",NA,NA,NA
"
  Mini Park Theatre 
  ","","2907 S. Main","Houston","TX","","Theatre","",1979,-95.5596567,29.6151312,"Geocoded",NA,NA,NA
"
  Misty Blue Lounge 
  ","(WE*) ","415 No. Jackson ","Odessa","TX","(YC),(D),(PT),(WE),(*)","Bars/Clubs","",1978,-102.3673962,31.8490108,"Geocoded",NA,NA,NA
"
  Mr. Peepers
  ","(Books) (Cruisy)","213 E. 16th St.","Austin","TX","(*)","Book Store,Cruising Areas","",1979,-97.7377545,30.2774332,"Geocoded",NA,NA,NA
"
  Mr. Perky's
  Pancake House 
  ","(Late) Downtowner Motor Inn","541 Bourbon St. ","New Orleans","LA","(M),(R)","Restaurant,Hotels","",1978,-90.0666116,29.9577981,"Geocoded",NA,NA,NA
"
  Ms. Kitty's 
  ","(New & promising) ","740 Burgundy St. ","New Orleans","LA","(PT),(*)","Bars/Clubs","",1978,-90.0667025,29.9605085,"Geocoded",NA,NA,NA
"
  Ms. Kitty's  
  ","","740 Burgundy St.","New Orleans","LA","(PT),(*)","Bars/Clubs","",1979,-90.0667025,29.9605085,"Geocoded",NA,NA,NA
"
  Ms. Take II
  ","","2047 Marshall ","Houston","TX","(G),(S),(*)","Bars/Clubs","",1979,-95.4094638,29.7390345,"Geocoded",NA,NA,NA
"
  Mug
  ","","515 Alabama ","Houston","TX","(M),(R),(C),(AH)","Restaurant","",1979,-95.3860822,29.7386345,"Geocoded",NA,NA,NA
"
  My Little Dude 
  ","(may be closing) ","2952 Roosevelt","Jacksonville","FL","","Bars/Clubs","",1977,-81.7034457,30.3136553,"Geocoded",NA,NA,NA
"
  N. Houston Adult
  Books 
  ","","5102 Airline ","Houston","TX","","Book Store","",1979,-95.3840784,29.8401256,"Geocoded",NA,NA,NA
"
  Niel's 
  ","","1675 Alton Rd. ","Miami Beach","FL","(M),(R),(C),(AH)","Restaurant","",1978,-80.1410457,25.7914495,"Geocoded",NA,NA,NA
"
  No. Liberty Books
  ","","42 N. Liberty","Winston-Salem","NC","","Book Store","",1979,-80.2444139,36.0955439,"Geocoded",NA,NA,NA
"
  Noble Arms Guest
  House 
  ","","1006 Royal St. ","New Orleans","LA","(H)","Hotels","",1978,-90.0623238,29.9604654,"Geocoded",NA,NA,NA
"
  Noble Arms Guest
  House 
  ","","1006 Royal St. ","New Orleans","LA","(H)","Hotels","",1979,-90.0623238,29.9604654,"Geocoded",NA,NA,NA
"
  Norma Kristie's 
  ","(Some G) ","220 Central Ave. ","Hot Springs","AL","(D),(S),(R),(*),(G)","Restaurant","",1978,-93.0543725,34.5170929,"Geocoded",NA,NA,NA
"
  Ocean Walk Apts. 
  ","","3008 Castillo St. ","Ft. Lauderdale","FL","(H)","Hotels","",1978,-80.1054188,26.1234348,"Geocoded",NA,NA,NA
"
  Odds & Ends 
  ","(Many G) ","3148 N.E. 12th Ave. ","Ft. Lauderdale","FL","(*),(G)","Bars/Clubs","",1978,-80.1308421,26.1672746,"Geocoded",NA,NA,NA
"
  Odds & Ends 
  ","(cruisy) ","4910 Edgewater Dr. ","Orlando","FL","(*)","Bars/Clubs,Cruising Areas","",1978,-81.4078722,28.604086,"Geocoded",NA,NA,NA
"
  Ohio Bar 
  ","(Some RT) ","102 Polk ","Tampa","FL","(OC),(PT),(*)","Bars/Clubs","",1977,-82.4609107,27.9501658,"Geocoded",NA,NA,NA
"
  Old Chelsea Theatre
  
  ","(Cruisy & much action) ","829 Camp St. ","New Orleans","LA","","Theatre,Cruising Areas","",1978,-90.071046,29.94491,"Geocoded",NA,NA,NA
"
  Old Plantation
  ","(C-AH) (Top super bar) (Disco) ","2020 Kipling ","Houston","TX","(*),(YC),(D),(PT),(S),(C),(AH)","Bars/Clubs","",1979,-95.4087632,29.74026,"Geocoded",NA,NA,NA
"
  Old Surf 
  ","(Tired) ","2909 S. Main","Houston","TX","","Bars/Clubs","",1979,-95.5596719,29.6151369,"Geocoded",NA,NA,NA
"
  Other Dimension 
  ","Mayflower Hotel ","Julia Street ","Jacksonville","FL","(B),(BYOB)","Hotels,Bars/Clubs","",1977,-81.6608181,30.3305189,"Geocoded",NA,NA,NA
"
  Other End 
  ","","8 Market Street ","Wilmington","NC","(D),(*)","Bars/Clubs","",1977,-77.9494702,34.235031,"Geocoded",NA,NA,NA
"
  Other Side 
  ","(Some G) (Closed Tuesdays) ","457 W. Russell ","Fayetteville","NC","(P),(YC),(D),(PT),(*),(G)","Bars/Clubs","",1978,-78.8859358,35.0526025,"Geocoded",NA,NA,NA
"
  Our Place
  ","(Mixed bag) ","1419 Richmond ","Houston","TX","(*)","Bars/Clubs","",1979,-95.3982614,29.734059,"Geocoded",NA,NA,NA
"
  Parade 
  ","(Disco) (Upstairs at Bourbon Pub) ","801 Bourbon St. ","New Orleans","LA","(YC),(D),(*)","Bars/Clubs","",1978,-90.0649145,29.9596511,"Geocoded",NA,NA,NA
"
  Pearl St.
  Warehouse
  ","(Disco) (Enter on 18th) ","1720 Lavaca ","Austin","TX","(D),(G),(B)","Bars/Clubs","",1979,-97.741255,30.280277,"Geocoded",NA,NA,NA
"
  Pearl Street Warehouse
  ","","1720 Lavaca","Austin","TX","(YC),(D),(*)","Bars/Clubs","",1973,-97.741255,30.280277,"Geocoded",NA,NA,NA
"
  Pellican News 
  ","(S-WE) (Adm.) ","4233 St. Claude St. ","New Orleans","LA","(*),(D),(S),(WE)","Bars/Clubs","",1978,-90.0326105,29.9652323,"Geocoded",NA,NA,NA
"
  Petite Europe 
  ","","2049 Richmond","Houston","TX","(M),(R)","Restaurant","",1979,-95.4097344,29.7338843,"Geocoded",NA,NA,NA
"
  Pin Up 
  ","","2228 Park Ave. ","Miami Beach","FL","(*)","Bars/Clubs","",1978,-80.1303187,25.7988876,"Geocoded",NA,NA,NA
"
  Pink Elephant 
  ","","1218 Leland ","Houston","TX","(OC)","Bars/Clubs","",1979,-95.374563,29.7113799,"Geocoded",NA,NA,NA
"
  Poop Deck 
  ","(Disco) (Liquor) (S-downstairs) Marlin Beach Hotel (Ft. Lauderdale Beach) ","17 So. Atlantic Bl.","Ft. Lauderdale","FL","(*),(HIP),(YC),(D),(R)","Bars/Clubs,Restaurant","",1978,-80.1048419,26.1223583,"Geocoded",NA,NA,NA
"
  Post Office 
  ","","940 St. Louis St. ","New Orleans","LA","(*),(P),(S)","Bars/Clubs","",1979,-90.0688921,29.9580681,"Geocoded",NA,NA,NA
"
  Private Cellar
  ","(Some W, SM, YC) (Open days) (Cruisy)","709 E. 6th ","Austin","TX","(*),(PT),(D),(W),(SM),(YC)","Bars/Clubs,Cruising Areas","",1979,-97.7356868,30.2658667,"Geocoded",NA,NA,NA
"
  Producers 
  ","(Disco) (Open Sundays) ","3609 Phillips Highway ","Jacksonville","FL","(R),(YC),(D),(*)","Bars/Clubs","",1977,-81.6346473,30.2891634,"Geocoded",NA,NA,NA
"
  Queen
  Bee
  ","(new location looks promising) ","313 W. Hargett Street","Raleigh","NC","","Bars/Clubs","",1977,-78.6442621,35.7782267,"Geocoded",NA,NA,NA
"
  Ranch Hi Lite 
  ","(Sun. buffet*)","6800 S. Main ","Houston","TX","(D),(*)","Bars/Clubs,Restaurant","",1979,-95.4051222,29.7074323,"Geocoded",NA,NA,NA
"
  Rebel Room
  ",""," 1001 Greene ","Columbus","GA","(M)","Bars/Clubs","",1973,-84.9877094,32.4609764,"Geocoded",NA,NA,NA
"
  Rene's 
  ","(Disco) ($1.50 minimum) ","2605 West Kennedy ","Tampa","FL","(YC),(D),(*)","Bars/Clubs","",1977,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"
  Restaurant
  Montparnasse 
  ","(Day) (The Place at night -Disco -D -upstairs -recently remodeled & enlarged) ","224 E. Main St. ","Lexington","KY","(*),(M),(R),(D)","Bars/Clubs,Restaurant","",1978,-84.4949125,38.0441299,"Geocoded",NA,NA,NA
"
  Roaring Sixties
  ","","2305 S. Shepherd","Houston","TX","(G),(D),(P),(*)","Bars/Clubs","",1972,-95.4103775,29.745453,"Geocoded",NA,NA,NA
"
  Romulus 
  ","(see Club Romulus)","","Houston","TX","(*)","Bars/Clubs","",1972,-95.3698028,29.7604267,"Geocoded",NA,NA,NA
"
  Ronnie's Bamboo Lounge
  ","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1973,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"
  Round Table
  ","","507 Westheimer","Houston","TX","","Bars/Clubs","",1972,-95.387676,29.7442282,"Geocoded",NA,NA,NA
"
  Saloon
  ","(Thru arcade) ","219 S.W. 1st Ave. ","Ft. Lauderdale","FL","(OC),(*)","Bars/Clubs","",1978,-80.1446604,26.1203133,"Geocoded",NA,NA,NA
"
  Scene I
  ","","1904 S. Shepherd","Houston","TX","(HIP),(S),(*)","Bars/Clubs","",1972,-95.410999,29.7488203,"Geocoded",NA,NA,NA
"
  Second Landing 
  ","(Liquor) (Rear entrance off parking lot) ","820 S.W. 42nd Ave. ","Miami","FL","(G),(R),(D),(*)","Bars/Clubs,Restaurant","",1978,-80.2632591,25.7641867,"Geocoded",NA,NA,NA
"
  Seventy -Ninth
  Street Twin Cinema 
  ","","137 N.E. 79th Ave. ","Miami","FL","","Theatre","",1978,-80.194284,25.847896,"Geocoded",NA,NA,NA
"
  Sidney's News
  Stand 
  ","(Books) ","917 Decatur St. ","New Orleans","LA","","Book Store","",1979,-90.0611928,29.9587946,"Geocoded",NA,NA,NA
"
  Silver Bullet
  Saloon 
  ","(Some W, SM) ","1005 California ","Houston","TX","(W),(SM)","Bars/Clubs","",1979,-95.3910698,29.7453635,"Geocoded",NA,NA,NA
"
  Simpson's Diner
  ","(after hours)","1413 Main St.","Houston","TX","(C),(R)","Restaurant","",1972,-95.3673337,29.7538379,"Geocoded",NA,NA,NA
"
  Soixante Quinze
  ","(Disco) ","6015 Westheimer","Houston","TX","(YC),(D)","Bars/Clubs","",1979,-95.4885546,29.7366662,"Geocoded",NA,NA,NA
"
  Somewhere 
  ","(Open 24 hrs. *) ","1525 Westheimer","Houston","TX","(R),(E),(*)","Restaurant","",1979,-95.3986794,29.7425879,"Geocoded",NA,NA,NA
"
  Southwind Motel 
  ","","2701 No. Broadway ","West Palm Beach","FL","(M),(H)","Hotels","",1978,-80.0571377,26.7373343,"Geocoded",NA,NA,NA
"
  Squirrel Cage 
  ","(liquor) (disco) (Looks promising)","620 So. Staples ","Corpus Christi","TX","(PT),(D)","Bars/Clubs","",1978,-97.4018858,27.7848586,"Geocoded",NA,NA,NA
"
  Stallion Bookstore
  
  ","(Cruisy)","706 E. 6th ","Austin","TX","","Book Store,Cruising Areas","",1979,-97.735622,30.266376,"Geocoded",NA,NA,NA
"
  Stratford Lounge 
  ","($1 adm. Cover WE) (Closed Mon.) ","1502 S. Stratford Rd. ","Winston-Salem","NC","(D),(*),(P)","Bars/Clubs","",1977,-80.3038475,36.0734768,"Geocoded",NA,NA,NA
"
  Studz News
  ","(Flicks -cruisy arcade) ","1132 Alabama ","Houston","TX","(*)","Cruising Areas,Theatre","",1979,-95.393,29.7387554,"Geocoded",NA,NA,NA
"
  Surf
  ","(best Sun. afternoons)","2909 Main St.","Houston","TX","(*)","Bars/Clubs","",1972,-95.3755528,29.7430456,"Geocoded",NA,NA,NA
"
  Swingers Book
  Store 
  ","","301 E. Chapel Hill St. ","Durham","NC","(M)","Book Store","",1978,-78.9015753,35.9971601,"Geocoded",NA,NA,NA
"
  Tacky's 
  ","(Levi & W) (Sunday brunch) (Next to Jaybird News)  ","2509 W. Broward Bl. ","Ft. Lauderdale","FL","(*),(PT),(W)","Bars/Clubs","",1978,-80.1753499,26.1219982,"Geocoded",NA,NA,NA
"
  Tangerine 
  ","(Disco) (Liquor) ","2960 No. Federal Hwy. ","Ft. Lauderdale","FL","(*),(YC),(D),(R),(E),(S)","Bars/Clubs,Restaurant","",1978,-80.1154213,26.1653213,"Geocoded",NA,NA,NA
"
  Tattooed Lady
  ","","805 Pacific","Houston","TX","(P)","Bars/Clubs","",1972,-95.3902946,29.7465373,"Geocoded",NA,NA,NA
"
  The Bookstore 
  ","","1728 Bissonnet","Houston","TX","","Book Store","",1979,-95.4032609,29.7258918,"Geocoded",NA,NA,NA
"
  Them Lounge
  ","","1622 N. Mesquite","Corpus Christi","TX","(*)","Bars/Clubs","",1973,-97.3958439,27.8065315,"Geocoded",NA,NA,NA
"
  Tommy's Lounge 
  ","","1022 Westheimer","Houston","TX","","Bars/Clubs","",1972,-95.3924716,29.7448377,"Geocoded",NA,NA,NA
"
  Tony's Villa 
  ","(Italian R) ","2468 Wilton Manor Rd. ","Ft. Lauderdale","FL","(M),(R)","Restaurant","",1978,-80.1330973,26.1587181,"Geocoded",NA,NA,NA
"
  Top Room Lounge 
  ","","3625 So. Dixie Highway ","West Palm Beach","FL","(G)","Bars/Clubs","",1978,-80.0548239,26.6787123,"Geocoded",NA,NA,NA
"
  Tortilla Flats 
  ","(Mexican R) ","95 French Market Pl.","New Orleans","LA","(*),(R)","Restaurant","",1979,-90.0582831,29.961111,"Geocoded",NA,NA,NA
"
  Tradewinds
  ","","706 Elgin","Houston","TX","(M)","Bars/Clubs","",1972,-95.3789998,29.7425296,"Geocoded",NA,NA,NA
"
  Travis's 
  ","(Good days) (S-WE)","834 N. Rampart St. ","New Orleans","LA","(D),(*),(S),(WE)","Bars/Clubs","",1979,-90.0669671,29.9617844,"Geocoded",NA,NA,NA
"
  Travis's II
  ","(T.T.'s) (wild back room) ","820 N. Rampart St. ","New Orleans","LA","(SM),(W),(PT),(*)","Bars/Clubs,Cruising Areas","",1979,-90.0670948,29.9615359,"Geocoded",NA,NA,NA
"
  Tri State News 
  ","(Books) ","215 E. Chapel Hill St. ","Durham","NC","","Book Store","",1978,-78.9024371,35.9973044,"Geocoded",NA,NA,NA
"
  Trinity 
  ","","4938 Prytania ","New Orleans","LA","(M)","Bars/Clubs","",1979,-90.1087999,29.9243839,"Geocoded",NA,NA,NA
"
  Tucker's Tavern
  ","(Cruisy)","336 King St. ","Charleston","SC","(*),(YC)","Bars/Clubs,Cruising Areas","",1979,-79.935163,32.7845789,"Geocoded",NA,NA,NA
"
  Turf North 
  ","","1901 No. Dixie Highway ","West Palm Beach","FL","(YC),(D),(*)","Bars/Clubs","",1978,-80.0532085,26.7300414,"Geocoded",NA,NA,NA
"
  Turf South 
  ","","221 Datura ","West Palm Beach","FL","(OC)","Bars/Clubs","",1978,-80.0515899,26.7123897,"Geocoded",NA,NA,NA
"
  Two by Two 
  ","(2 X 2) (disco) (game room) (3 bars) (Liquor) (Open until 5 a.m.)  ","201 N.E. 2nd Ave. at 2nd St ","Miami","FL","(*),(P),(YC),(D)","Bars/Clubs","",1978,-80.190082,25.77647,"Geocoded",NA,NA,NA
"
  Ursuline's Guest
  House 
  ","","708 Ursulines ","New Orleans","LA","(H),(*)","Hotels","",1979,-90.0621994,29.9613099,"Geocoded",NA,NA,NA
"
  Vieux Carre Motor
  Lodge 
  ","","920 N. Rampart St. ","New Orleans","LA","(M),(H)","Hotels","",1979,-90.0661004,29.9623382,"Geocoded",NA,NA,NA
"
  Wagon Wheel 
  ","","336 King St.","Charleston","SC","(M)","Bars/Clubs","",1977,-79.935163,32.7845789,"Geocoded",NA,NA,NA
"
  Wakefield Motor Lodge
  
  ","","2806 No. Broad ","West Palm Beach","FL","(H),(*)","Hotels","",1978,-80.0533746,26.7153424,"Geocoded",NA,NA,NA
"
  Wanda's 
  ","(Hustlers) ","704 Iberville ","New Orleans","LA","(RT),(*)","Bars/Clubs","",1979,-90.0684349,29.95412,"Geocoded",NA,NA,NA
"
  Warehouse VIII
  ","(Liquor) (Large complex includes (Disco) (D) in bar on 8th St. with some (YC) (B) (Latins); Tool Box (W) (SM) downstairs through rear parking lot, plus indoor & outdoor rooftop bars with side entrance on 36th Ave open until 5 a.m.) ","3600 S.W. 8th St. ","Miami","FL","(*),(D),(YC),(B),(W),(SM)","Bars/Clubs","",1978,-80.2533085,25.7645103,"Geocoded",NA,NA,NA
"
  Waynesart
  ","(unusual statues) (see ad for brochure) ","28 S. E. 9th St. ","Ft. Lauderdale","FL","","Bars/Clubs","",1978,-80.1421387,26.1110882,"Geocoded",NA,NA,NA
"
  We Three Lounge 
  ","(Maybe closing)","434 Cotton Ave.","Macon","GA","(D),(*)","Bars/Clubs","",1973,-83.630505,32.8367603,"Geocoded",NA,NA,NA
"
  Windward Resort Motel
  
  ","(this one complex includes several bars, (disco) (D) (E) (R) (H) and swimming pool)","16051 Collins Ave. ","Miami Beach","FL","(*),(D),(E),(R),(H)","Hotels,Bars/Clubs,Restaurant","",1978,-80.1216162,25.9263059,"Geocoded",NA,NA,NA
"
  Woodrow Hotel
  ","","1412 Fannin","Houston","TX","(H),(M)","Hotels","",1972,-95.367033,29.7533664,"Geocoded",NA,NA,NA
"
  Y.M.C.A. 
  ","","239 E. High St. ","Lexington","KY","(M),(H)","Hotels","",1978,-84.4953018,38.0426851,"Geocoded",NA,NA,NA
"
  Ye Old Tavern 
  ","(6 p.m. -1 a.m.) ","12 Market Street ","Wilmington","NC","(D),(*)","Bars/Clubs","",1977,-77.9493475,34.2350509,"Geocoded",NA,NA,NA
"
  Your Father's Mustache 
  ","(So. Miami) ","7232 S.W. 59th Ave. ","Miami","FL","(E)","Bars/Clubs","",1978,-80.2895718,25.7037047,"Geocoded",NA,NA,NA
"
  Zanzibar 
  ","","214 S. W. 1st Ave. ","Ft. Lauderdale","FL","(OC)","Bars/Clubs","",1978,-80.1443633,26.12011,"Geocoded",NA,NA,NA
"
  Zodiac 
  ","(disco) (some G) (liquor) ","617 So. Staples ","Corpus Christi","TX","(YC),(D),(PT),(*),(G)","Bars/Clubs","",1978,-97.402435,27.785021,"Geocoded",NA,NA,NA
"  Man's country bar   ","(Levi & W) (Cruisy) (go go boys)  ","506 25th St. ","West Palm Beach","FL","(*),(PT),(D),(W)","Bars/Clubs,Cruising Areas","",1978,-80.05529,26.7361111,"Geocoded",NA,NA,NA
"'A' Adult Books","","1915 Federal Hwy.","Ft. Lauderdale","FL","","Book Store","",1975,-80.1368807,26.0970043,"Geocoded",NA,NA,NA
"'A' Adult Books ","","3915 S. Federal Hwy","Ft. Lauderdale","FL","","Book Store","",1976,-80.1366857,26.0922761,"Geocoded",NA,NA,NA
"'Bus Stop' at Pine & Jefferson","","Pine & Jefferson","Albany","GA","Cruisy Area","Cruising Areas","",1980,-84.155978,31.578466,"Found",NA,NA,NA
"'Figure 8'","","from 8th to 6th Sts., between Church & Commerce","Nashville","TN","Cruisy Area","Cruising Areas","",1975,-86.782241,36.161515,"Found",NA,NA,NA
"'Figure 8'","6th to 8th, betw. Church & Commerce","","Nashville","TN","Cruisy Area","Cruising Areas","",1980,-86.782241,36.161515,"Found",NA,NA,NA
"'Figure 8' - 8th to 6th between Commerce & Church","","","Nashville","TN","Cruisy Area","Cruising Areas","",1976,-86.782241,36.161515,"Found",NA,NA,NA
"'Hippie Hallow'","B.A. beach in Lake Travis off Hwy 620","","Austin","TX","Cruisy Area,(*)","Cruising Areas","",1980,-97.886849,30.41351,"Found",NA,NA,NA
"'Hippie Hollow' - great summer 'BA' beach on Lake Travis","","","Austin","TX","Cruisy Area","Cruising Areas","",1976,-97.886849,30.41351,"Found",NA,NA,NA
"'Homo Heights'","","Oaklawn & Lemmon","Dallas","TX","Cruisy Area","Cruising Areas","",1975,-96.805542,32.811931,"Found",NA,NA,NA
"'Homo Heights' - Oaklawn & Lemmon","","","Dallas","TX","Cruisy Area","Cruising Areas","",1974,-96.805542,32.811931,"Found",NA,NA,NA
"'Homo Heights' - Oaklawn & Lemmon","","","Dallas","TX","Cruisy Area","Cruising Areas","",1976,-96.805542,32.811931,"Found",NA,NA,NA
"'Homo Heights' - Oaklawn & Lemmon","","","Dallas","TX","Cruisy Area","Cruising Areas","",1980,-96.805542,32.811931,"Found",NA,NA,NA
"'Pete's on the Drag'","cars in front of campus","","Austin","TX","Cruisy Area","Cruising Areas","",1975,-97.74201,30.288467,"Found",NA,NA,NA
"'Pete's on the Drag' -- cars in front of campus","","","Austin","TX","Cruisy Area","Cruising Areas","",1974,-97.74201,30.288467,"Found",NA,NA,NA
"'Pete's on the Drag' cars in front of campus","","","Austin","TX","Cruisy Area","Cruising Areas","",1976,-97.74201,30.288467,"Found",NA,NA,NA
"'Primrose Path' ","Senate St & grounds adj. to the Capitol","","Columbia","SC","Cruisy Area,(AYOR)","Cruising Areas","",1980,-81.0348144,34.0007104,"Geocoded",NA,NA,NA
"'Primrose Path' - Senate St nr. the Capitol","","","Columbia","SC","Cruisy Area","Cruising Areas","",1974,-81.031569,34.000399,"Found",NA,NA,NA
"'Primrose Path' - Senate St. & Grounds adjacent to the capitol","","","Columbia","SC","Cruisy Area","Cruising Areas","",1976,-81.031569,34.000399,"Found",NA,NA,NA
"'Primrose Path' - Senate St. near the Capitol","","","Columbia","SC","Cruisy Area","Cruising Areas","",1975,-81.031569,34.000399,"Found",NA,NA,NA
"'Queens Point'","","Lake Dallas","Dallas","TX","Cruisy Area","Cruising Areas","",1975,-97.003862,33.115071,"Found",NA,NA,NA
"'Queens Point' - Lake Dallas","","","Dallas","TX","Cruisy Area","Cruising Areas","Approximate location. See http://www.cruisinggays.com/lake-dallas/areas/17720-westlake-park-queens-point/",1974,-97.003862,33.115071,"Found",NA,NA,NA
"'Queens Point' - Lake Dallas","","","Dallas","TX","Cruisy Area","Cruising Areas","",1976,-97.003862,33.115071,"Found",NA,NA,NA
"'Rest Area' nr. Mississippi State Line (I-10)","","","Mobile","AL","Cruisy Area","Cruising Areas","",1976,-88.112415,30.254257,"General City Coordinates Used",NA,NA,NA
"'Rest area' on I 20 - Westbound","","","Alexandria","LA","Cruisy Area","Cruising Areas","",1976,-92.445137,31.311294,"General City Coordinates Used",NA,NA,NA
"'Rest area' on I-20 Westbound","","","Ruston","LA","Cruisy Area","Cruising Areas","",1976,-92.473759,32.531825,"Found",NA,NA,NA
"'Rest area' on I-26 S. of town","","","Columbia","SC","Cruisy Area","Cruising Areas","",1976,-81.034814,34.00071,"General City Coordinates Used",NA,NA,NA
"'Rest Stop'","on I-26 S.","","Columbia","SC","Cruisy Area","Cruising Areas","",1980,-81.034814,34.00071,"General City Coordinates Used",NA,NA,NA
"'Rest Stop'","","Old Hwy. 31 N","Decatur","AL","Cruisy Area","Cruising Areas","",1980,-86.983342,34.605925,"General City Coordinates Used",NA,NA,NA
"'Rest Stop'  - 15 E. on I-10","","","Houston","TX","Cruisy Area","Cruising Areas","",1980,-95.369803,29.760427,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' betw. Chattanooga & Cleveland","","","Chattanooga","TN","Cruisy Area","Cruising Areas","",1980,-85.30968,35.04563,"General City Coordinates Used",NA,NA,NA
"'Rest stop' betw. Cleveland & Chatanooga","","","Chattanooga","TN","Cruisy Area","Cruising Areas","",1976,-85.30968,35.04563,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-20","","","Morton","MS","Cruisy Area","Cruising Areas","",1980,-89.654517,32.353756,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-20 - westbound","","","Arcadia","LA","Cruisy Area","Cruising Areas","",1980,-92.920158,32.549041,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-20 E","","","Longview","TX","Cruisy Area","Cruising Areas","",1980,-94.740489,32.500704,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-20 E.","","","Ruston","LA","Cruisy Area","Cruising Areas","",1980,-92.473759,32.531825,"Found",NA,NA,NA
"'Rest Stop' on I-20 E.","","","Forest","MS","Cruisy Area","Cruising Areas","",1980,-89.474235,32.364589,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-20 E. in Minden","","","Shreveport","LA","Cruisy Area","Cruising Areas","",1980,-93.286835,32.615428,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-30","3 mi W.","","Mount Vernon","TX","Cruisy Area","Cruising Areas","",1980,-95.221332,33.188727,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-35 S.","","","Ft. Worth","TX","Cruisy Area","Cruising Areas","",1980,-97.330766,32.755488,"General City Coordinates Used",NA,NA,NA
"'Rest Stop' on I-85 N","betw. Greenville & Anderson Ga.","","Greenville","SC","Cruisy Area","Cruising Areas","",1980,-82.39401,34.852618,"General City Coordinates Used",NA,NA,NA
