"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclearaddress","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
3658,"Virginia St. Book Store","","(Cruisy 24 hr. arcade)","961 S. Virginia","Cruising Areas,Book Store","Reno","NV",1987,NA,"","","5/31/2022 12:59pm","961 S. Virginia, Reno, NV",-119.8080632,"39.5152543","961 s virginia st, reno, nv 89509, usa","Geocoded"
3664,"Mark Twain Saloon","(M),(WE)","(Best WE)","19 S. 'C' St.","Bars/Clubs","Virginia City","NV",1987,NA,"","","5/31/2022 1:21pm","19 S. 'C' St., Virginia City, NV",-119.6494546,"39.310424","19 c st, virginia city, nv 89440, usa","Geocoded"
3667,"Appletree Book Store","(M)","","24 Warren St.","Book Store","Concord","NH",1987,NA,"","","5/31/2022 1:26pm","24 Warren St., Concord, NH",-71.5369725,"43.2050448","24 warren st, concord, nh 03301, usa","Geocoded"
3668,"Dover Social Club","(P),(M),(D)","","13 Partland St.","Bars/Clubs","Dover","NH",1987,NA,"","","5/31/2022 1:29pm","13 Partland St., Dover, NH",-70.8711634,"43.1963925","13 portland ave, dover, nh 03820, usa","Geocoded"
3674,"Club Merri-Mac","(*),(P),(L)","(Some L)","201 Merrimack St.","Bars/Clubs","Manchester","NH",1987,NA,"","","6/1/2022 12:23am","201 Merrimack St., Manchester, NH",-71.4578053,"42.9891329","201 merrimack st, manchester, nh 03103, usa","Geocoded"
3675,"Front Runner","(P),(D),(PT),(*),(E)","(Disco)","361 Pine St.","Bars/Clubs","Manchester","NH",1987,NA,"","","6/1/2022 12:24am","361 Pine St., Manchester, NH",-71.459207,"42.9906517","361 pine st, manchester, nh 03103, usa","Geocoded"
3677,"Press Club","(P),(D),(PT),(*)","","35 Kosciuszko St.","Bars/Clubs","Manchester","NH",1987,NA,"","","6/1/2022 12:25am","35 Kosciuszko St., Manchester, NH",-71.4616121,"42.9945077","35 kosciuszko st, manchester, nh 03105, usa","Geocoded"
3681,"Isis, Ltd.","(P),(L)","(Some L)","40 Pleasant St.","Bars/Clubs","Portsmouth","NH",1987,NA,"","","6/1/2022 12:27am","40 Pleasant St., Portsmouth, NH",-70.7575212,"43.0761164","40 pleasant st, portsmouth, nh 03801, usa","Geocoded"
3688,"Archie's","","(Cruisy late afternoons with beach crowd) (Patio)","312 Cookman Ave.","Cruising Areas","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:32am","312 Cookman Ave., Asbury Park, NJ",-74.0063926,"40.2175576","312 cookman ave, asbury park, nj 07712, usa","Geocoded"
3689,"Blue Note","(OC),(E),(PT),(*),(WE)","(WE*)","707 Bangs Ave.","Bars/Clubs","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:32am","707 Bangs Ave., Asbury Park, NJ",-74.0118049,"40.2174449","707 bangs ave, asbury park, nj 07712, usa","Geocoded"
3690,"Cheek's Place","","","611 Heck St.","Bars/Clubs","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:32am","611 Heck St., Asbury Park, NJ",-74.0062758,"40.2175794","611 heck st, asbury park, nj 07712, usa","Geocoded"
3692,"Harry's","(R),(M)","(Magazines ,bus tickets)","400 Cookman Ave.","Restaurant","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:33am","400 Cookman Ave., Asbury Park, NJ",-74.0072208,"40.2169449","400 cookman ave, asbury park, nj 07712, usa","Geocoded"
3693,"Key West Motel","(M),(L)","","109 2nd Ave.","Hotel","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:34am","109 2nd Ave., Asbury Park, NJ",-74.001021,"40.220874","109 2nd ave, asbury park, nj 07712, usa","Geocoded"
3694,"Odyssey","(D),(E),(*)","(Disco) (The bar!)","427 Cookman Ave.","Bars/Clubs","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:35am","427 Cookman Ave., Asbury Park, NJ",-74.0113783,"40.2160017","427 cookman ave, asbury park, nj 07712, usa","Geocoded"
3695,"Owl & Pussycat","(L),(E),(*),(WE)","","109 2nd Ave.","","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:49am","109 2nd Ave., Asbury Park, NJ",-74.001021,"40.220874","109 2nd ave, asbury park, nj 07712, usa","Geocoded"
3697,"Rascals","(YC),(M),(B),(D),(L),(WE),(*),(V)","(M&K) (Disco) (Some YC,M,B) (L—3rd floor WE)(V's Place—upstairs)(WE*) just off Cookman","611 Heck St.","Bars/Clubs","Asbury Park","NJ",1987,NA,"","","6/1/2022 12:53am","611 Heck St., Asbury Park, NJ",-74.0062758,"40.2175794","611 heck st, asbury park, nj 07712, usa","Geocoded"
3698,"Stonewall","(R)","","609 Cookman","Restaurant","Asbury Park","NJ",1987,NA,"","","6/1/2022 1:04am","609 Cookman, Asbury Park, NJ",-74.0109847,"40.2160304","609 cookman ave, asbury park, nj 07712, usa","Geocoded"
3699,"Visions","","","228 Cookman Ave.","Bars/Clubs","Asbury Park","NJ",1987,NA,"","","6/1/2022 1:04am","228 Cookman Ave., Asbury Park, NJ",-74.003031,"40.2182629","228 cookman ave, asbury park, nj 07712, usa","Geocoded"
3702,"Atlantic City News","","(Books)","101 S. Illinois","Book Store","Atlantic City","NJ",1987,NA,"","","7/13/2022 9:03am","101 S. Illinois, Atlantic City, NJ",-74.430565,"39.358924","101 s dr martin luther king blvd, atlantic city, nj 08401, usa","Geocoded"
3704,"Beach House","(H)","","131 S. Ocean Ave.","Hotel","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:07am","131 S. Ocean Ave., Atlantic City, NJ",-74.4258694,"39.3600227","131 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
3705,"Briarwood Hotel","(M)","","139 S. Ocean Ave.","Hotel","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:08am","139 S. Ocean Ave., Atlantic City, NJ",-74.4254779,"39.3594308","139 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
3706,"Brass Rail Bar","(*),(D),(R)","(Open all night)(Best late)(Some hustlers)","12 S. Mt. Vernon Ave.","Restaurant,Bars/Clubs","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:08am","12 S. Mt. Vernon Ave., Atlantic City, NJ",-74.4310387,"39.3602778","12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
3707,"Connie's News","","(Books)","1118 Atlantic Ave.","Book Store","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:11am","1118 Atlantic Ave., Atlantic City, NJ",-74.4250509,"39.3631409","1118 atlantic ave, atlantic city, nj 08401, usa","Geocoded"
3708,"Entertainers Club","(*)","an alley off New York nr. the Boardwalk","169 S. Westminister","Bars/Clubs","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:12am","169 S. Westminister, Atlantic City, NJ",-74.4273446,"39.3576816","169 westminster ave, atlantic city, nj 08401, usa","Geocoded"
3709,"Lyle's","(R)","(Breakfast & lunch)","120 S. New York Ave.","Restaurant","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:13am","120 S. New York Ave., Atlantic City, NJ",-74.428137,"39.359302","120 s new york ave, atlantic city, nj 08401, usa","Geocoded"
3710,"Ocean House","(H),(*)","(Open all year) (See ad previous page)","127 S. Ocean Ave.","Hotel","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:14am","127 S. Ocean Ave., Atlantic City, NJ",-74.4259915,"39.3601491","127 s ocean ave, atlantic city, nj 08401, usa","Geocoded"
3711,"Rendezvous","(*)","","137 S. New York Ave.","Bars/Clubs","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:14am","137 S. New York Ave., Atlantic City, NJ",-74.4276736,"39.3594028","137 s new york ave, atlantic city, nj 08401, usa","Geocoded"
3712,"Saratoga","(D),(R),(*)","(Preppies) (Disco)","205 S. New York Ave.","Restaurant,Bars/Clubs","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:21am","205 S. New York Ave., Atlantic City, NJ",-74.4268781,"39.3582375","205 s new york ave, atlantic city, nj 08401, usa","Geocoded"
3713,"Studio VI","(D),(L)","(Disco) (Some L) (Upstairs from Brass Rail)","12 S. Mt. Vernon","Bars/Clubs","Atlantic City","NJ",1987,NA,"","","6/1/2022 1:22am","12 S. Mt. Vernon, Atlantic City, NJ",-74.4310387,"39.3602778","12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded"
3719,"Buddy's","(D),(L),(WE),(*)","(Disco)","751 Washington Ave.","Bars/Clubs","Belleville","NJ",1987,NA,"","","6/1/2022 1:26am","751 Washington Ave., Belleville, NJ",-74.1468194,"40.8061095","751 washington ave, belleville, nj 07109, usa","Geocoded"
3725,"Gatsby's","(*),(YC),(D),(E)","(E—in rear) (Disco)(Rt. 70)","2310 W. Marlton Pike","Bars/Clubs","Cherry Hill","NJ",1987,NA,"","","6/1/2022 1:34am","2310 W. Marlton Pike, Cherry Hill, NJ",-75.0473782,"39.9256399","2310 marlton pike w, cherry hill, nj 08002, usa","Geocoded"
3727,"Video Emporium","(*),(M)","(24 hrs.)","3049 Rt. 10","Business","Denville","NJ",1987,NA,"","","6/1/2022 1:36am","3049 Rt. 10, Denville, NJ",-74.5051568,"40.8647327","3049 nj-10, denville, nj 07834, usa","Geocoded"
3728,"Charlie's West","(*),(D)","(Disco)","536 Main St.","Bars/Clubs","East Orange","NJ",1987,NA,"","","6/1/2022 1:45am","536 Main St., East Orange, NJ",-74.2179169,"40.7667886","536 main st, east orange, nj 07018, usa","Geocoded"
3733,"L'Mannequin","(D)","(Disco)","67 Orchard St.","Bars/Clubs","Elizabeth","NJ",1987,NA,"","","6/1/2022 1:54am","67 Orchard St., Elizabeth, NJ",-74.2230913,"40.6699233","67 orchard st, elizabeth, nj 07208, usa","Geocoded"
3741,"Maxwell's","(R),(D),(E),(*)","","1039 Washington St.","Restaurant","Hoboken","NJ",1987,NA,"","","6/1/2022 1:58am","1039 Washington St., Hoboken, NJ",-74.0268631,"40.7496677","1039 washington st, hoboken, nj 07030, usa","Geocoded"
3742,"Ark","(D)","","733 Lakeside Ave.","Bars/Clubs","Hopatcong","NJ",1987,NA,"","","6/1/2022 2:00am","733 Lakeside Ave., Hopatcong, NJ",-74.657449,"40.9649464","733 lakeside ave, green township, nj 07821, usa","Geocoded"
3750,"Maddie's Mine Hill Tavern","(L),(D),(R),(PT)","(Some L)","181 Randolph Ave.","Restaurant,Bars/Clubs","Mine Hill","NJ",1987,NA,"","","6/1/2022 2:23am","181 Randolph Ave., Mine Hill, NJ",-74.6003176,"40.8704168","181 randolph ave, mine hill township, nj 07803, usa","Geocoded"
3752,"Buddy's","(D),(B)","(Disco)","751 Washington Ave.","Bars/Clubs","Newark","NJ",1987,NA,"","","6/1/2022 2:29am","751 Washington Ave., Newark, NJ",-74.1468194,"40.8061095","751 washington ave, belleville, nj 07109, usa","Geocoded"
3753,"Cactus Club","(YC),(D),(E),(*)","(Disco)","170 Fleming Ave.","Bars/Clubs","Newark","NJ",1987,NA,"","","6/1/2022 2:30am","170 Fleming Ave., Newark, NJ",-74.1393135,"40.7325012","170 fleming ave, newark, nj 07105, usa","Geocoded"
3754,"First Choice","(M),(R),(D),(B)","(Some Latins, B)","533 Ferry St.","Bars/Clubs,Restaurant","Newark","NJ",1987,NA,"","","6/1/2022 2:30am","533 Ferry St., Newark, NJ",-74.1387694,"40.7320631","533 ferry st, newark, nj 07105, usa","Geocoded"
3756,"J. August's Cafe","(M),(R)","","65 Church St.","Restaurant","New Brunswick","NJ",1987,NA,"","","6/1/2022 2:32am","65 Church St., New Brunswick, NJ",-74.4426475,"40.4962515","65 church st, new brunswick, nj 08901, usa","Geocoded"
3757,"R.P.'s Parlour","","","53 Easton Ave.","Bars/Clubs","New Brunswick","NJ",1987,NA,"","","6/1/2022 2:33am","53 Easton Ave., New Brunswick, NJ",-74.4491508,"40.4981159","53 easton ave, new brunswick, nj 08901, usa","Geocoded"
3761,"Yacht Club","(D),(WE),(*)","(Disco) 5 mi. N. of Route 15  (Jefferson)","366 Berkshire Valley Rd.","Bars/Clubs","Oak Ridge","NJ",1987,NA,"","","6/1/2022 2:36am","366 Berkshire Valley Rd., Oak Ridge, NJ",-74.6087515,"40.9205569","366 berkshire valley rd, wharton, nj 07885, usa","Geocoded"
3763,"Rah-Rah's Pub","(D),(L),(*)","(Some L)","51 S. Day St.","Bars/Clubs","Orange","NJ",1987,NA,"","","6/1/2022 2:42am","51 S. Day St., Orange, NJ",-74.2309322,"40.7708803","51 s day st, city of orange, nj 07050, usa","Geocoded"
3771,"Happy Time","(M),(N),(R)","","273 New Brunswick Ave.","Restaurant","Perth Amboy","NJ",1987,NA,"","","6/1/2022 2:45am","273 New Brunswick Ave., Perth Amboy, NJ",-74.2731118,"40.5133979","273 new brunswick ave, perth amboy, nj 08861, usa","Geocoded"
3772,"The Other Half/The Whole","(*),(W),(SM),(OC),(D),(E),(WE)","(Some Macho, W, SM)","547 Kennedy St. at Convery","Bars/Clubs","Perth Amboy","NJ",1987,NA,"","","6/1/2022 2:47am","547 Kennedy St. at Convery, Perth Amboy, NJ",-74.2804553,"40.5265443","convery blvd, perth amboy, nj 08861, usa","Geocoded"
3774,"Feather'sDisco","(YC),(D),(E),(S),(*)","(4 bars, 2 dance floors—'Tops in area')","77 Kinderkamack Rd.","Bars/Clubs","River Edge","NJ",1987,NA,"","","6/3/2022 1:23pm","77 Kinderkamack Rd., River Edge, NJ",-74.0360483,"40.9105724","77 kinderkamack rd, river edge, nj 07661, usa","Geocoded"
3781,"Omni","(L),(D)","(Some L)(Disco)","1200 S. Broad St.","Bars/Clubs","Trenton","NJ",1987,NA,"","","6/3/2022 1:41pm","1200 S. Broad St., Trenton, NJ",-74.7423252,"40.203959","1200 s broad st, trenton, nj 08610, usa","Geocoded"
3782,"Rainbow","(L),(*)","","677 S. Broad","Bars/Clubs","Trenton","NJ",1987,NA,"","","6/3/2022 1:42pm","677 S. Broad, Trenton, NJ",-74.7535985,"40.2082503","677 s broad st, trenton, nj 08611, usa","Geocoded"
3785,"Maria's Place","","","530 7th St.","Bars/Clubs","Union City","NJ",1987,NA,"","","6/3/2022 1:50pm","530 7th St., Union City, NJ",-74.0406768,"40.7571672","530 7th st, union city, nj 07087, usa","Geocoded"
3788,"Friendly's Tavern","(PT),(D),(YC),(L)","(Some Latins)","6310 Park Ave.","Bars/Clubs","West New York","NJ",1987,NA,"","","6/3/2022 1:51pm","6310 Park Ave., West New York, NJ",-74.0061992,"40.7885704","6310 park ave, west new york, nj 07093, usa","Geocoded"
3795,"Adam's Den","","(Disco)(Was closed—may be reopening)","4418 Central Ave. N.E.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","6/3/2022 2:06pm","4418 Central Ave. N.E., Albuquerque, NM",-106.6057974,"35.0798915","4418 central ave ne, albuquerque, nm 87106, usa","Geocoded"
3796,"Albuquerque Social Club","(P)","","4021 Central Ave. N.E.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","6/3/2022 2:07pm","4021 Central Ave. N.E., Albuquerque, NM",-106.5989274,"35.0793714","4021 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3797,"Cap's","(M),(R),(C),(AH)","","5801 Central Ave. N.E.","Restaurant","Albuquerque","NM",1987,NA,"","","6/3/2022 2:07pm","5801 Central Ave. N.E., Albuquerque, NM",-106.581649,"35.0775216","5801 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3798,"Corky's","(P),(L),(D)","","2428 San Mateo PI.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","6/3/2022 2:11pm","2428 San Mateo PI., Albuquerque, NM",-106.5859615,"35.1068713","2428 san mateo pl ne, albuquerque, nm 87110, usa","Geocoded"
3799,"Cricket's","(PT)","","5511 Central Ave. N.W.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","6/3/2022 2:12pm","5511 Central Ave. N.W., Albuquerque, NM",-106.7003143,"35.0825567","5511 central ave nw, albuquerque, nm 87105, usa","Geocoded"
3800,"Erotique Book Store","","","4012 Central Ave.","Book Store,Erotic Shop","Albuquerque","NM",1987,NA,"","","6/3/2022 2:13pm","4012 Central Ave., Albuquerque, NM",-106.599315,"35.0789543","4012 central ave se, albuquerque, nm 87108, usa","Geocoded"
3801,"Foxe's","(*),(W),(YC),(D),(PT)","(Some W,YC)(Disco)","8521 Central Ave. N.E.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","6/3/2022 2:14pm","8521 Central Ave. N.E., Albuquerque, NM",-106.5518372,"35.0743528","8521 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3802,"Integrity","","(Church)","601 Montana Rd. N.W.","Religious Institution","Albuquerque","NM",1987,NA,"","","6/3/2022 2:15pm","601 Montana Rd. N.W., Albuquerque, NM",-106.6522033,"35.0955426","601 mountain rd nw, albuquerque, nm 87102, usa","Geocoded"
3804,"M.C.C.","","","116 Morningside Dr. N.E.","Religious Institution","Albuquerque","NM",1987,NA,"","","6/3/2022 2:16pm","116 Morningside Dr. N.E., Albuquerque, NM",-106.5996825,"35.0798645","116 morningside dr ne, albuquerque, nm 87108, usa","Geocoded"
3805,"Pleasure Palace","","(Books)","5205 Menaul N.E.","Book Store","Albuquerque","NM",1987,NA,"","","6/3/2022 2:16pm","5205 Menaul N.E., Albuquerque, NM",-106.5860997,"35.1094853","5205 menaul blvd ne, albuquerque, nm 87110, usa","Geocoded"
3806,"Pussycat I","(M)","(Books)","4207 Central Ave. N.E.","Book Store","Albuquerque","NM",1987,NA,"","","6/3/2022 2:18pm","4207 Central Ave. N.E., Albuquerque, NM",-106.5971197,"35.079163","4207 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3807,"Pussycat II","(M)","(Books)","7907 Central Ave. N.E.","Book Store","Albuquerque","NM",1987,NA,"","","6/3/2022 2:18pm","7907 Central Ave. N.E., Albuquerque, NM",-106.5587616,"35.0753146","7907 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3808,"R.S. Express","(YC),(D)","(Disco)","4500 Central Ave. N.E.","Bars/Clubs","Albuquerque","NM",1987,NA,"","","7/13/2022 8:52am","4500 Central Ave. N.E., Albuquerque, NM",-106.6057974,"35.0798915","4500 central ave ne, albuquerque, nm 87106, usa","Geocoded"
3826,"Adult Book Bar","","","455 Cerillos","Book Store,Erotic Shop","Santa Fe","NM",1987,NA,"","","6/3/2022 3:05pm","455 Cerillos, Santa Fe, NM",-105.9441655,"35.6828182","455 cerrillos rd, santa fe, nm 87501, usa","Geocoded"
3827,"Victor's","(PE),(R),(M)","","423 W. San Francisco St.","Restaurant","Santa Fe","NM",1987,NA,"","","6/3/2022 3:06pm","423 W. San Francisco St., Santa Fe, NM",-105.9442385,"35.6887267","423 w san francisco st, santa fe, nm 87501, usa","Geocoded"
3830,"Gay Community Center","","(Snacks & C)(518)462-6138","332 Hudson Ave.","Community Center/Support Group","Albany","NY",1987,NA,"","","6/3/2022 3:14pm","332 Hudson Ave., Albany, NY",-73.7655861,"42.6532207","332 hudson ave, albany, ny 12210, usa","Geocoded"
3831,"Last Straw","(PT),(AH),(WE),(*)","(Juicebar))(11 pm-6 am)","92 Central Ave.","Bars/Clubs,Cruising Areas","Albany","NY",1987,NA,"","","6/3/2022 3:22pm","92 Central Ave., Albany, NY",-73.7667584,"42.6593883","92 central ave, albany, ny 12206, usa","Geocoded"
3832,"Le Most","","(Cards & novelties)","189 Lark St.","Business","Albany","NY",1987,NA,"","","6/3/2022 3:22pm","189 Lark St., Albany, NY",-73.7637691,"42.6565396","189 lark st, albany, ny 12210, usa","Geocoded"
3833,"New Beginnings","(D),(AH)","(Juice bar)(Disco)","369 Central","Bars/Clubs","Albany","NY",1987,NA,"","","6/3/2022 3:23pm","369 Central, Albany, NY",-78.6717313,"42.916528","369 central ave, lancaster, ny 14086, usa","Geocoded"
3834,"Playhouse","(W),(SM),(OC),(D),(WE),(*)","(Some W,SM) (Disco)(WE*)","519 Central Ave.","Bars/Clubs","Albany","NY",1987,NA,"","","6/3/2022 3:24pm","519 Central Ave., Albany, NY",-73.7781395,"42.6701378","519 central ave, albany, ny 12206, usa","Geocoded"
3835,"Secrets","(L),(D)","(Some L) (Upstairs from Waterworks)","76 Central Ave.","Bars/Clubs","Albany","NY",1987,NA,"","","6/3/2022 3:25pm","76 Central Ave., Albany, NY",-73.7664658,"42.6590706","76 central ave, albany, ny 12206, usa","Geocoded"
3837,"Waterworks Pub","(W),(YC),(PT),(WE),(*)","","76 Central Ave.","Bars/Clubs","Albany","NY",1987,NA,"","","6/3/2022 3:26pm","76 Central Ave., Albany, NY",-73.7664658,"42.6590706","76 central ave, albany, ny 12206, usa","Geocoded"
3844,"Happy Hours Books","(M)","","33 W. Main","Book Store","Bay Shore","NY",1987,NA,"","","6/3/2022 3:39pm","33 W. Main, Bay Shore, NY",-73.2485824,"40.721099","33 w main st, bay shore, ny 11706, usa","Geocoded"
3845,"Ruthie's Place","(M),(L),(PT),(N)","(Some M , L)","24 Ackerson Blvd.","Bars/Clubs","Bay Shore","NY",1987,NA,"","","6/3/2022 3:40pm","24 Ackerson Blvd., Bay Shore, NY",-73.2597551,"40.7238024","24 ackerson st, bay shore, ny 11706, usa","Geocoded"
3848,"Pal Joey's","(YC),(PT),(*)","(N. Bellmore)","2475 Jerusalem Ave.","Cruising Areas,Bars/Clubs","Bellmore","NY",1987,NA,"","","6/3/2022 3:46pm","2475 Jerusalem Ave., Bellmore, NY",-73.5406124,"40.6911924","2475 jerusalem ave, north bellmore, ny 11710, usa","Geocoded"
3849,"Kay's Books","","","81 State St.","Book Store","Binghamton","NY",1987,NA,"","","6/3/2022 3:49pm","81 State St., Binghamton, NY",-75.9128441,"42.0979541","81 state st, binghamton, ny 13901, usa","Geocoded"
3851,"Holiday Inn","","","8 Hawley St.","Hotel","Binghamton","NY",1987,NA,"","","6/3/2022 3:49pm","8 Hawley St., Binghamton, NY",-75.9146247,"42.0981865","8 hawley st, binghamton, ny 13901, usa","Geocoded"
3852,"Lenny's","(*),(YC),(L),(D),(V)","(Some YC,L)(Disco)","201 State St.","Bars/Clubs","Binghamton","NY",1987,NA,"","","6/3/2022 3:52pm","201 State St., Binghamton, NY",-75.9118006,"42.1018782","201 state st, binghamton, ny 13901, usa","Geocoded"
3853,"Mr. Bill's Adult Books","(M)","","140 Washington St.","Book Store","Binghamton","NY",1987,NA,"","","6/3/2022 3:52pm","140 Washington St., Binghamton, NY",-75.9133205,"42.0980704","140 washington st, binghamton, ny 13901, usa","Geocoded"
3855,"Squiggy's","(L)","","34 Chenango St.","Bars/Clubs","Binghamton","NY",1987,NA,"","","6/3/2022 3:54pm","34 Chenango St., Binghamton, NY",-75.9102579,"42.0997153","34 chenango st, binghamton, ny 13901, usa","Geocoded"
3856,"Tiffany's Cafe","(M),(R)","","55 Court St.","Restaurant","Binghamton","NY",1987,NA,"","","6/3/2022 3:55pm","55 Court St., Binghamton, NY",-75.912784,"42.0989407","55 court st, binghamton, ny 13901, usa","Geocoded"
3860,"Allen","(R),(YC)","","16 Allen","Restaurant","Buffalo","NY",1987,NA,"","","6/3/2022 4:13pm","16 Allen, Buffalo, NY",-78.8707216,"42.8991643","16 allen st, buffalo, ny 14202, usa","Geocoded"
3861,"City Lights","(*),(YC),(D)","(Disco)","727 Main St. at Tupper","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:13pm","727 Main St. at Tupper, Buffalo, NY",-78.877275,"42.8942664","w tupper st, buffalo, ny, usa","Geocoded"
3862,"Club Denmar","(*),(R)","","884 Main St.","Restaurant","Buffalo","NY",1987,NA,"","","6/3/2022 4:14pm","884 Main St., Buffalo, NY",-78.870688,"42.8980336","884 main st, buffalo, ny 14202, usa","Geocoded"
3863,"Club 26","(YC),(D)","(Disco)(Looks good)","26 Allen St.","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:16pm","26 Allen St., Buffalo, NY",-78.8709869,"42.8991903","26 allen st, buffalo, ny 14202, usa","Geocoded"
3865,"Duff's","(L),(WE),(*)","(Many L)","750 Main St.","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:17pm","750 Main St., Buffalo, NY",-78.8715726,"42.8944893","750 main st, buffalo, ny 14202, usa","Geocoded"
3867,"Emma Feminist Book Store","","","168 Elmwood Ave.","Book Store","Buffalo","NY",1987,NA,"","","6/3/2022 4:18pm","168 Elmwood Ave., Buffalo, NY",-78.8774274,"42.9015593","168 elmwood ave, buffalo, ny 14201, usa","Geocoded"
3868,"Gay & Lesbian Comm. Center","","(716) 886-1274","647 W. Delavan","Community Center/Support Group","Buffalo","NY",1987,NA,"","","6/3/2022 4:19pm","647 W. Delavan, Buffalo, NY",-78.8753077,"42.9220102","647 w delavan ave, buffalo, ny 14222, usa","Geocoded"
3869,"M.C. Compton's","(L),(D)","(Disco)","1239 Niagara St.","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:20pm","1239 Niagara St., Buffalo, NY",-78.8988311,"42.9175879","1239 niagara st, buffalo, ny 14213, usa","Geocoded"
3870,"MCC","","","370 S. Elmwood","Religious Institution","Buffalo","NY",1987,NA,"","","6/3/2022 4:20pm","370 S. Elmwood, Buffalo, NY",-78.8771791,"42.8952431","370 s elmwood ave, buffalo, ny 14201, usa","Geocoded"
3871,"New Morgan Sauna","(IGHC),(*)","","655 Main St.","Bathhouses","Buffalo","NY",1987,NA,"","","6/3/2022 4:23pm","655 Main St., Buffalo, NY",-78.8720731,"42.8918053","655 main st, buffalo, ny 14203, usa","Geocoded"
3872,"Stagedoor","(*),(OC),(E)","(Patio)","20 Allen St.","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:24pm","20 Allen St., Buffalo, NY",-78.8708764,"42.8991982","20 allen st, buffalo, ny 14202, usa","Geocoded"
3873,"Talking Leaves","","(Books, etc.)","3144 Main St.","Book Store","Buffalo","NY",1987,NA,"","","6/3/2022 4:25pm","3144 Main St., Buffalo, NY",-78.827337,"42.950539","3144 main st, buffalo, ny 14214, usa","Geocoded"
3874,"Villa Capri","(D),(YC),(W),(SM),(*)","(Disco)(Some YC,W)","926 Main St.","Bars/Clubs","Buffalo","NY",1987,NA,"","","7/13/2022 8:59am","926 Main St., Buffalo, NY",-78.8702032,"42.8991479","926 main st, buffalo, ny 14202, usa","Geocoded"
3875,"Village Books & News","","(Peeps)","3102 Delaware Ave.","Book Store","Buffalo","NY",1987,NA,"","","7/13/2022 9:10am","3102 Delaware Ave., Buffalo, NY",-78.8709268,"42.9686988","3102 delaware ave, kenmore, ny 14217, usa","Geocoded"
3876,"Westlake","(W),(SM),(D),(E),(V),(*)","(Some W,SM)","563 Delaware Ave.","Bars/Clubs","Buffalo","NY",1987,NA,"","","6/3/2022 4:30pm","563 Delaware Ave., Buffalo, NY",-78.8734222,"42.8995913","563 delaware ave, buffalo, ny 14202, usa","Geocoded"
3890,"Thunders","(D),(L),(S),(*)","(Disco) (Some L)","2090 Jericho Tpke.","Bars/Clubs","E. Northport","NY",1987,NA,"","","6/5/2022 10:07am","2090 Jericho Tpke., E. Northport, NY",-73.671694,"40.7364176","2090 jericho turnpike, north new hyde park, ny 11040, usa","Geocoded"
3891,"Adult Book Store","","","121 Lake St.","Book Store","Elmira","NY",1987,NA,"","","6/5/2022 10:08am","121 Lake St., Elmira, NY",-76.8015639,"42.0889463","121 lake st, elmira, ny 14901, usa","Geocoded"
3892,"The David","(YC),(*),(D)","","511 Railroad Ave.","Bars/Clubs","Elmira","NY",1987,NA,"","","6/5/2022 10:09am","511 Railroad Ave., Elmira, NY",-76.8091124,"42.0939863","511 railroad ave, elmira, ny 14901, usa","Geocoded"
