"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Alcatraz","(Macho) (Disco) (C-AH-WE)","5404 Lemmon Ave.","Dallas","TX","(D),(C),(AH),(WE),(*)","Bars/Clubs",1982,NA,"","5404 Lemmon Ave., Dallas, TX",-96.8228337,32.8273909,"5404 lemmon ave, dallas, tx 75209, usa","Geocoded"
"Baja","","2508 Maple Ave.","Dallas","TX","(R),(*),(E)","Restaurant",1982,NA,"","2508 Maple Ave., Dallas, TX",-96.8034663,32.7950414,"2508 maple ave, dallas, tx 75201, usa","Geocoded"
"Boot Camp","(L on left, guys on right)","2508 N. Fitzhugh","Dallas","TX","(PT),(L)","Bars/Clubs",1982,NA,"","2508 N. Fitzhugh, Dallas, TX",-96.7833322,32.8126323,"2508 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Club Dallas Baths","(One of the 'tops' in CBC chain - also leather shop)","2616 Swiss Ave.","Dallas","TX","(*)","Bathhouses",1982,NA,"","2616 Swiss Ave., Dallas, TX",-96.7880611,32.7867706,"2616 swiss ave, dallas, tx 75204, usa","Geocoded"
"Commerce St. News","","1513 Commerce St.","Dallas","TX","(M)","Book Store",1982,NA,"","1513 Commerce St., Dallas, TX",-96.7983071,32.7805577,"1513 commerce st, dallas, tx 75201, usa","Geocoded"
"Conference Room","","4548 McKinney","Dallas","TX","(P),(L)","Bars/Clubs",1982,NA,"","4548 McKinney, Dallas, TX",-96.7876799,32.8224198,"4548 mckinney ave, dallas, tx 75205, usa","Geocoded"
"Crews Inn","(Cruisy)","3220 N. Fitzhugh","Dallas","TX","(*)","Hotel,Cruising Areas",1982,NA,"","3220 N. Fitzhugh, Dallas, TX",-96.7931034,32.8173233,"3220 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Dallas Crude","(Levi & W)","3902 Cedar Springs","Dallas","TX","(W),(PT),(*)","Bars/Clubs",1982,NA,"","3902 Cedar Springs, Dallas, TX",-96.810075,32.8103152,"3902 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Eagle Leather","(Clothing, etc.)","4012 Cedar Springs","Dallas","TX","","Erotic Shop",1982,NA,"","4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Eighth Day","(Some YC, hustlers) (Go go boys)","2509 N. Fitzhugh","Dallas","TX","(YC)","Bars/Clubs",1982,NA,"","2509 N. Fitzhugh, Dallas, TX",-96.7836518,32.8124462,"2509 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Emporium, Ltd.","(Clothing)","3921 Cedar Springs","Dallas","TX","","Business",1982,NA,"","3921 Cedar Springs, Dallas, TX",-96.8112555,32.8103325,"3921 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Fitness Exchange Gym","","2615 Oaklawn","Dallas","TX","(*)","Gymnasium",1982,NA,"","2615 Oaklawn, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa","Geocoded"
"Fraternity House","(Disco) (Some OC)","3215 N. Fitzhugh","Dallas","TX","(D),(OC),(*)","Bars/Clubs",1982,NA,"","3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Island","","4300 Lemmon","Dallas","TX","(L)","Bars/Clubs",1982,NA,"","4300 Lemmon, Dallas, TX",-96.8111259,32.8171669,"4300 lemmon ave, dallas, tx 75219, usa","Geocoded"
"Jug's","(WE*)","4527 Cole","Dallas","TX","(OC),(L),(D),(WE),(*)","Bars/Clubs",1982,NA,"","4527 Cole, Dallas, TX",-96.7895668,32.8228296,"4527 cole ave, dallas, tx 75205, usa","Geocoded"
"Lobo Book Store","","4012 Cedar Spring","Dallas","TX","","Book Store",1982,NA,"","4012 Cedar Spring, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"M.C.C.","(Dallas)","2701 Reagan","Dallas","TX","(MCC)","Religious Institution",1982,NA,"","2701 Reagan, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa","Geocoded"
"M.C.C.","(Dallas)","1919 Decatur St.","Dallas","TX","(MCC)","Religious Institution",1982,NA,"","1919 Decatur St., Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"No Name Bar","(Some OC) (Cruisy)","2513 N. Fitzhugh","Dallas","TX","","Bars/Clubs,Cruising Areas",1982,NA,"","2513 N. Fitzhugh, Dallas, TX",-96.7838107,32.8123356,"2513 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Peacock","","3224 N. Fitzhugh","Dallas","TX","","Bars/Clubs",1982,NA,"","3224 N. Fitzhugh, Dallas, TX",-96.7933529,32.8173547,"3224 n fitzhugh ave, dallas, tx 75205, usa","Geocoded"
"Round-Up Saloon","(C&W) (Disco)","3914 Cedar Springs","Dallas","TX","(*),(C&W),(D)","Bars/Clubs",1982,NA,"","3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Rumours","(Summer sidewalk cafe)","3911 Cedar Springs","Dallas","TX","(R)","Restaurant",1982,NA,"","3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Sassy's","(Disco)","4916 McKinney","Dallas","TX","(YC),(L),(D),(*)","Bars/Clubs",1982,NA,"","4916 McKinney, Dallas, TX",-96.7846076,32.8274526,"4916 mckinney ave, dallas, tx 75205, usa","Geocoded"
"Steak 'n' Eggs","(Some B, RT)","3849 Cedar Springs","Dallas","TX","(M),(R),(C),(B),(RT)","Restaurant",1982,NA,"","3849 Cedar Springs, Dallas, TX",-96.8100554,32.8100874,"3849 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Studio 69","(May be closing)","3218 N. Fitzhugh","Dallas","TX","(PT)","Bars/Clubs",1982,NA,"","3218 N. Fitzhugh, Dallas, TX",-96.7931621,32.8169545,"3218 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Sundance Kid's","(Cruisy) (WE*)","4025 Maple","Dallas","TX","(W),(SM),(WE),(*)","Cruising Areas,Bars/Clubs",1982,NA,"","4025 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"Tex's Ranch","(C - AH) (WE*)","4117 Maple","Dallas","TX","(W),(SM),(D),(C),(AH),(WE),(*)","Bars/Clubs",1982,NA,"","4117 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"The Landing","(Many L) (Disco) (C-AH-WE)","2609 N. Pearl St.","Dallas","TX","(L),(D),(PT),(C),(AH),(WE)","Bars/Clubs",1982,NA,"","2609 N. Pearl St., Dallas, TX",-96.8054166,32.7930321,"2609 n pearl st, dallas, tx 75201, usa","Geocoded"
"Throckmorton Mining Co.","(Cruisy) (Mahco)","3014 Throckmorton","Dallas","TX","(PT)","Cruising Areas,Bars/Clubs",1982,NA,"","3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa","Geocoded"
"Union Jack","(Clothing store)","3918 Cedar Springs","Dallas","TX","","Bars/Clubs",1982,NA,"","3918 Cedar Springs, Dallas, TX",-96.8104768,32.8107667,"3918 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Village Station","(Macho) (Disco) (Cruisy)","4001 Cedar Springs","Dallas","TX","(*),(D)","Cruising Areas,Bars/Clubs",1982,NA,"","4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"Wild Crowd Inn","(C&W)","2515 N. Fitzhugh","Dallas","TX","(D),(C&W)","Hotel",1982,NA,"","2515 N. Fitzhugh, Dallas, TX",-96.7838891,32.8124282,"2515 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"Adult Book Store","","102 San Antonio","El Paso","TX","","Book Store",1982,NA,"","102 San Antonio, El Paso, TX",-106.4886034,31.7576803,"102 e san antonio ave, el paso, tx 79901, usa","Geocoded"
"Apartment","","815 Myrtle","El Paso","TX","","Bars/Clubs",1982,NA,"","815 Myrtle, El Paso, TX",-106.4810573,31.7620228,"815 myrtle ave, el paso, tx 79901, usa","Geocoded"
"D & M","(Latins) (Back room) (May be closing)","501 S. Mesa St.","El Paso","TX","(M)","Bars/Clubs",1982,NA,"","501 S. Mesa St., El Paso, TX",-106.4860735,31.7545642,"501 s mesa st, el paso, tx 79901, usa","Geocoded"
"Diamond Lil's","(Some Latins, L)","308 S. Florence","El Paso","TX","(*)","Bars/Clubs",1982,NA,"","308 S. Florence, El Paso, TX",-106.4819317,31.7570601,"308 s florence st, el paso, tx 79901, usa","Geocoded"
"Old Plantation","(Disco)","219 S. Ochoa","El Paso","TX","(*),(YC),(D)","Bars/Clubs",1982,NA,"","219 S. Ochoa, El Paso, TX",-106.4814945,31.7578753,"219 s ochoa st, el paso, tx 79901, usa","Geocoded"
"Pigalle Club","(Latins)","441 E. Franklin","El Paso","TX","(OC),(PT)","Bars/Clubs",1982,NA,"","441 E. Franklin, El Paso, TX",-106.4872643,31.7630176,"441 e franklin ave, el paso, tx 79901, usa","Geocoded"
"San Antonio Mining Co.","(Cruisy)","800 E. San Antonio","El Paso","TX","(PT),(*)","Bars/Clubs,Cruising Areas",1982,NA,"","800 E. San Antonio, El Paso, TX",-106.4815635,31.7592294,"800 e san antonio ave, el paso, tx 79901, usa","Geocoded"
"Agape M.C.C.","(Church)","2336 Hemphill","Ft. Worth","TX","(MCC)","Religious Institution",1982,NA,"","2336 Hemphill, Ft. Worth, TX",-97.3322456,32.7177676,"2336 hemphill st, fort worth, tx 76110, usa","Geocoded"
"Aub's Steak House","(S - Wed & WE*) (Recently remodeled)","1308 St. Louis St.","Ft. Worth","TX","(R),(S),(WE),(*)","Restaurant",1982,NA,"","1308 St. Louis St., Ft. Worth, TX",-97.328346,32.7302654,"1308 st louis ave, fort worth, tx 76104, usa","Geocoded"
"Carrol St. Inn","","704 Carroll","Ft. Worth","TX","","Hotel",1982,NA,"","704 Carroll, Ft. Worth, TX",-97.3548918,32.7517357,"704 carroll st, fort worth, tx 76107, usa","Geocoded"
"Corral","","621 Hemphill","Ft. Worth","TX","(W),(PT)","Bars/Clubs",1982,NA,"","621 Hemphill, Ft. Worth, TX",-97.331635,32.7375589,"621 hemphill st, fort worth, tx 76104, usa","Geocoded"
"Downtowner","","3208 W. 7th St.","Ft. Worth","TX","","Bars/Clubs",1982,NA,"","3208 W. 7th St., Ft. Worth, TX",-97.3633389,32.7514766,"3208 w 7th st, fort worth, tx 76107, usa","Geocoded"
"Krazy Kowboy","(W & levi) (Cruisy)","4400 White Settlement Rd.","Ft. Worth","TX","(*),(W)","Cruising Areas,Bars/Clubs",1982,NA,"","4400 White Settlement Rd., Ft. Worth, TX",-97.3847273,32.7619396,"4400 white settlement rd, fort worth, tx 76114, usa","Geocoded"
"Other Place","(Disco) (Some L) (2 bars)","1036 N. Henderson","Ft. Worth","TX","(*),(YC),(D),(L)","Bars/Clubs",1982,NA,"","1036 N. Henderson, Ft. Worth, TX",-97.3497949,32.764026,"1036 n henderson st, fort worth, tx 76107, usa","Geocoded"
"Six-Fifty-One Club","","651 S. Jennings","Ft. Worth","TX","(W),(PT),(*)","Bars/Clubs",1982,NA,"","651 S. Jennings, Ft. Worth, TX",-97.329691,32.73775,"651 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"Spilt Image","","1101 Seminary Dr.","Ft. Worth","TX","(L),(S)","Bars/Clubs",1982,NA,"","1101 Seminary Dr., Ft. Worth, TX",-97.3361842,32.68468,"1101 w seminary dr, fort worth, tx 76115, usa","Geocoded"
"Tender Trap","","1815 E. Lancaster","Ft. Worth","TX","(D),(PT)","Bars/Clubs",1982,NA,"","1815 E. Lancaster, Ft. Worth, TX",-97.3019206,32.7465105,"1815 e lancaster ave, fort worth, tx 76103, usa","Geocoded"
"Bunk House","(Baths)","2103 O 1/2 St.","Galveston","TX","","Bathhouses",1982,NA,"","2103 O 1/2 St., Galveston, TX",-94.787351,29.2934014,"2103 avenue o 1/2, galveston, tx 77550, usa","Geocoded"
"Fly","","2101 O 1/2 St.","Galveston","TX","(D),(PT),(*)","Bars/Clubs",1982,NA,"","2101 O 1/2 St., Galveston, TX",-94.7872914,29.2936158,"2101 avenue o 1/2, galveston, tx 77550, usa","Geocoded"
"Gatsby","","717 University","Galveston","TX","(R)","Restaurant",1982,NA,"","717 University, Galveston, TX",-94.7976958,29.3013479,"galveston, tx, usa","Geocoded"
"Heartbreak Hotel & Heartburn Bar & Grill","","2405 Post Office","Galveston","TX","(H),(R)","Restaurant,Hotel",1982,NA,"","2405 Post Office, Galveston, TX",-94.794843,29.3039124,"2405 postoffice st, galveston, tx 77550, usa","Geocoded"
"Islandia Motel-Apts.","","2027 Rosenberg Ave.","Galveston","TX","(*),(H)","Hotel",1982,NA,"","2027 Rosenberg Ave., Galveston, TX",-94.7914198,29.2899822,"2027 rosenberg st, galveston, tx 77550, usa","Geocoded"
"Kon Tiki","(Disco) (Occ. S)","214 23rd St.","Galveston","TX","(YC),(D),(S),(*)","Bars/Clubs",1982,NA,"","214 23rd St., Galveston, TX",-94.794231,29.3067186,"214 23rd st, galveston, tx 77550, usa","Geocoded"
"Mary's","","2502 Ave. Q 1/2","Galveston","TX","(*)","Bars/Clubs",1982,NA,"","2502 Ave. Q 1/2, Galveston, TX",-94.7909798,29.2890766,"2502 avenue q 1/2, galveston, tx 77550, usa","Geocoded"
"Robert's Lafitte","","213 Kempner Ave.","Galveston","TX","(S),(D)","Bars/Clubs",1982,NA,"","213 Kempner Ave., Galveston, TX",-94.7932694,29.3068406,"213 kempner st, galveston, tx 77550, usa","Geocoded"
"Silver Palace Bar","","2214 Mechanic","Galveston","TX","","Bars/Clubs",1982,NA,"","2214 Mechanic, Galveston, TX",-94.7935539,29.3065456,"2214 mechanic st, galveston, tx 77550, usa","Geocoded"
"El Rancho Vista","(Bunk house) (Swim pool) (WE - all year) (Guest Ranch) (817-897-4982)","PO Box 242 Glen Rose, TX 76043","Glen Rose","TX","(WE),(H)","Hotel",1982,NA,"","PO Box 242 Glen Rose, TX 76043, Glen Rose, TX",-97.7553061,32.2345872,"glen rose, tx 76043, usa","Geocoded"
"Academy","(Clothing)","2030 Westheimer","Houston","TX","","Bars/Clubs",1982,NA,"","2030 Westheimer, Houston, TX",-95.4094178,29.74312,"2030 westheimer rd, houston, tx 77019, usa","Geocoded"
"Arena Baths","(at Houston Country)","2700 Albany","Houston","TX","","Bathhouses",1982,NA,"","2700 Albany, Houston, TX",-95.3829538,29.7492035,"2700 albany st, houston, tx 77006, usa","Geocoded"
"Asylum","(Books & arcade)","1201 Richmond","Houston","TX","","Book Store",1982,NA,"","1201 Richmond, Houston, TX",-95.3940574,29.7342056,"1201 richmond ave., houston, tx 77006, usa","Geocoded"
"Babylon","(Some YC, L, B) (Disco)","300 Westheimer","Houston","TX","(YC),(L),(B),(S),(D),(*)","Bars/Clubs",1982,NA,"","300 Westheimer, Houston, TX",-95.3850429,29.7448311,"300 westheimer rd, houston, tx 77006, usa","Geocoded"
"Badlands","(License protest, but hopefully open now) (Cruise bar)","304 Avondale","Houston","TX","(W)","Bars/Clubs,Cruising Areas",1982,NA,"","304 Avondale, Houston, TX",-95.3852329,29.745171,"304 avondale st, houston, tx 77006, usa","Geocoded"
"Baja Sams","(Patio)","402 Lovett","Houston","TX","(R),(E)","Restaurant",1982,NA,"","402 Lovett, Houston, TX",-95.3861851,29.7437236,"402 lovett blvd, houston, tx 77006, usa","Geocoded"
"Ball Park","(Book Store)","1830 W. Alabama","Houston","TX","","Book Store",1982,NA,"","1830 W. Alabama, Houston, TX",-95.4058729,29.7389133,"1830 w alabama st, houston, tx 77098, usa","Geocoded"
"Barn","(Some W, OC) (Patio*)","710 Pacific St.","Houston","TX","(W),(OC),(*)","Bars/Clubs",1982,NA,"","710 Pacific St., Houston, TX",-95.3894017,29.7469596,"710 pacific st, houston, tx 77006, usa","Geocoded"
"Black Boot","(Trying for SM, but probably won't make it)","327 Westheimer","Houston","TX","(SM)","Bars/Clubs",1982,NA,"","327 Westheimer, Houston, TX",-95.3858019,29.7443885,"327 westheimer rd, houston, tx 77006, usa","Geocoded"
"Brasserie","(AH*)","515 Alabama","Houston","TX","(R),(C),(AH),(*)","Restaurant",1982,NA,"","515 Alabama, Houston, TX",-95.3860576,29.7385686,"515 alabama st, houston, tx 77006, usa","Geocoded"
"Brazos River Bottom","(Patio) (C&W) (Live bands) (WE*)","2400 Brazos","Houston","TX","(C&W),(D),(WE),(*)","Bars/Clubs",1982,NA,"","2400 Brazos, Houston, TX",-95.3777197,29.7491452,"2400 brazos st, houston, tx 77006, usa","Geocoded"
"Briar Patch","(Some OC)","2294 Holcombe","Houston","TX","(*),(OC)","Bars/Clubs",1982,NA,"","2294 Holcombe, Houston, TX",-95.3845206,29.7055601,"2294 holcombe blvd, houston, tx 77021, usa","Geocoded"
"Bunk House","","1704 Westheimer","Houston","TX","(D)","Bars/Clubs",1982,NA,"","1704 Westheimer, Houston, TX",-95.4022634,29.7429953,"1704 westheimer rd, houston, tx 77098, usa","Geocoded"
"Chicken Coop","(Hustlers)","235 Westheimer","Houston","TX","(PT)","Bars/Clubs",1982,NA,"","235 Westheimer, Houston, TX",-95.3843646,29.7444328,"235 westheimer rd, houston, tx 77006, usa","Geocoded"
"Club Houston Baths","(swim pool)","2205 Fannin","Houston","TX","(*),(P),(YC)","Bathhouses",1982,NA,"","2205 Fannin, Houston, TX",-95.3710142,29.7470715,"2205 fannin st, houston, tx 77002, usa","Geocoded"
"Copa","(Disco) (Many L)","2631 Richmond","Houston","TX","(*),(YC),(D),(L)","Bars/Clubs",1982,NA,"","2631 Richmond, Houston, TX",-95.418992,29.7337982,"2631 richmond ave., houston, tx 77098, usa","Geocoded"
"Cronies","","1322 Westheimer","Houston","TX","(R)","Restaurant",1982,NA,"","1322 Westheimer, Houston, TX",-95.395448,29.7438921,"1322 westheimer rd, houston, tx 77006, usa","Geocoded"
"Different Drum","(FFA) (Uniforms) ('Wild back treehouse')","1732 Westheimer","Houston","TX","(*),(SM),(W),(FFA),(PT)","Bars/Clubs",1982,NA,"","1732 Westheimer, Houston, TX",-95.4035063,29.7429776,"1732 westheimer rd, houston, tx 77098, usa","Geocoded"
"Diners News","(Books)","204 Westheimer","Houston","TX","","Book Store",1982,NA,"","204 Westheimer, Houston, TX",-95.3832471,29.7449097,"204 westheimer rd, houston, tx 77006, usa","Geocoded"
"Dirty Sally's","(Patio) (Good days & early evenings*)","220 Avondalae","Houston","TX","(*)","Bars/Clubs",1982,NA,"","220 Avondalae, Houston, TX",-95.3845072,29.7453381,"220 avondale st, houston, tx 77006, usa","Geocoded"
"Don's Le Patois","(French R)","428 Westheimer","Houston","TX","(M),(R)","Restaurant",1982,NA,"","428 Westheimer, Houston, TX",-95.3870948,29.7446516,"428 westheimer rd, houston, tx 77006, usa","Geocoded"
"E.J.'s","","1213 Richmond","Houston","TX","","Bars/Clubs",1982,NA,"","1213 Richmond, Houston, TX",-95.3943437,29.7341488,"1213 richmond ave., houston, tx 77006, usa","Geocoded"
"Exile","(Some W, OC, RT) (Open days)","1011 Bell","Houston","TX","(W),(OC),(RT),(PT)","Bars/Clubs",1982,NA,"","1011 Bell, Houston, TX",-95.3677422,29.7531418,"1011 bell st, houston, tx 77002, usa","Geocoded"
"Facets","(Specialty shop)","1412 Westheimer","Houston","TX","","Bars/Clubs",1982,NA,"","1412 Westheimer, Houston, TX",-95.3965115,29.7433076,"1412 westheimer rd, houston, tx 77006, usa","Geocoded"
"Fitness Exchange","(Gym)","3131 W. Alabama","Houston","TX","(*)","Gymnasium",1982,NA,"","3131 W. Alabama, Houston, TX",-95.4243961,29.7382311,"5311 kirby dr, houston, tx 77005, usa","Geocoded"
"French Quarter All Male","('Wild back room')","3201 Louisiana","Houston","TX","(*)","Bars/Clubs",1982,NA,"","3201 Louisiana, Houston, TX",-95.379478,29.7425336,"3201 louisiana st, houston, tx 77006, usa","Geocoded"
"Galleon","(Patio) (Picking)","2303 Richmond","Houston","TX","","Bars/Clubs",1982,NA,"","2303 Richmond, Houston, TX",-95.4152739,29.7340015,"2303 richmond ave., houston, tx 77098, usa","Geocoded"
"Grant St. Station","","911 Fairview","Houston","TX","","Bars/Clubs",1982,NA,"","911 Fairview, Houston, TX",-95.3905517,29.7480285,"911 fairview st, houston, tx 77006, usa","Geocoded"
"Hole","(Downtown types)","109 Tuam","Houston","TX","","Bars/Clubs",1982,NA,"","109 Tuam, Houston, TX",-95.3827706,29.7481226,"109 tuam st, houston, tx 77006, usa","Geocoded"
"House of Pie's","(Cruisy AH*)","3112 Kirby","Houston","TX","(R),(C),(AH),(*)","Cruising Areas,Restaurant",1982,NA,"","3112 Kirby, Houston, TX",-95.4191761,29.7370609,"3112 kirby dr, houston, tx 77098, usa","Geocoded"
"House of Pie's","(Cruisy AH*)","6142 Westheimer","Houston","TX","(R),(C),(AH),(*)","Cruising Areas,Restaurant",1982,NA,"","6142 Westheimer, Houston, TX",-95.4918843,29.7381751,"6142 westheimer rd, houston, tx 77057, usa","Geocoded"
"Houston Country","(An attempt to revive the old 'Farm House') (Some YC, L, W) (Disco)","2700 Albany","Houston","TX","(YC),(L),(W),(D),(PT)","Bars/Clubs",1982,NA,"","2700 Albany, Houston, TX",-95.3829538,29.7492035,"2700 albany st, houston, tx 77006, usa","Geocoded"
"Houston Guest House","(Looks promising)","106 Avondale","Houston","TX","(H)","Hotel",1982,NA,"","106 Avondale, Houston, TX",-95.3825201,29.7452783,"106 avondale st, houston, tx 77006, usa","Geocoded"
"Jim's Gym","(Should do well)","607 Westheimer","Houston","TX","","Bars/Clubs",1982,NA,"","607 Westheimer, Houston, TX",-95.3892517,29.7442568,"607 westheimer rd, houston, tx 77006, usa","Geocoded"
"Just Marion & Lynn's","","817 Fairview","Houston","TX","(L),(PT),(*)","Bars/Clubs",1982,NA,"","817 Fairview, Houston, TX",-95.3902893,29.7478972,"817 fairview st, houston, tx 77006, usa","Geocoded"
"Kindred Spirits","(Looks promising)","5245 Buffalo Speedway","Houston","TX","(L),(PT),(D)","Bars/Clubs",1982,NA,"","5245 Buffalo Speedway, Houston, TX",-95.4277426,29.7265848,"5245 buffalo speedway, houston, tx 77005, usa","Geocoded"
"Lamp Post","","2417 Times","Houston","TX","(L)","Bars/Clubs",1982,NA,"","2417 Times, Houston, TX",-95.4153693,29.7166692,"2417 times blvd, houston, tx 77005, usa","Geocoded"
"Manhole","(Clothing store)","1983 W. Gray","Houston","TX","","Bars/Clubs",1982,NA,"","1983 W. Gray, Houston, TX",-95.4077784,29.7526862,"1983 w gray st, houston, tx 77019, usa","Geocoded"
"Marshall Square Apts.","(Cruisy)","219 Marshall","Houston","TX","(*)","Cruising Areas,Bars/Clubs",1982,NA,"","219 Marshall, Houston, TX",-95.384263,29.7399609,"219 marshall st, houston, tx 77006, usa","Geocoded"
"Mary's","(Some W, SM, FFA) (Good days) (Cruisy) (Patio)","1022 Westheimer","Houston","TX","(*),(W),(SM),(FFA),(PT)","Cruising Areas,Bars/Clubs",1982,NA,"","1022 Westheimer, Houston, TX",-95.3923539,29.7449178,"1022 westheimer rd, houston, tx 77006, usa","Geocoded"
"M.C.C.","","1214 Joe Annie","Houston","TX","(MCC)","Religious Institution",1982,NA,"","1214 Joe Annie, Houston, TX",-95.3965716,29.755803,"1214 joe annie st, houston, tx 77019, usa","Geocoded"
"Midnite Sun","(Open 7am) (Hustlers)","534 Westheimer","Houston","TX","(D)","Bars/Clubs",1982,NA,"","534 Westheimer, Houston, TX",-95.3885769,29.7448029,"534 westheimer rd, houston, tx 77006, usa","Geocoded"
"Montrose Mining Co.","(Cruisy)","805 Pacific St.","Houston","TX","(PT)","Cruising Areas,Bars/Clubs",1982,NA,"","805 Pacific St., Houston, TX",-95.3902946,29.7465373,"805 pacific st, houston, tx 77006, usa","Geocoded"
"Montrose Pub","(Cruise bar)","1318 Westheimer","Houston","TX","","Bars/Clubs,Cruising Areas",1982,NA,"","1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Geocoded"
"Old Plantation","(Twinkies) (Disco - D - when not raided)","2020 Kipling","Houston","TX","(D)","Bars/Clubs",1982,NA,"","2020 Kipling, Houston, TX",-95.4087632,29.74026,"2020 kipling st, houston, tx 77098, usa","Geocoded"
"Our Place","(Truck driver type - L)","1419 Richmond","Houston","TX","(L)","Bars/Clubs",1982,NA,"","1419 Richmond, Houston, TX",-95.3982499,29.7340576,"1419 richmond ave., houston, tx 77006, usa","Geocoded"
"Parade","(Macho) (Disco) (Totally remodeled)","1416 Richmond","Houston","TX","(*),(D)","Bars/Clubs",1982,NA,"","1416 Richmond, Houston, TX",-95.3981389,29.7348376,"1416 richmond ave., houston, tx 77006, usa","Geocoded"
"Pink Elephant","","1218 Leland","Houston","TX","(OC)","Bars/Clubs",1982,NA,"","1218 Leland, Houston, TX",-95.366607,29.7511158,"1218 leeland, houston, tx 77002, usa","Geocoded"
"Prestige Travel","","3205 Montrose","Houston","TX","","Travel Service",1982,NA,"","3205 Montrose, Houston, TX",-95.3910795,29.7443423,"3205 montrose blvd, houston, tx 77006, usa","Geocoded"
"Q. - 1 Leather","(also at Brazos River Bottom)","2608 Dunlavy","Houston","TX","(*)","Erotic Shop",1982,NA,"","2608 Dunlavy, Houston, TX",-95.402228,29.7424095,"2608 dunlavy st, houston, tx 77006, usa","Geocoded"
"Ranch","(Sun. buffet)","6800 S. Main","Houston","TX","(D)","Restaurant",1982,NA,"","6800 S. Main, Houston, TX",-95.4173514,29.6911044,"6800 s main st, houston, tx 77025, usa","Geocoded"
"River Oaks Theatre","","2009 W. Gray","Houston","TX","","Theatre",1982,NA,"","2009 W. Gray, Houston, TX",-95.4091314,29.7526485,"2009 w gray st, houston, tx 77019, usa","Geocoded"
"Saddle Club","(C&W - live bands) (nr.  corner of Jackson & Grant)","911 W. Drew","Houston","TX","(C&W),(D),(*)","Bars/Clubs",1982,NA,"","911 W. Drew, Houston, TX",-95.3907101,29.7493351,"911 w drew st, houston, tx 77006, usa","Geocoded"
"Sports Locker","(Clothing)","311 Westheimer","Houston","TX","(*)","Bars/Clubs",1982,NA,"","311 Westheimer, Houston, TX",-95.3829794,29.7447364,"311 westheimer rd, houston, tx 77006, usa","Geocoded"
"Stadium","(Books, etc.","4629 W. 34 St.","Houston","TX","","Book Store",1982,NA,"","4629 W. 34 St., Houston, TX",-95.458471,29.819291,"4629 w 34th st, houston, tx 77092, usa","Geocoded"
"Steak 'n' Eggs","","4321 Montrose","Houston","TX","(M),(R)","Restaurant",1982,NA,"","4321 Montrose, Houston, TX",-95.3908925,29.7334405,"4321 montrose blvd, houston, tx 77006, usa","Geocoded"
"Studz News","('Flicks' & cruisy arcade)","1132 Alabama","Houston","TX","","Cruising Areas,Book Store",1982,NA,"","1132 Alabama, Houston, TX",-95.393,29.7387554,"1132 alabama st, houston, tx 77006, usa","Geocoded"
"Studz News","('Flicks' & cruisy arcade)","1830 Alabama","Houston","TX","","Cruising Areas,Book Store",1982,NA,"","1830 Alabama, Houston, TX",-95.405866,29.738878,"1830 alabama st, houston, tx 77098, usa","Geocoded"
"Studz News","('Flicks' & cruisy arcade)","3305 Montrose","Houston","TX","","Cruising Areas,Book Store",1982,NA,"","3305 Montrose, Houston, TX",-95.391192,29.7435242,"3305 montrose blvd, houston, tx 77006, usa","Geocoded"
