"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Whispers","(Disco) (Something for everyone)","601 N. El Paso","El Paso","TX","(*),(D)","Bars/Clubs",1984,NA,"","601 N. El Paso, El Paso, TX",-106.490915,31.759642,"601 n el paso st, el paso, tx 79901, usa","Geocoded"
"Agape M.C.C.","(Church)","2336 Hemphill","Ft. Worth","TX","(MCC)","Religious Institution",1984,NA,"","2336 Hemphill, Ft. Worth, TX",-97.3322456,32.7177676,"2336 hemphill st, fort worth, tx 76110, usa","Geocoded"
"Blue Beacon","","3425 South Freeway","Ft. Worth","TX","(S)","Bars/Clubs",1984,NA,"","3425 South Freeway, Ft. Worth, TX",-97.3202492,32.6980667,"3425 south fwy, fort worth, tx 76110, usa","Geocoded"
"Corral","(Good days)","621 Hemphill","Ft. Worth","TX","(*),(PT),(W)","Bars/Clubs",1984,NA,"","621 Hemphill, Ft. Worth, TX",-97.331635,32.7375589,"621 hemphill st, fort worth, tx 76104, usa","Geocoded"
"Come Along Inn","","515 S. Jennings","Ft. Worth","TX","(L)","Hotel",1984,NA,"","515 S. Jennings, Ft. Worth, TX",-97.3296944,32.7387252,"515 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"Lumber Company","(Go go boys)","700 S. Jennings","Ft. Worth","TX","(W),(PT),(*)","Bars/Clubs",1984,NA,"","700 S. Jennings, Ft. Worth, TX",-97.3302518,32.7369734,"700 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"KK Saloon","(W & Levi) (Cruisy)","4400 White Settlement Rd.","Ft. Worth","TX","(*),(W)","Cruising Areas,Bars/Clubs",1984,NA,"","4400 White Settlement Rd., Ft. Worth, TX",-97.3847273,32.7619396,"4400 white settlement rd, fort worth, tx 76114, usa","Geocoded"
"D.J.'s","","1308 St. Louis St.","Ft. Worth","TX","","Bars/Clubs",1984,NA,"","1308 St. Louis St., Ft. Worth, TX",-97.328346,32.7302654,"1308 st louis ave, fort worth, tx 76104, usa","Geocoded"
"Downtowner","","3208 W. 7th","Ft. Worth","TX","","Bars/Clubs",1984,NA,"","3208 W. 7th, Ft. Worth, TX",-97.3633389,32.7514766,"3208 w 7th st, fort worth, tx 76107, usa","Geocoded"
"Tender Trap","","1815 E. Lancaster","Ft. Worth","TX","(D),(PT)","Bars/Clubs",1984,NA,"","1815 E. Lancaster, Ft. Worth, TX",-97.3019206,32.7465105,"1815 e lancaster ave, fort worth, tx 76103, usa","Geocoded"
"Mickey's","(Fun neighborhood bar)","704 Carroll","Ft. Worth","TX","(PT)","Bars/Clubs",1984,NA,"","704 Carroll, Ft. Worth, TX",-97.3548918,32.7517357,"704 carroll st, fort worth, tx 76107, usa","Geocoded"
"Six-Fifty-One Club","(C&W)","651 S. Jennings","Ft. Worth","TX","(C&W),(PT),(*)","Bars/Clubs",1984,NA,"","651 S. Jennings, Ft. Worth, TX",-97.329691,32.73775,"651 s jennings ave, fort worth, tx 76104, usa","Geocoded"
"Other Place","(Disco) (Some L) (2 bars)","1036 N. Henderson","Ft. Worth","TX","(*),(YC),(D),(L)","Bars/Clubs",1984,NA,"","1036 N. Henderson, Ft. Worth, TX",-97.3497949,32.764026,"1036 n henderson st, fort worth, tx 76107, usa","Geocoded"
"V.D. Clinic","","1800 University","Ft. Worth","TX","","Bars/Clubs",1984,NA,"","1800 University, Ft. Worth, TX",-97.3619317,32.7465905,"university dr, fort worth, tx 76107, usa","Geocoded"
"Tequila Sunrise","","1612 Park Place","Ft. Worth","TX","","Bars/Clubs",1984,NA,"","1612 Park Place, Ft. Worth, TX",-97.3443556,32.726044,"1612 park pl ave, fort worth, tx 76110, usa","Geocoded"
"Mary's","","2502Ave.Q1/2","Galveston","TX","(*)","Bars/Clubs",1984,NA,"","2502Ave.Q1/2, Galveston, TX",-94.7909798,29.2890766,"2502 avenue q 1/2, galveston, tx 77550, usa","Geocoded"
"M.C.C.","","1804 69th St.","Galveston","TX","(MCC)","Religious Institution",1984,NA,"","1804 69th St., Galveston, TX",-94.8406406,29.2770951,"1804 69th st, galveston, tx 77551, usa","Geocoded"
"Robert's Lafitte","","213 Kempner Ave.","Galveston","TX","(S),(D)","Bars/Clubs",1984,NA,"","213 Kempner Ave., Galveston, TX",-94.7932694,29.3068406,"213 kempner st, galveston, tx 77550, usa","Geocoded"
"Silver Palace Bar","","2214 Mechanic","Galveston","TX","","Bars/Clubs",1984,NA,"","2214 Mechanic, Galveston, TX",-94.7935539,29.3065456,"2214 mechanic st, galveston, tx 77550, usa","Geocoded"
"All Star News","(Cruisy)","1407 Richmond","Houston","TX","","Cruising Areas,Book Store",1984,NA,"","1407 Richmond, Houston, TX",-95.3969614,29.7341326,"1407 richmond ave., houston, tx 77006, usa","Geocoded"
"Barn","(Some W, OC) (Patio*)","710 Pacific St.","Houston","TX","(W),(OC),(*)","Bars/Clubs",1984,NA,"","710 Pacific St., Houston, TX",-95.3894017,29.7469596,"710 pacific st, houston, tx 77006, usa","Geocoded"
"Asylum","(Books & arcade) (Open 24 hours)","1201 Richmond","Houston","TX","(F&S),(*)","Book Store,Cruising Areas",1984,NA,"","1201 Richmond, Houston, TX",-95.3940574,29.7342056,"1201 richmond ave., houston, tx 77006, usa","Geocoded"
"Bacchus","","523 Lovett","Houston","TX","(L),(E),(*)","Bars/Clubs",1984,NA,"","523 Lovett, Houston, TX",-95.3883091,29.7430352,"523 lovett blvd, houston, tx 77006, usa","Geocoded"
"Ball Park","(Book Store)","1830 W. Alabama","Houston","TX","","Book Store",1984,NA,"","1830 W. Alabama, Houston, TX",-95.4058729,29.7389133,"1830 w alabama st, houston, tx 77098, usa","Geocoded"
"Baja's","(Patio)","402 Lovett","Houston","TX","(R),(E),(*)","Restaurant",1984,NA,"","402 Lovett, Houston, TX",-95.3861851,29.7437236,"402 lovett blvd, houston, tx 77006, usa","Geocoded"
"Box Office","","1625 Richmond","Houston","TX","(P),(F&S)","Bars/Clubs",1984,NA,"","1625 Richmond, Houston, TX",-95.4006668,29.734077,"1625 richmond ave., houston, tx 77006, usa","Geocoded"
"Brasserie","","1322 Westheimer","Houston","TX","(R),(C),(AH)","Restaurant",1984,NA,"","1322 Westheimer, Houston, TX",-95.395448,29.7438921,"1322 westheimer rd, houston, tx 77006, usa","Geocoded"
"Briar Patch","(Some OC)","2294 Holcombe","Houston","TX","(OC),(*)","Bars/Clubs",1984,NA,"","2294 Holcombe, Houston, TX",-95.3845206,29.7055601,"2294 holcombe blvd, houston, tx 77021, usa","Geocoded"
"Brazos River Bottom","(Patio) (C&W) (Live bands) (WE*)","2400 Brazos","Houston","TX","(C&W),(D),(WE),(*)","Bars/Clubs",1984,NA,"","2400 Brazos, Houston, TX",-95.3777197,29.7491452,"2400 brazos st, houston, tx 77006, usa","Geocoded"
"Catch One","(Some B) (Disco)","4915 Martin Luther King Blvd.","Houston","TX","(B),(D)","Bars/Clubs",1984,NA,"","4915 Martin Luther King Blvd., Houston, TX",-95.3350547,29.7074074,"4915 martin luther king blvd, houston, tx 77021, usa","Geocoded"
"Chapultepec","(Mexican)","813 Richmond","Houston","TX","(M),(R)","Restaurant",1984,NA,"","813 Richmond, Houston, TX",-95.3894783,29.7343278,"813 richmond ave., houston, tx 77006, usa","Geocoded"
"Chicken Coop","(Hustlers)","535 Westheimer","Houston","TX","(PT)","Bars/Clubs",1984,NA,"","535 Westheimer, Houston, TX",-95.3882969,29.7441949,"535 westheimer rd, houston, tx 77006, usa","Geocoded"
"Club Houston Baths","(swim pool)","2205 Fannin","Houston","TX","(*),(YC),(P)","Bathhouses",1984,NA,"","2205 Fannin, Houston, TX",-95.3710142,29.7470715,"2205 fannin st, houston, tx 77002, usa","Geocoded"
"Copa","(Disco) (Twinkies, L)","2631 Richmond","Houston","TX","(*),(D),(L)","Bars/Clubs",1984,NA,"","2631 Richmond, Houston, TX",-95.418992,29.7337982,"2631 richmond ave., houston, tx 77098, usa","Geocoded"
"Cripple Creek Cavern","","1419 Richmond","Houston","TX","","Hotel,Bars/Clubs",1984,NA,"","1419 Richmond, Houston, TX",-95.3982499,29.7340576,"1419 richmond ave., houston, tx 77006, usa","Geocoded"
"Eagle Leathers","","1625 Richmond","Houston","TX","(*)","Erotic Shop",1984,NA,"","1625 Richmond, Houston, TX",-95.4006668,29.734077,"1625 richmond ave., houston, tx 77006, usa","Geocoded"
"Dirty Sally's","(Patio) (Good days)","220 Avondale","Houston","TX","","Bars/Clubs",1984,NA,"","220 Avondale, Houston, TX",-95.3845072,29.7453381,"220 avondale st, houston, tx 77006, usa","Geocoded"
"E.J.'s","(Cruisy)","1213 Richmond","Houston","TX","","Cruising Areas,Bars/Clubs",1984,NA,"","1213 Richmond, Houston, TX",-95.3943437,29.7341488,"1213 richmond ave., houston, tx 77006, usa","Geocoded"
"Diners News","(Books)","204 Westheimer","Houston","TX","","Book Store",1984,NA,"","204 Westheimer, Houston, TX",-95.3832471,29.7449097,"204 westheimer rd, houston, tx 77006, usa","Geocoded"
"Drum","","1732 Westheimer","Houston","TX","(*),(SM),(W),(FFA),(PT)","Cruising Areas",1984,NA,"","1732 Westheimer, Houston, TX",-95.4035063,29.7429776,"1732 westheimer rd, houston, tx 77098, usa","Geocoded"
"Fitness Exchange","(Gym)","3307 Richmond","Houston","TX","(*)","Gym",1984,NA,"","3307 Richmond, Houston, TX",-95.426809,29.7336686,"3307 richmond ave., houston, tx 77098, usa","Geocoded"
"Escape","","8670 S. Gessner","Houston","TX","","Bars/Clubs",1984,NA,"","8670 S. Gessner, Houston, TX",-95.5297865,29.6860241,"8670 s gessner rd, houston, tx 77074, usa","Geocoded"
"Exile","(Some W, OC, RT)(Open days)","1011 Bell","Houston","TX","(W),(OC),(RT),(PT)","Bars/Clubs",1984,NA,"","1011 Bell, Houston, TX",-95.3677422,29.7531418,"1011 bell st, houston, tx 77002, usa","Geocoded"
"French Quarter All Male Theatre","","3201 Louisiana","Houston","TX","(F&S),(*)","Theatre",1984,NA,"","3201 Louisiana, Houston, TX",-95.379478,29.7425336,"3201 louisiana st, houston, tx 77006, usa","Geocoded"
"G.B.I.","","1419 Richmond Ave.","Houston","TX","(PT),(E)","Bars/Clubs",1984,NA,"","1419 Richmond Ave., Houston, TX",-95.3982499,29.7340576,"1419 richmond ave., houston, tx 77006, usa","Geocoded"
"Galleon","(Patio)","2303 Richmond","Houston","TX","(*)","Bars/Clubs",1984,NA,"","2303 Richmond, Houston, TX",-95.4152739,29.7340015,"2303 richmond ave., houston, tx 77098, usa","Geocoded"
"J.R.'s","(Sun. days *)","808 Pacific","Houston","TX","(YC),(*)","Bars/Clubs",1984,NA,"","808 Pacific, Houston, TX",-95.3901515,29.7469265,"808 pacific st, houston, tx 77006, usa","Geocoded"
"House of Pie's","Called 'House of Guys')
(Cruisy A H * )","3112 Kirby","Houston","TX","(R),(C),(AH),(*)","Cruising Areas,Restaurant",1984,NA,"","3112 Kirby, Houston, TX",-95.4191761,29.7370609,"3112 kirby dr, houston, tx 77098, usa","Geocoded"
"Houston Guest House","","106 Avondale","Houston","TX","(H),(*)","Hotel",1984,NA,"","106 Avondale, Houston, TX",-95.3825201,29.7452783,"106 avondale st, houston, tx 77006, usa","Geocoded"
"Jim's Gym","","607 Westheimer","Houston","TX","(*)","Gym",1984,NA,"","607 Westheimer, Houston, TX",-95.3892517,29.7442568,"607 westheimer rd, houston, tx 77006, usa","Geocoded"
"Hole","","109 Tuam","Houston","TX","(E),(*)","Bars/Clubs",1984,NA,"","109 Tuam, Houston, TX",-95.3827706,29.7481226,"109 tuam st, houston, tx 77006, usa","Geocoded"
"Keyboard","","3012 Milam","Houston","TX","(E)","Bars/Clubs",1984,NA,"","3012 Milam, Houston, TX",-95.3784555,29.7435084,"3012 milam st, houston, tx 77006, usa","Geocoded"
"Kirby's Newstand","(Cruisy late)","3115 Kirby St.","Houston","TX","","Cruising Areas,Book Store",1984,NA,"","3115 Kirby St., Houston, TX",-95.4183023,29.736488,"3115 kirby dr, houston, tx 77098, usa","Geocoded"
"Kindred Spirits","","5245 Buffalo Speedway","Houston","TX","(L),(PT),(D),(*)","Bars/Clubs",1984,NA,"","5245 Buffalo Speedway, Houston, TX",-95.4277426,29.7265848,"5245 buffalo speedway, houston, tx 77005, usa","Geocoded"
"Just Marion & Lynn's","","817 Fairview","Houston","TX","(L),(PT)","Bars/Clubs",1984,NA,"","817 Fairview, Houston, TX",-95.3902893,29.7478972,"817 fairview st, houston, tx 77006, usa","Geocoded"
"Kristina's Guest House","","3608 Audibon","Houston","TX","(H)","Hotel",1984,NA,"","3608 Audibon, Houston, TX",-95.3867979,29.7402067,"3608 audubon pl, houston, tx 77006, usa","Geocoded"
"Leather Works","(Leather clothing, etc.)","4307 Montrose","Houston","TX","(*)","Erotic Shop",1984,NA,"","4307 Montrose, Houston, TX",-95.3907597,29.734102,"4307 montrose blvd, houston, tx 77006, usa","Geocoded"
"Loading Dock","(DJ but no D)","1735 Westheimer","Houston","TX","(W)","Bars/Clubs",1984,NA,"","1735 Westheimer, Houston, TX",-95.4038131,29.7424915,"1735 westheimer rd, houston, tx 77098, usa","Geocoded"
"Manhole","(Clothing store)","1983 W . Gray","Houston","TX","","Business",1984,NA,"","1983 W . Gray, Houston, TX",-95.4077784,29.7526862,"1983 w gray st, houston, tx 77019, usa","Geocoded"
"Mary's","(Some W, SM FFA)(Good days)
(Cruisy)(Patio)","1022 Westheimer","Houston","TX","(*),(W),(SM),(FFA),(PT)","Cruising Areas,Bars/Clubs",1984,NA,"","1022 Westheimer, Houston, TX",-95.3923539,29.7449178,"1022 westheimer rd, houston, tx 77006, usa","Geocoded"
"M.C.C.","","1919 Decatur","Houston","TX","(MCC)","Religious Institution",1984,NA,"","1919 Decatur, Houston, TX",-95.3781198,29.7667526,"1919 decatur st, houston, tx 77007, usa","Geocoded"
"Midnite Sun","(Open 7 am) (Hustlers)","534 Westheimer","Houston","TX","(B),(D)","Bars/Clubs",1984,NA,"","534 Westheimer, Houston, TX",-95.3885769,29.7448029,"534 westheimer rd, houston, tx 77006, usa","Geocoded"
"Memorial Park Motel","","50 Waugh Dr.","Houston","TX","(M),(H)","Hotel",1984,NA,"","50 Waugh Dr., Houston, TX",-95.3984544,29.7671998,"50 waugh dr, houston, tx 77007, usa","Geocoded"
"Miss Charlotte's Dance Hall & Saloon","(C&W)","911 W. Drew","Houston","TX","(C&W),(D),(*)","Bars/Clubs",1984,NA,"","911 W. Drew, Houston, TX",-95.3907101,29.7493351,"911 w drew st, houston, tx 77006, usa","Geocoded"
"Montrose Mansion","(Guest Quarters Hotel)","104 Avondale","Houston","TX","(H),(*)","Hotel",1984,NA,"","104 Avondale, Houston, TX",-95.3822134,29.7452681,"104 avondale st, houston, tx 77006, usa","Geocoded"
"Montrose City Hall","(Cabaret) (Looks promising)","1318 Westheimer","Houston","TX","(E)","Bars/Clubs",1984,NA,"","1318 Westheimer, Houston, TX",-95.3953253,29.7439873,"1318 westheimer rd, houston, tx 77006, usa","Geocoded"
"Montrose Mining Co.","(Cruisy)","805 Pacific St.","Houston","TX","(PT),(*)","Bars/Clubs,Cruising Areas",1984,NA,"","805 Pacific St., Houston, TX",-95.3902946,29.7465373,"805 pacific st, houston, tx 77006, usa","Geocoded"
"Montrose Voice","(Publication)","3317 Montrose Blvd.","Houston","TX","","Publications",1984,NA,"","3317 Montrose Blvd., Houston, TX",-95.3904377,29.7428103,"3317 montrose blvd, houston, tx 77006, usa","Geocoded"
"Omar's","","808 Lovett","Houston","TX","(M),(R)","Restaurant",1984,NA,"","808 Lovett, Houston, TX",-95.38957,29.7437886,"808 lovett blvd, houston, tx 77006, usa","Geocoded"
"Officers Club","(Disco) (Patio & Pool)","2700 Albany","Houston","TX","(D),(*)","Bars/Clubs",1984,NA,"","2700 Albany, Houston, TX",-95.3829538,29.7492035,"2700 albany st, houston, tx 77006, usa","Geocoded"
"Numbers","(Macho, YC) ('Tops') (Disco) (Wed-Sun)","300 Westheimer","Houston","TX","(*),(YC),(D)","Bars/Clubs",1984,NA,"","300 Westheimer, Houston, TX",-95.3850429,29.7448311,"300 westheimer rd, houston, tx 77006, usa","Geocoded"
"Ranch","","6620 1/2 S. Main St.","Houston","TX","(D)","Bars/Clubs",1984,NA,"","6620 1/2 S. Main St., Houston, TX",-95.4724793,29.6435444,"12929 1/2 s main st #6620, houston, tx 77035, usa","Geocoded"
"Rascal's","","2702 Kirby","Houston","TX","(R),(*)","Restaurant",1984,NA,"","2702 Kirby, Houston, TX",-95.4192528,29.7415347,"2702 kirby dr, houston, tx 77098, usa","Geocoded"
"Pink Elephant","","1218 Leland","Houston","TX","(OC)","Bars/Clubs",1984,NA,"","1218 Leland, Houston, TX",-95.366607,29.7511158,"1218 leeland, houston, tx 77002, usa","Geocoded"
"Q. -1 Leather","","408 Westheimer","Houston","TX","","Erotic Shop",1984,NA,"","408 Westheimer, Houston, TX",-95.3863102,29.7447745,"408 westheimer rd, houston, tx 77006, usa","Geocoded"
"Ripcord","(Shoe Shine)","715 Fairview","Houston","TX","(SM),(*)","Bars/Clubs",1984,NA,"","715 Fairview, Houston, TX",-95.3895175,29.7480122,"715 fairview st, houston, tx 77006, usa","Geocoded"
"River Oaks Theatre","(Cruisy balcony)","2009 W.  Gray","Houston","TX","","Theatre,Cruising Areas",1984,NA,"","2009 W.  Gray, Houston, TX",-95.4091314,29.7526485,"2009 w gray st, houston, tx 77019, usa","Geocoded"
"Stadium","(Books, etc.)","4629 W . 34th","Houston","TX","","Book Store",1984,NA,"","4629 W . 34th, Houston, TX",-95.458471,29.819291,"4629 w 34th st, houston, tx 77092, usa","Geocoded"
"Stadium","(Books, etc.)","3519 Bellaire Rd","Houston","TX","","Book Store",1984,NA,"","3519 Bellaire Rd, Houston, TX",-95.4321159,29.705724,"3519 bellaire blvd, houston, tx 77025, usa","Geocoded"
"Stadium","(Books, etc.)","3837 Magnum Rd.","Houston","TX","","Book Store",1984,NA,"","3837 Magnum Rd., Houston, TX",-95.4622457,29.8253048,"3837 mangum rd, houston, tx 77092, usa","Geocoded"
"The Deep","(Some W, SM, FFA)","2212 Converse","Houston","TX","(W),(SM),(FFA),(*)","Bars/Clubs",1984,NA,"","2212 Converse, Houston, TX",-95.3906783,29.7490745,"2212 converse st, houston, tx 77006, usa","Geocoded"
"2306 Club","(Some SM, FFA, Kinky) (Cell like rooms)","2306 Genessee","Houston","TX","(*),(P),(SM),(FFA)","Bars/Clubs,Cruising Areas",1984,NA,"","2306 Genessee, Houston, TX",-95.3841806,29.7486124,"2306 genesee st, houston, tx 77006, usa","Geocoded"
"Steak 'n' Eggs","","4321 Montrose","Houston","TX","(M),(R)","Restaurant",1984,NA,"","4321 Montrose, Houston, TX",-95.3908925,29.7334405,"4321 montrose blvd, houston, tx 77006, usa","Geocoded"
"Studz News","('Flicks')","1132 Alabama","Houston","TX","(F&S),(*)","Bars/Clubs",1984,NA,"","1132 Alabama, Houston, TX",-95.393,29.7387554,"1132 alabama st, houston, tx 77006, usa","Geocoded"
"Travel Tech","(Travel Agency)","Suite 20, 5719 Kirby","Houston","TX","","Travel Service",1984,NA,"","Suite 20, 5719 Kirby, Houston, TX",-95.4181361,29.721159,"5719 kirby dr, houston, tx 77005, usa","Geocoded"
"Tim's Coffee Shop","","1525 Westheimer","Houston","TX","(M),(R)","Restaurant",1984,NA,"","1525 Westheimer, Houston, TX",-95.398727,29.742593,"1525 westheimer rd, houston, tx 77006, usa","Geocoded"
"Twins","(Disco)","535 Westheimer","Houston","TX","(L),(*),(D),(S)","Bars/Clubs",1984,NA,"","535 Westheimer, Houston, TX",-95.3882969,29.7441949,"535 westheimer rd, houston, tx 77006, usa","Geocoded"
"T.W.T.","(Publication)","2205 Montrose","Houston","TX","","Publications",1984,NA,"","2205 Montrose, Houston, TX",-95.3917874,29.7495663,"2205 montrose blvd, houston, tx 77006, usa","Geocoded"
"Wilde 'n' Stein","(Book store)","802 Westheimer","Houston","TX","(*)","Book Store",1984,NA,"","802 Westheimer, Houston, TX",-95.3899655,29.7450105,"802 westheimer rd, houston, tx 77006, usa","Geocoded"
"Union Jack","(clothing)","1212 Westheimer","Houston","TX","","Business",1984,NA,"","1212 Westheimer, Houston, TX",-95.3937813,29.7447561,"1212 westheimer rd, houston, tx 77006, usa","Geocoded"
"Venture-N","(D.J.) (Macho)","2923 S. Main","Houston","TX","","Bars/Clubs",1984,NA,"","2923 S. Main, Houston, TX",-95.5596841,29.615637,"2923 s main st, stafford, tx 77477, usa","Geocoded"
"Mr. Video","(Books & Peep shows)","3715 San Bernardo Ave.","Laredo","TX","","Book Store",1984,NA,"","3715 San Bernardo Ave., Laredo, TX",-99.5042129,27.5334028,"3715 san bernardo ave, laredo, tx 78041, usa","Geocoded"
"Denny's","","607 Ave. 'Q'","Lubbock","TX","(M),(R),(C),(AH)","Restaurant",1984,NA,"","607 Ave. 'Q', Lubbock, TX",-101.8547361,33.5894352,"607 avenue q, lubbock, tx 79401, usa","Geocoded"
"Hilltop","","810 N. University Ave.","Lubbock","TX","(C&W),(D),(PT),(*)","Bars/Clubs",1984,NA,"","810 N. University Ave., Lubbock, TX",-101.8701485,33.6100096,"810 n university ave, lubbock, tx 79415, usa","Geocoded"
"M.C.C.","","2801 42nd St.","Lubbock","TX","(MCC)","Religious Institution",1984,NA,"","2801 42nd St., Lubbock, TX",-101.8773454,33.5559474,"2801 42nd st, lubbock, tx 79413, usa","Geocoded"
"Just Magic","","Brownfield Hwy.","Lubbock","TX","(L),(C&W),(D),(*)","Bars/Clubs",1984,NA,"","Brownfield Hwy., Lubbock, TX",-101.9888379,33.5228759,"brownfield hwy, lubbock, tx 79424, usa","Geocoded"
"Varsity","(Flicks, etc.)","2402 Marshall","Lubbock","TX","(F&S)","Theatre",1984,NA,"","2402 Marshall, Lubbock, TX",-101.8692275,33.6140933,"2402 marshall st, lubbock, tx 79415, usa","Geocoded"
"Denny's","","1110 S. 10th St.","McAllen","TX","(M),(R),(C),(AH)","Restaurant",1984,NA,"","1110 S. 10th St., McAllen, TX",-98.2322782,26.1929572,"1110 s 10th st, mcallen, tx 78501, usa","Geocoded"
"Male Box","(Disco)","200 N. 29th","McAllen","TX","(*),(YC),(D)","Bars/Clubs",1984,NA,"","200 N. 29th, McAllen, TX",-98.2527399,26.2089739,"200 n 29th st, mcallen, tx 78501, usa","Geocoded"
"Etc., Etc. Club","","1617 N. 11 1/2 St.","McAllen","TX","(D)","Bars/Clubs",1984,NA,"","1617 N. 11 1/2 St., McAllen, TX",-98.2288583,26.2190046,"n 11th 1/2 st, mcallen, tx 78501, usa","Geocoded"
"Chubby Bears","","6108 Andrews","Odessa","TX","(L)","Bars/Clubs",1984,NA,"","6108 Andrews, Odessa, TX",-102.3907588,31.9018178,"6108 andrews hwy, odessa, tx 79762, usa","Geocoded"
"Capri","(Disco) (Sunday S) (Liquor)","8401 Andrews Hwy.","Odessa","TX","(YC),(D),(*),(S)","Bars/Clubs",1984,NA,"","8401 Andrews Hwy., Odessa, TX",-102.4005506,31.9304126,"8401 andrews hwy, odessa, tx 79765, usa","Geocoded"
"Graf II","Dimensions","3830 Arden Rd.","San Angelo","TX","","Bars/Clubs",1984,NA,"","3830 Arden Rd., San Angelo, TX",-100.4893798,31.448534,"3830 arden rd, san angelo, tx 76901, usa","Geocoded"
"Phase III","","2226 Sherwood Way","San Angelo","TX","","Business",1984,NA,"","2226 Sherwood Way, San Angelo, TX",-100.4666817,31.4526934,"2226 sherwood way, san angelo, tx 76901, usa","Geocoded"
"M.C.C.","","418 S. Irving","San Angelo","TX","(MCC)","Religious Institution",1984,NA,"","418 S. Irving, San Angelo, TX",-100.4361313,31.4573295,"418 s irving st, san angelo, tx 76903, usa","Geocoded"
"Atlantis","(Many Latins)","321 Navarro","San Antonio","TX","(S)","Bars/Clubs",1984,NA,"","321 Navarro, San Antonio, TX",-98.4897989,29.4244206,"321 navarro st, san antonio, tx 78205, usa","Geocoded"
"El Jardin","(Some Latins)","106 Navarro","San Antonio","TX","(OC)","Bars/Clubs",1984,NA,"","106 Navarro, San Antonio, TX",-98.4906795,29.4213331,"106 navarro st, san antonio, tx 78205, usa","Geocoded"
"Earl Abel's","","4200 Broadway","San Antonio","TX","(M),(R),(C),(AH),(AYOR)","Restaurant",1984,NA,"","4200 Broadway, San Antonio, TX",-98.4637773,29.4650644,"4200 broadway, san antonio, tx 78209, usa","Geocoded"
"Crew","(Downtown types)","309 W. Market","San Antonio","TX","","Bars/Clubs",1984,NA,"","309 W. Market, San Antonio, TX",-98.4895557,29.4235181,"309 w market st, san antonio, tx 78205, usa","Geocoded"
"Bonham Exchange","(Super complex - serveral bars) (Bonham Ballroom - upstairs (S)(E)) (Disco) (Cruisy) (Game room), next to the Alamo","411 Bonham","San Antonio","TX","(*),(S),(E),(YC),(D)","Bars/Clubs,Cruising Areas",1984,NA,"","411 Bonham, San Antonio, TX",-98.4842894,29.4266557,"411 bonham, san antonio, tx 78205, usa","Geocoded"
"First Star","(Book 'n' things)","6724 San Pedro","San Antonio","TX","","Book Store",1984,NA,"","6724 San Pedro, San Antonio, TX",-98.498697,29.501356,"6724 san pedro ave, san antonio, tx 78216, usa","Geocoded"
"Executive Health Club","(Suana, etc.) (Some OC) -off Broadway","723 Avenue 'B'","San Antonio","TX","(H),(OC)","Hotel",1984,NA,"","723 Avenue 'B', San Antonio, TX",-98.483822,29.433354,"723 avenue b, san antonio, tx 78215, usa","Geocoded"
"First Star","(Book 'n' things)","511 E. Houston","San Antonio","TX","","Book Store",1984,NA,"","511 E. Houston, San Antonio, TX",-98.4875601,29.4267274,"511 e houston st, san antonio, tx 78205, usa","Geocoded"
"Faces","(Many L) (Disco) (WE*)","119 El Mio","San Antonio","TX","(L),(D),(WE),(*)","Bars/Clubs",1984,NA,"","119 El Mio, San Antonio, TX",-98.4998754,29.4938439,"119 el mio dr, san antonio, tx 78216, usa","Geocoded"
"Our Place","(Many L) (Disco) (WE*)","115 General Krueger","San Antonio","TX","(L),(C&W),(D),(WE),(*)","Bars/Clubs",1984,NA,"","115 General Krueger, San Antonio, TX",-98.5084587,29.4906924,"115 general krueger blvd, san antonio, tx 78213, usa","Geocoded"
"L.J.'s","(Disco)","3503 West Ave.","San Antonio","TX","(L),(D),(R)","Bars/Clubs,Restaurant",1984,NA,"","3503 West Ave., San Antonio, TX",-98.5262953,29.4941731,"3503 west ave, san antonio, tx 78213, usa","Geocoded"
"Kevin Wagner's Unique Cards","","1805 1/2 N. Main","San Antonio","TX","","Business",1984,NA,"","1805 1/2 N. Main, San Antonio, TX",-98.4944354,29.4461839,"1805 n main ave, san antonio, tx 78212, usa","Geocoded"
"M.C.C.","","107 S. Pine","San Antonio","TX","(MCC)","Religious Institution",1984,NA,"","107 S. Pine, San Antonio, TX",-98.4704643,29.4193691,"107 s pine st, san antonio, tx 78203, usa","Geocoded"
"Madam Arthur's","(Latins)","607 N. St. Mary's","San Antonio","TX","(PT)","Bars/Clubs",1984,NA,"","607 N. St. Mary's, San Antonio, TX",-98.4915343,29.4295691,"607 n st mary's st, san antonio, tx 78205, usa","Geocoded"
"Paris News","","1929 N . New Braunfels","San Antonio","TX","","Book Store",1984,NA,"","1929 N . New Braunfels, San Antonio, TX",-98.4611896,29.4427321,"1929 n new braunfels ave, san antonio, tx 78208, usa","Geocoded"
"San Antonio Free Clinic","","1136 W. Woodlawn","San Antonio","TX","","Health Clinics",1984,NA,"","1136 W. Woodlawn, San Antonio, TX",-98.5134702,29.4525751,"1136 w woodlawn ave, san antonio, tx 78201, usa","Geocoded"
