"ID","title","amenityfeatures","description","streetaddress","type","city","state","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
5424,"Hunky's","(*),(MX),(BW)","522-1212 11am-10pm Mon-Thurs, till 11pm Fri & Sat, noon-10pm Sun","4000 Cedar Springs Rd.","Restaurants & Cafes","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4000 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111322,32.8111293,"4000 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5427,"Uppercrust","(MW)","521-7324 pizza, 10am-midnight","4000 Cedar Springs Rd.","Restaurants & Cafes","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4000 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111322,32.8111293,"4000 cedar springs rd, dallas, tx 75219, usa","Geocoded"
2742,"Bosum Buddies","(MW),(D),(S),(F),(AH)","529-4953 noon-2am","4000 S. Broadway","Bars","Wichita","KS",NA,1992,"","","4/25/2023 9:32pm","4000 S. Broadway ,  Wichita ,  KS",-97.3337233,37.622235,"4000 s broadway, wichita, ks 67216, usa","Geocoded"
1092,"Rosie's Cantina","(MW)","864-5643 Mexican food, 11am-10pm","4001 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4001 18th St. ,  San Francisco ,  CA",-122.4329885,37.760873,"4001 18th st, san francisco, ca 94114, usa","Geocoded"
3800,"Chocolate Walrus, The","","(Old Town Mall) 826-6909 adult chocolates, video, novelties, call","4001 S. Virginia","Erotica","Reno","NV",NA,1992,"","","4/25/2023 9:32pm","4001 S. Virginia ,  Reno ,  NV",-119.7954375,39.4861766,"4001 s virginia st, reno, nv 89502, usa","Geocoded"
616,"Circus of Books","","666-1304, 24hrs","4001 Sunset Blvd.","Erotica","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4001 Sunset Blvd. ,  Los Angeles ,  CA",-118.2803631,34.092783,"4001 sunset blvd, los angeles, ca 90029, usa","Geocoded"
2039,"Billy's Bar","(D),(NH),(V)","574-3355 4:30pm-2am, patio","4004 Jackson Bluff Rd.","Bars","Tallahassee","FL",NA,1992,"","","4/25/2023 9:32pm","4004 Jackson Bluff Rd. ,  Tallahassee ,  FL",-84.3445495,30.4344956,"4004 jackson bluff rd, tallahassee, fl 32304, usa","Geocoded"
5428,"Wok, The","(MX)","528-0000 Chinese cuisine, 10am-3am","4006 Cedar Springs Rd.","Restaurants & Cafes","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4006 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5434,"Lobo Book Shop","","522-1132 gay/lesbian bookstore, 11am-10pm","4008-C Cedar Springs Rd.","Bookstore/Retail Shops","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4008-C Cedar Springs Rd. ,  Dallas ,  TX",-96.8112096,32.8113913,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa","Geocoded"
5433,"Curious Times","","528-4087 gay/lesbian books, jewelry 10am-9pm Mon-Sat, noon-5pm Sun","4008-D Cedar Springs Rd.","Bookstore/Retail Shops","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4008-D Cedar Springs Rd. ,  Dallas ,  TX",-96.8119061,32.8117163,"parking lot, 4008 cedar springs rd d, dallas, tx 75219, usa","Geocoded"
2056,"Moody's Cafe","(MW),(D)","831-6537 full bar & restaurant, noon-2:30am","4010 S. Dale Mabry Hwy.","Bars","Tampa","FL",NA,1992,"","","4/25/2023 9:32pm","4010 S. Dale Mabry Hwy. ,  Tampa ,  FL",-82.505097,27.9050772,"4010 s dale mabry hwy, tampa, fl 33611, usa","Geocoded"
5412,"Michael's","(MX),(E)","559-4098 piano bar, 5pm-2am","4011 Cedar Springs Rd.","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4011 Cedar Springs Rd. ,  Dallas ,  TX",-96.811886,32.8112142,"4011 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5392,"Gay/Lesbian Community Center","","528-4233 info, referral, support, credit union","4012 Cedar Springs","Info Lines & Services","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4012 Cedar Springs ,  Dallas ,  TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Geocoded"
3966,"Pussycat III","","268-1631","4012 Central Ave. N.E.","Erotica","Albuquerque","NM",NA,1992,"","","4/25/2023 9:32pm","4012 Central Ave. N.E. ,  Albuquerque ,  NM",-106.5993012,35.0788924,"4012 central ave ne, albuquerque, nm 87108, usa","Geocoded"
610,"A Different Light","(*)","668-0629 gay/lesbian bookstore, 10am-9pm Mon-Thur, 10am-10pm Fri-Sun","4014 Santa Monica Blvd.","Bookstore/Retail Shops","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4014 Santa Monica Blvd. ,  Los Angeles ,  CA",-118.28094,34.09244,"4014 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
5444,"Dignity","","(First Unitarian Church) 226-4101, 7:15pm 1st & 3rd Tues","4015 Normandy","Religious Organization","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4015 Normandy ,  Dallas ,  TX",-96.803798,32.838842,"4015 normandy ave, dallas, tx 75205, usa","Geocoded"
5404,"Cove, The","(D),(S)","522-4814 patio, 7am-2am Mon-Sat, from noon Sun","4020 Maple","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4020 Maple ,  Dallas ,  TX",-96.8163895,32.8064716,"4020 maple ave, dallas, tx 75219, usa","Geocoded"
3945,"Albuquerque Social Club","(*),(MW),(D),(PC),(CW)","255-0887 noon-2am, til midnight Sun","4021 Central Ave. N.E.","Bars","Albuquerque","NM",NA,1992,"","","4/25/2023 9:32pm","4021 Central Ave. N.E. ,  Albuquerque ,  NM",-106.5989274,35.0793714,"4021 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3941,"Hijos del Sol","","266-3159 social group, 3rd Sun, call for info","4021 Central N.E.","Info Lines & Services","Albuquerque","NM",NA,1992,"","","4/25/2023 9:32pm","4021 Central N.E. ,  Albuquerque ,  NM",-106.5989274,35.0793714,"4021 central ave ne, albuquerque, nm 87108, usa","Geocoded"
589,"Bon Mot","(NH)","222-5963 noon-2am","4022 N. Figueroa","Bars","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4022 N. Figueroa ,  Los Angeles ,  CA",-118.2098174,34.0925723,"4022 n figueroa st, los angeles, ca 90065, usa","Geocoded"
4664,"Rustler Saloon","(LV)","(rear entrance) 472-8278 2pm-2:30am","4023 Monroe St.","Bars","Toledo","OH",NA,1992,"","","4/25/2023 9:32pm","4023 Monroe St. ,  Toledo ,  OH",-83.599127,41.678076,"4023 monroe st, toledo, oh 43606, usa","Geocoded"
5401,"Blue Parrot","(MX),(D),(LV),(E),(S)","521-7861 4pm-2am","4024 Cedar Springs Rd.","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4024 Cedar Springs Rd. ,  Dallas ,  TX",-96.8116188,32.8117463,"4024 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5419,"Wave, The","(*),(D),(E),(V),(LV),(YC),(SW)","522-WAVE/559-4360 patio, after hours Wed, Fri & Sat","4025 Maple Ave.","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4025 Maple Ave. ,  Dallas ,  TX",-96.8168123,32.8060897,"4025 maple ave, dallas, tx 75219, usa","Geocoded"
981,"AB & VC","","280-0209","4027 El Cajon Blvd","Erotica","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4027 El Cajon Blvd ,  San Diego ,  CA",-117.1078648,32.7548987,"4027 el cajon blvd, san diego, ca 92105, usa","Geocoded"
86,"French Quarter","","276-9049","4028 Mountain View","Erotica","Anchorage","AK",NA,1992,"","","4/25/2023 9:32pm","4028 Mountain View ,  Anchorage ,  AK",-149.8056077,61.2239637,"4028 mountain view dr, anchorage, ak 99508, usa","Geocoded"
3640,"Bolivar Road News","","833-3354","4030 N. Bolivar Rd.","Erotica","Springfield","MO",NA,1992,"","","4/25/2023 9:32pm","4030 N. Bolivar Rd. ,  Springfield ,  MO",-93.3110268,37.2435054,"4030 n bolivar rd, springfield, mo 65803, usa","Geocoded"
4400,"MCC Charlotte","","#726, 563-5810 11am & 7:30pm Sun, meeting 7:30pm Wed","4037 E. Independence Blvd.","Religious Organization","Charlotte","NC",NA,1992,"","","4/25/2023 9:32pm","4037 E. Independence Blvd. ,  Charlotte ,  NC",-80.7722187,35.2007247,"4037 e independence blvd, charlotte, nc 28205, usa","Geocoded"
5452,"Leather by Boots","","528-3865","4038 Cedar Springs Rd.","Erotica","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4038 Cedar Springs Rd. ,  Dallas ,  TX",-96.8118314,32.8119953,"4038 cedar springs rd, dallas, tx 75219, usa","Geocoded"
1081,"Hot 'N Hunky","(*),(MW)","621-6365 hamburgers, 11am-midnight Sun-Thurs, til 1am Fri & Sat","4039 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4039 18th St. ,  San Francisco ,  CA",-122.4336963,37.7608414,"4039 18th st, san francisco, ca 94114, usa","Geocoded"
4532,"Crazy Ladies Bookstore","(*)","541-4198 women's bookstore, gay men's section","4039 Hamilton Ave.","Bookstore/Retail Shops","Cincinnati","OH",NA,1992,"","","4/25/2023 9:32pm","4039 Hamilton Ave. ,  Cincinnati ,  OH",-84.539667,39.1598125,"4039 hamilton ave, cincinnati, oh 45223, usa","Geocoded"
4184,"Sailing Affairs","(IGTA)","228-5755 sailing vacations","4040 E. 11th St.","Men's Services","Greenwich Village","NY",NA,1992,"","","4/25/2023 9:32pm","4040 E. 11th St. ,  Greenwich Village ,  NY",-73.991281,40.7324459,"e 11th st, new york, ny, usa","Geocoded"
336,"No Name Bar","(W)","264-8283 3pm-2am","4043 E. Belmont","Bars","Fresno","CA",NA,1992,"","","4/25/2023 9:32pm","4043 E. Belmont ,  Fresno ,  CA",-119.757445,36.7507852,"4043 e belmont ave, fresno, ca 93702, usa","Geocoded"
1060,"Moby Dick's","(NH),(V)","","4049 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4049 18th St. ,  San Francisco ,  CA",-122.4337525,37.7608316,"4049 18th st, san francisco, ca 94114, usa","Geocoded"
1120,"Jaguar","","863-4777 11am-11pm Sun-Thurs, 11am-midnight Fri & Sat","4057 18th St.","Erotica","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4057 18th St. ,  San Francisco ,  CA",-122.4340654,37.7608049,"4057 18th st, san francisco, ca 94114, usa","Geocoded"
1108,"Castro Country Club","","552-6102 alcohol & drug free club, noon-midnight Sun-Thur, til 1:30am Fri/Sat","4058 18th St.","Men's Services","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4058 18th St. ,  San Francisco ,  CA",-122.4340945,37.7611284,"4058 18th st, san francisco, ca 94114, usa","Geocoded"
3610,"Corner Restaurant, The","(MX),(BW)","931-6630 7am-9pm Mon-Fri, 7am-2pm Sat & Sun","4059 Broadway","Bars","Kansas City","MO",NA,1992,"","","4/25/2023 9:32pm","4059 Broadway ,  Kansas City ,  MO",-94.5901644,39.0536015,"4059 broadway blvd, kansas city, mo 64111, usa","Geocoded"
1892,"Saturdays Lounge","(*),(D),(S)","724-1510 2pm-2am","4060 W. New Haven Ave.","Bars","Melbourne","FL",NA,1992,"","","4/25/2023 9:32pm","4060 W. New Haven Ave. ,  Melbourne ,  FL",-80.6924475,28.0794853,"4060 w new haven ave, melbourne, fl 32904, usa","Geocoded"
1058,"Midnight Sun","(*),(V)","861-4186 noon-2am","4067 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4067 18th St. ,  San Francisco ,  CA",-122.43432,37.76073,"4067 18th st, san francisco, ca 94114, usa","Geocoded"
581,"Catch One","(*),(MW)","734-8849/737-1159 3pm-2am Sun-Thurs, til 6am Fri & Sat","4067 Pico Blvd.","Bars","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4067 Pico Blvd. ,  Los Angeles ,  CA",-118.3241134,34.047775,"4067 w pico blvd, los angeles, ca 90019, usa","Geocoded"
1071,"Cafe Lupann's","(MW)","552-6655","4072 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4072 18th St. ,  San Francisco ,  CA",-122.4343599,37.7611212,"4072 18th st, san francisco, ca 94114, usa","Geocoded"
1068,"Bad Man's Jose","","861-1706 ""natural style"" Mexican food","4077 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4077 18th St. ,  San Francisco ,  CA",-122.4344859,37.7607551,"4077 18th st, san francisco, ca 94114, usa","Geocoded"
1105,"Does Your Mother Know?","","864-3160 10am-9pm, cards, T-shirts, novelties","4079 18th St.","Bookstore/Retail Shops","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4079 18th St. ,  San Francisco ,  CA",-122.4344972,37.7607035,"4079 18th st, san francisco, ca 94114, usa","Geocoded"
1067,"Uncle Bert's Place","(NH)","431-8616 patio, 6am-2am","4086 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4086 18th St. ,  San Francisco ,  CA",-122.4345258,37.7610236,"4086 18th st, san francisco, ca 94114, usa","Geocoded"
1077,"Duo","(MW)","552-8388 cont'l cuisine, 5:30pm-10:30pm Mon-Thurs, till 11pm Fri & Sat","4094 18th St","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4094 18th St ,  San Francisco ,  CA",-122.4347003,37.7610635,"4094 18th st, san francisco, ca 94114, usa","Geocoded"
994,"North Park Adult Video","","284-4724, 24hrs","4094 30th St.","Erotica","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4094 30th St. ,  San Diego ,  CA",-117.130344,32.7519997,"4094 30th st, san diego, ca 92104, usa","Geocoded"
320,"Sugar Shack","(MX),(BW)","575-9534 noon-2am","4101 N. Arden Dr.","Bars","El Monte","CA",NA,1992,"","","4/25/2023 9:32pm","4101 N. Arden Dr. ,  El Monte ,  CA",-118.0455143,34.0810042,"4101 arden dr, el monte, ca 91731, usa","Geocoded"
456,"Directory-Long Beach","","90804, 434-7129 published Jan, May, Sept","4102 E. 7th St #621","Publication","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","4102 E. 7th St #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
457,"Directory-Orange County","","90804, 434-7129 published Jan, May, Sept","4102 E. 7th St #621","Publication","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","4102 E. 7th St #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
455,"Beacon, The","","90804, 434-7129 monthly newsmagazine","4102 E. 7th St. #621","Publication","Long Beach","CA",NA,1992,"","","4/25/2023 9:32pm","4102 E. 7th St. #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
485,"Directory Orange County","","Long Beach, 90804 (213)434-7129 semi-annual","4102 E. 7th St. #621","Publication","Los Angeles","CA",NA,1992,"","","5/19/2023 8:29am","4102 E. 7th St. #621 ,  Los Angeles ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
139,"Preston's","(*),(MW),(D),(AH),(F)","224-5778 noon-1am Sun-Thurs, til 3am Fri & Sat","4102 E. Thomas Rd.","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4102 E. Thomas Rd. ,  Phoenix ,  AZ",-111.9927241,33.4807168,"wagon wheel shopping center, 4102 e thomas rd, phoenix, az 85018, usa","Geocoded"
5810,"Oar House","(*),(D),(YC),(F),(S),(L),(LV)","489-2353 11am-2am Mon-Fri, 5pm-2amSat & Sun The Brig opens 5pm","4107 Colley Ave.","Bars","Norfolk","VA",NA,1992,"","","4/25/2023 9:32pm","4107 Colley Ave. ,  Norfolk ,  VA",-76.2951992,36.8826936,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
2307,"Over 19 Adult Bookstore","","344-7532","4109 Chinden Blvd.","Erotica","Boise","ID",NA,1992,"","","4/25/2023 9:32pm","4109 Chinden Blvd. ,  Boise ,  ID",NA,NA,"NA","Geocoded"
5937,"Morningtown Restaurant","(MX)","632-6317 11am-9pm, from 10am Sat & Sun, vegetarian cuisine","4110 Roosevelt Way N.E.","Restaurants & Cafes","Seattle","WA",NA,1992,"","","4/25/2023 9:32pm","4110 Roosevelt Way N.E. ,  Seattle ,  WA",-122.317369,47.6572624,"4110 roosevelt way ne, seattle, wa 98105, usa","Geocoded"
417,"Driftwood Cafe","(MX)","(916) 544-6545 8am-3pm","4115 Laurel Ave.","Restaurants & Cafes","Lake Tahoe","CA",NA,1992,"","","4/25/2023 9:32pm","4115 Laurel Ave. ,  Lake Tahoe ,  CA",-119.94389,38.958863,"4115 laurel ave, south lake tahoe, ca 96150, usa","Geocoded"
933,"Thirtieth St. Station","(LV),(NH),(BW)","584-9048","4116 30th St.","Bars","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4116 30th St. ,  San Diego ,  CA",-117.1303473,32.7525236,"4116 30th st, san diego, ca 92104, usa","Geocoded"
2578,"Works, The","(PC)","547-9210 24hrs","4120 N. Keystone Ave","Gyms/Health Clubs","Indianapolis","IN",NA,1992,"","","4/25/2023 9:32pm","4120 N. Keystone Ave ,  Indianapolis ,  IN",-86.1222562,39.8304717,"4120 n keystone ave, indianapolis, in 46205, usa","Geocoded"
1045,"Badlands","(*),(LV)","626-9320 11am-2am Mon-Fri, 10:30am-2am Sat & Sun","4121 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4121 18th St. ,  San Francisco ,  CA",-122.4354659,37.7607065,"4121 18th st, san francisco, ca 94114, usa","Geocoded"
1772,"Melody Club","(*),(MW),(D),(S)","376-3772 8pm-2am, closed Sun","4130 N.W. 6th St.","Bars","Gainesville","FL",NA,1992,"","","4/25/2023 9:32pm","4130 N.W. 6th St. ,  Gainesville ,  FL",-82.3326363,29.6909975,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
133,"G.B.'S Rendezvous","(D),(S),(YC)","275-3509 noon-1am","4132 E. McDowell Rd.","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4132 E. McDowell Rd. ,  Phoenix ,  AZ",-111.9919091,33.4661066,"4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded"
5409,"Hideaway Club","(MW),(OC),(E),(P)","559-2966 New Orleans-style, patio, 2 bars, 8am-2am, from noon Sun","4144 Buena Vista","Bars","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4144 Buena Vista ,  Dallas ,  TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa","Geocoded"
1061,"Pendulum","(*),(B)","6am-2am","4146 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4146 18th St. ,  San Francisco ,  CA",-122.4359263,37.7609229,"4146 18th st, san francisco, ca 94114, usa","Geocoded"
3662,"Oscar's","(LV),(NH)","531-5010 4pm-1:30am, clsd Sun","4146 Manchester Ave.","Bars","St. Louis","MO",NA,1992,"","","4/25/2023 9:32pm","4146 Manchester Ave. ,  St. Louis ,  MO",-90.2519916,38.6274332,"4146 manchester ave, st. louis, mo 63110, usa","Geocoded"
1052,"Edge, The","(CW),(L),(NH)","863-4027 noon-2am","4149 18th St.","Bars","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4149 18th St. ,  San Francisco ,  CA",-122.4360035,37.7606565,"4149 18th st, san francisco, ca 94114, usa","Geocoded"
5398,"Scottish Inn","(MX),(SW),(F)","827-4310","4150 N. Central Exprwy.","Accomodations","Dallas","TX",NA,1992,"","","4/25/2023 9:32pm","4150 N. Central Exprwy. ,  Dallas ,  TX",-96.7891909,32.8147621,"4150 n central expy, dallas, tx 75204, usa","Geocoded"
4551,"Le Cabaret","(MW),(D),(S)","631-8249 4pm-2:30am","4153 Lorain","Bars","Cleveland","OH",NA,1992,"","","4/25/2023 9:32pm","4153 Lorain ,  Cleveland ,  OH",-81.714363,41.479712,"4153 lorain ave, cleveland, oh 44113, usa","Geocoded"
968,"First Unitarian Church","","298-9978, 9:50am Sun, gay/lesbian support grp mts monthly, call for info","4190 Front St.","Religious Organization","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4190 Front St. ,  San Diego ,  CA",-117.1651892,32.7536735,"4190 front st, san diego, ca 92103, usa","Geocoded"
150,"Compass Travel","","266-5390","4201 N. 16th St. Ste. 150","Travel & Tour Operators","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4201 N. 16th St. Ste. 150 ,  Phoenix ,  AZ",-112.0471942,33.4968192,"4201 n 16th st #150, phoenix, az 85016, usa","Geocoded"
1121,"Mr. S Leather","","252-1512","4202 18th St.","Erotica","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4202 18th St. ,  San Francisco ,  CA",-122.436373,37.760911,"4202 18th st, san francisco, ca 94114, usa","Geocoded"
1340,"Faces Too","(*),(MW),(D),(E),(V),(YC)","463-5135 patio, 5pm-2am","4206 N. West Ln.","Bars","Stockton","CA",NA,1992,"","","4/25/2023 9:32pm","4206 N. West Ln. ,  Stockton ,  CA",-121.2946421,38.014117,"west ln, stockton, ca, usa","Geocoded"
2539,"Club East, The Other Side II","(MW),(D),(YC),(S)","477-6012 7pm-3am Mon-Sat, til 12:30am","4209 E. Morgan Ave.","Bars","Evansville","IN",NA,1992,"","","4/25/2023 9:32pm","4209 E. Morgan Ave. ,  Evansville ,  IN",-87.4989413,37.9910282,"4209 e morgan ave, evansville, in 47715, usa","Geocoded"
182,"Old Pueblo Resort","(MW),(IGTA),(SW)","577-6018 desert B&B, full bkfst, hot tub, patio","4210 N. Saranac Dr.","Accomodations","Tucson","AZ",NA,1992,"","","4/25/2023 9:32pm","4210 N. Saranac Dr. ,  Tucson ,  AZ",-110.9038851,32.2834346,"4210 n saranac dr, tucson, az 85718, usa","Geocoded"
2670,"Gay/Lesbian Resource Center","","277-1454 info, referrals, library; 10am-5pm Mon, Wed, & Fri, noon-4pm St","4211 Grand Ave.","Info Lines & Services","Des Moines","IA",NA,1992,"","","4/25/2023 9:32pm","4211 Grand Ave. ,  Des Moines ,  IA",-93.6748024,41.5849937,"4211 grand ave, des moines, ia 50312, usa","Geocoded"
5952,"Archdiocesan Catholic Gay/Lesbian Ministry","","98118, 722-7888 Mass 7:30pm Sun at St. Joseph's Church","4213 S. Orcas","Religious Organization","Seattle","WA",NA,1992,"","","4/25/2023 9:32pm","4213 S. Orcas ,  Seattle ,  WA",-122.280059,47.5509694,"4213 s orcas st, seattle, wa 98118, usa","Geocoded"
497,"Griff's","(LV),(L),(F)","6pm-2am, from noon Sat & Sun","4216 Melrose","Bars","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4216 Melrose ,  Los Angeles ,  CA",-118.2924245,34.083452,"4216 melrose ave, los angeles, ca 90029, usa","Geocoded"
3963,"Newstand, The","","266-6690","4217 Central Ave. N.E.","Erotica","Albuquerque","NM",NA,1992,"","","4/25/2023 9:32pm","4217 Central Ave. N.E. ,  Albuquerque ,  NM",-106.5967556,35.0791725,"4217 central ave ne, albuquerque, nm 87108, usa","Geocoded"
3965,"Pussycat II","","266-7606","4217 Central Ave. N.E.","Erotica","Albuquerque","NM",NA,1992,"","","4/25/2023 9:32pm","4217 Central Ave. N.E. ,  Albuquerque ,  NM",-106.5967556,35.0791725,"4217 central ave ne, albuquerque, nm 87108, usa","Geocoded"
595,"Gauntlet II","(*),(LV),(L)","669-9472 uniforms Mon-Fri 7pm-2am, Sat & Sun from 2pm","4219 Santa Monica Blvd.","Bars","Los Angeles","CA",NA,1992,"","","4/25/2023 9:32pm","4219 Santa Monica Blvd. ,  Los Angeles ,  CA",-118.2840632,34.0912127,"4219 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
2799,"MCC Louisville","","896-2067 11am Sun","4222 Bank St.","Religious Organization","Louisville","KY",NA,1992,"","","4/25/2023 9:32pm","4222 Bank St. ,  Louisville ,  KY",-85.8157615,38.2714406,"4222 bank st, louisville, ky 40212, usa","Geocoded"
1073,"Cha Cha's","(MW)","861-8234 Mexican food, 6pm-11pm, clsd Mon","4238 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4238 18th St. ,  San Francisco ,  CA",-122.4367908,37.7608803,"4238 18th st, san francisco, ca 94114, usa","Geocoded"
1087,"Ma Tante Sumi","(MW)","552-6663 cont'l cuisine with Japanese accent, 5:30pm-10pm","4243 18th St.","Restaurants & Cafes","San Francisco","CA",NA,1992,"","","4/25/2023 9:32pm","4243 18th St. ,  San Francisco ,  CA",-122.4368289,37.7606666,"4243 18th st, san francisco, ca 94114, usa","Geocoded"
997,"Midnight Books","","284-5908","4281 University Ave","Erotica","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4281 University Ave ,  San Diego ,  CA",-117.1023424,32.7494432,"4281 university ave, san diego, ca 92105, usa","Geocoded"
141,"Talk of the Town","(W),(E),(D)","1:30pm-1am Mon-Fri, open noon Sat & Sun, men welcome","4301 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4301 N. 7th Ave. ,  Phoenix ,  AZ",-112.0827451,33.4986923,"4301 n 7th ave, phoenix, az 85013, usa","Geocoded"
1330,"Santa Rosa Inn","(*),(MW),(D)","584-0345 noon-2am,piano bar Friday","4302 Santa Rosa Ave.","Bars","Santa Rosa","CA",NA,1992,"","","4/25/2023 9:32pm","4302 Santa Rosa Ave. ,  Santa Rosa ,  CA",-122.712358,38.3735645,"4302 santa rosa ave, santa rosa, ca 95407, usa","Geocoded"
6117,"Loose Ends","(MW)","442-8469 clsd Mon","4322 W. Fond du Lac Ave.","Bars","Milwaukee","WI",NA,1992,"","","4/25/2023 9:32pm","4322 W. Fond du Lac Ave. ,  Milwaukee ,  WI",-87.9678494,43.0835518,"4322 w fond du lac ave, milwaukee, wi 53216, usa","Geocoded"
4423,"Expressions","","864-2358 24hrs","4326 Bragg Blvd.","Erotica","Fayetteville","NC",NA,1992,"","","4/25/2023 9:32pm","4326 Bragg Blvd. ,  Fayetteville ,  NC",-78.9470728,35.0846659,"4326 bragg blvd, fayetteville, nc 28303, usa","Geocoded"
5583,"Richmond News & Video","","439-0527, 24hrs","4330 Richmond Ave.","Erotica","Houston","TX",NA,1992,"","","4/25/2023 9:32pm","4330 Richmond Ave. ,  Houston ,  TX",-95.449505,29.7328413,"4330 richmond ave., houston, tx 77027, usa","Geocoded"
970,"MCC","","280-4333, 9:45am & 6:45pm Sun","4333 30th St.","Religious Organization","San Diego","CA",NA,1992,"","","4/25/2023 9:32pm","4333 30th St. ,  San Diego ,  CA",-117.1297383,32.7561452,"4333 30th st, san diego, ca 92104, usa","Geocoded"
132,"Foster's","(MW),(D),(YC)","263-8313 4pm-1am Mon-Sat, from 2pm Sun","4343 N. 7th Ave.","Bars","Phoenix","AZ",NA,1992,"","","4/25/2023 9:32pm","4343 N. 7th Ave. ,  Phoenix ,  AZ",-112.0822656,33.4998139,"4343 n 7th ave, phoenix, az 85013, usa","Geocoded"
