"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"City Video","508/487-4493, 10am-11pm, lgbt section","193 Commercial St","Provincetown","MA","",NA,2002,"Retail Shops","","193 Commercial St, Provincetown, MA",-70.1890321,42.0486937,"193 commercial st, provincetown, ma 02657, usa"
"Don't Panic","508/487-1280 seasonal, 10am-10pm, lgbt gifts","192 Commercial St","Provincetown","MA","",NA,2002,"Retail Shops","","192 Commercial St, Provincetown, MA",-70.1893248,42.0487949,"historic district, 192 commercial st, provincetown, ma 02657, usa"
"GayMartUSA","508/487-7517, 10am-close, clothes & gifts","176 Commercial St","Provincetown","MA","",NA,2002,"Retail Shops","","176 Commercial St, Provincetown, MA",-70.1897434,42.0481258,"176 commercial st, provincetown, ma 02657, usa"
"Pride's","508/487-44 74 10am-11 pm (in summer), call for off-season hrs, Igbt gifts","182 Commercial St","Provincetown","MA","",NA,2002,"Retail Shops","","182 Commercial St, Provincetown, MA",-70.1896969,42.0482663,"historic district, 182 commercial st, provincetown, ma 02657, usa"
"Mussel Beach","(btwn Montello & Conant) 508/487-0001 6am-9pm","35 Bradford St","Provincetown","MA","(MW)",NA,2002,"Gyms & Health Clubs","","35 Bradford St, Provincetown, MA",-70.1925894,42.0469285,"historic district, 35 bradford st, provincetown, ma 02657, usa"
"Provincetown Gym","(at Winthrop) 508/487-2776","82 Shank Painter Rd","Provincetown","MA","(MW)",NA,2002,"Gyms & Health Clubs","","82 Shank Painter Rd, Provincetown, MA",-70.1955733,42.052443,"82 shank painter rd, provincetown, ma 02657, usa"
"Body Xtremes","617/471-5836, body piercing & jewelry","414 Hancock St","North Quincy","MA","",NA,2002,"Retail Shops","","414 Hancock St, North Quincy, MA",-71.0249882,42.2732748,"414 hancock st, quincy, ma 02171, usa"
"Randolph Country Club","Rte 139, 781/961-2414 2pm-2am, from 10am summer, 2 dance clubs, cabaret, poolside grill, volleyball","44 Mazeo Dr","Randolph","MA","(*),(MW),(D),(F),(K),(S),(V),(SW),(WC)",NA,2002,"Bars","","44 Mazeo Dr, Randolph, MA",-71.0585486,42.1628315,"44 mazzeo dr, randolph, ma 02368, usa"
"Video Expo","Rte 28, 781/942-7804","1349 Main St","Reading","MA","",NA,2002,"Erotica","","1349 Main St, Reading, MA",-71.1045125,42.5550066,"1349 main st, reading, ma 01867, usa"
"Auntie Em's Lounge","(at Stearns Sq) 413/858-8800 4pm-2am, live music Fri, drag shows Sat","278 Worthington Ave","Springfield","MA","(MW),(S)",NA,2002,"Bars","","278 Worthington Ave, Springfield, MA",-72.5915152,42.1051217,"278 worthington st, springfield, ma 01103, usa"
"David's","413/734-0566, 8pm-2am, Th-Sun, also 'Judge's Chambers' upstairs","395-405 Dwight St","Springfield","MA","(M),(D),(S),(YC),(WC)",NA,2002,"Bars","","395-405 Dwight St, Springfield, MA",-72.5910547,42.1059639,"395 dwight st, springfield, ma 01103, usa"
"Judge's Chambers","(upstairs at David's) 413/7 43-0566 6pm-2am, from 4pm wknds","395-405 Dwight St","Springfield","MA","(MO)",NA,2002,"Bars","","395-405 Dwight St, Springfield, MA",-72.5910547,42.1059639,"395 dwight st, springfield, ma 01103, usa"
"Just Friends/Cellblock","(at Main) 413/781-5878, 11am-2am DJ Wed-Sun, also 'Cellblock' (M,L, V) from 10pm","23 Hampden St","Springfield","MA","(MW),(D),(S),(V),(WC)",NA,2002,"Bars","","23 Hampden St, Springfield, MA",-72.5094303,42.1580174,"23 hampden st, springfield, ma 01151, usa"
"Pub/Quarry","(at Taylor) 413/734-8123 noon-2am, also 'The Krypt' every other Sat (MO,L)","382 Dwight","Springfield","MA","(MW),(NH),(D),(S),(WC)",NA,2002,"Bars","","382 Dwight, Springfield, MA",-72.5913848,42.1053983,"382 dwight st, springfield, ma 01103, usa"
"Video Expo","B, 413/747-9812","486 Bridge St","Springfield","MA","",NA,2002,"Erotica","","486 Bridge St, Springfield, MA",-72.5885339,42.1057981,"486 bridge st, springfield, ma 01103, usa"
"Synchronicity Transgender Bookstore","(at Moody) 781/899-2212 over 100 TG titles","14 Felton St","Waltham","MA","",NA,2002,"Bookstores","","14 Felton St, Waltham, MA",-71.237331,42.3742518,"14 felton st, waltham, ma 02453, usa"
"Video Expo","781/894-5063","465 Moody St","Waltham","MA","",NA,2002,"Erotica","","465 Moody St, Waltham, MA",-71.2376959,42.3682748,"465 moody st, waltham, ma 02453, usa"
"The Wildwood Inn","413/967-7798, 800/860-8098, 1880s Victorian, full brkfst, some shared baths","121 Church St","Ware","MA","(GS),(NS),(WC)",NA,2002,"Accommodations","","121 Church St, Ware, MA",-72.2315471,42.2691079,"121 church st, ware, ma 01082, usa"
"Amazing Express","781/335-0446","138 Bridge St","Weymouth","MA","",NA,2002,"Erotica","","138 Bridge St, Weymouth, MA",-70.9601133,42.2429676,"138 bridge st, weymouth, ma 02191, usa"
"River Bend Farm B&B","413/458-3121, historic home, seasonal","643 Simonds Rd","Williamstown","MA","(GF)",NA,2002,"Accommodations","","643 Simonds Rd, Williamstown, MA",-73.2051773,42.7298018,"643 simonds rd, williamstown, ma 01267, usa"
"Mezze Bistro & Bar","(at Latham St) 413/458-0123 5:30pm-1am, Mediterranean, full bar, summer theater crowd","84 Water St","Williamstown","MA","",NA,2002,"Restaurants","","84 Water St, Williamstown, MA",-73.2003904,42.7089582,"84 water st, williamstown, ma 01267, usa"
"AA Gay/Lesbian","508/752-9000, 7pm Sat","1 Freeland St","Worcester","MA","",NA,2002,"Info Lines & Services","","1 Freeland St, Worcester, MA",-71.8249614,42.248282,"1 freeland st, worcester, ma 01603, usa"
"MB Lounge","(at Franklin) 508/799-4521 3pm-2am","40 Grafton St","Worcester","MA","(M),(NH),(L),(WC)",NA,2002,"Bars","","40 Grafton St, Worcester, MA",-71.7939392,42.2599262,"40 grafton st, worcester, ma 01604, usa"
"A-MEN","508/754-7742, 9pm-2am, clsd Mon, 3 flrs","90 Commercial St","Worcester","MA","(*),(M),(D),(K),(S),(WC)",NA,2002,"Nightclubs","","90 Commercial St, Worcester, MA",-71.7992279,42.2666923,"90 commercial st, worcester, ma 01608, usa"
"Midtown Athletic Club","2nd flr (in Midtown Mall) 508/798-9703","22 Front St","Worcester","MA","(GF)",NA,2002,"Nightclubs","","22 Front St, Worcester, MA",-71.8013082,42.2633127,"22 front st, worcester, ma 01608, usa"
"The Office of LGBT Affairs","734/763-4186, 9am-7pm Tue & Th, student services, events open to all","3200 Michigan Union","Ann Arbor","MI","",NA,2002,"Info Lines & Services","","3200 Michigan Union, Ann Arbor, MI",-83.7416649,42.2750492,"530 s state st, ann arbor, mi 48109, usa"
"\'aut\ Bar","(at Catherine) -734/994-3677, 4pm-2am, from 10am Sun (brunch), 2 flrs, patio, also restaurant, American/ Mexican","315 Braun Ct","Ann Arbor","MI","(*),(MW),(NH),(F),(WC)",NA,2002,"Bars","","315 Braun Ct, Ann Arbor, MI",-83.7474301,42.2837551,"315 braun ct, ann arbor, mi 48104, usa"
"Crowbar","734/668-0111 8pm-2am, clsd Mon-Tue, DJ Fri-Sat","309 S Main St","Ann Arbor","MI","(MW),(D)",NA,2002,"Bars","","309 S Main St, Ann Arbor, MI",-83.7482554,42.2792051,"309 s main st, ann arbor, mi 48104, usa"
"The Nectarine","734/994-5436, 9pm-2am Tue & Fri","516 E Liberty","Ann Arbor","MI","(MW),(D),(V),(18+),(YC)",NA,2002,"Nightclubs","","516 E Liberty, Ann Arbor, MI",-83.7424233,42.2791875,"516 e liberty st, ann arbor, mi 48104, usa"
"Cafe 303","(at Catherine) 734/665-0700 11am-10pm, till midnight Fri-Sat, full bar, patio","303 Detroit St","Ann Arbor","MI","(WC)",NA,2002,"Restaurants","","303 Detroit St, Ann Arbor, MI",-83.7468765,42.2835165,"303 detroit st, ann arbor, mi 48104, usa"
"Dominick's","(at Tappan Ave) 734/662-5414 10am-10pm, Italian, full bar","812 Monroe St","Ann Arbor","MI","(WC)",NA,2002,"Restaurants","","812 Monroe St, Ann Arbor, MI",-83.7387264,42.2731273,"812 monroe st, ann arbor, mi 48104, usa"
"The Earle","(at Ashley) 734/994-0211, 6pm-10pm, till midnight Fri-Sat, clsd Sun (summer) cont'l","121 W Washington","Ann Arbor","MI","(BW),(WC)",NA,2002,"Restaurants","","121 W Washington, Ann Arbor, MI",-83.7495862,42.2803142,"121 w washington st, ann arbor, mi 48104, usa"
"The Ark","(btwn William & Liberty) 734/761-1451, concert house","316 S Main St","Ann Arbor","MI","(GF),(S)",NA,2002,"Restaurants","","316 S Main St, Ann Arbor, MI",-83.7490053,42.2792085,"316 s main st, ann arbor, mi 48104, usa"
"Common Language","(at Liberty) 734/663-0036, open daily, lgbt","215 S 4th Ave","Ann Arbor","MI","(WC)",NA,2002,"Bookstores","","215 S 4th Ave, Ann Arbor, MI",-83.7469895,42.2799244,"215 s 4th ave, ann arbor, mi 48104, usa"
"Crazy Wisdom Books","(btwn Huron & Washington) 734/665-2757 10am- 10pm, till 11pm Wed-Sat, 11am-7pm Sun, holistic & metaphysical","114 S Main","Ann Arbor","MI","",NA,2002,"Bookstores","","114 S Main, Ann Arbor, MI",-83.7489329,42.2809559,"114 s main st, ann arbor, mi 48104, usa"
"Nicola's Books","(at Nixon, in Traver Village Mall) 734/662-6150, 9am-10pm, lgbt section","2607 Plymouth Rd","Ann Arbor","MI","",NA,2002,"Bookstores","","2607 Plymouth Rd, Ann Arbor, MI",-83.7093276,42.3031905,"2607 plymouth rd, ann arbor, mi 48105, usa"
"Nicola's Books","in Westgate Mall, 734/662-4110","2513 Jackson Rd","Ann Arbor","MI","",NA,2002,"Bookstores","","2513 Jackson Rd, Ann Arbor, MI",-83.8001504,42.285219,"2513 jackson rd, ann arbor, mi 48103, usa"
"Wunderschones","231/599-2847, full brkfst, cedar log home","12410 Antrim Dr","Ellsworth","MI","(MW),(NS),(GO)",NA,2002,"Accommodations","","12410 Antrim Dr, Ellsworth, MI",-85.354304,45.168068,"12410 antrim dr, ellsworth, mi 49729, usa"
"Partners","(at Morgan) 616/964-7276, 6pm-2am","910 North Ave","Battle Creek","MI","(MW),(D),(K),(WC)",NA,2002,"Nightclubs","","910 North Ave, Battle Creek, MI",-85.1801446,42.3496336,"910 north ave, battle creek, mi 49017, usa"
"Eastown Capri","(at Grand) 616/964-3070","686 W Michigan","Battle Creek","MI","",NA,2002,"Erotica","","686 W Michigan, Battle Creek, MI",-85.2070286,42.3297928,"686 w michigan ave, battle creek, mi 49037, usa"
"Bellaire B&B","(at Antrim) 231/533-6077, 800/545-0780 stately 1879 home","212 Park St","Bellaire","MI","(GS),(GO)",NA,2002,"Accommodations","","212 Park St, Bellaire, MI",-85.213127,44.9798783,"212 park st, bellaire, mi 49615, usa"
"The Lion's Den Adult Bookstore","(exit 16, off I-69) 517/278-9577, 24hrs","570 Jonesville Rd","Coldwater","MI","",NA,2002,"Erotica","","570 Jonesville Rd, Coldwater, MI",-84.9678967,41.9861064,"570 jonesville rd, coldwater, mi 49036, usa"
"Affirmations Lesbian/Gay Community Center","(at Woodward), 248/398-7105, 9am-9pm, till 5pm Sat, 1pm-9pm Sun","195 W 9-Mile Rd","Ferndale","MI","",NA,2002,"Info Lines & Services","","195 W 9-Mile Rd, Ferndale, MI",-83.1361904,42.4603951,"ferndale arts building, 195 w nine mile rd, ferndale, mi 48220, usa"
"The Antheneum Suite Hotel","(at Lafayette) 313/962-2323, 800/772-2323 luxury hotel, restaurant & lounge, gym","1000 Brush St","Detroit","MI","(GF),(WC)",NA,2002,"Accommodations","","1000 Brush St, Detroit, MI",-83.0428465,42.3341515,"1000 brush st, detroit, mi 48226, usa"
"Millner Hotel","313/963-3950, 800/521-0592, downtown","1538 Centre St","Detroit","MI","(GF)",NA,2002,"Accommodations","","1538 Centre St, Detroit, MI",-83.0474599,42.3363913,"1538 centre st, detroit, mi 48226, usa"
"Shorecrest Motor Inn","313/568-3000, downtown, also restaurant","1316 E Jefferson Ave","Detroit","MI","(GF),(WC)",NA,2002,"Accommodations","","1316 E Jefferson Ave, Detroit, MI",-83.0333587,42.333062,"1316 e jefferson ave, detroit, mi 48207, usa"
"Adam's Apple","(at Artesian) 313/240-8482, 3pm-2am","18937 W Warren","Detroit","MI","(M),(NH)",NA,2002,"Bars","","18937 W Warren, Detroit, MI",-83.2249884,42.3430442,"18937 w warren ave, detroit, mi 48228, usa"
"Back Pocket","(at Joy) 313/272-8374","8832 Greenfield Rd","Detroit","MI","(*),(M),(F)",NA,2002,"Bars","","8832 Greenfield Rd, Detroit, MI",-83.196645,42.358758,"8832 greenfield rd, detroit, mi 48228, usa"
"Club Gold Coast","(at Conant) 313/366-6135, 7pm-2am","2971 E 7-Mile Rd","Detroit","MI","(*),(M),(D),(S),(WC)",NA,2002,"Bars","","2971 E 7-Mile Rd, Detroit, MI",-83.0725873,42.4331029,"2971 seven mile e, detroit, mi 48234, usa"
"The Continental","(at Broadway), 313/964-4077 noon-2am, from 6pm wknds","156 Monroe","Detroit","MI","(M),(NH),(D),(MR-AF)",NA,2002,"Bars","","156 Monroe, Detroit, MI",-83.0448694,42.3335619,"156 monroe st, detroit, mi 48226, usa"
"The Deck","(At Alter) 313/822-1991, 4pm-2am, from 8pm Mon-Tue","14901 E Jefferson","Detroit","MI","(M),(NH),(S)",NA,2002,"Bars","","14901 E Jefferson, Detroit, MI",-82.9394009,42.3752009,"14901 e jefferson ave, detroit, mi 48215, usa"
"Detroit Eagle","(at Trumbull) 313/873-6969, 8pm-2am, from 5pm Fri & Sun, clsd Mon-Tue","1501 Holden","Detroit","MI","(*),(M),(D),(CW),(L),(WC)",NA,2002,"Bars","","1501 Holden, Detroit, MI",-83.0851869,42.3630305,"1501 holden st, detroit, mi 48208, usa"
"Gigi's","(at Clayburn, enter rear) 313/584-6525, noon-2am, from 2pm wknds, dancers Mon & Fri, drag shows Wed & Sat","16920 W Warren","Detroit","MI","(M),(D),(TG),(S),(GO)",NA,2002,"Bars","","16920 W Warren, Detroit, MI",-83.2112501,42.3436482,"16920 w warren ave, detroit, mi 48228, usa"
"Hayloft Saloon","(S of Joy Rd) 313/581-8913, 3pm-2am, levi/leather bar","8070 Greenfield Rd","Detroit","MI","(M),(NH),(L),(OC),(WC)",NA,2002,"Bars","","8070 Greenfield Rd, Detroit, MI",-83.1963187,42.3520822,"8070 greenfield rd, detroit, mi 48228, usa"
"Male Box","(btwn Conant & Ryan) 313/892-5420 2pm-2am, CW Wed, leather night Sat, Sun T-dance","3537 E 7-Mile Rd","Detroit","MI","(M),(NH),(D),(GO)",NA,2002,"Bars","","3537 E 7-Mile Rd, Detroit, MI",-83.0685358,42.433214,"3537 seven mile e, detroit, mi 48234, usa"
"Menjo's","(at Hamilton) 313/863-3934, noon-8pm, till 2am Th-Sun, popular 'happy hour'","928 W McNichols","Detroit","MI","(*),(M),(D),(V),(YC)",NA,2002,"Bars","","928 W McNichols, Detroit, MI",-83.1153867,42.4178367,"928 w mcnichols rd, detroit, mi 48203, usa"
"The Other Side","(at Southfield) 313/836-2324, noon-2am, karaoke Tue","16801 Plymouth","Detroit","MI","(MW),(NH),(F),(K),(WC)",NA,2002,"Bars","","16801 Plymouth, Detroit, MI",-83.2109339,42.3720855,"16801 plymouth rd, detroit, mi 48227, usa"
"R&R Saloon","(at Central) 313/849-2751, 2pm-2am","7330 Michigan Ave","Detroit","MI","(M),(D),(L)",NA,2002,"Bars","","7330 Michigan Ave, Detroit, MI",-83.1342701,42.3313114,"7330 michigan ave, detroit, mi 48210, usa"
"Stingers Lounge","(at 7-Mile) 313/892-1765, 6pm-5am, from 8pm wknds, karaoke Wed-Th","19404 Sherwood","Detroit","MI","(MW),(NH),(F),(K),(GO)",NA,2002,"Bars","","19404 Sherwood, Detroit, MI",-83.033851,42.4373435,"19404 sherwood st, detroit, mi 48234, usa"
"The Temple","(2 blks W of Woodward), Ferndale 248/414-7400, 5pm-2am, clsd Mon- 2 flrs, also restaurant, patio, more gay Wed & Fri","344 W 9-Mile Rd","Detroit","MI","(GS),(D),(F),(WC)",NA,2002,"Bars","","344 W 9-Mile Rd, Detroit, MI",-83.1389752,42.4607862,"344 w nine mile rd, ferndale, mi 48220, usa"
"The Woodward Bar & Grill","(at Milwaukee, rear entrance) 313/872-0166 11am-2am, from 2pm wknds, lounge, karaoke Mon","6426 Woodward Ave","Detroit","MI","(*),(M),(F),(K),(WC)",NA,2002,"Bars","","6426 Woodward Ave, Detroit, MI",-83.0721051,42.3689354,"6426 woodward ave, detroit, mi 48202, usa"
"The Works","(at Rose Parks) 313/961-1722, 9pm-close","1846 Michigan Ave","Detroit","MI","(M),(D),(V)",NA,2002,"Bars","","1846 Michigan Ave, Detroit, MI",-83.0713973,42.3317319,"1846 michigan ave, detroit, mi 48216, usa"
"Backstreet","(next to St Andrews Hall), 248/358-9844, 9pm-4am Sat","415 E Congress","Detroit","MI","(*),(M),(D),(YC),(WC),($)",NA,2002,"Nightclubs","","415 E Congress, Detroit, MI",-83.0418348,42.3322662,"415 e congress st, detroit, mi 48226, usa"
"Bleu","(1 1/2 blks S of Comerica Park) 313/222-1900, 9pm Wed only","1540 Woodward Ave","Detroit","MI","(M),(D),(S)",NA,2002,"Nightclubs","","1540 Woodward Ave, Detroit, MI",-83.0494538,42.3356555,"1540 woodward ave, detroit, mi 48226, usa"
"Club 450","(btwn Michigan & Cherry Hill), 734/727-0000, 8pm-2am Th-Sun","450 S Merriman","Westland","MI","(MW),(D),(18+)",NA,2002,"Nightclubs","","450 S Merriman, Westland, MI",-83.3503128,42.3073686,"450 s merriman rd, westland, mi 48186, usa"
"Cobalt","248/591-0106, 9pm-2am, clsd Mon-Tue","22061 Woodward Ave","Ferndale","MI","(*),(M),(D),(S),(WC),(GO)",NA,2002,"Nightclubs","","22061 Woodward Ave, Ferndale, MI",-83.1315558,42.4552395,"22061 woodward ave, ferndale, mi 48220, usa"
"Diamond Jim's Saloon","(E of Evergreen) 313/336-8680, 6pm-2am, dance lessons","19650 Warren","Detroit","MI","(MW),(NH),(D),(CW),(F)",NA,2002,"Nightclubs","","19650 Warren, Detroit, MI",-83.2340451,42.343384,"19650 w warren ave, detroit, mi 48228, usa"
"Numbers","(at McNichols) 313/868-9145, 313/869-9524 10pm-4am, clsd Mon","17518 Woodward","Detroit","MI","(M),(D),(MR),(F),(V),(YC)",NA,2002,"Nightclubs","","17518 Woodward, Detroit, MI",-83.1063601,42.4198303,"17518 woodward ave, detroit, mi 48203, usa"
"Off Broadway East","(at Dickerson) 313/521-0920, 9pm-2am, Wed & Sat popular","12215 Harper St","Detroit","MI","(M),(D),(MR),(YC)",NA,2002,"Nightclubs","","12215 Harper St, Detroit, MI",-82.9816553,42.399637,"12215 harper ave, detroit, mi 48213, usa"
"One-X","(at 17th) 313/964-0580 10pm-2am, clsd Tue, 'Strongarm Sat' hosts 'the largest Blqck Gay dance party in Midwest'","2575 Michigan Ave","Detroit","MI","(M),(D),(MR),(18+),(YC),(WC)",NA,2002,"Nightclubs","","2575 Michigan Ave, Detroit, MI",-83.081789,42.331113,"2575 michigan ave, detroit, mi 48216, usa"
"The Rainbow Room","(at Mound) 313/891-1020 7pm-2am Wed-Sat, from 5pm Sun","6640 E 8-Mile Rd","Detroit","MI","(MW),(D),(S)",NA,2002,"Nightclubs","","6640 E 8-Mile Rd, Detroit, MI",-83.0761027,42.4470455,"e 8 mile rd, detroit, mi 48234, usa"
"Stiletto's","(at Michigan Ave), 734/729-8980, 8pm-2am, clsd Mon, strippers","1641 Middlebet Rd","Detroit","MI","(W),(D),(S)",NA,2002,"Nightclubs","","1641 Middlebet Rd, Detroit, MI",-83.3292879,42.2980023,"1641 middlebelt rd, inkster, mi 48141, usa"
"Temple","(btwn Charlotte & Temple), 313/832-2822, noon-2am, popular wknds","2906 Cass Ave","Detroit","MI","(M),(D),(MR-AF),(WC)",NA,2002,"Nightclubs","","2906 Cass Ave, Detroit, MI",-83.0585551,42.3421385,"2906 cass ave, detroit, mi 48201, usa"
"Times Square","(at Grand River Ave) 313/961-0232, 10pm-close Fri-Sat only","1431 Times Square","Detroit","MI","(GS),(D),($)",NA,2002,"Nightclubs","","1431 Times Square, Detroit, MI",-83.0495814,42.3341926,"1431 times square, detroit, mi 48226, usa"
"Zippers","313/892-8120, 9pm-2am, Th-Sat","6221 E Davison","Detroit","MI","(*),(MW),(D),(MR-AF),(S),(WC)",NA,2002,"Nightclubs","","6221 E Davison, Detroit, MI",-83.0392394,42.423486,"6221 e davison st, hamtramck, mi 48212, usa"
"Avalon Bakery","(at Cass) 313/832-0008, 6am-6pm, clsd Sun-Mon","422 W Willis","Detroit","MI","(GO)",NA,2002,"Cafes","","422 W Willis, Detroit, MI",-83.0641998,42.3505198,"422 w willis st, detroit, mi 48201, usa"
"Como's","(at 9-Mile), 248-548-5005, 11am-2am, till 3:30am Fri-Sat, from 2pm wknds, Italian, full bar","22812 Woodward","Ferndale","MI","(WC)",NA,2002,"Restaurants","","22812 Woodward, Ferndale, MI",-83.1341785,42.4608616,"22812 woodward ave, ferndale, mi 48220, usa"
"La Dolce Vita","(at McNichols) 313/865-0331, dinner, Sun brunch, clsd Mon-Tue, Italian, patio","17546 Woodward","Detroit","MI","(MW),(WC)",NA,2002,"Restaurants","","17546 Woodward, Detroit, MI",-83.106544,42.4202478,"17546 woodward ave, detroit, mi 48203, usa"
"Pronto","(at 6th St) 248/544-7900, 11am-10pm, till midnight Fri-Sat, from 9am wknds","608 S Washington","Royal Oak","MI","(V)",NA,2002,"Restaurants","","608 S Washington, Royal Oak, MI",-83.1467624,42.485276,"608 s washington ave, royal oak, mi 48067, usa"
"Rhinoceros","(off Jefferson) 313/259-2208, 5pm-2am, jazz club, full bar","265 Riopelle","Detroit","MI","(E)",NA,2002,"Restaurants","","265 Riopelle, Detroit, MI",-83.030237,42.3335099,"265 riopelle st, detroit, mi 48207, usa"
"Sweet Lorraines","(at 12-Mile), Southfield, 248/559-5985, 11am-10pm, till midnight Fri-Sat","29101 Greenfield Rd","Southfield","MI","(WC)",NA,2002,"Restaurants","","29101 Greenfield Rd, Southfield, MI",-83.2034543,42.5040342,"29101 greenfield rd, southfield, mi 48076, usa"
"Twingo's","313/832-3832, 11am-11pm, till 2am Th-Sat, till 8pm Sun, nouvelle French, full bar, live jazz Fri-Sat","4710 Cass Ave","Detroit","MI","(GS),(GO)",NA,2002,"Restaurants","","4710 Cass Ave, Detroit, MI",-83.0652696,42.3540965,"4710 cass ave, detroit, mi 48201, usa"
"Vivio's","(btwn Gratoit & Russell) 313/393-1711, lunch & dinner, clsd Sun, Italian, full bar","2460 Market St","Detroit","MI","",NA,2002,"Restaurants","","2460 Market St, Detroit, MI",-83.0386759,42.3460918,"2460 market st, detroit, mi 48207, usa"
"Chosen Books","(btwn Main St & Woodward) 248/543-5758, noon-10pm, lgbt","120 W 4th St","Royal Oak","MI","(WC)",NA,2002,"Bookstores","","120 W 4th St, Royal Oak, MI",-83.1451024,42.4874378,"120 w 4th st, royal oak, mi 48067, usa"
"Just 4 Us","(at Woodward) 248/547-5878, noon-8pm, clsd Sun, also espresso bar","211 W 9-Mile Rd","Ferndale","MI","",NA,2002,"Bookstores","","211 W 9-Mile Rd, Ferndale, MI",-83.1380373,42.4606336,"211 w nine mile rd, ferndale, mi 48220, usa"
"The Dressing Room","810/286-0412, 1pm-8pm, noon-5pm Sat, clsd Sun, cross-dressing boutique","42310 Hayes","Clinton Township","MI","",NA,2002,"Retail Shops","","42310 Hayes, Clinton Township, MI",-82.9716407,42.6069746,"42310 hayes rd, clinton twp, mi 48038, usa"
"Body Zone","(at I-75) 313/366-9663 24hrs, gym & steam, sauna & tanning, $7 day pass","1617 E McNichols","Detroit","MI","(*),(V),(PC)",NA,2002,"Men's Clubs","","1617 E McNichols, Detroit, MI",-83.0865494,42.4185454,"1617 e mcnichols rd, detroit, mi 48203, usa"
"24hr Video","(N of McNichols Rd) 313/869-2955 11am-4am","17438 Woodward Ave","Detroit","MI","",NA,2002,"Erotica","","17438 Woodward Ave, Detroit, MI",-83.1059887,42.4194022,"17438 woodward ave, detroit, mi 48203, usa"
"Escape Adult Bookstore","(8 blks W of Southfield), 313/336-6558","18740 W Warren","Detroit","MI","",NA,2002,"Erotica","","18740 W Warren, Detroit, MI",-83.2239659,42.3434434,"18740 w warren ave, detroit, mi 48228, usa"
"Fifth Wheel Adult Books","(at Wyoming), 313/846-8613","9320 Michigan Ave","Detroit","MI","",NA,2002,"Erotica","","9320 Michigan Ave, Detroit, MI",-83.1546596,42.3285363,"9320 michigan ave, detroit, mi 48210, usa"
"Noir Leather","(at Center), Royal Oak, 248/541-3979","124 W 4th","Royal Oak","MI","(WC)",NA,2002,"Erotica","","124 W 4th, Royal Oak, MI",-83.1451956,42.4874491,"124 w 4th st, royal oak, mi 48067, usa"
"Uptown Book Store","(at 6th) 313/869-9477","16541 Woodward Ave","Detroit","MI","",NA,2002,"Erotica","","16541 Woodward Ave, Detroit, MI",-83.1052423,42.4173826,"16541 woodward ave, highland park, mi 48203, usa"
"Club Xpress","(at 10th) 906/789-0140 8pm- 2am, from 6pm Fri-Sat, clsd Sun-Tue","904 Ludington St","Escanaba","MI","(MW),(D),(WC)",NA,2002,"Nightclubs","","904 Ludington St, Escanaba, MI",-87.0600885,45.7459694,"904 ludington st, escanaba, mi 49829, usa"
"Club MI","(at Davison) 810/234-9481, 1pm-2am","2402 N Franklin St","Flint","MI","(*),(MW),(D),(S),(MR)",NA,2002,"Bars","","2402 N Franklin St, Flint, MI",-83.6649575,43.0376623,"2402 n franklin ave, flint, mi 48506, usa"
"Pachyderm Club","G, (btwn I- 75 & Saginaw St), 810/744-4960 3pm-2am video bar & restaurant","1408 Hemphill Rd","Flint","MI","(MW),(NH),(P),(MR),(TG),(F),(GO)",NA,2002,"Bars","","1408 Hemphill Rd, Flint, MI",-83.6776812,42.9814641,"1408 hemphill rd, flint, mi 48507, usa"
"State Bar","810/767-7050 3pm-2am, from 1pm wknds","2510 S Dort Hwy","Flint","MI","(*),(MW),(D),(K),(WC)",NA,2002,"Bars","","2510 S Dort Hwy, Flint, MI",-83.6538698,42.9996772,"2510 s dort hwy, flint, mi 48507, usa"
"Club Quorum","(at McClellan) 810/789-7940 10:30pm-3am Fri only","3212 N Saginaw St","Flint","MI","(MW),(D),(S),(MR)",NA,2002,"Nightclubs","","3212 N Saginaw St, Flint, MI",-83.6936583,43.0452174,"3212 saginaw st, flint, mi 48505, usa"
"Club Triangle","(at Lippincott) 810/767-7550 7pm-2am, clsd Mon","2101 S Dort","Flint","MI","(*),(MW),(D),(18+)",NA,2002,"Nightclubs","","2101 S Dort, Flint, MI",-83.6533104,43.0034517,"2101 s dort hwy, flint, mi 48507, usa"
"North Star","(at Court) 810/235-2752 5pm-2am Wed-Sun","617 S Dort Hwy","Flint","MI","(MW),(D)",NA,2002,"Nightclubs","","617 S Dort Hwy, Flint, MI",-83.6543168,43.0204459,"617 s dort hwy, flint, mi 48503, usa"
"The Good Beans Cafe","(at 1st Ave), 810/237-4663 7:30am-6pm, clsd wknds","328 N Grand Traverse","Flint","MI","(E),(WC),(GO)",NA,2002,"Cafes","","328 N Grand Traverse, Flint, MI",-83.6980339,43.0173097,"328 n grand traverse st, flint, mi 48503, usa"
"Lesbian/Gay Network","(at Eastern) 616/458-3511, 10am- 6pm Mon-Fri, info & referrals","907 Cherry SE","Grand Rapids","MI","",NA,2002,"Info Lines & Services","","907 Cherry SE, Grand Rapids, MI",-85.6473761,42.9596795,"907 cherry st se, grand rapids, mi 49506, usa"
