"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","uncleartype","notes","Year","lastmodified","full.address","lon","lat","geoAddress","status"
4462,"LK Restaurant","(AH-WE)","","Piqua","OH","(AH),(WE),Cruisy Area","Cruising Areas","checked","","Rt. 25A N.",1986,"6/25/2022 3:30pm",", OH",-84.242445,40.144773,"unclear_coded_by_hand","General Coordinates Used"
4465,"Summit Lodge Resort","(Pool, sauna & lounge)  (614) 385-6823","Rt. 1, Rockbridge 43149","Rockbridge","OH","(IGHC),(P),(H)","Bathhouses,Hotel","checked","","",1986,"6/25/2022 3:32pm","Rt. 1, Rockbridge 43149, OH",-82.535219,39.521314,"unclear_coded_by_hand","Found"
4466,"'Rest Stop'","East on US 33","","Saint Mary's","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:33pm",", OH",-84.389396,40.54227,"unclear_coded_by_hand","General Coordinates Used"
4468,"Battery Park","(Marina) (Late)","","Sandusky","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:34pm",", OH",-82.701643,41.461136,"unclear_coded_by_hand","Found"
4469,"Sandusky Mall","T-Rooms","","Sandusky","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:36pm",", OH",-82.668934,41.417948,"unclear_coded_by_hand","Found"
4472,"Brighton","'Rest Stop' on US 40 - 14 mi. E.","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:38pm",", OH",-83.808817,39.924227,"unclear_coded_by_hand","General Coordinates Used"
4473,"Clarence J. Brown Reservoir Beach","","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.735851,39.960916,"unclear_coded_by_hand","Found"
4474,"Geo. Rogers Clark Park","off Rt. 40, nr. I-70","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.910122,39.908884,"unclear_coded_by_hand","Found"
4475,"Snyder Park","& adj. Harshman St.","","Springfield","OH","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.839331,39.933708,"unclear_coded_by_hand","Found"
4476,"Wittenberg Univ.","Student Union, T-Room","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.81245,39.934666,"unclear_coded_by_hand","Found"
4477,"Wittenberg Univ.","library T-Room","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.81245,39.934666,"unclear_coded_by_hand","Found"
4478,"Wittenberg Univ.","gym locker room T-Room","","Springfield","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:39pm",", OH",-83.81245,39.934666,"unclear_coded_by_hand","Found"
4493,"Eastwood Theatre","(Balcony)","","Toledo","OH","Cruisy Area","Cruising Areas,Theatre","checked","","",1986,"6/25/2022 3:42pm",", OH",-83.515392,41.635752,"unclear_coded_by_hand","Found"
4494,"Franklin Park Mall","","","Toledo","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:42pm",", OH",-83.640731,41.694547,"unclear_coded_by_hand","Found"
4495,"Las Vegas Cinema","","","Toledo","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:42pm",", OH",-83.621831,41.68151,"unclear_coded_by_hand","Found"
4487,"M.C.C.","(419) 241-4678","","Toledo","OH","(MCC)","Religious Institution","checked","","",1986,"6/25/2022 3:43pm",", OH",-83.537867,41.652805,"unclear_coded_by_hand","General Coordinates Used"
4496,"Ontario St.","betw. Washington & Jefferson","","Toledo","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:44pm",", OH",-83.541075,41.650648,"unclear_coded_by_hand","Found"
4489,"Pro Toledo Info","(419) 243-9351","","Toledo","OH","","Hotline","checked","","",1986,"6/25/2022 3:45pm",", OH",-83.537867,41.652805,"unclear_coded_by_hand","General Coordinates Used"
4497,"Southwick Mall","T-Room","","Toledo","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:45pm",", OH",-83.667966,41.60269,"unclear_coded_by_hand","Found"
4499,"Eastwood Mall","","","Warren","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:46pm",", OH",-80.750286,41.211588,"unclear_coded_by_hand","Found"
4506,"'Rest Stops'","N. & S. on Hwy. 11","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:51pm",", OH",-80.649519,41.09978,"unclear_coded_by_hand","General Coordinates Used"
4505,"Central Square","Downtown","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:51pm",", OH",-80.649519,41.09978,"unclear_coded_by_hand","General Coordinates Used"
4507,"Southern Park Mall","T-Rooms","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:52pm",", OH",-80.659807,41.020113,"unclear_coded_by_hand","Found"
4508,"Union 76 Truck Stop","I-76 at Hwy. 46","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:53pm",", OH",-80.649519,41.09978,"unclear_coded_by_hand","General Coordinates Used"
4509,"Wick Park","","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:53pm",", OH",-80.646565,41.113529,"unclear_coded_by_hand","Found"
4510,"Youngstown College campus","","","Youngstown","OH","Cruisy Area","Cruising Areas","checked","","",1986,"6/25/2022 3:53pm",", OH",-80.648146,41.106649,"unclear_coded_by_hand","Found"
4500,"Lesbian/ Gay Comm. Cntr.","Antioch College, Y.S., OH 45387","","Yellow Springs","OH","","Community Center/ Support Group","checked","","",1986,"6/25/2022 3:56pm",", OH",-83.886874,39.806449,"unclear_coded_by_hand","General Coordinates Used"
4459,"Niles Books & News","(Cruisy 24 Hrs.) Rt. 422","","Niles","OH","","Book Store,Cruising Areas","checked","","",1986,"6/25/2022 3:58pm",", OH",-80.765358,41.182835,"unclear_coded_by_hand","General Coordinates Used"
4515,"'The Strip'","Hitch-hikers on Ft. Sill Blvd. from Cache Rd. to Main Gate","","Lawton","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 9:49am",", OK",-98.422244,34.632623,"unclear_coded_by_hand","Found"
4514,"Mall","by downtown library","","Lawton","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 9:50am",", OK",-98.394546,34.608311,"unclear_coded_by_hand","Found"
4516,"Gay Awareness","(405) 329-7758","","Norman","OK","","Organization","checked","","",1986,"6/26/2022 9:50am",", OK",-97.439478,35.222567,"unclear_coded_by_hand","General Coordinates Used"
4519,"U. of OK","McFarland Library basement T-Rooms","","Norman","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 9:52am",", OK",-97.445714,35.205894,"unclear_coded_by_hand","Found"
4518,"U. of OK","Student Union T-Rooms","","Norman","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 9:52am",", OK",-97.445714,35.205894,"unclear_coded_by_hand","Found"
4520,"White St.","nr. U. of Ok","","Norman","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 9:53am",", OK",-97.444652,35.213017,"unclear_coded_by_hand","Found"
4546,"39th Street Bookstore","(Cruisy)","39th & Portland","Oklahoma City","OK","","Book Store,Cruising Areas","checked","","",1986,"6/26/2022 9:54am","39th & Portland, OK",-97.582433,35.510688,"unclear_coded_by_hand","Found"
4525,"Backstreet","(Records, leather, gifts) at the Mainline","","Oklahoma City","OK","","Business","checked","","",1986,"6/26/2022 9:59am",", OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used"
4530,"Dignity","(405) 842-0518","","Oklahoma City","OK","","Religious Institution","checked","","",1986,"6/26/2022 9:59am",", OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used"
4533,"Flashdate","(Dating service) (405) 755-5766","","Oklahoma City","OK","","Escort Service","checked","","",1986,"6/26/2022 10:08am",", OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used"
4534,"Gayly Oklahoman","(Publication)","P.O. Box 60930, OK City 73146","Oklahoma City","OK","","Publication","checked","","",1986,"6/26/2022 10:08am","P.O. Box 60930, OK City 73146, OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used"
4549,"Lake Heffner","","","Oklahoma City","OK","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 10:08am",", OK",-97.595158,35.572397,"unclear_coded_by_hand","Found"
4550,"Shepperd Mall","Main floor T-Room","","Oklahoma City","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:09am",", OK",-97.554575,35.493531,"unclear_coded_by_hand","Found"
4551,"Sheridan St.","betw. Walker & Broadway","","Oklahoma City","OK","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 10:09am",", OK",-97.518106,35.466403,"unclear_coded_by_hand","Found"
4552,"Trosper Park","","","Oklahoma City","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:09am",", OK",-97.468564,35.429897,"unclear_coded_by_hand","Found"
4553,"Union 76 Truck Stop","on I-40","","Oklahoma City","OK","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 10:09am",", OK",-97.516428,35.46756,"unclear_coded_by_hand","General Coordinates Used"
4554,"Will Rodgers Park","","","Oklahoma City","OK","Cruisy Area,(AYOR),(*)","Cruising Areas","checked","","",1986,"6/26/2022 10:18am",", OK",-97.580252,35.503952,"unclear_coded_by_hand","Found"
4555,"'Rest Stops'","on I-35 nr. Texas border","","Thackerville","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:19am",", OK",-97.143068,33.793437,"unclear_coded_by_hand","General Coordinates Used"
4572,"Boulder & Boston","betw. 5th & 10th","","Tulsa","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:27am",", OK",-95.986885,36.144836,"unclear_coded_by_hand","Found"
4558,"Elite Book Store","","814 S. Sheridan","Tulsa","OK","(*),Cruisy Area","Book Store","checked","","",1986,"6/26/2022 10:28am","814 S. Sheridan, OK",-95.905022,36.150169,"unclear_coded_by_hand","Found"
4573,"Mohawk Park","(Days)","","Tulsa","OK","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 10:30am",", OK",-95.893393,36.221145,"unclear_coded_by_hand","Found"
4562,"Oklahomans for Human Rights","(918) 587-GAYS","","Tulsa","OK","","Organization","checked","","",1986,"6/26/2022 10:31am",", OK",-95.992775,36.153982,"unclear_coded_by_hand","General Coordinates Used"
4564,"Renegade Club","(Opening soon)","","Tulsa","OK","","Bars/Clubs","checked","","",1986,"6/26/2022 10:32am",", OK",-95.987182,36.138063,"unclear_coded_by_hand","Found"
4574,"River Parks","(Days)","at 21st St.","Tulsa","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:35am","at 21st St., OK",-95.984508,36.082292,"unclear_coded_by_hand","Found"
4575,"Rogers Point","","","Tulsa","OK","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 10:35am",", OK",-95.720768,36.211993,"unclear_coded_by_hand","Found"
4576,"U. of Tulsa","Student Union Bldg. basement T-Room","","Tulsa","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:36am",", OK",-95.946075,36.152053,"unclear_coded_by_hand","Found"
4570,"Whittier Square Book Store","","","Tulsa","OK","","Book Store","checked","","Lewis at Admiral",1986,"6/26/2022 10:37am",", OK",-95.959158,36.159649,"unclear_coded_by_hand","Found"
4577,"Woodland Hills Mall","E. end - Upstairs","","Tulsa","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:37am",", OK",-95.881885,36.063774,"unclear_coded_by_hand","Found"
4578,"Woodward Park","","","Tulsa","OK","(WE),Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:37am",", OK",-95.973661,36.131925,"unclear_coded_by_hand","Found"
4512,"Meadowlake Park","N. side T-Room","","Enid","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:39am",", OK",-97.893556,36.37557,"unclear_coded_by_hand","Found"
4579,"Roman Nose St. Pk.","","","Watonga","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:40am",", OK",-98.425041,35.930647,"unclear_coded_by_hand","Found"
4580,"Trails West Truck Stop","","","Watonga","OK","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:42am",", OK",-98.413128,35.844765,"unclear_coded_by_hand","General Coordinates Used"
4582,"Lithia Park","T-Room (Late nights)","","Ashland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:57am",", OR",-122.718201,42.192284,"unclear_coded_by_hand","Found"
4584,"Captain's Cabin","Tioga Hotel (Coos Bay)","257 N. Broadway","Coos Bay","OR","(M),(OC)","Bars/Clubs,Hotel","checked","","",1986,"6/26/2022 10:58am","257 N. Broadway, OR",-124.213287,43.369045,"unclear_coded_by_hand","Found"
4588,"G.P.A. Hotline","(503) 757-1980","","Corvallis","OR","","Hotline","checked","","",1986,"6/26/2022 10:59am",", OR",-123.262043,44.564566,"unclear_coded_by_hand","General Coordinates Used"
4591,"O.S.U.","Student Union (basement T-Room)","","Corvallis","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:59am",", OR",-123.279444,44.563781,"unclear_coded_by_hand","Found"
4590,"O.S.U.","Home Economics Bldg. (3rd floor T-Room)","","Corvallis","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 10:59am",", OR",-123.279444,44.563781,"unclear_coded_by_hand","Found"
4594,"M.C.C.","(503) 485-3665","","Eugene","OR","(MCC)","Religious Institution","checked","","",1986,"6/26/2022 11:00am",", OR",-123.086754,44.052069,"unclear_coded_by_hand","General Coordinates Used"
4595,"Mother Kali's Book Store","","541 Blair Blvd.","Eugene","OR","(L)","Bars/Clubs,Book Store","checked","","",1986,"6/26/2022 11:00am","541 Blair Blvd., OR",-123.107635,44.054053,"unclear_coded_by_hand","Found"
4598,"Skinner Butte Park","(Recent busts)","","Eugene","OR","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 11:01am",", OR",-123.096405,44.06094,"unclear_coded_by_hand","Found"
4600,"'Rest Stop'","on I-5, 3 mi. N. (Both sides)","","Grants Pass","OR","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 11:05am",", OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used"
4599,"Southern Oregon Lambda Assn.","(Hotline 8-12pm) (503) 479-6500","P.O. Box 1185, Grants Pass 97526","Grants Pass","OR","","Hotline,Organization","checked","","",1986,"6/26/2022 11:05am","P.O. Box 1185, Grants Pass 97526, OR",-123.328392,42.439007,"unclear_coded_by_hand","General Coordinates Used"
4605,"'Rest Stop'","5 mi. S. (Late nights)","","Medford","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:05am",", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used"
4604,"S.O.G.C.S. Hotline","(8-12pm) (503) 479-6500","","Medford","OR","","Hotline","checked","","",1986,"6/26/2022 11:05am",", OR",-122.875595,42.326515,"unclear_coded_by_hand","General Coordinates Used"
4606,"Witham Truck Stop","(24 hrs) (I-5, exit 30)","2341 Biddle Rd.","Medford","OR","(M),(R)","Restaurant,Cruising Areas","checked","","",1986,"6/26/2022 11:05am","2341 Biddle Rd., OR",-122.875323,42.351428,"unclear_coded_by_hand","Found"
4607,"Yaquina Bay State Park","","","Newport","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:06am",", OR",-124.064766,44.62423,"unclear_coded_by_hand","Found"
4611,"C.C.S.M.","(503) 228-6785","","Portland","OR","","Organization","checked","","",1986,"6/26/2022 11:18am",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used"
4651,"Columbia Park","T-Room","","Portland","OR","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/26/2022 11:20am",", OR",-122.711133,45.579181,"unclear_coded_by_hand","Found"
4618,"Dignity","","P.O. Box 5427, N.W. 3rd St.","Portland","OR","","Religious Institution","checked","","",1986,"6/26/2022 11:21am","P.O. Box 5427, N.W. 3rd St., OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used"
4619,"Dirty Duck Tavern","","","Portland","OR","","Bars/Clubs","checked","","3rd at N.W. Glison",1986,"6/26/2022 11:24am",", OR",-122.673786,45.526401,"unclear_coded_by_hand","Found"
4652,"East Delta Park","T-Room & showers","","Portland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:24am",", OR",-122.679408,45.599837,"unclear_coded_by_hand","Found"
4626,"Gay Hotline","(7-11pm) (503) 228-6785","","Portland","OR","","Hotline","checked","","",1986,"6/26/2022 11:25am",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used"
4653,"Laurelhurst Park","off E. Burnside-T-Room","","Portland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:25am",", OR",-122.623031,45.519288,"unclear_coded_by_hand","Found"
4632,"M.C.C.","","N.E. 24th","Portland","OR","(MCC)","Religious Institution","checked","","& Broadway",1986,"6/26/2022 11:25am","N.E. 24th, OR",-122.641181,45.535104,"unclear_coded_by_hand","Found"
4634,"Off Street Parking","(SM, W,) (FFA) (Liquor)","","Portland","OR","(SM),(W),(FFA),(*)","Bars/Clubs","checked","","11th & Stark",1986,"6/26/2022 11:26am",", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used"
4654,"Rooster Rock State Park","'BA' beach, E. end- 30 mi. E. of Portland","","Portland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:26am",", OR",-122.236468,45.546833,"unclear_coded_by_hand","Found"
4646,"The City","(Teenyboppers) (No booze) (Disco)","","Portland","OR","(AH),(D),(WE)","Bars/Clubs","checked","","13th & S.W. Morrison",1986,"6/26/2022 11:27am",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Found"
4655,"Washington Park","by Lewis & Clark Monument- Also 'Daisy Patch' area, Burnside & 25th","","Portland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:28am",", OR",-122.685162,45.52085,"unclear_coded_by_hand","Found"
4656,"Yamhill","('Camp St.') betw. 3rd & 9th","","Portland","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:28am",", OR",-122.676306,45.517558,"unclear_coded_by_hand","Found"
4657,"Gay & Lesbian Switchboard","(503) 672-4126","","Roseburg","OR","","Hotline","checked","","",1986,"6/26/2022 11:28am",", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used"
4658,"Stewart Park","River trails & under bridge","","Roseburg","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:28am",", OR",-123.372595,43.229225,"unclear_coded_by_hand","Found"
4663,"'Rest Stops'","on I-5 betw. Salem & Portland Also betw. Salem & Albany (Both sides- discretion)","","Salem","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:34am",", OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used"
4662,"Bus Depot","","","Salem","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/26/2022 11:34am",", OR",-123.028211,44.932419,"unclear_coded_by_hand","Found"
4660,"Lambda Horizons","(Publication)","P.O. Box 663, Salem 97308","Salem","OR","","Publication","checked","","",1986,"6/26/2022 11:34am","P.O. Box 663, Salem 97308, OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used"
4664,"Cannon Beach","10 mi. S. (Summers only)","","Seaside","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 10:59am",", OR",-123.961527,45.891774,"unclear_coded_by_hand","Found"
4665,"T-Room","beneath turn-around on Seaside Beach (Summers)","","Seaside","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 10:59am",", OR",-123.930221,45.991871,"unclear_coded_by_hand","Found"
4666,"Jacqueline's Sea Vue Motel","Hwy. 101","","Yachats","OR","(M),(H)","Hotel","checked","","",1986,"6/27/2022 10:59am",", OR",-124.110157,44.233415,"unclear_coded_by_hand","Found"
4583,"Anchor Inn","","","North Bend","OR","(M),(YC),(PT)","Bars/Clubs","checked","","Virginia St.",1986,"6/27/2022 11:00am",", OR",-124.22428,43.406501,"unclear_coded_by_hand","General Coordinates Used"
4586,"Pony Village Shopping Center","T-Rooms","","North Bend","OR","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/27/2022 11:01am",", OR",-124.232724,43.40202,"unclear_coded_by_hand","Found"
4587,"S.W.O.C.C.","Middle Lake","","North Bend","OR","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:01am",", OR",-124.22428,43.406501,"unclear_coded_by_hand","General Coordinates Used"
4667,"Adult Scene","(Books, etc.)","","Allentown","PA","","Book Store,Erotic Shop","checked","","11th & Hamilton",1986,"6/27/2022 11:02am",", PA",-75.479837,40.600008,"unclear_coded_by_hand","Found"
4671,"Lehigh Pkwy.","nr. Keck's Bridge","","Allentown","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:03am",", PA",-75.47141,40.602294,"unclear_coded_by_hand","General Coordinates Used"
4672,"Turner St.","betw. 9th &10th (Hustlers)","","Allentown","PA","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/27/2022 11:03am",", PA",-75.478006,40.603766,"unclear_coded_by_hand","Found"
4675,"Logan Valley Mall","","","Altoona","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:04am",", PA",-78.411942,40.469124,"unclear_coded_by_hand","Found"
4678,"Adult Book Store","(24 hrs.) Hwy. 22","","Blairsville","PA","(F&S)","Book Store,Erotic Shop","checked","","",1986,"6/27/2022 11:07am",", PA",-79.260869,40.43118,"unclear_coded_by_hand","General Coordinates Used"
4681,"Bristol News Co.","(24 hr. book store & parking lot) Rt. 13N","","Bristol","PA","","Book Store","checked","","",1986,"6/27/2022 11:08am",", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used"
4682,"Green Lane","Pkg. lot behind chemical plant (Late","","Bristol","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:08am",", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used"
4683,"Mill St.","Pkg. lot on Delaware River boat launch (Late)","","Bristol","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:08am",", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used"
4685,"'Rest Stop'","on Hwy. 422E","","Butler","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:08am",", PA",-79.895333,40.861176,"unclear_coded_by_hand","General Coordinates Used"
4684,"Butler Adult Book Store","(24 hrs.) (Cruisy booth *) Rt. 8, 10 mi. N. of PA  Tpke","","Butler","PA","(*)","Book Store,Cruising Areas","checked","","",1986,"6/27/2022 11:08am",", PA",-79.895333,40.861176,"unclear_coded_by_hand","General Coordinates Used"
4686,"Regina's","(Inquire locally)","","Carbondale","PA","","Bars/Clubs","checked","","",1986,"6/27/2022 11:13am",", PA",-75.501851,41.573694,"unclear_coded_by_hand","General Coordinates Used"
4687,"'Rest Stop'","on I-81 N. & S. (Good)","","Chambersburg","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:14am",", PA",-77.661102,39.937591,"unclear_coded_by_hand","General Coordinates Used"
4688,"13th St. Pub","(Some L) (WE*)","","Easton","PA","(L),(WE),(*)","Bars/Clubs","checked","","13th & Spruce",1986,"6/27/2022 11:15am",", PA",-75.227828,40.688126,"unclear_coded_by_hand","Found"
4696,"Glenwood Park","","","Erie","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:16am",", PA",-80.0727,42.095249,"unclear_coded_by_hand","Found"
4697,"Griswold Park","opp. P.O. (Some RT)","","Erie","PA","Cruisy Area,(AYOR),(RT)","Cruising Areas","checked","","",1986,"6/27/2022 11:17am",", PA",-80.083468,42.120807,"unclear_coded_by_hand","Found"
4698,"Presque Isle Park Beach","(Beach 31/2)","","Erie","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:21am",", PA",-80.114941,42.158582,"unclear_coded_by_hand","Found"
4695,"Silver Slipper","(Some L)","","Erie","PA","(L),(D)","Bars/Clubs","checked","","13th & State",1986,"6/27/2022 11:22am",", PA",-80.085059,42.129224,"unclear_coded_by_hand","General Coordinates Used"
4702,"'Rest Stop'","on I-81S","","Greencastle","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:22am",", PA",-77.727771,39.790371,"unclear_coded_by_hand","General Coordinates Used"
4701,"Harrison Ave.","off Otterman St.","","Greensburg","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:22am",", PA",-79.546214,40.303296,"unclear_coded_by_hand","Found"
4704,"Club Orpheus","(Disco) (AH-WE)","","Harrisburg","PA","(P),(YC),(D),(AH),(WE),(*)","Bars/Clubs","checked","","2nd & Pine",1986,"6/27/2022 11:30am",", PA",-76.888745,40.264685,"unclear_coded_by_hand","Found"
4706,"Dignity","","P.O. Box 279, Harrisburg 17108","Harrisburg","PA","","Religious Institution","checked","","",1986,"6/27/2022 11:31am","P.O. Box 279, Harrisburg 17108, PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used"
4716,"Front St.","","","Harrisburg","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 11:31am",", PA",-76.888475,40.262411,"unclear_coded_by_hand","Found"
4707,"Gay Switchboard","(717) 234-0328","","Harrisburg","PA","","Hotline","checked","","",1986,"6/27/2022 11:31am",", PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used"
4708,"Key Largo","Next to Neptune","","Harrisburg","PA","(R)","Restaurant","checked","","",1986,"6/27/2022 11:32am",", PA",-76.885813,40.265174,"unclear_coded_by_hand","Found"
4710,"M.C.C.","","P.O. Box 3897, Harrisburg 17105","Harrisburg","PA","(MCC)","Religious Institution","checked","","",1986,"6/27/2022 11:32am","P.O. Box 3897, Harrisburg 17105, PA",-76.886701,40.273191,"unclear_coded_by_hand","General Coordinates Used"
4718,"Park along Front St.","by Susquehanna River","","Harrisburg","PA","Cruisy Area,(AYOR)","Cruising Areas","checked","","",1986,"6/27/2022 11:35am",", PA",-76.884031,40.258583,"unclear_coded_by_hand","Found"
4717,"State St.","","","Harrisburg","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 12:07pm",", PA",-76.884821,40.263835,"unclear_coded_by_hand","Found"
4719,"YMCA","Front & North Sts.","","Harrisburg","PA","Cruisy Area,(M),(H)","Hotel","checked","","",1986,"6/27/2022 12:07pm",", PA",-76.889475,40.263525,"unclear_coded_by_hand","Found"
4720,"Leonard Hall","Indiana U. Main floor T-Room","","Indiana","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 12:08pm",", PA",-79.157929,40.61831,"unclear_coded_by_hand","Found"
4721,"Regency Mall","T-Room","","Indiana","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 12:08pm",", PA",-79.173141,40.615776,"unclear_coded_by_hand","Found"
4725,"'Rest Stop'","on Rt. 56 (Fishertown)","","Johnstown","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 12:10pm",", PA",-78.92197,40.326741,"unclear_coded_by_hand","General Coordinates Used"
4723,"Babcock Park","","","Johnstown","PA","Cruisy Area","Cruising Areas","checked","","",1986,"6/27/2022 12:11pm",", PA",-78.92197,40.326741,"unclear_coded_by_hand","General Coordinates Used"
