"ID","title","amenityfeatures","description","streetaddress","unclear_address","city","state","type","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
921,"Numbers","(M),(V),(WC)","294-9005 noon-1am, patio","3811 Park Blvd.",NA,"San Diego","CA","Bars","","",1996,"4/25/2023 9:20pm","3811 Park Blvd. ,  San Diego ,  CA",-117.1460703,32.7477326,"3811 park blvd, san diego, ca 92103, usa","Geocoded"
925,"Shooterz","(M),(NH)","574-0744 noon-2am, sports & cruise bar","3815 30th St.",NA,"San Diego","CA","Bars,Cruising Areas","","",1996,"4/25/2023 9:20pm","3815 30th St. ,  San Diego ,  CA",-117.1297613,32.7476703,"3815 30th st, san diego, ca 92104, usa","Geocoded"
2973,"Marcarty Park Guest House","(MW),(SW),(IGTA)","943-4994/ (800) 521-2790 beautiful bunkhouse, rms & cottages just 5 minutes from the French Quarter","3820 Burgundy St.",NA,"New Orleans","LA","Accommodations","","",1996,"4/25/2023 9:20pm","3820 Burgundy St. ,  New Orleans ,  LA",-90.0373748,29.9635464,"3820 burgundy st, new orleans, la 70117, usa","Geocoded"
941,"Blue Door Bookstore","","298-8610, 9am-9pm","3823 5th Ave.",NA,"San Diego","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","3823 5th Ave. ,  San Diego ,  CA",-117.160292,32.747412,"3823 fifth ave, san diego, ca 92103, usa","Geocoded"
942,"Eclectic Pleasures","","298-2260","3825 5th Ave.",NA,"San Diego","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","3825 5th Ave. ,  San Diego ,  CA",-117.1602349,32.7474977,"3825 fifth ave, san diego, ca 92103, usa","Geocoded"
2349,"Black Bamboo Guest House","(*),(MW),(SW),(WC),(IGTA)","332-7518/ (800) 527-7789, plantation-style house","3829 Waha Rd.",NA,"Kalaheo, Kauai","HI","Accommodations","","",1996,"4/25/2023 9:20pm","3829 Waha Rd. ,  Kalaheo, Kauai ,  HI",-159.5190713,21.9119541,"3829 waha rd, kalaheo, hi 96741, usa","Geocoded"
328,"Travel By Design","","653-6668","3832 Piedmont Ave.",NA,"Oakland","CA","Travel/Tour Operators","","",1996,"6/9/2023 1:50pm","3832 Piedmont Ave. ,  Oakland ,  CA",-122.2549534,37.8242188,"3832 piedmont ave, oakland, ca 94611, usa","Geocoded"
5755,"The Bronx Restaurant & Bar","(WC)","521-5821 lunch & dinner, Sun brunch, clsd Mon, American","3835 Cedar Springs Rd.",NA,"Dallas","TX","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","3835 Cedar Springs Rd. ,  Dallas ,  TX",-96.8098645,32.8097381,"3835 cedar springs rd, dallas, tx 75219, usa","Geocoded"
919,"The No. 1 Fifth Ave. (no sign)","(*),(M),(P),(V)","299-1911 noon-2am, patio","3845 5th Ave.",NA,"San Diego","CA","Bars","","",1996,"4/25/2023 9:20pm","3845 5th Ave. ,  San Diego ,  CA",-117.1601832,32.7477981,"3845 fifth ave, san diego, ca 92103, usa","Geocoded"
5754,"Black-Eyed Pea","(WC)","521-4580 11am-10:30pm","3857 Cedar Springs Rd.",NA,"Dallas","TX","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","3857 Cedar Springs Rd. ,  Dallas ,  TX",-96.8104701,32.8101097,"3857 cedar springs rd, dallas, tx 75219, usa","Geocoded"
4743,"Sun Lovers' Cruises & Travel","(IGTA)","252-0900/ (800) 323-1362","3860 Rocky River Rd.",NA,"Cleveland","OH","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","3860 Rocky River Rd. ,  Cleveland ,  OH",-81.8170355,41.4500097,"3860 rocky river dr, cleveland, oh 44111, usa","Geocoded"
5752,"Village Station","(*),(M),(D),(S),(V),(WC)","526-7171 9pm-3am, from 8pm Sun, 2 floors","3911 Cedar Springs Rd.",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","3911 Cedar Springs Rd. ,  Dallas ,  TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5748,"Round-Up-Saloon","(M),(D),(CW),(V),(WC)","522-9611 8pm-2am, clsd Mon-Tue","3912-14 Cedar Springs Rd.",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","3912-14 Cedar Springs Rd. ,  Dallas ,  TX",-96.8103996,32.8107459,"3912 cedar springs rd, dallas, tx 75219, usa","Geocoded"
2131,"Vera's Place","(MO),(SW),(N),(WC)","351-3171","3913 Chapel Dr.",NA,"Sarasota","FL","Accommodations","","",1996,"4/25/2023 9:20pm","3913 Chapel Dr. ,  Sarasota ,  FL",-82.5543642,27.3688958,"3913 chapel dr, sarasota, fl 34234, usa","Geocoded"
891,"Lesbian/Gay Men's Community Center","","692-4297, 9am-10pm, resource information line & center","3916 Normal St.",NA,"San Diego","CA","Info Lines & Services","","",1996,"4/25/2023 9:20pm","3916 Normal St. ,  San Diego ,  CA",-117.149798,32.7493238,"3916 normal st, san diego, ca 92103, usa","Geocoded"
5757,"Panda's","(*)","528-3818 Chinese, cocktails","3917 Cedar Springs Rd.",NA,"Dallas","TX","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","3917 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111128,32.8106643,"3917 cedar springs rd, dallas, tx 75219, usa","Geocoded"
465,"Touch of Travel","(IGTA)","427-2144/(800)833-3387","3918 Atlantic Ave.",NA,"Long Beach","CA","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","3918 Atlantic Ave. ,  Long Beach ,  CA",-118.1846677,33.8294676,"3918 atlantic ave, long beach, ca 90807, usa","Geocoded"
5744,"J.R.'s","(*),(M),(F)","528-1004 11am-2am, grill until 4pm","3923 Cedar Springs Rd.",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","3923 Cedar Springs Rd. ,  Dallas ,  TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa","Geocoded"
485,"Bed & Breakfast of California","","(310)498-0552/(800)383-3513 B&B reservation service of California","3924 E. 14th St.",NA,"Long Beach","CA","Accommodations","","",1996,"6/9/2023 1:53pm","3924 E. 14th St. ,  Long Beach ,  CA",-118.1464401,33.784692,"3924 e 14th st, long beach, ca 90804, usa","Geocoded"
5761,"TapeLenders","","528-6344, 9am-midnight, from noon Sun","3926 Cedar Springs Rd.",NA,"Dallas","TX","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","3926 Cedar Springs Rd. ,  Dallas ,  TX",-96.8107247,32.8108485,"3926 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5769,"Shades of Grey Leather","","521-4739","3928 Cedar Springs Rd.",NA,"Dallas","TX","Erotica","","",1996,"4/25/2023 9:20pm","3928 Cedar Springs Rd. ,  Dallas ,  TX",-96.8107135,32.811014,"3928 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5760,"Crossroads Market","(WC)","521-8919 10am-10pm, noon-8pm Sun, lesbigay bookstore","3930 Cedar Springs Rd.",NA,"Dallas","TX","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","3930 Cedar Springs Rd. ,  Dallas ,  TX",-96.8107444,32.8110753,"3930 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5857,"Fitness Exchange","(*),(GF)","524-9932 6am-10pm, 10am-8pm wknds","3930 Kirby Dr. Ste 300",NA,"Houston","TX","Gyms & Health Clubs","","",1996,"4/25/2023 9:20pm","3930 Kirby Dr. Ste 300 ,  Houston ,  TX",-95.4188704,29.7316019,"3930 kirby dr #300, houston, tx 77098, usa","Geocoded"
899,"Eagle Crest Hotel","(GF)","298-9898","3942 8th Ave.",NA,"San Diego","CA","Accommodations","","",1996,"4/25/2023 9:20pm","3942 8th Ave. ,  San Diego ,  CA",-117.1576559,32.7492042,"3942 8th ave, san diego, ca 92103, usa","Geocoded"
3792,"Coliseum","(*),(GF),(D),(A)","753-0112 9pm-3am Wed-Sat, gay Th","3954 Central",NA,"St. Louis","MO","Bars","","",1996,"4/25/2023 9:20pm","3954 Central ,  St. Louis ,  MO",-90.472873,38.675879,"1023 executive pkwy dr #18, creve coeur, mo 63141, usa","Geocoded"
958,"Club San Diego","(*),(PC)","295-0850 24hrs","3955 4th Ave.",NA,"San Diego","CA","Men's Clubs","","",1996,"4/25/2023 9:20pm","3955 4th Ave. ,  San Diego ,  CA",-117.161355,32.749259,"3955 fourth ave, san diego, ca 92103, usa","Geocoded"
78,"Adults Only Bookstore","","243-0697","3956 Spenard Rd.",NA,"Anchorage","AK","Erotica","","",1996,"4/25/2023 9:20pm","3956 Spenard Rd. ,  Anchorage ,  AK",-149.9262816,61.184545,"3956 spenard rd, anchorage, ak 99517, usa","Geocoded"
944,"International Male","","294-8600","3964 5th Ave.",NA,"San Diego","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","3964 5th Ave. ,  San Diego ,  CA",-117.1605621,32.7494696,"3964 fifth ave, san diego, ca 92103, usa","Geocoded"
927,"Waterloo Station","(M),(NH),(BW)","574-9329 11am-2am","3968 5th Ave.",NA,"San Diego","CA","Bars","","",1996,"4/25/2023 9:20pm","3968 5th Ave. ,  San Diego ,  CA",-117.160722,32.749565,"3968 fifth ave, san diego, ca 92103, usa","Geocoded"
1035,"Men's Room","(M),(NH)","861-1310 11am-2am","3988 18th St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","3988 18th St. ,  San Francisco ,  CA",-122.4324918,37.7612084,"3988 18th st, san francisco, ca 94114, usa","Geocoded"
5756,"Hunky's","(*),(BW),(WC)","522-1212 11am-10pm","4000 Cedar Springs Rd.",NA,"Dallas","TX","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4000 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111322,32.8111293,"4000 cedar springs rd, dallas, tx 75219, usa","Geocoded"
619,"Circus of Books","","666-1304","4001 Sunset Blvd.",NA,"Los Angeles","CA","Erotica","","",1996,"4/25/2023 9:20pm","4001 Sunset Blvd. ,  Los Angeles ,  CA",-118.2803631,34.092783,"4001 sunset blvd, los angeles, ca 90029, usa","Geocoded"
3044,"Uptown Travel & Tours","(IGTA)","488-9993","4001 Toulouse St. Ste. 105",NA,"New Orleans","LA","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","4001 Toulouse St. Ste. 105 ,  New Orleans ,  LA",-90.0960102,29.9778347,"4001 toulouse st #105, new orleans, la 70119, usa","Geocoded"
5749,"Side 2 Bar","(MW),(NH),(WC)","528-2026 10am-2am","4006 Cedar Springs Rd.",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","4006 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5758,"The Wok","","528-0000, 10am-2am","4006 Cedar Springs Rd.",NA,"Dallas","TX","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4006 Cedar Springs Rd. ,  Dallas ,  TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5627,"Davis-Kidd Booksellers","","385-2645, 9:30am-10pm, general bookstore w/ lesbigay titles","4007 Hillsboro Rd.",NA,"Nashville","TN","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4007 Hillsboro Rd. ,  Nashville ,  TN",-86.8645134,36.0451884,"4007 hillsboro rd, brentwood, tn 37215, usa","Geocoded"
5759,"Babylon","(WC)","522-5887 noon-8pm, cards & gifts","4008-D Cedar Springs Rd.",NA,"Dallas","TX","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4008-D Cedar Springs Rd. ,  Dallas ,  TX",-96.8119061,32.8117163,"parking lot, 4008 cedar springs rd d, dallas, tx 75219, usa","Geocoded"
6252,"Travel Solutions","(IGTA)","281-7202/ (800) 727-1616","4009 Gilman W.",NA,"Seattle","WA","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","4009 Gilman W. ,  Seattle ,  WA",-122.3871768,47.65611,"4009 gilman ave w, seattle, wa 98199, usa","Geocoded"
2171,"Baxter's","(*),(M),(F),(E),(WC)","831-6737 noon-3am, Sun brunch 11am; also The Corral","4010 S. Dale Mabry",NA,"Tampa","FL","Bars","","",1996,"4/25/2023 9:20pm","4010 S. Dale Mabry ,  Tampa ,  FL",-82.505097,27.9050772,"4010 s dale mabry hwy, tampa, fl 33611, usa","Geocoded"
2186,"Moody's","","831-6537; also full bar","4010 S. Dale Mabry Hwy.",NA,"Tampa","FL","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4010 S. Dale Mabry Hwy. ,  Tampa ,  FL",-82.505097,27.9050772,"4010 s dale mabry hwy, tampa, fl 33611, usa","Geocoded"
5746,"Moby Dick","(M),(V),(WC)","520-6629 noon-2am","4011 Cedar Springs Rd.",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","4011 Cedar Springs Rd. ,  Dallas ,  TX",-96.811886,32.8112142,"4011 cedar springs rd, dallas, tx 75219, usa","Geocoded"
4090,"Sisters and Brothers Bookstore","","266-7317, 10am-10pm, lesbigay","4011 Silver Ave. SE",NA,"Albuquerque","NM","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4011 Silver Ave. SE ,  Albuquerque ,  NM",-106.5995141,35.0783903,"4011 silver ave se, albuquerque, nm 87108, usa","Geocoded"
923,"Redwing Bar & Grill","(*),(MW),(NH),(F),(WC)","281-8700 10am-2am","4012 30th St.",NA,"San Diego","CA","Bars","","",1996,"4/25/2023 9:20pm","4012 30th St. ,  San Diego ,  CA",-117.1304047,32.7506224,"4012 30th st, san diego, ca 92104, usa","Geocoded"
321,"Mama's Royale","(*)","547-7600 7am-3pm, from 8am wknds, come early for excellent wknds brunch","4012 Broadway",NA,"Oakland","CA","Restaurants & Cafes","","",1996,"6/9/2023 1:53pm","4012 Broadway ,  Oakland ,  CA",-122.2562757,37.8277621,"4012 broadway, oakland, ca 94611, usa","Geocoded"
4101,"Pussycat III","","268-1631","4012 Central Ave. NE",NA,"Albuquerque","NM","Erotica","","",1996,"4/25/2023 9:20pm","4012 Central Ave. NE ,  Albuquerque ,  NM",-106.5993012,35.0788924,"4012 central ave ne, albuquerque, nm 87108, usa","Geocoded"
4068,"Common Bond Community Center","","266-8041, 7pm-10pm, clsd Sat, lesbigay social group","4013 Silver St. SE",NA,"Albuquerque","NM","Info Lines & Services","","",1996,"4/25/2023 9:20pm","4013 Silver St. SE ,  Albuquerque ,  NM",-106.5522744,35.0602101,"a st se, albuquerque, nm, usa","Geocoded"
4079,"Albuquerque Social Club","(*),(MW),(D),(CW),(PC)","255-0887 noon-2am, til midnight Sun, write PO Box 80554, 87108","4021 Central Ave. NE",NA,"Albuquerque","NM","Bars","","",1996,"4/25/2023 9:20pm","4021 Central Ave. NE ,  Albuquerque ,  NM",-106.5989274,35.0793714,"4021 central ave ne, albuquerque, nm 87108, usa","Geocoded"
596,"Bon Mot","(M),(NH)","222-5963 3pm-2am, from noon wknds","4022 N. Figueroa",NA,"Los Angeles","CA","Bars","","",1996,"4/25/2023 9:20pm","4022 N. Figueroa ,  Los Angeles ,  CA",-118.2098174,34.0925723,"4022 n figueroa st, los angeles, ca 90065, usa","Geocoded"
4844,"Rustler Saloon","(M)","(rear entrance) 472-8278 2pm-2:30am","4023 Monroe St.",NA,"Toledo","OH","Bars","","",1996,"4/25/2023 9:20pm","4023 Monroe St. ,  Toledo ,  OH",-83.599127,41.678076,"4023 monroe st, toledo, oh 43606, usa","Geocoded"
5733,"Anchor Inn","(GF),(E)","526-4098 noon-2am; also Big Daddy's 528-4098 & Numbers 521-7861","4024 Cedar Springs",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","4024 Cedar Springs ,  Dallas ,  TX",-96.8116188,32.8117463,"4024 cedar springs rd, dallas, tx 75219, usa","Geocoded"
4737,"Bank News","","281-8777, 10:30am-8:30pm, clsd Sun","4025 Clark",NA,"Cleveland","OH","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4025 Clark ,  Cleveland ,  OH",-81.7131805,41.4694792,"4025 clark ave, cleveland, oh 44109, usa","Geocoded"
962,"AB & VC","","280-0209, 24hrs","4027 El Cajon Blvd.",NA,"San Diego","CA","Erotica","","",1996,"4/25/2023 9:20pm","4027 El Cajon Blvd. ,  San Diego ,  CA",-117.1078648,32.7548987,"4027 el cajon blvd, san diego, ca 92105, usa","Geocoded"
940,"Auntie Helen's","","584-8438, 10am-5pm, clsd Sun-Mon, thrift shop benefits PWAs","4028 30th St.",NA,"San Diego","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4028 30th St. ,  San Diego ,  CA",-117.1304507,32.7508975,"4028 30th st, san diego, ca 92104, usa","Geocoded"
80,"French Quarter","","276-9049","4028 Mountain View",NA,"Anchorage","AK","Erotica","","",1996,"4/25/2023 9:20pm","4028 Mountain View ,  Anchorage ,  AK",-149.8056077,61.2239637,"4028 mountain view dr, anchorage, ak 99508, usa","Geocoded"
361,"Palace","(W),(NH),(D),(CW),(S)","264-8283 3pm-2am","4030 E. Belmont St.",NA,"Fresno","CA","Bars","","",1996,"4/25/2023 9:20pm","4030 E. Belmont St. ,  Fresno ,  CA",-119.7573238,36.7502101,"4030 e belmont ave, fresno, ca 93702, usa","Geocoded"
3769,"Bolivar Road News","","833-3354","4030 N. Bolivar Rd.",NA,"Springfield","MO","Erotica","","",1996,"4/25/2023 9:20pm","4030 N. Bolivar Rd. ,  Springfield ,  MO",-93.3110268,37.2435054,"4030 n bolivar rd, springfield, mo 65803, usa","Geocoded"
5768,"Leather by Boots","","528-3865, noon-8pm, clsd Sun; also at Throckmorton Mining Co. (214) 522-3727, 8pm-2am","4038 Cedar Springs Rd.",NA,"Dallas","TX","Erotica","","",1996,"4/25/2023 9:20pm","4038 Cedar Springs Rd. ,  Dallas ,  TX",-96.8118314,32.8119953,"4038 cedar springs rd, dallas, tx 75219, usa","Geocoded"
1060,"Hot 'N Hunky","(*),(MW)","621-6365 11am-11pm","4039 18th St.",NA,"San Francisco","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4039 18th St. ,  San Francisco ,  CA",-122.4336963,37.7608414,"4039 18th st, san francisco, ca 94114, usa","Geocoded"
4695,"Crazy Ladies Bookstore","","541-4198, 10am-8pm, til 5:30pm Sat, non-4pm Sun, women's bookstore","4039 Hamilton Ave.",NA,"Cincinnati","OH","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4039 Hamilton Ave. ,  Cincinnati ,  OH",-84.539667,39.1598125,"4039 hamilton ave, cincinnati, oh 45223, usa","Geocoded"
920,"North Park Country Club","(MW),(NH),(BW),(WC)","563-9051 noon-2am","4046 30th St.",NA,"San Diego","CA","Bars","","",1996,"4/25/2023 9:20pm","4046 30th St. ,  San Diego ,  CA",-117.1303932,32.751268,"4046 30th st, san diego, ca 92104, usa","Geocoded"
1039,"Moby Dick's","(M),(NH),(V)","","4049 18th St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","4049 18th St. ,  San Francisco ,  CA",-122.4337525,37.7608316,"4049 18th st, san francisco, ca 94114, usa","Geocoded"
1097,"Jaguar","","863-4777, 11am-11pm, til midnight Fri-Sat","4057 18th St.",NA,"San Francisco","CA","Erotica","","",1996,"4/25/2023 9:20pm","4057 18th St. ,  San Francisco ,  CA",-122.4340654,37.7608049,"4057 18th st, san francisco, ca 94114, usa","Geocoded"
1094,"Castro Country Club","","552-6102, noon-1am, alcohol & drug fee-club","4058 18th St.",NA,"San Francisco","CA","Men's Clubs","","",1996,"4/25/2023 9:20pm","4058 18th St. ,  San Francisco ,  CA",-122.4340945,37.7611284,"4058 18th st, san francisco, ca 94114, usa","Geocoded"
3748,"The Corner Restaurant","(BW),(WC)","931-6630 7am-9pm, til 2am wknds, American, some veggie","4059 Broadway",NA,"Kansas City","MO","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4059 Broadway ,  Kansas City ,  MO",-94.5901644,39.0536015,"4059 broadway blvd, kansas city, mo 64111, usa","Geocoded"
1980,"Saturday's Lounge","(*),(MW),(D),(S)","724-1510 2pm-2am, clsd Mon","4060 W. New Haven Ave.",NA,"Melbourne","FL","Bars","","",1996,"4/25/2023 9:20pm","4060 W. New Haven Ave. ,  Melbourne ,  FL",-80.6924475,28.0794853,"4060 w new haven ave, melbourne, fl 32904, usa","Geocoded"
1037,"Midnight Sun","(*),(M),(V)","861-4186 noon-2am","4067 18th St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","4067 18th St. ,  San Francisco ,  CA",-122.43432,37.76073,"4067 18th st, san francisco, ca 94114, usa","Geocoded"
589,"Jewel's Catch One Disco","(*),(MW),(D),(A),(MRC),(WC)","734-8849 3pm-2am, til 4am Fri-Sat","4067 W. Pico Blvd.",NA,"Los Angeles","CA","Bars","","",1996,"4/25/2023 9:20pm","4067 W. Pico Blvd. ,  Los Angeles ,  CA",-118.3241134,34.047775,"4067 w pico blvd, los angeles, ca 90019, usa","Geocoded"
6453,"The Chanticleer","(GF),(SW)","746-0334","4072 Cherry Rd.",NA,"Sturgeon Bay","WI","Accommodations","","",1996,"4/25/2023 9:20pm","4072 Cherry Rd. ,  Sturgeon Bay ,  WI",-87.3702559,44.8670833,"4072 cherry rd, sturgeon bay, wi 54235, usa","Geocoded"
1051,"Bad Man Jose's","","861-1706 healthy Mexican","4077 18th St.",NA,"San Francisco","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4077 18th St. ,  San Francisco ,  CA",-122.4344859,37.7607551,"4077 18th st, san francisco, ca 94114, usa","Geocoded"
1081,"Does Your Mother Know?","(*)","864-3160 cards & T-shirts","4079 18th St.",NA,"San Francisco","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4079 18th St. ,  San Francisco ,  CA",-122.4344972,37.7607035,"4079 18th st, san francisco, ca 94114, usa","Geocoded"
1047,"Uncle Bert's Place","(M),(NH)","431-8616 6am-2am, patio","4086 18th St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","4086 18th St. ,  San Francisco ,  CA",-122.4345258,37.7610236,"4086 18th st, san francisco, ca 94114, usa","Geocoded"
977,"North Park Adult Video","","284-4724, 24hrs","4094 30th St.",NA,"San Diego","CA","Erotica","","",1996,"4/25/2023 9:20pm","4094 30th St. ,  San Diego ,  CA",-117.130344,32.7519997,"4094 30th st, san diego, ca 92104, usa","Geocoded"
338,"Sugar Shack","(GF),(BW)","575-9534 1pm-2am","4101 N. Arden Dr.",NA,"El Monte","CA","Bars","","",1996,"4/25/2023 9:20pm","4101 N. Arden Dr. ,  El Monte ,  CA",-118.0455143,34.0810042,"4101 arden dr, el monte, ca 91731, usa","Geocoded"
466,"Directory - Long Beach","","434-7129 directory of gay & gay-supportive businesses, published Jan & July","4102 E. 7th St. #621",NA,"Long Beach","CA","Publications","","",1996,"4/25/2023 9:20pm","4102 E. 7th St. #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
757,"Directory-Palm Springs","","434-7129 annual directory of gay & gay-supprotive businesses","4102 E. 7th St. #621",NA,"Long Beach","CA","Publications","","",1996,"6/9/2023 1:54pm","4102 E. 7th St. #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
262,"Directory – Orange County","","(310)434-7129 semi-annual directory of gay-supprortive businesses","4102 E. 7th St. #621",NA,"Long Beach","CA","Publications","","",1996,"6/9/2023 1:55pm","4102 E. 7th St. #621 ,  Long Beach ,  CA",-118.144626,33.7751416,"4102 e 7th st #621, long beach, ca 90804, usa","Geocoded"
124,"Bananas/Metro","(M),(NH),(D)","224-9457 3pm-3am","4102 E. Thomas Rd.",NA,"Phoenix","AZ","Bars","","",1996,"4/25/2023 9:20pm","4102 E. Thomas Rd. ,  Phoenix ,  AZ",-111.9927241,33.4807168,"wagon wheel shopping center, 4102 e thomas rd, phoenix, az 85018, usa","Geocoded"
6075,"Club Rumours","(M),(D),(E)","440-7780 5pm-2am, from 7pm Sat","4107 Colley Ave.",NA,"Norfolk","VA","Bars","","",1996,"4/25/2023 9:20pm","4107 Colley Ave. ,  Norfolk ,  VA",-76.2951992,36.8826936,"4107 colley ave, norfolk, va 23508, usa","Geocoded"
1064,"Little Italy","(*),(BW)","821-1515 dinner only","4109 24th St.",NA,"San Francisco","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4109 24th St. ,  San Francisco ,  CA",-122.4345369,37.7510891,"4109 24th st, san francisco, ca 94114, usa","Geocoded"
6220,"Black Cat Café","","547-3887, 10am-10pm, til 7pm Sun, clsd Mon, vegetarian","4110 Roosevelt Wy. NE",NA,"Seattle","WA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4110 Roosevelt Wy. NE ,  Seattle ,  WA",-122.317369,47.6572624,"4110 roosevelt way ne, seattle, wa 98105, usa","Geocoded"
6232,"Plaza Mexico","(K)","633-4054; also full bar","4116 University Wy. NE",NA,"Seattle","WA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4116 University Wy. NE ,  Seattle ,  WA",-122.3129369,47.6574076,"4116 university way ne, seattle, wa 98105, usa","Geocoded"
5736,"The Brick","(M),(D),(L)","521-3154 2pm-2am, til 4am Fri-Sat, patio; also leather shop","4117 Maple",NA,"Dallas","TX","Bars","","",1996,"4/25/2023 9:20pm","4117 Maple ,  Dallas ,  TX",-96.8171293,32.8064497,"4117 maple ave, dallas, tx 75219, usa","Geocoded"
2804,"Joe's Country Grill","","277-8785, 11am-11pm, 24hrs wknds","4117 University",NA,"Cedar Falls","IA","Restaurants & Cafes","","",1996,"6/9/2023 1:56pm","4117 University ,  Cedar Falls ,  IA",-92.4453161,42.5348993,"cedar falls, ia, usa","Geocoded"
232,"Tailsman","","782-7522 11am-6pm, from 1pm Sun","4119 Grand Ave.",NA,"Fort Smith","AR","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","4119 Grand Ave. ,  Fort Smith ,  AR",-94.3862073,35.3861252,"4119 grand ave, fort smith, ar 72904, usa","Geocoded"
434,"Driftwood Café","(WC)","544-6545 7:30am-2pm, homecooking, non-smoking","4119 Laurel Ave.",NA,"Lake Tahoe","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","4119 Laurel Ave. ,  Lake Tahoe ,  CA",-120.0323507,39.0968493,"lake tahoe, united states","Geocoded"
2707,"The Works","(MO),(PC)","547-9210 24hrs","4120 N. Keystone Ave.",NA,"Indianapolis","IN","Men's Clubs","","",1996,"4/25/2023 9:20pm","4120 N. Keystone Ave. ,  Indianapolis ,  IN",-86.1222562,39.8304717,"4120 n keystone ave, indianapolis, in 46205, usa","Geocoded"
1025,"Badlands","(*),(M),(NH),(WC)","626-9320 11am-2am, say 'Hi' to Brian, SF's best bartender","4121 18th St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","4121 18th St. ,  San Francisco ,  CA",-122.4354659,37.7607065,"4121 18th st, san francisco, ca 94114, usa","Geocoded"
5714,"Club Unity","(*),(W),(D)","851-1178 3pm-2am, from noon wknds","4125 Gollihar",NA,"Corpus Christi","TX","Bars","","",1996,"4/25/2023 9:20pm","4125 Gollihar ,  Corpus Christi ,  TX",-97.3903639,27.7298259,"4125 gollihar rd, corpus christi, tx 78411, usa","Geocoded"
1098,"Le Salon","","552-4213","4126 18th St.",NA,"San Francisco","CA","Erotica","","",1996,"4/25/2023 9:20pm","4126 18th St. ,  San Francisco ,  CA",-122.4357149,37.7609492,"4126 18th st, san francisco, ca 94114, usa","Geocoded"
